ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5affd831-590f-4e98-a908-d08bd4e5b869,1,,,266424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 5597, 'name': 'Keylor Navas Gamboa'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3063, 'name': 'Danilo Luiz da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 5485, 'name': 'Raphaël Varane'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5463, 'name': 'Luka Modrić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 5574, 'name': 'Toni Kroos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 5695, 'name': 'James David Rodríguez Rubio'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 6399, 'name': 'Gareth Frank Bale'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 11}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ec49ca6b-4eb5-4d10-8e2c-981a33b5e970,2,,,266424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d900b31-be0e-4a53-b058-38c98d4dc9da,3,,,266424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['2d93744e-e07b-4d65-8353-a7321e2124bb'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2d93744e-e07b-4d65-8353-a7321e2124bb,4,,,266424,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['6d900b31-be0e-4a53-b058-38c98d4dc9da'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,89d6d190-6103-42ee-b7ca-43cb43be61f8,2116,,,266424,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Barcelona,217,['3d645125-bffc-4ef2-a180-b17cab065845'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3d645125-bffc-4ef2-a180-b17cab065845,2117,,,266424,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,98,Barcelona,217,['89d6d190-6103-42ee-b7ca-43cb43be61f8'],0,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,,,0.207347,,,,,,,,,,,,,81777385-a4cd-47df-ac69-950ea2965b74,5,,"[61.0, 40.1]",266424,0,,,,,1.7577755,,Left Foot,,,,"[60.3, 43.8]",,Ground Pass,,3.765634,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Kick Off,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['e4791547-44e3-4b8c-bb22-479e619a29bf'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.602,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.635443,,,,,,,,,,,,,a2b031ba-f988-468d-922e-d469a09847b3,8,,"[60.7, 43.6]",266424,0,,,,,-2.7699919,,Right Foot,,,,"[47.1, 38.3]",,Ground Pass,,14.596232,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['5ae4d03f-aaea-4633-9cce-0ce0bbe8b2e2'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.003,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.153906,,,,,,,,,,,,,7700a6ac-26e2-433b-bd01-c0b2044287d8,15,,"[49.8, 33.1]",266424,0,,,,,-1.601438,,Right Foot,,,,"[49.0, 7.0]",,Ground Pass,,26.112257,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['315c9420-1d47-45ea-a7a7-39b6f52b9d12'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.755,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.653983,,,,,,,,,,,,,edc982f9-dcf7-4313-b6f5-8496adca3e97,18,,"[43.9, 8.5]",266424,0,,,,,2.6083524,,Left Foot,,,,"[15.1, 25.5]",,Ground Pass,,33.443085,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['37d5a1e5-8de4-49ac-8df2-fb220e33f434'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.961,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7935,,,,,,,,,,,,,22ae5af3-521d-4905-a6f6-ca007d7889eb,21,,"[14.5, 25.1]",266424,0,,,,,1.5380212,,Right Foot,,,,"[15.5, 55.6]",,Ground Pass,,30.51639,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,['46cda111-da1c-4248-bb20-93968eab48f2'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.562,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.242843,,,,,,,,,,,,,07a7a474-2f59-4f19-8364-dca536640959,24,,"[17.9, 56.8]",266424,0,,,,,-1.6778029,,Right Foot,,,,"[13.7, 17.7]",,Ground Pass,,39.32493,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['f833b335-d218-49e8-8109-479930843397'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.677,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.7365,,,,,,,,,,,,,e2b61e8d-5d1c-43b6-9bde-0e05c36bb8cd,27,,"[14.9, 13.1]",266424,0,,,,,-0.801613,,Left Foot,,,,"[24.0, 3.7]",,Ground Pass,,13.083196,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['f70f10f2-c90f-4fdc-919b-b4d33d8dabf8'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.262,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.108437,,,,,,,,,,,,,4c6cfa20-148c-4b45-9f90-6c9c55c8c78e,31,,"[24.6, 3.7]",266424,0,,,,,2.4770973,,Left Foot,,,,"[12.6, 13.1]",,Low Pass,,15.24336,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['7f8c5ad4-ea69-4f81-9a80-c4504baeb607', 'cde7d628-e84e-4d6f-857d-74842c0ea875']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.090,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.229017,,,,,,,,,,,,,c95e0e79-0c6c-4997-85c1-1d1e8cf239b6,34,,"[7.4, 12.2]",266424,0,,,,,1.8008285,,Right Foot,,,,"[3.7, 28.0]",,Ground Pass,,16.227446,,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['020fec1d-7b36-481c-97b6-f643dfd3445e'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.778,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.847301,,,,,,,,,,,,,9d3d26ce-12d5-4bfd-9bc9-412ac763a1e3,38,,"[5.2, 35.1]",266424,0,,,,,0.40890783,,Right Foot,,,,"[74.2, 65.0]",,High Pass,,75.1998,,,Incomplete,,,,,,,,,1,From Kick Off,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,2,Barcelona,217,"['1a94ba17-66e5-4115-b7c4-f19ed1f1b6f0', '4c84819b-f0fb-4bd8-9b2a-24bb5073222c']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.612,Pass,True,2015/2016
,,,,,,,,,,,,,,,,0.9389,,,,,,,,,,,,,49bd0163-3557-48e6-b126-5eb6fc4afbed,40,,"[75.2, 80.0]",266424,1,,,,,-1.0752447,,,,,,"[79.2, 72.6]",,Low Pass,,8.411897,,,,,Ivan Rakitić,5470.0,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,3,Barcelona,217,['2eeffa63-b045-471c-868e-b2b4bd54b8c2'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.600,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.471455,,,,,,,,,,,,,4916a21b-996a-451d-bc7e-5194648c6ab6,44,,"[71.4, 71.1]",266424,1,,,,,-2.2896264,,Left Foot,,,,"[52.5, 49.5]",,Ground Pass,,28.701393,,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,3,Barcelona,217,"['066b8ecb-070d-4431-beca-89841ccab2db', 'd12eb6d1-6d7b-4ab5-92fe-7bfbe4d2b26a']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.898,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.694408,,,,,,,,,,,,,6fc53660-9ba3-4acb-ac2e-a42d44272540,47,,"[52.5, 49.5]",266424,1,,,,,-1.4209839,,Right Foot,,,,"[55.7, 28.3]",,Ground Pass,,21.44015,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,3,Barcelona,217,['32182b07-1a37-496c-b8d4-7cd33ec5e22f'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.526,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.281902,,,,,,,,,,,,,3fe5fe0c-b407-4646-ab27-13a28ecada8b,50,,"[58.0, 20.1]",266424,1,,,,,-1.0502155,,Left Foot,,,,"[66.6, 5.1]",,Ground Pass,,17.29046,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['0f1b0884-5e6a-4f29-a89c-26116590e428'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.686,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.58,,,,,,,,,,,,,738c03f2-ab91-461e-8daf-f161929cc40d,56,,"[68.8, 80.0]",266424,1,,,,,-1.1793911,,,,,,"[76.6, 61.1]",,High Pass,,20.446272,,,,,Gareth Frank Bale,6399.0,,,,,Throw-in,1,From Throw In,Danilo Luiz da Silva,3063.0,Right Back,4,Real Madrid,220,['28ff0e01-cb82-4340-a6f0-caccce0dabeb'],34,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:34.569,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.888,,,,,,,,,,,,,7902b1f9-f0d9-498e-870f-8f88d3558877,58,,"[76.6, 61.1]",266424,1,,,,,2.4494483,,Head,,,,"[69.0, 67.4]",,Low Pass,,9.871676,,,,,Karim Benzema,19677.0,,,,,,1,From Throw In,Gareth Frank Bale,6399.0,Center Attacking Midfield,4,Real Madrid,220,['e92c375c-4f09-4724-8171-d765fb2ec901'],36,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:36.149,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0101,,,,,,,,,,,,,8e5baf6b-059c-4df3-9b30-636f765309b5,61,,"[68.6, 68.0]",266424,1,,,,,-0.43335384,,Right Foot,,,,"[75.3, 64.9]",,Low Pass,,7.3824115,,,,,Gareth Frank Bale,6399.0,,,,,,1,From Throw In,Karim Benzema,19677.0,Center Forward,4,Real Madrid,220,"['86958061-d2fe-4b7c-b144-f94049c27fd3', 'f636a371-c795-4323-b873-098cb7e60d76']",37,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:37.037,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.0094,,,,,,,,,,,,,b30c1597-1ee9-44bc-ae58-63454b1f6cd0,63,,"[75.3, 64.9]",266424,1,,,,,-2.0462544,,Left Foot,,,,"[70.1, 54.8]",,Ground Pass,,11.360018,,,Incomplete,,Karim Benzema,19677.0,,,,,,1,From Throw In,Gareth Frank Bale,6399.0,Center Attacking Midfield,4,Real Madrid,220,"['56d56caa-dbc2-421d-81a6-7c41d4b6f995', '63c084a6-a99f-4e53-885a-3ff97ccc8986']",38,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:38.047,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.017702,,,,,,,,,,,,,63c084a6-a99f-4e53-885a-3ff97ccc8986,65,,"[50.0, 25.3]",266424,1,,,,,2.6598122,,Right Foot,,,,"[34.7, 33.3]",,Ground Pass,,17.265284,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,"['04e112ed-3aa4-4d24-b5d3-5bd0096fcbd5', 'b30c1597-1ee9-44bc-ae58-63454b1f6cd0']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.056,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.100158,,,,,,,,,,,,,e2a34fc3-d198-4896-b034-883c18493f5a,68,,"[35.1, 34.1]",266424,1,,,,,1.6061513,,Right Foot,,,,"[34.0, 65.2]",,Ground Pass,,31.119448,,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,['9cdff650-2a51-4a2d-8c37-9620ad3651c1'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.802,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8781,,,,,,,,,,,,,39b039c5-be26-4979-9200-758558859fc4,71,,"[34.9, 65.5]",266424,1,,,,,-0.81301546,,Right Foot,,,,"[43.7, 56.2]",,Low Pass,,12.803515,,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['121a28cb-b46e-4123-91f9-6cf104bfca10'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.393,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9911,,,,,,,,,,,,,8fa152cc-fe1f-4120-830e-b4137ecbf8ec,77,,"[84.4, 25.2]",266424,1,,,,,-1.6973884,,Right Foot,,,,"[83.7, 19.7]",,Ground Pass,,5.5443664,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,Recovery,1,Regular Play,Karim Benzema,19677.0,Center Forward,5,Barcelona,217,['8168168b-5679-414e-8f07-ee9714cf245c'],46,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:46.486,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3249,,,,,,,,,,,,,af1e004a-0c34-4022-af9f-a6b54b88b59d,85,,"[19.1, 59.2]",266424,1,,,,,-0.016391974,,Left Foot,,,,"[37.4, 58.9]",,Low Pass,,18.30246,,,Incomplete,,,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,5,Barcelona,217,['8b86a8bc-c7f1-45e1-ae71-dfc1b0607dd7'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.300,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.0386,,,,,,,,,,,,,a5e15da5-0e7a-4c06-a84e-ce15aa167018,89,,"[82.7, 22.8]",266424,1,,,,,2.3430026,,Right Foot,,,,"[64.0, 42.0]",,Ground Pass,,26.80168,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,6,Real Madrid,220,['d9a4ca52-5df5-49a5-bd2a-fa60b5f3f0cb'],56,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:56.291,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6291,,,,,,,,,,,,,554a86fe-4f2b-4547-a174-9c379efb2127,92,,"[64.0, 42.0]",266424,2,,,,,-1.4044642,,Right Foot,,,,"[68.6, 14.6]",,Ground Pass,,27.78345,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,6,Real Madrid,220,['c872ff5b-c4ff-48ca-87d4-4d27893ac4f8'],1,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:01.046,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9926,,,,,,,,,,,,,3e3e1886-878d-41f7-8db5-a873acbdd34c,95,,"[70.1, 13.0]",266424,2,,,,,0.10727885,,Right Foot,,,,"[83.1, 14.4]",,Ground Pass,,13.075168,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,6,Real Madrid,220,['f3101d6f-e718-4092-bcc0-1d6490f2c0c2'],3,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:03.388,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.087,,,,,,,,,,,,,901b7f27-e088-4e08-903b-869d71ec37ca,97,,"[83.1, 14.4]",266424,2,,,,,-2.372322,,Right Foot,,,,"[76.8, 8.3]",,Ground Pass,,8.769264,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,6,Real Madrid,220,['b6b212b3-305f-49fc-9f75-3ef6f97528b0'],4,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:04.380,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3428,,,,,,,,,,,,,f38ad9ff-e522-4301-871b-400da0073ad1,99,,"[76.8, 8.3]",266424,2,,,,,-0.3660565,,Right Foot,,,,"[88.8, 3.7]",,Ground Pass,,12.8514595,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,6,Real Madrid,220,['4603d7a7-103a-435d-9a05-531121914a57'],5,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:05.467,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2492,,,,,,,,,,,,,0ecc8e85-1cd4-45bd-8e3e-461a37111476,103,,"[87.5, 3.3]",266424,2,,,,,3.060013,,Right Foot,,,,"[71.6, 4.6]",,Ground Pass,,15.953056,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,"['0e21ecb9-7073-4627-91a4-7f6cc81cee34', '78cced8c-b1d3-4db5-8c41-6d9fcb3d9ced']",7,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:07.593,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.419,,,,,,,,,,,,,fc2fbce5-7f71-4289-b1ff-1f3c1e813b06,106,,"[71.1, 6.9]",266424,2,,,,,1.9982606,,Right Foot,,,,"[62.9, 24.9]",,Ground Pass,,19.779787,,,,,Luka Modrić,5463.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,6,Real Madrid,220,['2316fd8a-5331-4854-b8e4-fea4e2c2a23d'],9,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:09.372,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.2615,,,,,,,,,,,,,2f11057d-5aaa-4b01-92c9-cde04e7f79ba,109,,"[56.0, 31.7]",266424,2,,,,,1.6188363,,Right Foot,,,,"[55.0, 52.5]",,Ground Pass,,20.824024,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Luka Modrić,5463.0,Right Defensive Midfield,6,Real Madrid,220,['9d9fe4ca-8d82-4fcd-b25c-503b6064487f'],12,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:12.219,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1814,,,,,,,,,,,,,acf4eff7-2617-492f-8ef4-cd9cb220513e,112,,"[55.0, 52.5]",266424,2,,,,,-0.0119042,,Right Foot,,,,"[71.8, 52.3]",,Ground Pass,,16.801191,,,,,James David Rodríguez Rubio,5695.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,6,Real Madrid,220,['9e45a4f8-e688-470f-bc6b-03d5a2e2c267'],14,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:14.521,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9166,,,,,,,,,,,,,17cbd5ac-3101-4b14-8fd5-e1524a27ed84,118,,"[80.4, 39.7]",266424,2,,,,,0.85843873,,Left Foot,,,,"[84.2, 44.1]",,Ground Pass,,5.813777,,,,,James David Rodríguez Rubio,5695.0,,,,,Recovery,1,Regular Play,Gareth Frank Bale,6399.0,Center Attacking Midfield,6,Real Madrid,220,['a570ece3-395d-4f59-b640-b11cf8d2925d'],19,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:19.647,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7303,,,,,,,,,,,,,460505a5-e56b-42be-9346-d943347fbd7a,123,,"[55.2, 36.9]",266424,2,,,,,-0.9938634,,Right Foot,,,,"[63.4, 24.3]",,Low Pass,,15.033297,,,,,Toni Kroos,5574.0,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,6,Real Madrid,220,['8e0edc93-d2df-4347-8846-7e8aef9a0f20'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:23.757,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1732,,,,,,,,,,,,,bbe430cf-a36d-4fca-b6fd-05da8ca87b14,126,,"[69.0, 6.9]",266424,2,,,,,-0.12275627,,Right Foot,,,,"[84.4, 5.0]",,Ground Pass,,15.516766,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,6,Real Madrid,220,['ad90067c-817f-476c-be6c-4adaf686a908'],29,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:29.147,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.6923,,,,,,,,,,,,,d91828f7-0a8b-477b-a422-67e8efb75367,129,,"[82.9, 3.5]",266424,2,,,,,0.6472117,,Left Foot,,,,"[91.5, 10.0]",,Ground Pass,,10.780074,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,6,Real Madrid,220,['5e312c16-d18e-4b04-87eb-72e9ba84c65c'],31,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:31.083,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5109,,,,,,,,,,,,,e6adda66-e3de-4b51-bf98-ae1b77f5bf1f,136,,"[120.0, 0.1]",266424,2,,,,,1.8520285,,Left Foot,,,,"[109.6, 36.1]",,High Pass,,37.472122,,,Incomplete,True,,,,,Outswinging,,Corner,1,From Corner,James David Rodríguez Rubio,5695.0,Right Wing,7,Real Madrid,220,['16d19319-9553-41ea-b3fd-d7e8c81c2007'],56,,,,,,,,,,,,,,,,,Real Madrid,220,00:02:56.626,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1496,,,,,,,,,,,,,a4bd139a-9e76-4404-8810-1b35f13bcfb4,140,,"[91.9, 3.9]",266424,3,,,,,0.0989128,,Left Foot,,,,"[105.0, 5.2]",,Ground Pass,,13.164346,,,,,James David Rodríguez Rubio,5695.0,,,,,,1,From Corner,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,['ffa266d3-5ae0-4fc8-bf88-dae22dea55a5'],2,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:02.763,Pass,,2015/2016
