50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3adfd98c-305f-485f-8ea0-c24df9523839,1,,,69324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 3511, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 2}, {'player': {'id': 6658, 'name': 'Cristian Tello Herrera'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 37}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,75c4116a-71a5-4bea-95fb-d8437ac74cc7,2,,,69324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20215, 'name': 'Álvaro Arbeloa Coca'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 17}, {'player': {'id': 20016, 'name': 'Kléper Laveran Lima Ferreira'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 19047, 'name': 'Fábio Alexandre da Silva Coentrão'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 15}, {'player': {'id': 5566, 'name': 'Sami Khedira'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 20133, 'name': 'Xabier Alonso Olano'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 2995, 'name': 'Ángel Fabián Di María Hernández'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 22}, {'player': {'id': 3496, 'name': 'Mesut Özil'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5207, 'name': 'Cristiano Ronaldo dos Santos Aveiro'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 19677, 'name': 'Karim Benzema'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Real Madrid,220,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,f49d633b-4693-4990-a094-865c04a85480,3,,,69324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['e497281a-2cad-464e-a168-96c643ff2247'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e497281a-2cad-464e-a168-96c643ff2247,4,,,69324,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f49d633b-4693-4990-a094-865c04a85480'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fc13e14f-51ab-4b70-89d2-1e640cd7dfa0,1907,,,69324,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Real Madrid,220,['271bec10-ea59-4a4e-acca-a5ca46027ac0'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,271bec10-ea59-4a4e-acca-a5ca46027ac0,1908,,,69324,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,87,Real Madrid,220,['fc13e14f-51ab-4b70-89d2-1e640cd7dfa0'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,,1.542064,,,,,,,,,,,,,,38637c6d-d4a1-4719-8147-70c0db52b47c,5,,"[61.0, 41.0]",69324,0,,,,,-2.8714395,,Right Foot,,,,"[48.0, 37.4]",,Ground Pass,,13.489255,,,,,Xabier Alonso Olano,20133.0,,,,,,Kick Off,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Real Madrid,220,['9ed0af8b-d829-4e18-9009-fc1d8806f6e4'],0,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.878,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.297343,,,,,,,,,,,,,,f8431570-fe94-4d7c-b498-752dbbdec2a6,8,,"[49.7, 38.8]",69324,0,,,,,1.860104,,Right Foot,,,,"[40.8, 68.7]",,Ground Pass,,31.196474,,,,,Álvaro Arbeloa Coca,20215.0,,,,,,,1,From Kick Off,Xabier Alonso Olano,20133.0,Left Defensive Midfield,2,Real Madrid,220,['29adc6ac-9dd1-4d44-b084-10717437a886'],3,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.417,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.096508,,,,,,,,,,,,,,8a706071-bda1-4bb4-b722-a616dde71426,11,,"[45.7, 65.2]",69324,0,,,,,-0.35877067,,Right Foot,,,,"[61.7, 59.2]",,Ground Pass,,17.088007,,,,,Mesut Özil,3496.0,,,,,,,1,From Kick Off,Álvaro Arbeloa Coca,20215.0,Right Back,2,Real Madrid,220,['c7be18ad-86e8-4e1c-bc81-baab4f5d5cd7'],6,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:06.490,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.820832,,,,,,,,,,,,,,30137402-7ba9-47d7-a5e5-8ec288ecded2,17,,"[51.8, 6.4]",69324,0,,,,,1.4069248,,Right Foot,,,,"[53.9, 19.1]",,Ground Pass,,12.872451,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Recovery,1,From Kick Off,Adriano Correia Claro,22102.0,Left Center Back,2,Real Madrid,220,"['59c68cf4-45d5-4438-96be-ea519c5cf618', 'fa168f6e-41bf-45fa-9b11-a27562b69d04']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.298,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,2.332528,,,,,,,,,,,,,,edb66d5d-19fb-44de-8398-012e5831974b,20,,"[53.7, 24.9]",69324,0,,,,,1.4777325,,Right Foot,,,,"[55.8, 47.4]",,Ground Pass,,22.597788,,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,2,Real Madrid,220,"['405a032e-2736-4348-bde6-172e0d414474', 'b24029f5-5c3d-4398-97d1-a43658f2baac']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.226,Pass,,2011/2012
