50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.119473,,,,,,,,,,,,,,c20b688c-8615-443f-9bcf-bac7d17e8fa4,30,,"[67.2, 17.5]",69324,0,,,,,2.7291822,,Left Foot,,,,"[56.0, 22.4]",,Ground Pass,,12.224975,,,,,Sergio Ramos García,5201.0,,,,,,Recovery,1,From Kick Off,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,2,Real Madrid,220,['5b09ceb5-46cc-4582-8b91-d62566fac00d'],19,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:19.544,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.317085,,,,,,,,,,,,,,7410f4c0-4a6e-4560-ae32-82cb2964f56d,33,,"[56.0, 22.4]",69324,0,,,,,-0.47655013,,Right Foot,,,,"[86.8, 6.5]",,Low Pass,,34.661938,,,,,Karim Benzema,19677.0,,,,,,,1,From Kick Off,Sergio Ramos García,5201.0,Left Center Back,2,Real Madrid,220,['9ff11fb4-5482-41e0-8982-47f1d4bfc65e'],20,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:20.693,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.719014,,,,,,,,,,,,,,2aeee491-5db0-418a-896e-abf528f95f8c,37,,"[88.2, 13.5]",69324,0,,,,,1.043853,,Right Foot,,,,"[94.6, 24.5]",,Low Pass,,12.726351,,,,,Mesut Özil,3496.0,,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,"['2beb8356-db58-48fb-a971-17b55c7c97c1', 'f2c375a6-62ea-4503-bd8a-c0a5b69457df']",25,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:25.218,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,2.142527,,,,,,,,,,,,,,631994a3-f75a-4537-8806-e80a3e64c822,40,,"[94.6, 24.5]",69324,0,,,,,-1.6452851,,Left Foot,,,,"[93.1, 4.4]",,High Pass,,20.155893,,,,,Cristiano Ronaldo dos Santos Aveiro,5207.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Real Madrid,220,['8a481794-e243-4c73-b616-d259b2a55fb2'],26,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:26.201,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.179633,,,,,,,,,,,,,,03cca9fd-2af0-47cb-b697-3d29fb6cd17d,44,,"[92.2, 5.8]",69324,0,,,,,2.634494,,Right Foot,,,,"[81.4, 11.8]",,Ground Pass,,12.354756,,,,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,,1,From Kick Off,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Wing,2,Real Madrid,220,['def9fdac-8fc3-455b-9c88-2a2fab24a6f4'],28,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:28.504,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.579866,,,,,,,,,,,,,,940bac6e-25bf-4ef1-a22b-b65187b15a29,47,,"[81.4, 11.8]",69324,0,,,,,1.1071488,,Left Foot,,,,"[85.3, 19.6]",,Ground Pass,,8.720665,,,,,Mesut Özil,3496.0,,,,,,,1,From Kick Off,Fábio Alexandre da Silva Coentrão,19047.0,Left Back,2,Real Madrid,220,['8e869c72-0fd1-407e-85b2-4d0fee982993'],29,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:29.764,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.6429,,,,,,,,,,,,,,e7f68aea-f3f2-425c-9bb9-5c4af43ed97a,52,,"[91.4, 24.3]",69324,0,,,,,1.6189518,,Left Foot,,,,"[91.0, 32.6]",,Ground Pass,,8.309633,,,,,Karim Benzema,19677.0,,,,,,,1,From Kick Off,Mesut Özil,3496.0,Center Attacking Midfield,2,Real Madrid,220,['dd1c582d-cd10-4561-a074-578ad52ce6c9'],32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:32.002,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.365772,,,,,,,,,,,,,,09f7d3f8-1848-493b-b006-4e305768c41d,55,,"[91.0, 32.6]",69324,0,,,,,-0.44117948,,Right Foot,,,,"[105.4, 25.8]",,Ground Pass,,15.924824,,,Pass Offside,,Fábio Alexandre da Silva Coentrão,19047.0,,,,,,,1,From Kick Off,Karim Benzema,19677.0,Center Forward,2,Real Madrid,220,['75cf649e-f2b9-4dca-8401-8c8aa1630189'],32,,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:32.684,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.34987,,,,,,,,,,,,,,82645cb6-01f8-481f-bac5-5c349c24eeac,57,,"[21.1, 53.5]",69324,0,,,,,0.60145473,,Right Foot,,,,"[31.3, 60.5]",,Ground Pass,,12.370934,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,3,Barcelona,217,['ea0f0745-718a-4623-b43e-32b880df6c54'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.360,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.2161,,,,,,,,,,,,,,81d6838d-c90b-4dea-b028-627e07bef20b,60,,"[31.3, 61.0]",69324,0,,,,,-2.0739915,,Right Foot,,,,"[25.3, 50.1]",,Ground Pass,,12.442266,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['0718017c-f798-473a-aedc-936f17407f0b'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.963,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.161714,,,,,,,,,,,,,,87ad4e3b-f02e-465a-9cef-648f869f7c18,63,,"[34.7, 42.5]",69324,0,,,,,-0.99820673,,Right Foot,,,,"[42.5, 30.4]",,Ground Pass,,14.39618,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,3,Barcelona,217,['1f524253-a71b-4e0f-9462-4c7865ccc9ca'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.627,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.5946,,,,,,,,,,,,,,bf6f5c4d-27b2-4d1b-b77d-e4a4a667ed94,69,,"[61.2, 55.7]",69324,1,,,,,-2.35898,,Right Foot,,,,"[43.2, 37.8]",,Ground Pass,,25.385231,,,,,Javier Alejandro Mascherano,5506.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['75b72d87-212d-468d-b671-4a1ebc7a53dc'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.844,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.6737,,,,,,,,,,,,,,fee83ca3-a2a1-4560-a770-c482b843265d,72,,"[43.2, 37.8]",69324,1,,,,,-0.16057728,,Right Foot,,,,"[57.4, 35.5]",,Ground Pass,,14.385061,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,4,Barcelona,217,['240d18af-2ed9-42c2-90df-f58db9c95c4d'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.326,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0982,,,,,,,,,,,,,,e0518b79-7fdf-4704-b0d2-fe4427165193,75,,"[57.1, 35.3]",69324,1,,,,,1.7103785,,Right Foot,,,,"[55.4, 47.4]",,Ground Pass,,12.218838,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['2c7e8add-0688-4bb1-be5a-becfb29604a7'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.079,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.2585,,,,,,,,,,,,,,77eb6f66-76d0-4cee-baa9-73fb289c3f93,78,,"[57.4, 48.0]",69324,1,,,,,-1.2291808,,Right Foot,,,,"[62.2, 34.5]",,Ground Pass,,14.327945,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['3e6294a4-dced-449e-b028-d0d6a145ddd5'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.818,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.116297,,,,,,,,,,,,,,995fe4bc-857f-4c73-bd8f-0e82211c1362,82,,"[64.6, 32.6]",69324,1,,,,,-1.994664,,Right Foot,,,,"[57.2, 16.2]",,Ground Pass,,17.99222,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['add7589a-f239-4d52-9883-a2536967b87c'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.779,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.952008,,,,,,,,,,,,,,f4eaba61-eef9-4c10-9d8d-7ef92ccca4ea,85,,"[57.2, 16.2]",69324,1,,,,,-0.3793409,,Right Foot,,,,"[72.0, 10.3]",,Low Pass,,15.932671,,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Center Back,4,Barcelona,217,['335a1cb9-e933-44e9-b7dc-1bf8164538e5'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.847,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.140044,,,,,,,,,,,,,,653e09de-be4e-4707-a0dc-356f77d13d1d,88,,"[72.0, 10.3]",69324,1,,,,,-1.9789454,,Right Foot,,,,"[68.8, 2.9]",,Ground Pass,,8.062258,,,,,Cristian Tello Herrera,6658.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Center Attacking Midfield,4,Barcelona,217,['4008ce11-030e-445e-b351-0d79fc7c803d'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.816,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.6302,,,,,,,,,,,,,,08855911-f01b-4fab-b47f-c4f7a84573a6,92,,"[62.0, 11.6]",69324,1,,,,,2.612346,,Right Foot,,,,"[56.7, 14.7]",,Ground Pass,,6.140033,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Cristian Tello Herrera,6658.0,Left Wing Back,4,Barcelona,217,"['39540526-1077-4ff3-8ed5-eb2430b4f2dd', '968d498d-a3d0-4cdc-b27c-16aa28fb4b27']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.411,Pass,True,2011/2012
,,,,,,,,,,,,,,,,,0.535998,,,,,,,,,,,,,,0d8dac26-23a4-4718-88ce-1c158f996aad,95,,"[56.5, 17.5]",69324,1,,,,,-2.83386,,Right Foot,,,,"[43.6, 13.4]",,Ground Pass,,13.535878,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['0c1ec698-03ef-4d3d-8e8d-3683852571c5'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.930,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.553587,,,,,,,,,,,,,,8ee5d14c-bf6f-4e3b-8519-5752760e4b41,98,,"[42.8, 15.6]",69324,1,,,,,1.7775875,,Left Foot,,,,"[39.8, 29.9]",,Ground Pass,,14.611297,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Center Back,4,Barcelona,217,['b7aa5f87-a882-4a94-972e-6f2b9f2b8a5d'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.965,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.924769,,,,,,,,,,,,,,a44d8888-ca94-47bf-93ea-3b0e5c92755c,101,,"[41.3, 32.2]",69324,1,,,,,0.104167044,,Right Foot,,,,"[63.3, 34.5]",,Ground Pass,,22.1199,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,4,Barcelona,217,['32943107-c53a-4590-a2e5-528057b63108'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.092,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.9407,,,,,,,,,,,,,,9ce0386d-f8a7-4087-ac38-9f7447e7434d,107,,"[63.7, 34.5]",69324,1,,,,,-1.4738787,,Right Foot,,,,"[64.4, 27.3]",,Ground Pass,,7.2339478,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['812970b6-c118-4d6f-a5ef-85fa45f2a0ec'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.984,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0306,,,,,,,,,,,,,,43ac1158-c414-450a-b940-ec00f145e603,111,,"[69.0, 23.0]",69324,1,,,,,-2.5449324,,Right Foot,,,,"[63.7, 19.4]",,Ground Pass,,6.4070272,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Left Center Midfield,5,Barcelona,217,['19d90d10-e326-4e4a-9563-74bc46da49b7'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.200,Pass,,2011/2012
,,,,,,,,,,,,,,,,,0.5834,,,,,,,,,,,,,,3c83f8d4-94b4-4a65-af86-42c8c410823b,114,,"[62.5, 21.8]",69324,1,,,,,1.2442149,,Left Foot,,,,"[66.7, 34.2]",,Ground Pass,,13.091982,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Center Back,5,Barcelona,217,['dbb7b84d-3506-4fd3-bc62-0fd980079b9b'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.249,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.1632,,,,,,,,,,,,,,b12abab0-5de7-49dc-8ca7-4a9c7daeb7f7,117,,"[67.3, 34.7]",69324,1,,,,,-2.283154,,Left Foot,,,,"[61.6, 28.1]",,Ground Pass,,8.720665,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['7bd489d0-2010-4c50-a8f6-54abf6f6b38f'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.873,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.4382,,,,,,,,,,,,,,5943d06d-6967-457a-8e28-059d174d6d04,119,,"[60.5, 28.3]",69324,1,,,,,2.3259008,,Left Foot,,,,"[52.5, 36.8]",,Ground Pass,,11.672618,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Center Back,5,Barcelona,217,['c6f2a915-b6e2-45de-845f-5e21aa905bb4'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:52.036,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.546889,,,,,,,,,,,,,,c5dc39ba-c5dc-43c6-a500-33cbffdf19fe,122,,"[52.5, 37.9]",69324,1,,,,,0.6586033,,Right Foot,,,,"[72.4, 53.3]",,Ground Pass,,25.16287,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Back,5,Barcelona,217,['1c1c9f61-b551-41e5-8797-4a4f27de9e3e'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.874,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.0558,,,,,,,,,,,,,,1fb54c44-cbeb-411d-9359-a079f2f706a2,126,,"[69.5, 61.5]",69324,1,,,,,0.8492842,,Right Foot,,,,"[83.4, 77.3]",,Ground Pass,,21.044,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,5,Barcelona,217,['607961b6-a149-42d9-a464-e62686c9fbf7'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.528,Pass,,2011/2012
,,,,,,,,,,,,,,,,,1.328857,,,,,,,,,,,,,,63abec1e-44dd-4ca0-9f19-8921746c164a,129,,"[90.7, 72.1]",69324,1,,,,,-2.2981951,,Left Foot,,,,"[83.4, 63.9]",,Ground Pass,,10.978616,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Wing Back,5,Barcelona,217,['bf617ba3-579d-4649-94a1-b732d8c5897b'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.789,Pass,,2011/2012
