ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.071,,,,,,,,,,,,,3f2d4e2d-6497-41ae-ac86-6fe674714223,1974,,"[65.8, 36.6]",69327,40,,,,1.9407853,,Right Foot,,,"[57.5, 58.0]",,Ground Pass,,22.953213,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,88,Barcelona,217,['fb09c2c4-0ced-44e3-936c-2d1a17eff376'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:42.585,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2122,,,,,,,,,,,,,feccb606-9d9a-48be-aadb-1f2962e1b8ee,1977,,"[57.5, 62.2]",69327,40,,,,0.6716062,,Right Foot,,,"[77.0, 77.7]",,Ground Pass,,24.909838,,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,88,Barcelona,217,['29466430-9e94-4d85-98b0-188e6b47608e'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:45.048,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2284,,,,,,,,,,,,,ed2a017b-8c47-4828-a335-ae795f57a8ea,1982,,"[70.6, 80.0]",69327,40,,,,-1.701908,,,,,"[69.4, 70.9]",,High Pass,,9.17878,,,Sergio Busquets i Burgos,5203.0,,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,89,Barcelona,217,['44aa91fc-09de-4c70-b670-4c1fe56c9cdf'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:57.038,Pass,,2011/2012
,,,,,,,,,,,,,,,0.2536,,,,,,,,,,,,,c05bbf0a-dac6-447b-8f6c-cdecf5d5e524,1985,,"[69.2, 70.7]",69327,40,,,,1.2942824,,Right Foot,,,"[71.3, 78.1]",,Ground Pass,,7.692204,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,89,Barcelona,217,['d69c67ea-9f0d-4c43-b355-c0875b0a4e95'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:40:59.240,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9382,,,,,,,,,,,,,15de50e0-e0a9-4485-a1f6-34be303a8900,1989,,"[71.3, 78.8]",69327,41,,,,-0.04062804,,Left Foot,,,"[83.6, 78.3]",,Ground Pass,,12.310159,,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,89,Barcelona,217,"['7e3eb0c2-f489-4432-8abb-9f14ef9992e9', 'b1de6735-0bf4-4487-9fcd-a62ceea7a35a']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:00.399,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.526513,,,,,,,,,,,,,ccb91668-cb6a-4282-8fdf-941cb6b54a71,1993,,"[83.1, 78.3]",69327,41,,,,-2.5702553,,Right Foot,,,"[71.9, 71.1]",,Ground Pass,,13.314653,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Juan Isaac Cuenca López,26776.0,Right Wing Back,89,Barcelona,217,"['679d220d-75a6-40f3-896b-5f81dc351bc0', 'ee3707c6-9169-41f6-8bdc-24830459347c']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:02.749,Pass,,2011/2012
,,,,,,,,,,,,,,,1.614707,,,,,,,,,,,,,e4255aa9-8c4d-4415-9eb6-e6ff39e76374,1997,,"[43.4, 9.4]",69327,41,,,,0.748918,,Right Foot,,,"[57.6, 22.6]",,Ground Pass,,19.387625,,,Iriney Santos Da Silva,25978.0,,,,,,,1,Regular Play,Rubén Castro Martín,6832.0,Right Wing,90,Real Betis,218,['a2984f96-81bb-41ca-8028-0d28f5d6b5a5'],3,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:03.924,Pass,,2011/2012
,,,,,,,,,,,,,,,3.205673,,,,,,,,,,,,,2ee06869-096e-4021-b64f-0d05873dfeb7,2000,,"[75.8, 39.3]",69327,41,,,,0.7554446,,Right Foot,,,"[103.3, 65.2]",,Ground Pass,,37.776447,,,Jefferson Antonio Montero Vite,7063.0,,,,,,,1,Regular Play,Iriney Santos Da Silva,25978.0,Center Defensive Midfield,90,Real Betis,218,['6f266b05-b899-4283-934a-5746bb716329'],8,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:08.320,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0628,,,,,,,,,,,,,17330728-db64-4e77-b06e-185a01e6db9d,2003,,"[110.6, 65.8]",69327,41,,,,-1.5855736,,Right Foot,True,,"[110.3, 45.5]",,High Pass,,20.302217,Incomplete,,,,,,,,,,1,Regular Play,Jefferson Antonio Montero Vite,7063.0,Left Wing,90,Real Betis,218,['46e2034a-609b-4c6c-b405-810e5a91759f'],11,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:11.748,Pass,,2011/2012
,,,,,,,,,,,,,,,2.859679,,,,,,,,,,,,,eee47fca-2933-4486-82ce-581baecf04d1,2005,,"[97.2, 80.0]",69327,41,,,,-2.757218,,,,,"[70.5, 69.2]",,Low Pass,,28.801563,,,Pedro Mario Álvarez Abrante,26081.0,,,,,,Throw-in,1,From Throw In,José Isidoro Gómez Torres,26455.0,Right Back,91,Real Betis,218,['3b25baff-1bf9-4b65-aad2-4134f87a8ad7'],25,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:25.108,Pass,,2011/2012
,,,,,,,,,,,,,,,1.6379,,,,,,,,,,,,,47d4993d-2642-4bf7-9513-9d5dfeb0f8a4,2008,,"[70.3, 66.7]",69327,41,,,,-2.5015638,,Right Foot,,,"[47.2, 49.5]",,Ground Pass,,28.800173,,,José Antonio Dorado Ramírez,11543.0,,,,,,,1,From Throw In,Pedro Mario Álvarez Abrante,26081.0,Right Center Back,91,Real Betis,218,['585ed85e-6b86-4cd3-89bb-122a95f30820'],28,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:28.509,Pass,,2011/2012
,,,,,,,,,,,,,,,1.1613,,,,,,,,,,,,,2737a352-1741-4ecf-9bc7-2961b3c559a5,2011,,"[56.9, 62.9]",69327,41,,,,0.28897542,,Right Foot,,,"[75.4, 68.4]",,Ground Pass,,19.300259,,,Iriney Santos Da Silva,25978.0,,,,,,,1,From Throw In,José Antonio Dorado Ramírez,11543.0,Left Center Back,91,Real Betis,218,['f42ef0a4-518f-4360-bedf-97105ec08764'],34,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:34.916,Pass,,2011/2012
,,,,,,,,,,,,,,,1.316562,,,,,,,,,,,,,de5d9f4d-2f0d-410c-852b-0ed880af2a0b,2014,,"[75.4, 68.6]",69327,41,,,,1.5120405,,Right Foot,,,"[76.0, 78.8]",,Ground Pass,,10.217632,,,Jefferson Antonio Montero Vite,7063.0,,,,,,,1,From Throw In,Iriney Santos Da Silva,25978.0,Center Defensive Midfield,91,Real Betis,218,['4ba4d078-cc53-44a0-ab20-070ac2fd96b6'],36,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:36.157,Pass,,2011/2012
,,,,,,,,,,,,,,,0.496,,,,,,,,,,,,,43b63520-cced-4543-84ec-01bcc5cd71cb,2018,,"[75.8, 77.7]",69327,41,,,,-0.37433362,,Right Foot,,,"[78.6, 76.6]",,Low Pass,,3.0083218,Incomplete,,Iriney Santos Da Silva,25978.0,,,,,,,1,From Throw In,Jefferson Antonio Montero Vite,7063.0,Left Wing,91,Real Betis,218,"['2054c5d0-8608-408b-a63a-b09390ac4003', '3491184f-0f46-4b33-982a-819c07d664a0', 'dc614472-2960-4e7f-9239-6b8832fd0c40']",37,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:37.980,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.770142,,,,,,,,,,,,,e9de3f3c-b00a-407c-a958-1b66943b88fd,2021,,"[83.2, 80.0]",69327,41,,,,-1.5707964,,,,,"[83.2, 69.6]",,Low Pass,,10.4,,,Salvador Sevilla López,24072.0,,,,,,Throw-in,1,From Throw In,José Isidoro Gómez Torres,26455.0,Right Back,92,Real Betis,218,['12aa5a57-5a3d-43c1-848a-a7b266260aa6'],49,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:49.498,Pass,,2011/2012
,,,,,,,,,,,,,,,0.841356,,,,,,,,,,,,,bcf54b67-af52-4eff-848b-1d13626075ba,2024,,"[83.4, 68.2]",69327,41,,,,1.7882338,,Right Foot,,,"[81.5, 76.8]",,Low Pass,,8.807384,,,José Isidoro Gómez Torres,26455.0,,,,,,,1,From Throw In,Salvador Sevilla López,24072.0,Left Center Midfield,92,Real Betis,218,['4644505c-577f-4051-a350-d39f81b08711'],50,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:50.348,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7871,,,,,,,,,,,,,98f75f54-a8c2-4a33-9d8b-5c7969af30fa,2028,,"[80.9, 75.6]",69327,41,,,,-1.5120405,,Right Foot,,,"[81.3, 68.8]",,Ground Pass,,6.8117547,Incomplete,,Iriney Santos Da Silva,25978.0,,,,,,,1,From Throw In,José Isidoro Gómez Torres,26455.0,Right Back,92,Real Betis,218,"['106ccd82-96ec-47e4-b743-3a5ddee78869', '34dce5c9-f4b9-4132-b863-dc27fef81b8a']",53,,,,,,,,,,,,,,,,,,Real Betis,218,00:41:53.151,Pass,,2011/2012
,,,,,,,,,,,,,,,0.603,,,,,,,,,,,,,34dce5c9-f4b9-4132-b863-dc27fef81b8a,2030,,"[39.7, 12.2]",69327,41,,,,-0.80622846,,Left Foot,,,"[44.4, 7.3]",,Ground Pass,,6.789698,,,Francesc Fàbregas i Soler,3478.0,,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,93,Barcelona,217,"['98f75f54-a8c2-4a33-9d8b-5c7969af30fa', 'bf716056-2765-4d87-9a5c-b66c5459b405']",53,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:53.938,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0744,,,,,,,,,,,,,cade6136-286d-4c1f-84f0-dd775ae9fc90,2034,,"[41.4, 5.9]",69327,41,,,,2.6940727,,Right Foot,,,"[31.4, 10.7]",,Ground Pass,,11.0923395,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Attacking Midfield,93,Barcelona,217,"['0c87f31c-30d7-41d7-b94c-ab595125021b', '72d81281-cf4c-47f7-9e5e-db12618ded84']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:55.154,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.415,,,,,,,,,,,,,a1933145-a745-4b10-890e-98cf8faedbeb,2036,,"[30.8, 10.7]",69327,41,,,,0.52984905,,Right Foot,,,"[37.8, 14.8]",,Ground Pass,,8.112336,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Center Back,93,Barcelona,217,['641b9f6b-7bba-4884-9c78-26679947f7b5'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:41:56.228,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8227,,,,,,,,,,,,,2740ad4f-f79c-4869-bc48-289466967e09,2042,,"[47.5, 21.3]",69327,42,True,,,1.7905914,,Left Foot,,,"[41.2, 49.5]",,Ground Pass,,28.895155,,,Javier Alejandro Mascherano,5506.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,94,Barcelona,217,['c5fc97b8-bf2f-49df-908b-ebcb67c0ec25'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:27.473,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0922,,,,,,,,,,,,,9a634459-ddbd-41cf-a72b-3c15d0708abb,2044,,"[41.6, 49.7]",69327,42,,,,0.73605555,,Right Foot,,,"[50.1, 57.4]",,Ground Pass,,11.469089,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,94,Barcelona,217,['d8cc917a-8339-42a8-bbd5-f6ceb4915362'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:29.569,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2989,,,,,,,,,,,,,43d7296c-5928-4e0e-8938-55255b09710d,2047,,"[50.1, 64.8]",69327,42,,,,0.5173933,,Right Foot,,,"[74.7, 78.8]",,Ground Pass,,28.30477,,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Defensive Midfield,94,Barcelona,217,['cb74d965-09d8-4c56-93fb-1bb4695bd6e4'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:32.733,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7675,,,,,,,,,,,,,4dd5814d-c612-445c-a8f8-d13aab15f4dc,2051,,"[73.8, 78.8]",69327,42,,,,-3.1353815,,Right Foot,,,"[57.7, 78.7]",,Ground Pass,,16.100311,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Wing Back,94,Barcelona,217,"['9c91ca3c-75be-42fa-afde-333c10f27293', 'd8ca88e8-a548-41c5-80e9-c19682f483d8']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:34.928,Pass,True,2011/2012
,,,,,,,,,,,,,,,1.791349,,,,,,,,,,,,,4aacddeb-0072-4780-9a81-463b27a739d4,2054,,"[57.5, 79.0]",69327,42,,,,-2.3736491,,Right Foot,,,"[37.1, 59.3]",,Ground Pass,,28.359303,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,94,Barcelona,217,['8584a33d-fc2b-4d44-a093-dba0a99c739d'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:36.603,Pass,,2011/2012
,,,,,,,,,,,,,,,1.355375,,,,,,,,,,,,,8cac8522-9754-4267-8668-bbf2384a8f39,2057,,"[36.3, 57.3]",69327,42,,,,-1.439542,,Right Foot,,,"[40.3, 27.0]",,Ground Pass,,30.562885,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,94,Barcelona,217,['2167d224-f7d5-4d72-9382-825a994bea56'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:39.708,Pass,,2011/2012
,,,,,,,,,,,,,,,0.7673,,,,,,,,,,,,,1f7f2f39-5f3f-49ac-96c4-fc97044e7f85,2060,,"[56.4, 28.7]",69327,42,,,,-0.121251024,,Right Foot,,,"[80.2, 25.8]",,Low Pass,,23.97603,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,94,Barcelona,217,['2d4ed3e3-9033-4669-89e1-a976a825fdf1'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:43.572,Pass,,2011/2012
,,,,,,,,,,,,,,,1.2811,,,,,,,,,,,,,0d633ded-f1ed-47c4-a08e-2224b9daa0a5,2063,,"[82.3, 25.1]",69327,42,,,,0.453844,,Right Foot,,,"[94.6, 31.1]",,Ground Pass,,13.685393,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Attacking Midfield,94,Barcelona,217,['78f1e90c-69bb-4ddd-acf0-abf7d203da99'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:45.235,Pass,,2011/2012
,,,,,,,,,,,,,,,1.5205,,,,,,,,,,,,,6edf3ba9-7629-4bc2-a922-c841edcc464d,2072,,"[7.5, 65.0]",69327,42,,,,0.2745753,,Right Foot,,,"[21.7, 69.0]",,Ground Pass,,14.752626,Incomplete,,Jefferson Antonio Montero Vite,7063.0,,,,,,,1,From Free Kick,José Isidoro Gómez Torres,26455.0,Right Back,94,Barcelona,217,"['d1597571-97bd-469c-a142-383e9d8fcfbb', 'd2208ff3-fcbe-472a-8612-6b8fe681aa86', 'f772181f-3ef8-4784-a3a4-4fe2133da873']",51,,,,,,,,,,,,,,,,,,Real Betis,218,00:42:51.266,Pass,True,2011/2012
,,,,,,,,,,,,,,,0.57463,,,,,,,,,,,,,2ee34331-7096-49ff-8423-a215e1498804,2083,,"[120.4, 22.8]",69327,42,,,,1.7381356,,Left Foot,,,"[117.9, 37.6]",,Low Pass,,15.009664,Incomplete,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Attacking Midfield,94,Barcelona,217,"['093b1eee-3802-4414-865d-259b6720cabe', '6616fda3-e4e1-4ebe-9358-ae4ab6cb46fe']",57,,,,,,,,,,,,,,,,,,Barcelona,217,00:42:57.052,Pass,,2011/2012
,,,,,,,,,,,,,,,5.0693,,,,,,,,,,,,,44cbb9e0-2724-4459-8e3d-7bb9e6807b50,2086,,"[16.0, 52.3]",69327,43,True,,,-0.11911128,,Drop Kick,,,"[102.9, 41.9]",,High Pass,,87.52011,Incomplete,,,,,,,,,,1,From Free Kick,Casto Espinosa Barriga,23815.0,Goalkeeper,94,Barcelona,217,['fc5af57a-da14-471a-b5f3-9d902ad65876'],7,,,,,,,,,,,,,,,,,,Real Betis,218,00:43:07.953,Pass,,2011/2012
,,,,,,,,,,,,,,,1.11638,,,,,,,,,,,,,c31b5b87-7b4c-4b8d-b56d-92b350bfe21d,2088,,"[19.1, 45.7]",69327,43,,,,0.0,,Right Foot,,,"[29.9, 45.7]",,Ground Pass,,10.8,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,94,Barcelona,217,['0a6034d1-a47d-4cef-b878-c972613fe6d4'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:14.112,Pass,,2011/2012
,,,,,,,,,,,,,,,1.8662,,,,,,,,,,,,,f27bf53e-ec40-4ad9-95a0-632b074f2807,2091,,"[31.9, 47.0]",69327,43,,,,-1.4167141,,Right Foot,,,"[37.6, 10.3]",,Ground Pass,,37.140007,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,94,Barcelona,217,['6098f217-968f-46ad-80aa-baa33fe3c154'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:15.655,Pass,,2011/2012
,,,,,,,,,,,,,,,1.9567,,,,,,,,,,,,,298f616c-ab6a-43a9-8172-ae502e60f472,2094,,"[51.6, 12.0]",69327,43,,,,2.133778,,Left Foot,,,"[37.4, 34.5]",,Ground Pass,,26.606203,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Center Back,94,Barcelona,217,['35183887-625f-41a1-acf8-507c47451332'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:28.471,Pass,,2011/2012
,,,,,,,,,,,,,,,1.386604,,,,,,,,,,,,,3d44e5c8-b13c-4c24-a219-5677300a6509,2097,,"[37.6, 36.8]",69327,43,,,,1.1341692,,Right Foot,,,"[46.0, 54.8]",,Ground Pass,,19.863535,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,94,Barcelona,217,['ca428676-6a0f-491d-ac7e-d68160c88d3f'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:31.401,Pass,,2011/2012
,,,,,,,,,,,,,,,1.0176,,,,,,,,,,,,,59d64b7b-e808-482f-b21a-d8f0d5e523cf,2100,,"[48.0, 55.6]",69327,43,,,,-0.8188785,,Right Foot,,,"[58.1, 44.8]",,Ground Pass,,14.7868185,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Defensive Midfield,94,Barcelona,217,['faa10c9d-2523-4c95-88d8-eea007b4c1e3'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:33.678,Pass,,2011/2012
,,,,,,,,,,,,,,,0.6838,,,,,,,,,,,,,3d07490a-2944-4d49-b116-186528d3ebf6,2103,,"[57.1, 44.2]",69327,43,,,,1.0469805,,Left Foot,,,"[66.4, 60.3]",,Ground Pass,,18.59301,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,94,Barcelona,217,['7f9d3d2d-b74d-4283-8371-59665c39f085'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:35.090,Pass,,2011/2012
,,,,,,,,,,,,,,,0.9922,,,,,,,,,,,,,e17295eb-3ccb-4eef-91f9-2f8e7545620e,2106,,"[92.3, 53.7]",69327,43,,,,0.8913825,,Left Foot,,,"[100.7, 64.1]",,Ground Pass,,13.36862,,,Juan Isaac Cuenca López,26776.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,94,Barcelona,217,['0cd55f31-e810-43eb-b886-5a82a5298733'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.058,Pass,,2011/2012
,,,,,,,,,,,,,,,0.5111,,,,,,,,,,,,,41993c56-71ab-4375-a47e-57c3b81754db,2109,,"[111.8, 60.3]",69327,43,,,,-1.8595918,,Right Foot,True,,"[107.7, 46.5]",,Low Pass,,14.39618,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Juan Isaac Cuenca López,26776.0,Right Wing Back,94,Barcelona,217,['82973a28-5095-4725-a18d-2c1a1398a310'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:43:41.509,Pass,,2011/2012
,,,,,,,,,,,,,,,3.764298,,,,,,,,,,,,,597d9d5a-06ad-41af-bdd4-682226a1cfab,2113,,"[10.7, 35.9]",69327,44,,,,-0.07721842,,Right Foot,,,"[79.2, 30.6]",,High Pass,,68.70473,Unknown,,,,,,,,,Free Kick,1,From Free Kick,Casto Espinosa Barriga,23815.0,Goalkeeper,95,Real Betis,218,,12,,,,,,,,,,,,,,,,,,Real Betis,218,00:44:12.911,Pass,,2011/2012
,,,,,,,,,,,,,,,0.975245,,,,,,,,,,,,,0ca913f4-8d24-445a-bc27-488dd49a73a6,2116,,"[40.8, 49.7]",69327,44,True,,,-1.7669971,,Right Foot,,,"[37.6, 33.6]",,Ground Pass,,16.414932,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,96,Barcelona,217,['938dc63e-f819-4e59-92eb-d7a466de31d6'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:26.442,Pass,,2011/2012
,,,,,,,,,,,,,,,3.0229,,,,,,,,,,,,,15c44511-f7a9-4692-9c0d-2390f16d8446,2118,,"[36.9, 32.1]",69327,44,,,,-1.0901188,,Left Foot,,,"[45.4, 15.8]",,Ground Pass,,18.383144,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,96,Barcelona,217,['40f556b3-f4bc-4249-90f9-00ce33865e77'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:28.514,Pass,,2011/2012
,,,,,,,,,,,,,,,0.5166,,,,,,,,,,,,,080577b0-3149-4833-b5c1-294af0675549,2121,,"[45.4, 15.8]",69327,44,,,,2.0979424,,Left Foot,,,"[37.6, 29.2]",,Ground Pass,,15.504838,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Center Back,96,Barcelona,217,['e77c32e6-c3de-404a-8b5b-a70b38d9d110'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:31.733,Pass,,2011/2012
,,,,,,,,,,,,,,,1.732211,,,,,,,,,,,,,713aa832-fc95-4e19-8e30-9d20e9172973,2124,,"[37.6, 30.0]",69327,44,,,,1.3612734,,Right Foot,,,"[45.0, 64.8]",,Ground Pass,,35.578083,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,96,Barcelona,217,['d4a0db59-6a0c-4b07-8cca-df1d190d2717'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:33.339,Pass,,2011/2012
,,,,,,,,,,,,,,,0.8474,,,,,,,,,,,,,9d11fc23-aed0-40a4-bade-ee68543cc38b,2127,,"[66.0, 66.5]",69327,44,,,,2.278573,,Left Foot,,,"[57.7, 76.2]",,Ground Pass,,12.766362,,,Carles Puyol i Saforcada,20125.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,96,Barcelona,217,['e9141b5a-7e80-4746-a4bf-c03b578bc0fa'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:39.894,Pass,,2011/2012
,,,,,,,,,,,,,,,2.148443,,,,,,,,,,,,,e83d2326-2cd5-4a12-86b0-5738a7f23d86,2130,,"[56.9, 76.8]",69327,44,,,,-2.1393209,,Right Foot,,,"[40.8, 51.6]",,Ground Pass,,29.904013,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,96,Barcelona,217,['d9b5a97a-abd6-485a-8ed0-213d4f804f99'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:41.241,Pass,,2011/2012
,,,,,,,,,,,,,,,1.247,,,,,,,,,,,,,e820984d-0625-4734-9178-93cbf2d6d6f5,2133,,"[39.5, 50.4]",69327,44,,,,-0.92922574,,Right Foot,,,"[58.1, 25.5]",,Low Pass,,31.080057,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Right Center Back,96,Barcelona,217,['8bf5a752-acf9-4f95-8cdd-6880b373a53a'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:44.607,Pass,,2011/2012
,,,,,,,,,,,,,,,0.5523,,,,,,,,,,,,,5ff90bec-5bfa-4042-94ce-bbf2ababc965,2136,,"[70.0, 20.9]",69327,44,,,,-0.12812856,,Left Foot,,,"[86.3, 18.8]",,Ground Pass,,16.43472,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,96,Barcelona,217,['f99233bb-2441-4130-aaab-bd3e34a07ccb'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:44:47.626,Pass,,2011/2012
