50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,"[39.8, 26.6]",,,,,,,,,,,1.379233,,,,,,,,,,,,36549f5b-7d01-4943-9618-2257416af94b,881,,"[37.6, 25.5]",68331,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,49,Barcelona,217,"['5f4e923c-2d23-4425-904d-6f01822efe86', '81c12d6f-5efc-4bf4-b256-56361a80fc66']",55,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.860,Carry,,2006/2007
,,,,"[49.2, 48.2]",,,,,,,,,,,0.040009,,,,,,,,,,,,d50fbf86-9ff6-4079-ac93-e22cb6f37a2f,884,,"[49.2, 48.2]",68331,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,49,Barcelona,217,"['71df11f3-e447-4fa8-8aac-1a0df4fe6593', 'cb5b1fd7-b95b-4daf-8d4c-7dfc97c5b551']",58,,,,,,,,,,,,,,,,Barcelona,217,00:21:58.479,Carry,,2006/2007
,,,,"[45.3, 32.5]",,,,,,,,,,,0.728357,,,,,,,,,,,,08fc2ebe-686f-4956-8c00-4763a8ea6c7f,887,,"[45.3, 32.5]",68331,21,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,49,Barcelona,217,"['005edde7-f478-47a6-aec0-df70a3402d79', '9b55da69-a911-46db-8459-7363f763a67b']",59,,,,,,,,,,,,,,,,Barcelona,217,00:21:59.727,Carry,,2006/2007
,,,,"[52.3, 59.6]",,,,,,,,,,,5.083602,,,,,,,,,,,,b3e7dd36-33dc-4451-9eb2-5c2d53cd74c4,892,,"[56.7, 58.1]",68331,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,50,Real Zaragoza,395,"['0c72acc3-4056-4488-ba66-8efdf169c2fa', 'bad3b0d7-ecb7-4a39-b1dc-15e1ed9a7e45']",3,,,,,,,,,,,,,,,,Real Zaragoza,395,00:22:03.921,Carry,,2006/2007
,,,,"[45.6, 59.5]",,,,,,,,,,,3.477995,,,,,,,,,,,,7d9192d8-ae61-45a1-87c8-83759007c098,896,,"[54.8, 64.9]",68331,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,50,Real Zaragoza,395,"['2830a2a1-508c-43f1-b8b0-e83b357482b9', '58e1c8a2-1e7f-4f24-9a6f-dba873b65fe8', '61813cda-af40-4943-9f72-fdd3195a58ff']",53,,,,,,,,,,,,,,,,Real Zaragoza,395,00:22:53.873,Carry,True,2006/2007
,,,,"[43.1, 32.5]",,,,,,,,,,,0.583597,,,,,,,,,,,,5b5aba50-6119-44f4-8335-5b273ee4f1a8,900,,"[44.1, 31.8]",68331,22,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,50,Real Zaragoza,395,"['0e6feaeb-f831-44f2-8528-d001525ead67', '171f0504-53f2-4fb7-ad5b-f4ede2ab910e', 'c7185fd0-dca5-4910-bf84-7c77a268f414']",58,,,,,,,,,,,,,,,,Real Zaragoza,395,00:22:58.332,Carry,True,2006/2007
,,,,"[77.8, 59.3]",,,,,,,,,,,1.029814,,,,,,,,,,,,2db81518-3c03-4a98-ae14-6e3a3d136ffb,904,,"[73.7, 64.6]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Giuly,25878.0,Right Wing,51,Barcelona,217,"['4c1a9314-8772-4438-8d96-8840fbafeb9d', 'e96c668b-1452-4bcf-a9ff-c25c1bc3d6f8']",0,,,,,,,,,,,,,,,,Barcelona,217,00:23:00.167,Carry,,2006/2007
,,,,"[73.0, 47.1]",,,,,,,,,,,0.880269,,,,,,,,,,,,dbf76736-d63d-45c6-b62b-132c043ac952,907,,"[72.5, 47.8]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,51,Barcelona,217,"['31a91fd8-3c27-40fc-9753-5bca3057de35', '563ee3cf-3180-4429-87cf-6d98fa23b1a1', 'be5d862f-4c86-4608-83e1-55bbaf8185c9']",2,,,,,,,,,,,,,,,,Barcelona,217,00:23:02.386,Carry,True,2006/2007
,,,,"[65.5, 36.6]",,,,,,,,,,,1.269875,,,,,,,,,,,,8245281d-b0a0-4e6e-bc2d-e4f4bc1e07a5,910,,"[73.0, 47.1]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,51,Barcelona,217,"['3bb7749a-38bb-4c3d-835c-19fd0dc1e364', '563ee3cf-3180-4429-87cf-6d98fa23b1a1', 'be5d862f-4c86-4608-83e1-55bbaf8185c9']",3,,,,,,,,,,,,,,,,Barcelona,217,00:23:03.266,Carry,True,2006/2007
,,,,"[66.5, 19.5]",,,,,,,,,,,0.039958,,,,,,,,,,,,ac08a279-16ed-414c-901a-c73bfc2cc1fb,913,,"[66.5, 19.5]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,51,Barcelona,217,"['1f156d11-02e8-4a9b-82a2-02417e2375d4', '581e2c4d-a390-4612-8a4d-62825ec1266b']",5,,,,,,,,,,,,,,,,Barcelona,217,00:23:05.736,Carry,,2006/2007
,,,,"[76.4, 12.5]",,,,,,,,,,,1.907575,,,,,,,,,,,,5c7415b2-0b42-4992-a93b-0085e026b05c,916,,"[72.5, 23.2]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,51,Barcelona,217,"['65599828-972c-4c5b-a6b1-8bebecad0c60', '76d9844b-62f9-4e6b-b132-2d1e3a2ac837']",6,,,,,,,,,,,,,,,,Barcelona,217,00:23:06.711,Carry,,2006/2007
,,,,"[77.8, 8.0]",,,,,,,,,,,2.043137,,,,,,,,,,,,85b86700-7255-4b69-97c0-5772c09b186a,919,,"[77.1, 4.1]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,51,Barcelona,217,"['0b256d39-7423-44c5-884c-b048b98ae8a4', 'a2d1b8e5-9596-482f-a29b-125d15eee8d9']",10,,,,,,,,,,,,,,,,Barcelona,217,00:23:10.228,Carry,,2006/2007
,,,,"[66.2, 14.0]",,,,,,,,,,,1.249301,,,,,,,,,,,,de7ab4fa-4072-43b5-82a2-85ae41378a8d,922,,"[70.9, 14.0]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,51,Barcelona,217,"['585fba56-3c58-4b84-951e-baf332e1bf3d', '74f80571-0d99-4466-9e68-4333d80ee3ac']",13,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.137,Carry,,2006/2007
,,,,"[63.1, 5.8]",,,,,,,,,,,4.277227,,,,,,,,,,,,f6797b51-1dd7-4511-8443-2819284c26e2,925,,"[56.9, 28.9]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,51,Barcelona,217,"['352bec8d-9937-451b-b9a6-b0a64a1b56f4', '5e7ce17d-4bf1-4a18-b3d0-48e461a833dd']",15,,,,,,,,,,,,,,,,Barcelona,217,00:23:15.510,Carry,,2006/2007
,,,,"[55.6, 25.5]",,,,,,,,,,,4.805144,,,,,,,,,,,,e4381553-f270-4330-9807-62d51d5ed97e,928,,"[71.6, 6.3]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,51,Barcelona,217,"['cd8eca2f-60a9-4adc-ba40-b19320b75da9', 'cdcf1c85-e679-41a4-8199-bfb0fb69cc87']",20,,,,,,,,,,,,,,,,Barcelona,217,00:23:20.628,Carry,,2006/2007
,,,,"[79.1, 35.7]",,,,,,,,,,,0.094149,,,,,,,,,,,,89c9c3ce-f5c8-4333-8759-f6ee31d42193,931,,"[79.6, 35.7]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,51,Barcelona,217,"['e55cd36b-6c46-4e30-ad9d-fb82accbffff', 'effe7b94-a4d2-4cfc-a62b-4567373d3ac3']",26,,,,,,,,,,,,,,,,Barcelona,217,00:23:26.652,Carry,,2006/2007
,,,,"[75.7, 49.5]",,,,,,,,,,,0.799418,,,,,,,,,,,,2249143d-9038-4b9b-89cd-43927ead4ac5,934,,"[76.4, 46.5]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,51,Barcelona,217,"['1a196e34-d862-44bc-a339-c1c2735feb2b', '9f880265-1ba2-4add-8abc-0947cd4077e2', 'ac69f476-123f-4626-b56b-8f4b003c3ff4']",27,,,,,,,,,,,,,,,,Barcelona,217,00:23:27.519,Carry,True,2006/2007
,,,,"[105.8, 75.0]",,,,,,,,,,,3.717771,,,,,,,,,,,,2bc45dba-3936-4937-a012-8302c85fea39,938,,"[92.1, 73.4]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ludovic Giuly,25878.0,Right Wing,51,Barcelona,217,"['a710abdb-bea9-4f70-bde0-0a344bacfbdd', 'aa6c1a55-9a54-4cf4-b8c3-beb2a07f484e']",29,,,,,,,,,,,,,,,,Barcelona,217,00:23:29.996,Carry,,2006/2007
,,,,"[12.8, 21.6]",,,,,,,,,,,0.754841,,,,,,,,,,,,94ecce1c-39b0-4093-9ab4-ea23b544c74c,943,,"[10.6, 21.2]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Francisco García García,26023.0,Left Back,52,Real Zaragoza,395,"['2b12b540-3b3f-4a5d-a95d-87326684faee', '5ec0d6c3-d459-4407-aaaa-7daaad9d9fa8', '8a2cf63a-e2bc-4c41-99a5-2f54582f5ff3']",35,,,,,,,,,,,,,,,,Real Zaragoza,395,00:23:35.759,Carry,True,2006/2007
,,,,"[45.3, 5.3]",,,,,,,,,,,1.600485,,,,,,,,,,,,09f402ac-cb24-4f34-b632-c2691dcf5381,948,,"[46.7, 4.5]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ewerthon Henrique de Souza,25916.0,Right Center Forward,52,Real Zaragoza,395,"['96a781c1-63c6-4680-8438-816b92d111c2', 'aab1d93b-1ae0-4377-a478-2c1cc6939b29', 'ad38bc5f-70e0-40fb-8880-fbde31c4af03', 'd0dca867-83da-40a2-9a03-924a54fe9f9b']",39,,,,,,,,,,,,,,,,Real Zaragoza,395,00:23:39.471,Carry,True,2006/2007
,,,,"[32.0, 5.2]",,,,,,,,,,,1.057408,,,,,,,,,,,,35287028-99cb-461d-8caf-110c73e0c4c5,952,,"[25.8, 6.2]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Francisco García García,26023.0,Left Back,52,Real Zaragoza,395,"['e215f2d7-b23a-4f3f-8a86-e7d11eb0613a', 'f642b2a6-f513-469f-baa5-bb879986e2f0', 'fac81a3b-f676-4cd3-a848-b3b3071ed12c']",43,,,,,,,,,,,,,,,,Real Zaragoza,395,00:23:43.683,Carry,True,2006/2007
,,,,"[82.5, 61.3]",,,,,,,,,,,2.354406,,,,,,,,,,,,69517e37-4804-46ec-b8c7-40c55c390f2d,958,,"[85.3, 62.3]",68331,23,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,52,Real Zaragoza,395,"['1a883c75-484a-466d-88c0-ed9e60497b47', '23a34bf3-8ce3-48d2-8dd3-09ad861165e5', '660f4869-d5f2-4fd2-ad32-4911e58e0227']",48,,,,,,,,,,,,,,,,Barcelona,217,00:23:48.350,Carry,True,2006/2007
,,,,"[8.6, 50.9]",,,,,,,,,,,14.713037,,,,,,,,,,,,be44edda-93ee-402f-af96-1f755acb1336,965,,"[6.5, 48.5]",68331,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,César Sánchez Domínguez,25917.0,Goalkeeper,54,Real Zaragoza,395,"['432482b4-23a5-4437-acaa-8b759a71e38b', '89927a6e-1c3a-48ee-8c15-aadc79c122b0']",9,,,,,,,,,,,,,,,,Real Zaragoza,395,00:24:09.951,Carry,,2006/2007
,,,,"[64.8, 75.7]",,,,,,,,,,,2.325268,,,,,,,,,,,,af484802-e32d-4973-9728-a786295fb0af,971,,"[59.5, 68.5]",68331,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Albert Celades López,25909.0,Left Center Midfield,54,Real Zaragoza,395,"['3e3fc865-e27b-427c-9493-27c153fcfc83', '924af917-4f19-47f2-b45d-1f4474917840', 'fbcf9118-b23e-4873-be4b-0c4a7e5f5b4d']",29,,,,,,,,,,,,,,,,Real Zaragoza,395,00:24:29.604,Carry,True,2006/2007
,,,,"[53.5, 3.9]",,,,,,,,,,,1.017219,,,,,,,,,,,,011a56fc-1167-49a9-b0d3-493683e73b05,975,,"[56.2, 5.3]",68331,24,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,55,Barcelona,217,"['0192406c-5abe-4276-bbdf-78e0aba8babe', 'c134d4be-2996-4742-a076-796cbbde46d6', 'e0013648-28b2-4ae6-9b8d-caa8c0d2af47']",31,,,,,,,,,,,,,,,,Barcelona,217,00:24:31.930,Carry,True,2006/2007
,,,,"[39.0, 48.2]",,,,,,,,,,,3.89459,,,,,,,,,,,,6b513eea-1c89-4058-8c8d-630b3fdd5bd9,982,,"[28.6, 42.0]",68331,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,56,Barcelona,217,"['3b2e98f1-9026-460a-b313-f2ddb443c7ae', 'fd7dbb98-4bd9-48c7-9860-c06a1e8282ce']",43,,,,,,,,,,,,,,,,Barcelona,217,00:24:43.889,Carry,,2006/2007
,,,,"[49.2, 21.7]",,,,,,,,,,,4.154711,,,,,,,,,,,,6681e0b1-59ab-44c0-93a6-f2b860670c93,985,,"[41.0, 27.3]",68331,24,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,56,Barcelona,217,"['8c89bd03-4bc1-4af4-8518-04c6e0226afe', 'a3b0a501-38c4-4309-b51b-cab6f68346bf']",49,,,,,,,,,,,,,,,,Barcelona,217,00:24:49.767,Carry,,2006/2007
,,,,"[29.6, 39.3]",,,,,,,,,,,2.783091,,,,,,,,,,,,b12c049c-675d-43f7-8826-45e692cc4894,994,,"[20.4, 38.8]",68331,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,58,Barcelona,217,"['51ae7b87-ccff-4b7d-9173-9ff66b4f674b', 'c617dc89-5158-42bb-aff9-77bc016928bd']",49,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.978,Carry,,2006/2007
,,,,"[48.4, 15.4]",,,,,,,,,,,0.655037,,,,,,,,,,,,392aca89-841c-4184-920d-22404a2fa3c0,997,,"[48.9, 22.4]",68331,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,58,Barcelona,217,"['027c3597-ffee-4850-b9e2-55485b5414b6', 'c85ccfff-a255-4a70-84a1-018b1ef29f0d']",54,,,,,,,,,,,,,,,,Barcelona,217,00:26:54.853,Carry,,2006/2007
,,,,"[63.1, 8.5]",,,,,,,,,,,4.275263,,,,,,,,,,,,8bdbc698-824a-49a0-bbc2-3dd23dc75a55,1000,,"[50.8, 3.1]",68331,26,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,58,Barcelona,217,"['5323f999-c4ca-4866-8c82-502238ce4cfd', 'f55fe544-3206-4c5f-9320-90e0650be4e4']",57,,,,,,,,,,,,,,,,Barcelona,217,00:26:57.301,Carry,,2006/2007
,,,,"[66.5, 3.4]",,,,,,,,,,,0.551574,,,,,,,,,,,,9e1fc585-0487-4485-a98c-bb3cfb89b380,1003,,"[66.5, 3.4]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,58,Barcelona,217,"['239e4641-65d0-4519-bc98-e0c03fbe3b36', 'e224e917-fd4b-4edc-bdb1-9dd030b5fabd']",2,,,,,,,,,,,,,,,,Barcelona,217,00:27:02.337,Carry,,2006/2007
,,,,"[77.8, 3.1]",,,,,,,,,,,2.934227,,,,,,,,,,,,6a502a42-5792-48a5-bcdb-4d5abac715e9,1008,,"[69.9, 3.9]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,58,Barcelona,217,"['3247c050-fc4d-4668-b147-640c10776e54', '3b5eaef9-27b3-4e81-bdd5-20e7c5df794d', 'a131ecfd-12e9-4f3d-9056-b23a89471170']",4,,,,,,,,,,,,,,,,Barcelona,217,00:27:04.201,Carry,True,2006/2007
,,,,"[85.6, 3.1]",,,,,,,,,,,0.374253,,,,,,,,,,,,4d01fde1-1f97-4f29-a724-0617bb5942d9,1012,,"[85.6, 3.1]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,58,Barcelona,217,"['31782c64-eed6-4d8b-8994-e68145a86d92', '58d68739-3496-46b3-ad74-d7ba3bfca2f9']",8,,,,,,,,,,,,,,,,Barcelona,217,00:27:08.207,Carry,,2006/2007
,,,,"[81.5, 11.6]",,,,,,,,,,,0.73131,,,,,,,,,,,,908edc46-ef5d-47a2-822a-fa42e2d8db6b,1015,,"[81.5, 9.2]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,58,Barcelona,217,"['915bd9e6-b229-4d36-93b5-e3d1c4a0110b', 'a755aece-61f2-4eb2-b7b1-5d15d32b3df7', 'ed126e9f-abfd-4f8a-825c-14d18f9ac1ab']",9,,,,,,,,,,,,,,,,Barcelona,217,00:27:09.177,Carry,True,2006/2007
,,,,"[87.7, 21.5]",,,,,,,,,,,0.896955,,,,,,,,,,,,dd8e635c-3b8f-467a-97a4-a2b38f40e44b,1018,,"[81.5, 11.6]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,58,Barcelona,217,"['66084494-9d22-4273-aacc-d3347b66720b', 'a755aece-61f2-4eb2-b7b1-5d15d32b3df7', 'ed126e9f-abfd-4f8a-825c-14d18f9ac1ab']",9,,,,,,,,,,,,,,,,Barcelona,217,00:27:09.908,Carry,True,2006/2007
,,,,"[77.8, 24.6]",,,,,,,,,,,0.702684,,,,,,,,,,,,c3bbfdb8-baac-4236-a27d-d90a55661f65,1023,,"[74.7, 24.6]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,58,Barcelona,217,"['8fef2dc8-9e05-4447-a9d4-4e6a13d54209', 'aa566b59-f60a-4719-95f8-298f8d38c2f4']",13,,,,,,,,,,,,,,,,Barcelona,217,00:27:13.895,Carry,,2006/2007
,,,,"[91.4, 28.7]",,,,,,,,,,,0.040043,,,,,,,,,,,,c13c5821-3250-41ac-982b-4befff31abd7,1026,,"[91.4, 28.7]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,58,Barcelona,217,"['3d0e56a9-6fe6-4fb1-8321-60008aa2536d', 'cd83eebd-4fcc-4d95-8b34-75e36d490697']",15,,,,,,,,,,,,,,,,Barcelona,217,00:27:15.362,Carry,,2006/2007
,,,,"[88.2, 40.0]",,,,,,,,,,,1.14958,,,,,,,,,,,,b3240cd5-7ddc-43a5-8822-2b5d220e2be0,1030,,"[88.2, 40.0]",68331,27,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,58,Barcelona,217,"['24e0e1a5-6da1-4314-9425-1ff7cbfd3e3c', '37b60a37-f4e8-46dc-b4ea-74c17de20d6f', '4551ae47-feb4-4528-85d0-b62bac435f83', 'be0d3adb-10d6-4126-8d3d-0b7f3904210a']",16,,,,,,,,,,,,,,,,Barcelona,217,00:27:16.160,Carry,True,2006/2007
,,,,"[70.6, 16.4]",,,,,,,,,,,0.1075,,,,,,,,,,,,5b232d51-6a74-4096-9c99-9cb1d777ca19,1044,,"[70.6, 16.4]",68331,28,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,62,Real Zaragoza,395,"['9aa4a9b1-2499-4d91-87a5-7551045bd139', 'fe262275-0e4c-464e-9193-d487604c9153']",24,,,,,,,,,,,,,,,,Real Zaragoza,395,00:28:24.767,Carry,,2006/2007
,,,,"[55.4, 74.8]",,,,,,,,,,,2.814074,,,,,,,,,,,,bd7aa4d3-cd85-4b34-8cef-aabd46d41377,1055,,"[55.2, 75.2]",68331,28,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ludovic Giuly,25878.0,Right Wing,63,Barcelona,217,"['4e7e3763-9fae-48ec-b0ed-b1ba08773b90', '866c1e04-c580-4b1a-861a-1d12be584e97']",37,,,,,,,,,,,,,,,,Barcelona,217,00:28:37.535,Carry,,2006/2007
,,,,"[89.7, 30.8]",,,,,,,,,,,1.050757,,,,,,,,,,,,5892f65e-95c4-4431-bd84-f81fd61e2001,1062,,"[82.9, 26.9]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ewerthon Henrique de Souza,25916.0,Right Center Forward,64,Real Zaragoza,395,"['3646f1cf-f55e-4cf8-872f-15bf8a1f00a1', '936c6dfe-e50e-4090-8ccc-717e9355e249', 'ee3ab31b-2eb2-4cec-9322-09040facd2bb', 'f6059d86-2655-498c-a430-3c3cb33f450d']",5,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:05.928,Carry,True,2006/2007
,,,,"[112.9, 15.4]",,,,,,,,,,,2.6183,,,,,,,,,,,,11bcbbda-8253-4125-b57b-38ddbb238d32,1069,,"[115.7, 25.0]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ewerthon Henrique de Souza,25916.0,Right Center Forward,64,Real Zaragoza,395,"['0ff2d9e3-80ed-4fc1-8d98-c73d848bcb41', '815fd06e-818a-402c-9de3-da0ba9103c57', '93b8c820-efe9-451f-b853-be8acc1027d1']",10,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:10.329,Carry,True,2006/2007
,,,,"[99.9, 15.8]",,,,,,,,,,,0.011266,,,,,,,,,,,,79b25fb4-6fb5-4582-9a17-d90819a39057,1073,,"[99.9, 15.8]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Pablo César Aimar Giordano,26024.0,Left Midfield,64,Real Zaragoza,395,"['84b74986-9817-41e5-ad18-0f13a15f5808', 'c08782cd-3ad9-4870-b4ac-83334296a454']",13,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:13.920,Carry,,2006/2007
,,,,"[99.3, 23.8]",,,,,,,,,,,2.468327,,,,,,,,,,,,bd2b04cb-eeec-4f7e-b0eb-b0cf85c3aa78,1077,,"[106.4, 20.9]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ewerthon Henrique de Souza,25916.0,Right Center Forward,64,Real Zaragoza,395,"['5e85d1d6-976a-4347-a49e-e24bfe770850', '9da6f19e-6e17-4d6e-9f87-448c534367d9', 'b2282fcd-7427-47d0-b713-e59056cea861', 'd28c6232-cfd7-44ef-90a9-2d40d7af2a6c']",14,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:14.681,Carry,True,2006/2007
,,,,"[71.8, 27.5]",,,,,,,,,,,0.055619,,,,,,,,,,,,c12f902a-faf6-48dc-b0cb-248ffe085503,1085,,"[71.8, 27.5]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Alberto Zapater Arjol,24520.0,Right Center Midfield,64,Real Zaragoza,395,"['7bc9ddad-8658-49f3-b20d-5689a955668d', 'b5494be9-0c26-4ac5-a6fa-854e7e31ecc2']",20,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:20.730,Carry,,2006/2007
,,,,"[63.9, 49.4]",,,,,,,,,,,0.080038,,,,,,,,,,,,6f193330-11be-4b1e-a82d-b98e309c53e8,1092,,"[63.9, 49.4]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Leonardo Daniel Ponzio,25922.0,Left Center Midfield,64,Real Zaragoza,395,"['27edba95-d617-4891-a1e4-3b8b20d6d78b', '481e34a0-5dff-4278-8958-2b8707a8798b', '7cba7593-dd71-4962-baa4-cd8fc651f832']",24,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:24.023,Carry,True,2006/2007
,,,,"[60.7, 73.8]",,,,,,,,,,,0.523145,,,,,,,,,,,,05c8a45b-ba1d-4c8c-b577-064adf9abce3,1096,,"[63.7, 73.7]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,64,Real Zaragoza,395,"['2078130c-ecfe-4974-a748-c2b0b71fc8f5', '3369c16c-5b55-4172-b16b-0dbb7327bb9e', '417a0e9d-b6a1-47dd-91af-695b23dd9e5b']",26,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:26.342,Carry,True,2006/2007
,,,,"[64.4, 64.3]",,,,,,,,,,,0.892312,,,,,,,,,,,,a77eda72-4b22-4512-9f8d-f35aca51d303,1099,,"[63.4, 59.1]",68331,29,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Carlos Andrés Diogo Enseñat,26022.0,Right Back,64,Real Zaragoza,395,"['2773e6bf-dcfa-46d2-adac-05f4dc312e9d', 'e616c2d3-7178-4081-b032-7e5471a14605', 'f8cd333f-b482-49c1-b6d5-1d3897a1c830']",27,,,,,,,,,,,,,,,,Real Zaragoza,395,00:29:27.812,Carry,True,2006/2007
