50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,a5359858-2ef8-4f0d-957c-4cdabc58572c,348,,"[40.0, 49.0]",68331,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rafael Márquez Álvarez,5558.0,Right Center Back,20,Barcelona,217,['80d17e4f-24ea-44c2-9e85-6b62e18c5e34'],50,,,,,,,,,,,,,,,,Barcelona,217,00:07:50.823,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,9985b087-680e-4ef6-857b-c49045268f6d,351,,"[38.7, 23.2]",68331,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Carles Puyol i Saforcada,20125.0,Left Center Back,20,Barcelona,217,['9101d12d-91d6-4e0c-822a-a826671d1ff6'],54,,,,,,,,,,,,,,,,Barcelona,217,00:07:54.281,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,86f9caf7-8cec-4e3a-9b3b-5ca80ae61830,354,,"[56.4, 20.8]",68331,7,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Andrés Iniesta Luján,5216.0,Right Center Midfield,20,Barcelona,217,['53a0f105-f958-478d-a380-ae0ccab68ce1'],56,,,,,,,,,,,,,,,,Barcelona,217,00:07:56.940,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,63f77fc7-1805-4132-8cb0-6ebf8f020c85,357,,"[39.8, 50.6]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Rafael Márquez Álvarez,5558.0,Right Center Back,20,Barcelona,217,['064725e2-f5de-425d-a4bc-e1257abf3447'],1,,,,,,,,,,,,,,,,Barcelona,217,00:08:01.593,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,b97a220c-78da-4ffb-97fb-65f5e6ff85a0,360,,"[55.9, 36.6]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,20,Barcelona,217,['49f49769-ef70-48bc-9871-f062680698ca'],4,,,,,,,,,,,,,,,,Barcelona,217,00:08:04.171,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,28a0af5f-5ccb-4d4b-af14-6e92d77bbee7,363,,"[62.1, 29.7]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,20,Barcelona,217,['3c5a7a02-7639-4a49-b3bb-7e2ca0185832'],6,,,,,,,,,,,,,,,,Barcelona,217,00:08:06.161,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,ed4db241-5c62-4053-8f67-00350015c8ef,366,,"[86.3, 3.3]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Corner,Sylvio Mendes Campos Junior,25854.0,Left Back,20,Barcelona,217,['1a3f8693-1ab6-4706-9806-b329a2917e4b'],10,,,,,,,,,,,,,,,,Barcelona,217,00:08:10.454,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,cfbed30e-7d66-4f2d-a1a1-41d1d113260d,368,,"[54.2, 73.1]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ewerthon Henrique de Souza,25916.0,Right Center Forward,21,Real Zaragoza,395,['0a6094c0-9150-471f-bb0e-fd02f91b7f61'],26,,,,,,,,,,,,,,,,Real Zaragoza,395,00:08:26.098,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,e0592049-a5eb-419a-af51-59754e4c6a4d,370,,"[79.8, 10.4]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,21,Real Zaragoza,395,['af08ef56-2499-4e4e-9cf1-41336767eaaf'],26,,,,,,,,,,,,,,,,Barcelona,217,00:08:26.627,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,b161b4ae-25f0-46db-aaab-b15a337017f6,374,,"[27.5, 72.1]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carlos Andrés Diogo Enseñat,26022.0,Right Back,21,Real Zaragoza,395,['620efeb5-93da-4872-b35f-68d7dfe98e05'],30,,,,,,,,,,,,,,,,Real Zaragoza,395,00:08:30.320,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,5742f2ea-4ebb-43df-85bb-9fafb097ae98,377,,"[64.9, 72.1]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ewerthon Henrique de Souza,25916.0,Right Center Forward,21,Real Zaragoza,395,['94f7ac33-2b18-459d-8d45-ce0135cdc8c9'],33,,,,,,,,,,,,,,,,Real Zaragoza,395,00:08:33.158,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,415be982-d5dc-4395-8d9b-eb2d431150c4,380,,"[67.5, 9.1]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,22,Barcelona,217,['7892dc3d-5894-45a4-a8ef-1cfb80a4b523'],34,,,,,,,,,,,,,,,,Barcelona,217,00:08:34.037,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,e276aa33-5f93-4396-ad3e-b3e48a7701f3,383,,"[56.4, 18.8]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,22,Barcelona,217,"['11d506d9-0e2a-4a26-a194-20b689e8f390', '2205f5cc-58c2-4a06-9092-bcf7c52b5d19']",35,,,,,,,,,,,,,,,,Barcelona,217,00:08:35.182,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,d7828dc9-fb14-4b91-981f-81a25c4e91c5,386,,"[41.7, 36.0]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,22,Barcelona,217,['69ad37c5-9177-411e-b426-a494684ee134'],36,,,,,,,,,,,,,,,,Barcelona,217,00:08:36.913,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,15827473-2218-47d9-9192-b3c2857616a7,389,,"[76.4, 50.2]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,['e820f5af-a1cd-4e42-ba5b-713959e5740c'],41,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.029,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,01c23e31-8269-4c0e-9d05-6c0d5b63856d,399,,"[86.8, 26.6]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,22,Barcelona,217,['47f67b10-a6a2-45e4-9b15-350cff660873'],47,,,,,,,,,,,,,,,,Barcelona,217,00:08:47.670,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,e108e4fc-5c57-45d7-8c2c-d939c40151f2,402,,"[95.4, 11.6]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,22,Barcelona,217,['ff524195-785e-4099-ba1a-ccd73d599cc9'],49,,,,,,,,,,,,,,,,Barcelona,217,00:08:49.887,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,6422eb8e-cc4e-4612-bbf1-5d9521d2e0c0,405,,"[105.4, 26.0]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,22,Barcelona,217,['9c94909a-13f8-4878-b625-21fe55348dca'],52,,,,,,,,,,,,,,,,Barcelona,217,00:08:52.242,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,fd9f9227-3657-436f-a42f-8724c03f51c8,410,,"[26.2, 65.3]",68331,8,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,22,Barcelona,217,['7a571da7-99f2-482a-aa80-5c88c06f8107'],57,,,,,,,,,,,,,,,,Real Zaragoza,395,00:08:57.143,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,4f26f25a-075a-4656-862d-aa61d554a4a1,420,,"[70.2, 33.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,22,Barcelona,217,['0618055c-70e8-40d5-a550-0c01b61ba137'],2,,,,,,,,,,,,,,,,Barcelona,217,00:09:02.552,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,10701934-a4ba-4214-a790-91a714c9d31e,423,,"[79.6, 66.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,22,Barcelona,217,['82d68e21-ce76-4de7-aa24-d616acce7da3'],4,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.893,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,602ae927-336c-4340-82bc-ed4bf659ddaf,426,,"[85.3, 50.0]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,['7b4dc524-a079-41c5-a2d5-d6d00f4488c6'],6,,,,,,,,,,,,,,,,Barcelona,217,00:09:06.961,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,21c2a1c5-4752-4876-a0f8-59858e7a7863,431,,"[95.9, 49.2]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,['31ce35b3-b37a-4b38-9f8f-2ef9459d8125'],10,,,,,,,,,,,,,,,,Barcelona,217,00:09:10.917,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,c72c1354-8287-47c4-a6af-c24a24f66d11,434,,"[93.8, 38.1]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,22,Barcelona,217,['70457633-ac78-4a6d-ae61-01bb95812810'],12,,,,,,,,,,,,,,,,Barcelona,217,00:09:12.095,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,7682474c-da2d-4185-8a9a-0ae695ebb528,437,,"[105.8, 31.1]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,22,Barcelona,217,['b3b89ee1-c0fa-4034-a080-11a850319b37'],13,,,,,,,,,,,,,,,,Barcelona,217,00:09:13.173,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,0518b700-ec3d-4e37-86cb-e6be48c2eaa3,448,,"[99.3, 9.2]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,22,Barcelona,217,['02c9c7c7-7488-4bd2-8a2f-1397ebe60be8'],22,,,,,,,,,,,,,,,,Barcelona,217,00:09:22.413,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,f099f38f-a2de-4282-b183-9956dee49866,450,,"[32.6, 75.0]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,23,Real Zaragoza,395,['7d9d006a-4cff-4715-b911-e1c1dfc55716'],34,,,,,,,,,,,,,,,,Real Zaragoza,395,00:09:34.974,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,da9c3e97-2db1-40e4-bba0-ae0c1cd66e74,454,,"[25.5, 65.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Alberto Zapater Arjol,24520.0,Right Center Midfield,23,Real Zaragoza,395,['806a90c0-7c6a-4744-b13f-61fa8784c761'],37,,,,,,,,,,,,,,,,Real Zaragoza,395,00:09:37.582,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,ed3f69f5-7231-4d3a-9e71-4b601b0b44ea,457,,"[35.9, 34.7]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Pablo César Aimar Giordano,26024.0,Left Midfield,23,Real Zaragoza,395,['dda32128-9152-4fad-aae9-4724dcb3028f'],39,,,,,,,,,,,,,,,,Real Zaragoza,395,00:09:39.687,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,e299270b-589d-44f3-8153-bcb1336c10f8,460,,"[27.5, 34.5]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gabriel Alejandro Milito,25919.0,Left Center Back,23,Real Zaragoza,395,['a6d92e2c-1b27-4f2d-92dd-ff48c95dadc5'],42,,,,,,,,,,,,,,,,Real Zaragoza,395,00:09:42.558,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,0c0ed5cb-61a5-4b98-8681-acdd9cfee136,464,,"[99.9, 44.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Alberto Milito,19294.0,Left Center Forward,23,Real Zaragoza,395,['9744cfdd-1bef-4f1e-8d06-b5990395695f'],48,,,,,,,,,,,,,,,,Real Zaragoza,395,00:09:48.961,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,b35ef46f-dcae-4fa8-a902-fae2b64fdc16,466,,"[23.1, 25.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,24,Barcelona,217,['3d8f7322-03e0-4321-a5bc-1d3ec75fee50'],50,,,,,,,,,,,,,,,,Barcelona,217,00:09:50.214,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,3807368a-e7b3-4105-ba1b-5c560b4510dd,469,,"[38.8, 47.5]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,24,Barcelona,217,['b44a17d7-a539-4ec3-8bfd-7a174d152140'],56,,,,,,,,,,,,,,,,Barcelona,217,00:09:56.964,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,fcdc4bfb-009f-46a8-bfc3-8fbd14cdde43,472,,"[48.2, 31.8]",68331,9,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,24,Barcelona,217,['b89437d9-a458-46b0-9131-d8af9e7f5ecc'],58,,,,,,,,,,,,,,,,Barcelona,217,00:09:58.148,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,b264edb9-2c30-4804-88f5-4f1131646067,475,,"[74.9, 18.8]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,24,Barcelona,217,['5a8062f5-fdb3-4969-b651-f10e90c09066'],1,,,,,,,,,,,,,,,,Barcelona,217,00:10:01.850,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,3fb3150d-3063-46c7-935c-fc8ba3821fd9,482,,"[40.7, 23.9]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,24,Barcelona,217,['2da91e52-4db6-4425-8989-a635fd180d3a'],7,,,,,,,,,,,,,,,,Barcelona,217,00:10:07.151,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,ebbf8fec-d0ec-4a49-a8dc-2eaea4f29791,485,,"[42.9, 53.5]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,24,Barcelona,217,['e99227d2-731b-4786-9034-f6b07d39eb12'],11,,,,,,,,,,,,,,,,Barcelona,217,00:10:11.279,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,7219a2f1-b04b-4c79-bd9a-70e9658cc2c9,488,,"[57.1, 58.8]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,24,Barcelona,217,['3bf5ae1c-cc7f-45aa-b5e5-9e51f330b488'],13,,,,,,,,,,,,,,,,Barcelona,217,00:10:13.775,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,67137c27-326b-4cca-94b1-39450083e6de,491,,"[80.2, 59.6]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,24,Barcelona,217,['2c0c6773-4ca4-43c4-bdd0-9a2466812ea3'],16,,,,,,,,,,,,,,,,Barcelona,217,00:10:16.513,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,2bac2b9a-3483-484f-bf80-94deef30acc2,499,,"[99.3, 73.4]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,26,Barcelona,217,['27ff7cff-71b7-4534-a55b-1804bd9a4998'],40,,,,,,,,,,,,,,,,Barcelona,217,00:10:40.060,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,8f41547d-5c2d-4114-8804-e5e0ccf7fa2a,505,,"[78.4, 76.2]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gianluca Zambrotta,15774.0,Right Back,26,Barcelona,217,['95994ab3-d943-4853-ab79-a2980160147e'],45,,,,,,,,,,,,,,,,Barcelona,217,00:10:45.012,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,718fda84-9f50-4bcb-bc93-b3ec2ed5ef73,509,,"[57.4, 74.0]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,26,Barcelona,217,['48d9e7fc-0efd-4979-8fce-224fdb967f81'],49,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.677,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,04213b1e-3a21-42d8-8c82-b5b304dcdf3e,512,,"[42.9, 61.1]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,26,Barcelona,217,['17bd261c-5946-4173-80a9-6f96a7390826'],52,,,,,,,,,,,,,,,,Barcelona,217,00:10:52.832,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,d8476596-9836-4368-9216-bab204fc2715,515,,"[43.9, 32.8]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,26,Barcelona,217,['94a4fbe9-9af9-4e93-b143-a6f80cf36e38'],54,,,,,,,,,,,,,,,,Barcelona,217,00:10:54.931,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,1956f1c5-523f-4d82-928e-75869a18b457,518,,"[61.7, 24.4]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,26,Barcelona,217,['bab5fe61-0f13-4123-bd2e-97418478ad8b'],56,,,,,,,,,,,,,,,,Barcelona,217,00:10:56.746,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,52d2ca70-dad6-47e5-9467-0c5a1c2bfca8,522,,"[78.4, 43.9]",68331,10,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,26,Barcelona,217,['6be95c85-26e7-4139-b93a-5f5b4dffde75'],59,,,,,,,,,,,,,,,,Barcelona,217,00:10:59.927,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,06255f5a-6817-41c5-993a-90c5a344018b,527,,"[95.4, 15.4]",68331,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eiður Smári Guðjohnsen,11270.0,Center Forward,26,Barcelona,217,['dd6a1b7d-f65b-4f59-9def-3ad9266be02b'],4,,,,,,,,,,,,,,,,Barcelona,217,00:11:04.277,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,d8702df8-5fe8-47d2-8fc6-9cffd9faeb69,530,,"[111.4, 35.0]",68331,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,26,Barcelona,217,['28111f80-919e-4ecb-b69e-fa945b430fae'],9,,,,,,,,,,,,,,,,Barcelona,217,00:11:09.430,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,bdc1e6d9-0856-47ce-980c-cc3f8c21a559,532,,"[73.6, 11.1]",68331,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Diego Alberto Milito,19294.0,Left Center Forward,27,Real Zaragoza,395,['b537c183-9f61-48db-a7ba-bf97f02b0972'],33,,,,,,,,,,,,,,,,Real Zaragoza,395,00:11:33.757,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,dcf543be-981f-496a-94d8-55b9caa02efa,536,,"[94.6, 13.2]",68331,11,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Alberto Milito,19294.0,Left Center Forward,28,Real Zaragoza,395,['6b7de400-a4e0-40d1-adbc-6e05cf7460aa'],53,,,,,,,,,,,,,,,,Real Zaragoza,395,00:11:53.859,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,212b29fd-7429-4802-852f-40b49a6e9413,542,,"[68.5, 16.4]",68331,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,29,Barcelona,217,['e337e7af-2335-4e89-8ab6-b0f8aa21cebc'],6,,,,,,,,,,,,,,,,Barcelona,217,00:12:06.851,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,a0b3d8ec-4bea-44ae-9e54-774871959e98,545,,"[64.8, 10.6]",68331,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,29,Barcelona,217,['0a852a40-f63f-415c-a300-694cf8cee23c'],8,,,,,,,,,,,,,,,,Barcelona,217,00:12:08.639,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,ef250699-94db-4f8a-9585-e1590e86e292,548,,"[65.5, 21.4]",68331,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,29,Barcelona,217,['661e0318-6bf6-49fb-821b-4e4f540558ba'],9,,,,,,,,,,,,,,,,Barcelona,217,00:12:09.868,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,b4c6675c-cbb3-4519-8924-d3a9c09f9bd5,561,,"[88.0, 6.5]",68331,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,30,Barcelona,217,['dddcb498-f47c-4811-8e45-b049361fbc51'],59,,,,,,,,,,,,,,,,Barcelona,217,00:13:59.878,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,8d22f684-a336-4825-b5a8-703a74355fd6,564,,"[86.8, 15.0]",68331,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,30,Barcelona,217,['fb71f8f0-cfeb-4653-b647-d68855c43e81'],0,,,,,,,,,,,,,,,,Barcelona,217,00:14:00.797,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,86d08d4f-1fec-40ec-a5c2-60975817fa54,568,,"[116.5, 28.0]",68331,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Eiður Smári Guðjohnsen,11270.0,Center Forward,30,Barcelona,217,"['2fe6797f-3a7c-489c-8539-56f2147b9c8d', '756fa76c-c3f2-4651-9a65-e0fbbdeac290']",4,,,,,,,,,,,,,,,,Barcelona,217,00:14:04.490,Ball Receipt*,True,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,8620a16b-a10e-42ea-9c83-28fa5e9f7b41,578,,"[13.2, 69.4]",68331,14,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Nicolás D''Alessandro,25410.0,Right Midfield,31,Real Zaragoza,395,['c807bcc4-6991-4cf6-a2c4-c916cc4439ef'],9,,,,,,,,,,,,,,,,Real Zaragoza,395,00:14:09.782,Ball Receipt*,,2006/2007
,,,,,,,,,,,,,,,,,,,,,,,,,,,0c363ef9-0b4e-417e-a38b-48b2e8bba557,584,,"[50.6, 75.7]",68331,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Diego Alberto Milito,19294.0,Left Center Forward,32,Real Zaragoza,395,['adbfb0f1-23a6-4678-b184-3b773038a83c'],28,,,,,,,,,,,,,,,,Real Zaragoza,395,00:14:28.917,Ball Receipt*,,2006/2007
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,2765f44c-5d93-4f22-acaf-c0a16ef2347d,586,,"[69.2, 70.1]",68331,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ewerthon Henrique de Souza,25916.0,Right Center Forward,32,Real Zaragoza,395,['d2014d11-d4bd-4a72-b664-8a225eb2c02a'],31,,,,,,,,,,,,,,,,Real Zaragoza,395,00:14:31.040,Ball Receipt*,,2006/2007
