50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,1.654048,,,,,,,,,,,,,50887db0-78e8-4a69-990a-001c86a5f5a7,1414,,"[49.0, 27.2]",9717,29,,,,1.7758254,,Right Foot,,,"[42.2, 59.9]",,Ground Pass,,33.39955,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Denis Suárez Fernández,6609.0,Left Midfield,90,Barcelona,217,['ebed9089-4c04-4165-a864-0f0bac59750f'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:20.901,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.534318,,,,,,,,,,,,,85649065-2035-423e-8444-9c264a05102d,1417,,"[48.4, 63.8]",9717,29,,,,0.38138127,,Right Foot,,,"[68.1, 71.7]",,Ground Pass,,21.224985,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,90,Barcelona,217,['9b244099-79b2-422d-8813-99dd3d927fcc'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:24.955,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.890535,,,,,,,,,,,,,05b39ca5-a0e8-4a34-baab-5b5c36b7455f,1420,,"[68.1, 71.4]",9717,29,,,,-2.2933404,,Right Foot,,,"[61.4, 63.8]",,Ground Pass,,10.131634,,,,,Ivan Rakitić,5470.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,90,Barcelona,217,['ce28d34e-3f1e-4743-bb97-f05c11c8c4a8'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:28.961,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.685236,,,,,,,,,,,,,7bc2dd3d-e40f-42ce-be5a-d5a49ba63843,1422,,"[61.5, 63.8]",9717,29,,,,-0.2705134,,Left Foot,,,"[73.4, 60.5]",,Ground Pass,,12.349089,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Midfield,90,Barcelona,217,['90680b66-115d-4fc3-bd7d-74661af4f4bd'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:30.852,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.732221,,,,,,,,,,,,,19fc810c-e35b-41b1-a589-8641ddbcad27,1424,,"[73.4, 60.5]",9717,29,,,,1.889352,,Right Foot,,,"[70.3, 69.9]",,Ground Pass,,9.89798,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,90,Barcelona,217,['b0d1ec3e-534a-4f11-972b-be18d8e52beb'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:31.537,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.324651,,,,,,,,,,,,,0e2cef39-d9d5-4044-900d-e9f5a4ece5dd,1426,,"[70.3, 69.9]",9717,29,,,,-0.08314123,,Left Foot,,,"[78.7, 69.2]",,Ground Pass,,8.429116,,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,90,Barcelona,217,"['f729e942-5087-48a5-80c6-b40aabbcbc13', 'fa4c9722-24a6-4551-858c-bdf664a1155a']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:32.269,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,3.169483,,,,,,,,,,,,,1fd70695-3e9e-4dc6-bab3-6a90d87efb28,1429,,"[77.3, 80.0]",9717,29,,,,-1.8531677,,,,,"[72.6, 63.8]",,Low Pass,,16.868017,,,,,Ivan Rakitić,5470.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,91,Barcelona,217,['df7c83d3-a897-4933-911e-fc4630da71d2'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:37.691,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.750825,,,,,,,,,,,,,61d3708c-48ba-4d2f-9b07-cbf4ce9c3124,1432,,"[65.0, 55.3]",9717,29,,,,-0.12246106,,Right Foot,,,"[71.5, 54.5]",,Ground Pass,,6.5490456,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Midfield,91,Barcelona,217,['e61d7a28-4132-4d34-af60-75c62bdc5138'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:43.117,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.265689,,,,,,,,,,,,,59bfe058-01be-45fc-8641-e43f05c686c8,1436,,"[73.1, 47.5]",9717,29,,,,1.6596308,,Right Foot,,,"[70.9, 72.2]",,Ground Pass,,24.797783,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,91,Barcelona,217,"['3db2612e-fd2f-469c-818a-d307c29bec95', '6b6da3ae-f98f-4198-a413-a956f4504cca']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:45.039,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,0.460489,,,,,,,,,,,,,53b9ceb6-f67d-40ee-b7a8-6fa135dbddbc,1439,,"[71.5, 72.2]",9717,29,,,,0.5375866,,Left Foot,,,"[76.7, 75.3]",,Ground Pass,,6.0539246,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,91,Barcelona,217,['06b6e064-2789-48c0-b7aa-eb086141d6e2'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:47.105,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.275134,,,,,,,,,,,,,fd9f2ea4-a064-410b-8dac-36721af68c32,1441,,"[76.7, 75.3]",9717,29,,,,-2.6632402,,Left Foot,,,"[65.9, 69.7]",,Ground Pass,,12.165525,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,91,Barcelona,217,['99a2ea62-a40e-4b46-89b3-0eb868d17939'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:47.565,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.026914,,,,,,,,,,,,,52de61c5-b1b7-4086-b230-d0e89151ae73,1443,,"[65.9, 69.7]",9717,29,,,,-2.0940747,,Left Foot,,,"[53.9, 48.9]",,Ground Pass,,24.01333,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Midfield,91,Barcelona,217,['dd44c417-3226-45b0-8647-0561dbae54d4'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:48.840,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.001177,,,,,,,,,,,,,16b7791b-5169-4ff7-8780-e065f1f30544,1446,,"[56.4, 43.1]",9717,29,,,,-1.0035212,,Right Foot,,,"[71.5, 19.4]",,Ground Pass,,28.1016,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,91,Barcelona,217,['c099b3e9-2dda-44d6-be0b-93460a0dff5c'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:52.067,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.005148,,,,,,,,,,,,,56cdce99-5170-435a-b219-60cd53e40bd9,1449,,"[76.7, 11.4]",9717,29,,,,-0.42178726,,Right Foot,,,"[92.3, 4.4]",,Ground Pass,,17.098537,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,91,Barcelona,217,['0761ca38-9692-4547-8018-430d04936654'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:54.187,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.356937,,,,,,,,,,,,,1115d1d6-068f-4895-9f26-f2c9140d6533,1452,,"[97.5, 9.1]",9717,29,,,,2.4633098,,Left Foot,,,"[87.2, 17.4]",,Ground Pass,,13.228001,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['4fd5b982-e755-4a25-8388-7f85b85bab7e'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:57.563,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.209334,,,,,,,,,,,,,f9b7e168-8e28-492f-8d06-e4ada6752ab2,1455,,"[87.2, 17.5]",9717,30,,,,-0.6234308,,Right Foot,,,"[96.1, 11.1]",,Ground Pass,,10.962208,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,91,Barcelona,217,['afb51608-2b0c-4942-99fe-0770c5c9a355'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:00.280,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.880551,,,,,,,,,,,,,2c5711bc-c49a-4e99-87f2-f4ceef6e4ed7,1458,,"[96.1, 11.1]",9717,30,,,,2.3910062,b948c5b1-beb2-45ee-a66c-f0dc871cea1d,Left Foot,,,"[85.7, 20.8]",,Ground Pass,,14.221462,,,,,Denis Suárez Fernández,6609.0,True,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,91,Barcelona,217,['e36f7b92-891b-42ad-957e-9ac2bc68d711'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:02.576,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.681604,,,,,,,,,,,,,f740e245-ff41-4e21-b343-d0020636917a,1463,,"[7.0, 44.1]",9717,30,,,,0.17838399,,Right Foot,,,"[66.9, 54.9]",,High Pass,,60.865837,,,,,Daniel Raba Antolín,6753.0,,,,,Goal Kick,1,From Goal Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,92,Villarreal,222,['3dcd59f6-76f3-421f-a9a6-9f0be7112554'],32,,,,,,,,,,,,,,,,,,Villarreal,222,00:30:32.568,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.855642,,,,,,,,,,,,,8602d17c-51f7-4cb6-a534-0574a89703c3,1465,,"[66.9, 55.2]",9717,30,,,,0.33953252,,Head,,,"[88.7, 62.9]",,Low Pass,,23.119905,,,Incomplete,,,,,,,,,1,From Goal Kick,Daniel Raba Antolín,6753.0,Right Midfield,92,Villarreal,222,['e7b548f4-0562-49f9-a075-bcddb8e58117'],35,,,,,,,,,,,,,,,,,,Villarreal,222,00:30:35.289,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.269833,,,,,,,,,,,,,e7b548f4-0562-49f9-a075-bcddb8e58117,1466,,"[31.4, 17.2]",9717,30,,,,-0.48995733,,Left Foot,,,"[40.4, 12.4]",,Ground Pass,,10.2,,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,93,Barcelona,217,"['8602d17c-51f7-4cb6-a534-0574a89703c3', 'dd0370ce-b8b9-4cf6-9521-fc2651554f74']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:38.145,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.999778,,,,,,,,,,,,,8d90a64e-ea4c-41aa-b41a-0e4e2a2f0589,1469,,"[40.4, 12.4]",9717,30,,,,1.0269638,,Left Foot,,,"[48.2, 25.3]",,Ground Pass,,15.074814,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,['317db532-cd64-431a-bc69-5857cd700e12'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:41.055,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.339405,,,,,,,,,,,,,41d4f540-f962-46cd-a52a-d135d5d4e0ef,1472,,"[48.2, 25.3]",9717,30,,,,-2.0881896,,Right Foot,,,"[41.2, 13.0]",,Ground Pass,,14.152385,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,93,Barcelona,217,['98869b9e-b310-45f1-b114-8cfeba354f82'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:42.922,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.477137,,,,,,,,,,,,,80208d69-f3fc-4f25-a02e-ad3d70a0d4a5,1476,,"[31.7, 11.0]",9717,30,,,,2.4053352,,Left Foot,,,"[9.3, 31.3]",,Ground Pass,,30.229952,,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,"['6f67aabf-5073-4796-88d2-627e1d95a2a0', 'a037361c-d3fb-4e58-9db9-86b8f3841398']",44,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:44.988,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,2.540479,,,,,,,,,,,,,456fa0cf-ed1f-4ac8-9735-13cf6a31aa34,1479,,"[7.5, 33.0]",9717,30,,,,1.053389,,Right Foot,,,"[32.2, 76.4]",,High Pass,,49.93646,,,,,Sergi Roberto Carnicer,6379.0,,True,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,93,Barcelona,217,['60e454dd-05c6-4781-918a-b3b9df9d4e0e'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:48.734,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.534318,,,,,,,,,,,,,153e2173-54b5-423d-a48e-dd86e96deafe,1482,,"[33.2, 75.3]",9717,30,,,,-2.507469,,Right Foot,,,"[14.3, 61.4]",,Ground Pass,,23.461031,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,93,Barcelona,217,['b27d67b5-ace3-406f-911f-b52896ea693a'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:53.847,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.760709,,,,,,,,,,,,,33bf6c07-a632-4fbe-b1b1-46f68319a132,1485,,"[15.1, 57.2]",9717,30,,,,-2.398423,,Right Foot,,,"[4.0, 47.0]",,Ground Pass,,15.074814,,,,,Marc-André ter Stegen,20055.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,93,Barcelona,217,['1deded78-61b9-49ca-ac09-2efa24f17482'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:57.171,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.009619,,,,,,,,,,,,,251e6df6-de39-46a0-adb3-fbac205ee166,1488,,"[6.7, 49.9]",9717,31,,,,-0.111777045,,Right Foot,,,"[36.1, 46.6]",,High Pass,,29.584625,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,93,Barcelona,217,['c6c5b8c1-7667-4ea6-a020-c86981fe5433'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:00.451,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.2455,,,,,,,,,,,,,886959c0-a13c-44ec-835c-52526d7cfec1,1490,,"[36.1, 46.6]",9717,31,,,,-2.077895,,Head,,,"[27.6, 31.3]",,Low Pass,,17.502571,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,93,Barcelona,217,['9845d495-0791-41de-b189-37ea7966ff57'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:02.461,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.064507,,,,,,,,,,,,,d3307cd0-d9ce-481c-b34c-a635299bc2d1,1494,,"[28.7, 32.4]",9717,31,,,,-1.7461205,,Right Foot,,,"[25.6, 14.9]",,Ground Pass,,17.772451,,,,,Thomas Vermaelen,6332.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,93,Barcelona,217,"['10a43475-a89d-41b5-84d3-d521a3b20c7c', 'fe630819-7ca7-478e-ae30-0660e52ce142']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:06.520,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.921318,,,,,,,,,,,,,3adf31b0-e204-4942-ad91-8e0f268fb729,1496,,"[27.0, 9.7]",9717,31,,,,-0.06680186,,Left Foot,,,"[55.4, 7.8]",,Ground Pass,,28.463486,,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Thomas Vermaelen,6332.0,Left Center Back,93,Barcelona,217,['ba5b3cc8-177e-4976-bafa-7147cacb48ae'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:08.584,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.268224,,,,,,,,,,,,,e6abd32a-40be-459f-a440-c77775abeffa,1500,,"[64.8, 9.5]",9717,31,,,,0.63502675,,Left Foot,,,"[102.8, 37.5]",,High Pass,,47.201694,,,Pass Offside,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,93,Barcelona,217,"['95f0cbe9-b98a-44d9-b9aa-0d34353c57e7', '962f5264-e2b9-44ec-a65b-1a9071f933b0']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:12.040,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.815182,,,,,,,,,,,,,1b0a53c4-33c3-405f-ba68-c0465c2c2896,1502,,"[13.6, 44.5]",9717,31,True,,,0.818046,,Right Foot,,,"[44.7, 77.7]",,Ground Pass,,45.491207,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,Free Kick,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,94,Villarreal,222,['96c4c4d0-0a64-4f19-83ba-e2528cc79f6e'],55,,,,,,,,,,,,,,,,,,Villarreal,222,00:31:55.432,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.266934,,,,,,,,,,,,,015d91ed-610a-4966-a370-5395b073d1a1,1504,,"[44.4, 77.3]",9717,31,,,,-2.6472642,,Right Foot,,,"[29.0, 69.0]",,Ground Pass,,17.494286,,,,,Álvaro González Soberón,6762.0,,,,,,1,From Free Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,94,Villarreal,222,['55e2eec6-3a54-442f-a651-97e9d4e58470'],57,,,,,,,,,,,,,,,,,,Villarreal,222,00:31:57.975,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.580449,,,,,,,,,,,,,a101bede-7c5c-4723-b4e8-dd60a07353f1,1507,,"[29.0, 69.0]",9717,32,,,,-0.027770637,,Right Foot,,,"[50.6, 68.4]",,High Pass,,21.608332,,,,,Manuel Trigueros Muñoz,6771.0,,,,,,1,From Free Kick,Álvaro González Soberón,6762.0,Right Center Back,94,Villarreal,222,['dc5e9c69-4faf-4f0f-b55b-db4caba0e1aa'],0,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:00.956,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.671793,,,,,,,,,,,,,e33be9ae-8b99-4840-a82f-2addd4badef6,1509,,"[54.0, 71.0]",9717,32,,,,1.7251151,,Head,,,"[52.6, 80.0]",,High Pass,,9.108238,,,Out,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Free Kick,Manuel Trigueros Muñoz,6771.0,Right Center Midfield,94,Villarreal,222,['e2490802-eb8a-4798-af8c-2a719c60f6e0'],2,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:02.669,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.870151,,,,,,,,,,,,,3eb35f16-21d0-4d68-bec0-fc5842b14c35,1512,,"[67.5, 0.1]",9717,32,,,,1.5916266,,,,,"[67.3, 9.7]",,High Pass,,9.602083,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,95,Barcelona,217,['9a152b12-23ba-42f9-adf1-e972b0051ac1'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:11.600,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.734535,,,,,,,,,,,,,137dfa3e-ed0d-40cd-902c-1c5c05b568a5,1515,,"[67.3, 9.4]",9717,32,,,,-1.5707964,,Right Foot,,,"[67.3, 2.4]",,Low Pass,,7.0,,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,95,Barcelona,217,['e9eb24f6-154d-492e-88e1-4ef5a747ff83'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:12.551,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.56986,,,,,,,,,,,,,240a95dc-4431-4dd3-a10a-b5850ff720fb,1517,,"[67.3, 2.4]",9717,32,,,,1.8662372,,Left Foot,,,"[65.9, 7.0]",,Ground Pass,,4.8083262,,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,95,Barcelona,217,['9f8a62d2-80be-44f0-8af2-d96cc6167c0d'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:13.285,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.137151,,,,,,,,,,,,,506bdfb5-fe58-46eb-8d60-5ffe381843e0,1520,,"[68.1, 22.0]",9717,32,,,,1.6307949,,Right Foot,,,"[66.4, 50.3]",,High Pass,,28.351013,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,José Paulo Bezzera Maciel Júnior,5542.0,Left Defensive Midfield,95,Barcelona,217,['5bd687b1-47b1-497a-b6e8-9b338fbab467'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:17.240,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.387515,,,,,,,,,,,,,88913781-7efd-426d-91aa-3d08a61838e7,1523,,"[68.6, 59.9]",9717,32,,,,1.0360159,,Right Foot,,,"[77.9, 75.6]",,Ground Pass,,18.24774,,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Midfield,95,Barcelona,217,['10bbfd99-65ea-45cc-8efc-d90a3ee941cb'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:20.977,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.448105,,,,,,,,,,,,,d208d6d9-6064-4cf3-821a-a8bd680ffa13,1526,,"[83.7, 72.0]",9717,32,,,,-2.776979,,Right Foot,,,"[70.6, 67.0]",,Ground Pass,,14.021769,,,,,Ivan Rakitić,5470.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,95,Barcelona,217,['018d237f-2202-4eae-99a2-1611602619e5'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:24.152,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.595937,,,,,,,,,,,,,436a1714-e5ad-468e-9d49-a938e802918a,1534,,"[66.4, 54.9]",9717,32,,,,-0.76721835,,Right Foot,,,"[72.0, 49.5]",,Ground Pass,,7.77946,,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Midfield,95,Barcelona,217,"['847ba8b8-9305-485a-bede-a4d06502a2f4', 'b11e5ab3-c897-46b8-a77b-56fc34332185']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:28.976,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,,,1.35921,,,,,,,,,,,,,059e7068-786c-497a-ba49-c14698ade42e,1537,,"[82.0, 45.6]",9717,32,,,,-1.5337762,,Right Foot,,,"[82.9, 21.3]",,Ground Pass,,24.316662,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,95,Barcelona,217,['e62fb5af-cc04-4cfc-ba62-8b26b5023b42'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:32.640,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,3.30204,,,,,,,,,,,,,5f94f5b6-4e9c-45e5-b48d-ba3138d44c7b,1540,,"[90.1, 21.4]",9717,32,,,,0.80827,,Left Foot,,,"[120.0, 52.7]",,High Pass,,43.286255,,,Out,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,95,Barcelona,217,['16453dce-eca2-4976-a9d9-0484c03341d1'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:35.653,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,2.200169,,,,,,,,,,,,,8154cd46-7b54-4933-b0c0-19ad8506b820,1542,,"[7.0, 36.1]",9717,32,,,,1.3790425,,Left Foot,,,"[12.3, 63.4]",,Ground Pass,,27.809711,,,,,Álvaro González Soberón,6762.0,,,,,Goal Kick,1,From Goal Kick,Sergio Asenjo Andrés,6755.0,Goalkeeper,96,Villarreal,222,['f60b08d7-6185-4fa2-91af-72696da7284c'],56,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:56.951,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,0.865409,,,,,,,,,,,,,82f9cbe6-1ff8-42ed-8f54-2020d7edd9ac,1545,,"[12.6, 68.7]",9717,32,,,,0.304803,,Right Foot,,,"[30.4, 74.3]",,Ground Pass,,18.660118,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,1,From Goal Kick,Álvaro González Soberón,6762.0,Right Center Back,96,Villarreal,222,['bb903bb2-ce51-44d9-8caa-79d4d296cdcf'],59,,,,,,,,,,,,,,,,,,Villarreal,222,00:32:59.671,Pass,,2017/2018
,,,,,,,,,,,,,,,,,,,1.516426,,,,,,,,,,,,,6eb37ccd-d2f7-4b68-9bdb-30d1cd513611,1548,,"[30.3, 76.3]",9717,33,,,,-2.4846349,,Right Foot,,,"[15.0, 64.5]",,Ground Pass,,19.321749,,,,,Álvaro González Soberón,6762.0,,,,,,1,From Goal Kick,Mario Gaspar Pérez Martínez,6772.0,Right Back,96,Villarreal,222,['e0d9a229-3779-4191-804f-e986387e1742'],1,,,,,,,,,,,,,,,,,,Villarreal,222,00:33:01.227,Pass,,2017/2018
