bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9374d2ce-cc63-469c-afbc-f176255cc903,1,,,69249,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 11179, 'name': 'Iker Casillas Fernández'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5201, 'name': 'Sergio Ramos García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 20014, 'name': 'Christoph Metzelder'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 21}, {'player': {'id': 15775, 'name': 'Fabio Cannavaro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26176, 'name': 'Iván Gabriel Heinze'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 16}, {'player': {'id': 3181, 'name': 'Lassana Diarra'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 26036, 'name': 'Fernando Rubén Gago'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8218, 'name': 'Arjen Robben'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 11}, {'player': {'id': 5552, 'name': 'Marcelo Vieira da Silva Júnior'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 12}, {'player': {'id': 15607, 'name': 'Raúl González Blanco'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 5497, 'name': 'Gonzalo Gerardo Higuaín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 20}]}",Real Madrid,220,00:00:00.000,Starting XI,,2008/2009
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5a6147af-2d23-48a1-82fc-3e811d9d7c9c,2,,,69249,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,,0,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2008/2009
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e84c5573-ce4d-4db0-8b96-b3591a9fc31d,3,,,69249,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['8520a228-ea88-42d8-bdcf-d958b87ea825'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8520a228-ea88-42d8-bdcf-d958b87ea825,4,,,69249,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Madrid,220,['e84c5573-ce4d-4db0-8b96-b3591a9fc31d'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0749ecc4-e4ef-4348-a950-1c20b414595d,1880,,,69249,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Barcelona,217,['b8b8fa33-394f-4979-8536-2c6ff3a0a1e6'],0,,,,,,,,,,,,,,,,Real Madrid,220,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,b8b8fa33-394f-4979-8536-2c6ff3a0a1e6,1881,,,69249,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Barcelona,217,['0749ecc4-e4ef-4348-a950-1c20b414595d'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2008/2009
,,,,,,,,,,,,,,,,0.1399,,,,,,,,,,,,,8d3b2886-8f65-490c-840c-701bcbe05091,5,,"[61.0, 41.0]",69249,0,,,,-1.487655,,Right Foot,,,,"[61.1, 39.8]",,Ground Pass,,1.2041595,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Andrés Iniesta Luján,5216.0,Right Center Midfield,2,Barcelona,217,['1a719c48-b3e2-4b98-9544-3b8edfbb67ed'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.532,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.573517,,,,,,,,,,,,,5d511819-0a00-4b08-a479-a7c2b74de7e3,7,,"[60.9, 39.6]",69249,0,,,,2.9448695,,Left Foot,,,,"[32.3, 45.3]",,Ground Pass,,29.162476,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['fdf0099e-2ec8-46c6-98d0-084ef322b0a7'],0,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.672,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.2103,,,,,,,,,,,,,f2abe34b-e83f-4a3a-98f8-8d935a3aaec8,11,,"[32.9, 46.5]",69249,0,,,,-0.70844203,,Right Foot,,,,"[77.6, 8.2]",,High Pass,,58.864082,,Incomplete,Thierry Henry,15516.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,"['732cf8dd-f5c9-4e8f-8cad-0d3064adc93b', 'e5db77ea-7f39-4a37-9b3d-96ccbd6cb6db']",3,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.428,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.622359,,,,,,,,,,,,,e5db77ea-7f39-4a37-9b3d-96ccbd6cb6db,13,,"[43.4, 72.8]",69249,0,,,,0.35706612,,Right Foot,,,,"[62.7, 80.0]",,Ground Pass,,20.599272,,Out,Arjen Robben,8218.0,,,,,Interception,1,From Kick Off,Sergio Ramos García,5201.0,Right Back,2,Barcelona,217,"['54eb8af8-e48c-4fa4-9c7a-e0fb2bedf0e8', 'f2abe34b-e83f-4a3a-98f8-8d935a3aaec8']",5,,,,,,,,,,,,,,,,Real Madrid,220,00:00:05.639,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.972416,,,,,,,,,,,,,3ab2c8c1-5ffb-46ba-bc6d-b56d299f10fb,15,,"[60.7, 1.0]",69249,0,,,,0.29382485,,,,,,"[87.8, 9.2]",,High Pass,,28.313425,,Incomplete,Samuel Eto''o Fils,19298.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,3,Barcelona,217,"['3e2118ba-fe22-41cb-966e-553d6e50ee4c', '8520cab4-778d-4226-a721-63030b4e6fcc']",15,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.571,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.39612,,,,,,,,,,,,,05063d6d-d24c-4cbc-ad3b-92eb307444a1,19,,"[34.3, 67.9]",69249,0,,,,-1.6313283,,Right Foot,,,,"[32.3, 34.9]",,High Pass,,33.06055,,Incomplete,Iván Gabriel Heinze,26176.0,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Right Back,3,Barcelona,217,"['ac9fc39b-00bc-4c63-b03e-e056b8252ead', 'cc00c95e-c174-484f-b3cd-bd62b236b8c1']",18,,,,,,,,,,,,,,,,Real Madrid,220,00:00:18.279,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.463008,,,,,,,,,,,,,03628397-451e-4974-9960-3b6a1c49aff6,23,,"[91.2, 39.6]",69249,0,,,,1.1887515,51e16094-ca06-48a6-8508-09900ae84ce4,Left Foot,,,,"[95.7, 50.8]",,Ground Pass,,12.070211,,,Xavier Hernández Creus,20131.0,True,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['8200b368-a9f5-40e4-8552-d22833c6d5b8'],21,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.665,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.479298,,,,,,,,,,,,,1640664c-9d5a-44f2-b1af-f8a9f2cd13b9,28,,"[16.2, 28.1]",69249,0,,,,-0.0647107,,Drop Kick,,,,"[84.1, 23.7]",,High Pass,,68.04241,,Incomplete,Raúl González Blanco,15607.0,,,,,,1,From Keeper,Iker Casillas Fernández,11179.0,Goalkeeper,5,Real Madrid,220,"['338b3331-1a29-41fd-95be-be44005ff0ef', '38e2e6b4-a9b1-47c6-87e2-36fb42f25c79']",31,,,,,,,,,,,,,,,,Real Madrid,220,00:00:31.561,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.240262,,,,,,,,,,,,,59ddacee-0844-4870-a6e4-47f52d659b84,32,,"[73.5, 25.6]",69249,0,,,,2.4523437,,Left Foot,,,,"[62.7, 34.5]",,Ground Pass,,13.994642,,,Lassana Diarra,3181.0,,,,,Recovery,1,From Keeper,Marcelo Vieira da Silva Júnior,5552.0,Left Midfield,6,Real Madrid,220,['4913f2b0-1f61-4b58-bb53-3ff351ad98a1'],36,,,,,,,,,,,,,,,,Real Madrid,220,00:00:36.993,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.3963,,,,,,,,,,,,,0fcc365f-a508-46fc-9ef9-a15c62093641,39,,"[61.4, 44.8]",69249,0,,,,0.0,,Right Foot,,,,"[64.3, 44.8]",,Ground Pass,,2.9,,Incomplete,,,,,,,,1,From Keeper,Lassana Diarra,3181.0,Right Defensive Midfield,6,Real Madrid,220,['ec52abd7-d30b-4318-b71a-33a1f3d3f4ec'],41,,,,,,,,,,,,,,,,Real Madrid,220,00:00:41.033,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.694776,,,,,,,,,,,,,d008ce77-1a24-469d-b4d9-b7a4ce850d17,44,,"[61.0, 53.5]",69249,0,,,,0.90975314,,Right Foot,,,,"[78.5, 76.0]",,Ground Pass,,28.504385,,,Arjen Robben,8218.0,,,,,,1,From Keeper,Lassana Diarra,3181.0,Right Defensive Midfield,6,Real Madrid,220,['f2c2bfe8-1cb7-43df-9f9c-77e1e848a084'],45,,,,,,,,,,,,,,,,Real Madrid,220,00:00:45.518,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.259358,,,,,,,,,,,,,0a6e3b7f-b5ec-4d1f-84ad-4402a0dd7d8d,51,,"[95.9, 60.3]",69249,0,,,,-0.6967423,,Left Foot,,,,"[105.7, 52.1]",,Ground Pass,,12.778107,,Incomplete,Gonzalo Gerardo Higuaín,5497.0,,,,,,1,From Keeper,Arjen Robben,8218.0,Right Midfield,6,Real Madrid,220,"['af843e27-bc66-4772-9811-facdcbc771bb', 'f7085b6a-5468-4daa-baf9-69a17b1a1d6b']",52,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.073,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.6637,,,,,,,,,,,,,f7085b6a-5468-4daa-baf9-69a17b1a1d6b,53,,"[15.3, 28.9]",69249,0,,,,-0.8867447,,Left Foot,,,,"[20.6, 22.4]",,Ground Pass,,8.386894,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,"['0a6e3b7f-b5ec-4d1f-84ad-4402a0dd7d8d', 'cf18b399-0268-4f8d-b47f-de512af6a093']",53,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.332,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.05803,,,,,,,,,,,,,bacaf7e7-cf30-4b43-a887-4b27ad3e4006,57,,"[22.1, 20.3]",69249,0,,,,0.18444665,,Left Foot,,,,"[35.5, 22.8]",,Ground Pass,,13.631214,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,7,Barcelona,217,"['3c4e8c3e-663d-44a0-819b-a7fc340699e4', 'a20fd96b-1b13-4cfc-93f3-9eff440603da']",55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.137,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.2958,,,,,,,,,,,,,1530cefc-ff75-4409-9c97-59b3678f79bd,61,,"[36.7, 20.9]",69249,0,,,,-0.3103874,,Right Foot,,,,"[47.3, 17.5]",,Ground Pass,,11.131936,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,7,Barcelona,217,"['0ca94b63-26b7-4678-942b-ed69fa6ca4ec', 'c6e9f1fc-889c-434a-ad43-1e5befe56ee3']",56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.499,Pass,True,2008/2009
,,,,,,,,,,,,,,,,0.5208,,,,,,,,,,,,,c5beb849-acac-4c3a-90dc-eaf34c0e002e,65,,"[46.0, 21.3]",69249,0,,,,-2.0596488,,Right Foot,,,,"[43.5, 16.6]",,Ground Pass,,5.3235326,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,7,Barcelona,217,"['7be0f72c-b229-448c-8c9b-c13a1be6d4d4', 'b8e8f50f-abef-428b-82fd-cc12f48c2acf']",58,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.005,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.3,,,,,,,,,,,,,67720ca7-8e33-44b0-8aa4-8a9a640e916a,70,,"[47.8, 1.0]",69249,1,True,,,0.15121768,,,,,,"[79.3, 5.8]",,High Pass,,31.863615,,,Samuel Eto''o Fils,19298.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,8,Barcelona,217,['20069e07-38aa-4e87-98fd-f7ea75be84a1'],7,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.090,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.046102,,,,,,,,,,,,,75007f10-ab66-45ad-a816-6e3cd420d23b,73,,"[27.1, 71.6]",69249,1,,,,-1.2469493,,Right Foot,,,,"[31.9, 57.3]",,Ground Pass,,15.084098,,,Lassana Diarra,3181.0,,,,,Recovery,1,Regular Play,Sergio Ramos García,5201.0,Right Back,9,Real Madrid,220,['826e4a52-0d0d-4ce7-bd4c-3df1191c1e3c'],14,,,,,,,,,,,,,,,,Real Madrid,220,00:01:14.255,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.074512,,,,,,,,,,,,,4f5c0996-017c-47a2-b6d6-e65c236b67e5,77,,"[31.5, 57.3]",69249,1,,,,0.09065989,,Right Foot,,,,"[55.7, 59.5]",,Ground Pass,,24.299795,,,Arjen Robben,8218.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Right Defensive Midfield,9,Real Madrid,220,"['2b8710de-7743-421d-8e4a-65247af0d343', 'cc340d23-c92e-47da-a237-335095e53e59']",17,,,,,,,,,,,,,,,,Real Madrid,220,00:01:17.516,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.233834,,,,,,,,,,,,,5fb824a1-4d44-4da1-a22c-30123007a861,80,,"[55.7, 59.5]",69249,1,,,,1.863429,,Left Foot,,,,"[51.0, 75.1]",,Ground Pass,,16.292637,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Arjen Robben,8218.0,Right Midfield,9,Real Madrid,220,['2e61bdd8-d381-48a0-984e-c05301b29074'],18,,,,,,,,,,,,,,,,Real Madrid,220,00:01:18.671,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.814739,,,,,,,,,,,,,35166227-4f0c-43e3-a928-704703750f9d,84,,"[64.3, 1.0]",69249,1,,,,2.6642473,,,,,,"[38.2, 14.5]",,Low Pass,,29.38469,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,10,Barcelona,217,['6efa94be-32d9-4059-83b8-8660da9b1ecb'],30,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.918,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.324804,,,,,,,,,,,,,536f49b1-b494-49d6-a030-41fa7d052da5,87,,"[41.0, 17.5]",69249,1,,,,1.6831816,,Right Foot,,,,"[36.7, 55.6]",,Low Pass,,38.341885,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,10,Barcelona,217,['4af19bd3-99d5-489e-97b4-b3f76db3c70d'],34,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.010,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.234178,,,,,,,,,,,,,579382ae-8124-468b-a4b8-f91284cb87a7,90,,"[46.1, 75.8]",69249,1,,,,0.3423966,,Right Foot,,,,"[56.2, 79.4]",,Ground Pass,,10.722406,,,Daniel Alves da Silva,4324.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,['55e22d24-79f6-4ff6-9cd1-6ed2878ece44'],39,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.042,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.783024,,,,,,,,,,,,,958ed6b6-8a0f-4c48-87fc-e8f2152539ce,94,,"[55.0, 79.4]",69249,1,,,,-2.5848966,,Right Foot,,,,"[21.9, 58.8]",,Ground Pass,,38.986794,,,Víctor Valdés Arribas,20176.0,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,10,Barcelona,217,"['20b7915e-83cf-491c-bda5-5f2908768f73', '25144729-5ca5-417c-88b5-0f86b2179315']",40,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.568,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.782073,,,,,,,,,,,,,c2a0940c-8cce-4445-95c9-ed2b225f5d47,97,,"[22.1, 58.4]",69249,1,,,,-0.20298655,,Right Foot,,,,"[70.2, 48.5]",,High Pass,,49.10825,,Incomplete,,,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,10,Barcelona,217,['47a7674b-0772-43d5-a24b-2e22a8fb6781'],43,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.392,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.920821,,,,,,,,,,,,,e18ea9c3-9a0c-42f3-8364-e0dccf24c737,101,,"[61.4, 40.0]",69249,1,,,,2.490516,,Right Foot,,,,"[57.2, 43.2]",,Ground Pass,,5.2801514,,,Lassana Diarra,3181.0,,,,,,1,Regular Play,Christoph Metzelder,20014.0,Right Center Back,11,Real Madrid,220,"['09c72a80-1ed5-453f-b2ab-dcf99dd8a36f', '7672e2fd-822a-4382-9c09-b79e62b5b751']",47,,,,,,,,,,,,,,,,Real Madrid,220,00:01:47.350,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.131472,,,,,,,,,,,,,ef355f72-5e24-4f71-bf65-508ec3522ddf,111,,"[62.0, 22.4]",69249,1,,,,-1.0390723,,Right Foot,,,,"[73.0, 3.7]",,Ground Pass,,21.69539,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Lassana Diarra,3181.0,Right Defensive Midfield,11,Real Madrid,220,['44c49621-dff7-4e1e-92f9-810e5cc24e0e'],52,,,,,,,,,,,,,,,,Real Madrid,220,00:01:52.258,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.616805,,,,,,,,,,,,,ab1eebc1-8bac-460c-b131-045530c3f607,118,,"[80.2, 10.1]",69249,1,,,,1.5327524,,Left Foot,,,,"[82.4, 67.9]",,High Pass,,57.841854,,,Arjen Robben,8218.0,,True,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Midfield,11,Real Madrid,220,['fee7f944-63de-43a6-b1c4-6bca8da296a2'],58,,,,,,,,,,,,,,,,Real Madrid,220,00:01:58.478,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.3524,,,,,,,,,,,,,44c24c98-7885-4190-b383-4ca21faf6468,122,,"[112.0, 59.1]",69249,2,,,,-1.2760662,,Left Foot,,,,"[113.7, 53.5]",,Ground Pass,,5.8523498,,Incomplete,Raúl González Blanco,15607.0,,,,,,1,Regular Play,Arjen Robben,8218.0,Right Midfield,11,Real Madrid,220,"['a40bd5a5-6150-4cdc-ad79-4c12b2857161', 'edf93806-d3bf-4a1f-a80a-8a7c21697983']",6,,,,,,,,,,,,,,,,Real Madrid,220,00:02:06.561,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.825,,,,,,,,,,,,,7e2f75f9-a222-4817-bb63-e9a62bfa9591,125,,"[120.0, 80.0]",69249,2,,,,-1.7149507,,Left Foot,,,,"[113.7, 36.6]",,High Pass,True,43.854874,,Incomplete,,,,True,Inswinging,,Corner,1,From Corner,Arjen Robben,8218.0,Right Midfield,12,Real Madrid,220,['6408dd12-7e76-48be-8b8f-6ac4baf55529'],27,,,,,,,,,,,,,,,,Real Madrid,220,00:02:27.989,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9317,,,,,,,,,,,,,85c95a21-ad0a-439c-8cc0-bae0dd80adf5,133,,"[115.4, 4.8]",69249,2,,,,1.5034138,,Left Foot,,,,"[116.5, 21.1]",,Ground Pass,,16.337074,,Incomplete,,,,,,,,1,From Corner,Christoph Metzelder,20014.0,Right Center Back,12,Real Madrid,220,['929aa2a1-8473-4936-bcbd-6ae83cd22bbb'],37,,,,,,,,,,,,,,,,Real Madrid,220,00:02:37.116,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9921,,,,,,,,,,,,,718e7d0d-9bb5-4470-810b-fcfb2ece4120,135,,"[120.0, 1.0]",69249,2,,,,1.782115,,Right Foot,,,,"[113.5, 31.3]",,Low Pass,True,30.989353,,Incomplete,,,,,Inswinging,,Corner,1,From Corner,Gonzalo Gerardo Higuaín,5497.0,Left Center Forward,13,Real Madrid,220,['0b458046-ec98-44e1-ae5f-84c81454d196'],55,,,,,,,,,,,,,,,,Real Madrid,220,00:02:55.273,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.411974,,,,,,,,,,,,,0b458046-ec98-44e1-ae5f-84c81454d196,136,,"[7.5, 49.7]",69249,2,,,,0.7467434,,Right Foot,,,,"[26.3, 67.1]",,Low Pass,,25.616402,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,14,Barcelona,217,"['41f0aaa8-acae-44a9-a7a1-a02b30cc1f4d', '718e7d0d-9bb5-4470-810b-fcfb2ece4120']",56,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.265,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7259,,,,,,,,,,,,,b91da04d-954c-49ef-bf9a-d07f44866576,140,,"[58.8, 48.5]",69249,3,,,,-1.2793396,,Left Foot,,,,"[63.0, 34.5]",,Ground Pass,,14.616429,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,14,Barcelona,217,['cb01b7b4-76e4-4b66-9c57-ce6f78459870'],3,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.697,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.588492,,,,,,,,,,,,,0eb1a7a9-d328-4ae2-aa4f-db0e7d896483,142,,"[62.8, 34.7]",69249,3,,,,1.2245368,,Right Foot,,,,"[75.5, 69.9]",,Low Pass,,37.420982,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,14,Barcelona,217,['5dc3ed11-99b3-4083-acec-f61e967f6d64'],5,,,,,,,,,,,,,,,,Barcelona,217,00:03:05.422,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.225232,,,,,,,,,,,,,e12664a2-e529-44a0-83d8-dbe62ef0b747,145,,"[78.1, 67.3]",69249,3,,,,-0.28822654,,Right Foot,,,,"[98.0, 61.4]",,Ground Pass,,20.756205,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,14,Barcelona,217,['42095dd9-3239-4c6e-975d-3efa4a65c77e'],8,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.428,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2141,,,,,,,,,,,,,153646d2-fa85-453a-a6e6-ebf68e2d3575,148,,"[106.0, 60.5]",69249,3,,,,-1.2193515,,Left Foot,True,,,"[112.6, 42.5]",,Ground Pass,,19.171854,,Incomplete,Thierry Henry,15516.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,14,Barcelona,217,"['b0be9622-e2e1-45c0-a317-07eabe819381', 'f998dc24-94f0-4fa1-839b-c8af01517b8d']",11,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.596,Pass,,2008/2009
