bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_redirect,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,4b75abec-7e9b-4dfd-a884-3e247844a09c,1,,,3773403,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 43728, 'name': 'Óscar Mingueza García'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 28}, {'player': {'id': 32480, 'name': 'Ronald Federico Araújo da Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6947, 'name': 'Miralem Pjanić'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 30486, 'name': 'Pedro González López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 16}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3d5efc20-5d76-44e8-b38f-30cdd882aa57,2,,,3773403,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 11748, 'name': 'Unai Simón Mendibil'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6699, 'name': 'Ander Capa Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 6877, 'name': 'Yeray Álvarez López'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 4}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 17}, {'player': {'id': 6775, 'name': 'Daniel García Carrillo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 35473, 'name': 'Unai Vencedor Paris'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 27}, {'player': {'id': 6649, 'name': 'Óscar de Marcos Arana'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 6842, 'name': 'Iker Muniain Goñi'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 22}, {'player': {'id': 6393, 'name': 'Iñaki Williams Arthuer'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Athletic Club,215,00:00:00.000,Starting XI,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,54243c6c-3b3b-4b06-814f-0d5252a9b358,3,,,3773403,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5d5a8554-4314-4992-8a8b-de16c902a432'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5d5a8554-4314-4992-8a8b-de16c902a432,4,,,3773403,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['54243c6c-3b3b-4b06-814f-0d5252a9b358'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5a1eaefa-bd81-409b-8b37-e99fde262227,1829,,,3773403,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Barcelona,217,['26e1f5ca-0c98-447d-b2b2-d7db384d46e5'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,26e1f5ca-0c98-447d-b2b2-d7db384d46e5,1830,,,3773403,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,91,Barcelona,217,['5a1eaefa-bd81-409b-8b37-e99fde262227'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2020/2021
,,,,,,,,,,,,,,,0.882284,,,,,,,,,,,,,,d5ef09bb-ac92-4554-b77f-65a4c01bf261,5,,"[61.0, 40.1]",3773403,0,,,,2.3825042,,Left Foot,,,"[57.1, 43.8]",,Ground Pass,,5.375872,,,,Miralem Pjanić,6947.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['dcdcbe51-01ae-416d-8717-3993b2c715c6'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.317,Pass,,2020/2021
,,,,,,,,,,,,,,,0.93675,,,,,,,,,,,,,,ded54c15-f6be-4d32-85a2-973d9c1ba563,8,,"[56.1, 43.5]",3773403,0,,,,-2.8753407,,Right Foot,,,"[46.2, 40.8]",,Ground Pass,,10.261579,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,Barcelona,217,['dd5bf9e4-fd1e-4eb4-b388-d5e8423d2256'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.701,Pass,,2020/2021
,,,,,,,,,,,,,,,2.177294,,,,,,,,,,,,,,a32c29af-223c-475e-9712-4de832bf7169,11,,"[45.2, 36.3]",3773403,0,,,,-1.8681614,,Right Foot,,,"[39.5, 17.7]",,Ground Pass,,19.45379,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,['a3dc3f65-4a46-46d5-8f58-b5c4b56bd28b'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.028,Pass,,2020/2021
,,,,,,,,,,,,,,,1.613005,,,,,,,,,,,,,,ad31dec5-e4d9-4885-a6a6-35545c5dfc5f,14,,"[38.3, 13.6]",3773403,0,,,,-0.8329813,,Left Foot,,,"[46.3, 4.8]",,Ground Pass,,11.892855,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['631d8cfe-1b46-40f9-95f7-166f4457365d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.585,Pass,,2020/2021
,,,,,,,,,,,,,,,1.645937,,,,,,,,,,,,,,703b5740-04fa-42a8-b528-ab7de81cd6f9,16,,"[46.6, 4.8]",3773403,0,,,,2.6980317,,Left Foot,,,"[28.5, 13.4]",,Ground Pass,,20.039211,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['0e9352e5-4a3e-4310-afbb-49d620cd7078'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.198,Pass,,2020/2021
,,,,,,,,,,,,,,,2.465828,,,,,,,,,,,,,,7646f545-93af-4f17-a5ed-84721d6fb4bf,19,,"[27.4, 17.1]",3773403,0,,,,2.3732245,,Left Foot,,,"[6.5, 37.3]",,Ground Pass,,29.066303,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['bcb18314-6870-4e49-b54e-0149d776d0c4'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:00:11.752,Pass,,2020/2021
,,,,,,,,,,,,,,,2.453066,,,,,,,,,,,,,,ada30eb8-162d-420c-b823-fcad5518c460,22,,"[7.5, 40.4]",3773403,0,,,,1.3740733,,Right Foot,,,"[13.2, 69.0]",,Ground Pass,,29.162476,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['3df9fe1d-9f23-4c37-8223-9c9235d2ea1f'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.971,Pass,,2020/2021
,,,,,,,,,,,,,,,2.267885,,,,,,,,,,,,,,f03274fb-f460-4a91-9e3a-991e113b458f,25,,"[17.0, 61.7]",3773403,0,,,,-1.5415493,,Right Foot,,,"[18.1, 24.1]",,Ground Pass,,37.61609,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Ronald Federico Araújo da Silva,32480.0,Right Center Back,2,Barcelona,217,['19bd4d25-e089-49d4-9fdf-ddfa431fbc1e'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.843,Pass,,2020/2021
,,,,,,,,,,,,,,,1.333972,,,,,,,,,,,,,,6c0f2145-1360-4ab5-82fd-88b556888957,28,,"[30.2, 19.2]",3773403,0,,,,2.388741,,Left Foot,,,"[19.1, 29.6]",,Ground Pass,,15.210852,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['fb4fe58c-a1ec-4706-80f4-40bde2636403'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.485,Pass,,2020/2021
,,,,,,,,,,,,,,,0.800686,,,,,,,,,,,,,,8ee9204b-5479-42da-81f8-bea217ddbe5b,31,,"[19.1, 30.3]",3773403,0,,,,0.4911636,,Right Foot,,,"[32.0, 37.2]",,Ground Pass,,14.629422,,,,Miralem Pjanić,6947.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,['6fbf3ca2-6b3f-4781-9216-ab9a26c8ea58'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.492,Pass,,2020/2021
,,,,,,,,,,,,,,,0.926977,,,,,,,,,,,,,,146497b3-cc1c-4834-a039-d6b18d90360d,33,,"[32.0, 37.2]",3773403,0,,,,-2.9945142,,Right Foot,,,"[21.2, 35.6]",,Ground Pass,,10.917875,,,,Frenkie de Jong,8118.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,Barcelona,217,['8141257f-06e4-4e7c-8cfa-2f9383424e3c'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.293,Pass,,2020/2021
,,,,,,,,,,,,,,,1.504613,,,,,,,,,,,,,,0a2e350e-b80e-4f33-824e-7e9113677fcc,36,,"[19.4, 32.9]",3773403,0,,,,-1.4355721,,Right Foot,,,"[21.4, 18.2]",,Ground Pass,,14.83543,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Frenkie de Jong,8118.0,Left Defensive Midfield,2,Barcelona,217,['25ef7fbb-fcc3-4eb0-b266-9d49107789be'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.258,Pass,,2020/2021
,,,,,,,,,,,,,,,2.266752,,,,,,,,,,,,,,b6e04d94-7dd2-4449-8538-34c195cc4399,39,,"[25.3, 11.6]",3773403,0,,,,2.3048947,,Left Foot,,,"[5.9, 33.1]",,Ground Pass,,28.958763,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['1d75d3df-92f5-4164-8189-831e6660b13d'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.643,Pass,,2020/2021
,,,,,,,,,,,,,,,2.18182,,,,,,,,,,,,,,a9b0107a-60a0-4377-8cb8-070298a38a78,42,,"[7.9, 41.0]",3773403,0,,,,-1.0821192,,Right Foot,,,"[23.0, 12.6]",,Ground Pass,,32.164734,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Kick Off,Marc-André ter Stegen,20055.0,Goalkeeper,2,Barcelona,217,['ca6a081d-7ffb-4070-8bf9-e2729ea00de6'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.377,Pass,,2020/2021
,,,,,,,,,,,,,,,1.28967,,,,,,,,,,,,,,4d91913a-0ac6-4df1-9576-2b0ff7ba9339,45,,"[35.2, 7.8]",3773403,0,,,,-0.1729534,,Right Foot,,,"[51.8, 4.9]",,Ground Pass,,16.85141,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Samuel Yves Umtiti,5492.0,Left Center Back,2,Barcelona,217,['22a669e6-b932-43aa-93fd-a1d1e877319e'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.422,Pass,,2020/2021
,,,,,,,,,,,,,,,1.069152,,,,,,,,,,,,,,eea979a3-99b7-47fe-b46c-a933d3588ab3,48,,"[53.8, 5.6]",3773403,0,,,,1.5377505,,Left Foot,,,"[54.2, 17.7]",,Ground Pass,,12.106609,,,,Miralem Pjanić,6947.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['c204daf3-19c3-4edb-b852-06e3fc5b5169'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.407,Pass,,2020/2021
,,,,,,,,,,,,,,,1.049774,,,,,,,,,,,,,,0c81e49f-f7ca-4589-a3cb-e564e33e1e05,51,,"[64.7, 12.6]",3773403,0,,,,-0.5707133,,Right Foot,,,"[72.8, 7.4]",,Ground Pass,,9.625487,,Incomplete,,Pedro González López,30486.0,,,,,,,1,From Kick Off,Miralem Pjanić,6947.0,Right Defensive Midfield,2,Barcelona,217,"['2fd5d145-3fe6-47bd-8100-54f5808f8105', '852cab2c-a9b2-4af6-a7e6-dbbe405c4549']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.137,Pass,,2020/2021
,,,,,,,,,,,,,,,2.16109,,,,,,,,,,,,,,a40bd043-7c3b-4955-9ce5-11a321a4c0a8,56,,"[64.7, 0.1]",3773403,0,,,,2.7476573,,,,,"[48.1, 7.0]",,Low Pass,,17.976929,,,,Samuel Yves Umtiti,5492.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['1c6c900b-9d10-4afd-838a-0cb4e5ed5018'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.168,Pass,,2020/2021
,,,,,,,,,,,,,,,0.949135,,,,,,,,,,,,,,1514a333-bf18-4267-bb00-69393529fc3d,59,,"[49.4, 7.2]",3773403,0,,,,1.7053174,,Left Foot,,,"[47.6, 20.5]",,Ground Pass,,13.421252,,,,Frenkie de Jong,8118.0,,,,,,,1,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,3,Barcelona,217,['0666c314-4eb1-4c3f-ab95-44263c7e49f7'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.281,Pass,,2020/2021
,,,,,,,,,,,,,,,1.004466,,,,,,,,,,,,,,197383a6-a48b-4b1c-84b5-0c587c56d905,62,,"[47.3, 25.4]",3773403,1,,,,0.75092906,,Right Foot,,,"[53.3, 31.0]",,Ground Pass,,8.207314,,,,Miralem Pjanić,6947.0,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Defensive Midfield,3,Barcelona,217,['a5b45813-4702-4195-a256-750189ffaba5'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.177,Pass,,2020/2021
,,,,,,,,,,,,,,,1.516012,,,,,,,,,,,,,,32374c62-fd64-4a9b-ba99-b73ded5fdfc2,68,,"[54.0, 28.2]",3773403,1,,,,-1.6187048,,Right Foot,,,"[53.3, 13.6]",,Ground Pass,,14.616771,,,,Samuel Yves Umtiti,5492.0,,,,,,Free Kick,1,From Free Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,4,Barcelona,217,['7f36adc2-f0b3-4f06-8b6d-280e80bfaa2b'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.165,Pass,,2020/2021
,,,,,,,,,,,,,,,1.729591,,,,,,,,,,,,,,62e46a11-f5dd-4d0b-815e-1dd92ae99928,71,,"[52.6, 13.4]",3773403,1,,,,2.668541,,Left Foot,,,"[39.9, 19.9]",,Ground Pass,,14.266745,,,,Frenkie de Jong,8118.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['8b9a11f0-93f9-4bcd-b659-b735a65bf162'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.865,Pass,,2020/2021
,,,,,,,,,,,,,,,0.714874,,,,,,,,,,,,,,4d73259b-e724-4867-b494-d0f97a1b06d4,74,,"[45.7, 34.9]",3773403,1,,,,0.83868104,,Right Foot,,,"[52.8, 42.8]",,Ground Pass,,10.6216755,,,,Miralem Pjanić,6947.0,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,['2a0c5224-c6d2-4d73-a45a-4a5c5182d242'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.635,Pass,,2020/2021
,,,,,,,,,,,,,,,1.450153,,,,,,,,,,,,,,19b5fd1e-5261-49bb-b44d-fe5844304e34,77,,"[52.8, 42.8]",3773403,1,,,,-2.8761623,,Right Foot,,,"[42.5, 40.0]",,Ground Pass,,10.6737995,,,,Frenkie de Jong,8118.0,,,,,,,1,From Free Kick,Miralem Pjanić,6947.0,Right Defensive Midfield,4,Barcelona,217,['73f86a6d-33f4-44dd-a601-2a220073e11f'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.002,Pass,,2020/2021
,,,,,,,,,,,,,,,2.022762,,,,,,,,,,,,,,d2b4fb18-b0fa-4806-906c-798f4c3cad01,81,,"[40.3, 38.7]",3773403,1,,,,-1.7226788,,Left Foot,,,"[37.3, 19.1]",,Ground Pass,,19.828262,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,"['60832f8b-e8d0-46a0-9cb1-e326f873981d', 'a27d16f6-b4d9-4380-9ea2-c9086d685aab']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.080,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.675165,,,,,,,,,,,,,,444f6b4b-5258-48d4-a853-6fe9e52afd5a,84,,"[33.3, 27.5]",3773403,1,,,,2.2131112,,Left Foot,,,"[23.2, 41.0]",,Ground Pass,,16.860012,,,,Frenkie de Jong,8118.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['36db6eeb-d77d-4ebc-84bd-bfc32932203e'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.460,Pass,,2020/2021
,,,,,,,,,,,,,,,1.621466,,,,,,,,,,,,,,98ebfe03-e121-4f97-af8d-f06ec40db988,87,,"[22.0, 49.5]",3773403,1,,,,-1.481962,,Right Foot,,,"[24.2, 24.8]",,Ground Pass,,24.797783,,,,Samuel Yves Umtiti,5492.0,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Defensive Midfield,4,Barcelona,217,['6e238a1f-d915-43e9-a072-ebc90a28df4c'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:01:35.672,Pass,,2020/2021
,,,,,,,,,,,,,,,1.273127,,,,,,,,,,,,,,a04a6750-59ca-444f-be3a-5a7bc388df01,90,,"[25.0, 19.9]",3773403,1,,,,-0.57936084,,Left Foot,,,"[43.8, 7.6]",,Ground Pass,,22.466196,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['7fc56ef8-dc9b-4a30-bc1a-ec59ae98a021'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.345,Pass,,2020/2021
,,,,,,,,,,,,,,,0.802296,,,,,,,,,,,,,,cf45643c-9bf9-4daa-a93b-d6650696efd9,93,,"[43.8, 7.6]",3773403,1,,,,1.5066642,,Left Foot,,,"[44.5, 18.5]",,Ground Pass,,10.922454,,,,Pedro González López,30486.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['9f38dc57-609f-4948-b81d-d44c535641a1'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.804,Pass,,2020/2021
,,,,,,,,,,,,,,,3.086787,,,,,,,,,,,,,,a4cbfece-eb79-48c5-b512-9fc577b6cae7,96,,"[48.7, 27.3]",3773403,1,,,,1.0483428,,Right Foot,,,"[74.9, 72.8]",,High Pass,,52.50419,,,,Ousmane Dembélé,5477.0,,,True,,,,1,From Free Kick,Pedro González López,30486.0,Center Attacking Midfield,4,Barcelona,217,['d6721972-ad83-467f-8c92-c391ef4a1a5f'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.528,Pass,,2020/2021
,,,,,,,,,,,,,,,1.799648,,,,,,,,,,,,,,fbbc6cf1-6c83-4a12-bac9-1a84ee9b7278,99,,"[96.2, 59.7]",3773403,1,,,,0.51048833,,Left Foot,,,"[106.2, 65.3]",,Ground Pass,,11.461239,,Incomplete,,Óscar Mingueza García,43728.0,,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,4,Barcelona,217,"['788117fe-1562-4827-bf0e-274a73653203', '85b204c8-c5e8-4611-b17c-31ad77f14897']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.150,Pass,,2020/2021
,,,,,,,,,,,,,,,3.981,,,,,,,,,,,,,,ca68f529-2fb6-40cf-864a-14da9e729dd1,106,,"[16.0, 17.1]",3773403,2,,,,0.5039189,,Right Foot,,,"[80.2, 52.5]",,High Pass,,73.31303,,,,Raúl García Escudero,6391.0,,,,,,Free Kick,1,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,6,Athletic Club,215,['90195676-6f06-4ca6-bc6b-0940548d486d'],24,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:24.431,Pass,,2020/2021
,,,,,,,,,,,,,,,1.179231,,,,,,,,,,,,,,18b66cfd-c988-49f5-9044-4dfa6048bff6,109,,"[83.0, 54.4]",3773403,2,,,,1.6092389,,Other,,,"[82.8, 59.6]",,Low Pass,,5.2038445,,,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Free Kick,Raúl García Escudero,6391.0,Right Center Forward,6,Athletic Club,215,['1a59986f-ba51-433a-8cbb-535ab22dfee0'],30,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:30.602,Pass,,2020/2021
,,,,,,,,,,,,,,,1.18906,,,,,,,,,,,,,,1b170ba7-73de-4a12-9ae9-906fb49a1073,113,,"[82.1, 66.9]",3773403,2,,,,2.1146288,,Right Foot,,,"[76.9, 75.5]",,Low Pass,,10.049875,,,,Ander Capa Rodríguez,6699.0,,,,,,,1,From Free Kick,Óscar de Marcos Arana,6649.0,Right Midfield,6,Athletic Club,215,"['24cc82ad-7919-4f3f-b1d7-03a21acaaf50', 'e840c38b-7ddb-4021-8d7e-354934e4f9e1']",32,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:32.053,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.184522,,,,,,,,,,,,,,7c3956c8-6731-4350-8e2d-2ef0eb33af50,116,,"[76.2, 75.3]",3773403,2,,,,0.0,,Right Foot,,,"[78.8, 75.3]",,Ground Pass,,2.6,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,,1,From Free Kick,Ander Capa Rodríguez,6699.0,Right Back,6,Athletic Club,215,"['cd24e229-bdfb-4da2-98e9-9ad4c1882d10', 'e840c38b-7ddb-4021-8d7e-354934e4f9e1', 'e997cb04-8233-40c3-be17-79a9165b53f6']",33,,,,,,,,,,,,,,,,,Athletic Club,215,00:02:33.282,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.785876,,,,,,,,,,,,,,fff200e4-518c-4574-a00a-e7d30699f157,121,,"[57.0, 3.9]",3773403,2,,,,1.7182686,,Left Foot,,,"[52.9, 31.5]",,Ground Pass,,27.902866,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,7,Barcelona,217,['192cd46b-0bbc-44d4-9f7f-697b5743c366'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.902,Pass,,2020/2021
,,,,,,,,,,,,,,,0.793444,,,,,,,,,,,,,,94073ada-f082-4369-812d-ef3b6b75f66d,124,,"[61.2, 28.3]",3773403,2,,,,0.07736466,,Left Foot,,,"[74.1, 29.3]",,Ground Pass,,12.938702,,,,Antoine Griezmann,5487.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,7,Barcelona,217,['02217f0b-c676-4a03-87ee-3e3348946c9a'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:02:39.547,Pass,,2020/2021
,,,,,,,,,,,,,,,4.226286,,,,,,,,,,,,,,4c1bc033-4362-4753-836c-875d2e545ba1,126,,"[73.7, 29.9]",3773403,2,,,,1.5587124,,Right Foot,,,"[74.1, 63.0]",,High Pass,,33.102417,,,,Óscar Mingueza García,43728.0,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,7,Barcelona,217,['40f83ff4-41ab-4a38-b6dc-db2edd140d58'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:02:40.340,Pass,,2020/2021
,,,,,,,,,,,,,,,1.495966,,,,,,,,,,,,,,291a21f1-516e-4502-a123-c0ceb61d0f48,128,,"[74.9, 63.9]",3773403,2,,,,0.8179448,,Right Foot,,,"[85.3, 75.0]",,Low Pass,,15.210852,,,,Ousmane Dembélé,5477.0,,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,7,Barcelona,217,['2558a990-6320-4e65-8c0b-de2613ba3b81'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.567,Pass,,2020/2021
