50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1d1f7027-5cc4-4a32-9cf3-f9255d51a6f6,1,,,69291,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26753, 'name': 'Javier Varas Herrera'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 5248, 'name': 'José Martín Cáceres Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 4}, {'player': {'id': 6349, 'name': 'Federico Julián Fazio'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 2}, {'player': {'id': 6614, 'name': 'Alexis Ruano Delgado'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 6913, 'name': 'Fernando Navarro i Corbacho'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 5}, {'player': {'id': 26682, 'name': 'Alain Didier Zokora-Déguy'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 16453, 'name': 'Gary Alexis Medel Soto'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 24683, 'name': 'Diego Ángel Capel Trinidad'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 25}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 20542, 'name': 'Álvaro Negredo Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 18}]}",Sevilla,213,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,8abb3755-201d-4acc-81bf-8dfe0660c145,2,,,69291,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 12737, 'name': 'David Villa Sánchez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 7}]}",Barcelona,217,00:00:00.000,Starting XI,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,1b14bbf2-3a28-43e7-a55c-74cb63592a18,3,,,69291,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['00c2a22b-ea24-4cc3-afba-a18304604b3a'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,00c2a22b-ea24-4cc3-afba-a18304604b3a,4,,,69291,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Sevilla,213,['1b14bbf2-3a28-43e7-a55c-74cb63592a18'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,eb3a4a99-8012-4bdf-aa93-23f7a042ccb0,2060,,,69291,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Sevilla,213,['24705e07-53bf-4106-8288-dfdca0a25fb6'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,24705e07-53bf-4106-8288-dfdca0a25fb6,2061,,,69291,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,,,,94,Sevilla,213,['eb3a4a99-8012-4bdf-aa93-23f7a042ccb0'],0,,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.509786,,,,,,,,,,,,9361ef15-e956-4f18-ba9a-20d6d0b54102,5,,"[61.0, 41.0]",69291,0,,True,,,-1.5232133,,Right Foot,,,,"[61.1, 38.9]",,Ground Pass,,2.1023796,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,David Villa Sánchez,12737.0,Center Forward,2,Barcelona,217,['b66100ba-1a91-4dba-ac5e-cd033339b5d1'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.411,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,,,1.2831,,,,,,,,,,,,6dc7702d-dae1-407c-9b58-e65a7a3f3082,7,,"[61.8, 39.3]",69291,0,,,,,2.998951,,Left Foot,,,,"[43.0, 42.0]",,Ground Pass,,18.992893,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['4e1033ea-e329-49a9-be3b-567c658c6bb5'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.174,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,,,0.8033,,,,,,,,,,,,c966ae8f-c8a0-4173-a019-bee1e6727d9c,10,,"[43.2, 41.7]",69291,0,,,,,-1.0598468,,Right Foot,,,,"[50.6, 28.5]",,Ground Pass,,15.132746,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['2c90f8d4-070a-431a-ab5c-eddb02c911f0'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.538,Pass,,2010/2011
,,,,,,,,,,,,,,,,,,,,1.0665,,,,,,,,,,,,66d85d3d-65f6-465a-9486-ff4973e777e9,13,,"[50.6, 28.5]",69291,0,,,,,2.1808002,,Right Foot,,,,"[44.1, 37.8]",,Ground Pass,,11.346365,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['77afac13-8b26-4bf4-b7ec-c36901d1904a'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.381,Pass,,2010/2011
