bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.6652,,,,,,,,,,,,d006a170-a5a7-4bff-80f7-8ebd61cceb82,1298,,"[29.7, 50.3]",69312,27,,,,,0.0686749,,Right Foot,,,"[67.5, 52.9]",,Ground Pass,,37.889313,,,,Sergio García De La Fuente,6767.0,,,,,,1,From Free Kick,Jordi Amat Maas,6652.0,Right Center Back,64,Espanyol,214,['b4e6487a-7f9d-4674-b920-4a6567b11eed'],25,,,,,,,,,,,,,,,Espanyol,214,00:27:25.753,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.6564,,,,,,,,,,,,9018c6ed-1e23-4974-bd9e-373535bbbf02,1306,,"[63.6, 72.2]",69312,27,,,,,2.896614,,Left Foot,,,"[55.6, 74.2]",,Ground Pass,,8.246211,,,,Raúl Rodríguez Navarro,26667.0,,,,,,1,From Free Kick,Sergio García De La Fuente,6767.0,Center Forward,64,Espanyol,214,"['4466206a-8bd7-4100-b3c6-af333f84064f', 'ba64799a-1415-4a01-8f66-f344401bba9c']",31,,,,,,,,,,,,,,,Espanyol,214,00:27:31.657,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.3566,,,,,,,,,,,,271d7151-1921-4cd6-91d9-1c81f8ee491b,1309,,"[55.6, 74.2]",69312,27,,,,,-1.6614562,,Right Foot,,,"[53.5, 51.1]",,Ground Pass,,23.195257,,,,Juan Daniel Forlín,24744.0,,,,,,1,From Free Kick,Raúl Rodríguez Navarro,26667.0,Right Back,64,Espanyol,214,['feae23cc-9669-4b8a-8aa4-8a1185928ef3'],32,,,,,,,,,,,,,,,Espanyol,214,00:27:32.353,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.8408,,,,,,,,,,,,e0017c5a-6015-46d8-ba3e-5ea484b642fc,1312,,"[53.5, 51.2]",69312,27,,,,,-0.04576954,,Right Foot,,,"[66.6, 50.6]",,Ground Pass,,13.113733,,,,Joan Verdú Fernández,26211.0,,,,,,1,From Free Kick,Juan Daniel Forlín,24744.0,Left Defensive Midfield,64,Espanyol,214,['c62dece7-470b-4944-9a82-cd004b52eb81'],33,,,,,,,,,,,,,,,Espanyol,214,00:27:33.750,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.30074,,,,,,,,,,,,29831a7b-d04f-49f5-a024-6f2e84110de1,1320,,"[69.2, 25.3]",69312,27,,,,,0.64640385,,Right Foot,,,"[80.2, 33.6]",,Ground Pass,,13.780058,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,64,Espanyol,214,['b2c56ebe-192f-4162-9f8a-844e2864e9f4'],37,,,,,,,,,,,,,,,Barcelona,217,00:27:37.858,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.1537,,,,,,,,,,,,102cd89b-66fd-4509-8aa4-76ddfa0e5954,1327,,"[28.3, 22.5]",69312,27,,,,,-0.7823952,,Left Foot,,,"[45.0, 5.9]",,Ground Pass,,23.546762,,,,Vladimír Weiss,10922.0,,,,,,1,From Free Kick,Jordi Amat Maas,6652.0,Right Center Back,64,Espanyol,214,['c0951005-1341-4299-b16b-0bbe00320531'],45,,,,,,,,,,,,,,,Espanyol,214,00:27:45.197,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.90395,,,,,,,,,,,,fb924889-4c1e-4904-ad37-ef36a5580769,1337,,"[81.1, 71.7]",69312,27,,,,,3.069645,,Right Foot,,,"[70.0, 72.5]",,Ground Pass,,11.128792,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,65,Barcelona,217,['8800fcfb-e346-497a-8d9d-8ed68c869d70'],52,,,,,,,,,,,,,,,Barcelona,217,00:27:52.309,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.608572,,,,,,,,,,,,859944cf-6c6a-4701-b5c5-22e59d5a4fd8,1340,,"[70.5, 72.5]",69312,27,,,,,-1.4193337,,Right Foot,,,"[73.4, 53.5]",,Ground Pass,,19.220041,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,65,Barcelona,217,['7dd1488a-2624-4730-a4f2-c832a9d99b40'],54,,,,,,,,,,,,,,,Barcelona,217,00:27:54.145,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.500247,,,,,,,,,,,,5e72b7c1-03c6-4128-8bfa-cfc1645a3c57,1344,,"[79.6, 48.6]",69312,27,,,,,-1.2689546,,Right Foot,,,"[88.1, 21.3]",,Low Pass,,28.592657,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,65,Barcelona,217,['c76bfd65-a917-4b9e-8426-854b20568aaf'],56,,,,,,,,,,,,,,,Barcelona,217,00:27:56.930,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.488536,,,,,,,,,,,,41d84b93-3dee-4c48-97e4-e22776105061,1347,,"[97.3, 22.8]",69312,27,,,,,0.32426944,f38bd4a0-4319-410a-a893-ed43f233e689,Right Foot,,,"[109.2, 26.8]",,Ground Pass,,12.554282,,,,Andrés Iniesta Luján,5216.0,True,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,65,Barcelona,217,['f8c9e263-4e45-4ec8-9fda-ed9fb5de0369'],59,,,,,,,,,,,,,,,Barcelona,217,00:27:59.882,Pass,,2011/2012
,,,,,,,,,,,,,,,,4.5755,,,,,,,,,,,,8a46db72-ad98-474b-b292-70953706595c,1351,,"[11.2, 42.6]",69312,28,,,,,-0.2042389,,Right Foot,,,"[56.1, 33.3]",,High Pass,,45.853027,,,,Christian Koffi Romaric N''Dri,26480.0,,,,,,1,From Keeper,Cristian Darío Álvarez,24040.0,Goalkeeper,67,Espanyol,214,['ff168d48-9d8c-46cc-a53c-259a3324669b'],17,,,,,,,,,,,,,,,Espanyol,214,00:28:17.388,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.2186,,,,,,,,,,,,3e9176ec-484f-4494-8cfb-35af916aa99a,1353,,"[55.0, 33.3]",69312,28,,,,,1.4144735,,Head,,,"[57.9, 51.7]",,High Pass,,18.62713,,,,Sergio García De La Fuente,6767.0,,,,,,1,Regular Play,Christian Koffi Romaric N''Dri,26480.0,Right Defensive Midfield,68,Espanyol,214,['6f0da28a-2fdc-4909-a774-ba8a916c92d0'],22,,,,,,,,,,,,,,,Espanyol,214,00:28:22.003,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.9953,,,,,,,,,,,,42932474-1e48-451b-9b6b-22cdb5dc5baf,1356,,"[56.5, 52.0]",69312,28,,,,True,-0.1638082,,,,,"[68.6, 50.0]",,Low Pass,,12.264175,,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,Regular Play,Sergio García De La Fuente,6767.0,Center Forward,69,Espanyol,214,"['520722bf-7c37-404b-8f98-573021e910fe', '7e473b37-beca-44ee-8069-e8dcb2788464']",24,,,,,,,,,,,,,,,Espanyol,214,00:28:24.262,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.4317,,,,,,,,,,,,b2d0f8fd-bf64-4033-bcd0-cf2da4d30c1f,1359,,"[68.1, 50.3]",69312,28,,,,,1.5707964,,Left Foot,,,"[68.1, 59.4]",,Ground Pass,,9.1,,,,Joan Verdú Fernández,26211.0,,,,,,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Right Wing,70,Espanyol,214,['2212de0f-d849-4878-a85d-55063f68f325'],25,,,,,,,,,,,,,,,Espanyol,214,00:28:25.389,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.7808,,,,,,,,,,,,7c63593d-0273-438a-9379-09fc44cf9f9f,1363,,"[72.1, 71.0]",69312,28,,,,,-0.14373867,,Right Foot,,,"[94.9, 67.7]",,Ground Pass,,23.037579,,,,Thievy Guivane Bifouma Koulossa,26775.0,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Center Attacking Midfield,71,Espanyol,214,['9d961b8c-1cb1-4223-be58-d9f0d962aa3b'],29,,,,,,,,,,,,,,,Espanyol,214,00:28:29.042,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.0996,,,,,,,,,,,,df97ce99-4caa-4130-86f1-90150bdfbae0,1367,,"[96.2, 72.5]",69312,28,,,,,-3.0671961,,Right Foot,,,"[80.1, 71.3]",,Ground Pass,,16.144659,,,,Joan Verdú Fernández,26211.0,,,,,,1,Regular Play,Thievy Guivane Bifouma Koulossa,26775.0,Right Wing,72,Espanyol,214,"['1bdfff5d-6f42-46a4-a779-36e5f0c4924c', 'b9fb516e-d442-4787-b366-83a6a8a58975']",34,,,,,,,,,,,,,,,Espanyol,214,00:28:34.548,Pass,True,2011/2012
,,,,,,,,,,,,,,,,1.1315,,,,,,,,,,,,09d0c0a9-5870-49b6-9586-4ab375b39497,1370,,"[81.4, 68.0]",69312,28,,,,,-0.5441578,,Right Foot,,,"[97.1, 58.5]",,Low Pass,,18.350477,,Incomplete,,Vladimír Weiss,10922.0,,,,,,1,Regular Play,Joan Verdú Fernández,26211.0,Center Attacking Midfield,73,Espanyol,214,"['0b7fc9ea-cb37-4cc2-9a44-bd0be3e25c53', 'a50dadde-1f48-4aeb-950d-b06c87ec7612']",36,,,,,,,,,,,,,,,Espanyol,214,00:28:36.427,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.4336,,,,,,,,,,,,ea89a13f-96e0-43ef-9a53-7cf6667565b1,1375,,"[30.7, 39.0]",69312,28,,,,,-1.5643448,,Right Foot,,,"[30.8, 23.5]",,Low Pass,,15.500322,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,73,Espanyol,214,"['5dbcc666-773f-4ede-a586-71b339e6da4b', '76f03c1e-cc2c-4a2d-af6b-fdcaafb748b1', 'e07f376c-e10f-4424-b3b2-657812063ae2']",39,,,,,,,,,,,,,,,Barcelona,217,00:28:39.946,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.2161,,,,,,,,,,,,e46f71c1-a494-4606-88a1-290a0233124c,1384,,"[79.2, 54.9]",69312,28,,,,,0.7140907,,Left Foot,,,"[94.2, 67.9]",,Ground Pass,,19.849434,,,,Sergio García De La Fuente,6767.0,,,,,,1,Regular Play,Juan Daniel Forlín,24744.0,Left Defensive Midfield,73,Espanyol,214,['fbca5cd8-6059-439c-a306-39bd8901bdf1'],44,,,,,,,,,,,,,,,Espanyol,214,00:28:44.077,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.9886,,,,,,,,,,,,b4d6f571-d886-4597-bf9b-c777fc60b2a8,1391,,"[11.2, 17.7]",69312,28,,,,,-1.1132277,,Right Foot,,,"[17.7, 4.5]",,Ground Pass,,14.713599,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,74,Barcelona,217,['2683f0b8-6bca-4b81-91de-ea1aaf1bdf86'],50,,,,,,,,,,,,,,,Barcelona,217,00:28:50.848,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.605663,,,,,,,,,,,,d6552e78-a4c5-4fa4-a05d-14b59dc32bab,1394,,"[18.7, 4.8]",69312,28,,,,,1.1150225,,Right Foot,,,"[26.2, 20.1]",,Ground Pass,,17.039366,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,74,Barcelona,217,['85dd5179-311e-4a4c-8eec-9e48981bb5bc'],52,,,,,,,,,,,,,,,Barcelona,217,00:28:52.949,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.932485,,,,,,,,,,,,ad3ec584-c5b1-48a7-aae8-4dd37d03a273,1397,,"[27.3, 20.1]",69312,28,,,,,-1.5707964,,Right Foot,,,"[27.3, 5.4]",,Ground Pass,,14.7,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,74,Barcelona,217,['af661885-8640-450c-a5e2-0575260d4739'],53,,,,,,,,,,,,,,,Barcelona,217,00:28:53.634,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.494034,,,,,,,,,,,,d7454a64-985d-4d0f-9f7e-7bd2c97e7091,1401,,"[26.4, 5.6]",69312,28,,,,,0.0,,Right Foot,,,"[43.8, 5.6]",,Ground Pass,,17.4,,Unknown,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,74,Barcelona,217,['30b73623-fa48-4a07-accf-60295a693045'],55,,,,,,,,,,,,,,,Barcelona,217,00:28:55.800,Pass,True,2011/2012
,,,,,,,,,,,,,,,,3.314,,,,,,,,,,,,23404a37-313d-4af0-97fd-86a0c4816833,1404,,"[47.7, 6.6]",69312,29,,True,,,2.234078,,Right Foot,,,"[28.4, 31.3]",,Ground Pass,,31.346132,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Wing,75,Barcelona,217,['e60e54c3-e446-4e54-9b63-fc82c8b128b7'],11,,,,,,,,,,,,,,,Barcelona,217,00:29:11.668,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.311498,,,,,,,,,,,,54085b1a-82e3-4abe-b9c4-682603bd4047,1406,,"[31.9, 33.0]",69312,29,,,,,1.2201195,,Right Foot,,,"[47.3, 75.1]",,Low Pass,,44.828228,,,,Xavier Hernández Creus,20131.0,,True,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,75,Barcelona,217,['54e5c98c-eb99-4577-abc9-3932ea50dc4e'],17,,,,,,,,,,,,,,,Barcelona,217,00:29:17.638,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.7573,,,,,,,,,,,,21891b50-445b-4bdd-ae57-eba2f07c0668,1409,,"[47.3, 75.1]",69312,29,,,,,-2.0505717,,Right Foot,,,"[40.9, 62.8]",,Ground Pass,,13.865424,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,75,Barcelona,217,['210c92ee-a078-43fc-8091-210c57d78257'],23,,,,,,,,,,,,,,,Barcelona,217,00:29:23.364,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.867613,,,,,,,,,,,,1671b19b-a779-49b1-83d8-76a254d2bca8,1412,,"[42.9, 60.8]",69312,29,,,,,-1.7654818,,Right Foot,,,"[38.7, 39.5]",,Ground Pass,,21.710136,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,75,Barcelona,217,['311d7d62-8c2c-45b5-9cc5-e36e8fdfbb82'],26,,,,,,,,,,,,,,,Barcelona,217,00:29:26.210,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.439816,,,,,,,,,,,,70207cb0-16a0-459c-9fd9-958149aeecef,1416,,"[57.2, 34.9]",69312,29,,,,,-1.5616641,,Right Foot,,,"[57.4, 13.0]",,Ground Pass,,21.900913,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,75,Barcelona,217,"['c7fa152e-7b94-439e-b340-be141e36694a', 'f1a6d3bb-3162-42f7-8db9-d54e04187a5c']",31,,,,,,,,,,,,,,,Barcelona,217,00:29:31.174,Pass,True,2011/2012
,,,,,,,,,,,,,,,,0.893581,,,,,,,,,,,,09f36319-3ccd-4bb3-883a-2dedaac71fe1,1419,,"[62.8, 13.9]",69312,29,,,,,0.27475044,,Left Foot,,,"[77.7, 18.1]",,Ground Pass,,15.480633,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,75,Barcelona,217,['7816d32c-c7d0-49ea-8273-8903e2125749'],33,,,,,,,,,,,,,,,Barcelona,217,00:29:33.396,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.481319,,,,,,,,,,,,34888422-04f2-48f7-a939-20f09edab7ef,1422,,"[79.1, 11.3]",69312,29,,,,,-0.14281197,,Left Foot,,,"[94.4, 9.1]",,Ground Pass,,15.45736,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,75,Barcelona,217,['44ba678b-1c2d-4fba-bdf9-44df94a2d1dd'],36,,,,,,,,,,,,,,,Barcelona,217,00:29:36.661,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.139533,,,,,,,,,,,,a422fdfe-bed3-447f-a558-eba7543ba009,1425,,"[93.5, 9.4]",69312,29,,,,,1.929567,,Left Foot,,,"[88.7, 22.2]",,Ground Pass,,13.670406,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Left Wing,75,Barcelona,217,['7ecce2fb-62d0-4949-af0e-b7546ae27948'],37,,,,,,,,,,,,,,,Barcelona,217,00:29:37.342,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.230393,,,,,,,,,,,,365deb9f-55a9-4d5d-9990-c38316e6ddd7,1428,,"[87.9, 21.6]",69312,29,,,,,-0.7628456,,Right Foot,,,"[101.5, 8.6]",,Ground Pass,,18.813826,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,75,Barcelona,217,['b4c2d2d5-7645-475f-aaf6-64aaf24647be'],38,,,,,,,,,,,,,,,Barcelona,217,00:29:38.770,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.222598,,,,,,,,,,,,2f5aeb58-522b-4af1-9a5c-2b8d0578af16,1431,,"[102.4, 6.6]",69312,29,,,,,1.8372207,,Left Foot,,,"[89.0, 55.7]",,Ground Pass,,50.89568,,,,Andrés Iniesta Luján,5216.0,,True,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,75,Barcelona,217,['6b7b28f8-6e17-4194-b38a-74d314a1e850'],41,,,,,,,,,,,,,,,Barcelona,217,00:29:41.031,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.60711,,,,,,,,,,,,8b48e695-ed98-4b08-af0a-ef0fac096fd5,1434,,"[94.7, 47.4]",69312,29,,,,,-0.47977525,,Right Foot,,,"[107.0, 41.0]",,Ground Pass,,13.865424,,Pass Offside,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,75,Barcelona,217,['d2be3a3b-cae5-46e2-a9f1-d3b9de65b943'],45,,,,,,,,,,,,,,,Barcelona,217,00:29:45.102,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.487613,,,,,,,,,,,,6b6efd95-f9cc-472b-b77e-0bf4691f8058,1436,,"[16.0, 39.7]",69312,30,,,,,-1.2299585,,Right Foot,,,"[23.2, 19.4]",,Ground Pass,,21.539034,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,Free Kick,1,From Free Kick,Cristian Darío Álvarez,24040.0,Goalkeeper,76,Espanyol,214,['b6e91795-2f3f-460a-b208-ac9ef34c7851'],11,,,,,,,,,,,,,,,Espanyol,214,00:30:11.444,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.0057,,,,,,,,,,,,4d4fb079-74e3-455e-a96d-a57f35786538,1440,,"[23.4, 18.8]",69312,30,,,,,2.2068717,,Left Foot,,,"[9.0, 38.3]",,Ground Pass,,24.24067,,,,Cristian Darío Álvarez,24040.0,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,76,Espanyol,214,"['0de7fe0e-f9f9-40a9-9489-137be05595cd', 'ab3d444f-0bff-49f0-ad50-0740aded29d5']",14,,,,,,,,,,,,,,,Espanyol,214,00:30:14.930,Pass,True,2011/2012
,,,,,,,,,,,,,,,,2.0053,,,,,,,,,,,,544b33d3-c8dd-4d6d-98ba-809da8010aae,1443,,"[10.1, 40.0]",69312,30,,,,,-0.6043055,,Right Foot,,,"[31.1, 25.5]",,Ground Pass,,25.5196,,,,Juan Daniel Forlín,24744.0,,,,,,1,From Free Kick,Cristian Darío Álvarez,24040.0,Goalkeeper,76,Espanyol,214,['891da444-7912-4825-a172-fa242ce82e1b'],17,,,,,,,,,,,,,,,Espanyol,214,00:30:17.578,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.3273,,,,,,,,,,,,b273845d-33c2-48f2-bf35-6437fc171160,1446,,"[31.1, 25.5]",69312,30,,,,,-1.8497596,,Left Foot,,,"[25.4, 5.6]",,Ground Pass,,20.700241,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,From Free Kick,Juan Daniel Forlín,24744.0,Left Defensive Midfield,76,Espanyol,214,['fc372069-890d-4875-9a7f-42ac129ac5c4'],20,,,,,,,,,,,,,,,Espanyol,214,00:30:20.197,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.9173,,,,,,,,,,,,c887bf8c-b20c-4795-8889-b92b91996432,1449,,"[25.4, 5.9]",69312,30,,,,,-0.031815056,,Left Foot,,,"[85.1, 4.0]",,High Pass,,59.73023,,,,Sergio García De La Fuente,6767.0,,,,,,1,From Free Kick,Héctor Alfredo Moreno Herrera,5573.0,Left Center Back,76,Espanyol,214,['f5533b62-c0c0-499c-8837-455d344e9e1d'],23,,,,,,,,,,,,,,,Espanyol,214,00:30:23.652,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.285342,,,,,,,,,,,,c2a5fcad-e226-4b6b-9b42-e28947b8ee80,1457,,"[3.8, 66.0]",69312,30,,,,,1.1830262,,Right Foot,,,"[9.6, 80.2]",,Ground Pass,,15.33884,,Out,,,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,76,Espanyol,214,,32,,,,,,,,,,,,,,,Barcelona,217,00:30:32.356,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.2663,,,,,,,,,,,,bf2fd02b-663c-47e1-afee-c9c2f4653f0c,1458,,"[108.5, 1.0]",69312,30,,,,,2.896614,,,,,"[96.5, 4.0]",,Low Pass,,12.369317,,,,Dídac Vilá Rosselló,6886.0,,,,,Throw-in,1,From Throw In,Sergio García De La Fuente,6767.0,Center Forward,77,Espanyol,214,['c789a8d6-88ac-499f-9bcb-ab070ec29241'],37,,,,,,,,,,,,,,,Espanyol,214,00:30:37.921,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.1908,,,,,,,,,,,,927a7350-24e0-47c1-8b47-16999934a216,1464,,"[97.4, 1.0]",69312,30,,,,,1.5182133,,,,,"[98.2, 16.2]",,High Pass,,15.221038,,,,Christian Koffi Romaric N''Dri,26480.0,,,,,Throw-in,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,78,Espanyol,214,['1b6e6834-a6d6-4b75-b7b8-ae7287f9098b'],45,,,,,,,,,,,,,,,Espanyol,214,00:30:45.819,Pass,,2011/2012
,,,,,,,,,,,,,,,,0.890176,,,,,,,,,,,,d47456b4-7a4a-495d-851a-8b938dc56b87,1471,,"[16.0, 67.1]",69312,30,,,,,1.111554,,Right Foot,,,"[20.5, 76.2]",,Ground Pass,,10.151847,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,79,Barcelona,217,['38bad465-626e-452b-bf3f-1fcbf69b1302'],52,,,,,,,,,,,,,,,Barcelona,217,00:30:52.077,Pass,,2011/2012
,,,,,,,,,,,,,,,,3.085348,,,,,,,,,,,,7f32bf8d-4545-4062-b1ae-81ac5eebf671,1475,,"[23.1, 76.8]",69312,30,,,,,-1.2094394,,Right Foot,,,"[32.7, 51.4]",,Ground Pass,,27.153637,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,79,Barcelona,217,['eadbac8c-6e47-4c0b-ae95-21aa6ba21095'],54,,,,,,,,,,,,,,,Barcelona,217,00:30:54.231,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.507558,,,,,,,,,,,,21bcfeae-6a09-46ec-8f5b-cf6d8974a473,1478,,"[39.2, 42.9]",69312,30,,,,,-0.9106137,,Right Foot,,,"[64.2, 10.7]",,Ground Pass,,40.76567,,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Wing,79,Barcelona,217,['b11aa82a-5a76-4390-a4c5-a674931e9fb8'],58,,,,,,,,,,,,,,,Barcelona,217,00:30:58.010,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.537264,,,,,,,,,,,,3a1e516a-3110-4f5a-8003-1d2beeb7aa79,1481,,"[83.4, 21.9]",69312,31,,,,,0.02371097,,Right Foot,,,"[108.7, 22.5]",,Ground Pass,,25.307114,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,79,Barcelona,217,['e92b39f0-f86c-4dac-a6fb-ad8226305c2a'],5,,,,,,,,,,,,,,,Barcelona,217,00:31:05.226,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.993277,,,,,,,,,,,,d73feefa-8092-4243-9a1f-7a227db93806,1488,,"[93.2, 19.1]",69312,31,,,,,3.063439,,Left Foot,,,"[76.6, 20.4]",,Ground Pass,,16.650826,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,79,Barcelona,217,['a6cbf935-11e0-444a-a26e-8910027580bb'],10,,,,,,,,,,,,,,,Barcelona,217,00:31:10.089,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.556076,,,,,,,,,,,,822bdb7d-3869-43c3-8071-17274fa56d8e,1491,,"[77.0, 20.4]",69312,31,,,,,1.6465133,,Right Foot,,,"[75.9, 34.9]",,Ground Pass,,14.541664,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,79,Barcelona,217,['24aa5430-8f87-4c99-a6da-6998f2d752a0'],12,,,,,,,,,,,,,,,Barcelona,217,00:31:12.606,Pass,,2011/2012
