ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.075666,,,,,,,,,,,,,,5b59f62c-8a37-46f4-a3a1-e01967c39163,675,,"[96.2, 53.7]",68313,19,,,,,-0.010869137,,Right Foot,,,,"[114.6, 53.5]",,Ground Pass,,18.401087,,,,Pierre Achille Webó Kouamo,25876.0,,,,,,1,From Throw In,Valmiro Lópes Rocha,25872.0,Center Attacking Midfield,49,Osasuna,422,['0d487ac5-20e2-4923-bdd0-390d73e784e6'],27,,,,,,,,,,,,,,,,,Osasuna,422,00:19:27.594,Pass,,2004/2005
,,,,,,,,,,,,,,,0.636838,,,,,,,,,,,,,,7ad11589-5e36-421f-aa32-b1491279834d,679,,"[114.8, 54.4]",68313,19,,,,,-1.3785114,,Right Foot,True,,,"[117.0, 43.1]",,Ground Pass,,11.512168,,Incomplete,,Mohamed El Yaagoubi,25864.0,,,,,,1,From Throw In,Pierre Achille Webó Kouamo,25876.0,Center Forward,49,Osasuna,422,"['9837f806-0199-4583-93c8-aeb9400359a5', 'd8f8f30b-d543-4448-8f81-815c66d2e01a', 'e61b60de-a3cc-473f-bb28-6d4cda1df990']",29,,,,,,,,,,,,,,,,,Osasuna,422,00:19:29.757,Pass,True,2004/2005
,,,,,,,,,,,,,,,1.966141,,,,,,,,,,,,,,1442b53a-e903-4f56-a181-13c2a1f72c00,683,,"[9.3, 44.4]",68313,19,,,,,0.5667292,,Keeper Arm,,,,"[31.3, 58.4]",,High Pass,,26.076809,,,,Ludovic Giuly,25878.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,50,Barcelona,217,['75fc9d56-70dd-4d2a-8e5d-c07dbf17c6af'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:19:33.508,Pass,,2004/2005
,,,,,,,,,,,,,,,1.013892,,,,,,,,,,,,,,f39f84d9-6f02-46da-a254-d67a50e38643,686,,"[34.0, 61.7]",68313,19,,,,,-1.4323436,,Right Foot,,,,"[35.7, 49.5]",,Ground Pass,,12.317873,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Keeper,Ludovic Giuly,25878.0,Right Wing,50,Barcelona,217,['2402991f-d019-4959-b1a7-c3b1f87766cd'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:19:36.060,Pass,,2004/2005
,,,,,,,,,,,,,,,0.983352,,,,,,,,,,,,,,ef6cc15c-7994-4218-b908-726b5a2b1f74,692,,"[39.5, 56.7]",68313,19,,,,,1.3787483,,Right Foot,,,,"[40.2, 60.3]",,Ground Pass,,3.6674242,,,,Ludovic Giuly,25878.0,,,,,,1,From Keeper,Anderson Luís de Souza,19757.0,Left Center Midfield,50,Barcelona,217,['0e4b0213-2937-4f67-ba33-ee5ab7c3413c'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:19:38.436,Pass,,2004/2005
,,,,,,,,,,,,,,,1.73632,,,,,,,,,,,,,,971931a2-e1bd-4dbb-b5cc-e747783d7a98,695,,"[40.2, 60.3]",68313,19,,,,,-0.7208115,,Right Foot,,,,"[50.9, 50.9]",,Ground Pass,,14.242542,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Keeper,Ludovic Giuly,25878.0,Right Wing,50,Barcelona,217,['f4fe3ae6-7f3e-4610-9e9a-3b137b545e11'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:19:39.460,Pass,,2004/2005
,,,,,,,,,,,,,,,1.927529,,,,,,,,,,,,,,61da69a6-63d7-42c7-9b59-2eb0c027e296,701,,"[55.4, 39.6]",68313,20,,,,,-1.9917146,,Right Foot,,,,"[47.7, 22.4]",,Ground Pass,,18.844893,,,,Oleguer Presas Renom,25873.0,,,,,Free Kick,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,51,Barcelona,217,['d8acc504-eafb-4160-89de-0c9e9f6bedce'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:20:23.307,Pass,,2004/2005
,,,,,,,,,,,,,,,1.537364,,,,,,,,,,,,,,904e1796-a92e-4836-9cee-6246ae35481c,704,,"[47.2, 22.4]",68313,20,,,,,1.581969,,Left Foot,,,,"[47.0, 40.3]",,Ground Pass,,17.901117,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Right Center Back,51,Barcelona,217,['c2c25f3a-bcae-4d65-bf83-1853cb53a780'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:20:25.802,Pass,,2004/2005
,,,,,,,,,,,,,,,1.714505,,,,,,,,,,,,,,50e82768-8294-4056-8287-ac0c1298dab0,707,,"[51.8, 40.1]",68313,20,,,,,-0.7278078,,Right Foot,,,,"[78.4, 16.4]",,High Pass,,35.626534,,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,51,Barcelona,217,"['8d0a8022-82cf-4486-9682-4e4cebe10671', 'df9f322f-1bb2-4f8a-8b14-e4968aa047ef']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:20:28.297,Pass,,2004/2005
,,,,,,,,,,,,,,,0.611808,,,,,,,,,,,,,,cade0084-d76c-4800-8c13-a0367bb15c8d,713,,"[66.7, 41.0]",68313,20,,,,,-0.5070985,,Right Foot,,,,"[68.5, 40.0]",,Ground Pass,,2.0591261,,Incomplete,,,,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,52,Osasuna,422,['eab7a9b1-4fd6-4f09-acc2-e54404b8454b'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:20:34.365,Pass,,2004/2005
,,,,,,,,,,,,,,,2.7629,,,,,,,,,,,,,,98e11442-dba8-43f4-a22b-04cebb376c15,715,,"[47.2, 18.5]",68313,20,,,,,2.0560691,,Head,,,,"[30.8, 49.6]",,High Pass,,35.15921,,,,César Cruchaga Lasa,25867.0,,,,,Recovery,1,Regular Play,Mohamed El Yaagoubi,25864.0,Left Wing,52,Osasuna,422,['1f2f9be1-fee1-4d34-b2fe-6d3f58230ae9'],36,,,,,,,,,,,,,,,,,Osasuna,422,00:20:36.547,Pass,,2004/2005
,,,,,,,,,,,,,,,3.1302,,,,,,,,,,,,,,b9d726dc-7f21-46ce-8b3f-a81e4e065cf7,717,,"[30.8, 49.9]",68313,20,,,,,0.09732468,,Right Foot,,,,"[64.6, 53.2]",,High Pass,,33.960712,,,,Pierre Achille Webó Kouamo,25876.0,,,,,,1,Regular Play,César Cruchaga Lasa,25867.0,Right Center Back,52,Osasuna,422,['9b4489a1-4699-44af-b43f-edb7798453fb'],39,,,,,,,,,,,,,,,,,Osasuna,422,00:20:39.310,Pass,,2004/2005
,,,,,,,,,,,,,,,1.744519,,,,,,,,,,,,,,6f21961d-2c88-41d1-a0d1-c4c667f362fc,721,,"[48.4, 46.2]",68313,20,,,,,-0.43501583,,Head,,,,"[65.4, 38.3]",,Low Pass,,18.745934,,Incomplete,,Pierre Achille Webó Kouamo,25876.0,,,,,Recovery,1,Regular Play,Francisco Puñal Martínez,25874.0,Right Defensive Midfield,52,Osasuna,422,"['453127df-4b9b-4998-a2bc-12f0e460d5de', 'b47b8cef-164a-404b-9807-3c23c2b0507d']",44,,,,,,,,,,,,,,,,,Osasuna,422,00:20:44.233,Pass,,2004/2005
,,,,,,,,,,,,,,,2.916709,,,,,,,,,,,,,,285652ce-50c5-4ebc-8693-835d11cd9477,729,,"[88.7, 32.1]",68313,20,,,,,-0.7685458,,Right Foot,,,,"[106.8, 14.6]",,Ground Pass,,25.176577,,,,Mohamed El Yaagoubi,25864.0,,,,,,1,Regular Play,Valmiro Lópes Rocha,25872.0,Center Attacking Midfield,52,Osasuna,422,['6adfa36d-e7c1-45f6-ad0f-b3186a3391e8'],52,,,,,,,,,,,,,,,,,Osasuna,422,00:20:52.372,Pass,,2004/2005
,,,,,,,,,,,,,,,2.270196,,,,,,,,,,,,,,6ecbbc31-d3e1-48b3-bf13-31bb224b9d44,732,,"[118.0, 14.2]",68313,20,,,,,1.5499177,,Left Foot,True,,,"[118.9, 57.3]",,High Pass,,43.109394,,,,Pierre Achille Webó Kouamo,25876.0,,True,,,,1,Regular Play,Mohamed El Yaagoubi,25864.0,Left Wing,52,Osasuna,422,['83c2c9b3-3d57-4ec8-a7f8-0f73c8cec8ce'],56,,,,,,,,,,,,,,,,,Osasuna,422,00:20:56.205,Pass,,2004/2005
,,,,,,,,,,,,,,,1.157811,,,,,,,,,,,,,,fd4113a1-8845-4f05-88a9-99a19346e9b6,734,,"[118.9, 57.3]",68313,20,,,,,-2.570666,76616a9e-7c76-44b0-b926-c93ccda900fd,Head,True,True,,"[106.6, 49.4]",,Low Pass,,14.618482,,,,David López Moreno,25869.0,True,,,,,1,Regular Play,Pierre Achille Webó Kouamo,25876.0,Center Forward,52,Osasuna,422,['d8ef49d9-2a1d-48c0-b188-46a16aa8c015'],58,,,,,,,,,,,,,,,,,Osasuna,422,00:20:58.475,Pass,,2004/2005
,,,,,,,,,,,,,,,1.214631,,,,,,,,,,,,,,b9443cad-8f91-4941-b963-ef69feca55a2,742,,"[120.0, 80.0]",68313,21,,,,,-1.831848,,Right Foot,,,,"[112.6, 52.3]",,Ground Pass,,28.671413,,Incomplete,,,,,,,,Corner,1,From Corner,Valmiro Lópes Rocha,25872.0,Center Attacking Midfield,53,Osasuna,422,['7e337661-8207-4509-9ee4-1d6c23f8268f'],33,,,,,,,,,,,,,,,,,Osasuna,422,00:21:33.441,Pass,,2004/2005
,,,,,,,,,,,,,,,0.824329,,,,,,,,,,,,,,abb1b149-c6b6-4c17-b6e8-ebf50a9269cd,744,,"[38.0, 58.8]",68313,21,,,,,-2.7536926,,Right Foot,,,,"[28.7, 55.0]",,Ground Pass,,10.046392,,,,Anderson Luís de Souza,19757.0,,,,,Recovery,1,Regular Play,Ludovic Giuly,25878.0,Right Wing,54,Barcelona,217,['e8160e67-48b6-470d-9c8b-e00668473b11'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:21:38.508,Pass,,2004/2005
,,,,,,,,,,,,,,,1.655985,,,,,,,,,,,,,,eb01f2dd-80b0-4386-b695-02c09512c9ef,747,,"[28.7, 55.0]",68313,21,,,,,0.009146087,,Right Foot,,,,"[61.5, 55.3]",,High Pass,,32.801373,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,54,Barcelona,217,['d85025cf-7101-4e8f-a321-c1851785835c'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:21:39.388,Pass,,2004/2005
,,,,,,,,,,,,,,,0.755751,,,,,,,,,,,,,,ff79680d-c33b-45a5-9e65-03a0f30533d7,754,,"[63.0, 16.1]",68313,21,,,,,-0.084702514,,Left Foot,,,,"[73.6, 15.2]",,Ground Pass,,10.638139,,,,Mohamed El Yaagoubi,25864.0,,,,,,1,Regular Play,José Romero Urtasun,25865.0,Left Center Back,54,Barcelona,217,['542e201c-ecea-42bd-9510-a1fd076625fc'],43,,,,,,,,,,,,,,,,,Osasuna,422,00:21:43.714,Pass,,2004/2005
,,,,,,,,,,,,,,,1.663606,,,,,,,,,,,,,,d2684709-1800-4ccb-912e-cd4e8fe6faa4,761,,"[39.7, 74.8]",68313,21,,,,,-2.5138495,,Right Foot,,,,"[28.4, 66.6]",,Ground Pass,,13.961734,,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,54,Barcelona,217,"['52ebd7fa-b13d-4b0c-8834-a04448a3cf82', '756d200a-e9a3-464d-9844-75d8ee1b75c0']",48,,,,,,,,,,,,,,,,,Barcelona,217,00:21:48.403,Pass,True,2004/2005
,,,,,,,,,,,,,,,2.60236,,,,,,,,,,,,,,58874498-a3b6-4a71-8728-deabe423b4ca,764,,"[35.9, 67.3]",68313,21,,,,,-1.7776059,,Right Foot,,,,"[28.2, 30.6]",,Ground Pass,,37.499065,,,,Oleguer Presas Renom,25873.0,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,54,Barcelona,217,['5b40e7d6-8d64-4ba2-92c0-84891dc3ab31'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:21:51.401,Pass,,2004/2005
,,,,,,,,,,,,,,,1.930483,,,,,,,,,,,,,,f054a3a4-9d71-48bf-b93d-05c9d9b0c1a5,767,,"[33.0, 26.8]",68313,21,,,,,-0.85138154,,Right Foot,,,,"[43.6, 14.7]",,Ground Pass,,16.08633,,,,Giovanni van Bronckhorst,17797.0,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Center Back,54,Barcelona,217,['466edc1f-bcee-430d-9886-31121a4e6620'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:21:55.196,Pass,,2004/2005
,,,,,,,,,,,,,,,0.703998,,,,,,,,,,,,,,f503b364-8d22-4d4f-b42f-15a905d9a645,770,,"[46.7, 10.1]",68313,21,,,,,-0.6584254,,Left Foot,,,,"[52.0, 6.0]",,Ground Pass,,6.700746,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,54,Barcelona,217,['5c882286-bbf9-4cf6-b1ec-5a259b89cbc3'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:21:58.380,Pass,,2004/2005
,,,,,,,,,,,,,,,4.815712,,,,,,,,,,,,,,2595a5b7-45dc-47fa-a3ab-505ee9f6adbe,775,,"[47.9, 39.6]",68313,22,,,,,0.44113588,,Right Foot,,,,"[100.0, 64.2]",,High Pass,,57.61571,,Pass Offside,,Ludovic Giuly,25878.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,54,Barcelona,217,['4f8e829a-e97d-4859-8618-ea31e7484159'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:22:06.723,Pass,,2004/2005
,,,,,,,,,,,,,,,2.683863,,,,,,,,,,,,,,5b74c6c8-1f51-4401-94bd-4c8f094a2604,777,,"[37.8, 12.7]",68313,22,,,,,0.17747788,,Right Foot,,,,"[100.8, 24.0]",,High Pass,,64.005394,,Incomplete,,,,,,,,Free Kick,1,From Free Kick,José Romero Urtasun,25865.0,Left Center Back,55,Osasuna,422,['c5ebb4ca-6b93-4f5e-bf38-6608a18da839'],52,,,,,,,,,,,,,,,,,Osasuna,422,00:22:52.717,Pass,,2004/2005
,,,,,,,,,,,,,,,1.82426,,,,,,,,,,,,,,4dfd5265-f9b1-4045-9be0-9772aa3629e8,779,,"[115.3, 1.0]",68313,23,,,,,1.5419027,,,,,,"[115.8, 18.3]",,Low Pass,,17.307224,,Incomplete,,,,,,,,Throw-in,1,From Throw In,Enrique Corrales Martín,25860.0,Left Back,56,Osasuna,422,['9bac7cd3-5f3e-4be8-bd35-34584c02a5b6'],8,,,,,,,,,,,,,,,,,Osasuna,422,00:23:08.574,Pass,,2004/2005
,,,,,,,,,,,,,,,1.039416,,,,,,,,,,,,,,9bac7cd3-5f3e-4be8-bd35-34584c02a5b6,780,,"[5.2, 62.7]",68313,23,,,,,1.0963964,,Head,,,,"[7.1, 66.4]",,Low Pass,,4.159327,,,,Ludovic Giuly,25878.0,,,,,Recovery,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,57,Barcelona,217,"['4dfd5265-f9b1-4045-9be0-9772aa3629e8', '7798be2e-5f2f-4312-aa63-a96c573528b6']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:23:10.399,Pass,,2004/2005
,,,,,,,,,,,,,,,0.773378,,,,,,,,,,,,,,4cbc864e-7344-4b8b-8681-607f3519d3d7,783,,"[7.7, 67.6]",68313,23,,,,,-1.028217,,Right Foot,,,,"[11.8, 60.8]",,Ground Pass,,7.940403,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Ludovic Giuly,25878.0,Right Wing,57,Barcelona,217,['bb399536-5efb-432c-a3f1-f963e6ed8e38'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:23:12.406,Pass,,2004/2005
,,,,,,,,,,,,,,,1.540036,,,,,,,,,,,,,,bf10dba4-702e-4a35-a34b-ce3e677dafe5,795,,"[44.6, 44.9]",68313,23,,,,,-0.9354806,,Right Foot,,,,"[53.3, 33.1]",,Ground Pass,,14.660491,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,57,Barcelona,217,['dee259ff-9b73-4854-b74d-3208a7e1af02'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:23:24.754,Pass,,2004/2005
,,,,,,,,,,,,,,,1.406863,,,,,,,,,,,,,,9c705edc-c9f1-4ee5-a79d-23b004f2bf76,798,,"[58.0, 22.5]",68313,23,,,,,0.54530704,,Right Foot,,,,"[73.0, 31.6]",,Ground Pass,,17.544516,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,57,Barcelona,217,['600c9052-c9c6-480a-ac95-b7c7d9285e86'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:23:27.492,Pass,,2004/2005
,,,,,,,,,,,,,,,3.385981,,,,,,,,,,,,,,f06b7667-a256-4b03-b857-28a15aea2fb4,801,,"[79.8, 28.4]",68313,23,,,,,0.0,,Right Foot,,,,"[111.4, 28.4]",,Ground Pass,,31.6,,Incomplete,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,57,Barcelona,217,['67721f09-08c5-43c5-9b33-e433115ca0e9'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:23:30.272,Pass,,2004/2005
,,,,,,,,,,,,,,,2.352787,,,,,,,,,,,,,,7a8aaa3f-cf7c-4233-8ec8-3ee060d3a4fa,804,,"[14.4, 50.6]",68313,23,,,,,-0.16977827,,Drop Kick,,,,"[84.4, 38.6]",,High Pass,,71.021126,,Incomplete,,,,,,,,,1,Regular Play,Ricardo Sanzol Goñi,25858.0,Goalkeeper,58,Osasuna,422,['2eba347a-2977-4a3f-ba31-d31e2cc3e65f'],45,,,,,,,,,,,,,,,,,Osasuna,422,00:23:45.376,Pass,,2004/2005
,,,,,,,,,,,,,,,1.548932,,,,,,,,,,,,,,9cd1c4bb-a193-42f8-8834-5cb467f70281,808,,"[51.6, 34.9]",68313,23,,,,,2.9540782,,Right Foot,,,,"[32.1, 38.6]",,Ground Pass,,19.847921,,,,José Romero Urtasun,25865.0,,,,,,1,Regular Play,César Cruchaga Lasa,25867.0,Right Center Back,58,Osasuna,422,['3198c5e0-b789-4f71-a33b-1735a09d1096'],52,,,,,,,,,,,,,,,,,Osasuna,422,00:23:52.533,Pass,,2004/2005
,,,,,,,,,,,,,,,2.726281,,,,,,,,,,,,,,7edb704e-b7ac-48ef-a333-438cb9f314ae,812,,"[33.8, 40.2]",68313,23,,,,,0.8340385,,Right Foot,,,,"[68.0, 77.9]",,Low Pass,,50.90118,,,,David López Moreno,25869.0,,,,,,1,Regular Play,José Romero Urtasun,25865.0,Left Center Back,58,Osasuna,422,"['3f3de48e-dd9e-4599-bfde-474f658b084c', '93caf3e4-81b8-4b3b-8ee7-d5ad76c5bf4f']",55,,,,,,,,,,,,,,,,,Osasuna,422,00:23:55.180,Pass,True,2004/2005
,,,,,,,,,,,,,,,1.812997,,,,,,,,,,,,,,01fb5660-7f5f-43ce-b78e-868762f0310d,818,,"[74.1, 80.0]",68313,24,,,,,-0.27533582,,,,,,"[96.4, 73.7]",,High Pass,,23.172829,,,,Pierre Achille Webó Kouamo,25876.0,,,,,Throw-in,1,From Throw In,José Izquierdo Martínez,25871.0,Right Back,59,Osasuna,422,['4bf899af-dc35-4113-b655-bd4d660e4b85'],14,,,,,,,,,,,,,,,,,Osasuna,422,00:24:14.569,Pass,,2004/2005
,,,,,,,,,,,,,,,2.586298,,,,,,,,,,,,,,c53f3389-ab2f-4437-836a-c3fd68d221de,822,,"[24.8, 1.0]",68313,24,,,,,2.26825,,,,,,"[3.6, 26.3]",,High Pass,,33.00803,,,,Víctor Valdés Arribas,20176.0,,,,,Throw-in,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,60,Barcelona,217,['2dafff6b-21eb-4df3-a086-0737da0ed8bb'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:24:26.080,Pass,,2004/2005
,,,,,,,,,,,,,,,3.380545,,,,,,,,,,,,,,3583555f-2235-4836-8d9d-1aedbcda2fb2,825,,"[8.1, 29.6]",68313,24,,,,,0.12204553,,Right Foot,,,,"[77.4, 38.1]",,High Pass,,69.819336,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,1,From Throw In,Víctor Valdés Arribas,20176.0,Goalkeeper,60,Barcelona,217,"['081ff7ed-eba8-41dc-bf29-7e0e955f7c31', 'd31708b4-a65c-4b4a-b657-fac128752cbe']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:24:35.748,Pass,,2004/2005
,,,,,,,,,,,,,,,1.358729,,,,,,,,,,,,,,4fcc9134-510d-488e-b537-0c099cc00ff0,829,,"[68.2, 44.2]",68313,24,,,,,-2.0769715,,Right Foot,,,,"[63.1, 35.0]",,Low Pass,,10.519031,,,,Xavier Hernández Creus,20131.0,,,,,Recovery,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,60,Barcelona,217,['138fe221-ec43-4ef6-86a5-d0df46b7dbfb'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:24:40.180,Pass,,2004/2005
,,,,,,,,,,,,,,,2.448111,,,,,,,,,,,,,,503f0b8d-a780-4ac7-8222-9ecf32f3f3c6,832,,"[56.6, 39.6]",68313,24,,,,,1.7922684,,Right Foot,,,,"[53.2, 54.7]",,Ground Pass,,15.478049,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,60,Barcelona,217,['3db4ba56-a438-41ec-a25b-36a2979ebe28'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:24:44.696,Pass,,2004/2005
,,,,,,,,,,,,,,,1.713416,,,,,,,,,,,,,,99c520e5-e2e6-4c3d-86bf-40501b73d417,835,,"[52.8, 62.2]",68313,24,,,,,0.5990606,,Right Foot,,,,"[67.3, 72.1]",,Ground Pass,,17.557335,,,,Juliano Haus Belletti,25863.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,60,Barcelona,217,['d2ccd697-8688-44c8-be8d-303504593c8e'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:24:47.763,Pass,,2004/2005
,,,,,,,,,,,,,,,1.398046,,,,,,,,,,,,,,9afcf673-b67d-4875-abfb-5ff346b6b44b,838,,"[71.8, 74.6]",68313,24,,,,,-1.0460006,,Right Foot,,,,"[86.1, 49.9]",,Ground Pass,,28.540848,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,1,From Throw In,Juliano Haus Belletti,25863.0,Right Back,60,Barcelona,217,"['6291631d-2c50-4e5f-bfe0-127341b76f62', '814a076c-9dea-4c00-9478-ad4b59ff7a65']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:24:51.680,Pass,,2004/2005
,,,,,,,,,,,,,,,2.559321,,,,,,,,,,,,,,e80a614a-e1a8-4be0-9e54-73949385e75f,843,,"[14.9, 24.8]",68313,24,,,,,0.09863719,,Right Foot,,,,"[53.3, 28.6]",,High Pass,,38.587563,,Incomplete,,Pierre Achille Webó Kouamo,25876.0,,,,,,1,From Throw In,José Romero Urtasun,25865.0,Left Center Back,60,Barcelona,217,"['a3a04809-6c42-492d-88e9-fd4db4d14b26', 'a5459384-b7e1-401f-8a1a-8071206160da']",56,,,,,,,,,,,,,,,,,Osasuna,422,00:24:56.260,Pass,,2004/2005
,,,,,,,,,,,,,,,1.68334,,,,,,,,,,,,,,a3a04809-6c42-492d-88e9-fd4db4d14b26,846,,"[67.7, 52.4]",68313,24,,,,True,3.0869596,,,,,,"[54.9, 53.1]",,High Pass,,12.819126,,,,Carles Puyol i Saforcada,20125.0,,,,,Recovery,1,From Throw In,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,60,Barcelona,217,"['dec184ef-fe3b-44a6-b5fb-276f5ee0bc6e', 'e80a614a-e1a8-4be0-9e54-73949385e75f', 'e8ca5d58-8c91-4e31-b5d3-3d4e8321eb43']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:24:58.819,Pass,True,2004/2005
,,,,,,,,,,,,,,,2.099674,,,,,,,,,,,,,,d1d3a4be-187b-4064-b606-576caff08893,849,,"[54.9, 53.1]",68313,25,,,,,-2.7100196,,Right Foot,,,,"[39.7, 46.1]",,Ground Pass,,16.734396,,,,Oleguer Presas Renom,25873.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,60,Barcelona,217,['c0c60e37-e0c5-46f3-8663-e2f13b498f60'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:25:00.582,Pass,,2004/2005
,,,,,,,,,,,,,,,1.987951,,,,,,,,,,,,,,f5797e5a-fdbc-49f8-a6da-01f73ec3e571,852,,"[49.1, 47.1]",68313,25,,,,,0.95739084,,Right Foot,,,,"[66.7, 72.1]",,Ground Pass,,30.573845,,,,Juliano Haus Belletti,25863.0,,,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Center Back,60,Barcelona,217,['9d26df12-9eb5-4f1f-93ce-0bc1090c310d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:25:07.105,Pass,,2004/2005
,,,,,,,,,,,,,,,1.247675,,,,,,,,,,,,,,05948cba-87e2-4179-b49b-400564b0f41b,856,,"[63.8, 66.8]",68313,25,,,,,-1.5707964,,Left Foot,,,,"[63.8, 62.5]",,Ground Pass,,4.3,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Throw In,Juliano Haus Belletti,25863.0,Right Back,60,Barcelona,217,"['338ef741-7880-4334-997c-dc26e2becce6', '3f52d9f5-f3e4-4e56-b1d8-ef8481b12675']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:25:12.512,Pass,True,2004/2005
,,,,,,,,,,,,,,,0.853847,,,,,,,,,,,,,,dc80f420-ad96-49b9-9f90-5dc715639e1f,859,,"[63.2, 61.5]",68313,25,,,,,-0.015150356,,Right Foot,,,,"[76.4, 61.3]",,Ground Pass,,13.201515,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,60,Barcelona,217,['8b488284-1956-40be-b7bc-071cc1db36eb'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:25:14.222,Pass,,2004/2005
