bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,89aae81c-f261-4f29-ad80-484a2832b9f6,1,,,70306,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6706, 'name': 'Francisco Casilla Cortés'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 26623, 'name': 'Diego Daniel Colotto'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 4741, 'name': 'Juan Rafael Fuentes Hernández'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 6754, 'name': 'David López Silva'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 6351, 'name': 'Cristhian Ricardo Stuani Curbelo'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 10325, 'name': 'Luís Miguel Afonso Fernandes'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 19765, 'name': 'Simão Pedro Fonseca Sabrosa'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 20}, {'player': {'id': 6767, 'name': 'Sergio García De La Fuente'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Espanyol,214,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2a77682f-6430-4aa4-868b-9c2426423fb7,2,,,70306,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 22}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 7}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2f455935-0854-4ed6-a6bd-e7d4edc9d589,3,,,70306,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['fceefbdb-983e-47e6-8860-4b4628c64251'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,fceefbdb-983e-47e6-8860-4b4628c64251,4,,,70306,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Espanyol,214,['2f455935-0854-4ed6-a6bd-e7d4edc9d589'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,2b4860d0-9e80-4fd2-aacf-9a2f35ed8b79,1882,,,70306,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Espanyol,214,['17c70f1d-cf1f-450f-8392-a0569d0cb254'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,17c70f1d-cf1f-450f-8392-a0569d0cb254,1883,,,70306,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,95,Espanyol,214,['2b4860d0-9e80-4fd2-aacf-9a2f35ed8b79'],0,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,,2013/2014
,,,,,,,,,,,,,,,,,0.616657,,,,,,,,,,,,,,,ce0798bc-1a60-4724-b3db-92edaaaa3e47,5,,"[61.0, 41.0]",70306,0,,,,,1.359703,,Right Foot,,,"[61.6, 43.8]",Ground Pass,2.8635643,,,,Francesc Fàbregas i Soler,3478.0,,,,,,Kick Off,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['038339cc-224e-4ab4-a3e9-a43030316f5b'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.786,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.1594,,,,,,,,,,,,,,,6fc69e8b-6fea-48ad-ad8f-48e9c5917478,8,,"[60.0, 39.8]",70306,0,,,,,3.0838058,,Left Foot,,,"[47.9, 40.5]",Ground Pass,12.120231,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,2,Barcelona,217,['3b6a41ce-eb81-4c02-82c0-5a38fd92e11b'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.457,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.2919,,,,,,,,,,,,,,,cc295e8b-572e-4410-9e06-25ec2bd17d9e,12,,"[45.4, 38.2]",70306,0,,,,,-2.0139863,,Right Foot,,,"[37.9, 22.4]",Ground Pass,17.489712,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['557b11d9-f887-415f-9764-400634ecf5d7'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.071,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.074685,,,,,,,,,,,,,,,2b771300-2644-41a5-b666-4a15f44bdd31,16,,"[33.8, 22.2]",70306,0,,,,,2.2259831,,Left Foot,,,"[26.5, 31.7]",Ground Pass,11.980818,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,"['20843805-263b-4e0b-84f5-223c5574da2c', 'ed32a540-c133-484a-82f2-05e2115b4f4e']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.025,Pass,True,2013/2014
