bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.872174,,,,,,,,,,,,,,,03366db3-6dd0-4fec-ad77-d3a4fde265c6,20,,"[26.7, 32.8]",70306,0,,,,,0.9381386,,Right Foot,,,"[61.6, 80.4]",High Pass,59.023468,,Out,,Daniel Alves da Silva,4324.0,,,True,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Left Center Back,2,Barcelona,217,['bfeab763-7cf5-414f-bc5f-186db7b53d7f'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.703,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.9211,,,,,,,,,,,,,,,55e3f9b4-3be2-4c25-9936-f92ce79e488c,22,,"[62.1, 1.0]",70306,0,,,,,1.2172544,,,,,"[65.2, 9.4]",Low Pass,8.95377,,,,Luís Miguel Afonso Fernandes,10325.0,,,,,,Throw-in,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,3,Espanyol,214,['6be1693e-6e69-49ee-beff-d4c90c89d8c3'],17,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:17.754,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.9765,,,,,,,,,,,,,,,24fb158f-fd85-491e-a8ca-abac19b6c59f,24,,"[65.2, 9.4]",70306,0,,,,,-1.6896367,,Right Foot,,,"[64.4, 2.7]",Low Pass,6.747592,,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,,1,From Throw In,Luís Miguel Afonso Fernandes,10325.0,Center Attacking Midfield,3,Espanyol,214,['38db8ab4-9619-4dfe-9841-c24b99ef29a1'],18,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:18.675,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.7799,,,,,,,,,,,,,,,7f8020af-c143-474c-88e6-0d50cb330ec8,28,,"[64.4, 2.1]",70306,0,,,,,1.26229,,Left Foot,,,"[67.3, 11.2]",Low Pass,9.550916,,,,Luís Miguel Afonso Fernandes,10325.0,,,,,,,1,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,3,Espanyol,214,['2d8ca7e2-1649-424f-a609-06c8a6806133'],20,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:20.035,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.0321,,,,,,,,,,,,,,,86b1937b-807c-4a48-b807-ade7d066d170,31,,"[67.3, 11.2]",70306,0,,,,,-2.7763913,,Right Foot,,,"[57.1, 7.3]",Low Pass,10.920165,,,,Víctor Sánchez Mata,6758.0,,,,,,,1,From Throw In,Luís Miguel Afonso Fernandes,10325.0,Center Attacking Midfield,3,Espanyol,214,['df1ac52a-c8d5-4a13-978c-765d688f87de'],20,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:20.871,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.8445,,,,,,,,,,,,,,,08de7251-dd31-4f0b-b453-e5c71f4adb9f,34,,"[57.1, 7.3]",70306,0,,,,,0.26342937,,Left Foot,,,"[90.1, 16.2]",High Pass,34.17909,,Incomplete,,Sergio García De La Fuente,6767.0,,,,,,,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,3,Espanyol,214,"['a7354085-a8f7-4d1f-8683-45df3cbad72e', 'ebf10c50-3cf4-4a2f-b9ac-d0057dcb0e72']",21,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:21.943,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.9748,,,,,,,,,,,,,,,76ac92c6-dd83-40ef-990c-e3d7776522c0,37,,"[76.8, 21.6]",70306,0,,,,,-0.25877088,,Head,,,"[87.0, 18.9]",Low Pass,10.551303,,,,Sergio García De La Fuente,6767.0,,,,,,Recovery,1,From Throw In,Luís Miguel Afonso Fernandes,10325.0,Center Attacking Midfield,3,Espanyol,214,['a8a977c1-3e07-49d4-a8c7-c9ccbd96819b'],25,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:25.071,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.832,,,,,,,,,,,,,,,d69c9c0b-6081-4179-9cfa-6c842503340b,39,,"[87.0, 18.9]",70306,0,,,,,-0.15602484,,Right Foot,,,"[95.9, 17.5]",High Pass,9.009439,,Incomplete,,,,,,,,,,1,From Throw In,Sergio García De La Fuente,6767.0,Center Forward,3,Espanyol,214,['ea00e5d1-9809-44cb-8fc7-06546c46f8b2'],26,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:26.046,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.5298,,,,,,,,,,,,,,,745887e2-48e2-4224-be40-4eb2e9b07a58,41,,"[75.8, 17.1]",70306,0,,,,,0.033507008,,Head,,,"[93.7, 17.7]",High Pass,17.910053,,Incomplete,,Sergio García De La Fuente,6767.0,,,,,,Recovery,1,From Throw In,Víctor Sánchez Mata,6758.0,Right Defensive Midfield,3,Espanyol,214,"['52442625-3388-4aae-9c11-1e5d9de06b9e', 'f3711cbf-6e22-4234-85a9-812414e3622d']",30,,,,,,,,,,,,,,,,,,Espanyol,214,00:00:30.650,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.1532,,,,,,,,,,,,,,,c0d30ac4-c4cc-44f0-ac94-9f35c145b48d,45,,"[32.5, 56.5]",70306,0,,,,,-1.0283648,,Right Foot,,,"[41.3, 41.9]",Ground Pass,17.046993,,Unknown,,Francesc Fàbregas i Soler,3478.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['0f5c3e92-f06a-446d-a067-965fd05ab01c'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.526,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.2685,,,,,,,,,,,,,,,e2c07ee0-790b-449a-b8f2-b45024f93f6c,50,,"[45.0, 43.2]",70306,0,,True,,,-1.4325854,,Right Foot,,,"[48.7, 16.6]",Ground Pass,26.856098,,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,1,From Free Kick,Francesc Fàbregas i Soler,3478.0,Right Center Midfield,5,Barcelona,217,['96edd720-4ba3-4e78-b9e7-720d6dbe46c1'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.555,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.947004,,,,,,,,,,,,,,,1e3802c1-3195-4379-93f5-7530ea20bddb,52,,"[48.1, 16.2]",70306,0,,,,,-0.81569195,,Left Foot,,,"[57.7, 6.0]",Ground Pass,14.007141,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['2359d247-a7f2-4fd4-a9e4-32e928cc4550'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.836,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.12865,,,,,,,,,,,,,,,82e0345f-96db-4b09-8abf-5690eda2aaba,55,,"[57.7, 6.0]",70306,0,,,,,2.7837753,,Right Foot,,,"[46.2, 10.3]",Ground Pass,12.277622,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,5,Barcelona,217,['3f7f02b4-60ff-4a22-b4f3-aaed3ada1554'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.823,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.486518,,,,,,,,,,,,,,,b6e37581-b75d-47f9-ba64-36b597c4ae37,58,,"[46.2, 10.3]",70306,0,,,,,1.9317424,,Left Foot,,,"[34.8, 40.5]",Ground Pass,32.280025,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['c7c9135f-30a7-4859-97c0-3638b095bc50'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.844,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.395222,,,,,,,,,,,,,,,03e8d260-3f67-4ea2-8969-bf37564e72d2,61,,"[33.2, 42.1]",70306,0,,,,,0.7491821,,Right Foot,,,"[47.5, 55.4]",Ground Pass,19.528954,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['04e2295b-4c2c-4242-95a8-b40c7ee5a40e'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.402,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.874334,,,,,,,,,,,,,,,7d5f1d3c-ea20-494a-b066-7b62d26b2390,65,,"[50.2, 56.7]",70306,1,,,,,0.10092179,,Right Foot,,,"[66.0, 58.3]",Ground Pass,15.880806,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['87bd9dde-eb31-4ba1-acf9-bdfd219a42e5'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.381,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.338,,,,,,,,,,,,,,,819d1b56-ac32-4483-8928-ce85005720d1,68,,"[66.0, 58.3]",70306,1,,,,,1.4350247,,Left Foot,,,"[68.5, 76.6]",Ground Pass,18.469976,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,5,Barcelona,217,['d29a50de-adae-4e8d-91a1-044db6432a61'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.335,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.0126,,,,,,,,,,,,,,,277fc26a-3af0-4081-b949-dacbee078e57,71,,"[68.3, 74.5]",70306,1,,,,,-1.8592259,,Right Foot,,,"[65.6, 65.4]",Ground Pass,9.492102,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,5,Barcelona,217,['60111601-8081-41fd-8582-75ad3b130b80'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.330,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.52383,,,,,,,,,,,,,,,ce93373a-7037-4b1a-a1f8-4926b045bc18,75,,"[58.7, 63.9]",70306,1,,,,,-2.3624055,,Right Foot,,,"[42.5, 47.9]",Ground Pass,22.769278,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['f4ea7395-648e-4f8a-a532-85cc37fe099e'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.833,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.002,,,,,,,,,,,,,,,c95c9987-7bf9-404e-9ecf-588fe58c47ac,78,,"[43.5, 47.5]",70306,1,,,,,-0.096743464,,Right Foot,,,"[67.2, 45.2]",Ground Pass,23.811342,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,5,Barcelona,217,['6c145c69-1e02-423b-bf17-e5785ccb4940'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.809,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.6147,,,,,,,,,,,,,,,76ce9a1b-8e0b-45d1-af76-fd33a3a17fa8,81,,"[67.2, 45.2]",70306,1,,,,,-2.6819937,,Right Foot,,,"[57.3, 40.3]",Ground Pass,11.046267,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['930ca61b-a04c-4fab-8120-5ed497ded874'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.851,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.8717,,,,,,,,,,,,,,,84017894-d563-4aea-bbac-c15f6a1da1f8,84,,"[62.7, 38.0]",70306,1,,,,,-0.8897793,,Right Foot,,,"[67.4, 32.2]",Low Pass,7.465253,,Incomplete,,,,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['5e41fbf5-c3c6-4829-b246-8fb7b07c6087'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.895,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.4049,,,,,,,,,,,,,,,60a80c62-502a-4af1-addf-e41c92329d67,88,,"[62.5, 53.4]",70306,1,,,,,0.7437556,,Right Foot,,,"[67.5, 58.0]",Ground Pass,6.794115,,,,Cristhian Ricardo Stuani Curbelo,6351.0,,,,,,,1,From Free Kick,David López Silva,6754.0,Left Defensive Midfield,5,Barcelona,217,"['136e3944-e212-4b3c-b309-0127062cbde4', 'cc0a50f4-08ac-4e3b-9f1b-7809810878fd']",19,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:19.233,Pass,True,2013/2014
,,,,,,,,,,,,,,,,,1.1763,,,,,,,,,,,,,,,ae410cf8-cf84-4324-aa5f-6e693316b104,92,,"[46.2, 19.1]",70306,1,,,,,-0.80043465,,Left Foot,,,"[59.3, 5.6]",Ground Pass,18.811167,,,,Neymar da Silva Santos Junior,4320.0,,,,,,Recovery,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,5,Barcelona,217,['79edb8c9-8c9f-49d9-a2d2-9b6c6c341748'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.393,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.7626,,,,,,,,,,,,,,,20c29809-e486-4786-a816-62fdf56f3c6e,98,,"[52.9, 73.6]",70306,1,,,,,0.5070985,,Right Foot,,,"[63.7, 79.6]",Ground Pass,12.354756,,Out,,Javier López Rodríguez,6791.0,,,,,,Recovery,1,From Free Kick,David López Silva,6754.0,Left Defensive Midfield,5,Barcelona,217,['42ff2ffe-6923-46d6-8ad1-ba02bbc16d7f'],25,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:25.765,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.7633,,,,,,,,,,,,,,,38bedbf8-85d6-4fb4-bdfc-f4a1fb55c52e,100,,"[57.5, 1.0]",70306,1,,True,,,1.6456562,,,,,"[56.6, 13.0]",High Pass,12.033703,,,,Sergio Busquets i Burgos,5203.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['446b9f18-c7ee-4b70-9b04-a26fcedb73d1'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.430,Pass,,2013/2014
,,,,,,,,,,,,,,,,,0.617584,,,,,,,,,,,,,,,6f2cadd2-34ef-4544-a810-938830f74374,102,,"[56.6, 13.0]",70306,1,,,,,-2.1316972,,Right Foot,,,"[51.7, 5.2]",Ground Pass,9.211406,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,6,Barcelona,217,['56122fa4-fbca-4705-ae92-c4a0b81c4a82'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.225,Pass,,2013/2014
,,,,,,,,,,,,,,,,,2.220686,,,,,,,,,,,,,,,ff111006-f644-4c79-b65a-0ba55ccb2ac4,105,,"[51.7, 5.4]",70306,1,,,,,1.9183178,,Left Foot,,,"[35.4, 50.4]",High Pass,47.861153,,,,Gerard Piqué Bernabéu,5213.0,,,True,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['08ac5a11-2563-4a42-8016-695ea6b4bda4'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.650,Pass,,2013/2014
,,,,,,,,,,,,,,,,,3.128032,,,,,,,,,,,,,,,3fbfa5fd-f782-478c-822c-fa7317b94d94,108,,"[51.0, 53.1]",70306,1,,,,,-0.6956925,,Right Foot,,,"[92.2, 18.7]",High Pass,53.673084,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,['0bc5ddf0-d709-4102-85ac-980af9eacd58'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:39.329,Pass,,2013/2014
,,,,,,,,,,,,,,,,,1.290925,,,,,,,,,,,,,,,17757f73-d665-4f5d-8e82-32719b2a6a93,112,,"[23.2, 50.9]",70306,1,,,,,-2.5848813,,Head,,,"[8.9, 42.0]",High Pass,16.843397,,,,Francisco Casilla Cortés,6706.0,,,,,,Recovery,1,Regular Play,Diego Daniel Colotto,26623.0,Right Center Back,7,Espanyol,214,['b7e7146e-b6d7-47ce-b1c6-37bdd5e43a7b'],44,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:44.916,Pass,,2013/2014
,,,,,,,,,,,,,,,,,3.4507,,,,,,,,,,,,,,,d30e5fd2-efc0-431f-886a-8c5cf1eb5bad,115,,"[22.8, 49.9]",70306,1,,,,,0.13163316,,Right Foot,,,"[87.0, 58.4]",High Pass,64.760254,,,,Cristhian Ricardo Stuani Curbelo,6351.0,,,,,,,1,Regular Play,Francisco Casilla Cortés,6706.0,Goalkeeper,7,Espanyol,214,['c5f88aa0-5f96-4bab-814a-1fc513339773'],57,,,,,,,,,,,,,,,,,,Espanyol,214,00:01:57.689,Pass,,2013/2014
