ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.617394,,,,,,,,,,,,,c727bceb-eda3-4ec1-81fb-48b6a84fb6aa,1780,,,"[56.0, 62.7]",3773597,42,,,,0.60585785,,Right Foot,,,,"[72.6, 74.2]",,Ground Pass,,20.194305,,,,Sergino Dest,21881.0,,,,,,1,From Free Kick,Óscar Mingueza García,43728.0,Right Center Back,73,Barcelona,217,['4e746a06-4641-43c5-9b80-1761b9e71840'],7,,,,,,,,,,,,,,,,Barcelona,217,00:42:07.197,Pass,,2020/2021
,,,,,,,,,,,,,,1.541572,,,,,,,,,,,,,165d4834-e577-47ef-bd0a-cfa36c99ca60,1784,,,"[73.4, 70.3]",3773597,42,,,,-2.4980915,,Right Foot,,,,"[62.2, 61.9]",,Ground Pass,,14.0,,,,Óscar Mingueza García,43728.0,,,,,,1,From Free Kick,Sergino Dest,21881.0,Right Wing Back,73,Barcelona,217,['bd142af7-4007-4867-b64b-0ba1e0b4e20e'],8,,,,,,,,,,,,,,,,Barcelona,217,00:42:08.955,Pass,,2020/2021
,,,,,,,,,,,,,,1.663627,,,,,,,,,,,,,36b0f2a7-bfe4-4735-ad2e-8b11e7ab6a2e,1787,,,"[63.9, 55.4]",3773597,42,,,,-1.9062446,,Right Foot,,,,"[56.3, 33.6]",,Ground Pass,,23.086792,,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Óscar Mingueza García,43728.0,Right Center Back,73,Barcelona,217,['8c62c72c-b618-41e7-acfe-70501461d8dc'],11,,,,,,,,,,,,,,,,Barcelona,217,00:42:11.049,Pass,,2020/2021
,,,,,,,,,,,,,,1.041016,,,,,,,,,,,,,00c1cb6c-581d-4587-9ec0-41f73bdd7491,1790,,,"[69.5, 24.6]",3773597,42,,,,-0.2672591,,Right Foot,,,,"[77.9, 22.3]",,Ground Pass,,8.70919,,,,Antoine Griezmann,5487.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,73,Barcelona,217,['ad98c4a0-9086-45ea-a47a-f4ac9c309ae0'],18,,,,,,,,,,,,,,,,Barcelona,217,00:42:18.459,Pass,,2020/2021
,,,,,,,,,,,,,,1.343896,,,,,,,,,,,,,ff90cccd-a9a1-4d81-a746-76f57aadd777,1792,,,"[75.4, 19.3]",3773597,42,,,,-1.3105623,,Left Foot,,,,"[79.9, 2.4]",,Low Pass,,17.488853,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Attacking Midfield,73,Barcelona,217,['9f3e3b06-6e37-4c87-a35b-b7070b5cf570'],19,,,,,,,,,,,,,,,,Barcelona,217,00:42:19.500,Pass,,2020/2021
,,,,,,,,,,,,,,1.799095,,,,,,,,,,,,,76188621-3bb1-485b-ab2e-33c4c7129aa7,1795,,,"[77.3, 2.1]",3773597,42,,,,2.9281127,,Left Foot,,,,"[63.0, 5.2]",,Ground Pass,,14.632156,,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Wing Back,73,Barcelona,217,['6fbc2d29-7fd8-4f0b-b047-040b26cbd73b'],21,,,,,,,,,,,,,,,,Barcelona,217,00:42:21.780,Pass,,2020/2021
,,,,,,,,,,,,,,1.14234,,,,,,,,,,,,,7a6fc3bb-5c73-453e-bafc-92ec0e4cc6a7,1798,,,"[69.8, 9.7]",3773597,42,,,,0.3610053,,Right Foot,,,,"[79.6, 13.4]",,Ground Pass,,10.475209,,,,Antoine Griezmann,5487.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,73,Barcelona,217,['e9c735fa-c9ac-4ff8-beb9-d5e25fd21e40'],26,,,,,,,,,,,,,,,,Barcelona,217,00:42:26.844,Pass,,2020/2021
,,,,,,,,,,,,,,1.050327,,,,,,,,,,,,,e4937d7c-0387-4117-83b7-b1f7d42bc4e7,1800,,,"[79.6, 13.4]",3773597,42,,,,-3.0038564,,Left Foot,,,,"[69.5, 12.0]",,Ground Pass,,10.1965685,,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Attacking Midfield,73,Barcelona,217,['bd264e0d-6141-45ec-896b-434c84b16177'],27,,,,,,,,,,,,,,,,Barcelona,217,00:42:27.986,Pass,,2020/2021
,,,,,,,,,,,,,,0.856028,,,,,,,,,,,,,f5ce4aa8-fcc3-4ba6-b682-635fad2a11bc,1803,,,"[64.4, 19.5]",3773597,42,,,,0.9882433,,Right Foot,,,,"[70.0, 28.0]",,Ground Pass,,10.1789,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,73,Barcelona,217,['382e5809-63ba-451c-890f-ba0ed604a86a'],32,,,,,,,,,,,,,,,,Barcelona,217,00:42:32.463,Pass,,2020/2021
,,,,,,,,,,,,,,0.981098,,,,,,,,,,,,,9b10f411-59c7-49e9-9382-fede76fdf685,1805,,,"[70.0, 28.0]",3773597,42,,,,-2.5899377,,Right Foot,,,,"[62.2, 23.2]",,Ground Pass,,9.158603,,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,73,Barcelona,217,['62a1620c-a928-4372-b19e-487afb56c264'],33,,,,,,,,,,,,,,,,Barcelona,217,00:42:33.319,Pass,,2020/2021
,,,,,,,,,,,,,,1.116934,,,,,,,,,,,,,e9e4d397-b2bd-43a3-b342-32c044d196ef,1808,,,"[63.6, 19.0]",3773597,42,,,,1.0939045,,Right Foot,,,,"[69.8, 31.0]",,Ground Pass,,13.507035,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Back,73,Barcelona,217,['47c95b22-2441-4873-b95b-a3b1168923cf'],35,,,,,,,,,,,,,,,,Barcelona,217,00:42:35.580,Pass,,2020/2021
,,,,,,,,,,,,,,0.857083,,,,,,,,,,,,,df79618c-b7db-456c-b5e5-fe553fc2f025,1810,,,"[69.8, 31.0]",3773597,42,,,,0.6000502,,Right Foot,,,,"[79.3, 37.5]",,Ground Pass,,11.510864,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Defensive Midfield,73,Barcelona,217,['567145b0-6fb0-4441-9ec0-3c831aa842eb'],36,,,,,,,,,,,,,,,,Barcelona,217,00:42:36.697,Pass,,2020/2021
,,,,,,,,,,,,,,1.127996,,,,,,,,,,,,,6e755938-046a-48b1-a7e5-8993ddc91712,1813,,,"[96.7, 44.8]",3773597,42,,,,0.7547955,f177b2d4-bcd2-4055-96fa-e41290b2658b,Left Foot,,,,"[106.8, 54.3]",True,Ground Pass,,13.865786,,,,Sergino Dest,21881.0,,,Through Ball,True,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Attacking Midfield,73,Barcelona,217,['52299d45-de98-4b70-9800-d1998afd2abd'],40,,,,,,,,,,,,,,,,Barcelona,217,00:42:40.583,Pass,,2020/2021
,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,b2e56a14-7f63-4382-8c81-99f283215c75,1818,,,"[61.0, 40.1]",3773597,43,True,,,-2.9410293,,Right Foot,,,,"[42.8, 36.4]",,Ground Pass,,18.57229,,,,Mikel Merino Zazón,3042.0,,,,,Kick Off,1,From Kick Off,Alexander Isak,8819.0,Center Forward,74,Real Sociedad,210,['a59021eb-9bf0-438d-a36b-65bb10e1448f'],43,,,,,,,,,,,,,,,,Real Sociedad,210,00:43:43.096,Pass,,2020/2021
,,,,,,,,,,,,,,1.57734,,,,,,,,,,,,,2041bbdf-eafc-4ac1-9670-2036f6a13a10,1820,,,"[41.6, 29.1]",3773597,43,True,,,0.8345389,,Right Foot,,,,"[85.1, 77.1]",,High Pass,,64.778465,,,Incomplete,,,,True,,,,1,From Kick Off,Mikel Merino Zazón,3042.0,Left Defensive Midfield,74,Real Sociedad,210,['13242c46-b6ec-41a0-a5b9-72171d23934e'],46,,,,,,,,,,,,,,,,Real Sociedad,210,00:43:46.296,Pass,,2020/2021
,,,,,,,,,,,,,,1.267935,,,,,,,,,,,,,c0cf7064-e6f7-450e-8424-4749715405ed,1822,,,"[76.7, 80.0]",3773597,43,,,,-0.30522314,,,,,,"[91.3, 75.4]",,High Pass,,15.307514,,,,Cristian Portugués Manzanera,6582.0,,,,,Throw-in,1,From Throw In,Andoni Gorosabel Espinosa,6670.0,Right Wing Back,75,Real Sociedad,210,['32d8cd07-99ca-4927-89fe-165f9031ba4e'],54,,,,,,,,,,,,,,,,Real Sociedad,210,00:43:54.387,Pass,,2020/2021
,,,,,,,,,,,,,,1.538968,,,,,,,,,,,,,e7b84abe-5259-4d2c-8bec-066eefecf5c9,1828,,,"[90.2, 73.2]",3773597,44,,,,-0.9129077,,Left Foot,True,,,"[112.3, 44.6]",,High Pass,,36.14374,,,Incomplete,Mikel Merino Zazón,3042.0,,,,,Free Kick,1,From Free Kick,Mikel Oyarzabal Ugarte,6685.0,Left Wing,76,Real Sociedad,210,"['1eedaad3-e5f6-43b8-89ec-ed3f394e0e9d', '3f4097b5-d72a-45af-ada4-42f206fa7674']",38,,,,,,,,,,,,,,,,Real Sociedad,210,00:44:38.980,Pass,,2020/2021
,,,,,,,,,,,,,,3.732573,,,,,,,,,,,,,44a96308-3c14-4755-9828-5227bd5fafb6,1836,,,"[25.7, 45.6]",3773597,45,,,,-0.7255524,,Right Foot,,,,"[77.0, 0.1]",,High Pass,,68.570694,,,Out,Antoine Griezmann,5487.0,,True,,,Free Kick,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,77,Barcelona,217,['0a0fc1db-4bd8-4b7a-a28a-6b912d5b611b'],23,,,,,,,,,,,,,,,,Barcelona,217,00:45:23.365,Pass,,2020/2021
,,,,,,,,,,,,,,0.961397,,,,,,,,,,,,,07adcf5a-7c1d-4c35-a075-cdfadccd890d,1838,,,"[43.3, 80.0]",3773597,45,True,,,-0.29994714,,,,,,"[62.7, 74.0]",,Low Pass,,20.306648,,,,Alexander Isak,8819.0,,,,,Throw-in,1,From Throw In,Andoni Gorosabel Espinosa,6670.0,Right Wing Back,78,Real Sociedad,210,['93070fc6-b73c-42a9-9ee8-053df0194566'],29,,,,,,,,,,,,,,,,Real Sociedad,210,00:45:29.944,Pass,,2020/2021
,,,,,,,,,,,,,,0.982385,,,,,,,,,,,,,82c6ad17-1881-4dc9-b1c4-188a614bd82c,1841,,,"[62.4, 74.3]",3773597,45,,,,2.4227626,,Right Foot,,,,"[57.6, 78.5]",,Low Pass,,6.3780875,,,,Andoni Gorosabel Espinosa,6670.0,,,,,,1,From Throw In,Alexander Isak,8819.0,Center Forward,78,Real Sociedad,210,"['66ca7dfa-c185-42eb-a784-5db3e9ff92d8', 'aa617513-7d4d-4a48-a830-f2052139ffa7']",30,,,,,,,,,,,,,,,,Real Sociedad,210,00:45:30.905,Pass,True,2020/2021
,,,,,,,,,,,,,,1.342473,,,,,,,,,,,,,ed389126-ff0a-4119-be0b-1526adeb797d,1847,,,"[41.1, 0.1]",3773597,45,,,,0.6073052,,,,,,"[52.9, 8.3]",,High Pass,,14.369412,,,,Antoine Griezmann,5487.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,79,Barcelona,217,['a4f682b0-ef0d-4533-9b5e-135ac24c8734'],59,,,,,,,,,,,,,,,,Barcelona,217,00:45:59.151,Pass,,2020/2021
,,,,,,,,,,,,,,1.325666,,,,,,,,,,,,,250a5e6d-d6df-4266-8718-389259b65f3a,1853,,,"[60.0, 40.0]",3773597,45,,,,-2.9293678,,Right Foot,,,,"[41.9, 36.1]",,Ground Pass,,18.5154,,,,Martín Zubimendi Ibáñez,24921.0,,,,,Kick Off,2,From Kick Off,Alexander Isak,8819.0,Center Forward,80,Real Sociedad,210,['c3c255f5-0665-434f-8625-350c80600421'],0,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.507,Pass,,2020/2021
,,,,,,,,,,,,,,0.709181,,,,,,,,,,,,,acf6d07c-99c9-4b6b-b40e-457665178a5a,1856,,,"[40.4, 30.9]",3773597,45,,,,0.2573237,,Right Foot,,,,"[49.9, 33.4]",,Ground Pass,,9.8234415,,,,Ander Guevara Lajo,24236.0,,,,,,2,From Kick Off,Martín Zubimendi Ibáñez,24921.0,Center Back,80,Real Sociedad,210,['6c0cadb2-93f4-4dd9-aece-c0326a61ac5b'],4,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:04.278,Pass,,2020/2021
,,,,,,,,,,,,,,1.917869,,,,,,,,,,,,,8de08aa0-42be-4214-b4c8-b7ec49643469,1859,,,"[49.9, 33.4]",3773597,45,,,,-2.016902,,Left Foot,,,,"[38.9, 10.4]",,Ground Pass,,25.495098,,,,Robin Aime Robert Le Normand,22128.0,,,,,,2,From Kick Off,Ander Guevara Lajo,24236.0,Right Defensive Midfield,80,Real Sociedad,210,['5d900d2b-09a9-4d64-9a7d-e8a11a07d9ca'],5,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:05.050,Pass,,2020/2021
,,,,,,,,,,,,,,0.923261,,,,,,,,,,,,,c4b5630c-d3d3-4479-8130-b7c02c7e6ff7,1862,,,"[38.9, 10.4]",3773597,45,,,,-1.1883098,,Right Foot,,,,"[42.4, 1.7]",,Ground Pass,,9.377633,,,,Martín Merquelanz Castellanos,23212.0,,,,,,2,From Kick Off,Robin Aime Robert Le Normand,22128.0,Left Center Back,80,Real Sociedad,210,['eebfdb82-798f-41a4-968e-6b0df31080ef'],7,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:07.514,Pass,,2020/2021
,,,,,,,,,,,,,,0.62022,,,,,,,,,,,,,17aeecd1-87b4-4d19-9cd9-2f1edb81b7b3,1866,,,"[40.7, 1.7]",3773597,45,,,,1.5042281,,Left Foot,,,,"[41.3, 10.7]",,Ground Pass,,9.019978,,,,Ander Guevara Lajo,24236.0,,,,,,2,From Kick Off,Martín Merquelanz Castellanos,23212.0,Left Wing Back,80,Real Sociedad,210,['f2111896-704c-417a-a9a4-a90463cc78cd'],9,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:09.247,Pass,,2020/2021
,,,,,,,,,,,,,,1.797614,,,,,,,,,,,,,1feb7407-2026-408f-ba50-79695afcea8e,1869,,,"[41.3, 10.7]",3773597,45,,,,-0.47721267,,Left Foot,,,,"[61.8, 0.1]",,High Pass,,23.078344,,,Out,Martín Merquelanz Castellanos,23212.0,,,,,,2,From Kick Off,Ander Guevara Lajo,24236.0,Right Defensive Midfield,80,Real Sociedad,210,['47652d2e-f492-42a3-855b-f5b5ecc4b7de'],10,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:10.027,Pass,,2020/2021
,,,,,,,,,,,,,,2.535257,,,,,,,,,,,,,904ef42c-8888-4f8d-b1c4-54073e650f7d,1871,,,"[56.6, 80.0]",3773597,45,,,,-2.9165158,,,,,,"[26.9, 73.2]",,Low Pass,,30.468508,,,,Frenkie de Jong,8118.0,,,,,Throw-in,2,From Throw In,Óscar Mingueza García,43728.0,Right Center Back,81,Barcelona,217,['a6ed36a5-6e44-4a90-83b2-8c2bfe9fc753'],19,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.227,Pass,,2020/2021
,,,,,,,,,,,,,,2.140357,,,,,,,,,,,,,71c1f8b2-5b4e-4299-a130-754a67fb0e94,1874,,,"[20.3, 59.9]",3773597,45,,,,-2.0935855,,Right Foot,,,,"[6.7, 36.3]",,Ground Pass,,27.238209,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Frenkie de Jong,8118.0,Center Back,81,Barcelona,217,['881e8cdf-7e6d-4140-abae-2596cebbe8f1'],23,,,,,,,,,,,,,,,,Barcelona,217,00:00:23.183,Pass,,2020/2021
,,,,,,,,,,,,,,1.483182,,,,,,,,,,,,,b80a40b7-141c-441c-a064-5e90b11eaa6a,1877,,,"[9.4, 36.0]",3773597,45,,,,0.07156218,,Right Foot,,,,"[37.3, 38.0]",,Ground Pass,,27.971592,,,,Antoine Griezmann,5487.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,81,Barcelona,217,['5db957bf-a0b9-468b-8af1-ea54daabdf3d'],27,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.418,Pass,,2020/2021
,,,,,,,,,,,,,,1.219174,,,,,,,,,,,,,7c348a7b-e337-46fa-aa90-98cd355e307f,1881,,,"[37.6, 39.2]",3773597,45,,,,-1.8045396,,Left Foot,,,,"[34.1, 24.5]",,High Pass,,15.110923,,,,Pedro González López,30486.0,,,,,,2,From Throw In,Antoine Griezmann,5487.0,Left Attacking Midfield,81,Barcelona,217,['1f87e268-e35e-41a4-b8ad-1b35c2de9720'],29,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.228,Pass,,2020/2021
,,,,,,,,,,,,,,1.676873,,,,,,,,,,,,,488c0046-2b2a-4610-b280-5c63ec1be71d,1884,,,"[34.1, 24.5]",3773597,45,,,,-2.5232964,,Right Foot,,,,"[24.4, 17.6]",,Ground Pass,,11.903781,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Pedro González López,30486.0,Left Defensive Midfield,81,Barcelona,217,['fa2d6c85-5316-416d-8814-babfb8e86b49'],31,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.349,Pass,,2020/2021
,,,,,,,,,,,,,,1.11885,,,,,,,,,,,,,54885a46-aa03-459e-a189-769f2ee30e81,1887,,,"[27.8, 12.1]",3773597,45,,,,-0.6831914,,Left Foot,,,,"[32.1, 8.6]",,Ground Pass,,5.5443664,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,81,Barcelona,217,['041c6f0f-62c7-46b5-89ad-4fc12f231293'],34,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.336,Pass,,2020/2021
,,,,,,,,,,,,,,1.801328,,,,,,,,,,,,,e740b3d7-873a-4a62-915f-bb78aeed2f7d,1889,,,"[32.1, 8.6]",3773597,45,,,,2.748832,,Left Foot,,,,"[18.1, 14.4]",,Ground Pass,,15.153877,,,,Clément Lenglet,6826.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Wing Back,81,Barcelona,217,['2f5a1220-96dd-4428-8a8e-bea71d33b756'],35,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.455,Pass,,2020/2021
,,,,,,,,,,,,,,1.487494,,,,,,,,,,,,,2caec5a8-9176-4378-8d61-3baea0b27148,1891,,,"[18.1, 14.4]",3773597,45,,,,2.3880308,,Left Foot,,,,"[1.9, 29.6]",,Ground Pass,,22.214409,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,81,Barcelona,217,['64c798fb-5b40-476b-9a93-e80049526f50'],37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.256,Pass,,2020/2021
,,,,,,,,,,,,,,3.120825,,,,,,,,,,,,,8e4b66af-1b60-453d-a7ad-5038b2eaffe8,1894,,,"[3.4, 23.0]",3773597,45,,,,-0.100721836,,Left Foot,,,,"[59.8, 17.3]",,High Pass,,56.6873,,,Incomplete,Ousmane Dembélé,5477.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,81,Barcelona,217,"['09801051-9647-4a29-a4a6-df1e4c67d5d8', '6323d1db-b334-4fad-921d-3c651bdb0907']",40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.451,Pass,,2020/2021
,,,,,,,,,,,,,,1.010005,,,,,,,,,,,,,6323d1db-b334-4fad-921d-3c651bdb0907,1897,,,"[60.3, 62.8]",3773597,45,,,True,-0.720273,,,,,,"[70.1, 54.2]",,Low Pass,,13.038404,,,,Mikel Merino Zazón,3042.0,,,,,Recovery,2,Regular Play,Igor Zubeldia Elorza,6676.0,Right Center Back,82,Real Sociedad,210,"['8e4b66af-1b60-453d-a7ad-5038b2eaffe8', 'e44ef7c0-4814-4988-9199-6f2fa0ebb9e9', 'ecdc9c81-f270-4387-b539-0c4e6eb7d33b']",43,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:43.572,Pass,True,2020/2021
,,,,,,,,,,,,,,0.697726,,,,,,,,,,,,,8eeb38ab-0e44-4e2d-ac80-a15bbc7101c1,1900,,,"[62.6, 55.3]",3773597,45,,,,-1.815775,,Left Foot,,,,"[61.1, 49.3]",,Ground Pass,,6.1846585,,,,Martín Zubimendi Ibáñez,24921.0,,,,,,2,Regular Play,Mikel Merino Zazón,3042.0,Left Defensive Midfield,82,Real Sociedad,210,['aacc93d6-93d5-49bb-acb1-83dcb7bc66c7'],46,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:46.708,Pass,,2020/2021
,,,,,,,,,,,,,,0.755185,,,,,,,,,,,,,7e586dbf-c3dc-4bf5-b454-4ae55f26af58,1903,,,"[61.1, 49.3]",3773597,45,,,,2.4468544,,Right Foot,,,,"[56.3, 53.3]",,Ground Pass,,6.2482,,,,Mikel Merino Zazón,3042.0,,,,,,2,Regular Play,Martín Zubimendi Ibáñez,24921.0,Center Back,82,Real Sociedad,210,['2f7189b6-af86-4494-ac9b-91d8a677b9ac'],47,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:47.793,Pass,,2020/2021
,,,,,,,,,,,,,,1.457327,,,,,,,,,,,,,1d4f66b7-1ae6-4ba7-b986-93bd9e7359bf,1920,,,"[73.3, 53.9]",3773597,46,True,,,-1.9904472,,Right Foot,,,,"[67.5, 40.9]",,Ground Pass,,14.2351675,,,,Ander Guevara Lajo,24236.0,,,,,Free Kick,2,From Free Kick,Mikel Merino Zazón,3042.0,Left Defensive Midfield,83,Real Sociedad,210,['5789a648-ba61-46fa-8ac2-081b3edec24a'],4,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:04.461,Pass,,2020/2021
,,,,,,,,,,,,,,1.68,,,,,,,,,,,,,9c65379a-576d-4399-ac19-6d6e2a33af0c,1922,,,"[67.3, 32.0]",3773597,46,,,,-1.7061641,,Right Foot,,,,"[63.5, 4.1]",,Ground Pass,,28.157593,,,,Robin Aime Robert Le Normand,22128.0,,,,,,2,From Free Kick,Ander Guevara Lajo,24236.0,Right Defensive Midfield,83,Real Sociedad,210,['d57903c8-7167-40bc-81d7-ebe5e6f53ccb'],7,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:07.825,Pass,,2020/2021
,,,,,,,,,,,,,,1.047017,,,,,,,,,,,,,8236cd16-c081-46a2-af77-512ab07ac88d,1925,,,"[62.9, 8.4]",3773597,46,,,,0.8609513,,Right Foot,,,,"[74.5, 21.9]",,Ground Pass,,17.799158,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,2,From Free Kick,Robin Aime Robert Le Normand,22128.0,Left Center Back,83,Real Sociedad,210,['0ab27e40-4de1-43db-bbb2-d9d7e851dd5a'],10,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:10.628,Pass,,2020/2021
,,,,,,,,,,,,,,1.481309,,,,,,,,,,,,,d6770711-b040-4923-b2f2-144f09d703e1,1929,,,"[56.3, 38.3]",3773597,46,,,,2.9432986,,Left Foot,,,,"[34.9, 42.6]",,Ground Pass,,21.827734,,,,Igor Zubeldia Elorza,6676.0,,,,,,2,From Free Kick,Mikel Oyarzabal Ugarte,6685.0,Left Wing,83,Real Sociedad,210,['ee3fa14e-6572-45aa-a136-48c7660fd1d8'],17,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:17.427,Pass,,2020/2021
,,,,,,,,,,,,,,3.090502,,,,,,,,,,,,,0b7440c4-5eb5-43dc-b522-6cca4b2de096,1932,,,"[32.1, 44.6]",3773597,46,,,,3.1415927,,Left Foot,,,,"[4.7, 44.6]",,Ground Pass,,27.4,,,,Alejandro Remiro Gargallo,32185.0,,,,,,2,From Free Kick,Igor Zubeldia Elorza,6676.0,Right Center Back,83,Real Sociedad,210,['d96f4feb-e3f8-4d07-9288-756e52236b03'],20,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:20.220,Pass,,2020/2021
,,,,,,,,,,,,,,1.76756,,,,,,,,,,,,,2a4a8324-e654-4943-88aa-7099ff366030,1935,,,"[5.5, 41.8]",3773597,46,,,,-1.5067813,,Right Foot,,,,"[7.0, 18.4]",,Ground Pass,,23.448029,,,,Robin Aime Robert Le Normand,22128.0,,,,,,2,From Free Kick,Alejandro Remiro Gargallo,32185.0,Goalkeeper,83,Real Sociedad,210,['25cd645a-4e53-47fe-ab3b-130cf2c05eb8'],26,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:26.736,Pass,,2020/2021
,,,,,,,,,,,,,,1.768808,,,,,,,,,,,,,595d24e7-970c-4b0f-bc94-f5b405d1d2b0,1938,,,"[7.0, 15.6]",3773597,46,,,,-0.6332498,,Right Foot,,,,"[24.3, 2.9]",,Ground Pass,,21.461128,,,,Martín Merquelanz Castellanos,23212.0,,,,,,2,From Free Kick,Robin Aime Robert Le Normand,22128.0,Left Center Back,83,Real Sociedad,210,['f8f19f83-53d9-47dd-9640-3874bfcc3815'],29,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:29.755,Pass,,2020/2021
,,,,,,,,,,,,,,1.911273,,,,,,,,,,,,,9d755da6-871d-4493-90b4-3ed76fdd0424,1943,,,"[77.3, 80.0]",3773597,46,,,,-0.8014396,,,,,,"[86.5, 70.5]",,Low Pass,,13.224598,,,,Ousmane Dembélé,5477.0,,,,,Throw-in,2,From Throw In,Sergino Dest,21881.0,Right Wing Back,84,Barcelona,217,['4232193b-25a6-44c4-a591-beca2654df3c'],38,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.793,Pass,,2020/2021
,,,,,,,,,,,,,,1.246122,,,,,,,,,,,,,091551e7-d823-4411-8be6-880a9ce43906,1947,,,"[82.8, 71.7]",3773597,46,,,,-2.4235084,,Left Foot,,,,"[73.3, 63.4]",,Low Pass,,12.61507,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Ousmane Dembélé,5477.0,Center Forward,84,Barcelona,217,"['937e691a-4535-44c0-a24f-30259c832698', 'b1633473-1de5-4063-9f57-2d6ebf620874']",41,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.548,Pass,True,2020/2021
