50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.7455,,,,,,,,,,,,,,,4e4083b2-6983-42eb-870b-e63ae39906d0,1145,,"[82.9, 37.4]",266967,23,,,,,-1.5707964,,Left Foot,,,"[82.9, 30.0]",,Ground Pass,,7.4,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,32,Barcelona,217,"['11fcdf52-e7c1-49eb-9034-a4d3c48a84bd', 'acce13f7-c9b8-4300-a5d9-cef4b22c017a']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:23:15.509,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,1.1392,,,,,,,,,,,,,,,d899f308-75b5-4340-b586-0a6c0a70a5a5,1149,,"[82.3, 47.2]",266967,23,,,,,1.5205243,,Left Foot,,,"[83.1, 63.1]",,Ground Pass,,15.920113,,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,32,Barcelona,217,['083991d7-bf38-41ed-8418-20005d7ca524'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:23:23.372,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1699,,,,,,,,,,,,,,,759ae90b-74db-4733-bfb6-15cd9671f7c4,1152,,"[85.8, 64.7]",266967,23,,,,,0.9199961,,Right Foot,,,"[94.1, 75.6]",,Ground Pass,,13.700365,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,32,Barcelona,217,['80554b0f-d45d-4dde-aa6c-c231792ad22c'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:23:25.849,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6746,,,,,,,,,,,,,,,07fdaa86-0c9c-4657-996d-5dd453a026cc,1155,,"[97.0, 76.4]",266967,23,,,,,-1.9015325,,Right Foot,,,"[89.0, 53.1]",,High Pass,,24.635138,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Martín Montoya Torralbo,6593.0,Right Back,32,Barcelona,217,['2b751e6e-d709-4464-bf5e-c9d32ce91a20'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:23:27.845,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6438,,,,,,,,,,,,,,,c27e5bb2-46a9-4a6c-a386-7f258c12eaba,1165,,"[20.6, 20.0]",266967,23,,,,,0.3837292,,Left Foot,,,"[58.0, 35.1]",,High Pass,,40.333237,,,,,Saúl Berjón Pérez,24070.0,,,,,,Recovery,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,32,Barcelona,217,['abb0e250-4536-4171-902c-a238df1622f5'],34,,,,,,,,,,,,,,,,,Eibar,322,00:23:34.257,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.9997,,,,,,,,,,,,,,,ecd0b541-5119-45a1-bd56-d7514e3f276c,1169,,"[63.9, 40.3]",266967,23,,True,,,1.4215868,,Right Foot,,,"[66.2, 55.6]",,Ground Pass,,15.47191,,,,,Ivan Rakitić,5470.0,,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,33,Barcelona,217,['4005e7f2-d32b-434b-a604-bfbe1135fe69'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:23:42.139,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.9857,,,,,,,,,,,,,,,e3890a62-b09a-493f-982e-aaca518e32d4,1171,,"[68.8, 57.2]",266967,23,,,,,-1.1496762,,Right Foot,,,"[73.1, 47.6]",,Ground Pass,,10.519031,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,33,Barcelona,217,['33b4951f-9cc7-4ae9-9796-ad6ca168b416'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:23:47.484,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0544,,,,,,,,,,,,,,,a283e170-0233-4aca-8360-16a1ecc8fc17,1175,,"[73.7, 50.5]",266967,23,,,,,2.2952943,,Left Foot,,,"[66.0, 59.2]",,Ground Pass,,11.61809,,,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,33,Barcelona,217,['aa912c04-3dca-4fa7-8793-23a54bd39210'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.084,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.879,,,,,,,,,,,,,,,46393482-4c77-4f9e-b53b-13f51c934fb0,1178,,"[66.4, 59.0]",266967,23,,,,,-2.0490296,,Right Foot,,,"[53.7, 34.5]",,Ground Pass,,27.596014,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Left Center Midfield,33,Barcelona,217,['2bd9de28-bbe3-4477-bfd1-5a2f643a3ff7'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:23:50.939,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.2938,,,,,,,,,,,,,,,8b722f27-d1bd-4bad-9fab-0b7af97b2094,1181,,"[58.2, 35.4]",266967,23,,,,,-0.8570055,,Right Foot,,,"[69.2, 22.7]",,Ground Pass,,16.801489,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,33,Barcelona,217,['3dde1928-3e9d-4961-b32c-8420f56d0019'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:23:57.778,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,3.1384,,,,,,,,,,,,,,,be612afb-e7ab-47e7-94ab-bab6d0667917,1185,,"[76.6, 33.3]",266967,24,,,,,1.8227943,,Left Foot,,,"[65.4, 76.8]",,Ground Pass,,44.918705,,,,,Martín Montoya Torralbo,6593.0,,,True,,,,1,From Free Kick,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,33,Barcelona,217,['1c99472e-f1e7-4aab-a7aa-45d265f39c7f'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:24:02.504,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.126,,,,,,,,,,,,,,,0e91f6af-e438-4b2d-bc54-b2496cb69415,1188,,"[63.9, 76.4]",266967,24,,,,,-2.4315233,,Right Foot,,,"[41.1, 56.8]",,Ground Pass,,30.066593,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,33,Barcelona,217,['c2f1fc3e-4beb-468f-b93e-7f2a8e4eccbd'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:24:08.455,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.721859,,,,,,,,,,,,,,,c47b942f-3c65-4a58-8b24-e58bc66d24e4,1191,,"[48.2, 59.0]",266967,24,,,,,0.6122158,,Right Foot,,,"[70.7, 74.8]",,Ground Pass,,27.493454,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,33,Barcelona,217,['ee6b9999-c091-474f-8ddc-2af7709c733a'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:24:13.472,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.223562,,,,,,,,,,,,,,,1fe0ed40-be3c-476c-9b85-f7c6658fc49f,1194,,"[75.0, 76.6]",266967,24,,,,,-1.7628443,,Right Foot,,,"[71.5, 58.6]",,Ground Pass,,18.33712,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Martín Montoya Torralbo,6593.0,Right Back,33,Barcelona,217,['966aa779-aa3d-4176-beca-d04f1142ed83'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:24:17.033,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.4731,,,,,,,,,,,,,,,28bc2a11-4781-4cd7-be44-015470c7057a,1197,,"[75.4, 58.4]",266967,24,,,,,-0.3983011,,Right Foot,,,"[95.6, 49.9]",,Ground Pass,,21.91552,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,33,Barcelona,217,['443e411b-6cbb-42bb-83c9-8a536437cd3f'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:24:19.199,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.964616,,,,,,,,,,,,,,,e4b23598-99f6-4f3c-9618-bf83177d00de,1200,,"[95.6, 49.9]",266967,24,,,,,-2.7332246,,Right Foot,,,"[85.2, 45.4]",,Ground Pass,,11.331814,,,Incomplete,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,33,Barcelona,217,"['1b091d4b-07b8-498a-819f-1cdb28fc2d22', '393d8927-00d9-4857-a92a-a1895ed07483']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:24:20.792,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.3278,,,,,,,,,,,,,,,75e3f469-8c0f-40eb-ac12-780310289e39,1204,,"[33.7, 35.8]",266967,24,,,,,-0.19462036,,Right Foot,,,"[54.5, 31.7]",,Ground Pass,,21.200235,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,From Free Kick,Jon Errasti Zabalete,27343.0,Right Center Midfield,33,Barcelona,217,['db9a2435-1992-428d-8962-72721dd38370'],22,,,,,,,,,,,,,,,,,Eibar,322,00:24:22.202,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.023,,,,,,,,,,,,,,,48fa9ca4-4186-4382-bf2a-f2a1d80fb3ef,1208,,"[51.3, 32.7]",266967,24,,,,,-0.48447794,,Right Foot,,,"[55.1, 30.7]",,Ground Pass,,4.2941823,,,Incomplete,,Manuel del Moral Fernández,24507.0,,,,,,,1,From Free Kick,Saúl Berjón Pérez,24070.0,Right Center Forward,33,Barcelona,217,"['0f24e221-9dd7-424c-b4d8-69fec98fbbba', 'd8d6b54d-e5fe-48d2-9f40-a418145855d4', 'e6729be0-0d2c-478c-808b-e386a995c1b1']",24,,,,,,,,,,,,,,,,,Eibar,322,00:24:24.572,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,4.78864,,,,,,,,,,,,,,,c8d0a81a-b41c-49a2-bcca-f6a29827a939,1211,,"[40.0, 33.3]",266967,24,,,,,-0.8281613,,Left Foot,,,"[70.2, 0.4]",,High Pass,,44.659267,,,Out,,Manuel del Moral Fernández,24507.0,,,,,,Recovery,1,From Free Kick,Jon Errasti Zabalete,27343.0,Right Center Midfield,33,Barcelona,217,['4d39fa84-a5f6-436f-93ca-1185cf56276f'],26,,,,,,,,,,,,,,,,,Eibar,322,00:24:26.096,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.792281,,,,,,,,,,,,,,,3a6d0155-30ba-44fd-bb20-09720e240655,1213,,"[36.6, 80.0]",266967,24,,,,,-2.8252087,,,,,"[19.8, 74.5]",,Low Pass,,17.677387,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,Throw-in,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,34,Barcelona,217,['7a038d3f-41db-4729-90f7-6ad7a1e7350e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:24:58.194,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.766,,,,,,,,,,,,,,,56c6c58a-7781-44e9-81f3-5b6de622e880,1216,,"[21.1, 68.2]",266967,25,,,,,-1.5764942,,Right Foot,,,"[20.9, 33.1]",,Ground Pass,,35.10057,,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,34,Barcelona,217,['07243a7a-47b4-4263-9d33-f2b9c279e3ab'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:25:02.323,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1826,,,,,,,,,,,,,,,8aba7568-5c46-4e51-8133-692a18c6f192,1219,,"[25.8, 33.3]",266967,25,,,,,-0.22172704,,Right Foot,,,"[43.1, 29.4]",,Ground Pass,,17.734148,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,34,Barcelona,217,['cef30c4f-cc2d-4216-9456-1588c0f553f2'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:25:06.217,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.0553,,,,,,,,,,,,,,,0d492e52-1ec6-4921-8897-2c1aed99ffe3,1222,,"[50.1, 28.4]",266967,25,,,,,1.8235509,,Left Foot,,,"[42.3, 58.6]",,Ground Pass,,31.191025,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,34,Barcelona,217,['17567c26-05e7-4d2a-be98-410bc726e6a2'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:25:10.506,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.7878,,,,,,,,,,,,,,,fcfdeded-cfc1-4fc2-a661-d09b75315319,1225,,"[43.3, 59.6]",266967,25,,,,,0.6835843,,Right Foot,,,"[61.1, 74.1]",,Ground Pass,,22.95844,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,34,Barcelona,217,['68a82d55-a489-4420-99de-24efc09887db'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:25:14.428,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.8372,,,,,,,,,,,,,,,babaf166-57bb-4a6a-85d3-e02d2f8d6f51,1228,,"[63.5, 76.0]",266967,25,,,,,-1.4834281,,Right Foot,,,"[64.7, 62.3]",,Ground Pass,,13.752455,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,34,Barcelona,217,['f0160c00-970e-4572-99e9-0e123e336ccd'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:25:17.719,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.2407,,,,,,,,,,,,,,,cd59a277-ee62-4588-9ebc-2c790f600c33,1231,,"[64.1, 62.9]",266967,25,,,,,1.6203425,,Right Foot,,,"[63.5, 75.0]",,Ground Pass,,12.114867,,,,,Martín Montoya Torralbo,6593.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,34,Barcelona,217,"['0d80c4f3-78b2-43e2-8a9b-3efda62470ff', '71dc864c-4ce6-4f70-9652-09d39aeacc10']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:25:18.556,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.9081,,,,,,,,,,,,,,,0208d07f-6b6d-40ba-8f61-354e57d5bb56,1234,,"[63.5, 75.0]",266967,25,,,,,0.25877088,,Right Foot,,,"[70.3, 76.8]",,Ground Pass,,7.034202,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Martín Montoya Torralbo,6593.0,Right Back,34,Barcelona,217,['5fc5b606-71a6-47f4-98e9-67eb3f070fb9'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:25:20.511,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.3029,,,,,,,,,,,,,,,4e2b1fa6-261e-4321-9b49-31dce3b2e187,1238,,"[56.0, 71.1]",266967,25,,,,,-1.5483282,,Left Foot,,,"[56.4, 53.3]",,Ground Pass,,17.804493,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,34,Barcelona,217,['280bbe3e-465d-4c65-8413-830cc729e44e'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:25:24.649,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.5418,,,,,,,,,,,,,,,e6ba0fbc-a23f-4ffa-9c92-64e194d3c423,1241,,"[55.8, 45.4]",266967,25,,,,,-1.297441,,Right Foot,,,"[58.8, 34.7]",,Ground Pass,,11.112605,,,,,Rafael Alcântara do Nascimento,6998.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,34,Barcelona,217,['a4d501ab-d549-496f-be73-be1ad5ab0c49'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:25:26.341,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.1742,,,,,,,,,,,,,,,7e4f66a3-df3b-4ab9-938b-6fc39f9ccef0,1244,,"[70.3, 31.7]",266967,25,,,,,-1.3276424,,Left Foot,,,"[73.5, 18.8]",,Ground Pass,,13.290975,,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Rafael Alcântara do Nascimento,6998.0,Right Center Midfield,34,Barcelona,217,['b842de70-3d92-4c7d-9b49-4e6c6dedf673'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:25:29.468,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.7119,,,,,,,,,,,,,,,7e737eb7-d812-4dc7-9061-7f5f4908b1bc,1248,,"[64.5, 24.3]",266967,25,,,,,1.9356413,,Right Foot,,,"[53.5, 53.1]",,Ground Pass,,30.829206,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,34,Barcelona,217,['adf332f8-36ba-4812-952a-fb7d54685f46'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:25:32.856,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.958898,,,,,,,,,,,,,,,a22c39dc-51cc-4bb2-96f4-95e0a4cbadef,1251,,"[57.2, 47.4]",266967,25,,,,,-0.23486187,,Right Foot,,,"[101.5, 36.8]",,High Pass,,45.55052,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,34,Barcelona,217,"['4674f2b8-806a-4611-9732-779a120bed0d', 'ae67c9a7-fc8b-477b-823e-f72107a0be6c']",36,,,,,,,,,,,,,,,,,Barcelona,217,00:25:36.479,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,2.1123,,,,,,,,,,,,,,,b9b34570-530e-4dd4-b5fd-c60b58d3d71b,1255,,"[20.0, 39.8]",266967,25,,,,,-1.4946387,,Right Foot,,,"[21.9, 14.9]",,Ground Pass,,24.972385,,,,,Dídac Vilá Rosselló,6886.0,,,,,,,1,Regular Play,Raúl Rodríguez Navas,6693.0,Center Back,35,Eibar,322,['f295da0d-d146-4cc1-ae11-1b37cef8d2c8'],40,,,,,,,,,,,,,,,,,Eibar,322,00:25:40.128,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.669694,,,,,,,,,,,,,,,f9f4312e-5c2f-44a2-9c90-99f5603c61f0,1258,,"[41.1, 5.3]",266967,25,,,,,-0.09329562,,Left Foot,,,"[58.2, 3.7]",,Ground Pass,,17.17469,,,,,Manuel del Moral Fernández,24507.0,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,35,Eibar,322,['bb83645c-25d7-4043-abd7-4433627a5897'],45,,,,,,,,,,,,,,,,,Eibar,322,00:25:45.226,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.182361,,,,,,,,,,,,,,,c3686ee9-cb66-4693-8c0b-8bd6a1cb598f,1262,,"[52.9, 2.9]",266967,25,,,,,1.6792797,,Right Foot,,,"[50.7, 23.1]",,Ground Pass,,20.319448,,,,,Borja Fernández Fernández,11294.0,,,,,,,1,Regular Play,Manuel del Moral Fernández,24507.0,Left Center Forward,35,Eibar,322,['2b5bbbe8-09ad-47a1-9692-8bc6054da2db'],48,,,,,,,,,,,,,,,,,Eibar,322,00:25:48.745,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.723021,,,,,,,,,,,,,,,47e97c3a-297b-4b4c-937f-b26d4ab39006,1266,,"[42.5, 19.4]",266967,25,,,,,2.1300068,,Right Foot,,,"[33.3, 34.1]",,Ground Pass,,17.341568,,,,,Raúl Rodríguez Navas,6693.0,,,,,,,1,Regular Play,Borja Fernández Fernández,11294.0,Center Defensive Midfield,35,Eibar,322,['94bd30e6-a3b6-405b-8316-7326d8b480f8'],52,,,,,,,,,,,,,,,,,Eibar,322,00:25:52.395,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,4.144369,,,,,,,,,,,,,,,bb5e4e64-5b86-4946-9896-a6dcc808e2da,1269,,"[36.6, 43.5]",266967,25,,,,,0.23080383,,Right Foot,,,"[94.9, 57.2]",,High Pass,,59.88806,,,,,Saúl Berjón Pérez,24070.0,,,,,,,1,Regular Play,Raúl Rodríguez Navas,6693.0,Center Back,35,Eibar,322,['d3b53338-3f58-40f6-9c9e-f7a6af2f8753'],56,,,,,,,,,,,,,,,,,Eibar,322,00:25:56.009,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.8922,,,,,,,,,,,,,,,02b9519a-b10a-441b-bb98-fed2ea3fba2b,1272,,"[113.7, 56.6]",266967,26,,,,,-1.5707964,,Right Foot,True,,"[113.7, 42.9]",,Ground Pass,,13.7,,,Incomplete,,Manuel del Moral Fernández,24507.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Right Center Forward,35,Eibar,322,"['61f19fb4-c375-44f2-8ea9-66cb76919917', 'b666be15-f14d-4c84-ba2b-6a6597d2ff72']",1,,,,,,,,,,,,,,,,,Eibar,322,00:26:01.752,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.339057,,,,,,,,,,,,,,,d14283fb-9dd8-42d1-8e38-96acaf947fbb,1278,,"[110.1, 61.9]",266967,26,,,,,-2.700842,,Left Foot,,,"[104.8, 59.4]",,Ground Pass,,5.860034,,,,,Eneko Bóveda Altube,6386.0,,,,,,,1,Regular Play,Saúl Berjón Pérez,24070.0,Right Center Forward,35,Eibar,322,['79913582-3247-4566-84b8-ef50d4eeef71'],5,,,,,,,,,,,,,,,,,Eibar,322,00:26:05.386,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.6897,,,,,,,,,,,,,,,79421e03-f2f3-4d4b-9ffe-627d0f2729de,1282,,"[113.7, 75.2]",266967,26,,,,,-1.6439639,,Right Foot,True,,"[110.9, 37.0]",,High Pass,,38.30248,,,Incomplete,,,,,,,,,,1,Regular Play,Eneko Bóveda Altube,6386.0,Right Wing Back,35,Eibar,322,['0fcb872f-10fb-41ef-92cf-1e6f92f261d8'],9,,,,,,,,,,,,,,,,,Eibar,322,00:26:09.795,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.0378,,,,,,,,,,,,,,,0c765538-f39f-47e2-8bb7-0f63ca6053d5,1287,,"[10.2, 54.7]",266967,26,,,,,-1.7774795,,Right Foot,,,"[7.6, 42.3]",,Ground Pass,,12.669649,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,35,Eibar,322,['595c218c-8259-4918-8c1d-7ceb319285fc'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:26:15.398,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,4.592799,,,,,,,,,,,,,,,39dec81d-b2d1-4107-b7e2-5cab089cf55e,1289,,"[7.6, 42.7]",266967,26,,,,,0.39125273,,Right Foot,,,"[69.9, 68.4]",,High Pass,,67.39273,,,Incomplete,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,35,Eibar,322,['02ca6b2e-5e95-498b-aef6-718fcecd00ae'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:26:16.436,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.537845,,,,,,,,,,,,,,,9b207811-d6e8-4548-b6a2-ee1e70ff3ccd,1293,,"[49.4, 3.5]",266967,26,,,,,-0.042527534,,Left Foot,,,"[63.5, 2.9]",,Ground Pass,,14.112761,,,,,Dídac Vilá Rosselló,6886.0,,,,,,,1,Regular Play,Manuel Castellano Castro,24508.0,Left Center Back,35,Eibar,322,['b3bafac2-72a8-47af-bd79-a70063f22adc'],22,,,,,,,,,,,,,,,,,Eibar,322,00:26:22.633,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.353665,,,,,,,,,,,,,,,fbf76771-16bc-48f6-a106-678fc438bdbf,1296,,"[76.4, 2.9]",266967,26,,,,,1.7106187,,Left Foot,,,"[74.5, 16.4]",,Ground Pass,,13.633048,,,,,Javier Lara Grande,24190.0,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,35,Eibar,322,['1aa99cf7-fda4-437c-96b2-8d4d0c7801c5'],25,,,,,,,,,,,,,,,,,Eibar,322,00:26:25.952,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,1.21125,,,,,,,,,,,,,,,e8216fc7-924b-45c0-8944-d56278b0334d,1299,,"[77.0, 16.8]",266967,26,,,,,-0.74837804,,Right Foot,,,"[89.6, 5.1]",,Low Pass,,17.194475,,,,,Dídac Vilá Rosselló,6886.0,,,,,,,1,Regular Play,Javier Lara Grande,24190.0,Left Center Midfield,35,Eibar,322,['023de7df-a1ab-43c8-b809-273d3566f381'],29,,,,,,,,,,,,,,,,,Eibar,322,00:26:29.626,Pass,,2014/2015
,,,,,,,,,,,,,,,,,,0.7301,,,,,,,,,,,,,,,080fa2ae-158f-4d78-b601-51a6193c4418,1303,,"[90.5, 4.3]",266967,26,,,,,1.3552209,,Right Foot,,,"[93.5, 18.0]",,Low Pass,,14.024621,,,,,Manuel del Moral Fernández,24507.0,,,,,,,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Wing Back,35,Eibar,322,"['4a887d98-682f-41c6-82e5-477fb5f48c59', '57ca9276-f40b-47fd-a0fb-ebfebae106b6']",31,,,,,,,,,,,,,,,,,Eibar,322,00:26:31.539,Pass,True,2014/2015
,,,,,,,,,,,,,,,,,,0.926543,,,,,,,,,,,,,,,fa14c5d7-7436-4b13-a116-783b408ed4dc,1306,,"[93.7, 8.8]",266967,26,,,,,1.5282688,,Right Foot,,,"[94.5, 27.6]",,Ground Pass,,18.817013,,,,,Eneko Bóveda Altube,6386.0,,,,,,,1,Regular Play,Manuel del Moral Fernández,24507.0,Left Center Forward,35,Eibar,322,['ffd68e3d-674c-412d-bc3c-20f0d158f028'],35,,,,,,,,,,,,,,,,,Eibar,322,00:26:35.639,Pass,,2014/2015
