50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8f18911f-3112-4e77-9bca-c4b9a89ca11d,1,,,69233,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 5}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3087, 'name': 'Gnégnéri Yaya Touré'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 4913, 'name': 'Bojan Krkíc Pérez'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,bfb29adc-d93e-49a6-8d0b-3a61baa7eb30,2,,,69233,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 26488, 'name': 'Fabio Coltorti'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26067, 'name': 'Oriol Lozano Farrán'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 3}, {'player': {'id': 26163, 'name': 'Marc Torrejón Moya'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 19}, {'player': {'id': 25358, 'name': 'Henrique Adriano Buss'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 18404, 'name': 'José Ángel Crespo Rincón'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 6}, {'player': {'id': 6745, 'name': 'Mehdi Lacen'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6867, 'name': 'Papa Kouly Diop'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 26598, 'name': 'Antonio Moral Segura'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 23}, {'player': {'id': 6673, 'name': 'Sergio Canales Madrazo'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 27}, {'player': {'id': 26137, 'name': 'Óscar Serrano Rodriguez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 23929, 'name': 'Francisco Jiménez Tejada'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 15}]}",Racing Santander,1217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,01aa1c59-19e6-4ab4-ba89-08db610826d2,3,,,69233,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['f1c67a8d-0bc6-4691-95cb-58db9c5e1faa'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f1c67a8d-0bc6-4691-95cb-58db9c5e1faa,4,,,69233,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['01aa1c59-19e6-4ab4-ba89-08db610826d2'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6c4d3e9a-fffa-484c-a31e-885b9a60e286,1787,,,69233,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Barcelona,217,['a908e05a-9d94-435d-93ba-81204215edfd'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,a908e05a-9d94-435d-93ba-81204215edfd,1788,,,69233,45,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Barcelona,217,['6c4d3e9a-fffa-484c-a31e-885b9a60e286'],0,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,,0.359592,,,,,,,,,,,,,98ff5a95-db19-4af5-8922-ba6e0a0975cd,5,,"[61.0, 41.0]",69233,0,,,,,2.0576956,,Right Foot,,,"[60.1, 42.7]",,Ground Pass,,1.9235384,,,Francisco Jiménez Tejada,23929.0,,,,,Kick Off,1,From Kick Off,Óscar Serrano Rodriguez,26137.0,Left Wing,2,Racing Santander,1217,['4e602e44-3546-4433-877e-0f88c510b71c'],1,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:01.959,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.025816,,,,,,,,,,,,,01f19cc3-8f78-4a6f-9d95-80eb1c129f0b,8,,"[58.8, 40.8]",69233,0,,,,,-2.6392438,,Right Foot,,,"[35.5, 28.0]",,Ground Pass,,26.584394,,,Henrique Adriano Buss,25358.0,,,,,,1,From Kick Off,Francisco Jiménez Tejada,23929.0,Center Forward,2,Racing Santander,1217,['6666e896-19d6-4192-90c1-fc03a9d53e90'],2,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:02.910,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.698684,,,,,,,,,,,,,27e86201-1169-4148-8d89-4e6d18a53563,11,,"[35.5, 27.4]",69233,0,,,,,-0.079232916,,Right Foot,,,"[82.1, 23.7]",,High Pass,,46.74666,Incomplete,,Francisco Jiménez Tejada,23929.0,,,,,,1,From Kick Off,Henrique Adriano Buss,25358.0,Left Center Back,2,Racing Santander,1217,"['4cc3cf9a-a04e-46f4-9fb3-4574693300f2', '52c0de65-33ce-43fe-a1d9-1814c91b033b']",6,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:06.733,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.757147,,,,,,,,,,,,,4cc3cf9a-a04e-46f4-9fb3-4574693300f2,14,,"[38.9, 57.3]",69233,0,,,,True,-0.8243395,,,,,"[42.6, 53.3]",,High Pass,,5.448853,,,Gnégnéri Yaya Touré,3087.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,"['27e86201-1169-4148-8d89-4e6d18a53563', '4475c2c4-87fb-4a2f-953e-a303e4e2cfe1', '7bce22d8-f827-4cb4-8bf8-e902c51e4ba6']",9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.432,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,0.778672,,,,,,,,,,,,,069cda03-2eb8-4f3c-a3fd-eef8d3ac99de,21,,"[48.8, 53.6]",69233,0,,,,,-2.3000736,,Right Foot,,,"[44.6, 48.9]",,Ground Pass,,6.303174,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,['83756ca0-5ca1-4a97-9117-8b439d6e7237'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.259,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.678006,,,,,,,,,,,,,be0a121c-313a-4872-ba72-fb2d95993fde,24,,"[44.6, 48.9]",69233,0,,,,,-0.40975794,,Right Foot,,,"[54.5, 44.6]",,Ground Pass,,10.793516,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,3,Barcelona,217,['2bb1525b-b8b2-44d0-adff-a133297831f2'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.078,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.244026,,,,,,,,,,,,,ced05ed8-3b59-45fd-9316-f3c12e6ce3f1,28,,"[53.4, 49.0]",69233,0,,,,,-2.226492,,Right Foot,,,"[47.4, 41.2]",,Ground Pass,,9.840732,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,"['a9560dae-61ad-4e77-b68e-a304c96addaa', 'c48b6aaa-4ae4-45f3-83f6-29fa90d9f3a1']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.415,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,2.31893,,,,,,,,,,,,,652da4c9-9cf2-439d-8c28-9df8faf9dd7a,31,,"[52.3, 38.6]",69233,0,,,,,-1.9275435,,Right Foot,,,"[42.2, 11.5]",,Ground Pass,,28.920927,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,3,Barcelona,217,['5c5c7c9b-651d-4276-95e6-bea92a28fef6'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.883,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.248339,,,,,,,,,,,,,e781120f-27da-4780-a4fd-70a374e29c8b,34,,"[44.3, 15.5]",69233,0,,,,,1.1236762,,Right Foot,,,"[56.0, 39.9]",,Ground Pass,,27.060118,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,3,Barcelona,217,['85bded5b-6f09-4376-9953-20c59d006b1b'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.327,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.307548,,,,,,,,,,,,,bea18f98-09f1-40d7-a361-894f03214d5e,38,,"[57.9, 43.6]",69233,0,,,,,1.6393163,,Right Foot,,,"[57.2, 53.8]",,Ground Pass,,10.223991,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,3,Barcelona,217,"['1fb87979-9a28-4368-82ef-64a9a1fa42aa', '7488b0e6-11d4-40dd-a750-2556e3068255']",26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.724,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.610688,,,,,,,,,,,,,1350f47d-d557-49c0-a64e-3aab95090e04,41,,"[57.2, 53.8]",69233,0,,,,,0.99247086,,Right Foot,,,"[71.3, 75.4]",,Ground Pass,,25.794767,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,3,Barcelona,217,['71c956f6-db90-45be-b1a3-51ec619c99c8'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.499,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.295689,,,,,,,,,,,,,2c554230-f471-4682-bfd3-b07ca5410517,45,,"[70.2, 75.0]",69233,0,,,,,-3.109084,,Left Foot,,,"[57.9, 74.6]",,Ground Pass,,12.306502,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,"['10830e0d-beea-4033-8544-9dc493a3a7ca', '6b93a7f0-fd83-4bde-a7e8-acd31dfd1740']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.923,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.349592,,,,,,,,,,,,,f40b1ec0-a6b2-4fca-82f1-6c91d10f68dd,48,,"[57.9, 74.6]",69233,0,,,,,-2.7886024,,Right Foot,,,"[42.7, 69.0]",,Ground Pass,,16.198765,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,3,Barcelona,217,['8e37ea2e-1e74-421f-bec4-15092605799d'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.109,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.170321,,,,,,,,,,,,,ef1fdd36-a82d-437b-b651-a1f4dbf796f8,51,,"[54.2, 65.1]",69233,0,,,,,-0.5163278,,Right Foot,,,"[96.3, 41.2]",,High Pass,,48.41095,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,3,Barcelona,217,['4a60c968-4872-4aaf-9c81-5d52caed69df'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.490,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.401564,,,,,,,,,,,,,322901ef-52a4-4d1a-a103-d1271d099035,55,,"[91.6, 44.9]",69233,0,,,,,-0.71788526,,Right Foot,,,"[106.6, 31.8]",,High Pass,,19.91507,Incomplete,,Thierry Henry,15516.0,,,,,Recovery,1,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,3,Barcelona,217,"['2c6034d9-ad70-48c5-aa5e-5aeb2b45ea30', '4590c2fc-0fb6-4b73-a330-9b030567fe11']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.258,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.522058,,,,,,,,,,,,,4590c2fc-0fb6-4b73-a330-9b030567fe11,57,,"[14.4, 49.2]",69233,0,,,,,-2.5415425,,Head,,,"[4.9, 42.7]",,Low Pass,,11.510864,,,Fabio Coltorti,26488.0,,,,,Recovery,1,Regular Play,Henrique Adriano Buss,25358.0,Left Center Back,4,Racing Santander,1217,"['322901ef-52a4-4d1a-a103-d1271d099035', '54276205-9662-4832-bb09-26bab1018716']",42,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:42.660,Pass,,2009/2010
,,,,,,,,,,,,,,,,,3.925986,,,,,,,,,,,,,38396b42-2a4d-42c6-b0a6-2fe6daae00e1,60,,"[17.5, 43.2]",69233,0,,,,,-0.20407023,,Drop Kick,,,"[80.8, 30.1]",,High Pass,,64.64132,Incomplete,,Francisco Jiménez Tejada,23929.0,,,,,,1,Regular Play,Fabio Coltorti,26488.0,Goalkeeper,4,Racing Santander,1217,"['91ede4a4-a5b7-4848-9f92-65762bc8c0a2', 'e6907356-0f83-45cc-95c8-611acf9eaf66']",51,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:51.992,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.933614,,,,,,,,,,,,,91ede4a4-a5b7-4848-9f92-65762bc8c0a2,62,,"[40.2, 50.9]",69233,0,,,,,0.022871828,,Head,,,"[70.8, 51.6]",,High Pass,,30.608006,Incomplete,,Bojan Krkíc Pérez,4913.0,,,,,Recovery,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Racing Santander,1217,"['12f55bd9-c085-47d8-97cc-899d77f5968e', '38396b42-2a4d-42c6-b0a6-2fe6daae00e1', 'a0e1cb7b-76ad-4340-986a-1e3796b1f01e']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.918,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.491898,,,,,,,,,,,,,a0e1cb7b-76ad-4340-986a-1e3796b1f01e,64,,"[50.2, 29.4]",69233,0,,,,,0.6542115,,Head,,,"[66.5, 41.9]",,High Pass,,20.541178,Incomplete,,Francisco Jiménez Tejada,23929.0,,,,,Recovery,1,Regular Play,Henrique Adriano Buss,25358.0,Left Center Back,4,Racing Santander,1217,"['91ede4a4-a5b7-4848-9f92-65762bc8c0a2', 'bd737e9d-f64b-4f4f-93df-1a59373b58d6', 'c7d8928f-d188-4fd4-b940-bb7cb8cf1061']",58,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:00:58.852,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.665253,,,,,,,,,,,,,bd737e9d-f64b-4f4f-93df-1a59373b58d6,66,,"[54.5, 39.1]",69233,1,,,,,1.19029,,Head,,,"[57.9, 47.6]",,Low Pass,,9.15478,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Racing Santander,1217,"['7e5c5104-1d13-4b62-80b6-5100963bd051', '8b902381-7d25-4426-947f-da3b1427fe22', 'a0e1cb7b-76ad-4340-986a-1e3796b1f01e']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.344,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.291202,,,,,,,,,,,,,92ab5cca-71c3-4396-a672-30ed2718d03c,71,,"[60.9, 27.4]",69233,1,,,,,-0.647662,,Left Foot,,,"[72.4, 18.7]",,Low Pass,,14.420125,Incomplete,,Óscar Serrano Rodriguez,26137.0,,,,,,1,Regular Play,Mehdi Lacen,6745.0,Right Center Midfield,4,Racing Santander,1217,"['05568b6d-c5cc-453c-b855-6c21cffa7a7a', '64ba8df6-5f78-49b3-bdfb-368b6c4b189a', 'a3c28ae8-19c7-4334-87b0-bcd85775f33e']",3,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:03.680,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.080223,,,,,,,,,,,,,bb8666d4-0fef-4f6c-9243-3802baf21f10,75,,"[41.0, 63.9]",69233,1,,,,,-2.3974082,,Left Foot,,,"[30.9, 54.6]",,Ground Pass,,13.72953,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,5,Barcelona,217,['58ee4f4f-168c-4ddb-af54-1670722f9d80'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.065,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.146591,,,,,,,,,,,,,4c7fc8dd-aaa2-4fda-9559-19ef42aa42f9,79,,"[42.7, 55.7]",69233,1,,,,,0.15333238,,Right Foot,,,"[64.7, 59.1]",,Ground Pass,,22.261177,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,5,Barcelona,217,"['174f6afd-f77b-455b-9062-796b37cb28a1', '9aeb3087-ed38-4a35-97c1-c07734465bef']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.691,Pass,True,2009/2010
,,,,,,,,,,,,,,,,,1.495802,,,,,,,,,,,,,a32755e4-703c-416d-b4c0-f1bde0749ce5,82,,"[70.8, 60.2]",69233,1,,,,,1.4426677,,Left Foot,,,"[72.9, 76.5]",,Ground Pass,,16.43472,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,5,Barcelona,217,['b6672dc1-199d-4e8c-8f9c-48180422ed4e'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.394,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.350871,,,,,,,,,,,,,3d1e4f09-39b4-452e-b0cb-8c51bd0f05d0,85,,"[77.7, 63.2]",69233,1,,,,,-1.5932142,,Left Foot,,,"[77.2, 40.9]",,Ground Pass,,22.305605,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,5,Barcelona,217,['1321c7d5-a444-4ee4-ab0e-a342832a767c'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.012,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.414616,,,,,,,,,,,,,51e0896d-f32f-403d-b82c-f92a3efa7a35,88,,"[77.2, 40.9]",69233,1,,,,,3.0372114,,Left Foot,,,"[66.7, 42.0]",,Ground Pass,,10.557462,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,['25824be0-1236-4bc0-868a-91b2b1468222'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.403,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.95699,,,,,,,,,,,,,97ee145f-e306-479c-85d5-781a7c824c81,92,,"[67.0, 41.2]",69233,1,,,,,-1.3290793,,Right Foot,,,"[75.9, 5.1]",,Ground Pass,,37.18091,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,5,Barcelona,217,['1d8bb599-2d07-4c0e-a2f0-3ab24fbe999a'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.857,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.704275,,,,,,,,,,,,,98e8d6c4-f712-478d-bf04-8f4a3a817e98,95,,"[80.5, 4.7]",69233,1,,,,,-0.22964244,,Left Foot,,,"[88.2, 2.9]",,Ground Pass,,7.9075913,,,Thierry Henry,15516.0,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,5,Barcelona,217,['5988fab5-b122-4f0d-9a3a-b5e39f1c8756'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.475,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.146618,,,,,,,,,,,,,f54fcf68-d8b1-4ef9-9771-025111e90750,98,,"[81.2, 11.5]",69233,1,,,,,1.6229877,,Right Foot,,,"[80.5, 24.9]",,Ground Pass,,13.418271,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,5,Barcelona,217,['d88fd53c-cadb-4e15-adac-472f7dfc778d'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.526,Pass,,2009/2010
,,,,,,,,,,,,,,,,,2.061725,,,,,,,,,,,,,eba33633-5366-43f4-82dd-b8cded44026d,101,,"[80.5, 24.9]",69233,1,,,,,-0.3113703,,Right Foot,,,"[97.9, 19.3]",,Low Pass,,18.27895,Incomplete,,Thierry Henry,15516.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,5,Barcelona,217,"['587df99a-65a3-417c-8070-5091e22fc9c3', 'efd22d3f-e502-4e79-ae48-3e58bce7a489']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.157,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.733497,,,,,,,,,,,,,efd22d3f-e502-4e79-ae48-3e58bce7a489,103,,"[23.1, 61.7]",69233,1,,,,,-2.4310544,,Right Foot,,,"[18.8, 58.0]",,Ground Pass,,5.672742,,,Marc Torrejón Moya,26163.0,,,,,Recovery,1,Regular Play,Oriol Lozano Farrán,26067.0,Right Back,6,Racing Santander,1217,"['b1babd0c-53e1-43d6-9f92-899cdc43f489', 'eba33633-5366-43f4-82dd-b8cded44026d']",33,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:33.219,Pass,,2009/2010
,,,,,,,,,,,,,,,,,0.397006,,,,,,,,,,,,,723fb2e9-8245-41e4-ae30-4dd91e6a37e6,106,,"[18.8, 58.0]",69233,1,,,,,-0.018179815,,Right Foot,,,"[29.8, 57.8]",,Ground Pass,,11.001818,,,Sergio Canales Madrazo,6673.0,,,,,,1,Regular Play,Marc Torrejón Moya,26163.0,Right Center Back,6,Racing Santander,1217,['0b03606d-c960-4cc7-a63d-858433283a01'],34,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:34.628,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.415407,,,,,,,,,,,,,4909fce2-4847-49b6-a76a-bb8798222466,109,,"[33.1, 59.1]",69233,1,,,,,1.9171898,,Left Foot,,,"[27.0, 76.0]",,Ground Pass,,17.967192,,,Oriol Lozano Farrán,26067.0,,,,,,1,Regular Play,Sergio Canales Madrazo,6673.0,Center Attacking Midfield,6,Racing Santander,1217,['7fcca079-9d10-480f-a454-2deb35a1079b'],35,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:35.543,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.53106,,,,,,,,,,,,,07c1d992-30a7-4c94-83ba-7715b520fcb2,112,,"[32.8, 76.0]",69233,1,,,,,0.050936297,,Right Foot,,,"[58.3, 77.3]",,Ground Pass,,25.533115,,,Antonio Moral Segura,26598.0,,,,,,1,Regular Play,Oriol Lozano Farrán,26067.0,Right Back,6,Racing Santander,1217,['0966b892-9cca-4f2d-8c47-0b660a0dfe19'],38,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:38.026,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.489931,,,,,,,,,,,,,40ff9fd7-1b7f-4a94-8c51-88485f838777,117,,"[72.2, 80.0]",69233,1,,,,,-1.3244092,,,,,"[76.4, 63.3]",,High Pass,,17.220047,,,Francisco Jiménez Tejada,23929.0,,,,,Throw-in,1,From Throw In,Oriol Lozano Farrán,26067.0,Right Back,7,Racing Santander,1217,['1b1b312b-faf6-48ad-8c6d-66c85b27458f'],53,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:53.471,Pass,,2009/2010
,,,,,,,,,,,,,,,,,1.548464,,,,,,,,,,,,,5fb6b3aa-4716-4aa1-858d-ea28631cf220,119,,"[76.4, 63.3]",69233,1,,,,True,-0.01680514,,,,,"[88.3, 63.1]",,High Pass,,11.901681,Incomplete,,Antonio Moral Segura,26598.0,,,,,,1,From Throw In,Francisco Jiménez Tejada,23929.0,Center Forward,7,Racing Santander,1217,"['9738acd9-9499-47af-9fa0-fd1aecca3833', 'db0fce1c-d4c4-4fc1-935c-cf73b99195df', 'ec8dbcc0-e8ef-4c0c-bc35-18da48144e9d']",55,,,,,,,,,,,,,,,,,,Racing Santander,1217,00:01:55.001,Pass,True,2009/2010
