bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,2.108682,,,,,,,,,,,,,,c68b01a8-c6c5-48e6-a0f1-c741dc1d94bd,1620,,"[64.0, 50.2]",303470,29,,,,,-1.8228313,,Right Foot,,,,"[58.0, 26.9]",,Ground Pass,,24.060133,,,,,Samuel Yves Umtiti,5492.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,56,Barcelona,217,['1c0b3d1c-26e1-45d2-8efa-8a09be0dd6fe'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:29:06.300,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.220213,,,,,,,,,,,,,,f98bd4ec-7512-47dd-8e3c-541545693662,1623,,"[69.4, 25.1]",303470,29,,,,,2.0626056,,Left Foot,,,,"[63.4, 36.3]",,Ground Pass,,12.705904,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,56,Barcelona,217,['2f9041c8-86eb-40b3-833a-4d84accfbd74'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:29:12.493,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.39673,,,,,,,,,,,,,,998da800-123e-49eb-a5e2-8f3da89ba544,1626,,"[56.8, 35.5]",303470,29,,,,,1.9621066,,Right Foot,,,,"[50.9, 49.8]",,Ground Pass,,15.469324,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,56,Barcelona,217,['9f1fee3e-3a35-4cef-a07c-3dcfba5fd9e8'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:29:15.601,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.500503,,,,,,,,,,,,,,dc3ca1e8-7e38-4917-a9b7-a6e118c77be6,1629,,"[50.9, 50.0]",303470,29,,,,,-1.5341635,,Right Foot,,,,"[51.6, 30.9]",,Ground Pass,,19.112823,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,56,Barcelona,217,['e445e9d7-7824-4551-83fc-1aa3bfe50ba4'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:29:17.719,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.210281,,,,,,,,,,,,,,534659f7-07ed-448a-bc4d-2b68f0422444,1633,,"[54.6, 33.3]",303470,29,,,,,1.9122115,,Right Foot,,,,"[47.6, 53.0]",,Ground Pass,,20.906698,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Goal Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,56,Barcelona,217,"['1850c8a6-15a0-4f90-a141-35f8bcbc4de0', '4f5066be-e6fa-4e1a-a653-efe28ff2a2c5']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:29:21.633,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.108661,,,,,,,,,,,,,,0ea41c82-8e8c-463a-a655-3cf932e08fdf,1636,,"[47.4, 53.0]",303470,29,,,,,-0.6980633,,Right Foot,,,,"[59.2, 43.1]",,Ground Pass,,15.402922,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,56,Barcelona,217,['73c74dcd-0e97-4230-a5c3-0490b1de6697'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:29:23.703,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.003445,,,,,,,,,,,,,,353c2a5e-716f-456d-8d2a-c1584d23901c,1639,,"[66.2, 46.2]",303470,29,,,,,0.07954197,,Right Foot,,,,"[93.8, 48.4]",,Ground Pass,,27.687542,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Goal Kick,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,56,Barcelona,217,['1860e4a0-7f61-4050-96bb-3d1fc34edc67'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:29:26.140,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.858965,,,,,,,,,,,,,,1272758f-5dbf-4162-8004-c05f1dcece28,1643,,"[94.9, 50.0]",303470,29,,,,,-2.863293,,Right Foot,,,,"[93.5, 49.6]",,Ground Pass,,1.456022,,,,,Antoine Griezmann,5487.0,,,,,,1,From Goal Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,56,Barcelona,217,"['9cef3931-5132-4c95-bd23-156f87d6a7dc', 'f1f359c6-1680-4125-8854-71521c760235']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:29:28.223,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.388221,,,,,,,,,,,,,,55a790d8-0c34-4d31-8bf0-ab76655bb4cb,1647,,"[100.7, 46.7]",303470,29,,,,,1.0525407,f0d9b6b7-c75d-492f-b4f0-d199d6560825,Left Foot,,,,"[107.6, 58.8]",,Ground Pass,,13.929106,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Left Center Forward,56,Barcelona,217,"['79e74165-23aa-4592-8d56-897d0bcd102c', 'd1e26358-43ff-4450-83d0-85565b2795f6']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:29:30.325,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,2.08661,,,,,,,,,,,,,,180a289b-0299-46bf-9817-ea9456fb132e,1652,,"[12.7, 36.3]",303470,29,,True,,,-0.933766,,Keeper Arm,,,,"[36.6, 4.0]",,Low Pass,,40.18084,,,,,Toni Kroos,5574.0,,,,,,1,From Keeper,Thibaut Courtois,3509.0,Goalkeeper,58,Real Madrid,220,['b56f8083-7666-4ea4-8ab0-a6f3635c32b7'],39,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:39.246,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.031155,,,,,,,,,,,,,,3dd2d30b-1385-4e61-92df-68aa970b249c,1654,,"[47.4, 6.0]",303470,29,,,,,-0.672971,,Right Foot,,,,"[54.3, 0.5]",,Ground Pass,,8.823832,,,,,Vinícius José Paixão de Oliveira Júnior,18395.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,59,Real Madrid,220,['c1e80188-b527-4816-9eff-3e3214c4a721'],43,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:43.737,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.517495,,,,,,,,,,,,,,579f3b96-b3ca-47b9-8dc7-ec5634b430f0,1657,,"[53.9, 0.4]",303470,29,,,,,2.569003,,Right Foot,,,,"[41.8, 8.2]",,Ground Pass,,14.39618,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,60,Real Madrid,220,['53b6d56f-84cd-4ec5-bf0b-0f824a60ed4c'],45,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:45.088,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.774583,,,,,,,,,,,,,,564edae4-931a-478f-b7aa-bc57b76794ac,1661,,"[52.0, 1.0]",303470,29,,,,,1.1964628,,Left Foot,,,,"[54.2, 6.6]",,Ground Pass,,6.0166435,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,61,Real Madrid,220,['89f5a9c7-291d-455a-8db2-1fb4b0983dd5'],49,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:49.545,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.131229,,,,,,,,,,,,,,162aaaa6-031e-46f6-8fb8-39d186a38d0b,1666,,"[52.1, 6.3]",303470,29,,,,,2.3853126,,Right Foot,,,,"[46.8, 11.3]",,Ground Pass,,7.2862883,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Center Midfield,62,Real Madrid,220,['90fa3d39-3c0e-4fd0-b831-35f306f0e2bf'],51,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:51.102,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.485515,,,,,,,,,,,,,,cbac2db0-c114-46a3-bc19-e6fa87718532,1669,,"[47.9, 15.4]",303470,29,,,,,1.152572,,Right Foot,,,,"[51.5, 23.5]",,Ground Pass,,8.863972,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,63,Real Madrid,220,['d4d41e17-66d6-425e-bbd7-9ce14b0e0b38'],53,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:53.081,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.936278,,,,,,,,,,,,,,cb5dda89-4fd3-4dea-8cf0-857732d2571f,1672,,"[51.5, 23.5]",303470,29,,,,,-2.8494463,,Right Foot,,,,"[38.2, 19.5]",,Ground Pass,,13.888484,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,64,Real Madrid,220,['0bfd78dd-2f5f-409f-9ae4-36679ac6204a'],54,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:54.126,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.360886,,,,,,,,,,,,,,00adb837-419d-4d12-abd6-7ad91e4f5d26,1675,,"[38.2, 19.5]",303470,29,,,,,1.4680665,,Right Foot,,,,"[41.2, 48.6]",,Ground Pass,,29.25423,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,65,Real Madrid,220,['5548b836-ae06-4512-99be-056955a55435'],55,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:55.222,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.130992,,,,,,,,,,,,,,a7948669-b345-4f20-b40f-a5439668be8e,1678,,"[42.6, 53.8]",303470,29,,,,,1.002791,,Right Foot,,,,"[52.3, 69.0]",,Ground Pass,,18.03136,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,66,Real Madrid,220,['3b3056ae-9746-4bec-81c9-876e85a87962'],57,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:57.623,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.082682,,,,,,,,,,,,,,b8c7833b-a1fd-4bc8-b953-ef16887fa1c2,1681,,"[52.9, 70.3]",303470,29,,,,,0.5055811,,Right Foot,,,,"[64.1, 76.5]",,Ground Pass,,12.801562,,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,67,Real Madrid,220,['5d22d133-01a4-4fb6-9fa0-d5ac70559948'],59,,,,,,,,,,,,,,,,,Real Madrid,220,00:29:59.594,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.035036,,,,,,,,,,,,,,5ca2ba0c-ba77-453a-acfd-c9f368cb139f,1684,,"[64.1, 76.5]",303470,30,,,,,-2.5875769,,Right Foot,,,,"[52.3, 69.2]",,Ground Pass,,13.875518,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Midfield,68,Real Madrid,220,['11ac6b6a-f07a-4fbc-8293-5d4dd5548b1f'],1,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:01.197,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.392459,,,,,,,,,,,,,,b427b17f-ca41-4aeb-b8f1-3b321e127108,1687,,"[50.9, 68.4]",303470,30,,,,,-2.1005054,,Right Foot,,,,"[42.0, 53.2]",,Ground Pass,,17.613914,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,69,Real Madrid,220,['dfe2de8f-48f5-401e-87e2-8c9bb993912e'],3,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:03.952,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.940904,,,,,,,,,,,,,,736ac812-e984-4546-82c2-4466212715b0,1690,,"[42.0, 52.4]",303470,30,,,,,-1.3272104,,Left Foot,,,,"[46.2, 35.5]",,Ground Pass,,17.414074,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,70,Real Madrid,220,['e500dd3d-b7f8-4609-a709-d518f38e654e'],6,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:06.264,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.486287,,,,,,,,,,,,,,b1a40a48-c581-45b6-a7bf-462d7e74f170,1692,,"[46.8, 35.3]",303470,30,,True,,,-1.0395229,,Right Foot,,,,"[63.9, 6.2]",,Ground Pass,,33.752335,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,71,Real Madrid,220,['5fe18dbe-93a4-443c-ae30-9e77084914a9'],8,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:08.165,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.840282,,,,,,,,,,,,,,a70347cb-1e0c-4172-bafc-7543f467fb98,1694,,"[63.9, 6.2]",303470,30,,,,,-0.35331902,,Other,,,,"[78.0, 1.0]",,Ground Pass,,15.028307,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Center Midfield,72,Real Madrid,220,['9bd75614-471a-44c7-abdb-e7429899e310'],10,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:10.652,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.93892,,,,,,,,,,,,,,645cb664-50d2-4992-b42c-585656e15bc0,1698,,"[76.6, 1.2]",303470,30,,,,,2.946102,,Left Foot,,,,"[66.5, 3.2]",,Ground Pass,,10.296116,,,,,Francisco Román Alarcón Suárez,4926.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,73,Real Madrid,220,"['3672c8ca-33b8-4bec-bc19-49521b8900ca', '53355189-2356-49de-902c-7a6ab7ab554b']",13,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:13.292,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.220972,,,,,,,,,,,,,,c2882fb1-2aba-4610-a90f-25c5f8ecd7fe,1701,,"[67.8, 3.2]",303470,30,,,,,1.8021348,,Right Foot,,,,"[62.5, 25.7]",,Ground Pass,,23.115795,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Center Midfield,74,Real Madrid,220,['d00f413c-ad88-495b-be76-fa90eae75412'],15,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:15.551,Pass,,2019/2020
,,,,,,,,,,,,,,,,,3.054349,,,,,,,,,,,,,,d968d023-5847-40b7-ad8a-dfe32226d6b6,1704,,"[62.5, 26.5]",303470,30,,,,,1.2490457,,Right Foot,,,,"[79.6, 77.8]",,High Pass,,54.074947,,,,,Daniel Carvajal Ramos,5721.0,,True,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,75,Real Madrid,220,['f36f2013-bac0-4b09-a565-438520d90ddc'],18,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:18.012,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.993037,,,,,,,,,,,,,,3e68155b-36df-4fbb-abe0-f66515a99e2b,1707,,"[87.6, 75.3]",303470,30,,,,,-2.4960167,,Right Foot,,,,"[79.9, 69.5]",,Ground Pass,,9.64002,,,,,Karim Benzema,19677.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,76,Real Madrid,220,['d104873a-0040-4799-85aa-8b1af408ad13'],23,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:23.906,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.745223,,,,,,,,,,,,,,96534206-f4f4-4222-8765-e0429784d5f7,1710,,"[88.2, 68.4]",303470,30,,,,,1.1549846,,Right Foot,,,,"[91.6, 76.1]",,Ground Pass,,8.417244,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,77,Real Madrid,220,['dd503cc6-1b63-47fd-99dc-e53efbc9479c'],26,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:26.259,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.814703,,,,,,,,,,,,,,abb7d31c-a80d-4a5c-9f6f-c25e3c4b143f,1714,,"[84.2, 76.4]",303470,30,,,,,-2.3427725,,Right Foot,,,,"[69.5, 61.3]",,Ground Pass,,21.07368,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,78,Real Madrid,220,['3da144c5-15a8-41c7-a71a-64cecd1aa243'],28,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:28.284,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.639997,,,,,,,,,,,,,,f5f89b3f-f848-4b89-85b5-6bf80e6cfc96,1717,,"[83.0, 71.2]",303470,30,,,,,1.4585935,,Right Foot,,,,"[83.8, 78.3]",,Ground Pass,,7.1449285,,,,,Federico Santiago Valverde Dipetta,6773.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,79,Real Madrid,220,['fa9f93ec-5eb8-446d-96d2-74f549759b7c'],34,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:34.445,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.755769,,,,,,,,,,,,,,958dbf0d-b85f-4af6-b536-6f85c29e9f8e,1720,,"[83.6, 77.5]",303470,30,,,,,-1.2621455,,Right Foot,,,,"[85.8, 70.6]",,Ground Pass,,7.242237,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Midfield,80,Real Madrid,220,['3a6b15df-69f7-45cd-8946-ff0e89e18fe1'],35,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:35.099,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.794521,,,,,,,,,,,,,,0f0aa572-aa5d-4cc0-926c-3c68b07eef80,1724,,"[83.2, 72.3]",303470,30,,,,,-3.1080856,,Left Foot,,,,"[65.3, 71.7]",,Low Pass,,17.910053,,,,,Daniel Carvajal Ramos,5721.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,81,Real Madrid,220,['d87f9cdf-f294-45af-bf1b-50e4cffac31e'],37,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:37.095,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.827941,,,,,,,,,,,,,,1ae9a9b6-853a-460a-bd34-410e1a910425,1727,,"[65.3, 71.7]",303470,30,,,,,-1.6018744,,Right Foot,,,,"[64.7, 52.4]",,Ground Pass,,19.309324,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,82,Real Madrid,220,['87ed1853-91bd-402d-8c0c-9e80229c41e8'],38,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:38.819,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,,b3081573-4757-48ac-9dbf-290433dc51e7,1731,,"[64.9, 52.6]",303470,30,,,,,1.7311717,,Left Foot,,,,"[62.7, 66.2]",,Ground Pass,,13.776793,,,,,Raphaël Varane,5485.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,83,Real Madrid,220,['07b24da0-5701-4200-af5a-ff75c930f287'],42,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:42.327,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.649234,,,,,,,,,,,,,,e0160603-ea60-4d20-b358-48e94181bec9,1734,,"[62.7, 66.2]",303470,30,,,,,-0.41566187,,Right Foot,,,,"[77.2, 59.8]",,Ground Pass,,15.849606,,,,,Carlos Henrique Casimiro,5539.0,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,84,Real Madrid,220,['ee46c69b-7450-4aa4-908a-bf7eebeda4e5'],44,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:44.927,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.980859,,,,,,,,,,,,,,0357034a-613c-4cf7-af81-c45116019e8c,1737,,"[77.2, 59.8]",303470,30,,,,,-2.138282,,Right Foot,,,,"[66.3, 42.7]",,Ground Pass,,20.27856,,,,,Toni Kroos,5574.0,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,85,Real Madrid,220,['8fe190bd-40db-400f-bbbc-a45de30f5e65'],48,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:48.518,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.73679,,,,,,,,,,,,,,49c3fad4-2813-408d-9ee0-b55b99b357a2,1740,,"[66.3, 42.0]",303470,30,,,,,-1.3288237,,Right Foot,,,,"[72.1, 18.5]",,Ground Pass,,24.205164,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,86,Real Madrid,220,['9ceb02b2-86f2-4be0-abf4-af7112c205b2'],50,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:50.522,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.332375,,,,,,,,,,,,,,b2f66390-81bf-4fdc-9099-3f05980cc9cd,1743,,"[93.8, 20.6]",303470,30,,,,,-1.4980085,,Right Foot,,,,"[95.2, 1.4]",,Ground Pass,,19.250975,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,87,Real Madrid,220,['23aa22b8-ce25-46e5-a8c1-c7dc0ad3bbf3'],55,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:55.819,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.719998,,,,,,,,,,,,,,3c57f784-c53a-470a-830c-cb0b3613ea49,1747,,"[96.0, 2.4]",303470,30,,,,,1.7701336,,Left Foot,,,,"[94.0, 12.3]",,Ground Pass,,10.1,,,,,Sergio Ramos García,5201.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,88,Real Madrid,220,"['29c81752-322d-4e6f-a9cf-ce8322395c4d', 'bdb4cdf6-6d9e-458f-8c2d-b2fcd40e15cc']",57,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:57.391,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.890351,,,,,,,,,,,,,,58975fea-0e6c-45b4-9cac-698feff23624,1749,,"[94.0, 12.0]",303470,30,,,,,-0.5910938,,Right Foot,,,,"[108.9, 2.0]",,Ground Pass,,17.944637,,,,,Marcelo Vieira da Silva Júnior,5552.0,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,89,Real Madrid,220,['56efe48a-fc3a-4271-aae7-1d0b95b987ca'],58,,,,,,,,,,,,,,,,,Real Madrid,220,00:30:58.111,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.826736,,,,,,,,,,,,,,28f053e9-c959-4a84-a89e-42a545f2250a,1753,,"[110.3, 2.7]",303470,31,,,,,1.5186459,,Left Foot,True,,,"[112.2, 39.1]",,High Pass,,36.449554,,,Unknown,,Karim Benzema,19677.0,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,90,Real Madrid,220,"['091af14c-42e6-4908-8f6a-9469277b3a25', '32023834-8ad5-426c-b6ea-bf629fdfc4d5']",0,,,,,,,,,,,,,,,,,Real Madrid,220,00:31:00.201,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.982522,,,,,,,,,,,,,,e6050315-c680-41fd-9a27-5e743a4e9c27,1757,,"[8.7, 41.2]",303470,31,,True,,,-1.3273561,,Right Foot,,,,"[12.5, 25.9]",,Ground Pass,,15.764834,,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,91,Barcelona,217,['2b9f0eca-4e7e-4486-b2d0-c0c921913434'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:31:24.329,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.456192,,,,,,,,,,,,,,00116855-4392-4732-b121-235ee3c03356,1759,,"[8.7, 41.8]",303470,31,,,,,1.3213831,,Right Foot,,,,"[11.4, 52.4]",,Ground Pass,,10.938464,,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,91,Barcelona,217,['acdbac0e-569b-4ae5-968d-7ab5f79fc0a3'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:31:26.821,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.917554,,,,,,,,,,,,,,ac57a1a4-59d7-47ad-8b93-c620ada7be37,1763,,"[10.9, 43.4]",303470,31,,,,,-0.023960555,,Right Foot,,,,"[56.8, 42.3]",,Low Pass,,45.913177,,,,,Antoine Griezmann,5487.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,91,Barcelona,217,"['45d8a5c9-afd5-4fed-896e-613be3b69a2f', 'c6578a78-5b14-4c5f-bf96-13d04e719ec4']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:31:31.242,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.162621,,,,,,,,,,,,,,b1ef82e1-dfc4-4ad0-b8d0-400f0f44b5ac,1767,,"[56.4, 42.6]",303470,31,,,,,-3.1031501,,Left Foot,,,,"[51.2, 42.4]",,Low Pass,,5.2038445,,,,,Arthur Henrique Ramos de Oliveira Melo,11392.0,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Center Forward,91,Barcelona,217,"['6c06d266-a6ab-4b98-8819-db2def2f49c8', 'b32682ec-ef84-4022-8240-2e874c873190']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:31:33.240,Pass,True,2019/2020
