bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_success_in_play,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,"[87.7, 39.3]",,,,,,,,,,,,0.614547,,,,,,,,,,,,,,ea4cbdb7-2fa9-487d-b8cd-d1e61fff20e7,157,,"[87.7, 39.3]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,"['9cf13e1a-d049-46e2-a453-f702f9b9c12b', 'e8b2d01c-2941-4739-96fa-aa960b8891dd']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.027,Carry,,2019/2020
,,,,,"[85.9, 26.0]",,,,,,,,,,,,1.803809,,,,,,,,,,,,,,2ec07476-cad3-49c0-8099-f2e90187f7e0,160,,"[87.3, 26.5]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Midfield,5,Barcelona,217,"['56b1792d-9f12-4ac7-9c64-0967ea74baaf', '7c8103ad-f746-45d2-8d0d-538e7ab0606e', '8db393aa-f332-4868-83bd-907d7e0dea00']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.327,Carry,True,2019/2020
,,,,,"[67.1, 27.1]",,,,,,,,,,,,1.047167,,,,,,,,,,,,,,bb4f1b22-e708-46ab-8cdd-446a5064ef95,165,,"[67.4, 26.7]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,5,Barcelona,217,"['65164a5f-b914-45f9-9641-f78ae88ac260', '8304248a-9fe2-47cf-8d4d-7abad6e01eb2', 'da81a941-661a-4a95-b730-22bedc11ddb7']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.773,Carry,True,2019/2020
,,,,,"[65.5, 49.5]",,,,,,,,,,,,1.934828,,,,,,,,,,,,,,976aac2b-2556-4777-8f52-c83f9b713bd2,169,,"[63.7, 46.4]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,5,Barcelona,217,"['4e655b6d-8e5f-40e8-9bac-7ed02e30ff06', 'a930d3cf-bb10-4173-8210-85609d785fbd']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:02:19.827,Carry,,2019/2020
,,,,,"[79.2, 50.3]",,,,,,,,,,,,0.756381,,,,,,,,,,,,,,757752cb-d867-4932-8750-3b9be28aa481,172,,"[79.2, 50.3]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,5,Barcelona,217,"['0bdac721-8b85-45ce-9400-3de73f78f7fa', '3deff558-a5b1-4837-ac12-ce7864b3c529']",23,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.031,Carry,,2019/2020
,,,,,"[79.2, 40.3]",,,,,,,,,,,,0.287237,,,,,,,,,,,,,,b9b490fe-85e0-4e75-8cc0-926dbb5913ce,176,,"[78.9, 41.9]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,"['7b634ee6-e0a2-46ba-9763-f7dd47b64252', 'aa042e33-79ab-4ada-9c2f-ef3f42d67f28', 'e054b85c-5c3f-4c69-9818-d106c28e8cf8']",24,,,,,,,,,,,,,,,,,Barcelona,217,00:02:24.501,Carry,True,2019/2020
,,,,,"[79.4, 59.0]",,,,,,,,,,,,0.74981,,,,,,,,,,,,,,da4b45b5-18b3-4ac9-a6d9-7e153fb00af6,179,,"[79.4, 59.5]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,5,Barcelona,217,"['8b7a10a4-7aad-4d2e-8b4a-ea2f8c41fa4f', 'e2474746-5ccb-48e5-960d-c518b1de69a6']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.155,Carry,,2019/2020
,,,,,"[79.5, 57.0]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,73553bb8-6bcc-4cb6-abe2-ce0c8f79ec7f,182,,"[79.5, 57.3]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Right Midfield,5,Barcelona,217,"['a777e38e-6bae-4f76-b859-ab42bd5d2c0c', 'a970caa5-db9d-4ffd-8cff-1f7bdca09386']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.243,Carry,,2019/2020
,,,,,"[83.9, 56.0]",,,,,,,,,,,,0.04,,,,,,,,,,,,,,e49f21b8-f453-4f74-b5fd-1f4551851387,186,,"[85.1, 56.4]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,5,Barcelona,217,"['16563f09-db5a-40b0-a9d7-a6b53b30f4c5', '4f1ae627-a53b-43a2-9df2-8e1b4c23ae05', 'c1503d37-3dd0-47c6-986b-eaa2dfe42d66']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.748,Carry,True,2019/2020
,,,,,"[73.6, 58.1]",,,,,,,,,,,,0.934946,,,,,,,,,,,,,,3bfb8a2f-4eb0-45b4-8a85-43fe47ced66c,189,,"[77.8, 58.7]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,5,Barcelona,217,"['163a0e23-e464-4235-9b2c-91e6bbde3d47', 'faecad08-b9b9-476a-87ab-94c6aebb19fe']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.363,Carry,,2019/2020
,,,,,"[69.7, 50.5]",,,,,,,,,,,,0.192474,,,,,,,,,,,,,,52a324c3-fdbb-4457-a772-56f87f994566,192,,"[69.7, 50.5]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,5,Barcelona,217,"['72cfbfcb-18b2-4f22-b2db-1e568aa7d589', 'f59903f7-572f-4bb0-ab13-6e0d025b2869']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.238,Carry,,2019/2020
,,,,,"[67.4, 73.8]",,,,,,,,,,,,2.365627,,,,,,,,,,,,,,31863813-192c-4f7a-ac4b-07ed90bd8954,195,,"[66.1, 58.1]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,5,Barcelona,217,"['148b87c1-fa19-4c83-86ba-96131badbfa8', '80a51da9-fb78-43d7-bcf4-1982a3726078', 'd2b70d51-dbc7-44e4-a8d5-1f4d37d55664']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.275,Carry,True,2019/2020
,,,,,"[82.5, 78.9]",,,,,,,,,,,,0.43167,,,,,,,,,,,,,,96bebb3e-e1c1-4cec-8097-b7c4a1294b8a,201,,"[82.5, 78.9]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,5,Barcelona,217,"['ac2ab02a-68f9-43d3-9b6e-5531f458c2d0', 'b32fa2cb-d433-41b6-a453-ab58d87388a4']",35,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.958,Carry,,2019/2020
,,,,,"[52.3, 51.4]",,,,,,,,,,,,5.905687,,,,,,,,,,,,,,c29184a0-5360-47ea-b354-a693425f5950,207,,"[53.1, 74.6]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,"['4bdaa8da-e28c-489f-96bb-a6b7af4c319e', '4f72af15-a7e4-4ea2-a4e1-d42885d9bfe1']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:02:47.426,Carry,,2019/2020
,,,,,"[58.2, 6.9]",,,,,,,,,,,,0.805459,,,,,,,,,,,,,,8aff9ae6-a784-4a85-a6f4-bf01427f878d,210,,"[59.4, 6.9]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['4dc747ec-fc86-4b91-bf0c-15152bdd592a', '5158ccc4-fcec-411b-84fa-70eb611eb4d4']",55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.897,Carry,,2019/2020
,,,,,"[62.9, 23.1]",,,,,,,,,,,,1.22026,,,,,,,,,,,,,,c9a745d1-e04e-4f92-b29c-2797c3a4b7b4,213,,"[62.9, 22.8]",303470,2,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Midfield,6,Barcelona,217,"['10fe4e2a-bd98-4491-9b67-ac4986833d22', '64867021-504f-4bb4-8e2f-fea2f8e85ceb']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:02:57.958,Carry,,2019/2020
,,,,,"[53.7, 30.5]",,,,,,,,,,,,0.260485,,,,,,,,,,,,,,b99914b3-4c86-43c8-9859-5dda8dec9afb,217,,"[56.3, 35.8]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,6,Barcelona,217,"['629c79b9-44d6-4e8e-9201-dfc8fa6a7490', '8a029398-3728-439d-b4d4-6391e0d16ab8', 'a7e5b0b6-f397-46c3-97ba-9779831acbe8', 'a87f09d6-c374-496b-9f48-25000ee4ac05']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.463,Carry,True,2019/2020
,,,,,"[56.3, 36.5]",,,,,,,,,,,,2.049237,,,,,,,,,,,,,,6a74c9c3-470a-4a1c-b8a0-f4654f62cb3e,220,,"[53.7, 30.5]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,6,Barcelona,217,"['1cc0df4d-e525-4be9-92e7-52d642392d57', '8a029398-3728-439d-b4d4-6391e0d16ab8', 'a7e5b0b6-f397-46c3-97ba-9779831acbe8', 'a87f09d6-c374-496b-9f48-25000ee4ac05']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:03:00.723,Carry,True,2019/2020
,,,,,"[60.4, 57.3]",,,,,,,,,,,,1.143882,,,,,,,,,,,,,,808a48bf-ff31-4e95-adc1-451e7283dcf9,223,,"[58.4, 51.1]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,6,Barcelona,217,"['397dc79d-c842-4cd2-a06d-b4104881bbf9', '84e21812-1875-488f-92f2-0062c22b31b4']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.847,Carry,,2019/2020
,,,,,"[77.8, 78.9]",,,,,,,,,,,,2.053071,,,,,,,,,,,,,,33b1e2b3-9054-426d-9080-30c389ab287f,226,,"[77.8, 78.9]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,6,Barcelona,217,"['29d3e8df-2840-4815-b865-2dae66c3e73d', '4bca02d6-96c1-43db-9a0d-bde78a924b58']",6,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.453,Carry,,2019/2020
,,,,,"[66.3, 66.5]",,,,,,,,,,,,1.115586,,,,,,,,,,,,,,ad1b5613-61af-43e6-b5fd-357839edf6fa,229,,"[68.3, 76.0]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,6,Barcelona,217,"['28bc7f76-7db4-4918-ac2f-070cdac7829c', 'bbe49d57-991b-47a6-a70e-d78d6a22e5fa']",9,,,,,,,,,,,,,,,,,Barcelona,217,00:03:09.578,Carry,,2019/2020
,,,,,"[52.9, 59.7]",,,,,,,,,,,,0.141674,,,,,,,,,,,,,,51cd24f6-6a8b-465a-9567-a50e1a026752,234,,"[52.9, 60.1]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,"['1596027d-66c8-4d6e-9d6c-ec7cb143adac', '9d79d34e-5bb1-41da-b9b2-302d790e5942']",13,,,,,,,,,,,,,,,,,Barcelona,217,00:03:13.564,Carry,,2019/2020
,,,,,"[65.2, 12.6]",,,,,,,,,,,,0.210765,,,,,,,,,,,,,,0f2ef4ea-7884-461c-9ad5-de16d75dce4f,237,,"[64.7, 13.3]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['0c77222d-087c-471b-a16e-8e8eb0f4a261', '33327f28-edd7-4785-9366-ebcc267392c9']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:03:16.428,Carry,,2019/2020
,,,,,"[50.1, 73.2]",,,,,,,,,,,,2.650544,,,,,,,,,,,,,,66eda8b6-18c0-435d-8bf6-9f24d501fd72,244,,"[49.5, 74.0]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,7,Real Madrid,220,"['180e19d3-a9cf-45e5-9aa4-cee25b2570d0', '9afcef12-e74b-4129-8592-b1bf839adf25', 'bcda5392-7613-495f-96e7-302d80005fa8']",19,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:19.845,Carry,True,2019/2020
,,,,,"[52.4, 56.3]",,,,,,,,,,,,0.999994,,,,,,,,,,,,,,aa205ac7-3f18-47fe-b779-f1cadeb6fa49,248,,"[49.7, 53.3]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Right Center Midfield,7,Real Madrid,220,"['1ddab8ea-8e3e-4350-9187-d64eb7c3dd9a', '5504b673-ff54-4de2-a293-b008ab41f960', '68892872-4c2c-4ea6-b6b2-892bad13726b']",23,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:23.681,Carry,True,2019/2020
,,,,,"[23.8, 38.8]",,,,,,,,,,,,2.119997,,,,,,,,,,,,,,c3208172-1cab-4cd4-8201-da37848f059f,251,,"[23.8, 38.8]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,7,Real Madrid,220,"['8642bb77-ca9e-4512-8afc-78e2749ea252', '9ee25bfd-a84e-4284-9a68-ace21dff440d']",26,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:26.416,Carry,,2019/2020
,,,,,"[55.8, 2.4]",,,,,,,,,,,,4.599998,,,,,,,,,,,,,,8b6dc3a0-403d-47ef-83d1-633146171fe6,254,,"[45.1, 1.5]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,7,Real Madrid,220,"['b2a864f2-ff8f-4582-988b-92d3fea5c68c', 'f99551df-98de-404e-b5dc-9ee8ca95234c']",30,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:30.511,Carry,,2019/2020
,,,,,"[49.3, 5.4]",,,,,,,,,,,,2.279998,,,,,,,,,,,,,,7e12fdb8-4344-419b-8b3f-7267f0f864e8,257,,"[49.3, 5.4]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,7,Real Madrid,220,"['87e702d5-e68d-4143-8644-25c30152ef6d', 'd33cd6ff-65fa-44ba-a17d-521f0cd24748']",35,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:35.885,Carry,,2019/2020
,,,,,"[33.9, 29.3]",,,,,,,,,,,,1.839999,,,,,,,,,,,,,,48b4730a-4c58-414d-8f79-56ebb301e49e,260,,"[33.1, 24.3]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,7,Real Madrid,220,"['5217f422-048d-4b16-aa36-d4b7c4a30ad8', '95aab784-f453-4e92-8ebb-735004207124']",39,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:39.430,Carry,,2019/2020
,,,,,"[41.5, 57.9]",,,,,,,,,,,,0.639998,,,,,,,,,,,,,,37ac4996-81e1-4a2d-bee3-e0e59ca14aa4,263,,"[34.4, 54.1]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Raphaël Varane,5485.0,Right Center Back,7,Real Madrid,220,"['aaa271cb-1afa-49bc-872d-0335bd9d39a9', 'cf4c07eb-2114-4c78-aa9e-2eb482577fd6']",43,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:43.369,Carry,,2019/2020
,,,,,"[54.1, 67.9]",,,,,,,,,,,,2.306456,,,,,,,,,,,,,,a87f1642-a6f8-4164-844a-9002015db1b6,266,,"[64.4, 55.3]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Karim Benzema,19677.0,Center Forward,7,Real Madrid,220,"['03fba117-37fd-43bb-9291-b18b749188fe', '0f2b6f4a-6c82-4a88-a094-26e2d7721824', 'b1eef17c-4db7-4638-bf4a-58a5228cb589']",45,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:45.455,Carry,True,2019/2020
,,,,,"[67.2, 76.9]",,,,,,,,,,,,0.012067,,,,,,,,,,,,,,322bc561-6134-4863-b53c-3002ec51085b,270,,"[67.2, 76.9]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Federico Santiago Valverde Dipetta,6773.0,Right Midfield,7,Real Madrid,220,"['a4f2d9f8-621c-4f2e-9719-fb2913114ec3', 'f3eff0ff-87c0-4252-b81c-d153a8dfcfa1']",48,,,,,,,,,,,,,,,,,Real Madrid,220,00:03:48.584,Carry,,2019/2020
,,,,,"[17.4, 31.5]",,,,,,,,,,,,0.762856,,,,,,,,,,,,,,c7863f71-2c37-4378-89e4-dacfbee87104,275,,"[20.7, 29.5]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,8,Barcelona,217,"['65d818c8-a8d7-45cb-b42d-57577a6fe671', 'b2f75748-0822-4075-b5d4-45da3c978520']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:03:53.107,Carry,,2019/2020
,,,,,"[6.1, 45.0]",,,,,,,,,,,,1.447059,,,,,,,,,,,,,,798ab82a-979e-4c8d-b4e7-a3f659073960,279,,"[3.8, 39.4]",303470,3,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,8,Barcelona,217,"['11151961-7d62-4bb6-8628-33eb0be7463a', '86f40ad3-8a2a-4c02-80df-06a582e8b035', 'c758b82e-8019-47c4-b2a4-b6d5bdd3c81d']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:03:54.778,Carry,True,2019/2020
,,,,,"[51.7, 39.7]",,,,,,,,,,,,1.34468,,,,,,,,,,,,,,f4ee92e4-06f6-46ee-a2b1-7c656912651a,284,,"[42.7, 49.2]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,8,Barcelona,217,"['b39dbf7e-21cc-42d7-9859-0e958b18baca', 'c3ef77f8-1706-455b-a2ba-3c983f7b83f8']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:04:00.025,Carry,,2019/2020
,,,,,"[67.7, 23.4]",,,,,,,,,,,,3.509033,,,,,,,,,,,,,,ebdea095-bc26-4325-81cd-7cee625e0bf1,287,,"[55.7, 28.7]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Center Forward,8,Barcelona,217,"['a2ae3ee7-69a1-4126-87c0-abac5a2c90ee', 'ad6e0ca1-356f-4514-8a19-b39a8730730d']",2,,,,,,,,,,,,,,,,,Barcelona,217,00:04:02.775,Carry,,2019/2020
,,,,,"[67.1, 15.3]",,,,,,,,,,,,1.456336,,,,,,,,,,,,,,2723d663-a29f-43b2-b08e-ed011b6dc2a1,290,,"[62.9, 13.3]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Midfield,8,Barcelona,217,"['1ce11c0b-bf23-4bd7-857e-48edd3d1dbe2', '26a3bdf8-a467-4102-8459-e11a96657e4f']",7,,,,,,,,,,,,,,,,,Barcelona,217,00:04:07.311,Carry,,2019/2020
,,,,,"[70.0, 12.6]",,,,,,,,,,,,0.651829,,,,,,,,,,,,,,9e1a119f-a970-4e1f-a4c6-8a28de99a9ae,295,,"[70.0, 12.6]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Left Midfield,8,Barcelona,217,"['0a562202-ba29-4180-ab90-8c7dad9bc63f', 'f51ff7be-56ef-4cc4-abe4-c8ae46ace4f1']",10,,,,,,,,,,,,,,,,,Barcelona,217,00:04:10.435,Carry,,2019/2020
,,,,,"[57.0, 12.2]",,,,,,,,,,,,0.51413,,,,,,,,,,,,,,f51f6699-a8ec-4e19-ac49-2e8d00d09273,298,,"[57.0, 12.2]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,8,Barcelona,217,"['2da71067-4278-4136-9a36-96ec5c5dfd1e', 'a6154b65-6c2b-44ee-9117-c76bb022c9dd']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:04:12.377,Carry,,2019/2020
,,,,,"[44.7, 24.0]",,,,,,,,,,,,0.457417,,,,,,,,,,,,,,4d706c46-71cb-44ac-a685-06fa8051fbdb,301,,"[44.7, 24.0]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,8,Barcelona,217,"['09c40e02-6ee4-4016-bd4f-9ccce4d3a7da', 'e1c70dd1-ec1e-4a6a-827c-f906fd937291']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:04:14.763,Carry,,2019/2020
,,,,,"[56.3, 66.0]",,,,,,,,,,,,1.76721,,,,,,,,,,,,,,a7f86746-cc15-4ddd-9da7-191c5842f977,304,,"[54.0, 53.1]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Arthur Henrique Ramos de Oliveira Melo,11392.0,Right Defensive Midfield,8,Barcelona,217,"['19fc1818-4fbe-4e47-a400-3741278cbb82', 'f377ad9a-61de-4c44-be88-1edc863647a3']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:04:17.076,Carry,,2019/2020
,,,,,"[86.7, 78.0]",,,,,,,,,,,,0.984746,,,,,,,,,,,,,,bc3087ab-b894-4091-b1fa-b897ff9ac9f8,307,,"[78.1, 78.6]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,8,Barcelona,217,"['dc377b30-2bce-4f89-8e1a-0dec803324a9', 'eb8d9fd7-4b2d-469a-b431-372eca16174f']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:04:20.705,Carry,,2019/2020
,,,,,"[43.6, 7.6]",,,,,,,,,,,,1.263317,,,,,,,,,,,,,,21bfeadb-8775-46f7-a76b-b8179f09ede2,312,,"[43.6, 5.1]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Center Midfield,9,Real Madrid,220,"['4be3b56c-1736-4608-955b-3b6ab7017802', 'b649cfc3-eb68-4f52-b84c-f9f71c7a6801', 'c909a879-17dd-4eca-8c79-bcb6bc6726a8']",23,,,,,,,,,,,,,,,,,Real Madrid,220,00:04:23.260,Carry,True,2019/2020
,,,,,"[35.0, 10.7]",,,,,,,,,,,,0.590595,,,,,,,,,,,,,,0c7cc92d-227b-4d23-9c18-9360a975563b,317,,"[34.8, 10.2]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Carlos Henrique Casimiro,5539.0,Center Defensive Midfield,9,Real Madrid,220,"['2767f93f-ef06-4d4b-bcd1-7be484d8938b', '8e74973d-846e-4911-a7e4-a1f64de0d634', '9fcc5297-47a1-4a35-ac0e-b7e80c35a6fb']",25,,,,,,,,,,,,,,,,,Real Madrid,220,00:04:25.091,Carry,True,2019/2020
,,,,,"[78.4, 3.5]",,,,,,,,,,,,6.656376,,,,,,,,,,,,,,2ebee698-22e7-458d-838e-f686cc377e01,320,,"[50.4, 1.8]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Vinícius José Paixão de Oliveira Júnior,18395.0,Left Midfield,9,Real Madrid,220,"['75dcb53e-09fd-4847-a84f-b36517681402', '8738fe9f-bde2-42c5-a2b2-87d007c2661f', 'b32e9ab0-3628-4d55-8caa-a519899e4c0e']",25,,,,,,,,,,,,,,,,,Real Madrid,220,00:04:25.876,Carry,True,2019/2020
,,,,,"[27.1, 57.6]",,,,,,,,,,,,5.228238,,,,,,,,,,,,,,ee58ff39-c178-469f-a3be-2730173a2dd8,328,,"[26.6, 73.0]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,10,Barcelona,217,"['3a062aba-aa7b-4b3d-bdb7-86ca813fe925', 'f51b126a-6a1b-4051-8c22-ed77dfb40b39']",38,,,,,,,,,,,,,,,,,Barcelona,217,00:04:38.733,Carry,,2019/2020
,,,,,"[35.8, 50.3]",,,,,,,,,,,,1.282596,,,,,,,,,,,,,,76cb5908-3305-4f04-ae9a-428963cd936b,331,,"[41.1, 50.9]",303470,4,,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Left Midfield,10,Barcelona,217,"['0504057a-3f9c-4e95-8440-52547384a467', '4da4f3be-00ef-483e-8048-790daa0c7a54']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:04:45.044,Carry,,2019/2020
