ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.2491,,,,,,,,,,,,,9a6f21b4-b042-4870-8ff6-dbdab1f405f3,17,,"[34.8, 40.7]",70295,0,,,,,-1.4907538,,Right Foot,,,,"[36.3, 22.0]",,Ground Pass,,18.760063,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['d4db2088-c620-4e9f-b815-7eaa26fdcfad'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.675,Pass,,2012/2013
,,,,,,,,,,,,,,,0.967344,,,,,,,,,,,,,9be1648e-7201-4763-b18d-6f1691d681cb,20,,"[36.3, 22.0]",70295,0,,,,,1.4039412,,Left Foot,,,,"[37.9, 31.5]",,Ground Pass,,9.633795,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['d320062c-3b2a-4b2c-b50e-9ed96b8bbab4'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.386,Pass,,2012/2013
,,,,,,,,,,,,,,,1.723601,,,,,,,,,,,,,e2a44958-7ded-4ef3-ba88-73745d41a415,23,,"[44.6, 33.1]",70295,0,,,,,1.5278121,,Left Foot,,,,"[45.4, 51.7]",,Ground Pass,,18.617197,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['48581c46-9362-4097-aad0-dd20685d8c1b'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.184,Pass,,2012/2013
,,,,,,,,,,,,,,,1.7592,,,,,,,,,,,,,73b3edc3-9d01-4e19-ab5e-2340badde4a8,26,,"[42.8, 45.3]",70295,0,,,,,-1.5528342,,Right Foot,,,,"[43.4, 11.9]",,Ground Pass,,33.405388,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['bbdac035-ead9-4771-9725-966354fe890d'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.579,Pass,,2012/2013
,,,,,,,,,,,,,,,1.000178,,,,,,,,,,,,,e69a5a42-d68f-44a2-bb49-0a0b0f0d8602,29,,"[43.4, 13.6]",70295,0,,,,,2.067219,,Right Foot,,,,"[36.9, 25.6]",,Ground Pass,,13.647344,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['23ac92bb-ea2b-475e-b50e-cd2d1012c939'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.847,Pass,,2012/2013
,,,,,,,,,,,,,,,1.8287,,,,,,,,,,,,,9714c22f-e56d-415b-a271-b0bb69421b1b,32,,"[48.7, 28.9]",70295,0,,,,,-1.597528,,Right Foot,,,,"[48.2, 10.2]",,Ground Pass,,18.706684,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['9ad3dbff-b31a-4f27-886b-c7f229518e9d'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.553,Pass,,2012/2013
,,,,,,,,,,,,,,,0.880284,,,,,,,,,,,,,8594c06a-f1c3-48c8-ae0e-5131152fdd5d,35,,"[52.6, 12.3]",70295,0,,,,,-1.1158822,,Right Foot,,,,"[57.1, 3.1]",,Ground Pass,,10.241582,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['0e639fab-621f-4b59-99ed-629f321b6a81'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.941,Pass,,2012/2013
,,,,,,,,,,,,,,,1.6361,,,,,,,,,,,,,070ba116-65cf-45ac-901a-17e71ff31f93,38,,"[57.1, 3.1]",70295,0,,,,,2.4183853,,Left Foot,,,,"[42.6, 15.9]",,Ground Pass,,19.341406,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['0eab2946-13af-4fb5-806d-5b6c90688ef0'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.781,Pass,,2012/2013
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,6478f54f-47a5-4b95-b3a1-3b98d5a9a13a,41,,"[52.0, 36.9]",70295,0,,,,,1.5444866,,Left Foot,,,,"[52.4, 52.1]",,Ground Pass,,15.205262,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['7a4198f8-daeb-4c7f-af16-febcbc8a3764'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.487,Pass,,2012/2013
,,,,,,,,,,,,,,,1.249,,,,,,,,,,,,,eed1198b-c873-44fa-9106-a3402b7ce213,44,,"[50.5, 54.4]",70295,0,,,,,-1.9928013,,Right Foot,,,,"[41.7, 34.8]",,Ground Pass,,21.484879,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['fc63aed0-41ed-488f-a2e0-3335882a6eff'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.685,Pass,,2012/2013
,,,,,,,,,,,,,,,1.4434,,,,,,,,,,,,,3de89f24-8694-403e-99be-8adf08d5bba7,47,,"[51.8, 33.6]",70295,0,,,,,1.4234015,,Right Foot,,,,"[55.2, 56.5]",,Ground Pass,,23.151026,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['9b14fc17-f335-4a68-9cf8-361d8fdf5d74'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.962,Pass,,2012/2013
,,,,,,,,,,,,,,,1.6217,,,,,,,,,,,,,c7d7401d-7efe-48ea-9f15-b2043c46b73f,50,,"[57.5, 60.7]",70295,0,,,,,0.6308335,,Right Foot,,,,"[77.9, 75.6]",,Ground Pass,,25.262028,,,,Adriano Correia Claro,22102.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['8c1aba6b-03a6-451a-9e58-bb5bedebf36f'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:50.789,Pass,,2012/2013
,,,,,,,,,,,,,,,1.782796,,,,,,,,,,,,,887af851-2b85-4658-a030-5630931af689,53,,"[74.7, 73.8]",70295,0,,,,,-2.5317097,,Right Foot,,,,"[50.8, 57.1]",,High Pass,,29.156475,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Right Back,2,Barcelona,217,['54be69f3-b700-4f71-be1d-9e583acc2754'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.048,Pass,,2012/2013
,,,,,,,,,,,,,,,1.064817,,,,,,,,,,,,,693f031d-048e-41b3-bb92-1d3cc2edc39e,56,,"[55.4, 57.7]",70295,0,,,,,-1.4724027,,Right Foot,,,,"[57.7, 34.4]",,Ground Pass,,23.413244,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['4cf7c922-de4a-47d6-a0c9-72edb8b53731'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.867,Pass,,2012/2013
,,,,,,,,,,,,,,,1.14731,,,,,,,,,,,,,9b6bf84d-8314-49fa-9cee-2001ce76b67c,60,,"[57.3, 24.9]",70295,1,,,,,-0.11065722,,Right Foot,,,,"[69.9, 23.5]",,Ground Pass,,12.677539,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,['3505935c-f4bf-4dd8-9552-68e2970f5107'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.205,Pass,,2012/2013
,,,,,,,,,,,,,,,1.994982,,,,,,,,,,,,,67d7fe44-0b91-4768-a7d0-45da974a1471,64,,"[69.9, 23.5]",70295,1,,,,,-1.5494093,,Right Foot,,,,"[70.3, 4.8]",,Low Pass,,18.704277,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['fffcab93-2c0b-4b9b-9718-eba976b47bec'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.392,Pass,,2012/2013
,,,,,,,,,,,,,,,1.1539,,,,,,,,,,,,,ea4d166a-3b38-4264-98f8-6576e1dcb248,67,,"[75.9, 4.2]",70295,1,,,,,2.9917803,,Left Foot,,,,"[70.6, 5.0]",,Ground Pass,,5.3600373,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e8515961-c7ef-45e1-b88e-1c226e30b39f'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:08.987,Pass,,2012/2013
,,,,,,,,,,,,,,,0.5564,,,,,,,,,,,,,b1ad3c5c-8c14-4c57-8ecb-626c06b5f965,70,,"[65.9, 10.2]",70295,1,,,,,0.21687362,,Right Foot,,,,"[71.8, 11.5]",,Ground Pass,,6.041523,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,['7aa9aa3e-1d20-429c-b611-8a4bc9861324'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.256,Pass,,2012/2013
,,,,,,,,,,,,,,,2.0359,,,,,,,,,,,,,640b228d-61ae-4a51-a791-20360472f641,76,,"[68.2, 7.1]",70295,1,,True,,,1.0906214,,Right Foot,,,,"[70.7, 11.9]",,Ground Pass,,5.4120235,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['f8a52632-a4af-4742-9318-99aee691811a'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.412,Pass,,2012/2013
,,,,,,,,,,,,,,,1.84538,,,,,,,,,,,,,2e81b8e3-7257-4fa4-bdc7-e202913de822,78,,"[76.6, 13.3]",70295,1,,,,,-0.551655,,Left Foot,,,,"[90.9, 4.5]",,Ground Pass,,16.790771,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,3,Barcelona,217,['bc2c447b-73d9-4b53-a30f-61aab70e27ce'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.376,Pass,,2012/2013
,,,,,,,,,,,,,,,1.850697,,,,,,,,,,,,,c212ecc5-f4b2-4b0d-92e3-ecd49ccd36ba,85,,"[7.2, 76.4]",70295,1,,,,,0.18139018,,Left Foot,,,,"[30.1, 80.6]",,High Pass,,23.281967,,Out,,,,,,,,,1,From Free Kick,Francisco Javier Chica Torres,26170.0,Right Back,3,Barcelona,217,['a276118a-b77b-4566-863b-123e9cfdd70e'],30,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:30.183,Pass,True,2012/2013
,,,,,,,,,,,,,,,0.87395,,,,,,,,,,,,,09017308-5c65-4d03-bac9-326e14dd931c,86,,"[99.7, 1.0]",70295,1,,,,,2.2348425,,,,,,"[94.3, 7.9]",,Low Pass,,8.761849,,,,Andrés Iniesta Luján,5216.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['1fff15cf-ba58-4657-92c3-d5a14e268515'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.633,Pass,,2012/2013
,,,,,,,,,,,,,,,0.400798,,,,,,,,,,,,,a23b9a29-d6ca-4a3f-aff2-167e2aba70c8,89,,"[93.0, 8.6]",70295,1,,,,,-0.68052125,,Right Foot,,,,"[99.3, 3.5]",,Ground Pass,,8.105554,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Wing,4,Barcelona,217,['55c0abca-6721-44e9-888a-e863f820164e'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:41.587,Pass,,2012/2013
,,,,,,,,,,,,,,,1.460004,,,,,,,,,,,,,39926cae-4445-49c8-9983-9f98e1614ebf,92,,"[99.3, 3.5]",70295,1,,,,,3.006065,,Left Foot,,,,"[79.5, 6.2]",,Low Pass,,19.983242,,,,Francesc Fàbregas i Soler,3478.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['9545e199-277b-408f-a1f7-529474db9359'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.028,Pass,,2012/2013
,,,,,,,,,,,,,,,1.211519,,,,,,,,,,,,,bc19f4c2-a39d-480e-896f-54d6c0eb95a8,101,,"[30.3, 52.7]",70295,1,,,,,-2.690724,,Right Foot,,,,"[17.7, 46.6]",,Ground Pass,,13.998928,,,,José Antonio Dorado Ramírez,11543.0,,,,,,1,Regular Play,Beñat Etxebarria Urkiaga,6396.0,Right Defensive Midfield,5,Real Betis,218,"['d95d3d52-2bcd-4825-b353-a5ac9416eb4a', 'e47a15d2-c8c3-4a5a-8eed-342b8f199149']",49,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:49.396,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.2557,,,,,,,,,,,,,579e82b3-0be4-415f-a357-61d4daf22e59,105,,"[17.7, 44.5]",70295,1,,,,,-3.0082424,,No Touch,,,,"[9.5, 43.4]",,Ground Pass,,8.273452,True,,,Adrián San Miguel del Castillo,3623.0,,,,,,1,Regular Play,José Antonio Dorado Ramírez,11543.0,Left Center Back,5,Real Betis,218,"['441181bf-4d27-4ec2-96b8-ac8695a27da8', '56ec2f14-3fe0-46e0-a221-81141497435a']",50,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:50.746,Pass,True,2012/2013
,,,,,,,,,,,,,,,4.53388,,,,,,,,,,,,,478e4008-0f96-4b1e-bed8-07830f880258,108,,"[9.4, 44.1]",70295,1,,,,,-0.59708995,,Right Foot,,,,"[72.5, 1.2]",,High Pass,,76.30216,,Out,,,,,True,,,,1,Regular Play,Adrián San Miguel del Castillo,3623.0,Goalkeeper,5,Real Betis,218,['441181bf-4d27-4ec2-96b8-ac8695a27da8'],52,,,,,,,,,,,,,,,,,,Real Betis,218,00:01:52.005,Pass,True,2012/2013
,,,,,,,,,,,,,,,1.218345,,,,,,,,,,,,,da215103-7b9c-44a0-9b7b-8718aa52a12a,109,,"[55.6, 80.0]",70295,2,,,,,-1.3543813,,,,,,"[58.7, 65.9]",,Low Pass,,14.436759,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,1,From Throw In,Adriano Correia Claro,22102.0,Right Back,6,Barcelona,217,['3c8368da-ea56-41fe-a53f-fbbfe0c92fa0'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.848,Pass,,2012/2013
,,,,,,,,,,,,,,,1.0254,,,,,,,,,,,,,bf524b2e-77e0-472b-8c8d-aec78d7c9cf8,118,,"[99.2, 57.1]",70295,2,,,,,-1.0031991,6dbdcce7-bf7b-4245-9157-4205e8256379,Left Foot,,,,"[108.7, 42.2]",,High Pass,,17.67088,,,,Salvador Sevilla López,24072.0,True,,,,,1,Regular Play,Joel Nathaniel Campbell Samuels,5581.0,Right Wing,7,Real Betis,218,['eb42291a-758e-40aa-ae38-030ac4a28d2a'],15,,,,,,,,,,,,,,,,,,Real Betis,218,00:02:15.320,Pass,,2012/2013
,,,,,,,,,,,,,,,2.7552,,,,,,,,,,,,,060b4ef1-22a0-45cf-8f16-4f785eb3fd8f,122,,"[12.1, 39.7]",70295,2,,True,,,-0.7464568,,Keeper Arm,,,,"[28.1, 24.9]",,Low Pass,,21.795412,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,9,Barcelona,217,['aba8eb10-5af3-4d8d-b925-94a6948e4c51'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.638,Pass,,2012/2013
,,,,,,,,,,,,,,,2.233933,,,,,,,,,,,,,5ed8312a-1463-4ae0-a913-694a69e7f97d,124,,"[14.2, 25.4]",70295,2,,True,,,1.3769978,,Right Foot,,,,"[20.5, 57.5]",,Low Pass,,32.712383,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Center Back,10,Barcelona,217,['a2a02a3e-b1db-4a62-9c43-26ba0141ad6b'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.517,Pass,,2012/2013
,,,,,,,,,,,,,,,3.418149,,,,,,,,,,,,,7ce714d7-be42-4db4-a198-3ae64b146395,126,,"[40.1, 61.7]",70295,2,,,,,-1.0698779,,Right Foot,,,,"[71.8, 3.8]",,High Pass,,66.00985,,,,Andrés Iniesta Luján,5216.0,,True,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,11,Barcelona,217,['5d812b61-754d-46cf-8905-c0dfaa4f1519'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:42.196,Pass,,2012/2013
