ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,2e757ef0-b557-4eb1-9df6-a4a57accdc8e,1,,,70295,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 3623, 'name': 'Adrián San Miguel del Castillo'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26170, 'name': 'Francisco Javier Chica Torres'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 27144, 'name': 'Antonio Amaya Carazo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 11543, 'name': 'José Antonio Dorado Ramírez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 25892, 'name': 'Ignacio Pérez Santamaría'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 6396, 'name': 'Beñat Etxebarria Urkiaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 10}, {'player': {'id': 18407, 'name': 'José Alberto Cañas Ruiz Herrera'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5581, 'name': 'Joel Nathaniel Campbell Samuels'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 15}, {'player': {'id': 24072, 'name': 'Salvador Sevilla López'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 6559, 'name': 'Juan Carlos Pérez López'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 6832, 'name': 'Rubén Castro Martín'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 24}]}",Real Betis,218,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0aff23a3-227a-4732-9c6e-f53a4c680d60,2,,,70295,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3478, 'name': 'Francesc Fàbregas i Soler'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9bec5ee9-2ecd-47df-9db2-d5d52cc3851b,3,,,70295,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['6048565b-84d9-4640-9d5c-069dbe4da038'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6048565b-84d9-4640-9d5c-069dbe4da038,4,,,70295,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Real Betis,218,['9bec5ee9-2ecd-47df-9db2-d5d52cc3851b'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8347663f-ccea-4ec6-bd7e-c409316e72b7,2111,,,70295,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Barcelona,217,['6d421f30-c725-4e0a-8de6-fc9daa67629c'],0,,,,,,,,,,,,,,,,,,Real Betis,218,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6d421f30-c725-4e0a-8de6-fc9daa67629c,2112,,,70295,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,100,Barcelona,217,['8347663f-ccea-4ec6-bd7e-c409316e72b7'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,5b3b50d8-17b9-4cb7-bbce-f8c0f8a24644,5,,"[60.0, 40.0]",70295,0,,,,,1.5707964,,Right Foot,,,,"[60.0, 43.6]",,Ground Pass,,3.6,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,2,Barcelona,217,['4e3a788d-a0ec-4cbb-aaf0-f757a463d047'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.334,Pass,,2012/2013
,,,,,,,,,,,,,,,1.3306,,,,,,,,,,,,,b531d496-9589-4d1e-8cde-f63f0ab81fb6,8,,"[60.4, 43.9]",70295,0,,,,,-2.8714395,,Right Foot,,,,"[47.4, 40.3]",,Ground Pass,,13.489255,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['c80b136c-03ec-42bc-98b1-2702c62e56e6'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.702,Pass,,2012/2013
,,,,,,,,,,,,,,,1.079396,,,,,,,,,,,,,f260fbcd-4d29-45f3-8edf-6aaf7adaa912,11,,"[46.8, 41.5]",70295,0,,,,,1.3848506,,Right Foot,,,,"[48.7, 51.6]",,Ground Pass,,10.277159,,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['2f837f00-f547-400e-8960-c3a3f6a12482'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.073,Pass,,2012/2013
,,,,,,,,,,,,,,,1.459347,,,,,,,,,,,,,2aae167d-51ed-4e28-870a-97e7134776b5,14,,"[48.9, 51.6]",70295,0,,,,,-2.4835021,,Right Foot,,,,"[34.8, 40.7]",,Ground Pass,,17.821898,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['767e99e4-d675-4add-9727-14e23c8451db'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.335,Pass,,2012/2013
