bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.683,,,,,,,,,,,,,83cea1fc-b730-4601-b494-4a4f875856c2,3053,,"[53.0, 18.0]",9592,77,,,,,-0.7266424,,Left Foot,,,,"[62.0, 10.0]",,Ground Pass,,12.0415945,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,142,Barcelona,217,['e41bec62-254b-49b6-a30e-830fc51c2ba5'],50,,,,,,,,,,,,,,,,Barcelona,217,00:32:50.071,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.925,,,,,,,,,,,,,74ac56f6-4355-49db-b427-83d28c9fc9d5,3055,,"[62.0, 10.0]",9592,77,,,,,-0.6435011,,Right Foot,,,,"[70.0, 4.0]",,Ground Pass,,10.0,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,André Filipe Tavares Gomes,10802.0,Left Wing,142,Barcelona,217,['475b0f5a-72d7-48bd-a70a-5fd989dd5364'],51,,,,,,,,,,,,,,,,Barcelona,217,00:32:51.754,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.776,,,,,,,,,,,,,1f298f5c-8570-4f69-b216-2f600b08a58e,3058,,"[70.0, 4.0]",9592,77,,,,,2.2794225,,Right Foot,,,,"[64.0, 11.0]",,Ground Pass,,9.219544,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,142,Barcelona,217,['8164e326-1b12-49d0-9047-a994eb69fa9c'],53,,,,,,,,,,,,,,,,Barcelona,217,00:32:53.878,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,bc3ed4cb-ff97-413c-a573-65edc4bc2d68,3061,,"[66.0, 12.0]",9592,77,,,,,2.3561945,,Left Foot,,,,"[59.0, 19.0]",,Ground Pass,,9.899495,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,142,Barcelona,217,['67b757d9-a1fb-45aa-92b3-e4f1d90b548c'],56,,,,,,,,,,,,,,,,Barcelona,217,00:32:56.741,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.03,,,,,,,,,,,,,bde38c5f-26eb-4673-a2e8-7de7f51021a7,3065,,"[63.0, 19.0]",9592,78,,,,,2.5127964,,Left Foot,,,,"[52.0, 27.0]",,Ground Pass,,13.601471,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,142,Barcelona,217,"['c60ddf58-f2f2-4f8a-a414-25286626aa3b', 'ca24542c-1102-4263-ad4d-08c4b5871898']",1,,,,,,,,,,,,,,,,Barcelona,217,00:33:01.140,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,d1d7ce51-5986-46b4-91d5-ce83b9f50940,3068,,"[51.0, 28.0]",9592,78,,,,,1.8313987,,Left Foot,,,,"[47.0, 43.0]",,Ground Pass,,15.524175,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,142,Barcelona,217,"['7917ae0d-0a45-4f58-be6c-c84dc4ff6412', 'ca24542c-1102-4263-ad4d-08c4b5871898']",2,,,,,,,,,,,,,,,,Barcelona,217,00:33:02.570,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,064804b1-91e9-48a7-b302-bb38cf696f46,3071,,"[48.0, 50.0]",9592,78,,,,,1.199905,,Right Foot,,,,"[55.0, 68.0]",,Ground Pass,,19.313208,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['8cbf65a0-a6ff-4063-badd-1f1b7ca4c824'],7,,,,,,,,,,,,,,,,Barcelona,217,00:33:07.250,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.2,,,,,,,,,,,,,ec81bd52-8bfb-4c55-8d6b-69c54f06e81b,3074,,"[56.0, 68.0]",9592,78,,,,,-2.6476512,,Right Foot,,,,"[43.0, 61.0]",,Ground Pass,,14.764823,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Nélson Cabral Semedo,6374.0,Right Back,142,Barcelona,217,['fef9ed7a-fcdb-4e88-a13a-441e0566cbc1'],10,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.570,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.16,,,,,,,,,,,,,5945a0fc-a08a-42ec-8c6c-5aff509bc6fd,3077,,"[43.0, 61.0]",9592,78,,,,,-0.8960554,,Right Foot,,,,"[55.0, 46.0]",,Ground Pass,,19.209373,,,,Ivan Rakitić,5470.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['0d030989-20ac-4869-a4e2-0974b6804c89'],14,,,,,,,,,,,,,,,,Barcelona,217,00:33:14.530,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,85ffe2d8-1869-4fee-a89c-96a26cebfd1c,3079,,"[54.0, 46.0]",9592,78,,,,,2.896614,,Right Foot,,,,"[38.0, 50.0]",,Ground Pass,,16.492422,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Left Center Midfield,142,Barcelona,217,['575a5559-ecd7-4b25-9b50-0c50fa82c7e0'],15,,,,,,,,,,,,,,,,Barcelona,217,00:33:15.690,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.2,,,,,,,,,,,,,5c19c140-b3f6-40bb-b23d-6938fead60c1,3082,,"[27.0, 48.0]",9592,78,,,,,-2.6224465,,Right Foot,,,,"[6.0, 36.0]",,Ground Pass,,24.186773,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,142,Barcelona,217,['3698cf65-16e4-4f2e-8572-7d4ad988e744'],18,,,,,,,,,,,,,,,,Barcelona,217,00:33:18.290,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.181,,,,,,,,,,,,,0fa257bf-0da1-4631-83a5-6879964bebe4,3085,,"[9.0, 35.0]",9592,78,,,,,0.14888994,,Right Foot,,,,"[49.0, 41.0]",,High Pass,,40.4475,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,142,Barcelona,217,['5ca79b08-9fbb-4d1d-beca-fa5beeee972c'],25,,,,,,,,,,,,,,,,Barcelona,217,00:33:25.786,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.875,,,,,,,,,,,,,1143773e-a290-428b-a26b-eb206e67281c,3090,,"[70.0, 41.0]",9592,78,,,,,1.1071488,,Head,,,,"[75.0, 51.0]",,Low Pass,,11.18034,,,,Papa Kouly Diop,6867.0,,,,,,2,Regular Play,Javier Fuego Martínez,6751.0,Left Center Midfield,143,Espanyol,214,['6cd09576-2853-449e-96ae-5baa315ce176'],30,,,,,,,,,,,,,,,,Espanyol,214,00:33:30.078,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.697,,,,,,,,,,,,,e3f7b630-3fc7-4ab1-aa6f-ec3b8cdd667c,3094,,"[73.0, 46.0]",9592,78,,,,,-1.3370532,cd3f9683-a565-4adb-b632-660f73c0dfdb,Right Foot,,,,"[78.0, 25.0]",,Ground Pass,,21.587032,,,,Dídac Vilá Rosselló,6886.0,True,,,,,2,Regular Play,Papa Kouly Diop,6867.0,Right Center Midfield,143,Espanyol,214,"['29c2f9d9-4aa1-4b1d-9e93-d25b03ba9928', 'bba1a7c7-5fea-4a20-bcf9-44066832fd05']",32,,,,,,,,,,,,,,,,Espanyol,214,00:33:32.035,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.189,,,,,,,,,,,,,aa9a1a70-4910-45c4-8906-3838f8697108,3112,,"[78.0, 69.0]",9592,78,,,,,0.43240777,,Right Foot,,,,"[91.0, 75.0]",,Ground Pass,,14.3178215,,,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,144,Barcelona,217,"['793d6e7c-0fca-4f89-8700-72533cc9012e', 'b249c163-4753-4024-8462-1ea704a6635a']",51,,,,,,,,,,,,,,,,Barcelona,217,00:33:51.393,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.016,,,,,,,,,,,,,2052371c-977d-4197-a75a-feec5b46d2af,3115,,"[99.0, 69.0]",9592,78,,,,,2.9996955,,Left Foot,,,,"[92.0, 70.0]",,Ground Pass,,7.071068,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Ousmane Dembélé,5477.0,Right Wing,144,Barcelona,217,['da6d2191-5879-420f-bf1d-cf46483899b7'],55,,,,,,,,,,,,,,,,Barcelona,217,00:33:55.169,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.933,,,,,,,,,,,,,791be22a-ae31-4b6f-b228-8bf5bf2597a1,3118,,"[91.0, 72.0]",9592,78,,,,,-1.1071488,,Left Foot,,,,"[94.0, 66.0]",,Ground Pass,,6.708204,,Incomplete,,Ousmane Dembélé,5477.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,144,Barcelona,217,"['2ff3b608-c2b7-4a27-b975-46143244d0d0', 'bc335af0-70e9-48be-bbb3-e1424217dd47']",56,,,,,,,,,,,,,,,,Barcelona,217,00:33:56.841,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.766,,,,,,,,,,,,,b960a5cc-1c6c-4867-9512-8e60e3f8e784,3125,,"[32.0, 13.0]",9592,79,,,,,0.30288488,,Left Foot,,,,"[48.0, 18.0]",,Ground Pass,,16.763054,,,,Gerard Moreno Balaguero,6766.0,,,,,Free Kick,2,From Free Kick,Aarón Martín Caricol,6757.0,Left Back,146,Espanyol,214,['7beae75e-ac11-48de-97ba-a8612a9de8e5'],3,,,,,,,,,,,,,,,,Espanyol,214,00:34:03.296,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.395,,,,,,,,,,,,,478e11ae-b50f-4757-99fd-c12e87eefa7d,3129,,"[50.0, 20.0]",9592,79,,,,,-0.6287963,,Left Foot,,,,"[61.0, 12.0]",,Ground Pass,,13.601471,,,,Dídac Vilá Rosselló,6886.0,,,,,,2,From Free Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,146,Espanyol,214,['89c6d002-fc21-4ef2-a351-b6e7267ca961'],6,,,,,,,,,,,,,,,,Espanyol,214,00:34:06.522,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.612,,,,,,,,,,,,,2896ff3b-6c5d-458c-96a6-f53ee3f16b35,3132,,"[65.0, 7.0]",9592,79,,,,,1.8692952,,Left Foot,,,,"[61.0, 20.0]",,Ground Pass,,13.601471,,,,Gerard Moreno Balaguero,6766.0,,,,,,2,From Free Kick,Dídac Vilá Rosselló,6886.0,Left Midfield,146,Espanyol,214,['adca527e-3b19-4d82-b689-1435fc5b67e8'],9,,,,,,,,,,,,,,,,Espanyol,214,00:34:09.394,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.655,,,,,,,,,,,,,9721ef1d-bc07-4eba-8daa-e6d4282d8bf4,3135,,"[61.0, 20.0]",9592,79,,,,,1.4536875,,Left Foot,,,,"[67.0, 71.0]",,High Pass,,51.351727,,,,Marc Navarro Ceciliano,6756.0,,True,,,,2,From Free Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,146,Espanyol,214,['fbe2d511-c929-40d4-9b38-0c1e0c5637bd'],11,,,,,,,,,,,,,,,,Espanyol,214,00:34:11.580,Pass,,2017/2018
,,,,,,,,,,,,,,,,,3.651,,,,,,,,,,,,,2849bd58-8b6f-4c94-9a8a-3daa19937a28,3139,,"[70.0, 77.0]",9592,79,,,,,-0.8550527,,Right Foot,,,,"[110.0, 31.0]",,High Pass,,60.959003,,Incomplete,,,,,True,,,,2,From Free Kick,Marc Navarro Ceciliano,6756.0,Right Back,146,Espanyol,214,"['bddfd5bb-a17f-4d6b-9cf7-99d1c29f511b', 'f0af7e36-586f-402d-8278-446b92faed84']",16,,,,,,,,,,,,,,,,Espanyol,214,00:34:16.070,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.655,,,,,,,,,,,,,3e039ff9-75d0-43ff-81ae-1d76a5c86086,3142,,"[12.0, 54.0]",9592,79,,,,,0.0,,Keeper Arm,,,,"[20.0, 54.0]",,Ground Pass,,8.0,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,147,Barcelona,217,['0a2ae1d9-2c61-4d71-99f2-0781b5147e26'],21,,,,,,,,,,,,,,,,Barcelona,217,00:34:21.132,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.426,,,,,,,,,,,,,7b87e1ff-968a-423a-aa01-9b7059c9d4e0,3144,,"[20.0, 54.0]",9592,79,,,,,-0.66596925,,Right Foot,,,,"[34.0, 43.0]",,Ground Pass,,17.804493,,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,147,Barcelona,217,['a60f527e-bfb3-452b-8f22-0e2a053c7609'],23,,,,,,,,,,,,,,,,Barcelona,217,00:34:23.787,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.934,,,,,,,,,,,,,d995c638-9051-4626-9537-73616597a071,3147,,"[43.0, 51.0]",9592,79,,,,,1.152572,,Right Foot,,,,"[47.0, 60.0]",,Ground Pass,,9.848858,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,147,Barcelona,217,['8613968c-d02a-4e8d-947b-c22efce0f9ec'],29,,,,,,,,,,,,,,,,Barcelona,217,00:34:29.813,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.031,,,,,,,,,,,,,b16fb620-5440-4afc-8d65-e34df8bfd5f4,3150,,"[54.0, 42.0]",9592,79,,,,,-0.7853982,,Left Foot,,,,"[68.0, 28.0]",,Ground Pass,,19.79899,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,147,Barcelona,217,['e873aa59-b134-4322-813f-9d16bfe225a3'],33,,,,,,,,,,,,,,,,Barcelona,217,00:34:33.101,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.503,,,,,,,,,,,,,d39f5755-619f-41ab-87da-b5bcdb86c548,3153,,"[68.0, 22.0]",9592,79,,,,,-0.9025069,,Left Foot,,,,"[83.0, 3.0]",,Ground Pass,,24.207438,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing,147,Barcelona,217,['37d322e7-d55d-4824-9b49-f30189e801b4'],35,,,,,,,,,,,,,,,,Barcelona,217,00:34:35.252,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.105,,,,,,,,,,,,,0a2bfdb5-a20a-4c95-9151-35e7dc443a84,3156,,"[86.0, 3.0]",9592,79,,,,,0.49934673,,Left Foot,,,,"[108.0, 15.0]",,Ground Pass,,25.059929,,,,André Filipe Tavares Gomes,10802.0,,,Through Ball,True,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,147,Barcelona,217,['1d6b3c64-9469-44b6-b519-2e06c90f8606'],37,,,,,,,,,,,,,,,,Barcelona,217,00:34:37.747,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.733,,,,,,,,,,,,,a3a6bfbd-43bd-4e87-8917-3bae909e9d8d,3161,,"[103.0, 10.0]",9592,79,,,,,1.4940244,,Left Foot,,,,"[104.0, 23.0]",,Ground Pass,,13.038404,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Recovery,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,147,Barcelona,217,['4a4a82de-c169-4de3-b450-b56e626c9d88'],43,,,,,,,,,,,,,,,,Barcelona,217,00:34:43.145,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.577,,,,,,,,,,,,,309cbfd2-1d4d-4da2-832c-3631d1a726b8,3163,,"[104.0, 23.0]",9592,79,,,,,0.16514868,,Right Foot,,,,"[116.0, 25.0]",,Ground Pass,,12.165525,,,,Jordi Alba Ramos,5211.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,147,Barcelona,217,['173e2366-633b-46ff-8f81-f215d1111ac6'],43,,,,,,,,,,,,,,,,Barcelona,217,00:34:43.878,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.899,,,,,,,,,,,,,462799bd-0733-4ca2-bb0b-8e21737fe8f9,3166,,"[116.0, 25.0]",9592,79,,,,,2.1815224,,Left Foot,True,True,,"[109.0, 35.0]",,Ground Pass,,12.206555,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,147,Barcelona,217,"['443e3b43-f7a9-4cad-967a-53f2f849c900', '8d8ed99c-6b84-41e0-b917-d3d3710a0453']",45,,,,,,,,,,,,,,,,Barcelona,217,00:34:45.456,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.532,,,,,,,,,,,,,00cbc7f7-45ad-4149-9ef7-bad724cea4ac,3169,,"[120.0, 1.0]",9592,80,,,,,1.7211678,,Left Foot,,,,"[115.0, 34.0]",,High Pass,,33.37664,,Incomplete,True,,,,,Outswinging,,Corner,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,148,Barcelona,217,['dbcb3162-1d66-49b9-8de4-39dce8a7350c'],14,,,,,,,,,,,,,,,,Barcelona,217,00:35:14.026,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,54f10ff9-7ba5-4bde-a842-3d9496116c3a,3172,,"[13.0, 59.0]",9592,80,,,,,-0.6202495,,Right Foot,,,,"[34.0, 44.0]",,Ground Pass,,25.806976,,Incomplete,,Dídac Vilá Rosselló,6886.0,,,,,Recovery,2,From Corner,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,148,Barcelona,217,"['b92e1de7-158d-4fdf-bddd-d1506b792a27', 'ecedbea1-38e2-4e94-a68c-2e15902f2aaa']",17,,,,,,,,,,,,,,,,Espanyol,214,00:35:17.998,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.301,,,,,,,,,,,,,ecedbea1-38e2-4e94-a68c-2e15902f2aaa,3174,,"[87.0, 37.0]",9592,80,,,,,1.5707964,,Right Foot,,,,"[87.0, 38.0]",,Ground Pass,,1.0,,Incomplete,,Ousmane Dembélé,5477.0,,,,,Interception,2,From Corner,Nélson Cabral Semedo,6374.0,Right Back,148,Barcelona,217,"['42ec4a6e-800d-4c1e-9a9b-842a484d985e', '54f10ff9-7ba5-4bde-a842-3d9496116c3a', '5b8afcc6-9387-475e-803b-23b6ff7351e8']",19,,,,,,,,,,,,,,,,Barcelona,217,00:35:19.938,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.049,,,,,,,,,,,,,e5c63d26-573d-40e5-be80-a335287a8fa5,3178,,"[36.0, 44.0]",9592,80,,,,,-1.1071488,,Left Foot,,,,"[37.0, 42.0]",,Ground Pass,,2.236068,,Incomplete,,,,,,,,Recovery,2,From Corner,Gerard Moreno Balaguero,6766.0,Left Center Forward,148,Barcelona,217,"['22712001-36b2-47dc-886f-26e73da1db28', '6cd56f26-387f-48eb-bf2a-24c5a7ed1770']",22,,,,,,,,,,,,,,,,Espanyol,214,00:35:22.387,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,5c8f3789-f8c8-4feb-9f7c-de7185597762,3182,,"[93.0, 60.0]",9592,80,,,,,-0.82704073,b949e644-760a-4237-a4f3-6b8fcfb95254,Right Foot,,,,"[116.0, 35.0]",,High Pass,,33.970577,,,,José Paulo Bezzera Maciel Júnior,5542.0,True,,,,,2,From Corner,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,148,Barcelona,217,['c44b328d-f023-41e5-b0eb-b6a47a683cf5'],25,,,,,,,,,,,,,,,,Barcelona,217,00:35:25.758,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,3824a22e-700b-4d87-9374-fe1e92ed4065,3186,,"[7.0, 45.0]",9592,80,,,,,0.3366748,,Right Foot,,,,"[67.0, 66.0]",,High Pass,,63.56886,,,,Gerard Moreno Balaguero,6766.0,,,,,Goal Kick,2,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,149,Espanyol,214,['18ccc15a-b3ae-4031-8a45-75ab9292dbb8'],49,,,,,,,,,,,,,,,,Espanyol,214,00:35:49.071,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.201,,,,,,,,,,,,,b8410c60-f39f-476f-96a1-dbfcc0004c26,3190,,"[78.0, 71.0]",9592,81,,,,,-2.2794225,,Left Foot,,,,"[72.0, 64.0]",,Ground Pass,,9.219544,,,,Papa Kouly Diop,6867.0,,,,,,2,From Goal Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,149,Espanyol,214,['8c949330-cf13-476a-afa2-10c71b93480c'],1,,,,,,,,,,,,,,,,Espanyol,214,00:36:01.650,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,2e6867d9-a8da-4014-ba70-bdf483cc4f9c,3194,,"[73.0, 65.0]",9592,81,,,,,-0.7140907,,Right Foot,,,,"[88.0, 52.0]",,Ground Pass,,19.849434,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,2,From Goal Kick,Papa Kouly Diop,6867.0,Right Center Midfield,149,Espanyol,214,"['572f3d68-c902-4459-baec-a30c2b8492d6', '790dcc4b-4e0f-48e0-b610-d2d17cc1aa2d']",3,,,,,,,,,,,,,,,,Espanyol,214,00:36:03.354,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.105,,,,,,,,,,,,,3c1e32c7-2700-43a4-9a60-b4c3e08d68bd,3198,,"[89.0, 54.0]",9592,81,,,,,-1.4536875,29e0e3c6-d64f-4856-861c-3e512f4e1877,Right Foot,,,,"[91.0, 37.0]",,Ground Pass,,17.117243,,,,Dídac Vilá Rosselló,6886.0,True,,,,,2,From Goal Kick,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,149,Espanyol,214,"['ae3da020-e1f8-4ca6-a1ff-365f20752f4e', 'b2e1c378-6f6e-4a4c-b212-eaad05825cf7']",5,,,,,,,,,,,,,,,,Espanyol,214,00:36:05.334,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,fc97bbf8-0b7e-4959-8c8a-544a1d3a1976,3203,,"[120.0, 80.0]",9592,81,,,,,-1.6756732,,Left Foot,,,,"[116.0, 42.0]",,High Pass,True,38.209946,,Unknown,,,,,,Inswinging,,Corner,2,From Corner,Aarón Martín Caricol,6757.0,Left Back,150,Espanyol,214,,38,,,,,,,,,,,,,,,,Espanyol,214,00:36:38.091,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.7,,,,,,,,,,,,,291c925d-4b66-4691-9a2f-7357e5b0b5b4,3206,,"[3.0, 48.0]",9592,81,,,,,1.3521274,,Right Foot,,,,"[7.0, 66.0]",,Ground Pass,,18.439089,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,151,Barcelona,217,['ff9789d7-21fd-4cab-964a-4a9a9c659de7'],57,,,,,,,,,,,,,,,,Barcelona,217,00:36:57.297,Pass,,2017/2018
,,,,,,,,,,,,,,,,,0.96,,,,,,,,,,,,,6d88bfe9-b538-4770-b0f0-ecb8828aca95,3209,,"[11.0, 62.0]",9592,82,,,,,-0.844154,,Right Foot,,,,"[19.0, 53.0]",,Ground Pass,,12.0415945,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,151,Barcelona,217,['2965a125-053a-4e1d-ab52-e7f52fa685ec'],0,,,,,,,,,,,,,,,,Barcelona,217,00:37:00.098,Pass,,2017/2018
,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,b091e0a5-4aee-4113-8d8f-951640828c09,3212,,"[19.0, 52.0]",9592,82,,,,,2.3036115,,Right Foot,,,,"[10.0, 62.0]",,Ground Pass,,13.453624,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,151,Barcelona,217,"['35388c8b-38b5-4106-8813-70f7e3410ec2', '50e14657-af64-4737-a221-d60c9e388915']",1,,,,,,,,,,,,,,,,Barcelona,217,00:37:01.058,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,1.344,,,,,,,,,,,,,f78f8c4b-b77d-449f-8525-6c9b6db9edf9,3215,,"[10.0, 62.0]",9592,82,,,,,-2.1375256,,Left Foot,,,,"[3.0, 51.0]",,Ground Pass,,13.038404,,,,Marc-André ter Stegen,20055.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,151,Barcelona,217,"['50e14657-af64-4737-a221-d60c9e388915', '6bc873c0-4825-4f2e-aebc-84b8b508dc16']",3,,,,,,,,,,,,,,,,Barcelona,217,00:37:03.058,Pass,True,2017/2018
,,,,,,,,,,,,,,,,,2.724,,,,,,,,,,,,,205f8d9f-dc99-4b40-b594-d3be465f615b,3218,,"[6.0, 49.0]",9592,82,,,,,-0.9461609,,Right Foot,,,,"[37.0, 6.0]",,High Pass,,53.009434,,,,Jordi Alba Ramos,5211.0,,True,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,151,Barcelona,217,['ba1022f0-22de-46be-8f70-73ca7756e750'],5,,,,,,,,,,,,,,,,Barcelona,217,00:37:05.795,Pass,,2017/2018
,,,,,,,,,,,,,,,,,2.867,,,,,,,,,,,,,69f46ae4-5694-4910-b1db-f7e5b152fe40,3220,,"[37.0, 6.0]",9592,82,,,,,0.0,,Head,,,,"[52.0, 6.0]",,Low Pass,,15.0,,,,André Filipe Tavares Gomes,10802.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,151,Barcelona,217,['2041b060-d9c5-4f40-a324-0d3318e1eac4'],8,,,,,,,,,,,,,,,,Barcelona,217,00:37:08.519,Pass,,2017/2018
