bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,538d8b3b-8860-4103-94f8-d6a3e8ecd279,2090,,"[39.0, 61.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Defensive Midfield,96,Barcelona,217,['9cd65d98-c76a-4e30-b09a-2c3440f9d47e'],26,,,,,,,,,,,,,,,,Barcelona,217,00:05:26.474,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4047c0eb-66bc-4364-82c4-3f1655149180,2094,,"[14.0, 70.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,96,Barcelona,217,['d65881c5-e1d7-496d-b17f-5a166dae8547'],29,,,,,,,,,,,,,,,,Barcelona,217,00:05:29.750,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6197b21-e6f5-4b86-b55a-3c3c867658a5,2097,,"[3.0, 54.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,96,Barcelona,217,['74770367-971a-485b-9ef2-39ab321ece8b'],31,,,,,,,,,,,,,,,,Barcelona,217,00:05:31.614,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d016cbd-ba52-4c20-8f3e-1e964c055f45,2100,,"[35.0, 4.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,96,Barcelona,217,['c68874b1-0d91-4d63-8d70-0b3d6fec52bb'],36,,,,,,,,,,,,,,,,Barcelona,217,00:05:36.234,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09861767-fad0-455f-9fb0-295ecc764020,2105,,"[75.0, 68.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Javier Fuego Martínez,6751.0,Left Center Midfield,97,Espanyol,214,"['3d402ba5-f0d6-4ee1-9d1c-9cd864badebd', 'ad56056d-6235-4a51-9445-3759d350ed7e']",46,,,,,,,,,,,,,,,,Espanyol,214,00:05:46.461,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37d07db8-15af-458a-b409-d602bee3fd57,2108,,"[70.0, 78.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Víctor Sánchez Mata,6758.0,Right Back,97,Espanyol,214,['81da4388-b240-4657-84b5-bb3e315d0aab'],47,,,,,,,,,,,,,,,,Espanyol,214,00:05:47.313,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11676c5e-18f8-42bc-9bbb-7e07424485ea,2112,,"[44.0, 65.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,David López Silva,6754.0,Right Center Back,97,Espanyol,214,['82640d4b-5312-441e-b398-8320b330c4e0'],49,,,,,,,,,,,,,,,,Espanyol,214,00:05:49.860,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ed297da-0c43-4c91-b3b0-7f7a5972edc4,2115,,"[38.0, 37.0]",9592,50,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Mario Hermoso Canseco,6790.0,Left Center Back,97,Espanyol,214,['59ab15e7-279b-43e9-992c-096623fb23c4'],52,,,,,,,,,,,,,,,,Espanyol,214,00:05:52.470,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddceb123-d2b2-44d6-b0b3-8ad7dcff648a,2127,,"[82.0, 68.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Daniel Piatti,6763.0,Right Midfield,99,Espanyol,214,['a00b5854-e727-47d0-a2fd-b41e21ed43d3'],33,,,,,,,,,,,,,,,,Espanyol,214,00:06:33.078,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,641c1a76-af6d-4303-b93a-908e24f3d4b6,2132,,"[70.0, 53.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,David López Silva,6754.0,Right Center Back,99,Espanyol,214,"['3125393c-f149-47e7-837c-3371be529126', '4bdf7fef-a418-4f66-b934-53aa40cb2fbf']",38,,,,,,,,,,,,,,,,Espanyol,214,00:06:38.059,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d892b3f1-74e2-47aa-8738-7995132a4109,2135,,"[58.0, 47.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Hermoso Canseco,6790.0,Left Center Back,99,Espanyol,214,['59e39f16-6ea3-444d-8785-5b267d05ccc8'],40,,,,,,,,,,,,,,,,Espanyol,214,00:06:40.397,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4cfd89aa-83cc-43e8-bc77-572f888acfb0,2139,,"[56.0, 63.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Sánchez Mata,6758.0,Right Back,99,Espanyol,214,"['72fc938e-f61a-447c-86ba-eb18ee543790', 'e3b33572-2788-4a91-80bb-68e35ee0743c']",41,,,,,,,,,,,,,,,,Espanyol,214,00:06:41.795,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9812d06-4edf-4d5c-a52a-7966a75de608,2142,,"[62.0, 59.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergi Darder Moll,3236.0,Left Midfield,99,Espanyol,214,['11707aa8-3d9d-4f95-b52c-41eb49cd946e'],43,,,,,,,,,,,,,,,,Espanyol,214,00:06:43.260,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7b569f4-ba13-4caf-a57b-47e64e620c9c,2146,,"[42.0, 38.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Mario Hermoso Canseco,6790.0,Left Center Back,99,Espanyol,214,['b00cf716-02b7-4361-ae03-bed6bd4a7855'],46,,,,,,,,,,,,,,,,Espanyol,214,00:06:46.330,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49ca71df-e1d1-41dd-bd50-a8089e835781,2153,,"[2.0, 52.0]",9592,51,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,100,Barcelona,217,['b975028d-0f84-45bb-9c77-ce003e539805'],57,,,,,,,,,,,,,,,,Barcelona,217,00:06:57.678,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e38b5a5-d7d7-4f10-a49f-2f7c44a0b255,2157,,"[22.0, 43.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,100,Barcelona,217,"['d6d44708-d302-4806-9acb-8b2cdaf72abe', 'eccb8236-10fa-44bd-bda3-d2f24aeab450']",0,,,,,,,,,,,,,,,,Barcelona,217,00:07:00.705,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,370f2dec-bee5-458f-a11a-4005a2bb3558,2162,,"[53.0, 74.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,101,Barcelona,217,['e80df7ae-1316-4799-ac51-d9ce3942a950'],11,,,,,,,,,,,,,,,,Barcelona,217,00:07:11.643,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8097ff8f-03c1-4301-bd32-57689c784947,2165,,"[115.0, 70.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Deulofeu Lázaro,3726.0,Right Midfield,101,Barcelona,217,['664d3b3d-d4ab-4193-aec9-651df119cf07'],19,,,,,,,,,,,,,,,,Barcelona,217,00:07:19.436,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,572c88a5-56ba-4116-8913-2f3b9698cc2c,2168,,"[103.0, 38.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,101,Barcelona,217,['5c1e91a3-5c0c-4507-a966-32387eece9f5'],21,,,,,,,,,,,,,,,,Barcelona,217,00:07:21.192,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d565e5e0-547b-4361-b840-1506304139c2,2180,,"[110.0, 24.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,102,Barcelona,217,['64ec85b4-0094-437d-b1db-de2c54b1a7ae'],53,,,,,,,,,,,,,,,,Barcelona,217,00:07:53.098,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0851c33f-ca8f-4c95-9b09-4b613232d8ca,2182,,"[25.0, 64.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sergi Darder Moll,3236.0,Left Midfield,102,Barcelona,217,['e115b840-eef7-4591-85e9-bddc328706f5'],55,,,,,,,,,,,,,,,,Espanyol,214,00:07:55.643,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0d78626d-085a-4d56-8ed4-6da3b6cac0e2,2186,,"[71.0, 75.0]",9592,52,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pablo Daniel Piatti,6763.0,Right Midfield,102,Barcelona,217,['3d34ff20-d768-4c1e-8985-8220b862063c'],59,,,,,,,,,,,,,,,,Espanyol,214,00:07:59.124,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a86dec12-02e9-4599-9344-9412fbee2de8,2188,,"[52.0, 13.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['3e0a0f02-7679-4c0a-9d82-75daa647797b'],4,,,,,,,,,,,,,,,,Barcelona,217,00:08:04.716,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69e50eea-af77-4177-9a94-c84597a3e656,2191,,"[50.0, 28.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,103,Barcelona,217,['f229545b-b841-45fd-9747-f6ea1ed848f2'],7,,,,,,,,,,,,,,,,Barcelona,217,00:08:07.859,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11f50dfa-0b54-427c-b5e6-05abc6c0ba0d,2194,,"[53.0, 25.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,103,Barcelona,217,['e852fe4c-3338-4dfa-a97a-3bd7d97a75e9'],9,,,,,,,,,,,,,,,,Barcelona,217,00:08:09.035,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c9dcad37-6515-4091-9922-eabac07fdc10,2197,,"[68.0, 17.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,103,Barcelona,217,['56a23a84-369e-43c6-8410-6ca740d41623'],10,,,,,,,,,,,,,,,,Barcelona,217,00:08:10.870,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c717fc37-9440-43ed-8280-2a534ac71d84,2199,,"[54.0, 19.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['bb4c23fa-21d7-4b69-84a7-dc415e6b7ae4'],13,,,,,,,,,,,,,,,,Barcelona,217,00:08:13.056,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,871aecb5-5709-4543-b35b-dbd09bce8002,2201,,"[64.0, 8.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,103,Barcelona,217,['d5a28a24-9ce5-4d90-a794-8b7b2fd44488'],14,,,,,,,,,,,,,,,,Barcelona,217,00:08:14.256,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a1705c8-083f-4734-8637-9873848fc90c,2204,,"[53.0, 14.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['ba28d06d-ea42-40f9-9c84-6e5d9d6fead0'],18,,,,,,,,,,,,,,,,Barcelona,217,00:08:18.676,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bde87171-675f-46fa-b2be-5438d7315e24,2207,,"[44.0, 35.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,103,Barcelona,217,['bac69d0c-31a6-4375-845d-295cbba61c35'],21,,,,,,,,,,,,,,,,Barcelona,217,00:08:21.272,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48cbf078-5be9-4955-9c29-84b07e48ba10,2210,,"[47.0, 22.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['3d5a87dc-18fa-468d-b31c-095b0322b1f1'],26,,,,,,,,,,,,,,,,Barcelona,217,00:08:26.278,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7744a28d-0745-426b-a3a0-c2d151426bad,2214,,"[41.0, 48.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,103,Barcelona,217,"['073d7b18-da8f-4a5a-bdea-ffd5c12261d1', '59bed175-3c05-4c16-b35f-d4328ee119c3']",29,,,,,,,,,,,,,,,,Barcelona,217,00:08:29.878,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53a4ac29-c1f4-4134-9957-0b8c86c64dfc,2216,,"[37.0, 16.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['7c21fc59-1698-4b43-bdb3-70178c77a45b'],31,,,,,,,,,,,,,,,,Barcelona,217,00:08:31.878,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd7a9389-c265-4aee-889a-63d8c859a220,2219,,"[10.0, 26.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,103,Barcelona,217,['f2229985-d08c-467d-81c4-2ad62d8fed98'],35,,,,,,,,,,,,,,,,Barcelona,217,00:08:35.313,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba706b6a-08a1-48b1-a1fe-988ff1da419a,2223,,"[26.0, 26.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,103,Barcelona,217,"['4ae219e6-d00b-4ada-8bca-065b16c7eaeb', '67616779-fe56-4ee9-bb9f-b144297fe2d5']",40,,,,,,,,,,,,,,,,Barcelona,217,00:08:40.187,Ball Receipt*,True,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0293e59f-14b4-4889-8b97-c8624eff52b5,2226,,"[24.0, 10.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,103,Barcelona,217,['fb33b085-2fa0-492f-8f61-85d2a3a05926'],43,,,,,,,,,,,,,,,,Barcelona,217,00:08:43.090,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc1ea6cf-577a-4100-af18-7fc9e1a24288,2229,,"[38.0, 23.0]",9592,53,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,103,Barcelona,217,['f7992016-781c-44d2-946a-d2875d095dfb'],47,,,,,,,,,,,,,,,,Barcelona,217,00:08:47.823,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,001450f5-a5c0-4d52-895a-e6e4f9999455,2244,,"[25.0, 40.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,104,Barcelona,217,['b8a8953e-a325-4efd-b801-642c09fd6cdc'],23,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.212,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c6ac6bf6-11fc-4878-8676-9595d6b74776,2248,,"[30.0, 55.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,104,Barcelona,217,['40592eaa-ab29-434f-b532-e15200ac9144'],25,,,,,,,,,,,,,,,,Barcelona,217,00:09:25.792,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ef50c53-60d2-4881-bfc0-20904b898df2,2252,,"[55.0, 38.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,104,Barcelona,217,"['6fe61bec-eecb-4921-9266-2aa674b12809', 'a939d5d7-30f0-4e7b-b009-0ff2bd70d473']",28,,,,,,,,,,,,,,,,Barcelona,217,00:09:28.998,Ball Receipt*,True,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f9b375e-0b7d-4012-99e0-ad6d2221f052,2259,,"[107.0, 23.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,104,Barcelona,217,['53949a64-2f1b-4493-9b40-f2b534744325'],35,,,,,,,,,,,,,,,,Barcelona,217,00:09:35.542,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aac99209-6f7c-477e-b0fa-c4acdd9fa378,2264,,"[102.0, 36.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Defensive Midfield,104,Barcelona,217,['22acd1a9-84f6-48e8-8d81-f0ede6761962'],41,,,,,,,,,,,,,,,,Barcelona,217,00:09:41.155,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7424923b-7636-4399-9f41-a3421370c1d4,2267,,"[112.0, 29.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,104,Barcelona,217,['ceac573f-d008-4eb9-9f85-c6201b5ec504'],43,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.474,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e666bffc-ed73-478b-9b2a-2ad6a56ee7a6,2271,,"[113.0, 36.0]",9592,54,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,104,Barcelona,217,['f15f005b-5410-4c91-b090-edb430ed40c1'],44,,,,,,,,,,,,,,,,Barcelona,217,00:09:44.856,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42f233e6-5839-487c-944d-33c75fc09f15,2276,,"[46.0, 56.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,106,Barcelona,217,['b5c7d4b1-efe8-42f6-a487-fb65b8f5ac57'],21,,,,,,,,,,,,,,,,Barcelona,217,00:10:21.567,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7fe883cb-2558-4c77-a0b9-95f4f381617c,2279,,"[46.0, 42.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,106,Barcelona,217,['f2535a7b-ea66-4bcb-adc9-e86bfb2a6704'],22,,,,,,,,,,,,,,,,Barcelona,217,00:10:22.835,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0e2a8420-a0ea-469c-94ca-a1c3f3758cc2,2281,,"[57.0, 57.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Deulofeu Lázaro,3726.0,Right Midfield,106,Barcelona,217,['f2b7a43d-8a1e-4e85-ba79-bac7f761c1ba'],24,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.435,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6023dad4-ba3d-40af-816c-3cea83d9aeb5,2284,,"[46.0, 50.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,106,Barcelona,217,['d268a982-56e4-4097-9301-ac6be848129a'],27,,,,,,,,,,,,,,,,Barcelona,217,00:10:27.750,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,009be477-cc14-4a9a-90c5-86ce0bc59a86,2287,,"[48.0, 29.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,106,Barcelona,217,['a38b4bd9-01e1-4db1-8152-5f1e76d59718'],30,,,,,,,,,,,,,,,,Barcelona,217,00:10:30.310,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04dc0754-37d9-41bb-8f11-fe8f8746856c,2290,,"[58.0, 23.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,106,Barcelona,217,['2de91a73-a75a-4bd6-a6fb-e2d8239c3253'],32,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.990,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,624eedd8-7036-4fa3-a663-cd506baea9bd,2292,,"[59.0, 34.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,106,Barcelona,217,['30fa7eee-48dd-4001-a81a-c7e109cd3781'],33,,,,,,,,,,,,,,,,Barcelona,217,00:10:33.790,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a53727ee-03db-4308-a4a1-40cbbee8348d,2295,,"[33.0, 15.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,106,Barcelona,217,['90471b70-37f2-4533-bcd5-19f816f20e80'],34,,,,,,,,,,,,,,,,Barcelona,217,00:10:34.836,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e1662597-6a3c-4519-90ee-d8ea497efbff,2298,,"[45.0, 23.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,106,Barcelona,217,['2574f263-6aa9-44d2-84ee-54e977d8406e'],43,,,,,,,,,,,,,,,,Barcelona,217,00:10:43.475,Ball Receipt*,,2017/2018
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,826d94f5-39ac-4cee-a01a-2debb034ba4b,2301,,"[94.0, 39.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pablo Daniel Piatti,6763.0,Right Midfield,106,Barcelona,217,['bb97955a-d974-4c98-aa5d-2af7c777bb6b'],46,,,,,,,,,,,,,,,,Espanyol,214,00:10:46.821,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84d35402-84e1-42bf-896f-8e8068d6d4e1,2303,,"[30.0, 24.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,106,Barcelona,217,['a95fb891-00d6-4def-b6ff-dfeaade38585'],48,,,,,,,,,,,,,,,,Barcelona,217,00:10:48.703,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6145dc7-d874-423e-9a6f-336cfc90df2e,2306,,"[33.0, 33.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Left Defensive Midfield,106,Barcelona,217,['a8d40868-8b49-46c4-9e0f-f094562bdf2f'],49,,,,,,,,,,,,,,,,Barcelona,217,00:10:49.779,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71145462-f1b3-40ba-a8f7-c7b0aeafb4fd,2316,,"[49.0, 23.0]",9592,55,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Midfield,106,Barcelona,217,['792192f0-58fa-45d9-a520-a8a332130383'],54,,,,,,,,,,,,,,,,Barcelona,217,00:10:54.518,Ball Receipt*,,2017/2018
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16cc5bfd-4d1d-496f-b9a8-7b8d92016a6c,2319,,"[85.0, 57.0]",9592,56,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Center Forward,106,Barcelona,217,['7f704509-f99f-4c2c-b27a-b7ece1e583a3'],0,,,,,,,,,,,,,,,,Barcelona,217,00:11:00.233,Ball Receipt*,,2017/2018
