bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,987c9783-88f9-482d-8c90-ce5138781c7f,3093,,"[70.0, 78.7]",303615,72,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,111,Barcelona,217,['1702ba1f-7fd6-486b-a929-bf9a7cb07194'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:18.566,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,16630286-9e66-4cf4-aae7-0b17a83ac551,3106,,"[97.2, 6.2]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,113,Barcelona,217,"['1a3b73b4-a3a9-4de4-abde-d3aaede49a39', 'b233f8a5-4a8b-419d-b8f1-8f0c3461df7d']",18,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:18.871,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,dbaae8bd-22ba-478e-af06-2f3681481401,3109,,"[40.5, 35.2]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,113,Barcelona,217,"['0d6aabcf-92d0-4af0-84bc-ff65dd317ae6', '384fe4ba-fbae-4e12-8d36-bd5e95babd96']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:22.994,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9fe1e674-6123-4d84-9c11-4f72d7d816fd,3111,,"[18.9, 36.7]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,113,Barcelona,217,['2fc528c1-b422-4e02-b82c-a47b577835c4'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:24.713,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7a31b018-fcc4-423a-8c00-3d28e06732a7,3114,,"[40.7, 62.2]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,113,Barcelona,217,['1d842252-8dc3-4300-9afc-5a8b9c37a522'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:27.757,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b21a519-2d37-41ca-8457-2b605e35e6e8,3117,,"[75.1, 77.6]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,113,Barcelona,217,['f4902dac-119d-46c2-8a9e-386524944cbf'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:33.260,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,90d8c070-7806-4ad5-ba3d-31eeaada2c9f,3121,,"[84.5, 5.7]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['a7ad1e37-66d4-46f8-b17b-ebb3d58cbef7'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:40.290,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d47cf508-6835-429b-8454-320d4b952d85,3125,,"[76.4, 22.4]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,113,Barcelona,217,"['1bafb5b0-4259-4ca6-a51a-248b57dfd72f', 'ce658ac0-9e71-4325-9f2a-cc80153babbc']",43,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:43.613,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a896a7f2-753f-40ac-b2a4-ea4669d47cd7,3128,,"[73.0, 32.5]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,113,Barcelona,217,"['ce658ac0-9e71-4325-9f2a-cc80153babbc', 'e0db7627-a4e2-4b9d-9a6d-34f9e0438781']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:47.342,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,3fb4cb78-8b48-42ee-869a-00f27458d29d,3131,,"[84.3, 41.5]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,113,Barcelona,217,['5e788a26-474c-4661-b1ef-0fc1120b2c95'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:49.201,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,352d4a95-e944-49a6-a745-449c13e2020f,3134,,"[71.3, 51.1]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,113,Barcelona,217,['9b696ff2-efce-4499-ad0f-eb3f71c57235'],51,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:51.055,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5c5096a-4156-4c1f-a047-3b4abc63a7d7,3137,,"[42.2, 32.3]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,113,Barcelona,217,['0b1a29c0-f34b-4ee9-9631-72be34e1c456'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:55.112,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1299c7a4-60bd-4159-9f19-e50c5a1cbfdd,3139,,"[49.7, 18.8]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Clément Lenglet,6826.0,Left Center Back,113,Barcelona,217,['b3182579-b22d-4850-b8bb-1e7755f3637e'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:56.743,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba29a440-558f-4daf-a5c8-c4247532b176,3142,,"[35.8, 34.8]",303615,74,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,113,Barcelona,217,['02f118f4-851f-421a-9ece-04723a1b0da0'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:59.063,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1751690c-45ef-477e-acc9-f9585873af09,3145,,"[63.4, 48.9]",303615,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,113,Barcelona,217,['2fca931b-7cb0-4873-9006-b85f0702a39c'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:01.716,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,da0b4d93-b8a8-47cf-9df7-b28d9a40d183,3148,,"[71.5, 40.2]",303615,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,113,Barcelona,217,['939274c9-ba52-44d8-9230-7ce002e84f63'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:03.928,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d2082405-e9b0-47a6-a656-6b716ba60ba3,3152,,"[89.9, 15.6]",303615,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['cddcb124-a08e-4c94-807e-294a0dc7274d'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:07.103,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7cdc49cf-ee89-4e82-b50c-f574da3ad8a5,3154,,"[57.0, 72.9]",303615,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raúl de Tomás Gómez,16209.0,Left Center Forward,114,Espanyol,214,['29a2a663-7732-4dc5-87b2-78aa023db152'],9,,,,,,,,,,,,,,,,,,Espanyol,214,00:30:09.168,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c4c86399-9acb-41ca-81fb-c35738ab852c,3158,,"[104.9, 12.3]",303615,75,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Campuzano Bonilla,30420.0,Center Attacking Midfield,114,Espanyol,214,['82f8283c-8e53-4182-b485-54eecd1eddcd'],18,,,,,,,,,,,,,,,,,,Espanyol,214,00:30:18.057,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4026dc61-018a-41c1-8ff4-8cdb81120fb5,3164,,"[115.8, 49.8]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Raúl de Tomás Gómez,16209.0,Left Center Forward,115,Espanyol,214,['411da027-41ca-4462-a2f6-d9e89b17c9a7'],12,,,,,,,,,,,,,,,,,,Espanyol,214,00:31:12.517,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,51c0bf41-cab0-43cb-b81b-92da59c079dd,3170,,"[108.5, 51.7]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Raúl de Tomás Gómez,16209.0,Left Center Forward,116,Espanyol,214,['e1e9ee2e-472c-4d1b-9572-7a102bf3f63b'],37,,,,,,,,,,,,,,,,,,Espanyol,214,00:31:37.739,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,9896c15f-9b94-434a-9137-dc62e798dafa,3173,,"[106.2, 41.0]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,David López Silva,6754.0,Center Defensive Midfield,116,Espanyol,214,['f70e03af-5b94-48c8-b9e3-ab0b320db4a3'],39,,,,,,,,,,,,,,,,,,Espanyol,214,00:31:39.549,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,24df742c-f3ee-46f6-b1c1-e958ae502614,3177,,"[94.4, 39.7]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Sergi Darder Moll,3236.0,Right Center Midfield,116,Espanyol,214,['18c704d3-4aa8-4ba7-b10b-402c38c34db9'],40,,,,,,,,,,,,,,,,,,Espanyol,214,00:31:40.855,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bddc2bd7-050c-4e0c-a9ce-836256d0ad16,3179,,"[26.8, 38.7]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,117,Barcelona,217,['7f4cc608-d067-4804-8a27-34a65798fcf5'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:41.298,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,247f40cc-ef0d-43d8-a1a2-de1f029612ee,3182,,"[42.0, 47.7]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,117,Barcelona,217,['b151f420-c37c-4340-950d-c72367bb6fd8'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:44.354,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d96cfe01-f100-4d52-8e57-b36e97266371,3184,,"[79.6, 29.0]",303615,76,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,117,Barcelona,217,['1fbb3c09-70b1-44c5-8dbf-9c5d31706b3e'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:48.053,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,2b28c56f-75e6-47a5-b747-7c1677675b96,3190,,"[107.7, 33.1]",303615,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Bernardo José Espinosa Zúñiga,6573.0,Right Center Back,118,Espanyol,214,['7a547865-75a1-4ab8-8dac-e83e0dbee2c7'],35,,,,,,,,,,,,,,,,,,Espanyol,214,00:34:35.515,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0974689b-5888-41fa-b3b4-9667684d5f8e,3196,,"[11.8, 46.2]",303615,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,119,Barcelona,217,['0000dced-f974-49cb-8b43-0163bd848a71'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:55.881,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ca96e538-638c-42c3-ad3e-d5f91693bb76,3198,,"[36.6, 11.9]",303615,79,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,119,Barcelona,217,['334ab3cc-4e0e-4965-b350-9109382540c5'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:34:58.937,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,06929744-65ad-448c-9fb4-12990838c45b,3201,,"[38.5, 21.3]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,119,Barcelona,217,['8d14e77d-3593-4ce5-89a8-783c62d59619'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:01.610,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0826433c-b10e-49f0-9db8-c17feaf745bd,3205,,"[35.1, 6.8]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,119,Barcelona,217,['3d9e145c-df27-4452-b6af-7cbb27a98474'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:04.383,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,489fa6c3-969c-4182-bbb8-016efa511681,3208,,"[15.4, 16.4]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,119,Barcelona,217,['7a5a898e-a221-4658-a4a2-9d00d6aeaf7d'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:06.102,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,674ce964-6272-40c1-aa53-a9a098786f91,3211,,"[6.0, 40.2]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,119,Barcelona,217,['38e2d7b6-2048-4904-990f-027f8382b2fe'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:07.945,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,251b567a-9ade-475a-956b-7c8fa66783ea,3214,,"[30.6, 77.0]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,119,Barcelona,217,['bfb28c86-d718-458b-a506-2bbf91eebf6c'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:11.472,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f9d64082-6c8e-48c3-ab0b-fcc506d45845,3217,,"[56.5, 78.7]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,119,Barcelona,217,['e01bd896-c1ae-4fee-a061-a0ae97f17a55'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:15.164,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,1dedfb0a-231f-443d-a323-1c51cca07f4a,3220,,"[70.6, 65.6]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,119,Barcelona,217,['2f7aa8fd-0a1a-4160-971f-cc2420b9c0f1'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:17.596,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,624d266f-cf3a-4d95-8a68-972838c43296,3222,,"[66.6, 65.6]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,119,Barcelona,217,['10b8da7c-20e4-4a18-8a66-aad2d8383089'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:18.288,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fe85d4c-428e-40b5-ab92-1414eb79a85a,3225,,"[62.9, 45.5]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,119,Barcelona,217,['e58a05cf-a337-4ee7-a5de-43232e685320'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:20.410,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,0f901981-5741-4b5a-8404-743dba92bd86,3228,,"[91.8, 15.4]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,119,Barcelona,217,['b2d9709c-e9e6-4376-b655-3c8b84d2bac4'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:26.003,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,a233ea2e-c664-4da8-a2e2-44c0c4c95c65,3232,,"[76.0, 75.0]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raúl de Tomás Gómez,16209.0,Left Center Forward,120,Espanyol,214,['b23ef14e-6129-46a9-a923-03b6b29cc303'],39,,,,,,,,,,,,,,,,,,Espanyol,214,00:35:39.467,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3732a65a-788a-4c65-b75d-9ca87f27f0ac,3234,,"[77.5, 22.4]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Left Center Forward,120,Espanyol,214,['76422809-f9a0-406b-9943-60be200a11ed'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:44.317,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,50a35ec8-6f9d-4ac2-8174-1efbf5cba4f8,3236,,"[28.9, 22.6]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leandro Daniel Cabrera Sasía,6635.0,Left Center Back,120,Espanyol,214,['18c5114a-b069-479f-acc2-9d6f8e66a1e9'],47,,,,,,,,,,,,,,,,,,Espanyol,214,00:35:47.471,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7dbf016c-ef7d-4865-a50e-3112b22e36aa,3238,,"[47.8, 4.0]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Dídac Vilá Rosselló,6886.0,Left Back,120,Espanyol,214,['8e2652b0-ca7d-49a0-91b0-e1ad4823e595'],48,,,,,,,,,,,,,,,,,,Espanyol,214,00:35:48.683,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,00cb6533-6c2a-4533-a9bb-44907e4d3967,3241,,"[33.2, 12.8]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Leandro Daniel Cabrera Sasía,6635.0,Left Center Back,120,Espanyol,214,['c4ba85fe-298c-424e-9285-cf979b74d723'],50,,,,,,,,,,,,,,,,,,Espanyol,214,00:35:50.868,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,e261db50-284f-4072-9bf7-20120f976116,3245,,"[58.5, 8.1]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marc Roca Junqué,6866.0,Left Center Midfield,120,Espanyol,214,['03ccae87-8a1f-481c-8777-fd0eb9df3719'],55,,,,,,,,,,,,,,,,,,Espanyol,214,00:35:55.729,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,6cb7b197-8483-4a1f-a5d7-fab54538634f,3247,,"[72.6, 65.0]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,120,Espanyol,214,['e7bb595d-fde5-4679-80f0-e69d28e0b2a1'],57,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:57.317,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,f3e60844-1db7-49dc-976d-7953adc40738,3250,,"[84.3, 78.5]",303615,80,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,120,Espanyol,214,['40becb4e-f0d5-482a-870b-d0b644fa97e6'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:35:58.608,Ball Receipt*,,2019/2020
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,d484770c-c29f-4e45-a026-b6be4c9b929e,3256,,"[76.9, 0.1]",303615,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Víctor Campuzano Bonilla,30420.0,Center Attacking Midfield,120,Espanyol,214,['840ddd97-e1b5-4724-8f0d-d21e0ea374ae'],3,,,,,,,,,,,,,,,,,,Espanyol,214,00:36:03.014,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,7d0dc1c5-d91e-4855-9cf8-d3492440700d,3260,,"[41.8, 74.6]",303615,81,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,121,Barcelona,217,"['064e738b-4822-4572-a75b-2cf0c3e80df4', 'd7b6b69d-7ba3-486f-a312-fab309569ba8']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:36:49.353,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,acada955-3ddc-414b-98b1-41b915aefc58,3265,,"[34.9, 30.5]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,122,Barcelona,217,['9ea38397-2824-4c9d-8df2-03c7f1ea1bb2'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:13.925,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1b4f73b-d595-49d2-a742-98da1051ea7d,3267,,"[54.8, 13.6]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,122,Barcelona,217,['62cefb4d-6076-49df-a719-56d69dc94c69'],16,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:16.705,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,35db789a-bca0-4f67-ba69-60d98cde91d8,3269,,"[50.3, 21.1]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,122,Barcelona,217,['0c26380d-35df-4a73-bb0d-9edfa6db6f19'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:18.042,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,f85346b0-ed33-4f8f-b760-f6177c30afd1,3272,,"[41.3, 21.1]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,122,Barcelona,217,['035e8ddc-ff6f-441c-ac1d-5c6cb5e4bb52'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:19.835,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,356441a1-18a4-486c-8bbf-e3c9571375b1,3275,,"[13.9, 36.1]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,122,Barcelona,217,['b7117f97-9997-46c2-8514-9a01d7955870'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:23.769,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,846b59a1-6fb4-4685-a415-ccf08df61457,3280,,"[87.3, 26.0]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Martin Braithwaite Christensen,4447.0,Left Center Forward,122,Barcelona,217,"['1bcfc46d-b911-4eb3-9e64-27e833383922', '6a21c4a0-91c9-4353-83d3-66a999d5047f']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:34.230,Ball Receipt*,True,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,8ba9e4e3-fbda-4bcc-b74f-5065333ac1a4,3284,,"[73.2, 4.4]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,122,Barcelona,217,['14501dc0-28df-4bc2-9093-e89f79b6704f'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:40.147,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba5d6b13-2389-4e38-9f8c-dd0b7d95ad70,3287,,"[70.8, 9.4]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,122,Barcelona,217,['a3504580-5489-4357-b13d-75db643df627'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:45.301,Ball Receipt*,,2019/2020
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a7568fd0-af40-478c-9f3f-07f34df6c852,3291,,"[54.6, 13.0]",303615,82,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,122,Barcelona,217,['73608d81-1fe4-4d76-8c3a-c39008f640c2'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:37:47.314,Ball Receipt*,,2019/2020
