50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,e161549e-b9ad-4d79-b84d-fec490c51b39,1,,,303715,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,,0,,,,,,,,,,,,,,,,"{'formation': 343, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5830, 'name': 'Kenneth Josiah Omeruo'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 4}, {'player': {'id': 6603, 'name': 'Dimitrios Siovas'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 22}, {'player': {'id': 6569, 'name': 'Roberto José Rosales Altuve'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 16}, {'player': {'id': 11730, 'name': 'Jonathan Cristian Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 6}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 16212, 'name': 'Óscar Rodríguez Arnaiz'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 27}, {'player': {'id': 4447, 'name': 'Martin Braithwaite Christensen'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 7}, {'player': {'id': 6301, 'name': 'Youssef En-Nesyri'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 26}]}",Leganés,205,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,651e1a7a-e5fa-4f52-8f80-e846bce44c23,2,,,303715,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 5674, 'name': 'Moussa Wagué'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,af9e6440-fe7f-4a26-8b42-066701163d3b,3,,,303715,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,['8c7a40cb-c835-49ca-aad9-fc4b3d0acf97'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8c7a40cb-c835-49ca-aad9-fc4b3d0acf97,4,,,303715,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Leganés,205,['af9e6440-fe7f-4a26-8b42-066701163d3b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,0c08959a-005b-4646-b440-0de38d98b679,1915,,,303715,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Leganés,205,['ea11cea2-8468-41b7-b1fa-43badaec3292'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ea11cea2-8468-41b7-b1fa-43badaec3292,1916,,,303715,45,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Leganés,205,['0c08959a-005b-4646-b440-0de38d98b679'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.989316,,,,,,,,,,,,,e954a28c-751e-41db-9155-9ad0a107b24f,5,,"[61.0, 40.1]",303715,0,,,,2.7957182,,Right Foot,,,,"[49.9, 44.1]",,Ground Pass,,11.798729,,,,Roque Mesa Quevedo,3610.0,,,,,,Kick Off,1,From Kick Off,Óscar Rodríguez Arnaiz,16212.0,Right Wing,2,Leganés,205,['68029271-6696-4455-b5d4-b138580a54a9'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.514,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.420871,,,,,,,,,,,,,286f76ae-6756-459b-8acc-e207c34524dd,8,,"[51.1, 45.6]",303715,0,,,,-2.2999768,,Right Foot,,,,"[40.2, 33.4]",,Ground Pass,,16.360012,,,,Dimitrios Siovas,6603.0,,,,,,,1,From Kick Off,Roque Mesa Quevedo,3610.0,Right Defensive Midfield,2,Leganés,205,['cc08de58-6898-492d-905a-e2c970a227c4'],2,,,,,,,,,,,,,,,,,Leganés,205,00:00:02.097,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,2.477224,,,,,,,,,,,,,0435bd04-ef58-4225-aabb-267d484b3727,11,,"[43.7, 32.5]",303715,0,,,,0.7779909,,Left Foot,,,,"[84.5, 72.7]",,High Pass,,57.27722,,,,Youssef En-Nesyri,6301.0,,,True,,,,1,From Kick Off,Dimitrios Siovas,6603.0,Left Center Back,2,Leganés,205,['c0be7ff5-c1d2-498b-81f2-eb147f42a8b6'],5,,,,,,,,,,,,,,,,,Leganés,205,00:00:05.120,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.140107,,,,,,,,,,,,,5ab7fa2b-4eb3-45b9-ae09-a18ee738f6a4,13,,"[84.5, 72.7]",303715,0,,,,2.9539528,,Other,,,,"[76.6, 74.2]",,Low Pass,,8.041144,,,,Óscar Rodríguez Arnaiz,16212.0,,,,,,,1,From Kick Off,Youssef En-Nesyri,6301.0,Center Forward,2,Leganés,205,['60a35fc6-cdd0-4b4f-a586-5f0f38f6ce39'],7,,,,,,,,,,,,,,,,,Leganés,205,00:00:07.597,Pass,,2019/2020
