50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.3607,,,,,,,,,,,,,,95fdd74a-e4a5-4256-9261-12c1c500adf2,21,,"[76.9, 34.8]",68342,0,,,,,0.31982005,0b3a275e-f259-4b54-96a7-1679dc666676,Left Foot,,,,"[108.0, 45.1]",,High Pass,,32.761257,,,,Fernando Llorente Torres,3486.0,True,,,Free Kick,1,From Free Kick,Francisco Javier Yeste Navarro,26035.0,Left Attacking Midfield,3,Athletic Club,215,['cad8f6b9-a3a8-4967-bd06-118c8d4fd872'],50,,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:50.128,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.576457,,,,,,,,,,,,,,329a70ea-ff43-4e89-aaaf-97436bff1c80,25,,"[6.0, 36.0]",68342,1,,True,,,0.16789593,,Right Foot,,,,"[35.5, 41.0]",,Ground Pass,,29.920729,,,,José Edmílson Gomes de Moraes,25910.0,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['ec41c4bd-a832-4135-b876-3e3a349654d3'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.430,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.485297,,,,,,,,,,,,,,afd59c47-9684-4977-8e1f-edc9da2e48bb,27,,"[37.6, 41.5]",68342,1,,,,,1.1402106,,Right Foot,,,,"[47.2, 62.4]",,Ground Pass,,22.999348,,,,Rafael Márquez Álvarez,5558.0,,,,,1,From Goal Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,4,Barcelona,217,['50c7e652-d25b-43d3-a736-351abce02a67'],11,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:11.871,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.574042,,,,,,,,,,,,,,a44457dc-5453-4d75-b023-8fc8330122cb,30,,"[71.3, 66.4]",68342,1,,,,,0.57852423,,Left Foot,,,,"[86.0, 76.0]",,Ground Pass,,17.55705,,,,Oleguer Presas Renom,25873.0,,,,,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,4,Barcelona,217,['5774d7ca-aea3-44ff-b3bf-f3ffaf9da54d'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.468,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.400489,,,,,,,,,,,,,,8cbcdce8-0a44-4f84-ac77-ed9c18eba530,33,,"[92.5, 75.8]",68342,1,,,,,-1.3468083,,Right Foot,,,,"[100.2, 42.0]",,High Pass,,34.665977,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,1,From Goal Kick,Oleguer Presas Renom,25873.0,Right Back,4,Barcelona,217,"['37c4fd77-1e71-45cc-89a5-420eaf131f4d', 'eb29fbad-f5ba-4819-8488-cee0c9b1889a']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.524,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,0.90049,,,,,,,,,,,,,,2c7ee7d6-5c6c-4b43-8c40-3772e6ea556b,38,,"[77.7, 46.3]",68342,1,,,,,-1.141449,,Right Foot,,,,"[81.5, 38.0]",,Ground Pass,,9.128527,,,,Mark van Bommel,19296.0,,,,,1,From Goal Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,4,Barcelona,217,['96e40d9d-8fa0-4942-8a25-41665103631b'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:26.444,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.414177,,,,,,,,,,,,,,4c0e202a-a88f-49c0-8559-012e941f1ef7,45,,"[55.4, 50.6]",68342,1,,,,,0.6896915,,Right Foot,,,,"[82.8, 73.2]",,Ground Pass,,35.517883,,,,Fernando Llorente Torres,3486.0,,,,,1,From Goal Kick,Carlos Gurpegi Nausia,26087.0,Right Center Midfield,4,Barcelona,217,['6f819a2a-fb58-431e-82ee-092940d64c27'],30,,,,,,,,,,,,,,,,,,Athletic Club,215,00:01:30.986,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.862141,,,,,,,,,,,,,,38c366cf-320f-44ce-b9ca-ec770a4c628e,51,,"[41.4, 0.1]",68342,1,,,,,1.8238106,,,,,,"[34.6, 26.4]",,Low Pass,,27.164867,,,,Carles Puyol i Saforcada,20125.0,,,,Throw-in,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,5,Barcelona,217,['eab2ff0d-d9d4-48e1-aabc-945b2a0a9fa9'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.735,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.745292,,,,,,,,,,,,,,e53afca5-b264-4cc7-8776-a45debcab857,54,,"[34.6, 26.4]",68342,1,,,,,1.5303559,,Right Foot,,,,"[36.0, 61.0]",,Ground Pass,,34.62831,,,,Rafael Márquez Álvarez,5558.0,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,5,Barcelona,217,['43aebd9e-81c6-4194-87dd-5cb69c9cb90f'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:53.431,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.595486,,,,,,,,,,,,,,3ea73ca7-21a4-494b-a356-3e7b0ada099e,57,,"[61.2, 61.6]",68342,2,,,,,1.6614562,,Right Foot,,,,"[60.3, 71.5]",,Ground Pass,,9.9408245,,,,Oleguer Presas Renom,25873.0,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,5,Barcelona,217,['89a6d351-0178-43a9-87b4-f35de54f612f'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:01.499,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.10595,,,,,,,,,,,,,,b63ea83d-6d9d-4137-b378-df3f776feb8d,59,,"[60.3, 71.5]",68342,2,,,,,-1.8954288,,Right Foot,,,,"[56.8, 61.1]",,Ground Pass,,10.973149,,,,Rafael Márquez Álvarez,5558.0,,,,,1,From Throw In,Oleguer Presas Renom,25873.0,Right Back,5,Barcelona,217,['5b380090-f538-4d58-9ee1-b712d11efca0'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.095,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.711597,,,,,,,,,,,,,,a37b12fe-9582-43bd-b68f-c980b9fc0512,65,,"[55.7, 72.3]",68342,2,,,,,-2.1243646,,Right Foot,,,,"[41.3, 49.0]",,Ground Pass,,27.390692,,,,Carles Puyol i Saforcada,20125.0,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,6,Barcelona,217,['3f41da03-ad7e-4f51-bac6-7cf45be6fab5'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.613,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.327977,,,,,,,,,,,,,,7857a7f3-e519-451f-9fc5-4c13b55d9679,68,,"[43.5, 44.9]",68342,2,,,,,-0.14301687,,Right Foot,,,,"[56.0, 43.1]",,Ground Pass,,12.628935,,,,José Edmílson Gomes de Moraes,25910.0,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['f1476d35-fe16-4cda-b6a1-cd2fcb401b13'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.923,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.0518,,,,,,,,,,,,,,1d3e0996-e41a-4d18-ab77-540823c7bed7,71,,"[70.5, 35.9]",68342,2,,,,,0.6664653,,Right Foot,,,,"[88.3, 49.9]",,Ground Pass,,22.645971,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,6,Barcelona,217,"['23181a93-0c8a-4b2d-af5e-1514d7d0c5ce', '43b5e523-1df7-4c7c-9695-b7c69117b1f0']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.394,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.241174,,,,,,,,,,,,,,fd2b192e-0829-42c0-a88b-1388f824df93,74,,"[53.4, 43.6]",68342,2,,,,,1.4801364,,Right Foot,,,,"[54.5, 55.7]",,Ground Pass,,12.149898,,,,Rafael Márquez Álvarez,5558.0,,,,Recovery,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,6,Barcelona,217,['545a1cc1-4ceb-435a-be61-0613b68c8782'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.971,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,3.293157,,,,,,,,,,,,,,adce31b7-de46-4107-9fac-6cf6925003c1,77,,"[56.3, 56.5]",68342,2,,,,,-0.8245938,,Right Foot,,,,"[105.3, 3.5]",,High Pass,,72.18033,,,,Ronaldo de Assis Moreira,25879.0,,True,,,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,6,Barcelona,217,['8e1a39fd-1b8b-4b72-ac45-9ea8a632bb3a'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:26.447,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.501,,,,,,,,,,,,,,bcfbcd76-e372-4bfe-b074-3860472eafff,83,,"[120.0, 0.1]",68342,2,,,,,1.8572674,,Right Foot,,,,"[104.8, 51.7]",,High Pass,,53.792194,,,True,Rafael Márquez Álvarez,5558.0,,True,Outswinging,Corner,1,From Corner,Ronaldo de Assis Moreira,25879.0,Left Wing,7,Barcelona,217,['f0a6707c-9331-4adf-a140-3f1364dde223'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:44.044,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.048281,,,,,,,,,,,,,,902f1f69-a4b6-49c2-a27b-41248fa60db9,85,,"[104.8, 51.7]",68342,2,,,,,1.607144,57a635a1-fafa-4f9e-84e7-c89c045284f2,Other,,,,"[104.6, 57.2]",,Low Pass,,5.503635,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,1,From Corner,Rafael Márquez Álvarez,5558.0,Right Center Back,7,Barcelona,217,['448318a9-b764-4637-8943-43e91170dafa'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:46.545,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.3105,,,,,,,,,,,,,,d14665df-e605-4462-a690-f68eaf1653fe,97,,"[23.3, 33.8]",68342,3,,,,,0.10089953,,Right Foot,,,,"[79.6, 39.5]",,High Pass,,56.587807,,Incomplete,,,,,,,Free Kick,1,From Free Kick,Iñaki Lafuente Sancha,26084.0,Goalkeeper,8,Athletic Club,215,['d3564dd4-f1f9-4b06-b015-d061fd0599b3'],18,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:18.054,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.122,,,,,,,,,,,,,,d3564dd4-f1f9-4b06-b015-d061fd0599b3,98,,"[40.5, 40.6]",68342,3,,,,,0.5538544,,Other,,,,"[48.1, 45.3]",,High Pass,,8.935883,,Incomplete,,Mark van Bommel,19296.0,,,,Recovery,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,8,Athletic Club,215,"['48166ac2-0e01-48b1-aba4-8ecce717bfb2', 'd14665df-e605-4462-a690-f68eaf1653fe', 'eb5053b4-ba2f-4666-9c51-41a50528c350']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:20.365,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,0.631997,,,,,,,,,,,,,,48166ac2-0e01-48b1-aba4-8ecce717bfb2,100,,"[72.0, 34.8]",68342,3,,,,,0.44752,,Right Foot,,,,"[79.5, 38.4]",,Low Pass,,8.319255,,Incomplete,,Fernando Llorente Torres,3486.0,,,,Recovery,1,From Free Kick,Pablo Orbaiz Lesaka,26086.0,Left Center Midfield,8,Athletic Club,215,"['494399e3-ec99-4f2b-8fd1-d7630f99df42', 'b2fbd273-c307-492e-b434-6b80d74442b8', 'd3564dd4-f1f9-4b06-b015-d061fd0599b3']",21,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:21.487,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.605972,,,,,,,,,,,,,,d72b073f-7b23-4876-845b-9982e2ebb7ac,107,,"[42.2, 42.6]",68342,3,,True,,,1.4782047,,Left Foot,,,,"[44.8, 70.6]",,Ground Pass,,28.120455,,,,Oleguer Presas Renom,25873.0,,,,Free Kick,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,10,Barcelona,217,['2fd23c61-2df7-42f8-9be5-6bd11588f0e8'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:32.960,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,0.975444,,,,,,,,,,,,,,2f663b54-1387-41b6-8b4c-503013109943,109,,"[49.3, 67.5]",68342,3,,,,,-1.1120386,,Right Foot,,,,"[57.4, 51.1]",,Ground Pass,,18.291254,,,,José Edmílson Gomes de Moraes,25910.0,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,10,Barcelona,217,['f5f38110-e1ec-4b8d-b544-30ddb961a5c3'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.578,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,0.6708,,,,,,,,,,,,,,072d93cc-6c8f-482b-b409-a071451cfcd2,113,,"[77.7, 46.5]",68342,3,,,,,-0.1665834,,Right Foot,,,,"[89.0, 44.6]",,Ground Pass,,11.458621,,,,Samuel Eto''o Fils,19298.0,,,,,1,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,10,Barcelona,217,['19378b78-d2b8-4bac-99b3-2f56d9799ba1'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:41.007,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.146253,,,,,,,,,,,,,,c6d2e51e-ee1c-4043-bf37-7d4480623955,119,,"[33.3, 47.5]",68342,3,,,,,0.089049585,,Right Foot,,,,"[50.1, 49.0]",,Ground Pass,,16.86683,,,,Joseba Andoni Etxeberria Lizardi,15606.0,,,,,1,From Counter,Jesús María Lacruz Gómez,26088.0,Right Center Back,11,Athletic Club,215,['9f06205a-64ed-4d02-8d5f-303d161a0184'],43,,,,,,,,,,,,,,,,,,Athletic Club,215,00:03:43.179,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.1955,,,,,,,,,,,,,,400d4951-4b90-46fe-bf99-1cc3abba40d5,125,,"[58.7, 46.4]",68342,4,,,,,-0.49897593,,Right Foot,,,,"[96.5, 25.8]",,High Pass,,43.04881,,,,Fernando Llorente Torres,3486.0,,,,Free Kick,1,From Free Kick,Jesús María Lacruz Gómez,26088.0,Right Center Back,12,Athletic Club,215,['694510b3-c7d2-4efb-93fd-54f9109ad1e9'],13,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:13.061,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,2.177689,,,,,,,,,,,,,,897b6370-1bf6-49b9-b34c-5949a4904499,127,,"[96.5, 25.8]",68342,4,,,,,-1.5101233,,Head,,,,"[97.8, 4.4]",,High Pass,,21.43945,,,,Francisco Javier Yeste Navarro,26035.0,,,,,1,From Free Kick,Fernando Llorente Torres,3486.0,Center Forward,12,Athletic Club,215,['9153ecbd-e8c6-4785-a402-b49ee35077f9'],15,,,,,,,,,,,,,,,,,,Athletic Club,215,00:04:15.297,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.333147,,,,,,,,,,,,,,d7c88317-9acc-4043-b55d-21d9d1aef5e3,138,,"[40.6, 67.9]",68342,4,,True,,,-1.6175941,,Right Foot,,,,"[38.9, 31.6]",,Ground Pass,,36.339787,,,,Carles Puyol i Saforcada,20125.0,,,,Free Kick,1,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,14,Barcelona,217,['ebee78a1-ae26-427a-9027-81e079dcc596'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.766,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.043149,,,,,,,,,,,,,,76c66b1f-c017-448c-89ac-56dce1188bc4,140,,"[38.9, 31.6]",68342,4,,,,,-1.532056,,Right Foot,,,,"[39.9, 5.8]",,Ground Pass,,25.819372,,,,Giovanni van Bronckhorst,17797.0,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,14,Barcelona,217,['be7415b6-c8f2-4c66-a009-4f31e02d9590'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:42.111,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.396733,,,,,,,,,,,,,,224c0c5a-13f3-4513-ab33-9f6452a4d53d,143,,"[39.9, 6.4]",68342,4,,,,,1.4394809,,Left Foot,,,,"[42.7, 27.6]",,Ground Pass,,21.384106,,,,Carles Puyol i Saforcada,20125.0,,,,,1,From Free Kick,Giovanni van Bronckhorst,17797.0,Left Back,14,Barcelona,217,['66c2468e-67d3-4332-958c-2bba1734c16f'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:44.683,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,1.703276,,,,,,,,,,,,,,7c445e3d-8631-4a76-b9df-910bd2358c60,146,,"[46.1, 27.2]",68342,4,,,,,1.587406,,Left Foot,,,,"[45.6, 57.3]",,Ground Pass,,30.104153,,,,Rafael Márquez Álvarez,5558.0,,,,,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Center Back,14,Barcelona,217,['ea7110fa-f094-455a-add4-7dcd2dc91b2c'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:47.962,Pass,,2005/2006
