50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a5ac1352-5b67-49cc-af48-764372df365b,42,,"[76.8, 62.1]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Pedro Ríos Maestre,26657.0,Right Wing,2,Getafe,216,['1560a76a-31c7-4604-8f15-854da9c4c8ad'],28,,,,,,,,,,,,,,,,,Getafe,216,00:00:28.275,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2efac27e-8d7e-4b5d-a651-368667018776,46,,"[69.9, 76.6]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Miguel Torres Gómez,6878.0,Right Back,2,Getafe,216,['014edb40-5652-49d3-a64f-a0ad8b2ae79d'],31,,,,,,,,,,,,,,,,,Getafe,216,00:00:31.296,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ad31d00-bab0-4475-988f-1198dc995cc1,49,,"[84.5, 77.2]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Juan Ángel Albín Leites,26425.0,Center Attacking Midfield,2,Getafe,216,['b7ef7368-2bb0-474f-be91-ca0b3f573e49'],33,,,,,,,,,,,,,,,,,Getafe,216,00:00:33.280,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36f70591-ef10-45d9-b1bb-ee71fd803e43,51,,"[50.0, 3.6]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['95c7d594-e98f-47c0-bec8-bdeeb7222622'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.510,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,04b73c85-93d7-4dce-b834-0257c3f81a85,54,,"[47.7, 11.7]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,3,Barcelona,217,['fbd007c1-32fb-4618-a245-7161e29a1bd9'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.472,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66993da2-cd5a-4f39-9b2e-9ce74825a536,57,,"[54.6, 4.4]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,3,Barcelona,217,['916ba44d-628a-438b-a1dc-ebdfc00f9ebe'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.217,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c34ddf8c-49bd-4083-9cd9-6d32d3425853,61,,"[61.7, 75.6]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Right Back,3,Barcelona,217,['24da0643-663a-465f-8711-d4ca48bd24be'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:00:47.310,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e3402b0-c72c-4e1b-98ad-751266025472,64,,"[80.4, 76.7]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['9eeefb4f-6521-461a-ab78-c63314fb06c2'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.622,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dc4bb371-1584-414a-b1e1-fdcf745ce17d,67,,"[69.1, 63.2]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['e94c0b70-3b8a-4dc3-8dbb-8df78073b512'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.628,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189c3870-550d-47c6-b03a-a0498424924a,70,,"[72.5, 73.1]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['a589fd0e-2dc9-4abe-be50-ac780230cf9b'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.630,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3a257317-af4a-40ed-bd53-dcb91c4b07ff,73,,"[62.9, 63.8]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,3,Barcelona,217,['5381387e-eab3-4188-a3bd-b889f1560ea7'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.382,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,da464589-1406-4887-9502-1c44a83da854,77,,"[45.5, 60.7]",69240,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Barcelona,217,['01aa5b9e-6128-4c8d-a63e-dfb57304e415'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.540,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4e887635-ff9f-4c7a-a91e-3b886567b109,81,,"[68.3, 79.8]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['ca2be9df-0cbc-4a6f-877c-86c41a72505d'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.714,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0ec35d64-ef12-4d29-9df3-2b4b2751982c,83,,"[51.4, 24.9]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Derek Owusu Boateng,26684.0,Left Center Midfield,4,Getafe,216,['0cfbed47-50c9-4333-bcc3-7b79f7c70dba'],14,,,,,,,,,,,,,,,,,Getafe,216,00:01:14.548,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713200f8-0911-43c9-8b69-00ec6bd6be42,91,,"[91.2, 24.1]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['c09eba5c-aac7-4912-80c7-cc9da6fa4e35'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.722,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fea61d2c-fbc0-4c0a-8b75-1b0d78dd90bc,95,,"[91.4, 41.8]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,5,Barcelona,217,['43194fa3-cb07-4174-bf54-5387930f68e6'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.468,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5b102d82-ca02-40b1-ae75-6d9ec762ae90,98,,"[103.8, 20.0]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['ffa5b132-5cee-4b33-89f8-bf416ca9259a'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.518,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f447570e-6014-4d33-8410-d4a3ded036b4,101,,"[111.3, 17.5]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,5,Barcelona,217,['7faee696-e0d5-4b2e-8943-fd69d16b2783'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.169,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,588f9860-9deb-4c4f-a917-d08819683fe2,105,,"[109.9, 35.8]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,5,Barcelona,217,['b9abb369-7f13-4b9d-a75e-5cf6a0e22179'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.406,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d3e29010-0179-482b-9c94-7a2f354c62ac,108,,"[36.9, 34.9]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Nicolás Ladislao Fedor Flores,26685.0,Left Wing,5,Barcelona,217,['6cd6feab-b20b-409d-9e49-9b03d54e1c78'],36,,,,,,,,,,,,,,,,,Getafe,216,00:01:36.748,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c2291a77-b17b-4ff6-9607-eea4f9a46ad6,111,,"[48.3, 70.4]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Pedro Ríos Maestre,26657.0,Right Wing,5,Barcelona,217,['36fa394d-bf2c-4539-88f4-a8484ca86249'],39,,,,,,,,,,,,,,,,,Getafe,216,00:01:39.268,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a301d862-6a3a-4bf7-94d7-67c35f83b6a2,115,,"[90.5, 22.0]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,5,Barcelona,217,['b66b44f3-aef1-4815-b90c-45b254ce8e33'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.899,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e17bca17-398a-45c6-9cb2-91c2f73067f7,118,,"[106.1, 32.2]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,5,Barcelona,217,['c2310d0b-7691-4573-aec6-e2b62a77e87a'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.536,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2d63f368-c97a-49a7-8008-df13589441dc,130,,"[44.2, 54.6]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Ángel Albín Leites,26425.0,Center Attacking Midfield,6,Getafe,216,['ee65bde9-19e1-4552-aa32-d71214029c56'],53,,,,,,,,,,,,,,,,,Getafe,216,00:01:53.324,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15f2afe5-98d5-404c-bc7c-0c8535a2f742,133,,"[72.8, 25.7]",69240,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,6,Getafe,216,['28a5a59e-7a74-4e2c-8cc3-bda4b394be70'],55,,,,,,,,,,,,,,,,,Getafe,216,00:01:55.967,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4267aa6-22b2-4ab5-ab2a-65941765e1f3,138,,"[66.0, 29.9]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Zlatan Ibrahimović,3672.0,Center Forward,7,Barcelona,217,['08023252-f4dd-409f-a14b-abed4c7c73c4'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.512,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7b388536-3943-4a90-8063-7a4e92da9a30,140,,"[63.9, 6.9]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Wing,7,Barcelona,217,['1004870a-500b-4ca4-b01e-b5f4893b78b1'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.861,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,936f8492-b667-485f-b28e-839010f62567,143,,"[50.7, 20.6]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,7,Barcelona,217,['f74181ab-8e52-40bd-b668-9d12ef4cec9e'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:02:40.380,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67d10604-ec76-4852-8c43-e9470819add3,146,,"[76.6, 75.6]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['ee9fc628-96ca-4001-961b-3ddc89485a4d'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:02:45.745,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44f39a17-7abe-4507-b83a-0249d8679ed2,149,,"[76.2, 54.2]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['739262c0-bbdf-4e03-a1ad-1ce97956fe32'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:02:50.480,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58aee9a7-7bdb-4359-a8f4-c195fba5b789,152,,"[64.8, 39.9]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['997fb2c2-7aff-41af-89f0-c6db04b639bc'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.923,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39f0ee90-3f1b-49eb-99af-53328130d13d,155,,"[80.4, 73.1]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Right Back,7,Barcelona,217,['31b39e7c-6c9b-41fa-a43e-33591ae10e51'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.178,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df198a9f-4bce-4604-b99e-1f246025dc2d,158,,"[81.8, 60.9]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['4351ff75-4821-4331-916a-865fa1f68c69'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:02:56.980,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60f8917e-e389-40d1-a94f-1813577f7142,161,,"[72.7, 74.6]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Maxwell Scherrer Cabelino Andrade,26613.0,Right Back,7,Barcelona,217,['349cce01-ccf4-4602-8350-e46a584d5a7f'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:02:58.797,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a43fe4c-9a5a-457e-8d69-5545b85ff23b,164,,"[57.1, 66.1]",69240,2,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,7,Barcelona,217,['979bcc36-b0a8-4355-82cb-5bf510139554'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:02:59.990,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2676016d-5c3c-46da-b8f6-d344bc0db732,167,,"[34.9, 56.1]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,7,Barcelona,217,['e43f957b-06a6-4849-abe0-2ef11a5d72f3'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:03:03.051,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a37dcd9-44e1-4f2f-bb2d-76da3be91e97,170,,"[35.5, 15.8]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['9443ec36-8a2a-441f-b2d0-3b9f8b430d44'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:03:06.717,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,768dafcb-dc49-439a-801b-edb1ade25694,173,,"[51.9, 24.1]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,7,Barcelona,217,['84f640fd-1011-47a8-ad25-509d5ff90bea'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:03:10.266,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f1a34bbc-2485-4720-893d-51a02846265d,176,,"[46.9, 11.2]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,7,Barcelona,217,['ec79ed04-0e2d-42c1-a600-5d6afb534fb6'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:03:11.390,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8a099283-671f-48f6-8010-356c0d4bb013,179,,"[62.5, 15.4]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Seydou Kéita,20169.0,Right Center Midfield,7,Barcelona,217,['44f6a213-2bf9-4dd8-ac39-c80dd5dc58d3'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:03:13.239,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,633d4ee6-b54b-4b3b-9427-51922dff31aa,183,,"[78.5, 35.1]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Andrés Iniesta Luján,5216.0,Left Wing,7,Barcelona,217,['265a89fc-c20b-4e07-8ae5-c2d258709b47'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:03:16.822,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df61b7d1-ee6a-4ab0-9b74-1e856347c638,186,,"[93.4, 68.4]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['ead3eb33-1f37-403e-aeef-653334a31241'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:03:19.748,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce854933-0286-4a11-8d01-9feda192c984,192,,"[21.9, 21.8]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alberto Díaz,26496.0,Left Center Back,8,Getafe,216,['e2c4696b-3c77-48ed-8dd4-19e2482e6670'],47,,,,,,,,,,,,,,,,,Getafe,216,00:03:47.483,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919c6b0c-184d-4ee9-a6d5-8a3fc312bab9,196,,"[39.8, 4.7]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,José Manuel Jiménez Ortiz,26436.0,Left Back,8,Getafe,216,"['4ae182a1-846d-4df8-a758-645cd5f541c8', '733e748b-1e09-402d-9f5c-fba033653414']",51,,,,,,,,,,,,,,,,,Getafe,216,00:03:51.744,Ball Receipt*,True,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f456f5e3-0c64-40d8-96a1-b10a397a2fb2,202,,"[69.8, 72.1]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,9,Barcelona,217,['945235b7-0fb2-43b9-b739-683abd318a59'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:03:55.697,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5919d97c-b127-463d-9886-17d640701954,205,,"[87.0, 58.0]",69240,3,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,9,Barcelona,217,['ae0ae9c4-7c3e-4dba-820b-3a7e9f582091'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:03:57.289,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ed30687-1bb2-426e-b545-445ed682781a,212,,"[67.7, 36.8]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,9,Barcelona,217,['ff813e12-2d27-4321-a208-2a84c115d21d'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:04:06.105,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2cd3d92c-926e-4a70-8795-1ab01f39acef,215,,"[67.3, 21.2]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,9,Barcelona,217,['d7391dce-adbb-425d-83f0-7e505df8b646'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:04:11.285,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c3650b00-9a4b-4dd4-bb81-49ae5dbb3315,218,,"[83.5, 2.7]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,9,Barcelona,217,['384477e2-5bb4-4700-a4c8-e4a66b98fadb'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:04:12.837,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e907a449-e95a-45ee-b6ad-20f1515905c3,222,,"[66.6, 6.5]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,9,Barcelona,217,"['3dbfdaf7-6184-495d-a322-54da32b7d35b', '86623a6e-5b4d-4820-8269-5b61b9b1abfd']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:04:15.143,Ball Receipt*,True,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f8fdfb67-41f6-4cb6-bcad-571fff136a17,229,,"[63.7, 48.6]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Ángel Albín Leites,26425.0,Center Attacking Midfield,10,Getafe,216,['ef38c2c6-136e-4d8e-8b88-853b65a3e558'],19,,,,,,,,,,,,,,,,,Getafe,216,00:04:19.816,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6c7cd63-48fe-4e12-a253-b43bfac5aa26,233,,"[79.5, 7.6]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,José Manuel Jiménez Ortiz,26436.0,Left Back,10,Getafe,216,['12c6d72b-5180-4ed9-8b3f-ee2b4c1d69c7'],25,,,,,,,,,,,,,,,,,Getafe,216,00:04:25.381,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e42b41e2-f4fb-45eb-8807-cd0ff569e2de,236,,"[80.5, 24.1]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Juan Ángel Albín Leites,26425.0,Center Attacking Midfield,10,Getafe,216,['355b8a19-ea9c-4561-98de-872662e8e930'],26,,,,,,,,,,,,,,,,,Getafe,216,00:04:26.312,Ball Receipt*,,2009/2010
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65293c23-a851-4b79-ba23-c513ec2850dc,239,,"[105.2, 31.7]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Roberto Soldado Rillo,26009.0,Center Forward,10,Getafe,216,['00f27536-1613-4ed4-b03d-666e8aef10a5'],29,,,,,,,,,,,,,,,,,Getafe,216,00:04:29.071,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5d17a513-5b26-40ed-959f-a1fcba84ddd9,242,,"[16.6, 67.5]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Maxwell Scherrer Cabelino Andrade,26613.0,Right Back,11,Barcelona,217,['35237641-8e16-46fc-8356-da548c69d15c'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:04:32.498,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a6c7338-b910-46aa-9459-a8d84a4620ab,245,,"[41.7, 26.2]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Wing,11,Barcelona,217,['2675fd2c-e711-487f-bde8-0dd927486561'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:04:35.322,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6bba9639-6f66-42ab-a302-77445c430ac3,248,,"[56.3, 29.5]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,11,Barcelona,217,['216fea0c-e8fc-4528-8c60-3071a4aaf964'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:04:38.394,Ball Receipt*,,2009/2010
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585ac1e0-ebb0-4a9a-8cc2-084dbdce0dd1,251,,"[44.2, 10.8]",69240,4,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,11,Barcelona,217,['f95bbf29-9fab-47bb-adcd-04735bfa2365'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.541,Ball Receipt*,,2009/2010
