ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6b78daec-bb36-4dcc-815f-38242934c298,1,,,266160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 23843, 'name': 'Diego Mariño Villar'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 8801, 'name': 'Iván López Mendoza'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26012, 'name': 'David Navarro Pedrós'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 6647, 'name': 'Zouhair Feddal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 24}, {'player': {'id': 6784, 'name': 'Antonio García Aranda'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 27122, 'name': 'Simão Mate'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 24149, 'name': 'José Antonio García Rabasco'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 7}, {'player': {'id': 5678, 'name': 'Jefferson Andrés Lerma Solís'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 25134, 'name': 'Deyverson Brum Silva Acosta'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 20}, {'player': {'id': 6668, 'name': 'José Luis Morales Nogales'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 7141, 'name': 'Giuseppe Rossi'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 21}]}",Levante UD,221,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,d1d111de-4183-4877-8092-c56aae8cf0d2,2,,,266160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 4691, 'name': 'Claudio Andrés Bravo Muñoz'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 6}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 20}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 4320, 'name': 'Neymar da Silva Santos Junior'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2015/2016
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,ab151511-4cd2-4099-8015-54b6f68de95b,3,,,266160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['8fef3381-f833-43a6-8b75-26d9f06d2e2e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,8fef3381-f833-43a6-8b75-26d9f06d2e2e,4,,,266160,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Levante UD,221,['ab151511-4cd2-4099-8015-54b6f68de95b'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,c477f4d8-d20f-464c-a5ed-439103053ea4,1700,,,266160,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,89,Barcelona,217,['3a2d416c-f64b-4e02-ac33-0aa415c2ebb2'],0,,,,,,,,,,,,,,,,,,Levante UD,221,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3a2d416c-f64b-4e02-ac33-0aa415c2ebb2,1701,,,266160,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,,,,89,Barcelona,217,['c477f4d8-d20f-464c-a5ed-439103053ea4'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2015/2016
,,,,,,,,,,,,,,0.5646,,,,,,,,,,,,,7936eacc-e92c-4241-af24-8662da79e7d7,5,,"[61.0, 40.1]",266160,0,,True,,,-2.6476512,,Right Foot,,,,"[59.7, 39.4]",,Ground Pass,1.4764823,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Luis Alberto Suárez Díaz,5246.0,Center Forward,2,Barcelona,217,['e0cc3c02-3216-4628-8daf-788156da0360'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.398,Pass,,2015/2016
,,,,,,,,,,,,,,1.4382,,,,,,,,,,,,,3b5a947f-dbb0-441d-9c3d-cd932855a4d9,7,,"[59.7, 40.1]",266160,0,,True,,,-3.0157552,,Left Foot,,,,"[43.1, 38.0]",,Ground Pass,16.732304,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['7928db8b-6a8a-4800-8a2e-99edb7f68ebd'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.015,Pass,,2015/2016
,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,8d17704d-49a6-485f-baec-f5fb25db0758,10,,"[42.6, 40.3]",266160,0,,,,,-1.7816377,,Right Foot,,,,"[36.8, 13.2]",,Ground Pass,27.713715,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,2,Barcelona,217,"['0f2f6580-077f-4f3e-a5a1-12869a756ce8', '5b604bb9-fd17-45c0-889e-902141c9a8d9']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.169,Pass,True,2015/2016
,,,,,,,,,,,,,,1.36,,,,,,,,,,,,,3d03eeac-cd1d-4d9c-9c7b-30c3b8ee6380,13,,"[38.9, 10.8]",266160,0,,,,,-0.41299972,,Left Foot,,,,"[56.7, 3.0]",,Ground Pass,19.43399,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['0c989e97-643d-4e09-96ca-ca8bb7008339'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.569,Pass,,2015/2016
,,,,,,,,,,,,,,1.2406,,,,,,,,,,,,,47192bba-707c-4e17-9140-07abf37d0b3c,16,,"[57.3, 3.0]",266160,0,,,,,2.0432932,,Right Foot,,,,"[48.1, 21.0]",,Ground Pass,20.214846,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,['9babe6e6-221e-4337-9eb8-0046e813482c'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.409,Pass,,2015/2016
,,,,,,,,,,,,,,1.4224,,,,,,,,,,,,,728e5eb3-3800-4eb6-aec3-7b4c0ac9d472,20,,"[44.9, 21.4]",266160,0,,,,,-2.0472639,,Right Foot,,,,"[38.5, 9.0]",,Ground Pass,13.954211,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,2,Barcelona,217,"['088c9e87-14b8-45aa-ae08-c0f692cd5d6d', 'd483fe79-430b-45da-b81f-8e624c567e94']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.690,Pass,True,2015/2016
,,,,,,,,,,,,,,1.2055,,,,,,,,,,,,,2c87eaf1-a267-42f1-968c-97c29bace8b3,23,,"[38.4, 8.7]",266160,0,,,,,-0.31815344,,Left Foot,,,,"[55.1, 3.2]",,Ground Pass,17.582378,,,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['9f822f18-75d8-4b42-bdf5-48ff1d47f59c'],12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.690,Pass,,2015/2016
,,,,,,,,,,,,,,0.5304,,,,,,,,,,,,,227891a3-2a12-4d24-b7b6-540e2a7e9eb7,28,,"[52.3, 19.1]",266160,0,,,,,0.5585993,,Right Foot,,,,"[58.7, 23.1]",,Ground Pass,7.547185,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Neymar da Silva Santos Junior,4320.0,Left Wing,2,Barcelona,217,"['7646d710-6c04-4a4c-910f-6a4059b055e2', '8d414203-9ff1-4bec-b689-a9cbf09e1b4b']",17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.594,Pass,True,2015/2016
,,,,,,,,,,,,,,0.3865,,,,,,,,,,,,,831af7c0-5e0c-4dcc-bea5-65105e647f27,32,,"[59.0, 24.2]",266160,0,,,,,-2.9516044,,Right Foot,,,,"[56.4, 23.7]",,Low Pass,2.6476405,,Unknown,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['457cbab4-6880-4d62-9734-c481c8f59cf0'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.204,Pass,True,2015/2016
,,,,,,,,,,,,,,2.3908,,,,,,,,,,,,,6a0b482d-81dd-4d65-969e-688da5d1a5cb,35,,"[54.6, 18.6]",266160,0,,True,,,0.053141408,,Right Foot,,,,"[64.0, 19.1]",,Ground Pass,9.413288,,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,3,Barcelona,217,['1f56e2bf-7ef4-45aa-8716-b35da35fd57e'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.679,Pass,,2015/2016
,,,,,,,,,,,,,,1.4606,,,,,,,,,,,,,799399e7-08fe-4f0c-8d8b-dc9c2d14b0c0,37,,"[64.0, 19.1]",266160,0,,,,,-1.6444334,,Right Foot,,,,"[63.1, 6.9]",,Ground Pass,12.233151,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['ba2fca99-a4ef-401d-8bb8-e0b059b4b152'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.194,Pass,,2015/2016
,,,,,,,,,,,,,,1.1695,,,,,,,,,,,,,42ee921f-f2c4-4874-ae69-1bc3aec3d46b,40,,"[63.1, 6.9]",266160,0,,,,,1.4738787,,Left Foot,,,,"[63.8, 14.1]",,Ground Pass,7.2339478,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,['4301590b-fff9-4ae1-bd99-72ba977e8f4a'],36,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.694,Pass,,2015/2016
,,,,,,,,,,,,,,2.5559,,,,,,,,,,,,,3c6b875d-e12c-4eed-9ed6-ac9fd4f50bae,43,,"[64.9, 20.3]",266160,0,,,,,1.3734008,,Right Foot,,,,"[75.8, 74.8]",,High Pass,55.57931,,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,3,Barcelona,217,['bb772dfe-8a1d-469c-967c-4fb887dd9c9c'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.555,Pass,,2015/2016
,,,,,,,,,,,,,,2.0836,,,,,,,,,,,,,034ea591-83e1-4232-90c7-aa0fffced3a9,46,,"[77.8, 73.0]",266160,0,,,,,-0.66541,,Left Foot,,,,"[109.4, 48.2]",,High Pass,40.16964,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,3,Barcelona,217,['624f4138-9887-47c6-8c25-cfb314357342'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.880,Pass,,2015/2016
,,,,,,,,,,,,,,1.9425,,,,,,,,,,,,,3e21a403-954e-4d34-8382-dd5a46b862a5,50,,"[110.8, 49.3]",266160,0,,,,,-1.4427873,,Right Foot,,,,"[112.1, 39.2]",,High Pass,10.18332,,Incomplete,,,,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,3,Barcelona,217,['1a78d721-7388-45b9-bdf2-091255e79438'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.741,Pass,,2015/2016
,,,,,,,,,,,,,,2.5526,,,,,,,,,,,,,20268d9e-d655-4aa9-95c9-9b3231f1c66c,58,,"[6.0, 44.0]",266160,1,,True,,,0.0,,Right Foot,,,,"[75.0, 44.0]",,High Pass,69.0,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Diego Mariño Villar,23843.0,Goalkeeper,4,Levante UD,221,['f993f92d-78fc-4409-8be9-9fd296783ef3'],19,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:19.445,Pass,,2015/2016
,,,,,,,,,,,,,,1.4292,,,,,,,,,,,,,f993f92d-78fc-4409-8be9-9fd296783ef3,59,,"[45.1, 36.1]",266160,1,,True,,,-0.632375,,Head,,,,"[56.7, 27.6]",,High Pass,14.38089,,,,Andrés Iniesta Luján,5216.0,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,5,Barcelona,217,"['20268d9e-d655-4aa9-95c9-9b3231f1c66c', 'ac1ae935-f9ab-44b9-b18f-560956b86c16']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.997,Pass,,2015/2016
,,,,,,,,,,,,,,0.8941,,,,,,,,,,,,,f1bc97be-9726-43c7-b212-7011170d0024,62,,"[56.4, 25.3]",266160,1,,,,,0.83082145,,Right Foot,,,,"[58.5, 27.6]",,High Pass,3.1144824,,Incomplete,,,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,5,Barcelona,217,"['a4a7bed3-0a22-4155-8a9f-a65b1f53f645', 'de861ef0-7bcc-483b-9678-b8cd901b9c52']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.506,Pass,True,2015/2016
,,,,,,,,,,,,,,1.034423,,,,,,,,,,,,,a4a7bed3-0a22-4155-8a9f-a65b1f53f645,63,,"[61.6, 52.5]",266160,1,,,,,-0.02083032,,Head,,,,"[66.4, 52.4]",,Low Pass,4.8010416,,,,José Luis Morales Nogales,6668.0,,,,,Recovery,1,Regular Play,José Antonio García Rabasco,24149.0,Right Center Midfield,6,Levante UD,221,"['f1bc97be-9726-43c7-b212-7011170d0024', 'fb6010ba-1a98-49b9-b6a0-6052cead7c37']",24,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:24.401,Pass,,2015/2016
,,,,,,,,,,,,,,0.4185,,,,,,,,,,,,,667300ba-3511-4245-9e24-e95d62a30caa,67,,"[64.8, 52.4]",266160,1,,,,,-2.8104966,,Right Foot,,,,"[61.6, 51.3]",,Low Pass,3.3837848,,,,José Antonio García Rabasco,24149.0,,,,,,1,Regular Play,José Luis Morales Nogales,6668.0,Left Wing,6,Levante UD,221,['c56458ae-2a35-4460-bb13-85b2e52a33f5'],25,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:25.790,Pass,,2015/2016
,,,,,,,,,,,,,,1.2567,,,,,,,,,,,,,5bbf061e-4a34-4c79-88c9-42b51ce28ec8,70,,"[61.6, 51.3]",266160,1,,,,,-0.3344081,,Right Foot,,,,"[73.4, 47.2]",,Ground Pass,12.491998,,,,Giuseppe Rossi,7141.0,,,,,,1,Regular Play,José Antonio García Rabasco,24149.0,Right Center Midfield,6,Levante UD,221,['3789f2b8-dffb-4051-8213-02b3a7361512'],26,,,,,,,,,,,,,,,,,,Levante UD,221,00:01:26.329,Pass,,2015/2016
,,,,,,,,,,,,,,2.084471,,,,,,,,,,,,,73f8d9ec-9b2c-4f11-afe8-0a987f29ae0d,81,,"[48.4, 29.2]",266160,1,,,,,1.6881005,,Right Foot,,,,"[44.9, 58.9]",,Ground Pass,29.905518,,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,7,Barcelona,217,['3b40ee5f-9344-4260-906d-1f1437084d2b'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:30.534,Pass,,2015/2016
,,,,,,,,,,,,,,0.9807,,,,,,,,,,,,,ba2f71d4-4001-49c0-b1c3-a101e4e9e114,84,,"[72.8, 62.7]",266160,1,,,,,1.0481455,,Right Foot,,,,"[78.1, 71.9]",,Ground Pass,10.617438,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['a6c0c933-5632-486c-9aeb-b855ada307f5'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.003,Pass,,2015/2016
,,,,,,,,,,,,,,0.9755,,,,,,,,,,,,,e5c70c0f-9709-4595-a523-bf7d2f659565,87,,"[78.1, 71.9]",266160,1,,,,,-1.670465,,Left Foot,,,,"[77.1, 61.9]",,Ground Pass,10.049875,,,,Ivan Rakitić,5470.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['b3160209-876f-43ca-83d0-0de64edc22f0'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.903,Pass,,2015/2016
,,,,,,,,,,,,,,0.8545,,,,,,,,,,,,,77902cda-d5fe-4b7b-8085-e6cf585b7595,90,,"[77.1, 61.9]",266160,1,,,,,-2.4289823,,Right Foot,,,,"[66.8, 53.0]",,Ground Pass,13.612494,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,7,Barcelona,217,['e72c7962-d90f-4a74-b340-8a1df5b90961'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.759,Pass,,2015/2016
,,,,,,,,,,,,,,0.9778,,,,,,,,,,,,,0f6f2e8b-37b3-47c1-af39-36186f0f5eb0,94,,"[65.4, 52.0]",266160,1,,,,,0.9643505,,Right Foot,,,,"[77.4, 69.3]",,Ground Pass,21.054453,,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Center Defensive Midfield,7,Barcelona,217,['8f707016-a788-4413-b098-dcf7ba429e61'],46,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.013,Pass,,2015/2016
,,,,,,,,,,,,,,1.0479,,,,,,,,,,,,,3b9072a8-3b5a-42e6-882d-037b9f106971,97,,"[77.4, 69.3]",266160,1,,,,,0.7135222,,Right Foot,,,,"[84.1, 75.1]",,Ground Pass,8.861715,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,['e4cfe2a3-2fbb-41d1-be46-39cf60ce986e'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.031,Pass,,2015/2016
,,,,,,,,,,,,,,3.071008,,,,,,,,,,,,,efcd91b8-3c04-40f7-b9ea-02427b0f355d,100,,"[84.1, 75.6]",266160,1,,,,,-1.0726053,,Left Foot,True,,,"[113.8, 21.0]",,High Pass,62.15505,,,,Neymar da Silva Santos Junior,4320.0,,True,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['c379ae92-de5d-46e9-b4c2-0fae89578474'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.769,Pass,,2015/2016
,,,,,,,,,,,,,,0.7617,,,,,,,,,,,,,63740b67-b7a9-46f4-953a-4c104f8faa32,103,,"[113.8, 21.2]",266160,1,,,,,2.067219,,Right Foot,True,,,"[107.3, 33.2]",,Ground Pass,13.647344,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,7,Barcelona,217,['b3fc85f2-ead5-4285-a8fd-1e372d8f642b'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.372,Pass,,2015/2016
,,,,,,,,,,,,,,1.2399,,,,,,,,,,,,,e59a0964-ba65-423b-aa98-d668c7f7f9a4,106,,"[107.3, 33.2]",266160,1,,,,,-3.0027852,,Right Foot,,,,"[93.7, 31.3]",,Ground Pass,13.7320795,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,7,Barcelona,217,['2ef43bc3-660c-482b-a192-4df748b130cd'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:55.207,Pass,,2015/2016
,,,,,,,,,,,,,,1.040286,,,,,,,,,,,,,0d6723d0-1f11-477c-822b-36b910df3e1e,109,,"[93.5, 31.3]",266160,1,,,,,0.41094416,,Right Foot,,,,"[111.4, 39.1]",,Low Pass,19.525623,,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,Through Ball,True,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,7,Barcelona,217,['802d2611-1c81-491b-a4ac-a63e704103e1'],56,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:56.487,Pass,,2015/2016
,,,,,,,,,,,,,,2.380123,,,,,,,,,,,,,7666d618-b02a-4476-bd84-43b863a855d4,111,,"[16.0, 34.1]",266160,2,,True,,,2.4668517,,Right Foot,,,,"[7.5, 40.9]",,Ground Pass,10.885311,,,,Diego Mariño Villar,23843.0,,,,,Free Kick,1,From Free Kick,David Navarro Pedrós,26012.0,Right Center Back,8,Levante UD,221,['e63ef162-2963-4377-8b8f-3c74932880ff'],21,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:21.049,Pass,,2015/2016
,,,,,,,,,,,,,,2.8222,,,,,,,,,,,,,1311dd3a-f3fd-4643-bbef-60ded78d50e5,113,,"[7.5, 40.9]",266160,2,,,,,0.45115694,,Right Foot,,,,"[65.5, 69.0]",,High Pass,64.44851,,Incomplete,,Giuseppe Rossi,7141.0,,,,,,1,From Free Kick,Diego Mariño Villar,23843.0,Goalkeeper,8,Levante UD,221,"['dda5c1ba-33e2-43cc-a4b4-dfd6f71080b2', 'eb441802-2a89-488e-a22f-bf672e73e06c']",25,,,,,,,,,,,,,,,,,,Levante UD,221,00:02:25.066,Pass,,2015/2016
,,,,,,,,,,,,,,0.740598,,,,,,,,,,,,,eb441802-2a89-488e-a22f-bf672e73e06c,115,,"[54.6, 11.1]",266160,2,,,,,-0.80829495,,Head,,,,"[61.0, 4.4]",,Low Pass,9.265528,,,,Jordi Alba Ramos,5211.0,,,,,Recovery,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,9,Barcelona,217,"['1311dd3a-f3fd-4643-bbef-60ded78d50e5', 'd2881e59-7d3c-4b98-839b-70399631e0fb']",27,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:27.888,Pass,,2015/2016
,,,,,,,,,,,,,,0.6045,,,,,,,,,,,,,3bad6024-5dd0-4750-baee-28ff453ed6d1,118,,"[66.1, 2.3]",266160,2,,,,,1.8107625,,Left Foot,,,,"[63.8, 11.7]",,Ground Pass,9.677293,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['9bbf76a8-9077-4339-b7d5-64ee4458f812'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.903,Pass,,2015/2016
,,,,,,,,,,,,,,1.132,,,,,,,,,,,,,8f941989-330a-4e8d-b41d-a01c851681ba,121,,"[63.8, 11.7]",266160,2,,,,,-1.3258177,,Right Foot,,,,"[65.8, 3.7]",,Ground Pass,8.246211,,,,Jordi Alba Ramos,5211.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,9,Barcelona,217,['6e622b80-6d44-4cd2-b885-449833576bf8'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.548,Pass,,2015/2016
,,,,,,,,,,,,,,1.8547,,,,,,,,,,,,,53c8fcf2-e56c-4b5f-953c-a4c9ae4a1e89,124,,"[67.3, 5.3]",266160,2,,,,,2.9249687,,Left Foot,,,,"[41.4, 11.0]",,Ground Pass,26.519804,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,9,Barcelona,217,['75c7807c-1a45-473f-bc8d-6dd1ebc3b0bb'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:35.422,Pass,,2015/2016
,,,,,,,,,,,,,,2.4942,,,,,,,,,,,,,a408b5bb-4fac-4389-8c54-b2337c356711,127,,"[35.2, 23.7]",266160,2,,,,,1.0333835,,Right Foot,,,,"[49.8, 48.2]",,Low Pass,28.520344,,Incomplete,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,9,Barcelona,217,"['58b0d4e7-4711-4d49-9366-b658d30debb8', 'c5919c6b-211c-4a3f-a9fa-9fb03af839bd']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:38.717,Pass,,2015/2016
