50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,1.445413,,,,,,,,,,,,,ee0a30ee-3341-4e55-b4d8-09b9ae52c730,16,,"[34.9, 27.3]",303664,0,,,,,-1.34493,,Left Foot,,,,"[40.3, 3.8]",,Ground Pass,,24.112446,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Kick Off,Clément Lenglet,6826.0,Left Center Back,2,Barcelona,217,['a38c8b4c-de0e-4223-8455-fa9d16b1aeb5'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.303,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.544764,,,,,,,,,,,,,44aa0763-f3d9-429d-bfce-a4eda403d3f5,20,,"[41.1, 3.6]",303664,0,,,,,-0.04064304,,Left Foot,,,,"[95.2, 1.4]",,High Pass,,54.144714,,,,,Antoine Griezmann,5487.0,,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e8fff218-a376-4a45-886f-4b7d020c9fbc'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.108,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.082113,,,,,,,,,,,,,3973947f-94b0-43b2-a540-60d5141cb241,24,,"[108.9, 0.1]",303664,0,,,,,1.6373645,,Left Foot,,,,"[108.7, 3.1]",,Ground Pass,,3.0066593,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Kick Off,Antoine Griezmann,5487.0,Left Wing,2,Barcelona,217,"['7a8cdfce-2363-4fc7-b241-fc1694679e41', '905b1019-0b06-4711-a945-d274ad47046a']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.715,Pass,,2019/2020
,,,,,,,,,,,,,,,,,3.452298,,,,,,,,,,,,,51d9d33f-3131-478e-86a1-788e34fa9436,29,,"[1.8, 59.6]",303664,0,,,,,0.33394507,,Right Foot,,,,"[60.6, 80.0]",,High Pass,,62.23825,,,Out,,,,,,,,,,1,From Kick Off,Igor Zubeldia Elorza,6676.0,Right Center Back,2,Barcelona,217,,24,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:24.392,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.62949,,,,,,,,,,,,,e9f9178c-0169-46b9-9c92-fe00808d83e8,31,,"[62.7, 0.1]",303664,0,,,,,1.5374753,,,,,,"[62.9, 6.1]",,Low Pass,,6.0033326,,,,,Antoine Griezmann,5487.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,3,Barcelona,217,"['3c0a99f4-62d1-4e08-a266-fb6af4afe396', '3e7e8d5c-3c1f-4142-a758-29b2ff8a86e9']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.040,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,3.210687,,,,,,,,,,,,,39276066-a0a5-4780-8e69-11a1b28c8270,34,,"[62.9, 6.1]",303664,0,,,,,-0.27829966,,Left Foot,,,,"[83.9, 0.1]",,Ground Pass,,21.84033,,,Incomplete,,,,,,,,,,1,From Throw In,Antoine Griezmann,5487.0,Left Wing,3,Barcelona,217,"['050a6549-7fa9-4841-ba63-f8e775de34c1', '3e7e8d5c-3c1f-4142-a758-29b2ff8a86e9']",40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.147,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,3.603365,,,,,,,,,,,,,050a6549-7fa9-4841-ba63-f8e775de34c1,36,,"[36.2, 80.0]",303664,0,,,,,-2.38392,,Left Foot,,,,"[4.7, 50.2]",,Ground Pass,,43.362312,,,,,Alejandro Remiro Gargallo,32185.0,,,,,,Recovery,1,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,4,Real Sociedad,210,"['39276066-a0a5-4780-8e69-11a1b28c8270', 'db4d346f-5b6e-442f-9933-1de9ffb54a3b', 'fcdde14d-c831-4763-be68-8b963729723f']",43,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:43.358,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.951,,,,,,,,,,,,,a5e5675a-e700-43c0-8918-d2e1b0e64cae,39,,"[4.7, 50.2]",303664,0,,,,,-1.1071488,,Right Foot,,,,"[15.7, 28.2]",,Ground Pass,,24.596748,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,,1,Regular Play,Alejandro Remiro Gargallo,32185.0,Goalkeeper,4,Real Sociedad,210,['a1967a81-24e4-4087-852e-8c4f4631f7a7'],47,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:47.048,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.515396,,,,,,,,,,,,,00362d60-9e3c-4365-b2a0-0ed86895904e,41,,"[17.8, 24.8]",303664,0,,True,,,-0.8973204,,Right Foot,,,,"[33.2, 5.5]",,Ground Pass,,24.691092,,,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,4,Real Sociedad,210,['45fd7449-3754-4103-ae65-0c4190264ae4'],50,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:50.478,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.321924,,,,,,,,,,,,,35c26d60-5532-44f8-b8c2-e4ee4d4e51ab,43,,"[36.6, 6.2]",303664,0,,,,,2.1070921,,Left Foot,,,,"[28.1, 20.5]",,Ground Pass,,16.635504,,,,,Diego Javier Llorente Ríos,6713.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,4,Real Sociedad,210,['22989049-f495-4f45-95b7-0846d5022872'],54,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:54.202,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.668,,,,,,,,,,,,,6a314792-f317-4485-ba2e-b3b83ad2e512,46,,"[26.8, 20.1]",303664,0,,,,,1.5816655,,Right Foot,,,,"[26.4, 56.9]",,Ground Pass,,36.802174,,,,,Igor Zubeldia Elorza,6676.0,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,4,Real Sociedad,210,['27cec566-e36e-4416-b084-3425a83b0b7b'],56,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:56.710,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.44647,,,,,,,,,,,,,a6fca185-61af-43f5-b5bc-f0ec43e44e00,49,,"[31.5, 67.5]",303664,1,,,,,1.0460006,,Right Foot,,,,"[38.1, 78.9]",,Ground Pass,,13.172699,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,,1,Regular Play,Igor Zubeldia Elorza,6676.0,Right Center Back,4,Real Sociedad,210,['a569796f-700a-482d-87eb-97f055f95334'],0,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:00.045,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.007456,,,,,,,,,,,,,0ab600b7-a08d-499b-8b27-ce3c67e8c3bc,52,,"[38.8, 78.0]",303664,1,,,,,-1.6218468,,Right Foot,,,,"[38.1, 64.3]",,Ground Pass,,13.717872,,,,,Ander Guevara Lajo,24236.0,,,,,,,1,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,4,Real Sociedad,210,['98d8d58f-8a51-4635-a155-de487f7beb17'],2,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:02.360,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.570942,,,,,,,,,,,,,85425961-e177-422d-b3e5-6d9865846f76,55,,"[38.3, 63.5]",303664,1,,,,,-0.14118633,,Right Foot,,,,"[58.0, 60.7]",,Low Pass,,19.89799,,,,,Martin Ødegaard,8252.0,,,,,,,1,Regular Play,Ander Guevara Lajo,24236.0,Center Defensive Midfield,4,Real Sociedad,210,"['8bbdcd5c-9250-446c-adec-819d17dc5426', 'f6ab0b2b-9294-463b-987e-e71b0c1ec6dd']",3,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:03.367,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,2.468129,,,,,,,,,,,,,6fc53dc9-1c23-4085-8136-81fb7b834cd3,58,,"[63.1, 62.8]",303664,1,,,,,-1.3532164,,Left Foot,,,,"[71.7, 23.9]",,High Pass,,39.839302,,,,,Ignacio Monreal Eraso,3498.0,,,,,,,1,Regular Play,Martin Ødegaard,8252.0,Right Center Midfield,4,Real Sociedad,210,['8898079e-2a0d-4aab-8917-ef63f9ca38cc'],9,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:09.279,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.159388,,,,,,,,,,,,,65dd139e-f283-487d-ab18-cf1fc15ac919,61,,"[80.0, 18.3]",303664,1,,,,,-0.78156674,,Left Foot,,,,"[93.1, 5.3]",,Ground Pass,,18.455622,,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,Regular Play,Ignacio Monreal Eraso,3498.0,Left Back,4,Real Sociedad,210,['daccfd9b-e552-44d6-b17a-0538768cc2e6'],13,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:13.215,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.176561,,,,,,,,,,,,,36fbc246-2665-4794-ad8f-8d0ea5efbe9b,64,,"[101.0, 11.5]",303664,1,,,,,1.1234405,,Left Foot,True,,,"[120.0, 51.1]",,High Pass,,43.922203,,,Out,,Cristian Portugués Manzanera,6582.0,,,,,,,1,Regular Play,Mikel Oyarzabal Ugarte,6685.0,Left Midfield,4,Real Sociedad,210,['9e8e4f89-87a4-4946-be45-82bdd2b3ccd3'],16,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:16.822,Pass,,2019/2020
,,,,,,,,,,,,,,,,,3.145301,,,,,,,,,,,,,f66d5352-d8b6-476a-92fd-6279ff71e3ef,66,,"[6.0, 36.0]",303664,1,,,,,-0.52267903,,Right Foot,,,,"[63.8, 2.7]",,High Pass,,66.7063,,,,,Antoine Griezmann,5487.0,,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,5,Barcelona,217,['c5d034a5-a14a-4b0f-bd81-889612ef53e8'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.602,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.41827,,,,,,,,,,,,,4f574e0c-6245-4229-98c1-e9c50f3d078f,68,,"[63.8, 1.9]",303664,1,,,,True,-0.027167227,,,,,,"[82.2, 1.4]",,High Pass,,18.406792,,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Goal Kick,Antoine Griezmann,5487.0,Left Wing,5,Barcelona,217,"['3bec89bf-47bc-4785-bcad-8ad085b3298c', 'e31414a6-f73e-468b-9e5d-cadedf690473', 'f40f2741-269d-42dc-9623-04ee824f6a20']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:01:49.748,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.583915,,,,,,,,,,,,,e31414a6-f73e-468b-9e5d-cadedf690473,72,,"[37.9, 78.7]",303664,1,,,,,-0.12038282,,Right Foot,,,,"[62.7, 75.7]",,Low Pass,,24.980793,,,,,Cristian Portugués Manzanera,6582.0,,,,,,Recovery,1,From Goal Kick,Igor Zubeldia Elorza,6676.0,Right Center Back,5,Barcelona,217,"['14794735-6dc1-484a-a458-86b550ad9351', '4f574e0c-6245-4229-98c1-e9c50f3d078f', 'c6fb474b-3c6e-4004-8eed-9b5b053f1646']",52,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:52.166,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.918673,,,,,,,,,,,,,339e6990-7105-464b-9e4a-5c8ab6b50787,75,,"[63.8, 67.8]",303664,1,,,,,-1.9040406,,Right Foot,,,,"[62.9, 65.2]",,Ground Pass,,2.7513633,,,Incomplete,,Martin Ødegaard,8252.0,,,,,,,1,From Goal Kick,Cristian Portugués Manzanera,6582.0,Right Midfield,5,Barcelona,217,"['1b8a4436-e3e3-4499-82ab-11924e4b9e33', '31bd5431-216c-45c6-84fe-266e467d5152', '766e83fb-581f-48fa-af53-d1f49746599b']",53,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:53.750,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.620491,,,,,,,,,,,,,31bd5431-216c-45c6-84fe-266e467d5152,77,,"[57.2, 14.9]",303664,1,,,,,-0.6486425,,Left Foot,,,,"[63.4, 10.2]",,Low Pass,,7.7801027,,,,,Frenkie de Jong,8118.0,,,,,,Recovery,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,5,Barcelona,217,"['339e6990-7105-464b-9e4a-5c8ab6b50787', '933cef39-860b-42d9-b8d5-7ae6bf661f74']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.669,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.939058,,,,,,,,,,,,,9a3a6353-2ebe-4d81-9fbc-90fc7dccb576,83,,"[69.4, 4.0]",303664,2,,,,,2.9030833,,Left Foot,,,,"[43.9, 10.2]",,Ground Pass,,26.242905,,,,,Clément Lenglet,6826.0,,,,,,Free Kick,1,From Free Kick,Antoine Griezmann,5487.0,Left Wing,6,Barcelona,217,['d3290324-b639-4573-a31b-3607101294d1'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:02:04.939,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.98456,,,,,,,,,,,,,96a6c7a8-844a-423f-b1b0-4248f8428f32,87,,"[50.5, 16.0]",303664,2,,,,,-1.6607783,,Left Foot,,,,"[49.3, 2.7]",,Ground Pass,,13.354026,,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Clément Lenglet,6826.0,Left Center Back,6,Barcelona,217,"['03522eea-d8dd-4a76-b4cb-9a7a8e1b32fd', 'dcb6857a-2e6c-4efc-86fe-7f9c2ecef3ac']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.259,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.200472,,,,,,,,,,,,,971f1966-47c3-415d-8e33-6330c9a94d28,91,,"[49.3, 2.9]",303664,2,,,,,0.21434309,,Left Foot,,,,"[64.0, 6.1]",,Ground Pass,,15.044268,,,,,Antoine Griezmann,5487.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,"['251c8fa0-b034-4745-a708-72bd2d60a366', '9c8999fe-537a-4815-8eb5-c813ec5f1619']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:02:14.344,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.593649,,,,,,,,,,,,,b39871d2-c56e-4288-8404-d017b10610da,95,,"[61.7, 7.6]",303664,2,,,,,1.0146301,,Right Foot,,,,"[64.0, 11.3]",,Ground Pass,,4.356604,,,,,Frenkie de Jong,8118.0,,,,,,,1,From Free Kick,Antoine Griezmann,5487.0,Left Wing,6,Barcelona,217,['b3bd6675-9e5a-495d-8f56-9494d3702176'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:02:16.247,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.294025,,,,,,,,,,,,,5d6a0080-57ce-4beb-9709-5d890728b8e0,98,,"[70.4, 13.2]",303664,2,,,,,1.6041173,,Right Foot,,,,"[70.0, 25.2]",,Low Pass,,12.006665,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,6,Barcelona,217,['954e11ad-2244-43b1-bae2-92ab43f7938b'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:02:18.111,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.740889,,,,,,,,,,,,,e6db7844-3fea-43f5-b0c4-9b0ba1126d8f,102,,"[70.9, 23.5]",303664,2,,,,,0.027579213,,Left Foot,,,,"[85.4, 23.9]",,Ground Pass,,14.505516,,,Incomplete,,Frenkie de Jong,8118.0,,,,Through Ball,True,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,6,Barcelona,217,"['dc36ec5a-8d59-489c-b637-ea91572eaa58', 'f47f663d-f86a-4a20-a665-8fc786245f31']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:02:20.074,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.923073,,,,,,,,,,,,,2bfaa68d-46f4-4e2f-b2ae-46d6cafe04c4,106,,"[36.2, 59.8]",303664,2,,,,,1.6103796,,Left Foot,,,,"[35.8, 69.9]",,Ground Pass,,10.107918,,,,,Joseba Zaldúa Bengoetxea,6605.0,,,,,,,1,Regular Play,Diego Javier Llorente Ríos,6713.0,Left Center Back,7,Real Sociedad,210,['a20f9e56-6e80-4351-acb8-efd65aae1578'],22,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:22.513,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.831265,,,,,,,,,,,,,d1aca2d4-736c-4b18-b2d6-5e96f50d273b,110,,"[35.3, 74.4]",303664,2,,,,,-0.14461444,,Right Foot,,,,"[55.9, 71.4]",,Low Pass,,20.8173,,,,,Martin Ødegaard,8252.0,,,,,,,1,Regular Play,Joseba Zaldúa Bengoetxea,6605.0,Right Back,7,Real Sociedad,210,"['44d2e055-7dfc-4b6b-beee-00c51a9a67ff', '76e9417a-664e-4836-8aeb-0693f9ba7ac0']",24,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:24.300,Pass,True,2019/2020
