50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.085137,,,,,,,,,,,,7827bcc4-b5fc-4f7d-ad02-085deba1c05a,3131,,"[87.0, 21.0]",16306,63,,,,,-1.6262949,,Left Foot,,,,"[86.0, 3.0]",Ground Pass,,18.027756,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Throw In,Carles Aleña Castillo,13599.0,Right Center Midfield,104,Barcelona,217,['6bbef915-0033-465f-8574-1909f587b3bf'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:18:36.875,Pass,,2018/2019
,,,,,,,,,,,,,,,0.9488,,,,,,,,,,,,229e42ba-d126-428e-845c-ef71b5367b2f,3134,,"[93.0, 5.0]",16306,63,,,,,1.5291537,,Left Foot,,,,"[94.0, 29.0]",Low Pass,,24.020824,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,104,Barcelona,217,"['c44c508a-ddf1-48cf-b22b-cc07a6145ad2', 'fa400f73-30ef-4520-9572-284865feea22']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:18:39.026,Pass,,2018/2019
,,,,,,,,,,,,,,,4.458832,,,,,,,,,,,,a9cb639d-99f6-40fc-93c0-5ef285a5db4b,3137,,"[25.0, 65.0]",16306,63,,,,,-0.13158815,,Right Foot,,,,"[93.0, 56.0]",High Pass,,68.593,,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,Recovery,2,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,104,Barcelona,217,"['0c584c19-ff60-44d5-8fd2-961159b527f3', '32f2b29b-c667-40f0-9180-1701edac4380']",41,,,,,,,,,,,,,,,,,Getafe,216,00:18:41.850,Pass,,2018/2019
,,,,,,,,,,,,,,,2.430045,,,,,,,,,,,,5e2a4143-52c7-4cc4-8ced-83330eaceb7a,3141,,"[30.0, 31.0]",16306,63,,,,,0.93971694,,Right Foot,,,,"[49.0, 57.0]",Ground Pass,,32.202484,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Jasper Cillessen,8652.0,Goalkeeper,104,Barcelona,217,['1a1b2c91-2ee8-406b-adae-031ad0316340'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:18:47.917,Pass,,2018/2019
,,,,,,,,,,,,,,,1.507381,,,,,,,,,,,,c5a3a67d-b701-4e57-b4ab-2934441f6845,3144,,"[51.0, 59.0]",16306,63,,,,,0.9707461,,Right Foot,,,,"[64.0, 78.0]",Ground Pass,,23.021729,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,104,Barcelona,217,['752f277e-2e53-4a22-9c4a-2374c63fb0b4'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:18:52.028,Pass,,2018/2019
,,,,,,,,,,,,,,,1.160244,,,,,,,,,,,,ee7e7fc3-ddbf-4e39-a7f5-025299f1b7a2,3148,,"[63.0, 78.0]",16306,63,,,,,-2.2730532,,Left Foot,,,,"[52.0, 65.0]",Ground Pass,,17.029387,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,104,Barcelona,217,['76b6a280-c9d8-494c-a2aa-e0d3200ee3d6'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:18:54.566,Pass,,2018/2019
,,,,,,,,,,,,,,,1.006,,,,,,,,,,,,88601931-f57e-4041-a9c0-716ee9f04785,3152,,"[52.0, 62.0]",16306,63,,,,,-1.2924967,,Right Foot,,,,"[54.0, 55.0]",Ground Pass,,7.28011,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,104,Barcelona,217,['9d663100-5344-4231-85ca-d946f69e3370'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:18:55.919,Pass,,2018/2019
,,,,,,,,,,,,,,,1.8961,,,,,,,,,,,,5225cb32-93b1-45d6-84b4-510eeaa8d67a,3156,,"[52.0, 51.0]",16306,63,,,,,-2.158799,,Left Foot,,,,"[36.0, 27.0]",Ground Pass,,28.84441,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,104,Barcelona,217,['eb8174bd-c0bd-43a7-93ab-6e482c83ccce'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:18:58.449,Pass,,2018/2019
,,,,,,,,,,,,,,,1.414921,,,,,,,,,,,,6c7da859-43b7-4945-ab3e-03f08c049889,3159,,"[66.0, 6.0]",16306,64,,,,,1.9513026,,Left Foot,,,,"[58.0, 26.0]",Ground Pass,,21.540659,,,,Carles Aleña Castillo,13599.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,104,Barcelona,217,['fbbe36bb-2488-4a75-b5c6-ae9463ea78ac'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:19:07.761,Pass,,2018/2019
,,,,,,,,,,,,,,,2.725828,,,,,,,,,,,,b67e0f6c-c185-4a69-b33f-032957e05c43,3162,,"[60.0, 32.0]",16306,64,,,,,1.049362,,Left Foot,,,,"[87.0, 79.0]",High Pass,,54.20332,,,,Malcom Filipe Silva de Oliveira,3109.0,,True,,,,2,From Throw In,Carles Aleña Castillo,13599.0,Right Center Midfield,104,Barcelona,217,['078416c0-147d-49b6-be8b-31fc5d24221a'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:19:10.567,Pass,,2018/2019
,,,,,,,,,,,,,,,1.0011,,,,,,,,,,,,12fe5d6a-05e5-4aaf-a4ca-328d187caf36,3166,,"[93.0, 65.0]",16306,64,,,,,-0.7086263,,Left Foot,,,,"[100.0, 59.0]",Ground Pass,,9.219544,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Throw In,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,104,Barcelona,217,"['52c8ce09-6bda-410c-9bbb-1da8d55270a2', '9eef82a8-e010-470e-8be7-8a8a1dc7425d']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:19:16.013,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.154043,,,,,,,,,,,,5182391d-41ec-4b40-9375-4149efe0222d,3169,,"[100.0, 59.0]",16306,64,,,,,2.5829933,,Right Foot,,,,"[84.0, 69.0]",Low Pass,,18.867962,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,104,Barcelona,217,['78d5d7be-3314-4617-a7fb-ec10340e2ff4'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:19:17.094,Pass,,2018/2019
,,,,,,,,,,,,,,,2.010324,,,,,,,,,,,,48a68979-eee6-4c5f-9e5f-4de2c4203237,3173,,"[84.0, 62.0]",16306,64,,,,,-2.0344439,,Left Foot,,,,"[77.0, 48.0]",Ground Pass,,15.652476,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,['a42d7ee7-ca55-48ea-90e3-6f8d45ab4a12'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:19:21.124,Pass,,2018/2019
,,,,,,,,,,,,,,,1.482825,,,,,,,,,,,,e1ecfde3-bca4-49a4-9448-9a1cc357164f,3176,,"[80.0, 50.0]",16306,64,,,,,0.9151007,,Right Foot,,,,"[90.0, 63.0]",Ground Pass,,16.40122,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,104,Barcelona,217,['23c0ffdc-bc25-4673-bebf-6b06fdc8e63c'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:19:25.383,Pass,,2018/2019
,,,,,,,,,,,,,,,0.8284,,,,,,,,,,,,21ea0dd1-ff0f-4884-b440-61d281ac7c24,3179,,"[91.0, 62.0]",16306,64,,,,,-1.3258177,,Left Foot,,,,"[94.0, 50.0]",Ground Pass,,12.369317,,Incomplete,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,104,Barcelona,217,"['2f752684-3946-44dd-b6d7-89b891d1fe6f', '6d08b091-ec7a-4069-80a0-952dd777ab66']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:19:28.111,Pass,,2018/2019
,,,,,,,,,,,,,,,1.551547,,,,,,,,,,,,a0da4a0e-5c0d-4586-ad02-5f4030cbf78c,3183,,"[36.0, 22.0]",16306,64,,,,,0.82537687,,Left Foot,,,,"[48.0, 35.0]",Ground Pass,,17.691807,,,,Jorge Molina Vidal,6630.0,,,,,,2,From Throw In,Djené Dakonam Ortega,6634.0,Right Center Back,104,Barcelona,217,['e8a99b9c-f8b9-407e-b3eb-719ff4b0ba88'],31,,,,,,,,,,,,,,,,,Getafe,216,00:19:31.416,Pass,,2018/2019
,,,,,,,,,,,,,,,0.2477,,,,,,,,,,,,2b434c80-824b-4c02-a70f-609e777e340b,3189,,"[51.0, 38.0]",16306,64,,,,,0.98279375,,Right Foot,,,,"[55.0, 44.0]",Low Pass,,7.2111025,,Incomplete,,Francisco Portillo Soler,6873.0,,,,,Free Kick,2,From Free Kick,Jorge Molina Vidal,6630.0,Right Center Forward,105,Getafe,216,"['781ff293-7b4a-4a05-978b-823c26b7e55a', 'db2f3507-d11f-4b49-bb48-2f4f12ed5b09']",39,,,,,,,,,,,,,,,,,Getafe,216,00:19:39.210,Pass,,2018/2019
,,,,,,,,,,,,,,,1.807592,,,,,,,,,,,,24b789ad-d6a8-45ab-a3f0-4b130d98cfd2,3194,,"[74.0, 30.0]",16306,64,,,,,0.5880026,,Right Foot,,,,"[86.0, 38.0]",Ground Pass,,14.422205,,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,105,Getafe,216,['feec6c7e-fa5a-4758-98fd-59ff84afe8dd'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:19:41.361,Pass,,2018/2019
,,,,,,,,,,,,,,,3.3979,,,,,,,,,,,,6bbba137-9b52-419e-804f-4f9c8abcb58c,3196,,"[30.0, 44.0]",16306,65,,,,,0.10673567,,Right Foot,,,,"[86.0, 50.0]",High Pass,,56.32051,,,,Jorge Molina Vidal,6630.0,,,,,Free Kick,2,From Free Kick,David Soria Solís,6722.0,Goalkeeper,106,Getafe,216,['051c67b0-35d3-4f82-879d-640669f3aa2a'],21,,,,,,,,,,,,,,,,,Getafe,216,00:20:21.336,Pass,,2018/2019
,,,,,,,,,,,,,,,0.980911,,,,,,,,,,,,2e6b9975-5a8d-4fa3-bc07-142e9085510a,3200,,"[37.0, 31.0]",16306,65,,,,,0.5191461,,Left Foot,,,,"[44.0, 35.0]",Ground Pass,,8.062258,,,,Carles Aleña Castillo,13599.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,107,Barcelona,217,['2e561577-940a-4031-819a-800a8239759d'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:20:41.868,Pass,,2018/2019
,,,,,,,,,,,,,,,0.781932,,,,,,,,,,,,6d53b735-397f-41e7-b5c4-781d1e78d0a7,3203,,"[44.0, 35.0]",16306,65,,,,,-3.041924,,Left Foot,,,,"[34.0, 34.0]",Ground Pass,,10.049875,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,From Free Kick,Carles Aleña Castillo,13599.0,Right Center Midfield,107,Barcelona,217,['871b5261-318c-4985-afd1-fd3db0d23724'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:20:43.049,Pass,,2018/2019
,,,,,,,,,,,,,,,1.480166,,,,,,,,,,,,0b1e1776-e093-4682-b0fd-04502ca7d1ca,3206,,"[34.0, 34.0]",16306,65,,,,,-1.7894653,,Left Foot,,,,"[30.0, 16.0]",Ground Pass,,18.439089,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,107,Barcelona,217,['cf15ce1f-2a17-4a23-8fa8-e7316ff0e1ab'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:20:43.950,Pass,,2018/2019
,,,,,,,,,,,,,,,1.1282,,,,,,,,,,,,9870847c-896f-416d-8290-a738f3678c28,3211,,"[36.0, 6.0]",16306,65,,,,,0.6435011,,Left Foot,,,,"[48.0, 15.0]",Ground Pass,,15.0,,,,Philippe Coutinho Correia,3501.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,107,Barcelona,217,"['255b9e20-70fb-44dd-837a-655cfead8176', '9d79e6cf-cfa8-4f2a-92c9-deed6837c7b8']",47,,,,,,,,,,,,,,,,,Barcelona,217,00:20:47.147,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.1352,,,,,,,,,,,,d32b7442-f10f-4eea-8ffa-89a1d0f78c19,3214,,"[50.0, 15.0]",16306,65,,,,,-2.0344439,,Right Foot,,,,"[44.0, 3.0]",Low Pass,,13.416408,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Philippe Coutinho Correia,3501.0,Left Wing,107,Barcelona,217,['9a193b92-4e90-4bf2-8b8d-63ace4d4e75e'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:20:48.395,Pass,,2018/2019
,,,,,,,,,,,,,,,2.8785,,,,,,,,,,,,386e92df-7e56-4d74-a33c-174841c9d31a,3218,,"[45.0, 2.0]",16306,65,,,,,0.69473827,,Left Foot,,,,"[51.0, 7.0]",High Pass,,7.81025,,Incomplete,,Philippe Coutinho Correia,3501.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,107,Barcelona,217,"['d8916fda-4303-4d5a-a29e-19f63c06d35c', 'd9faadef-6ae9-4be5-8e99-c0a06eefab2f']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:20:49.570,Pass,,2018/2019
,,,,,,,,,,,,,,,1.3057,,,,,,,,,,,,d9faadef-6ae9-4be5-8e99-c0a06eefab2f,3220,,"[70.0, 74.0]",16306,65,,,,,-2.2142975,,Head,,,,"[67.0, 70.0]",High Pass,,5.0,,,,Mauro Wilney Arambarri Rosa,6863.0,,,,,Recovery,2,Regular Play,Francisco Portillo Soler,6873.0,Left Midfield,108,Getafe,216,"['386e92df-7e56-4d74-a33c-174841c9d31a', 'd35b518f-5721-46d6-8fc3-f0094bdbe4f2']",52,,,,,,,,,,,,,,,,,Getafe,216,00:20:52.448,Pass,,2018/2019
,,,,,,,,,,,,,,,1.6136,,,,,,,,,,,,cac28070-598b-407f-960d-d537b6c74e54,3227,,"[60.0, 61.0]",16306,65,,,,,-3.009041,,Right Foot,,,,"[45.0, 59.0]",Ground Pass,,15.132746,,,,Djené Dakonam Ortega,6634.0,,,,,,2,Regular Play,Mauro Wilney Arambarri Rosa,6863.0,Left Defensive Midfield,108,Getafe,216,['15611f7b-790c-4bf1-b0c5-7730bb029cc9'],56,,,,,,,,,,,,,,,,,Getafe,216,00:20:56.341,Pass,,2018/2019
,,,,,,,,,,,,,,,2.442256,,,,,,,,,,,,2c015aef-029e-40a9-9f61-d608558d92ae,3231,,"[47.0, 68.0]",16306,66,,,,,-0.19739556,,Right Foot,,,,"[97.0, 58.0]",High Pass,,50.990196,,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,2,Regular Play,Djené Dakonam Ortega,6634.0,Right Center Back,108,Getafe,216,"['b5e818ca-e14f-427e-b078-1e87b8583b61', 'b648ba8e-2422-4e01-9f21-54c70b3714b0', 'f6d2d793-c5df-4545-8c1f-b3a0c88e304c']",0,,,,,,,,,,,,,,,,,Getafe,216,00:21:00.705,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.629432,,,,,,,,,,,,0cc46160-6494-49f7-84e6-bfc7cbe2e636,3235,,"[23.0, 32.0]",16306,66,,,,,1.6475682,,Left Foot,,,,"[22.0, 45.0]",Ground Pass,,13.038404,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,109,Barcelona,217,['1b85bb54-f6ca-4b82-ac11-9dd2366d3739'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:21:04.527,Pass,,2018/2019
,,,,,,,,,,,,,,,1.322608,,,,,,,,,,,,d1942191-8de2-49fb-ae1f-a81b160ee5b4,3239,,"[16.0, 52.0]",16306,66,,,,,-2.2565258,,Left Foot,,,,"[7.0, 41.0]",Ground Pass,,14.21267,,,,Jasper Cillessen,8652.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,109,Barcelona,217,['f8f65f72-f314-415f-b76e-5b6c03bec97e'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:21:08.234,Pass,,2018/2019
,,,,,,,,,,,,,,,2.87516,,,,,,,,,,,,72877735-5847-4d9c-a3ce-29d5085ab3fa,3243,,"[7.0, 44.0]",16306,66,,,,,0.124354996,,Right Foot,,,,"[55.0, 50.0]",High Pass,,48.373547,,Unknown,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,Regular Play,Jasper Cillessen,8652.0,Goalkeeper,109,Barcelona,217,['6bfee700-6ac3-4765-af35-ed7a7fde59fe'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:21:11.407,Pass,,2018/2019
,,,,,,,,,,,,,,,2.0094,,,,,,,,,,,,03e47efc-e290-4a0c-ace7-bbbdfaa92d9c,3247,,"[66.0, 31.0]",16306,66,,,,,0.90675014,,Left Foot,,,,"[84.0, 54.0]",High Pass,,29.206163,,,,Francisco Portillo Soler,6873.0,,,,,Free Kick,2,From Free Kick,Leandro Daniel Cabrera Sasía,6635.0,Left Center Back,110,Getafe,216,['ff0015fa-87ff-4b23-b29f-4b6418583ca9'],23,,,,,,,,,,,,,,,,,Getafe,216,00:21:23.031,Pass,,2018/2019
,,,,,,,,,,,,,,,2.2961,,,,,,,,,,,,68f681c7-396a-467a-bed7-8e58cc95e4bd,3251,,"[97.0, 59.0]",16306,66,,,,,0.66104317,,Right Foot,,,,"[115.0, 73.0]",Ground Pass,,22.803509,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,2,From Free Kick,Francisco Portillo Soler,6873.0,Left Midfield,110,Getafe,216,['a8847f4b-b158-4e84-b1ce-8171e3a06a8e'],27,,,,,,,,,,,,,,,,,Getafe,216,00:21:27.694,Pass,,2018/2019
,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,083bb819-c4b1-4447-8b8a-2a164bffb9ba,3254,,"[115.0, 71.0]",16306,66,,,,,-1.6991196,,Right Foot,True,,,"[111.0, 40.0]",High Pass,,31.257,,Incomplete,,,,,,,,,2,From Free Kick,Damián Nicolás Suárez Suárez,6627.0,Right Back,110,Getafe,216,['d672a5bb-18f0-42b7-977c-75e9ac872309'],30,,,,,,,,,,,,,,,,,Getafe,216,00:21:30.030,Pass,,2018/2019
,,,,,,,,,,,,,,,1.349596,,,,,,,,,,,,a702adc3-dff6-43de-b9a1-2bd69d02a640,3256,,"[25.0, 49.0]",16306,66,,,,,0.69473827,,Head,,,,"[31.0, 54.0]",High Pass,,7.81025,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,Recovery,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,111,Barcelona,217,['c1034553-28f4-4ff8-9d2b-4e785bcae61d'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:21:33.587,Pass,,2018/2019
,,,,,,,,,,,,,,,1.786082,,,,,,,,,,,,542a8e56-ff67-4c37-bc60-bc032078e0a9,3263,,"[36.0, 50.0]",16306,66,,,,,0.98279375,,Left Foot,,,,"[46.0, 65.0]",Ground Pass,,18.027756,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,2,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Right Wing,111,Barcelona,217,['871c7525-51fe-4c98-9d59-0fd34f4b95c1'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:21:37.254,Pass,,2018/2019
,,,,,,,,,,,,,,,1.714161,,,,,,,,,,,,d26e315c-05d6-4f88-b7d2-65aab5c6b84b,3266,,"[70.0, 69.0]",16306,66,,,,,0.27094686,,Right Foot,,,,"[88.0, 74.0]",Ground Pass,,18.681541,,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,111,Barcelona,217,['0bb868b5-2405-41cf-9cfd-4851a4a70c17'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:21:42.169,Pass,,2018/2019
,,,,,,,,,,,,,,,3.0269,,,,,,,,,,,,11852386-5e27-4f56-bb48-e20c0d2af8cc,3274,,"[11.0, 3.0]",16306,66,,,,,0.47835243,,Left Foot,,,,"[65.0, 31.0]",High Pass,,60.827625,,,,Jorge Molina Vidal,6630.0,,,,,,2,Regular Play,Leandro Daniel Cabrera Sasía,6635.0,Left Center Back,111,Barcelona,217,['367725ec-9b17-4a54-84f2-04e74d9543d6'],51,,,,,,,,,,,,,,,,,Getafe,216,00:21:51.359,Pass,,2018/2019
,,,,,,,,,,,,,,,3.0604,,,,,,,,,,,,86e94f7f-8bf8-41e9-b0c5-f855e0a83e00,3276,,"[67.0, 33.0]",16306,66,,,,,0.104876935,,Head,,,,"[86.0, 35.0]",Low Pass,,19.104973,,Pass Offside,,Ángel Luis Rodríguez Díaz,6611.0,,,,,,2,Regular Play,Jorge Molina Vidal,6630.0,Right Center Forward,111,Barcelona,217,['c3824cb7-32bd-4293-b8b6-e46a581f868e'],54,,,,,,,,,,,,,,,,,Getafe,216,00:21:54.426,Pass,,2018/2019
,,,,,,,,,,,,,,,1.386434,,,,,,,,,,,,306b3ff8-1a90-4992-b765-5260e9eef8cc,3279,,"[35.0, 44.0]",16306,68,,,,,0.21406068,,Right Foot,,,,"[58.0, 49.0]",Ground Pass,,23.537205,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Free Kick,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,112,Barcelona,217,['6701d5b2-00b0-4b42-8d94-8bd9852ed0fe'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:23:13.775,Pass,,2018/2019
,,,,,,,,,,,,,,,2.262093,,,,,,,,,,,,1517e720-bedb-475a-a711-e5b913834c8b,3284,,"[49.0, 49.0]",16306,68,,,,,-1.815775,,Left Foot,,,,"[42.0, 21.0]",Ground Pass,,28.86174,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,112,Barcelona,217,['98fb6124-8359-4b44-a1d1-d47037ed6ab8'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:23:15.931,Pass,,2018/2019
,,,,,,,,,,,,,,,0.8542,,,,,,,,,,,,423a0a8c-792b-41e0-ab71-d5a88496b030,3288,,"[52.0, 9.0]",16306,68,,,,,0.32175055,,Left Foot,,,,"[76.0, 17.0]",Ground Pass,,25.298222,,,,Abel Ruiz Ortega,24976.0,,,,,,2,From Free Kick,Samuel Yves Umtiti,5492.0,Left Center Back,112,Barcelona,217,['10cb56da-b9a7-4bfd-862d-bdbca4081a75'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:23:20.772,Pass,,2018/2019
,,,,,,,,,,,,,,,3.1126,,,,,,,,,,,,4ac0afd9-cc8d-41d2-b387-8c78e0356858,3293,,"[39.0, 56.0]",16306,68,,,,,0.26791042,,Right Foot,,,,"[90.0, 70.0]",High Pass,,52.886673,,Incomplete,,Ángel Luis Rodríguez Díaz,6611.0,,,,,Recovery,2,From Free Kick,Djené Dakonam Ortega,6634.0,Right Center Back,112,Barcelona,217,"['2c2f5a2b-d788-46b1-959b-f88b6cdbb90d', '43984011-db49-46b3-978c-3dd52a5d0507']",23,,,,,,,,,,,,,,,,,Getafe,216,00:23:23.799,Pass,,2018/2019
,,,,,,,,,,,,,,,1.1643,,,,,,,,,,,,f5f66201-8573-4a44-97c5-a760735e2920,3296,,"[99.0, 80.0]",16306,68,,,,,-2.7928216,,,,,,"[88.0, 76.0]",High Pass,,11.7046995,,,,Francisco Portillo Soler,6873.0,,,,,Throw-in,2,From Throw In,Ángel Luis Rodríguez Díaz,6611.0,Left Center Forward,113,Getafe,216,['7c7bee75-5b3b-4934-a807-dc8b9e2fb881'],31,,,,,,,,,,,,,,,,,Getafe,216,00:23:31.927,Pass,,2018/2019
,,,,,,,,,,,,,,,1.1032,,,,,,,,,,,,65f68f24-1ee3-4181-9b08-aed06934c7c7,3303,,"[89.0, 70.0]",16306,68,,,,,0.6857295,,Right Foot,,,,"[100.0, 79.0]",Ground Pass,,14.21267,,,,Damián Nicolás Suárez Suárez,6627.0,,,,,,2,From Throw In,Francisco Portillo Soler,6873.0,Left Midfield,113,Getafe,216,"['633e070e-8112-45e1-a0d5-4a4ca9e556e1', 'a9bbd635-f742-4dc8-9dfe-fcda3ee5ed0a']",42,,,,,,,,,,,,,,,,,Getafe,216,00:23:42.645,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.0715,,,,,,,,,,,,8b2294e0-96d3-4ad6-acba-8b012965466a,3309,,"[103.0, 80.0]",16306,68,,,,,-1.6421038,,,,,,"[102.0, 66.0]",Low Pass,,14.035668,,,,Nemanja Maksimović,6901.0,,,,,Throw-in,2,From Throw In,Damián Nicolás Suárez Suárez,6627.0,Right Back,114,Getafe,216,['093c57d3-1fa6-4db1-aa3b-6009a53b1909'],50,,,,,,,,,,,,,,,,,Getafe,216,00:23:50.513,Pass,,2018/2019
,,,,,,,,,,,,,,,2.622867,,,,,,,,,,,,60bf6020-bdb2-4d42-8dd1-1ebbfaae54d5,3315,,"[106.0, 73.0]",16306,69,,,,,-1.3487145,,Right Foot,True,,,"[113.0, 42.0]",High Pass,,31.780497,,Incomplete,,,,,,,,Free Kick,2,From Free Kick,Damián Nicolás Suárez Suárez,6627.0,Right Back,115,Getafe,216,['6986ede5-688f-46fb-ac87-fb7a5d357a12'],13,,,,,,,,,,,,,,,,,Getafe,216,00:24:13.875,Pass,,2018/2019
