50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,85c37bc2-68ea-46ab-b654-aacc39a68a51,1,,,,69288,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 4411, 'lineup': [{'player': {'id': 6576, 'name': 'Gorka Iraizoz Moreno'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 26031, 'name': 'Andoni Iraola Sagarna'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 15}, {'player': {'id': 26100, 'name': 'Ustaritz Aldekoaotalora Astarloa'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 4}, {'player': {'id': 26028, 'name': 'Fernando Amorebieta Mardaras'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 26479, 'name': 'Koikili Lertxundi Del Campo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 9399, 'name': 'Javier Martínez Aginaga'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 24}, {'player': {'id': 26086, 'name': 'Pablo Orbaiz Lesaka'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 26087, 'name': 'Carlos Gurpegi Nausia'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 18}, {'player': {'id': 26035, 'name': 'Francisco Javier Yeste Navarro'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 6390, 'name': 'Markel Susaeta Laskurain'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 14}, {'player': {'id': 3486, 'name': 'Fernando Llorente Torres'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Athletic Club,215,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b0111291-785b-4c57-8e06-9e9aee13429d,2,,,,69288,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 18608, 'name': 'Dmytro Chygrynskiy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,625ba26b-0757-4441-b01d-bca807070b6a,3,,,,69288,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['608b6a90-ec29-45e4-83e2-14efd8eff69e'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,608b6a90-ec29-45e4-83e2-14efd8eff69e,4,,,,69288,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Athletic Club,215,['625ba26b-0757-4441-b01d-bca807070b6a'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,464f3376-7e16-4161-a0cd-02b139ca2270,1755,,,,69288,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Athletic Club,215,['3167a1af-7c3f-40ef-a7fb-006ad3eb3d84'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3167a1af-7c3f-40ef-a7fb-006ad3eb3d84,1756,,,,69288,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,,,,98,Athletic Club,215,['464f3376-7e16-4161-a0cd-02b139ca2270'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.2165,,,,,,,,,,,,,,85750ad1-ec3f-4215-8494-74b1677a3567,5,,,"[60.0, 40.0]",69288,0,,True,,,2.2424026,,Right Foot,,,"[56.9, 43.9]",,Ground Pass,,4.9819674,,,,Fernando Llorente Torres,3486.0,,,,,Kick Off,1,From Kick Off,Markel Susaeta Laskurain,6390.0,Center Attacking Midfield,2,Athletic Club,215,['641ca2ac-98d6-4e1b-bebb-9a218f1dc8df'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.261,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4824,,,,,,,,,,,,,,9954e7f2-f930-484c-a963-35565d4170db,7,,,"[56.4, 43.9]",69288,0,,,,,2.7078507,,Right Foot,,,"[46.9, 48.3]",,Ground Pass,,10.46948,,,,Javier Martínez Aginaga,9399.0,,,,,,1,From Kick Off,Fernando Llorente Torres,3486.0,Center Forward,2,Athletic Club,215,['5d1ebe9d-7c29-46d3-b9e8-ef17f4fc8b43'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:00.749,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.6644,,,,,,,,,,,,,,9ac0740a-b397-4024-920e-22da4478db48,10,,,"[51.8, 52.6]",69288,0,,,,,2.6886208,,Right Foot,,,"[40.5, 58.1]",,Ground Pass,,12.567418,,,,Ustaritz Aldekoaotalora Astarloa,26100.0,,,,,,1,From Kick Off,Javier Martínez Aginaga,9399.0,Right Defensive Midfield,2,Athletic Club,215,['fc8d1b81-d8ea-4971-acc6-58efee1a047a'],4,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:04.745,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.012,,,,,,,,,,,,,,d7920c46-a29d-4226-994d-9c622658f566,14,,,"[39.8, 57.2]",69288,0,,,,,-1.8837837,,Right Foot,,,"[29.8, 26.3]",,Ground Pass,,32.47784,,,,Fernando Amorebieta Mardaras,26028.0,,,,,,1,From Kick Off,Ustaritz Aldekoaotalora Astarloa,26100.0,Right Center Back,2,Athletic Club,215,"['cc352ef9-4e03-4ee3-b4ef-690d863f314c', 'cd11d234-c349-41e0-9bd6-793174a07bd2']",7,,,,,,,,,,,,,,,,,Athletic Club,215,00:00:07.223,Pass,True,2009/2010
