ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4988184d-bdb5-4f22-a782-9d3e8554cebf,2029,,,"[21.4, 28.0]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,115,Barcelona,217,['da347bb8-2bb5-419b-a311-fded2edff45e'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.995,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c852e10-d82d-4d49-9943-45e737832112,2032,,,"[11.2, 40.0]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,115,Barcelona,217,['86d144d5-3540-42f7-ba10-83904bcb31a7'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:18.448,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a88fa745-822d-4908-8b1b-cdc75f2b1567,2035,,,"[30.8, 32.3]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Left Center Midfield,115,Barcelona,217,['80ee78ff-1c01-498c-99ca-4a0d58bcbd68'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.630,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2fde7be-5944-4632-9edd-7b00f97cfe99,2038,,,"[11.0, 38.0]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,115,Barcelona,217,['09677124-bfde-417a-b0f4-4662f773ffd7'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.705,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7f410e69-02b8-42fa-8f20-bf48948922cb,2041,,,"[8.4, 12.8]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jérémy Mathieu,10609.0,Left Center Back,115,Barcelona,217,['51569795-aef0-429f-96db-1f0922582f2b'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.292,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83f9603c-8c16-41d9-bf26-3550cb190d37,2044,,,"[20.6, 4.7]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,115,Barcelona,217,['c831c480-c357-4fb2-9632-0b62c7e395bf'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.926,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d4b743dd-9fec-4bab-9e34-d6b4d5180e69,2048,,,"[50.5, 8.1]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,115,Barcelona,217,['c2b22484-46ab-4d56-b87e-911288e34634'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.663,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e033eaa-1bbe-4a4a-9cb9-3bc1787f8fcc,2052,,,"[100.6, 48.3]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick Ebert,9246.0,Center Attacking Midfield,116,Rayo Vallecano,360,['22991ecd-bfac-44ed-a2aa-cbcfccdd72f2'],32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:32.085,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,518d4bd0-7013-4b54-8507-e080806c32e8,2055,,,"[97.6, 54.7]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alhassane Bangoura,23761.0,Right Wing,116,Rayo Vallecano,360,"['201a762a-1de5-4e75-b20d-8e0befef1aec', '4c2c3394-b6b4-47d8-a7ff-7e4b1ebbfdca']",32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:32.937,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8af1a27d-af36-462e-bc99-c281b10c6112,2063,,,"[22.9, 16.4]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,117,Barcelona,217,['988cf505-73db-4f8d-b6a9-5c88a3ddb75a'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.934,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,abd96b09-5553-499f-8254-c7a65a4773c2,2069,,,"[30.0, 14.9]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,117,Barcelona,217,['226e8d25-4af7-4a41-a9e7-18a8877be971'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:40.602,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bfa3cbf7-e558-4056-abe6-6572346dcdf1,2072,,,"[52.7, 49.6]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sandro Ramírez Castillo,3508.0,Right Wing,117,Barcelona,217,['dcd35e98-b151-45f3-a975-501597046d32'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.461,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85259237-bc42-4eb3-acec-03eba7e18dde,2075,,,"[76.4, 25.2]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,118,Rayo Vallecano,360,['6eebb674-9ea7-457f-a954-ba36ff0c17a2'],48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:48.631,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,df239b19-d262-4f73-8857-8781673a19ef,2077,,,"[71.3, 12.1]",3825627,46,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Wing,118,Rayo Vallecano,360,['7408fabb-efcc-4382-b7b8-e6c61f63d3b4'],49,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:01:49.763,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37a2ea79-7366-4874-9b9d-954452b789f3,2082,,,"[55.9, 63.5]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Goal Kick,Sandro Ramírez Castillo,3508.0,Right Wing,119,Barcelona,217,['ffd561b6-c92f-41a5-a22e-81428983a083'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:13.501,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1b71e3ac-5804-41c0-972b-99940d88251e,2084,,,"[76.6, 20.5]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,120,Rayo Vallecano,360,['7e786ecf-b3c9-4f62-8d53-e1f1fa8befdd'],14,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:14.871,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb800439-21ab-4bde-96d9-e7c0d5687c67,2086,,,"[62.3, 1.0]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Tiago Manuel Dias Correia,7900.0,Left Wing,120,Rayo Vallecano,360,['d471148f-39f9-4965-8495-c2fb6d1d1876'],17,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:17.662,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aad1883e-07e2-43ed-9df9-e63dc6f9db8c,2089,,,"[107.2, 28.8]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Guerra Rodríguez,11542.0,Center Forward,120,Rayo Vallecano,360,['0ac61097-1007-482c-8695-8c9e64324035'],21,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:21.856,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01e9aa7e-1fe1-4482-8a82-e6dfe365dd6a,2094,,,"[17.6, 20.7]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Keeper,Jordi Alba Ramos,5211.0,Left Back,122,Barcelona,217,['3fd46eff-b467-4697-a594-2679e05851f4'],28,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.905,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f24f1b8b-8a72-4e66-9806-e1c9fab3a5c3,2096,,,"[43.2, 11.1]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,123,Barcelona,217,['815fc6c7-1d0c-4980-869d-b99e1fc34d8e'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:30.638,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39164496-0e05-4396-b42e-5a4e8bcb2ee1,2099,,,"[42.0, 32.3]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,['2347049a-1604-4a32-be09-5c47d2c81cc4'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:33.017,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09fc5d7b-acde-4752-9207-3eaf320f6970,2101,,,"[83.3, 44.0]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick Ebert,9246.0,Center Attacking Midfield,124,Barcelona,217,['ba7714fa-559a-4db8-b946-4b621023330d'],34,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:34.012,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,073ea0d4-71d9-44fa-9c66-f19020cbe1ee,2109,,,"[75.8, 75.4]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alhassane Bangoura,23761.0,Right Wing,125,Rayo Vallecano,360,['81ac930d-f1cb-4e48-83b5-b2ab469cd430'],39,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:39.102,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fd94907d-ce2b-48be-9ede-5a9bb7bec063,2112,,,"[77.7, 58.5]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,125,Rayo Vallecano,360,['a102a72e-6baf-4b99-87fb-5ce3cc0f6ba5'],44,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:44.983,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7655053c-6493-48b0-946f-0cbd5cb5ed2c,2115,,,"[73.0, 11.9]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Răzvan Dincă Raț,10727.0,Left Back,125,Rayo Vallecano,360,['62541581-4531-46dd-ac48-3d4a28ca825e'],48,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:48.741,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94c43762-7ff1-4bb5-befb-afa1937e203b,2118,,,"[93.3, 25.6]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,125,Rayo Vallecano,360,['ccf15493-de55-4327-8042-2aa6700a33d7'],50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:50.864,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f6d2bb9a-e10a-48ce-839a-c3210921ba0f,2122,,,"[79.2, 32.7]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,125,Rayo Vallecano,360,['bfb90226-aa00-47b6-a2ae-f79fa822efcf'],55,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:55.724,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51de48d8-3a73-46a1-95a7-3be0806c6366,2125,,,"[100.6, 59.6]",3825627,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alhassane Bangoura,23761.0,Right Wing,125,Rayo Vallecano,360,['97a90d1d-e219-468c-9c53-d2c19f08e61f'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:02:57.330,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,681e96bc-d116-48ac-9d16-b26591dce0ba,2133,,,"[83.5, 6.8]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,127,Barcelona,217,['85474b24-c0e6-4b35-b083-be93f8be4ff9'],26,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.276,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6fc9223b-f13a-43a8-94a0-87aa7d760116,2136,,,"[102.9, 7.2]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,127,Barcelona,217,['73166967-f267-4e2a-8c5d-cc35bea250f1'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:31.025,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4017628a-14fc-4144-81fa-40251f8a0a7d,2139,,,"[3.9, 50.2]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,128,Rayo Vallecano,360,"['8d4588cc-1d72-4902-ba6b-38d0fbd20e38', 'e8d5f309-8af1-4359-92fd-c8cab24a3aa9']",32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:32.788,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2df22cbf-836e-4705-b582-599b076fc554,2142,,,"[56.1, 71.8]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Guerra Rodríguez,11542.0,Center Forward,128,Rayo Vallecano,360,['1f8118f4-0218-477b-84d2-9cba95990d82'],37,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:37.108,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b312b49e-6293-4bf6-a2ef-73c06dd3fdce,2147,,,"[68.1, 13.9]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Left Center Midfield,128,Rayo Vallecano,360,['9c8c149c-4084-4480-9d59-a98fc959e3ff'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:39.928,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1b9a78c-7c2d-4d13-a77d-43c5b0526973,2149,,,"[42.4, 63.0]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,128,Rayo Vallecano,360,['abde59c7-a463-4ce4-ab85-e85456b2806a'],41,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:41.676,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c532d75a-4afe-4a88-9abb-d10e4a5b78ec,2151,,,"[39.8, 68.8]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Diego Javier Llorente Ríos,6713.0,Right Back,128,Rayo Vallecano,360,['03c29794-4d56-482d-af0f-c53dd6ffdf16'],43,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:43.198,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,aaf4b7c2-25a2-40dc-a431-c7ab82d7688e,2153,,,"[56.3, 74.8]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Patrick Ebert,9246.0,Center Attacking Midfield,128,Rayo Vallecano,360,['c6236937-436b-420b-8ab7-17ee4cc3f843'],43,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:03:43.369,Ball Receipt*,,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a6833c6c-03f6-448c-8147-1bca6c7c28e6,2158,,,"[84.7, 10.0]",3825627,48,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,128,Rayo Vallecano,360,['c65c27d0-e88d-4f1c-9edb-ec5114b06dc6'],45,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:45.074,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1de06d66-43de-4ca9-ba0b-f22d4a9481ef,2160,,,"[70.4, 6.6]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tiago Manuel Dias Correia,7900.0,Left Wing,129,Rayo Vallecano,360,['6726e099-4c66-427d-8dc7-2a51d4bb396a'],10,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:10.682,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0ad6432-e39b-4c28-9f65-bcf191fa3595,2162,,,"[96.7, 4.4]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,129,Rayo Vallecano,360,['d53dbef2-39ca-409e-b6be-792f946015ec'],13,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:13.518,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ba538987-fc19-4bba-b732-3ad4ddd4c290,2166,,,"[109.1, 35.2]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Guerra Rodríguez,11542.0,Center Forward,129,Rayo Vallecano,360,"['01ba8554-4d47-43ba-8720-f8bc4a6d400e', '99bdf33b-d5f2-41ec-82a1-de09044b7334']",15,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:15.451,Ball Receipt*,True,2015/2016
Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f3f0aa66-5e7d-4d72-9e17-21be6954282c,2177,,,"[48.6, 31.6]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Left Center Midfield,129,Rayo Vallecano,360,['3b8b8c8a-0172-4b32-9690-a6c9f7a079f7'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:24.256,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cb0d2a96-7007-49b7-aa9e-d60e2667eace,2180,,,"[10.3, 75.7]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,130,Barcelona,217,['c4b294cc-a7ce-4894-b293-9c7632cd9294'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:40.732,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e59bee49-1213-4680-a61e-2ec17a6dc680,2190,,,"[77.3, 25.6]",3825627,49,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,131,Rayo Vallecano,360,"['025f5530-341e-4937-b8d5-3657c272e574', 'c64244e1-223a-4eb4-bb54-4a8904403d39']",50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:04:50.529,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48d788c3-329b-4159-9e22-4079a42b12f7,2195,,,"[62.9, 43.6]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,132,Rayo Vallecano,360,['a0879285-c59f-4cf7-b02c-acdd77d4dc15'],18,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:18.929,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae479ef4-d274-400b-ba00-30c66be09dd8,2197,,,"[109.6, 4.9]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,132,Rayo Vallecano,360,['ae5bcfc8-23c4-4cad-9d89-bd3cd3d8fa75'],23,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:23.470,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13eeea20-6514-4046-b8c9-1deb1731ccd7,2201,,,"[100.4, 4.4]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Tiago Manuel Dias Correia,7900.0,Left Wing,132,Rayo Vallecano,360,['ac770818-9dee-41d8-806d-8ad7ca9b6be6'],27,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:27.032,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c41db8b2-95f6-4c48-af20-f8b5402d0202,2204,,,"[90.8, 16.8]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,132,Rayo Vallecano,360,['200364d8-44c3-4614-9e48-502f07dfdc97'],29,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:29.986,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cda91a8b-4150-48b1-84a4-0df366b58cfa,2207,,,"[95.0, 3.4]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,132,Rayo Vallecano,360,['12468b23-7bcf-43fb-88b2-59ce3ae6152d'],32,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:32.039,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,db41b155-f53e-436f-bef9-4b3dbb8fe79d,2210,,,"[96.5, 17.5]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Javier Guerra Rodríguez,11542.0,Center Forward,132,Rayo Vallecano,360,['82baefed-bc21-4f55-a209-f88eb5d340e7'],33,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:33.339,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65d0015a-870f-414c-a45d-6b2be38fdb8d,2220,,,"[39.6, 76.1]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,132,Rayo Vallecano,360,"['65085b90-7adb-4c61-80e8-2b582a670e16', 'a59169f9-ef9b-4368-9dbc-b91760049605']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:05:37.317,Ball Receipt*,True,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d7645dea-4b76-4913-8031-25dc40380d8e,2228,,,"[41.3, 39.3]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,132,Rayo Vallecano,360,['c4c959bb-1f9c-4325-b977-c89ab99a4005'],47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:47.610,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83f677f4-89e2-4e4d-a670-a4a768ea18de,2231,,,"[54.4, 6.1]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,132,Rayo Vallecano,360,['884d8aba-592d-4a41-ab48-ee8615efe71f'],52,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:52.812,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a876ed71-6958-4c86-93b0-9cafc09476fb,2234,,,"[53.7, 16.6]",3825627,50,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,132,Rayo Vallecano,360,['2f8a6753-04f5-40a4-8dee-e4e296608d4a'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:05:57.095,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fb5d5a39-4e8d-45ca-8675-a1e3c380fe03,2237,,,"[66.4, 2.1]",3825627,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Răzvan Dincă Raț,10727.0,Left Back,132,Rayo Vallecano,360,['64e1d182-2704-4bf8-b907-3e2c8cd60a85'],1,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:01.222,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9a9e4ce1-054d-4607-8617-bf95b2785bc9,2240,,,"[54.0, 10.2]",3825627,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Roberto Trashorras Gayoso,26848.0,Right Defensive Midfield,132,Rayo Vallecano,360,['f34cac40-dcc1-446c-b425-7fd85060ec9c'],2,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:02.968,Ball Receipt*,,2015/2016
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83a19f32-4fd6-423e-92c8-65d66bf3b8b6,2243,,,"[55.2, 36.9]",3825627,51,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Jozabed Sánchez Ruiz,6852.0,Left Defensive Midfield,132,Rayo Vallecano,360,['681df46f-96ac-44d4-a2a8-6c9fbd3e1916'],5,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:06:05.896,Ball Receipt*,,2015/2016
