50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a1133f6e-bfbf-4e79-8945-0c1fed45a34d,2380,,,"[90.6, 46.7]",70275,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,109,Barcelona,217,['075ed8de-6c80-44c9-bb88-67c7307d77bd'],51,,,,,,,,,,,,,,,,Barcelona,217,00:08:51.570,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5ef0fe9c-de89-42ca-9b58-d8ebc7838e57,2383,,,"[55.6, 46.7]",70275,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,109,Barcelona,217,['680552be-bf6a-4571-a058-e160616af339'],57,,,,,,,,,,,,,,,,Barcelona,217,00:08:57.431,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c0060529-f969-4de9-b602-40bf87ca62bc,2386,,,"[56.9, 71.5]",70275,53,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,109,Barcelona,217,['fde77940-6447-4e9a-a710-4d5eb01e0dec'],59,,,,,,,,,,,,,,,,Barcelona,217,00:08:59.404,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6c0d1a2c-9876-4f6c-b05a-5d780c726a7c,2389,,,"[60.3, 47.6]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,109,Barcelona,217,['abd1d73d-26f8-48c0-ab69-289d74779c4b'],2,,,,,,,,,,,,,,,,Barcelona,217,00:09:02.633,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ac8d78ba-e9ca-4284-b370-65861a8d5bde,2392,,,"[76.0, 32.8]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,['2796a26f-f9e8-4062-87d2-94bb997b2feb'],4,,,,,,,,,,,,,,,,Barcelona,217,00:09:04.716,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,08c239c0-ac87-4c16-a97d-04b3feb37ad7,2400,,,"[95.0, 31.0]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,109,Barcelona,217,['1936e744-8aa6-4d6a-aa5d-60504b092540'],9,,,,,,,,,,,,,,,,Barcelona,217,00:09:09.787,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a0b32844-f827-46db-a644-47bfd7e60bf0,2405,,,"[87.8, 28.9]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,109,Barcelona,217,['268f7d17-dd41-44da-9fbb-5b0b5a46fb44'],15,,,,,,,,,,,,,,,,Barcelona,217,00:09:15.350,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49fd1d2e-7030-4b47-a76f-c5dbfe532015,2409,,,"[86.5, 65.9]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,109,Barcelona,217,['4f30cad9-3fe5-4473-82e2-f512b0238006'],20,,,,,,,,,,,,,,,,Barcelona,217,00:09:20.311,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74d81b8e-d600-408d-a5a8-4b8c054a16a9,2412,,,"[115.4, 38.4]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,109,Barcelona,217,['32db09c4-011e-423c-bb02-1c0b5150ae3e'],23,,,,,,,,,,,,,,,,Barcelona,217,00:09:23.875,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46725944-1ed7-4645-a0d4-3e827e1de7d6,2417,,,"[78.9, 23.0]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,110,Barcelona,217,['6fb3d6c8-61e9-42f1-ab81-fdefd9107e59'],33,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.580,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2a6d5e0c-69a6-4dc4-baeb-4a8d97930a16,2420,,,"[78.6, 10.4]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['6a4050c3-9722-46a8-9002-af6a2a5522ae'],34,,,,,,,,,,,,,,,,Barcelona,217,00:09:34.916,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42d4409e-9107-46fa-aa08-396f5d0885d2,2423,,,"[66.2, 35.8]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alexandre Dimitri Song-Billong,27053.0,Right Center Back,110,Barcelona,217,['f871ab86-a7b0-4a59-91b2-4580ec312739'],37,,,,,,,,,,,,,,,,Barcelona,217,00:09:37.164,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fa74f13d-0e3f-4ca1-9a4d-e3f3397b1cd2,2426,,,"[93.0, 74.4]",70275,54,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Daniel Alves da Silva,4324.0,Right Back,110,Barcelona,217,['569d1d3d-21d2-415a-853f-78e7f1705dc8'],45,,,,,,,,,,,,,,,,Barcelona,217,00:09:45.730,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d1c9bfdf-2cab-4627-8d8a-5f2d0f3f891e,2429,,,"[20.6, 7.9]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Álvaro Negredo Sánchez,20542.0,Center Forward,111,Sevilla,213,"['4e2c846a-f492-4815-8dfe-18b5dd59b516', 'e0f1c7ab-cfc1-47cf-8836-4787ecfee758']",6,,,,,,,,,,,,,,,,Sevilla,213,00:10:06.359,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4fd6c8e0-b73a-48b8-b2eb-04cad70a0ed5,2436,,,"[95.8, 65.2]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,112,Barcelona,217,['a3010d3d-e240-42fe-bdfe-80a8acab386d'],9,,,,,,,,,,,,,,,,Barcelona,217,00:10:09.509,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a48c7d83-804f-4e33-a4ce-97368008177a,2438,,,"[102.6, 72.0]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,112,Barcelona,217,['2ea64635-2737-48fd-82bc-c04faca138e6'],10,,,,,,,,,,,,,,,,Barcelona,217,00:10:10.180,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98ca5197-d650-4d47-ad1b-ef5564be6887,2441,,,"[100.6, 57.6]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,112,Barcelona,217,['f2983cf8-87ea-487a-920d-8eac60166af2'],12,,,,,,,,,,,,,,,,Barcelona,217,00:10:12.407,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c18fc8c5-8078-4048-8eef-6a6d907119ee,2453,,,"[101.5, 22.1]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,112,Barcelona,217,['83d61e91-fd0d-4f39-a3ff-3b848f9981fe'],21,,,,,,,,,,,,,,,,Barcelona,217,00:10:21.963,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42740e6f-83c0-4576-a817-a604a8fdee05,2457,,,"[118.9, 26.0]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,112,Barcelona,217,"['d96603e9-22c1-4a5a-864d-9e44943a12af', 'f50d9a94-ec65-4c3e-9326-d3c3d6ad63c7']",24,,,,,,,,,,,,,,,,Barcelona,217,00:10:24.579,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76b3eea7-faa6-4d14-915e-19301b932b28,2466,,,"[103.5, 9.9]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['4717b4b3-bcd5-4792-994a-4021a9d035c9'],53,,,,,,,,,,,,,,,,Barcelona,217,00:10:53.775,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3ed85ff6-afe6-4900-adf7-94e593c4a3f6,2469,,,"[94.3, 30.6]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['5e54a416-ba53-4528-b032-cf40b8100172'],56,,,,,,,,,,,,,,,,Barcelona,217,00:10:56.937,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75623d08-24bb-4da1-87b1-09f23bc3127b,2473,,,"[91.7, 43.9]",70275,55,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,113,Barcelona,217,"['661416a2-9c9f-41fb-a9e5-cde55eb25c26', 'eccdf6c4-0daf-4b16-b261-4104a9a8062b']",58,,,,,,,,,,,,,,,,Barcelona,217,00:10:58.725,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3d249443-c8e6-42d6-8777-a99719743af6,2476,,,"[112.4, 70.2]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['72380939-9888-4f2b-8d22-511feeeb914c'],2,,,,,,,,,,,,,,,,Barcelona,217,00:11:02.531,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74c41961-28d0-4eab-a7cd-5e79a6c4bccc,2480,,,"[75.1, 53.0]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['c17a6d67-1950-4a1c-9a87-488c549d6ebc'],10,,,,,,,,,,,,,,,,Barcelona,217,00:11:10.023,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c977d617-aa37-4d01-bf1b-ffc4e8f28742,2484,,,"[57.3, 42.4]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,113,Barcelona,217,['edeefbb7-8e0d-4934-b529-d10addcfd900'],13,,,,,,,,,,,,,,,,Barcelona,217,00:11:13.365,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77159519-25f2-458f-bf2f-c50e144a1090,2487,,,"[81.0, 76.5]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['7af59614-e0c0-43ca-ad29-e3109a79b778'],16,,,,,,,,,,,,,,,,Barcelona,217,00:11:16.621,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40d1f220-52ee-496d-ab86-74e4c92c2e33,2489,,,"[71.2, 67.8]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,113,Barcelona,217,['413a9352-02e4-4fae-9f75-c5c0830cbd22'],18,,,,,,,,,,,,,,,,Barcelona,217,00:11:18.139,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a36a831d-2af1-47e8-8b5f-253b74baa4bf,2492,,,"[66.0, 53.7]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['b0b75e6d-18c9-4772-98f8-396061601062'],20,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.965,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b4624be0-404f-45c8-8061-50f5fdbc7eff,2495,,,"[73.0, 35.8]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['f037a0ab-f4c5-4848-95b7-aca5787ace48'],24,,,,,,,,,,,,,,,,Barcelona,217,00:11:24.153,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78f8d236-9bd8-4e3a-bf43-7f371e4ee10a,2499,,,"[76.9, 8.4]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['f227b50f-a55a-452f-9a5c-084b3d5d0140'],27,,,,,,,,,,,,,,,,Barcelona,217,00:11:27.479,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204e49c3-5330-4a81-a86b-a3d7d3827b5b,2502,,,"[92.6, 6.2]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,113,Barcelona,217,['813d521c-17bb-4478-91e0-f1e2f96d94f8'],29,,,,,,,,,,,,,,,,Barcelona,217,00:11:29.347,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13f5d469-5c8e-44e1-a84b-2d2d725a5c40,2505,,,"[75.8, 4.0]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Jordi Alba Ramos,5211.0,Left Back,113,Barcelona,217,['d32f15b0-a1bd-4d64-b9e6-4be6cfd9570e'],31,,,,,,,,,,,,,,,,Barcelona,217,00:11:31.183,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95ae6683-5d7c-43e8-adf9-6f4a59021311,2508,,,"[67.1, 20.4]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,113,Barcelona,217,['8af3cf43-7425-4f2a-81f1-59229217d982'],33,,,,,,,,,,,,,,,,Barcelona,217,00:11:33.932,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1643a508-b260-4679-aaf5-d5f687247cc4,2511,,,"[86.3, 76.5]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Daniel Alves da Silva,4324.0,Right Back,113,Barcelona,217,['b23a3fef-83dd-4fc1-ab29-0a15f3e7174f'],41,,,,,,,,,,,,,,,,Barcelona,217,00:11:41.123,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6aaa9897-9c2f-47ea-a228-62af5ebc1289,2514,,,"[76.7, 52.8]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,113,Barcelona,217,['a2c4674a-e909-471f-9b4e-398d8c472282'],43,,,,,,,,,,,,,,,,Barcelona,217,00:11:43.561,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24e96b1b-fd0f-442a-babb-0bd125cb2cf9,2517,,,"[91.5, 47.4]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,113,Barcelona,217,['ca539fa7-dfc6-458e-b316-a42ecce944d9'],47,,,,,,,,,,,,,,,,Barcelona,217,00:11:47.556,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81a275ef-cf75-45fe-b9af-006cf2168108,2520,,,"[97.4, 51.5]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,113,Barcelona,217,['44c8e649-32ad-4c38-af9d-42599053281d'],48,,,,,,,,,,,,,,,,Barcelona,217,00:11:48.238,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64f93ecf-a8e8-4ce3-a29e-69de5586c960,2526,,,"[112.6, 26.3]",70275,56,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Corner,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,113,Barcelona,217,"['34b30019-358d-4a1f-8b3b-46ea5811d873', 'cbaccc52-172c-4b53-a4c6-9d37ce8dd409']",51,,,,,,,,,,,,,,,,Barcelona,217,00:11:51.950,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4792b0bf-ea39-42d8-a1a7-506732ed6379,2535,,,"[85.7, 69.6]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,115,Sevilla,213,['46f85c77-ca54-426f-9f45-2b327e98162e'],46,,,,,,,,,,,,,,,,Sevilla,213,00:12:46.930,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281d8aab-1631-4e67-8267-600f17e87a4b,2538,,,"[79.2, 74.6]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alex Sandro Mendonça Dos Santos,27119.0,Right Back,115,Sevilla,213,['49e87359-c7dd-4417-9d7b-0f772ddb9e81'],48,,,,,,,,,,,,,,,,Sevilla,213,00:12:48.139,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c808ad2f-fc50-49d9-8f5b-86048d5d2f5b,2541,,,"[63.3, 68.7]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Alberto Botía Rabasco,26638.0,Right Center Back,115,Sevilla,213,['5178e8a7-0680-4913-a189-93d5e510470c'],49,,,,,,,,,,,,,,,,Sevilla,213,00:12:49.591,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eca64e5d-0360-4c7a-8904-c55f491fbb9f,2546,,,"[52.1, 16.9]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Alexis Alejandro Sánchez Sánchez,3385.0,Right Wing,116,Barcelona,217,"['b05471b4-82e3-42ae-aef2-ee3bd47190c9', 'bdd491b7-2d33-46c4-bfeb-57875eced58b']",51,,,,,,,,,,,,,,,,Barcelona,217,00:12:51.429,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0642a7dd-9e9d-42a5-baed-2eedb0d7ffb6,2552,,,"[57.3, 27.3]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,116,Barcelona,217,['74220137-d921-4e6f-9354-59ece1c20a9c'],53,,,,,,,,,,,,,,,,Barcelona,217,00:12:53.957,Ball Receipt*,,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b6d15c9c-f611-41f8-972e-40b59df0a9ef,2556,,,"[90.6, 48.0]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,116,Barcelona,217,['2e314a17-6b45-4305-996d-296501d0e879'],57,,,,,,,,,,,,,,,,Barcelona,217,00:12:57.691,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7e0bfdcc-8671-4f94-b5a5-d5c516cb229e,2558,,,"[7.5, 41.5]",70275,57,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Palop Cervera,25946.0,Goalkeeper,117,Sevilla,213,['eb6499dd-189b-4f14-ab3e-b8d330e59860'],59,,,,,,,,,,,,,,,,Sevilla,213,00:12:59.222,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7bde56cd-36ae-4019-8c57-3efa439b3ca4,2568,,,"[82.4, 71.9]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jesús Navas González,6821.0,Right Wing,117,Sevilla,213,"['369315cc-f0da-44d1-965b-cb906760b94f', 'e8948c0f-0d9d-424d-ab79-8af6fe1e788e']",9,,,,,,,,,,,,,,,,Sevilla,213,00:13:09.166,Ball Receipt*,True,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cbd5f5c9-b867-4778-b491-e8b2624c53e3,2572,,,"[19.1, 55.8]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Palop Cervera,25946.0,Goalkeeper,117,Sevilla,213,"['3fc1fead-5d3a-417b-a2e9-1516fdc2ed67', 'f86f722b-1db4-4b0a-8f95-44f95e4157ab']",15,,,,,,,,,,,,,,,,Sevilla,213,00:13:15.974,Ball Receipt*,True,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3eaa1f6-eba0-441b-9912-1c884abba143,2576,,,"[63.0, 55.6]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,117,Sevilla,213,['32bfe404-79c2-4961-8e15-752e01da062f'],21,,,,,,,,,,,,,,,,Barcelona,217,00:13:21.811,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,303b9531-eed1-4924-ae4b-a46c0a68b495,2578,,,"[72.8, 25.8]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Attacking Midfield,117,Sevilla,213,['564d1cde-d0af-417a-ae7e-16e003508ca3'],22,,,,,,,,,,,,,,,,Sevilla,213,00:13:22.836,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ec1578d-694b-469e-ba45-0600428a4e9d,2581,,,"[54.3, 17.5]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Emir Spahić,26791.0,Left Center Back,117,Sevilla,213,['613087e1-956c-49ff-91e3-20b38730340c'],24,,,,,,,,,,,,,,,,Sevilla,213,00:13:24.335,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cf41a04f-7d03-4594-a5f6-c5dbbbce2d3c,2585,,,"[55.4, 20.8]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Center Attacking Midfield,117,Sevilla,213,"['2f1f1f39-5635-466e-81e3-be26d55b749d', '8b9eafa5-b425-4da2-ac27-1d0e7951e31c']",28,,,,,,,,,,,,,,,,Sevilla,213,00:13:28.928,Ball Receipt*,True,2012/2013
,,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85963254-d6fa-4f78-a2b0-de4a75e31288,2588,,,"[97.2, 23.8]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gary Alexis Medel Soto,16453.0,Right Defensive Midfield,117,Sevilla,213,['8d0c61a5-0d9c-4d31-8145-18158e4ca239'],32,,,,,,,,,,,,,,,,Sevilla,213,00:13:32.507,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71844194-4943-4bea-a042-dc6dc2f6208f,2590,,,"[39.4, 53.0]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,118,Barcelona,217,['af1c4ed4-7b28-40cb-848b-1f3d442c9d31'],33,,,,,,,,,,,,,,,,Barcelona,217,00:13:33.943,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,969aafe7-dc60-4f51-a357-f8385ce3fdf0,2593,,,"[56.4, 24.1]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francesc Fàbregas i Soler,3478.0,Left Center Midfield,118,Barcelona,217,['305c78b4-efb5-4ab9-98c0-23d3dd0feeb7'],38,,,,,,,,,,,,,,,,Barcelona,217,00:13:38.633,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5209af8d-4a77-42ef-9551-ac7318b63ec4,2596,,,"[73.4, 74.4]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Left Wing,118,Barcelona,217,['398c8ada-c707-4770-ae7a-dc9f3e843b3a'],46,,,,,,,,,,,,,,,,Barcelona,217,00:13:46.276,Ball Receipt*,,2012/2013
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21d76795-ad9e-4907-bbd5-fb8c9127f2f5,2599,,,"[88.6, 75.9]",70275,58,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,118,Barcelona,217,['dcf50a6e-6c82-439a-a4d3-0d18ae7385f9'],48,,,,,,,,,,,,,,,,Barcelona,217,00:13:48.657,Ball Receipt*,,2012/2013
