50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,1.108012,,,,,,,,,,,,e66b9d22-fd4f-418f-bfdb-12f572d9f226,1426,,"[15.7, 7.0]",266528,33,,,,2.4353936,,Right Foot,,,"[8.9, 12.8]",,Ground Pass,,8.937561,,,,Aarón Martín Caricol,6757.0,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Left Midfield,68,Barcelona,217,['b4c84bb3-21ba-48f0-ab59-859613899e3e'],34,,,,,,,,,,,,,,,,,Espanyol,214,00:33:34.371,Pass,,2016/2017
,,,,,,,,,,,,,,5.915893,,,,,,,,,,,,71c286b0-7762-4be6-91a6-6cead585fb55,1429,,"[8.9, 12.8]",266528,33,,,,0.3189442,,Left Foot,,,"[73.1, 34.0]",,High Pass,,67.609764,,Incomplete,,,,,,,,,1,From Throw In,Aarón Martín Caricol,6757.0,Left Back,68,Barcelona,217,['0c5048c6-346f-479e-9a42-38e5e592f6dd'],35,,,,,,,,,,,,,,,,,Espanyol,214,00:33:35.519,Pass,,2016/2017
,,,,,,,,,,,,,,0.94429,,,,,,,,,,,,5fc584dd-bc12-4d75-8805-ea96f793477a,1433,,"[42.9, 36.7]",266528,33,,,,-2.0647378,,Right Foot,,,"[35.9, 23.7]",,Ground Pass,,14.764823,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,68,Barcelona,217,['63b8504e-42a2-43e1-b02d-55551ac73b35'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:33:43.127,Pass,,2016/2017
,,,,,,,,,,,,,,1.400075,,,,,,,,,,,,33ec8ddf-7ed8-4919-bbe6-ccc92804168d,1436,,"[35.1, 22.5]",266528,33,,,,-0.85909,,Right Foot,,,"[48.9, 6.5]",,Ground Pass,,21.129128,,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,68,Barcelona,217,['a1edc7a2-b119-47e4-a4d1-537a1afe9cc8'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:33:47.595,Pass,,2016/2017
,,,,,,,,,,,,,,1.251025,,,,,,,,,,,,468faa20-6146-4dc7-b955-107d53b1d379,1440,,"[48.0, 8.5]",266528,33,,,,2.412902,,Left Foot,,,"[35.9, 19.3]",,Ground Pass,,16.218817,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,68,Barcelona,217,"['31d13ebb-b245-44f1-9b65-08c3f0a7128d', 'a5d9506e-cd91-45c9-b966-464b289f6342']",52,,,,,,,,,,,,,,,,,Barcelona,217,00:33:52.021,Pass,True,2016/2017
,,,,,,,,,,,,,,1.620964,,,,,,,,,,,,43a1bfbb-ef4e-48ad-baa1-27fd11a7991a,1444,,"[33.5, 21.7]",266528,33,,,,1.7194247,,Right Foot,,,"[27.9, 59.1]",,Low Pass,,37.81693,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,68,Barcelona,217,"['6c3a0b85-35cf-45c4-bd69-17ddbc873f84', 'cee17ba6-78c9-4b4a-8c4f-1dfc1912d685']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:33:54.554,Pass,True,2016/2017
,,,,,,,,,,,,,,1.1441,,,,,,,,,,,,723d64a5-ff59-4d23-a7be-128822646ec2,1447,,"[28.7, 63.5]",266528,33,,,,-0.17821325,,Right Foot,,,"[44.8, 60.6]",,Ground Pass,,16.359095,,,,Denis Suárez Fernández,6609.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,68,Barcelona,217,['11577d66-fe36-484b-8840-fa4617d8b7d4'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:33:57.972,Pass,,2016/2017
,,,,,,,,,,,,,,1.118402,,,,,,,,,,,,192da3e8-a6c7-467f-abde-06ec716ef11b,1449,,"[44.8, 60.6]",266528,33,,,,2.0157294,,Right Foot,,,"[37.6, 75.7]",,Ground Pass,,16.728718,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Right Center Midfield,68,Barcelona,217,['430ebaa0-b76c-40ec-af62-68c9b0099366'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:33:59.116,Pass,,2016/2017
,,,,,,,,,,,,,,2.60308,,,,,,,,,,,,791498c7-8e13-4cda-962a-588f5a08c360,1452,,"[36.9, 67.0]",266528,34,,,,-2.158799,,Right Foot,,,"[15.9, 35.5]",,Ground Pass,,37.858288,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,68,Barcelona,217,['c8dfb4d1-505d-4f59-8a32-217312f02d62'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:34:02.378,Pass,,2016/2017
,,,,,,,,,,,,,,2.232287,,,,,,,,,,,,be953de1-aae2-487d-a9a6-a51adf99de9a,1455,,"[15.9, 35.5]",266528,34,,,,-0.8405147,,Right Foot,,,"[29.6, 20.2]",,Ground Pass,,20.537283,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,68,Barcelona,217,['22dc7174-89a1-4c01-9389-d9e507c00d23'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:34:05.238,Pass,,2016/2017
,,,,,,,,,,,,,,0.7963,,,,,,,,,,,,f560aca8-ae03-4610-b026-b477a5ab32ee,1458,,"[49.2, 19.3]",266528,34,,,,1.0851742,,Right Foot,,,"[54.9, 30.1]",,Ground Pass,,12.21188,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,68,Barcelona,217,['e3d8c565-dc33-486b-8e1b-5b6cdd84aafd'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:34:11.173,Pass,,2016/2017
,,,,,,,,,,,,,,2.007327,,,,,,,,,,,,f66f33b9-7698-4016-aa37-d2a8ff2db138,1462,,"[61.4, 35.5]",266528,34,,,,0.8858343,,Left Foot,,,"[84.6, 63.9]",,High Pass,,36.671516,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,68,Barcelona,217,"['167b2b23-59ec-41c7-9c89-5a8a49b010a5', 'caddadeb-1ff3-410c-afb5-95ac97d222a5', 'e15a6b12-133a-4b7d-a1c3-76961091ffc7']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:34:14.306,Pass,True,2016/2017
,,,,,,,,,,,,,,1.359928,,,,,,,,,,,,0a1c4702-e572-4e97-9c3f-db2e21d13f5e,1470,,"[55.0, 18.4]",266528,34,,,,-1.4921708,,Left Foot,,,"[56.3, 1.9]",,Ground Pass,,16.551132,,,,José Manuel Jurado Marín,6870.0,,,,,,1,Regular Play,Aarón Martín Caricol,6757.0,Left Back,69,Espanyol,214,['6cbd737e-8be0-4d39-a250-59c624798671'],21,,,,,,,,,,,,,,,,,Espanyol,214,00:34:21.300,Pass,,2016/2017
,,,,,,,,,,,,,,1.107331,,,,,,,,,,,,8e0471af-1b93-49b3-8d44-a1809583e8db,1474,,"[56.7, 2.2]",266528,34,,,,1.8455799,,Right Foot,,,"[51.4, 21.0]",,Ground Pass,,19.532793,,,,Javier Fuego Martínez,6751.0,,,,,,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,69,Espanyol,214,"['1bf8abb1-48b4-4feb-acbc-f7bebcb4244d', '272becef-90b6-4ac6-90f8-90a1ce621d5f']",24,,,,,,,,,,,,,,,,,Espanyol,214,00:34:24.042,Pass,True,2016/2017
,,,,,,,,,,,,,,0.056101,,,,,,,,,,,,d19074e1-3e6d-4968-807d-3b5672dfe5ef,1477,,"[51.4, 21.0]",266528,34,,,,-2.4578834,,Right Foot,,,"[48.7, 18.8]",,Low Pass,,3.482815,,Incomplete,,,,,,,,,1,Regular Play,Javier Fuego Martínez,6751.0,Right Defensive Midfield,69,Espanyol,214,['a05ecbce-86d4-483e-80dc-eed4810158ad'],25,,,,,,,,,,,,,,,,,Espanyol,214,00:34:25.269,Pass,,2016/2017
,,,,,,,,,,,,,,2.003334,,,,,,,,,,,,5dc4e9df-6dd9-4292-b4c3-6180fb79e7bb,1479,,"[57.7, 15.5]",266528,34,,,,2.317379,,Left Foot,,,"[37.9, 36.9]",,High Pass,,29.15476,,,,David López Silva,6754.0,,,,,Recovery,1,Regular Play,José Manuel Jurado Marín,6870.0,Left Midfield,69,Espanyol,214,['9f413da9-6dd7-40d7-9fc7-e77e61ef2b0a'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:34:26.176,Pass,,2016/2017
,,,,,,,,,,,,,,2.553047,,,,,,,,,,,,4e13afbd-a959-46e3-b1c0-ace64a378429,1483,,"[29.9, 30.6]",266528,34,,,,2.8725429,,Right Foot,,,"[2.7, 38.1]",,Low Pass,,28.215067,,,,Diego López Rodríguez,6768.0,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Back,69,Espanyol,214,"['19c80900-4384-4328-beb2-abcda5b93d77', 'a001926a-730e-4879-9549-91d6e92fe68b']",29,,,,,,,,,,,,,,,,,Espanyol,214,00:34:29.884,Pass,True,2016/2017
,,,,,,,,,,,,,,1.695914,,,,,,,,,,,,91ad3e56-e15a-4b16-aa23-911fe072febc,1486,,"[2.7, 38.1]",266528,34,,,,1.0017388,,Right Foot,,,"[16.9, 60.3]",,Ground Pass,,26.35299,,,,David López Silva,6754.0,,,,,,1,Regular Play,Diego López Rodríguez,6768.0,Goalkeeper,69,Espanyol,214,['7e9951c3-ba74-4ad1-b11c-604c36d82821'],33,,,,,,,,,,,,,,,,,Espanyol,214,00:34:33.235,Pass,,2016/2017
,,,,,,,,,,,,,,1.373928,,,,,,,,,,,,ee1c55ca-8e3f-4643-9870-970a1d4f8528,1490,,"[27.6, 64.0]",266528,34,,,,0.062697984,,Right Foot,,,"[49.9, 65.4]",,Ground Pass,,22.343903,,,,Gerard Moreno Balaguero,6766.0,,,,,,1,Regular Play,David López Silva,6754.0,Right Center Back,69,Espanyol,214,"['056e3bf5-f231-41fa-95d4-a309c9b2cc80', '4b33e2b4-fd39-41aa-bd80-bf185fdc01a0']",37,,,,,,,,,,,,,,,,,Espanyol,214,00:34:37.172,Pass,True,2016/2017
,,,,,,,,,,,,,,0.795199,,,,,,,,,,,,893d14ed-5cd0-422e-8444-1d32672b4146,1494,,"[49.5, 65.9]",266528,34,,,,1.4749372,,Left Foot,,,"[50.5, 76.3]",,Ground Pass,,10.447967,,Incomplete,,Javier López Rodríguez,6791.0,,,,,,1,Regular Play,Gerard Moreno Balaguero,6766.0,Left Center Forward,69,Espanyol,214,"['01622953-883b-4ccd-b542-af978abe603b', '38647cdf-f0f3-4200-b310-840552bd42c1', 'a172afc4-7f1f-47d6-afc5-8313917912c3']",38,,,,,,,,,,,,,,,,,Espanyol,214,00:34:38.786,Pass,True,2016/2017
,,,,,,,,,,,,,,0.892231,,,,,,,,,,,,fb5cb158-6ca5-43ac-944f-70d391f6940d,1497,,"[57.5, 80.0]",266528,34,,,,-1.9266543,,,,,"[53.3, 68.7]",,Low Pass,,12.055289,,,,Javier Fuego Martínez,6751.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,70,Espanyol,214,['c9db5b78-6e2c-4346-9aa4-8869449dc0d8'],52,,,,,,,,,,,,,,,,,Espanyol,214,00:34:52.326,Pass,,2016/2017
,,,,,,,,,,,,,,1.141583,,,,,,,,,,,,f7172959-0ebe-4663-9c98-15764a21bffd,1501,,"[50.2, 68.0]",266528,34,,,,-3.0351999,,Right Foot,,,"[39.9, 66.9]",,Ground Pass,,10.358571,,,,David López Silva,6754.0,,,,,,1,From Throw In,Javier Fuego Martínez,6751.0,Right Defensive Midfield,70,Espanyol,214,"['ce22a9c2-9ddb-4c5f-987c-2480bba3dd21', 'd3d818fd-0270-42b6-8251-cfa15c9b698b']",53,,,,,,,,,,,,,,,,,Espanyol,214,00:34:53.924,Pass,True,2016/2017
,,,,,,,,,,,,,,2.832075,,,,,,,,,,,,37c78d58-9b60-40e6-b227-2ebbdb2f39ae,1504,,"[37.2, 66.1]",266528,34,,,,-2.6361938,,Right Foot,,,"[7.2, 49.5]",,Ground Pass,,34.28644,,,,Diego López Rodríguez,6768.0,,,,,,1,From Throw In,David López Silva,6754.0,Right Center Back,70,Espanyol,214,"['4a66a16c-25f3-4e55-a35b-7f21130e5b42', 'ce22a9c2-9ddb-4c5f-987c-2480bba3dd21']",55,,,,,,,,,,,,,,,,,Espanyol,214,00:34:55.315,Pass,True,2016/2017
,,,,,,,,,,,,,,1.43952,,,,,,,,,,,,229071e7-f4ae-467b-b45a-49c7fb147471,1507,,"[13.5, 47.0]",266528,35,,,,1.2312812,,Right Foot,,,"[21.8, 70.5]",,Ground Pass,,24.92268,,,,David López Silva,6754.0,,,,,,1,From Throw In,Diego López Rodríguez,6768.0,Goalkeeper,70,Espanyol,214,['cd6d1d9c-ab72-4d63-8bd3-281b2c4beb69'],2,,,,,,,,,,,,,,,,,Espanyol,214,00:35:02.618,Pass,,2016/2017
,,,,,,,,,,,,,,3.167599,,,,,,,,,,,,64d2546d-2c6f-4443-adc7-9112e92843d0,1511,,"[29.4, 72.2]",266528,35,,,,-0.10652591,,Right Foot,,,"[79.9, 66.8]",,Low Pass,,50.78789,,Incomplete,,Pablo Daniel Piatti,6763.0,,,,,,1,From Throw In,David López Silva,6754.0,Right Center Back,70,Espanyol,214,"['9b90bc3b-47e8-4ba9-a54e-7f12d378adb9', 'd5fe345f-f586-4334-9baf-2769046d16db', 'e6747249-734d-4451-8467-40937783ef6c']",5,,,,,,,,,,,,,,,,,Espanyol,214,00:35:05.980,Pass,True,2016/2017
,,,,,,,,,,,,,,1.085783,,,,,,,,,,,,1a25f05b-1f1b-4eb1-9fe1-da48f70b399d,1515,,"[88.3, 80.0]",266528,35,,,,-1.544017,,,,,"[88.6, 68.8]",,Low Pass,,11.204017,,,,Pablo Daniel Piatti,6763.0,,,,,Throw-in,1,From Throw In,Javier López Rodríguez,6791.0,Right Back,71,Espanyol,214,['3f7f0291-f1e6-4b2e-84d5-5029641fe42c'],26,,,,,,,,,,,,,,,,,Espanyol,214,00:35:26.116,Pass,,2016/2017
,,,,,,,,,,,,,,1.414089,,,,,,,,,,,,a02c8626-6b53-478f-b144-69b99eaee6e0,1518,,"[78.0, 75.7]",266528,35,,,,-3.0362926,,Left Foot,,,"[53.4, 73.1]",,Ground Pass,,24.737017,,,,David López Silva,6754.0,,,,,,1,From Throw In,Pablo Daniel Piatti,6763.0,Right Midfield,71,Espanyol,214,['8b3ccf4e-a22b-4d73-be91-fd47f095eba6'],29,,,,,,,,,,,,,,,,,Espanyol,214,00:35:29.867,Pass,,2016/2017
,,,,,,,,,,,,,,1.960721,,,,,,,,,,,,4037e70a-4fe7-4c52-8a5e-580d1e2821fb,1521,,"[43.2, 56.9]",266528,35,,,,-1.4230055,,Right Foot,,,"[48.5, 21.3]",,Ground Pass,,35.99236,,,,Diego Antonio Reyes Rosales,16539.0,,,,,,1,From Throw In,David López Silva,6754.0,Right Center Back,71,Espanyol,214,['b6dc2f64-9426-47d2-ba3f-19b8bd60e8b1'],35,,,,,,,,,,,,,,,,,Espanyol,214,00:35:35.146,Pass,,2016/2017
,,,,,,,,,,,,,,0.883768,,,,,,,,,,,,318fe534-5424-4d5a-b775-ac63dfe5e439,1524,,"[54.6, 18.4]",266528,35,,,,0.1687501,,Left Foot,,,"[68.1, 20.7]",,Ground Pass,,13.694525,,,,José Manuel Jurado Marín,6870.0,,,,,,1,From Throw In,Diego Antonio Reyes Rosales,16539.0,Left Center Back,71,Espanyol,214,['4c629f67-27e8-4f7c-9c18-5ae8804b4d50'],39,,,,,,,,,,,,,,,,,Espanyol,214,00:35:39.401,Pass,,2016/2017
,,,,,,,,,,,,,,1.128114,,,,,,,,,,,,2af361d0-0ffb-4c65-a18a-f49a7f351fd8,1530,,"[63.0, 17.9]",266528,36,,,,0.46727735,,Right Foot,,,"[85.0, 29.0]",,Ground Pass,,24.641632,,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,Free Kick,1,From Free Kick,Papa Kouly Diop,6867.0,Left Defensive Midfield,72,Espanyol,214,['d09595c1-579b-4414-893a-bd58d9e27976'],20,,,,,,,,,,,,,,,,,Espanyol,214,00:36:20.402,Pass,,2016/2017
,,,,,,,,,,,,,,1.2114,,,,,,,,,,,,60c7e8f6-0f53-4145-8e11-e809df043d73,1535,,"[76.3, 29.9]",266528,36,,,,-2.987274,,Left Foot,,,"[67.3, 28.5]",,Ground Pass,,9.108238,,,,Javier Fuego Martínez,6751.0,,,,,,1,From Free Kick,Felipe Salvador Caicedo Corozo,7781.0,Right Center Forward,72,Espanyol,214,"['d6e07f2b-86d8-4428-adc3-7f0ca5844f61', 'd7fcdffc-8352-4a73-a7fd-1e79d86e80f2']",23,,,,,,,,,,,,,,,,,Espanyol,214,00:36:23.426,Pass,True,2016/2017
,,,,,,,,,,,,,,1.717338,,,,,,,,,,,,d088d62e-67bc-4f86-bfd0-813910f761c1,1538,,"[67.3, 28.5]",266528,36,,,,-0.96834123,,Right Foot,,,"[84.7, 3.2]",,High Pass,,30.705862,,,,José Manuel Jurado Marín,6870.0,,,,,,1,From Free Kick,Javier Fuego Martínez,6751.0,Right Defensive Midfield,72,Espanyol,214,['2ec81002-5c37-4ecd-af8d-2f4a99ccfbbf'],24,,,,,,,,,,,,,,,,,Espanyol,214,00:36:24.757,Pass,,2016/2017
,,,,,,,,,,,,,,0.944193,,,,,,,,,,,,1127f8f1-f5b1-4980-8aa8-46079d7533c5,1542,,"[82.3, 10.8]",266528,36,,,,1.8293401,,Right Foot,,,"[79.1, 22.9]",,Ground Pass,,12.515989,,,,Papa Kouly Diop,6867.0,,,,,,1,From Free Kick,José Manuel Jurado Marín,6870.0,Left Midfield,72,Espanyol,214,"['68911396-0094-428c-9a36-500183e6561a', 'e9cd4981-3c1d-4de0-b0a1-1f87ddc668ca']",30,,,,,,,,,,,,,,,,,Espanyol,214,00:36:30.602,Pass,True,2016/2017
,,,,,,,,,,,,,,2.276723,,,,,,,,,,,,b787f2c5-ae04-49cf-aff5-6061d2a92d60,1545,,"[91.7, 25.6]",266528,36,,,,1.1599962,40351d38-d32a-4b82-a4fb-1aa1a2405318,Right Foot,,,"[105.9, 58.2]",,High Pass,,35.558403,,,,Javier López Rodríguez,6791.0,True,,,,,1,From Free Kick,Papa Kouly Diop,6867.0,Left Defensive Midfield,72,Espanyol,214,['9049152a-90cf-4fce-8708-69e058a8262a'],33,,,,,,,,,,,,,,,,,Espanyol,214,00:36:33.425,Pass,,2016/2017
,,,,,,,,,,,,,,3.520697,,,,,,,,,,,,b9780dea-4380-44e0-8d2d-10551a57a0ad,1551,,"[6.0, 36.0]",266528,38,,,,-0.3345376,,Right Foot,,,"[64.4, 15.7]",,High Pass,,61.827583,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,73,Barcelona,217,"['11b40376-d0f1-4fa0-b04c-3e38ca51295f', 'e9dd04a9-3c40-435d-a801-f0aa8ca76a38']",0,,,,,,,,,,,,,,,,,Barcelona,217,00:38:00.930,Pass,,2016/2017
,,,,,,,,,,,,,,0.9522,,,,,,,,,,,,4ffe5f37-202e-4640-9ef4-0938f5549672,1555,,"[63.8, 0.1]",266528,38,,,,0.5224034,,,,,"[73.7, 5.8]",,Low Pass,,11.423659,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,74,Barcelona,217,['192642e4-a690-4d8f-85f1-d43b4cf36906'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:38:14.795,Pass,,2016/2017
,,,,,,,,,,,,,,0.3671,,,,,,,,,,,,558effe5-f153-4ad2-99d6-df45908295ef,1558,,"[73.7, 7.0]",266528,38,,,,2.9202783,,Right Foot,,,"[69.7, 7.9]",,Ground Pass,,4.1,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,74,Barcelona,217,"['42c1b776-91ff-4d81-b3ba-61854e95fdd1', '68c9869b-04ea-445a-afaa-638297792ac3', 'f5faf571-c1e1-4b0f-9caa-2541168f82f3']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:38:15.747,Pass,True,2016/2017
,,,,,,,,,,,,,,2.562519,,,,,,,,,,,,c4ffac6a-e7e9-4dae-9c10-b77d77235036,1564,,"[61.7, 23.4]",266528,38,,,,1.9874986,,Right Foot,,,"[50.9, 47.8]",,Low Pass,,26.683329,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Neymar da Silva Santos Junior,4320.0,Left Wing,74,Barcelona,217,"['551a659d-dc71-40cd-9b48-2ee71d76617f', 'b8a62767-0802-4a6d-80d8-32237d91b8de']",19,,,,,,,,,,,,,,,,,Barcelona,217,00:38:19.108,Pass,True,2016/2017
,,,,,,,,,,,,,,1.195563,,,,,,,,,,,,0025b763-d792-43ee-8f99-882df40a94fc,1567,,"[50.8, 47.5]",266528,38,,,,0.4677209,,Right Foot,,,"[70.4, 57.4]",,Ground Pass,,21.95837,,,,Denis Suárez Fernández,6609.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,74,Barcelona,217,['db04f17d-b1e9-4efe-84a5-73cc85a59825'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:38:21.845,Pass,,2016/2017
,,,,,,,,,,,,,,1.9911,,,,,,,,,,,,7a997176-89ec-4510-ab24-846679d63827,1570,,"[76.6, 72.6]",266528,38,,,,-2.176654,,Right Foot,,,"[65.1, 56.0]",,Ground Pass,,20.194305,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Right Center Midfield,74,Barcelona,217,['a49d2597-d795-4e96-802a-d2d8f8d44858'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:38:26.121,Pass,,2016/2017
,,,,,,,,,,,,,,2.835951,,,,,,,,,,,,de2c9950-4725-46f9-896c-7791861aef3c,1575,,"[46.8, 29.2]",266528,38,,,,-0.9190987,,Other,,,"[69.0, 0.1]",,Ground Pass,,36.60123,,Out,,,,,,,,Recovery,1,From Throw In,Gerard Moreno Balaguero,6766.0,Left Center Forward,74,Barcelona,217,,29,,,,,,,,,,,,,,,,,Espanyol,214,00:38:29.795,Pass,,2016/2017
,,,,,,,,,,,,,,1.107785,,,,,,,,,,,,8c1cf0a4-68fe-48be-9027-0ca9e77ac274,1576,,"[54.4, 80.0]",266528,38,True,,,-1.7454685,,,,,"[52.0, 66.4]",,Low Pass,,13.810142,,,,Denis Suárez Fernández,6609.0,,,,,Throw-in,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,75,Barcelona,217,['568cff26-7c40-471c-a404-961b9129dbe3'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:38:38.937,Pass,,2016/2017
,,,,,,,,,,,,,,1.258311,,,,,,,,,,,,4c2e5c69-00e2-41a7-82c3-fd46b8308285,1578,,"[53.3, 66.8]",266528,38,,,,-2.4686882,,Right Foot,,,"[40.0, 56.2]",,Ground Pass,,17.00735,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Denis Suárez Fernández,6609.0,Right Center Midfield,75,Barcelona,217,['f8ff3fa0-42ea-45dc-aa4a-23837dd3ea82'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:38:42.797,Pass,,2016/2017
,,,,,,,,,,,,,,2.322892,,,,,,,,,,,,9368dd00-d937-4269-86f7-844671c844c9,1581,,"[46.7, 47.0]",266528,38,,,,-1.7313735,,Right Foot,,,"[42.1, 18.6]",,Ground Pass,,28.770123,,,,Javier Alejandro Mascherano,5506.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,['c0545fb7-7929-4339-833e-0607bbfad3d5'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:38:51.635,Pass,,2016/2017
,,,,,,,,,,,,,,2.110278,,,,,,,,,,,,1a981ccf-b784-49c2-9264-c449319c6a90,1584,,"[40.2, 21.2]",266528,38,,,,1.6857883,,Right Foot,,,"[36.4, 54.1]",,Ground Pass,,33.118725,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,75,Barcelona,217,['1612ad2e-6227-4004-84a8-1a35935c025b'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:38:56.498,Pass,,2016/2017
,,,,,,,,,,,,,,2.648867,,,,,,,,,,,,e22e0cce-6632-432f-957e-2b2a4435632b,1587,,"[35.9, 55.5]",266528,38,,,,-2.7146564,,Right Foot,,,"[11.5, 44.4]",,Ground Pass,,26.806156,,,,Marc-André ter Stegen,20055.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,['ae709c87-c300-47ce-8081-4893e29a1e8c'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:38:59.057,Pass,,2016/2017
,,,,,,,,,,,,,,1.547431,,,,,,,,,,,,cb0d23a9-c0ea-4ba9-a6ed-398d18d688c9,1590,,"[8.1, 43.2]",266528,39,,,,1.2162851,,Left Foot,,,"[20.5, 76.7]",,Ground Pass,,35.721283,,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Marc-André ter Stegen,20055.0,Goalkeeper,75,Barcelona,217,['ff9a6d6d-8a5a-4f2d-ac71-217493123553'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:39:05.060,Pass,,2016/2017
,,,,,,,,,,,,,,0.9104,,,,,,,,,,,,8d8cf52f-05df-49d9-844e-aa0b62460d5e,1594,,"[22.1, 75.0]",266528,39,,,,0.43240777,,Right Foot,,,"[29.9, 78.6]",,Ground Pass,,8.5906925,,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,75,Barcelona,217,"['2cfa7a30-b4fc-41db-bc3e-d674b4592950', 'd4f763d3-396c-4439-85cc-0df5123218e2']",8,,,,,,,,,,,,,,,,,Barcelona,217,00:39:08.828,Pass,True,2016/2017
