ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.370832,,,,,,,,,,,,,0f3d1b5e-5dad-46bc-9b3d-7bce23cd25a5,1301,,"[87.7, 37.5]",3773526,28,,,,,-1.364805,,Left Foot,,,"[90.5, 24.1]",,Ground Pass,,13.689412,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,43,Barcelona,217,"['14af26f2-1222-4daf-8819-a5927fb303c8', 'd15d1d8d-3a1d-4c8e-b00e-4a9f72a536e2']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:02.630,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.010967,,,,,,,,,,,,,90013fdd-3213-43c3-b7db-33e6285c3a3e,1304,,"[92.7, 24.1]",3773526,28,,,,,-0.90975314,,Right Foot,,,"[103.2, 10.6]",,Ground Pass,,17.10263,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Throw In,Moriba Kourouma Kourouma,39073.0,Right Center Midfield,43,Barcelona,217,['d1028bc1-be93-4855-9dba-9025aad8c00b'],5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:05.013,Pass,,2020/2021
,,,,,,,,,,,,,,,0.916688,,,,,,,,,,,,,f7b6b3ca-c487-4df7-85aa-10a82510a06d,1307,,"[93.0, 12.1]",3773526,28,,,,,1.9604037,,Left Foot,,,"[86.8, 27.2]",,Ground Pass,,16.323296,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,43,Barcelona,217,['5befff51-797d-4c31-a1d2-b96766b1f146'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:09.519,Pass,,2020/2021
,,,,,,,,,,,,,,,1.883805,,,,,,,,,,,,,e3692c7e-4d41-4fc5-a7be-1914b868b1e6,1310,,"[87.1, 23.8]",3773526,28,,,,,-1.2113924,,Right Foot,,,"[93.6, 6.5]",,Ground Pass,,18.4808,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['cc96dc15-95e4-4ef2-86d1-1513e851c981'],11,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:11.732,Pass,,2020/2021
,,,,,,,,,,,,,,,1.343717,,,,,,,,,,,,,809c1b9b-9f87-4873-a8f3-9b0ffffeda76,1313,,"[94.5, 16.4]",3773526,28,,,,,2.9546134,,Right Foot,,,"[79.7, 19.2]",,Ground Pass,,15.062536,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,43,Barcelona,217,['5a9439f9-e0fe-4ee7-b9f0-9003effadad8'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:17.063,Pass,,2020/2021
,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,,32e30644-e34f-4c40-9047-869b7d310b77,1316,,"[79.7, 19.2]",3773526,28,,,,,1.5949851,,Left Foot,,,"[79.4, 31.6]",,Ground Pass,,12.403628,,,,Ricard Puig Martí,24841.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,['58f46d37-69e3-493d-9a2a-d6215a024705'],18,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:18.739,Pass,,2020/2021
,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,eb458a67-4f1e-4e67-b2d9-527fc6180a6f,1319,,"[80.0, 39.6]",3773526,28,,,,,1.1960503,,Right Foot,,,"[91.8, 69.6]",,Ground Pass,,32.237244,,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Ricard Puig Martí,24841.0,Left Center Midfield,43,Barcelona,217,['c7f81f7e-d64c-453d-bd68-611d40c79ced'],22,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:22.129,Pass,,2020/2021
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,f6e661cc-cc53-4767-82b1-ac8e59b5b486,1323,,"[84.3, 69.0]",3773526,28,,,,,-2.4310544,,Left Foot,,,"[71.4, 57.9]",,Ground Pass,,17.018225,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Back,43,Barcelona,217,"['49c12f4d-8c3e-4cba-b34f-5acb68e4cef9', 'aed5b8cc-4d96-4f53-9796-f7a4106ce528']",25,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:25.329,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.856411,,,,,,,,,,,,,e68da0bd-7c20-4519-80a2-0b2936b9fdf7,1326,,"[71.1, 52.9]",3773526,28,,,,,-0.9199961,,Right Foot,,,"[79.4, 42.0]",,Ground Pass,,13.700365,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Back,43,Barcelona,217,['5d40bfa5-b24c-40e7-9475-a935afd233fd'],27,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:27.984,Pass,,2020/2021
,,,,,,,,,,,,,,,1.198999,,,,,,,,,,,,,3ae669d6-0361-4aaa-bdfb-85e43527b908,1328,,"[79.4, 42.0]",3773526,28,,,,,3.048529,,Right Foot,,,"[71.9, 42.7]",,Ground Pass,,7.5325956,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['408f7c99-efa8-4cda-8d9a-a5977e5ebc5f'],28,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:28.840,Pass,,2020/2021
,,,,,,,,,,,,,,,2.036651,,,,,,,,,,,,,944d46d4-b780-42fb-a3e5-4d5b5413c715,1330,,"[71.9, 42.7]",3773526,28,,,,,-1.3812622,,Right Foot,,,"[76.6, 18.2]",,Ground Pass,,24.946743,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Back,43,Barcelona,217,['6540c8ab-fcd2-48fe-bfdc-04868e6f13f9'],30,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:30.039,Pass,,2020/2021
,,,,,,,,,,,,,,,1.448098,,,,,,,,,,,,,1be5345c-bb74-49e3-8631-6c59ca863a55,1332,,"[79.0, 18.2]",3773526,28,,,,,2.1791213,,Left Foot,,,"[67.3, 35.0]",,Ground Pass,,20.472664,,,,Frenkie de Jong,8118.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,['84d4b2a0-0d1a-436a-900e-d33c70b70953'],32,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:32.076,Pass,,2020/2021
,,,,,,,,,,,,,,,0.754453,,,,,,,,,,,,,c00ef70b-7fa4-40f6-8467-8a4a0d837682,1335,,"[71.1, 23.5]",3773526,28,,,,,-1.2732346,,Right Foot,,,"[73.4, 16.0]",,Ground Pass,,7.8447433,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Frenkie de Jong,8118.0,Right Center Back,43,Barcelona,217,['1e13986d-7549-4408-aaea-8763cefbfad8'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:35.546,Pass,,2020/2021
,,,,,,,,,,,,,,,1.057959,,,,,,,,,,,,,dee19198-dd89-4573-904c-de412b0ff92f,1338,,"[70.4, 15.5]",3773526,28,,,,,-0.80892324,,Right Foot,,,"[78.7, 6.8]",,Ground Pass,,12.024142,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,['84892a71-ba58-466c-840d-e46f2913db5c'],37,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:37.661,Pass,,2020/2021
,,,,,,,,,,,,,,,0.558913,,,,,,,,,,,,,42d591bc-0494-403a-886a-69222ea8bd6e,1341,,"[78.7, 6.8]",3773526,28,,,,,1.59936,,Right Foot,,,"[78.4, 17.3]",,Ground Pass,,10.504285,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Throw In,Héctor Junior Firpo Adames,17304.0,Left Back,43,Barcelona,217,['6b22df5f-55bc-40ed-a723-7ba2ead7ce21'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:40.059,Pass,,2020/2021
,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,fee527ac-5dca-4341-b1bc-f1e28e4c6205,1343,,"[78.4, 17.3]",3773526,28,,,,,-3.0500128,,Right Foot,,,"[68.6, 16.4]",,Ground Pass,,9.84124,,,,Clément Lenglet,6826.0,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,43,Barcelona,217,['fba775f3-4d5f-439d-8fd7-39c645c87286'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:40.618,Pass,,2020/2021
,,,,,,,,,,,,,,,1.158428,,,,,,,,,,,,,a77f3ea4-8c2f-4fe3-86b1-5951a4733ac5,1345,,"[68.6, 16.4]",3773526,28,,,,,1.6792797,,Left Foot,,,"[66.4, 36.6]",,Ground Pass,,20.319448,,,,Ricard Puig Martí,24841.0,,,,,,1,From Throw In,Clément Lenglet,6826.0,Left Center Back,43,Barcelona,217,['a4c919f1-504d-4a4a-86f7-ef6b8b5592c8'],41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:41.818,Pass,,2020/2021
,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,b1db02c8-f965-40b2-97cb-e6729b23278b,1348,,"[73.8, 42.4]",3773526,28,,,,,0.91655576,,Right Foot,,,"[94.2, 69.0]",,Ground Pass,,33.521935,,,,Óscar Mingueza García,43728.0,,,,,,1,From Throw In,Ricard Puig Martí,24841.0,Left Center Midfield,43,Barcelona,217,['4b92a297-cb3d-4174-bdaa-5451be2b7cee'],44,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:44.976,Pass,,2020/2021
,,,,,,,,,,,,,,,1.532035,,,,,,,,,,,,,736ced3e-7b81-475e-b242-4b915e1db40c,1351,,"[111.3, 62.8]",3773526,28,,,,,-1.6036128,,Right Foot,True,,"[110.0, 23.2]",,Low Pass,,39.621334,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,From Throw In,Óscar Mingueza García,43728.0,Right Back,43,Barcelona,217,['bafdcccd-129f-43cd-a67f-82c7dfb05651'],51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:51.186,Pass,,2020/2021
,,,,,,,,,,,,,,,0.78734,,,,,,,,,,,,,9e57aacc-3f11-4c69-930e-be0bb2380736,1354,,"[110.0, 28.8]",3773526,28,,,,,1.9243383,8cb6fc06-dd82-4961-8990-924ec5f0cfc4,Right Foot,,,"[106.9, 37.2]",True,Ground Pass,,8.95377,,,,Francisco António Machado Mota de Castro Trincão,22390.0,,,,,,1,From Throw In,Moriba Kourouma Kourouma,39073.0,Right Center Midfield,43,Barcelona,217,['8ba3cf8e-3691-44e7-84da-c15f6bf97dd3'],54,,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:54.099,Pass,,2020/2021
,,,,,,,,,,,,,,,1.109617,,,,,,,,,,,,,a46fe060-b060-4fb3-a743-8f7b753e7f00,1359,,"[61.0, 40.1]",3773526,30,,True,,,-0.13845275,,Right Foot,,,"[73.2, 38.4]",,Ground Pass,,12.317873,,,,Rodrigo Andrés Battaglia,10605.0,,,,,Kick Off,1,From Kick Off,Lucas Pérez Martínez,6732.0,Left Center Forward,45,Deportivo Alavés,206,['8ba1423a-f448-4b10-8ae0-7fe9e06a9157'],0,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:00.038,Pass,,2020/2021
,,,,,,,,,,,,,,,0.766273,,,,,,,,,,,,,1fa45b42-f1c8-4be5-a9cb-e8703d6911cd,1361,,"[47.0, 47.6]",3773526,30,,True,,,1.5313431,,Right Foot,,,"[47.6, 62.8]",,Ground Pass,,15.211838,,,,Martín Aguirregabiria Padilla,6618.0,,,,,,1,From Kick Off,Rodrigo Andrés Battaglia,10605.0,Right Center Midfield,45,Deportivo Alavés,206,['29d0bc54-f530-43ce-87f9-3b2e048adf96'],1,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:01.612,Pass,,2020/2021
,,,,,,,,,,,,,,,1.204496,,,,,,,,,,,,,a9cc30e9-e85d-438a-8467-48f60a95ed37,1363,,"[47.6, 62.8]",3773526,30,,,,,-1.4994888,,Right Foot,,,"[48.2, 54.4]",,Ground Pass,,8.421401,,,,Rodrigo Andrés Battaglia,10605.0,,,,,,1,From Kick Off,Martín Aguirregabiria Padilla,6618.0,Right Back,45,Deportivo Alavés,206,['b5a519ac-807b-4a85-b2e8-22d16b0ad5b8'],2,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:02.378,Pass,,2020/2021
,,,,,,,,,,,,,,,0.866653,,,,,,,,,,,,,8c138ba8-6361-4a32-993f-f293f09be0d3,1366,,"[48.2, 54.4]",3773526,30,,,,,-2.5696745,,Right Foot,,,"[39.5, 48.8]",,Ground Pass,,10.346497,,,,Alberto Rodríguez Baró,30419.0,,,,,,1,From Kick Off,Rodrigo Andrés Battaglia,10605.0,Right Center Midfield,45,Deportivo Alavés,206,['dd819ffd-5ea8-4386-aa61-eb3acfb41d23'],4,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:04.650,Pass,,2020/2021
,,,,,,,,,,,,,,,1.041887,,,,,,,,,,,,,da80ed2b-6d3f-4444-a324-05a42c659174,1369,,"[39.5, 48.8]",3773526,30,,,,,-1.2203652,,Right Foot,,,"[44.8, 34.3]",,Ground Pass,,15.438264,,,,Tomás Pina Isla,6622.0,,,,,,1,From Kick Off,Alberto Rodríguez Baró,30419.0,Right Center Back,45,Deportivo Alavés,206,['584a010f-76d7-437a-ad46-0669741ae4a6'],6,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:06.301,Pass,,2020/2021
,,,,,,,,,,,,,,,1.533203,,,,,,,,,,,,,f487dd04-9ee7-46b0-a7d5-8ceb3adf376e,1372,,"[44.8, 34.3]",3773526,30,,,,,-1.4659194,,Right Foot,,,"[47.6, 7.7]",,Ground Pass,,26.746962,,,,Rubén Duarte Sánchez,6612.0,,,,,,1,From Kick Off,Tomás Pina Isla,6622.0,Left Center Midfield,45,Deportivo Alavés,206,['57893cec-c4ea-4f1c-a1f4-9cb0ecada165'],8,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:08.209,Pass,,2020/2021
,,,,,,,,,,,,,,,1.620558,,,,,,,,,,,,,13b66f3d-8297-4e7b-9178-6f8d70c15691,1375,,"[47.6, 7.7]",3773526,30,,,,,2.649279,,Left Foot,,,"[25.6, 19.5]",,Ground Pass,,24.964775,,,,Florian Grégoire Claude Lejeune,3093.0,,,,,,1,From Kick Off,Rubén Duarte Sánchez,6612.0,Left Back,45,Deportivo Alavés,206,['63b087e4-e92c-4fb0-a48c-10450f7cced5'],9,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:09.782,Pass,,2020/2021
,,,,,,,,,,,,,,,2.724268,,,,,,,,,,,,,75027d9d-650b-4959-bc4d-c6f93d818cbb,1378,,"[29.6, 11.7]",3773526,30,,,,,0.053141408,,Left Foot,,,"[76.6, 14.2]",,High Pass,,47.06644,,Incomplete,,Lucas Pérez Martínez,6732.0,,,,,,1,From Kick Off,Florian Grégoire Claude Lejeune,3093.0,Left Center Back,45,Deportivo Alavés,206,"['dc3d8120-9ec4-4592-857b-0ced31634465', 'e38788b5-e11f-4c18-8ae2-92206f125aa1']",13,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:13.458,Pass,,2020/2021
,,,,,,,,,,,,,,,1.313462,,,,,,,,,,,,,dc3d8120-9ec4-4592-857b-0ced31634465,1380,,"[43.5, 65.9]",3773526,30,,,,,-0.45660546,,Head,,,"[54.9, 60.3]",,Low Pass,,12.701181,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,46,Barcelona,217,"['3937f6d7-6890-43bb-abd2-b48336bf63b8', '75027d9d-650b-4959-bc4d-c6f93d818cbb']",16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:16.182,Pass,,2020/2021
,,,,,,,,,,,,,,,1.959883,,,,,,,,,,,,,df3d82c5-9f7d-4fb5-8b6e-ae0ebc76baf3,1382,,"[54.9, 60.3]",3773526,30,,,,,-2.4224105,,Right Foot,,,"[34.8, 42.7]",,High Pass,,26.716475,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['ec47dd94-2975-4474-aac3-b1a2d8ed91a9'],17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:17.495,Pass,,2020/2021
,,,,,,,,,,,,,,,4.192838,,,,,,,,,,,,,e99db452-e0d6-4389-bac4-0751c7a4a6b5,1386,,"[37.0, 31.3]",3773526,30,,,,,-0.35762623,,Left Foot,,,"[84.9, 13.4]",,High Pass,,51.13531,,Incomplete,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,"['980cfcbe-6eaf-403a-a208-9728633cff72', 'd02d19e7-63d5-4363-95a3-466aebb5da27', 'e2cd7cf5-6d45-46fd-8aaa-1072e1258f53']",20,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:20.882,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.761356,,,,,,,,,,,,,e2cd7cf5-6d45-46fd-8aaa-1072e1258f53,1388,,"[35.2, 66.7]",3773526,30,,,,,-0.12184244,,Head,,,"[40.1, 66.1]",,Low Pass,,4.936598,,Incomplete,,Rodrigo Andrés Battaglia,10605.0,,,,,Interception,1,Regular Play,Martín Aguirregabiria Padilla,6618.0,Right Back,46,Barcelona,217,"['451b51e2-1e5f-4c84-8705-ebfa9deb4a5d', '97409c2b-127c-4715-bbce-edf1221a1255', 'e99db452-e0d6-4389-bac4-0751c7a4a6b5']",25,,,,,,,,,,,,,,,,,,,Deportivo Alavés,206,00:30:25.075,Pass,,2020/2021
,,,,,,,,,,,,,,,1.10405,,,,,,,,,,,,,451b51e2-1e5f-4c84-8705-ebfa9deb4a5d,1391,,"[80.0, 14.0]",3773526,30,,,,,2.9147937,,Left Foot,,,"[78.7, 14.3]",,Low Pass,,1.3341664,,,,Ricard Puig Martí,24841.0,,,,,Recovery,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,46,Barcelona,217,"['5d83cdab-0e5d-4830-9537-29df65ec1453', '7579dde6-b6d3-44fa-9117-0de8aaebfe89', 'e2cd7cf5-6d45-46fd-8aaa-1072e1258f53']",26,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:26.836,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.117344,,,,,,,,,,,,,ff9e0329-dc5a-41cd-9b41-5fc1582645cd,1394,,"[74.7, 7.8]",3773526,30,,,,,2.0771227,,Right Foot,,,"[68.6, 18.8]",,Ground Pass,,12.5781555,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,46,Barcelona,217,['6b4bf8e6-91b8-48a5-a2a9-620831e88782'],29,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:29.285,Pass,,2020/2021
,,,,,,,,,,,,,,,0.769879,,,,,,,,,,,,,7e0dbfb3-f427-439f-8283-68d42f07d443,1397,,"[68.6, 20.4]",3773526,30,,,,,1.3570088,,Right Foot,,,"[71.9, 35.6]",,Ground Pass,,15.554099,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['1e84b0c7-2fc2-4ead-b1ef-0dc38d749383'],31,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:31.781,Pass,,2020/2021
,,,,,,,,,,,,,,,2.4,,,,,,,,,,,,,d5b066c9-f008-42d1-8c6b-3740eb367b58,1400,,"[71.9, 35.6]",3773526,30,,,,,1.6605545,,Right Foot,,,"[69.2, 65.6]",,Ground Pass,,30.121256,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Moriba Kourouma Kourouma,39073.0,Right Center Midfield,46,Barcelona,217,['27be7725-4e15-47e7-8010-0f0d6d7ced0d'],33,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:33.390,Pass,,2020/2021
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,885aacc5-f954-4a92-9c97-89f5efc494d0,1403,,"[68.9, 64.6]",3773526,30,,,,,-1.8559972,,Left Foot,,,"[63.3, 45.5]",,Ground Pass,,19.90402,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,46,Barcelona,217,['1f20d337-dfae-42f9-9c39-3d96d8f57410'],35,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:35.917,Pass,,2020/2021
,,,,,,,,,,,,,,,0.611091,,,,,,,,,,,,,eaafdb5e-5e09-4c6d-a603-9afce8e9dd95,1406,,"[63.3, 45.5]",3773526,30,,,,,-1.5422326,,Right Foot,,,"[63.6, 35.0]",,Ground Pass,,10.504285,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,46,Barcelona,217,['d679eb59-22ef-4c54-a677-29ce69f34f21'],38,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:38.649,Pass,,2020/2021
,,,,,,,,,,,,,,,0.966021,,,,,,,,,,,,,0a0e31ee-6601-467a-a0c8-cb585de7ed73,1408,,"[64.5, 35.0]",3773526,30,,,,,2.4076953,,Right Foot,,,"[54.3, 44.2]",,Ground Pass,,13.736084,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,46,Barcelona,217,['90ce757b-6a68-4c00-a871-5f544ee3991b'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:39.261,Pass,,2020/2021
,,,,,,,,,,,,,,,0.050569,,,,,,,,,,,,,3f9fa969-533a-4fc0-b37f-9e9ad5bc5544,1412,,"[54.6, 43.9]",3773526,30,,,,,-0.34555557,,Right Foot,,,"[57.1, 43.0]",,Ground Pass,,2.657066,,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Back,46,Barcelona,217,"['8777ed0a-0085-4ca5-9ef3-36cd158bd214', 'e37e049c-d0ee-497b-9eb0-902f1e4d0639']",41,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:41.547,Pass,,2020/2021
,,,,,,,,,,,,,,,2.299301,,,,,,,,,,,,,dd98db93-74a1-4a3d-85eb-8c32f0ec038a,1415,,"[43.5, 26.9]",3773526,30,,,,,2.7002344,,Left Foot,,,"[18.1, 38.9]",,Ground Pass,,28.091991,,,,Marc-André ter Stegen,20055.0,,,,,Recovery,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['cfe2fbe6-637d-40c0-9f8e-e85cc20abb46'],43,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:43.586,Pass,,2020/2021
,,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,65e0a4b7-8632-479b-bc8b-54c761d389ab,1418,,"[18.1, 38.9]",3773526,30,,,,,-1.1380867,,Right Foot,,,"[27.8, 17.9]",,Ground Pass,,23.132013,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,46,Barcelona,217,['92f02173-132b-4dd9-9d08-f1f32d52d282'],47,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:47.206,Pass,,2020/2021
,,,,,,,,,,,,,,,1.092163,,,,,,,,,,,,,e7618bb9-a8ae-4bda-8ab8-4b29f82de099,1421,,"[30.1, 17.9]",3773526,30,,,,,-0.016041405,,Left Foot,,,"[48.8, 17.6]",,Ground Pass,,18.702406,,,,Ricard Puig Martí,24841.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,46,Barcelona,217,['bec82992-ce06-4a4b-a052-bc13b808a3e4'],50,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:50.086,Pass,,2020/2021
,,,,,,,,,,,,,,,0.633132,,,,,,,,,,,,,ae722d1c-11df-4b50-9b74-adff8b65c83a,1425,,"[49.1, 11.8]",3773526,30,,,,,-1.6041173,,Right Foot,,,"[48.8, 2.8]",,Ground Pass,,9.004998,,,,Héctor Junior Firpo Adames,17304.0,,,,,,1,Regular Play,Ricard Puig Martí,24841.0,Left Center Midfield,46,Barcelona,217,['4b548642-46d8-4e43-932f-342ea116050a'],52,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:52.905,Pass,,2020/2021
,,,,,,,,,,,,,,,0.930886,,,,,,,,,,,,,7c95c233-47a5-4d47-bfa5-a62e4fe4b47c,1428,,"[48.8, 17.3]",3773526,30,,,,,0.7040963,,Right Foot,,,"[56.1, 23.5]",,Ground Pass,,9.577578,,,,Antoine Griezmann,5487.0,,,,,,1,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Back,46,Barcelona,217,['fd594937-efb1-480f-9ef0-81c07058ba9c'],56,,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:56.597,Pass,,2020/2021
,,,,,,,,,,,,,,,2.830422,,,,,,,,,,,,,03b2e0c7-f8ed-438f-82cb-a1e8656ea3df,1433,,"[39.8, 25.7]",3773526,31,,,,,1.1977233,,Right Foot,,,"[57.1, 69.9]",,Low Pass,,47.46504,,,,Óscar Mingueza García,43728.0,,True,,,,1,Regular Play,Antoine Griezmann,5487.0,Left Wing,46,Barcelona,217,['f22ac2c5-61e5-4f0c-b5b9-235a5c5ef788'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:01.285,Pass,,2020/2021
,,,,,,,,,,,,,,,1.051755,,,,,,,,,,,,,75381b9d-91e8-403e-8930-5d4835506f15,1436,,"[67.6, 74.3]",3773526,31,,,,,-1.9465483,,Right Foot,,,"[63.3, 63.4]",,Ground Pass,,11.717508,,,,Moriba Kourouma Kourouma,39073.0,,,,,,1,Regular Play,Óscar Mingueza García,43728.0,Right Back,46,Barcelona,217,['124001cb-3b91-46d5-925c-65bc50b415bf'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:06.916,Pass,,2020/2021
