50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.9613,,,,,,,,,,,,f968bab9-767b-4973-a5cd-e18405ba324e,534,,"[84.4, 13.2]",69229,13,,,,,-2.2615871,,Left Foot,,,"[78.2, 5.7]",,Low Pass,,9.730879,,,,José Manuel Jiménez Ortiz,26436.0,,,,,,1,From Throw In,Adrián González Morales,6557.0,Center Attacking Midfield,27,Getafe,216,['daf4e183-e2b1-46c6-a107-9241f08c2acd'],24,,,,,,,,,,,,,,,,,Getafe,216,00:13:24.569,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.756349,,,,,,,,,,,,41e01449-f079-4782-9dfe-2582b36e385c,536,,"[78.2, 5.7]",69229,13,,,,,2.7979877,,Left Foot,,,"[67.3, 9.6]",,Low Pass,,11.576701,,,,Fabio Celestini,20321.0,,,,,,1,From Throw In,José Manuel Jiménez Ortiz,26436.0,Left Back,27,Getafe,216,['2a5b0eaf-3893-4d46-91ad-b8da0b9e69bd'],25,,,,,,,,,,,,,,,,,Getafe,216,00:13:25.531,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0012,,,,,,,,,,,,63706cbd-e22e-41ab-9ccb-9de82c83ea49,540,,"[68.9, 7.9]",69229,13,,,,,0.14941572,,Right Foot,,,"[78.2, 9.3]",,Low Pass,,9.404786,,,,Adrián González Morales,6557.0,,,,,,1,From Throw In,Fabio Celestini,20321.0,Left Defensive Midfield,27,Getafe,216,['d5abf1a8-ecd6-457a-b615-5a49d2de244e'],27,,,,,,,,,,,,,,,,,Getafe,216,00:13:27.150,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.67,,,,,,,,,,,,c2f217a0-f97c-448c-bae9-2a1c3b121431,543,,"[78.2, 9.3]",69229,13,,,,,-0.8809963,,Other,,,"[81.5, 5.3]",,Low Pass,,5.185557,,,,José Manuel Jiménez Ortiz,26436.0,,,,,,1,From Throw In,Adrián González Morales,6557.0,Center Attacking Midfield,27,Getafe,216,['1e8036f2-f327-4603-a4de-a0ea795063d8'],28,,,,,,,,,,,,,,,,,Getafe,216,00:13:28.162,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.2794,,,,,,,,,,,,99b6e338-2f4f-44f1-b9fe-6a45223657fd,545,,"[81.5, 5.3]",69229,13,,,,,1.5152978,,Left Foot,,,"[81.8, 10.7]",,High Pass,,5.408327,,Incomplete,,Juan Ángel Albín Leites,26425.0,,,,,,1,From Throw In,José Manuel Jiménez Ortiz,26436.0,Left Back,27,Getafe,216,"['9320c66f-490a-448f-abd4-162c4b09b083', 'c4993436-c097-4c3f-9ee7-c190ce03b098']",28,,,,,,,,,,,,,,,,,Getafe,216,00:13:28.832,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.24201,,,,,,,,,,,,06998329-51f2-4a33-b268-af3c74f0a68d,548,,"[88.6, 1.0]",69229,13,,,,,0.9261927,,,,,"[99.5, 15.5]",,High Pass,,18.14001,,,,Juan Ángel Albín Leites,26425.0,,,,,Throw-in,1,From Throw In,José Manuel Jiménez Ortiz,26436.0,Left Back,28,Getafe,216,['2b85f288-8cd1-4b7a-9c74-bfcca3b0b0fd'],34,,,,,,,,,,,,,,,,,Getafe,216,00:13:34.334,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2066,,,,,,,,,,,,100b0c15-937c-4a5d-ab1e-7a6ff4a4c22c,554,,"[28.1, 52.9]",69229,13,,,,,-1.66919,,Right Foot,,,"[25.8, 29.6]",,Ground Pass,,23.413244,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,28,Getafe,216,['83b2c341-65c2-4be2-9386-71beae2fd915'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:13:37.816,Pass,,2009/2010
,,,,,,,,,,,,,,,,5.333538,,,,,,,,,,,,5cb6ebcb-fac0-4b46-9eb8-1e6701994660,557,,"[36.6, 1.3]",69229,13,,,,,0.2758556,,Left Foot,,,"[106.9, 21.2]",,Low Pass,,73.0623,,Incomplete,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,1,From Throw In,Eric-Sylvain Bilal Abidal,20177.0,Left Back,28,Getafe,216,"['8ae599c7-2b58-42e6-b9b5-6a8ad1dac7f3', 'ba17ca5c-c60f-435a-8734-0f5b2c9d8aba']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:13:43.858,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.705327,,,,,,,,,,,,d6319923-c5d2-4cdf-a0fd-367dd27434ac,561,,"[16.1, 61.1]",69229,13,,,,,0.5623218,,Keeper Arm,,,"[42.6, 77.8]",,Low Pass,,31.323154,,,,David Cortés Caballero,25994.0,,,,,,1,From Throw In,Óscar Alfredo Ustari,26658.0,Goalkeeper,28,Getafe,216,['6083aa69-3ea3-46e2-8346-e9093cbcbc83'],50,,,,,,,,,,,,,,,,,Getafe,216,00:13:50.148,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.260631,,,,,,,,,,,,9e2268cd-f45e-41ec-9d5c-698ed68a6fe6,564,,"[51.4, 77.9]",69229,13,,,,,-2.0607536,,Left Foot,,,"[46.6, 68.9]",,Ground Pass,,10.2,,,,Fabio Celestini,20321.0,,,,,,1,From Throw In,David Cortés Caballero,25994.0,Right Back,28,Getafe,216,['bb7be02f-8c43-4ade-a269-f6d6b0006638'],53,,,,,,,,,,,,,,,,,Getafe,216,00:13:53.741,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1468,,,,,,,,,,,,865d4e40-246e-4d50-ba7b-a1f70911538f,567,,"[46.8, 70.5]",69229,13,,,,,2.226492,,Right Foot,,,"[40.8, 78.3]",,Ground Pass,,9.840732,,,,David Cortés Caballero,25994.0,,,,,,1,From Throw In,Fabio Celestini,20321.0,Left Defensive Midfield,28,Getafe,216,"['10784cc8-6f85-45d9-aaa0-68bfbd02712e', '19fe9ea5-c9cd-4fd5-8a72-7819ff80a546']",55,,,,,,,,,,,,,,,,,Getafe,216,00:13:55.002,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.865869,,,,,,,,,,,,cce36e39-b520-4ec5-9019-29086401685f,570,,"[41.6, 78.2]",69229,13,,,,,-2.1960862,,Right Foot,,,"[28.1, 59.5]",,Ground Pass,,23.063824,,,,Daniel Alberto Díaz,26496.0,,,,,,1,From Throw In,David Cortés Caballero,25994.0,Right Back,28,Getafe,216,"['01cb4519-a454-4c7e-9575-05d9341f26d4', '98f6f19f-aea8-48b5-8fdf-ca69c26364ce']",56,,,,,,,,,,,,,,,,,Getafe,216,00:13:56.149,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.301221,,,,,,,,,,,,f362a6af-2485-4139-8eb6-e98d2e1c6c43,573,,"[29.8, 57.4]",69229,13,,,,,-1.6056254,,Right Foot,,,"[28.8, 28.7]",,Ground Pass,,28.717417,,,,Rafael López Gómez,24614.0,,,,,,1,From Throw In,Daniel Alberto Díaz,26496.0,Right Center Back,28,Getafe,216,['1c6c7be3-1643-4943-92b1-aea289882b14'],59,,,,,,,,,,,,,,,,,Getafe,216,00:13:59.179,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.297082,,,,,,,,,,,,e153beb5-bd2f-4bab-b5d8-3cb8b4c915bd,576,,"[28.4, 25.9]",69229,14,,,,,-0.8169666,,Left Foot,,,"[51.4, 1.4]",,Low Pass,,33.604317,,Out,,José Manuel Jiménez Ortiz,26436.0,,,,,,1,From Throw In,Rafael López Gómez,24614.0,Left Center Back,28,Getafe,216,['4ed2ed54-6323-4e38-bd15-c07aab742625'],2,,,,,,,,,,,,,,,,,Getafe,216,00:14:02.081,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.655146,,,,,,,,,,,,c63522a0-6668-4232-9146-3fe5399bebcf,578,,"[73.9, 80.0]",69229,14,,True,,,-0.62090605,,,,,"[88.3, 69.7]",,High Pass,,17.70452,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Back,29,Barcelona,217,['efdc7932-1dae-49d5-a823-bb1e27c5426a'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:14:15.970,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.6457,,,,,,,,,,,,c4858a3c-4a27-4c28-9469-7c7f6f83bb71,585,,"[33.8, 8.1]",69229,14,,,,,1.4866581,,Left Foot,,,"[34.5, 16.4]",,Low Pass,,8.329466,,,,Adrián González Morales,6557.0,,,,,,1,Regular Play,José Manuel Jiménez Ortiz,26436.0,Left Back,30,Getafe,216,['5f7b6a32-72a1-45d6-8178-55f7dd057593'],21,,,,,,,,,,,,,,,,,Getafe,216,00:14:21.780,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.730917,,,,,,,,,,,,93a3f3fc-a9cf-4677-a09e-e8866cf35f83,588,,"[34.5, 15.5]",69229,14,,,,,2.2390857,,Right Foot,,,"[28.5, 23.1]",,Ground Pass,,9.682975,,,,Fabio Celestini,20321.0,,,,,,1,Regular Play,Adrián González Morales,6557.0,Center Attacking Midfield,30,Getafe,216,"['7478203a-1d4e-4d5d-b966-135ef1c0aff0', '7fc0b00f-782e-44ff-9001-4d075b3a6040']",23,,,,,,,,,,,,,,,,,Getafe,216,00:14:23.426,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.057558,,,,,,,,,,,,61f76d3a-2206-421a-a33c-29112a09dbe0,591,,"[28.5, 23.1]",69229,14,,,,,-1.9992021,,Right Foot,,,"[22.7, 10.4]",,Ground Pass,,13.961734,,,,Rafael López Gómez,24614.0,,,,,,1,Regular Play,Fabio Celestini,20321.0,Left Defensive Midfield,30,Getafe,216,['5fe0d2b9-2c7b-4e8f-83c1-0b61c14b41ff'],24,,,,,,,,,,,,,,,,,Getafe,216,00:14:24.176,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.2961,,,,,,,,,,,,45381073-b09d-4992-a977-376bb1c79de3,597,,"[36.7, 11.8]",69229,14,,,,,0.035699114,,Left Foot,,,"[73.1, 13.1]",,High Pass,,36.423206,,Incomplete,,Roberto Soldado Rillo,26009.0,,,,,Free Kick,1,From Free Kick,José Manuel Jiménez Ortiz,26436.0,Left Back,31,Getafe,216,"['784c7133-70c5-4924-95b9-fb395c72b4e3', 'd69b32c3-4429-4efd-b517-eced28829eb5']",45,,,,,,,,,,,,,,,,,Getafe,216,00:14:45.399,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.604121,,,,,,,,,,,,045fac12-6686-4da2-87a1-cb70d1fa4101,600,,"[64.3, 15.3]",69229,14,,,,,-1.0636978,,Left Foot,,,"[67.3, 9.9]",,Low Pass,,6.177378,,,,Juan Ángel Albín Leites,26425.0,,,,,Recovery,1,From Free Kick,Adrián González Morales,6557.0,Center Attacking Midfield,31,Getafe,216,['315e49ea-d4c8-4f9a-86ce-eff81a2d5a05'],49,,,,,,,,,,,,,,,,,Getafe,216,00:14:49.532,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.0984,,,,,,,,,,,,5d9c8714-83d3-4dc2-8146-32a0ccc175f2,603,,"[66.9, 15.0]",69229,14,,,,,2.4227626,,Left Foot,,,"[65.3, 16.4]",,Ground Pass,,2.1260293,,Incomplete,,,,,,,,,1,From Free Kick,Juan Ángel Albín Leites,26425.0,Left Wing,31,Getafe,216,['9a3886e4-4b0f-42cb-87af-030bffae93e2'],51,,,,,,,,,,,,,,,,,Getafe,216,00:14:51.814,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.995581,,,,,,,,,,,,5f0be0c8-f4f4-4049-b522-36bb9ff683eb,607,,"[56.5, 62.1]",69229,14,,,,,-1.7178746,,Right Foot,,,"[53.7, 43.2]",,Ground Pass,,19.106281,,Incomplete,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,31,Getafe,216,"['6509facc-d12b-401e-8e8f-dd6824af1f5b', 'd4b6213b-87af-4ef1-8a1d-b6ee78156ce8']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:14:54.427,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.770767,,,,,,,,,,,,69254dec-ad3d-4fd9-8d39-3479f0161dfb,612,,"[73.1, 34.6]",69229,14,,,,,-0.8519663,,Right Foot,,,"[80.8, 25.8]",,Low Pass,,11.69316,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Free Kick,Pedro León Sánchez Gil,6907.0,Right Wing,31,Getafe,216,"['44b7cd53-69e2-4eba-a6ce-a3bde3aad347', '55dd1edf-a9e1-4593-9b9f-fc8812869b41']",57,,,,,,,,,,,,,,,,,Getafe,216,00:14:57.726,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.5068,,,,,,,,,,,,e8133406-c0a1-4d77-aca3-2122e68715c9,615,,"[85.8, 25.4]",69229,14,,,,,1.5707964,,Right Foot,,,"[85.8, 32.7]",,Ground Pass,,7.3,,,,Adrián González Morales,6557.0,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Center Forward,31,Getafe,216,['3c0082bc-12bf-4bea-99d3-06f6619c1e68'],59,,,,,,,,,,,,,,,,,Getafe,216,00:14:59.700,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.5537,,,,,,,,,,,,bd180e4a-c923-4fcd-b326-282ef45fa958,618,,"[85.8, 32.7]",69229,15,,,,,-0.5123895,,Left Foot,,,"[92.2, 29.1]",,Low Pass,,7.343024,,,,Roberto Soldado Rillo,26009.0,,,,,,1,From Free Kick,Adrián González Morales,6557.0,Center Attacking Midfield,31,Getafe,216,['b10d206e-883c-445b-9233-e59ff8906ee5'],0,,,,,,,,,,,,,,,,,Getafe,216,00:15:00.281,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.872,,,,,,,,,,,,427c4f71-e0a3-439e-94f6-3c3c86dbf28e,621,,"[92.2, 29.1]",69229,15,,,,,1.2451547,,Left Foot,,,"[97.4, 44.5]",,High Pass,,16.25423,,Incomplete,,Adrián González Morales,6557.0,,,,,,1,From Free Kick,Roberto Soldado Rillo,26009.0,Center Forward,31,Getafe,216,"['5e2f117e-46d8-4776-b71d-bdf26beac60a', '9e7d9701-ed94-4554-8038-9f3c4cbcc66e']",0,,,,,,,,,,,,,,,,,Getafe,216,00:15:00.996,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.524599,,,,,,,,,,,,f1d6aca6-aab1-41c6-9d38-c353058c4cff,627,,"[31.3, 80.0]",69229,15,,,,,-0.31775856,,,,,"[61.4, 70.1]",,High Pass,,31.686275,,,,Zlatan Ibrahimović,3672.0,,,,,Throw-in,1,From Throw In,Carles Puyol i Saforcada,20125.0,Right Back,32,Barcelona,217,['49c850a8-c5ee-4d03-82d3-4952828841d7'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:15:21.918,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.167401,,,,,,,,,,,,2474b2cd-a943-44de-b0d8-0fb8fb504f89,631,,"[61.7, 70.1]",69229,15,,,,,-3.0227523,,Right Foot,,,"[55.0, 69.3]",,High Pass,,6.747592,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Zlatan Ibrahimović,3672.0,Center Forward,32,Barcelona,217,['f07e0e5d-e5ac-4e62-91ec-ae8717e5c994'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:15:24.924,Pass,,2009/2010
,,,,,,,,,,,,,,,,3.8669,,,,,,,,,,,,012bc82b-abc6-4d19-b1fa-e67145b3f649,634,,"[53.7, 66.4]",69229,15,,,,,-0.86012506,,Right Foot,,,"[71.0, 46.3]",,Low Pass,,26.519804,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,32,Barcelona,217,"['94d886c1-50f2-427a-bb81-ff8769a042d5', 'b429de0c-a6e9-4de4-9c3f-b183c8a2d058']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:15:26.452,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.091129,,,,,,,,,,,,94d886c1-50f2-427a-bb81-ff8769a042d5,636,,"[50.0, 34.7]",69229,15,,,,,2.9106975,,Right Foot,,,"[21.5, 41.4]",,Ground Pass,,29.276953,,,,Óscar Alfredo Ustari,26658.0,,,,,Recovery,1,Regular Play,Daniel Alberto Díaz,26496.0,Right Center Back,33,Getafe,216,"['012bc82b-abc6-4d19-b1fa-e67145b3f649', '743a2fd5-5947-4ac9-a48f-160406111904']",30,,,,,,,,,,,,,,,,,Getafe,216,00:15:30.319,Pass,,2009/2010
,,,,,,,,,,,,,,,,3.2711,,,,,,,,,,,,f49d2315-0917-47ef-ad76-cc95237f3488,639,,"[27.9, 40.6]",69229,15,,,,,-0.5948518,,Right Foot,,,"[71.5, 11.1]",,High Pass,,52.642284,,Unknown,,Pedro León Sánchez Gil,6907.0,,,,,,1,Regular Play,Óscar Alfredo Ustari,26658.0,Goalkeeper,33,Getafe,216,['105ee0f3-0748-412a-840c-a6420b466b60'],35,,,,,,,,,,,,,,,,,Getafe,216,00:15:35.920,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.439,,,,,,,,,,,,de4cde58-269b-403b-9fd1-a5d2373ed64c,643,,"[78.7, 10.0]",69229,16,,,,,0.80898726,,Right Foot,,,"[105.6, 38.2]",,High Pass,,38.972427,,Incomplete,,Daniel Parejo Muñoz,6595.0,,,,,Free Kick,1,From Free Kick,Pedro León Sánchez Gil,6907.0,Right Wing,34,Getafe,216,"['0930d3a7-7421-47fa-8478-742abd7fd843', 'bad5f34a-8537-4a51-950b-2111b45c04ef']",18,,,,,,,,,,,,,,,,,Getafe,216,00:16:18.115,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.2432,,,,,,,,,,,,f21dfb5c-5102-494a-87a3-31c41cdbad8a,655,,"[104.6, 8.5]",69229,16,,,,,0.30288488,,Right Foot,,,"[106.2, 9.0]",,Ground Pass,,1.6763054,,Incomplete,,José Manuel Jiménez Ortiz,26436.0,,,,,,1,From Free Kick,Pedro León Sánchez Gil,6907.0,Right Wing,34,Getafe,216,"['76bd9d26-871b-4602-bf15-16666ad44782', 'cc2ef955-c72e-4707-baad-4def1291ae65']",26,,,,,,,,,,,,,,,,,Getafe,216,00:16:26.609,Pass,,2009/2010
,,,,,,,,,,,,,,,,4.5084,,,,,,,,,,,,fca16efe-468b-46d6-9979-8f7c4b47b6f1,662,,"[6.7, 37.9]",69229,16,,,,,-0.7568345,,Keeper Arm,,,"[42.7, 3.9]",,Low Pass,,49.517673,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,1,From Keeper,Víctor Valdés Arribas,20176.0,Goalkeeper,36,Barcelona,217,['fe247b17-486e-43ab-b24e-7de39bf2f949'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:16:34.187,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.899096,,,,,,,,,,,,7a0d1cf4-6aca-487a-8da7-56a565256772,665,,"[49.3, 2.2]",69229,16,,,,,0.77722394,,Left Foot,,,"[67.8, 20.4]",,Ground Pass,,25.951685,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,37,Barcelona,217,['dd54a814-440e-4edf-8e0e-9a2b92a69de1'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:16:39.655,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.959508,,,,,,,,,,,,c1a8c35a-bc13-4096-b5c5-fb34e75a42bc,668,,"[82.5, 15.1]",69229,16,,,,,-1.4031539,,Left Foot,,,"[84.7, 2.1]",,Ground Pass,,13.18484,,,,Jeffren Isaac Suárez Bermúdez,26624.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,38,Barcelona,217,['549bcd51-50e4-4063-8000-07918953164f'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:16:42.929,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.641239,,,,,,,,,,,,72791071-0a23-4990-98f7-eb2072c70396,671,,"[83.4, 13.7]",69229,16,,,,,1.8360034,,Left Foot,,,"[81.2, 21.8]",,Ground Pass,,8.39345,,,,Seydou Kéita,20169.0,,,,,,1,Regular Play,Jeffren Isaac Suárez Bermúdez,26624.0,Left Wing,39,Barcelona,217,['b8271ce8-0e8e-4b59-9b04-b6859fb31cb7'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:16:50.450,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.201695,,,,,,,,,,,,3f4b6a51-1fe0-4762-bd7e-2b900cce1f76,674,,"[82.6, 23.7]",69229,16,,,,,2.1188753,,Left Foot,,,"[72.1, 40.9]",,Ground Pass,,20.151674,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Seydou Kéita,20169.0,Left Center Midfield,40,Barcelona,217,['af632bb1-6ab3-40a6-ad4f-2774f6c85d8b'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:16:53.091,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.2608,,,,,,,,,,,,4d956e53-d6bc-4a96-968b-dc29a64b86bc,677,,"[71.6, 47.0]",69229,16,,,,,0.48113853,,Right Foot,,,"[85.2, 54.1]",,Ground Pass,,15.341773,,,,Zlatan Ibrahimović,3672.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,41,Barcelona,217,['268211df-e6a7-4586-88da-e81f6255cb1d'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:16:55.585,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.4959,,,,,,,,,,,,d2b75bb4-20c8-4eba-b477-c159db84efa1,679,,"[85.2, 54.1]",69229,16,,,,,1.9554011,,Right Foot,,,"[80.1, 66.7]",,Ground Pass,,13.593013,,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,42,Barcelona,217,['1e741631-b404-446b-8876-942b1723779d'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:16:56.846,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.1314,,,,,,,,,,,,2c04f918-5ad1-420e-b838-6d6b573e230f,682,,"[79.0, 65.3]",69229,16,,,,,-2.5308666,,Left Foot,,,"[73.0, 61.1]",,Ground Pass,,7.3239336,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,43,Barcelona,217,['b70f325d-c312-46f7-9b9c-8c49d8371df4'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:16:59.284,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.45,,,,,,,,,,,,02e26cd0-63e9-407b-96bc-4f5dd8ade27e,685,,"[77.0, 63.5]",69229,17,,,,,0.6185782,,Right Foot,,,"[94.0, 75.6]",,Ground Pass,,20.86648,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,44,Barcelona,217,['d0d65a4a-1b75-461c-a410-b43cd292c630'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:17:01.909,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.248406,,,,,,,,,,,,f7932c50-df59-4c8d-a6fe-a37e3ce955f8,688,,"[90.3, 73.4]",69229,17,,,,,-2.6920285,,Right Foot,,,"[76.0, 66.5]",,Ground Pass,,15.877657,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,45,Barcelona,217,['3b435de7-9db5-474e-bce8-cbaa79cc2776'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:17:04.363,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.3873,,,,,,,,,,,,f6a0f26f-616f-4b8e-b3a6-b2e933f29a49,692,,"[76.6, 63.7]",69229,17,,,,,-2.058558,,Right Foot,,,"[65.3, 42.4]",,Ground Pass,,24.111822,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,46,Barcelona,217,['44017b24-f246-4a9b-8071-e88599872060'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:17:06.868,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.847125,,,,,,,,,,,,f3c7b816-e4eb-49d5-a52f-06bdcb6ee3a2,695,,"[65.3, 38.4]",69229,17,,,,,-1.9492238,,Right Foot,,,"[58.7, 21.8]",,Ground Pass,,17.86393,,,,Dmytro Chygrynskiy,18608.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,47,Barcelona,217,['2551f5c1-68bd-4499-93b9-08ce1ba631f8'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:17:09.290,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.336335,,,,,,,,,,,,c3686b51-4fc9-4374-9ff2-073b1e22acee,698,,"[71.0, 23.6]",69229,17,,,,,2.2903557,,Left Foot,,,"[62.5, 33.3]",,Ground Pass,,12.897286,,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,Regular Play,Dmytro Chygrynskiy,18608.0,Left Center Back,48,Barcelona,217,['242c6375-594b-4ba5-82dc-ab6094958d62'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:17:15.930,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.363266,,,,,,,,,,,,1967fe5d-2fa7-407a-9c48-43be088c0b7d,701,,"[55.3, 35.0]",69229,17,,,,,1.309353,,Right Foot,,,"[65.2, 72.0]",,High Pass,,38.301567,,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,49,Barcelona,217,['74590269-7393-4fc6-b5bf-af401aac65b6'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:17:18.697,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.0709,,,,,,,,,,,,211df98e-4b18-43ce-9ac8-896f92f93696,704,,"[63.8, 67.4]",69229,17,,,,,-1.364805,,Right Foot,,,"[65.2, 60.7]",,Ground Pass,,6.844706,,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,50,Barcelona,217,['1b4c60d4-320f-4cc5-ab27-bd51b33265a6'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:17:23.611,Pass,,2009/2010
