bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.098625,,,,,,,,,,,,,,ad5270cd-3718-428d-9361-f0d88161b690,1745,,"[59.5, 15.3]",16056,45,,,,-1.4510709,,Left Foot,,,,"[61.1, 2.0]",,Ground Pass,,13.395895,,,,,Héctor Junior Firpo Adames,17304.0,,,,,,,2,Regular Play,Giovani Lo Celso,3313.0,Center Attacking Midfield,105,Real Betis,218,"['174a385e-ef67-4a14-bd7b-58b189f3bb0d', '6848ede5-3c2f-4eee-9d86-4b76cd2ac342']",47,,,,,,,,,,,,,,,,,Real Betis,218,00:00:47.378,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.932223,,,,,,,,,,,,,,593909bc-2f76-4011-8bc5-c6fd40b65bfe,1747,,"[58.7, 5.8]",16056,45,,,,1.1725823,,Right Foot,,,,"[64.8, 20.3]",,Ground Pass,,15.730862,,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,Regular Play,Héctor Junior Firpo Adames,17304.0,Left Wing Back,106,Real Betis,218,['17f7b4a1-0815-4c87-849d-df6403a2e6ba'],48,,,,,,,,,,,,,,,,,Real Betis,218,00:00:48.476,Pass,,2018/2019
,,,,,,,,,,,,,,,0.978768,,,,,,,,,,,,,,c14e1312-2bde-432f-9b08-28064340b23c,1750,,"[82.5, 27.1]",16056,45,,,,-0.5435874,,Right Foot,,,,"[96.4, 18.7]",,Ground Pass,,16.240997,,,Incomplete,,Giovani Lo Celso,3313.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Center Forward,107,Real Betis,218,"['aaf2fd7e-47f3-402b-b31f-d71a054ac104', 'ebdce2fa-d01e-42b3-a1f6-2c7c035607f6']",52,,,,,,,,,,,,,,,,,Real Betis,218,00:00:52.884,Pass,,2018/2019
,,,,,,,,,,,,,,,0.98024,,,,,,,,,,,,,,65af2fa6-924f-47f3-bcd0-f855253c9929,1753,,"[17.8, 52.8]",16056,45,,,,-0.43948314,,Right Foot,,,,"[31.2, 46.5]",,Ground Pass,,14.807093,,,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,108,Barcelona,217,['82ede9c8-055c-45ae-aa99-5f18a92c9c3e'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:00:54.811,Pass,,2018/2019
,,,,,,,,,,,,,,,0.9049,,,,,,,,,,,,,,7deb6077-06b0-4a06-b2bd-dbb8a2f3b2f7,1757,,"[34.5, 46.7]",16056,45,,,,1.6027855,,Right Foot,,,,"[34.1, 59.2]",,Ground Pass,,12.506398,,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,108,Barcelona,217,['a30e2f80-3c45-4ead-baf6-c55fc647620e'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.240,Pass,,2018/2019
,,,,,,,,,,,,,,,1.555913,,,,,,,,,,,,,,1e87b338-01cb-4c38-96d0-d055c5c6b50e,1760,,"[34.3, 60.2]",16056,46,,,,0.52521354,,Right Foot,,,,"[62.6, 76.6]",,Ground Pass,,32.70856,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,108,Barcelona,217,['2df7b21d-6739-45f4-896d-604f4f90b2c5'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.241,Pass,,2018/2019
,,,,,,,,,,,,,,,0.951813,,,,,,,,,,,,,,962bc71b-8d2e-4e3c-93f9-56f88a78e26f,1763,,"[64.1, 76.4]",16056,46,,,,3.090542,,Right Foot,,,,"[50.4, 77.1]",,Ground Pass,,13.717872,,,,,Sergi Roberto Carnicer,6379.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,108,Barcelona,217,['54b0faa5-974c-485b-9b53-4a686fdc1375'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.861,Pass,,2018/2019
,,,,,,,,,,,,,,,0.880389,,,,,,,,,,,,,,3c63df23-e0ed-4f87-a8be-19c66b6f38bd,1766,,"[50.8, 75.1]",16056,46,,,,0.30587888,,Right Foot,,,,"[64.1, 79.3]",,Ground Pass,,13.947401,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,108,Barcelona,217,['4d390594-1b72-4d14-b261-43c6a8db0add'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.474,Pass,,2018/2019
,,,,,,,,,,,,,,,1.049743,,,,,,,,,,,,,,b8366338-a02b-4681-9b93-b9a7dd1c162e,1769,,"[62.0, 74.9]",16056,46,,,,-1.0746691,,Left Foot,,,,"[67.9, 64.0]",,Ground Pass,,12.394354,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,108,Barcelona,217,['e1763306-d4ec-458b-9663-4e9ef2e9f3b6'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.124,Pass,,2018/2019
,,,,,,,,,,,,,,,0.869685,,,,,,,,,,,,,,a288a084-149b-461c-adaf-227b33dd6680,1776,,"[85.4, 44.9]",16056,46,,,,-0.45120013,,Left Foot,,,,"[95.1, 40.2]",,Ground Pass,,10.778683,,,Incomplete,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,108,Barcelona,217,"['20b19b18-f01b-4529-89b9-ffe66ac4f8b3', '7c346d94-fb45-40ad-89c1-2bf2c3de10b5']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.233,Pass,,2018/2019
,,,,,,,,,,,,,,,1.312351,,,,,,,,,,,,,,309f8a82-7a2a-49e8-9201-e6620c197c7b,1781,,"[26.7, 39.9]",16056,46,,,,-0.6778014,,Left Foot,,,,"[42.6, 27.1]",,Ground Pass,,20.412006,,,,,William Silva de Carvalho,5214.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,109,Real Betis,218,"['ee8e671b-59eb-4f92-8e83-db704bb7eab3', 'ef9f978f-4a70-48a7-be90-41edcaafac7d']",15,,,,,,,,,,,,,,,,,Real Betis,218,00:01:15.693,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.936635,,,,,,,,,,,,,,91d722ab-d61b-44e4-8368-d391963b1b7c,1784,,"[44.8, 23.4]",16056,46,,,,0.61072594,,Right Foot,,,,"[53.8, 29.7]",,Ground Pass,,10.9859,,,,,Giovani Lo Celso,3313.0,,,,,,,2,Regular Play,William Silva de Carvalho,5214.0,Left Defensive Midfield,109,Real Betis,218,['a9678331-69ce-49d7-bfdd-1d2232ba12a7'],17,,,,,,,,,,,,,,,,,Real Betis,218,00:01:17.913,Pass,,2018/2019
,,,,,,,,,,,,,,,1.594759,,,,,,,,,,,,,,0e69ec4a-976c-4941-b860-789d01eee7cb,1788,,"[74.4, 11.6]",16056,46,,,,-0.7798734,,Left Foot,,,,"[83.5, 2.6]",,Ground Pass,,12.798828,,,,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,Regular Play,Giovani Lo Celso,3313.0,Center Attacking Midfield,109,Real Betis,218,['c2b29b1f-28a9-4f1e-aa05-a2f6019442d3'],22,,,,,,,,,,,,,,,,,Real Betis,218,00:01:22.679,Pass,,2018/2019
,,,,,,,,,,,,,,,0.735627,,,,,,,,,,,,,,4967402d-e550-442e-ab5a-65ea91c2b3db,1790,,"[83.5, 2.6]",16056,46,,,,3.0155046,,Right Foot,,,,"[76.4, 3.5]",,Ground Pass,,7.156815,,,,,Giovani Lo Celso,3313.0,,,,,,,2,Regular Play,Joaquín Sánchez Rodríguez,6651.0,Left Center Forward,109,Real Betis,218,['ecec286a-1671-42ff-9256-a7feba4a323c'],24,,,,,,,,,,,,,,,,,Real Betis,218,00:01:24.274,Pass,,2018/2019
,,,,,,,,,,,,,,,1.09775,,,,,,,,,,,,,,d3045cc7-05f3-407c-b48d-8ae62a8355a7,1793,,"[76.6, 4.8]",16056,46,,,,2.0603004,,Left Foot,,,,"[64.4, 27.7]",,Ground Pass,,25.947062,,,,,José Andrés Guardado Hernández,5563.0,,,,,,,2,Regular Play,Giovani Lo Celso,3313.0,Center Attacking Midfield,109,Real Betis,218,['24fa5672-a49b-4784-b63f-7154bdc6960d'],26,,,,,,,,,,,,,,,,,Real Betis,218,00:01:26.809,Pass,,2018/2019
,,,,,,,,,,,,,,,1.930329,,,,,,,,,,,,,,56db7d97-db4e-48f2-b806-4f57ca965d2c,1796,,"[66.3, 28.7]",16056,46,,,,1.7156088,,Left Foot,,,,"[62.8, 52.7]",,Ground Pass,,24.253866,,,,,Aïssa Mandi,6648.0,,,,,,,2,Regular Play,José Andrés Guardado Hernández,5563.0,Right Defensive Midfield,109,Real Betis,218,['586436bb-ef11-4ade-8562-4b3b58ee486b'],29,,,,,,,,,,,,,,,,,Real Betis,218,00:01:29.899,Pass,,2018/2019
,,,,,,,,,,,,,,,2.155897,,,,,,,,,,,,,,49675537-349e-4387-8e17-1bb9c80fec59,1799,,"[63.0, 53.0]",16056,46,,,,0.848728,,Left Foot,,,,"[82.2, 74.8]",,Ground Pass,,29.049612,,,,,Cristian Tello Herrera,6658.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,109,Real Betis,218,['c70ddd15-08b8-4201-9bb0-30f9fa4b67c7'],32,,,,,,,,,,,,,,,,,Real Betis,218,00:01:32.429,Pass,,2018/2019
,,,,,,,,,,,,,,,1.614298,,,,,,,,,,,,,,0127758d-3842-48ab-98be-5b49cdb08500,1802,,"[88.9, 74.0]",16056,46,,,,-3.0569737,,Right Foot,,,,"[66.5, 72.1]",,Ground Pass,,22.480436,,,,,Aïssa Mandi,6648.0,,,,,,,2,Regular Play,Cristian Tello Herrera,6658.0,Right Wing Back,109,Real Betis,218,['3165f96a-8261-4dec-9479-78031aa02a64'],37,,,,,,,,,,,,,,,,,Real Betis,218,00:01:37.077,Pass,,2018/2019
,,,,,,,,,,,,,,,1.323373,,,,,,,,,,,,,,08e7e25a-f0bf-46b3-9659-e1dc287828b7,1805,,"[67.3, 67.0]",16056,46,,,,-1.4438236,,Right Foot,,,,"[69.7, 48.2]",,Ground Pass,,18.952572,,,,,William Silva de Carvalho,5214.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,109,Real Betis,218,['7657d567-7b79-4a5d-b39e-115eecb11bce'],39,,,,,,,,,,,,,,,,,Real Betis,218,00:01:39.643,Pass,,2018/2019
,,,,,,,,,,,,,,,0.656842,,,,,,,,,,,,,,c390d285-4cf5-4c2e-8025-437068b73b89,1812,,"[48.4, 25.9]",16056,46,,,,2.3779302,,Right Foot,,,,"[43.7, 30.4]",,Ground Pass,,6.5069194,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,110,Barcelona,217,['22115c4b-fc51-4e6c-8178-f92a1f2a8040'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.744,Pass,,2018/2019
,,,,,,,,,,,,,,,0.857121,,,,,,,,,,,,,,eb5eb6d5-909b-44c3-8c83-0cdabbb552fe,1815,,"[43.9, 32.0]",16056,46,,,,0.54257935,,Right Foot,,,,"[57.5, 40.2]",,Ground Pass,,15.880806,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,110,Barcelona,217,['2f97d1fd-515e-4e03-a3a1-8cf4e51c22f0'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:01:44.599,Pass,,2018/2019
,,,,,,,,,,,,,,,1.168008,,,,,,,,,,,,,,da181993-8470-4495-a32d-9c7dcaa4308d,1818,,"[57.5, 39.6]",16056,46,,,,-1.0229328,,Left Foot,,,,"[64.7, 27.8]",,Ground Pass,,13.823169,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,110,Barcelona,217,['421602b4-e1cd-417b-9bf7-1d9ace8e4a82'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:01:45.543,Pass,,2018/2019
,,,,,,,,,,,,,,,1.246011,,,,,,,,,,,,,,46349955-c90b-448b-865f-85a811f7902c,1820,,"[68.7, 28.8]",16056,46,,,,1.0792328,,Right Foot,,,,"[80.8, 51.4]",,Ground Pass,,25.635326,,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,110,Barcelona,217,['4eba6495-b4ab-467b-bcb6-e918feb44a91'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:01:46.711,Pass,,2018/2019
,,,,,,,,,,,,,,,2.120911,,,,,,,,,,,,,,d18415dd-7cce-40d4-b781-bad1cf722068,1823,,"[91.2, 66.5]",16056,46,,,,-1.4115565,,Right Foot,,,,"[98.7, 19.8]",,High Pass,,47.298416,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,True,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,110,Barcelona,217,['8bd14bff-3614-4236-b048-c1ac37ef529a'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:01:50.419,Pass,,2018/2019
,,,,,,,,,,,,,,,1.367847,,,,,,,,,,,,,,9a8c3034-86ca-4c57-ad52-9760788a1fe9,1827,,"[86.3, 20.8]",16056,46,,,,2.3344588,,Left Foot,,,,"[81.8, 25.5]",,Ground Pass,,6.5069194,,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,110,Barcelona,217,['90686ef7-04e1-45a8-bf82-719b36efaaa8'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:01:57.639,Pass,,2018/2019
,,,,,,,,,,,,,,,2.918997,,,,,,,,,,,,,,c4a034b8-45f6-4a53-a463-15d0b2b8b5ad,1830,,"[83.4, 25.5]",16056,46,,,,-0.7100263,,Right Foot,,,,"[106.9, 5.3]",,Ground Pass,,30.988546,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,110,Barcelona,217,['5e023f5b-be00-4b3c-bc83-460fa555cd84'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:01:59.473,Pass,,2018/2019
,,,,,,,,,,,,,,,1.198317,,,,,,,,,,,,,,6f28f6aa-81b7-4d55-ab7f-54eb11abb6d5,1833,,"[108.7, 10.6]",16056,47,,,,2.3032405,,Left Foot,,,,"[95.3, 25.5]",,Ground Pass,,20.039211,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,110,Barcelona,217,['9cadf77f-09b6-4747-ae4c-44e6f80f35ca'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:02:05.891,Pass,,2018/2019
,,,,,,,,,,,,,,,1.090312,,,,,,,,,,,,,,b5a9075c-24db-4f44-8b26-2af093c3a86b,1837,,"[26.9, 54.6]",16056,47,,,,-2.4534476,,Other,,,,"[22.4, 50.9]",,Low Pass,,5.8258047,,,,,Aïssa Mandi,6648.0,,,,,,Recovery,2,Regular Play,Lorenzo Jesús Morón García,7910.0,Right Center Forward,111,Real Betis,218,['b43a86e7-e7ef-45da-9eb2-de5539380ea2'],7,,,,,,,,,,,,,,,,,Real Betis,218,00:02:07.465,Pass,,2018/2019
,,,,,,,,,,,,,,,1.114555,,,,,,,,,,,,,,16571d58-9e15-44a1-9fd6-0b7d8cbf3a4f,1840,,"[31.0, 52.5]",16056,47,,,,0.36717382,,Right Foot,,,,"[40.1, 56.0]",,Ground Pass,,9.749872,,,,,Lorenzo Jesús Morón García,7910.0,,,,,,,2,Regular Play,Aïssa Mandi,6648.0,Right Center Back,111,Real Betis,218,['f395f163-c59a-4bae-be8a-88a1dd096766'],10,,,,,,,,,,,,,,,,,Real Betis,218,00:02:10.246,Pass,,2018/2019
,,,,,,,,,,,,,,,0.999383,,,,,,,,,,,,,,fbec8834-fad2-403a-a753-62e5448c433d,1848,,"[82.0, 26.7]",16056,47,,,,3.0327804,,Right Foot,,,,"[70.1, 28.0]",,Ground Pass,,11.970798,,,,,Clément Lenglet,6826.0,,,,,,Recovery,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,112,Barcelona,217,"['353ce18f-20d8-4ef8-a240-cf3b55143e4a', 'af740bd2-e71a-4072-a0de-7b4b2d8bb6a8']",12,,,,,,,,,,,,,,,,,Barcelona,217,00:02:12.649,Pass,True,2018/2019
,,,,,,,,,,,,,,,1.146785,,,,,,,,,,,,,,b351d296-a468-4594-9b29-095654a1cced,1851,,"[66.9, 30.0]",16056,47,,,,-1.5409545,,Right Foot,,,,"[67.3, 16.6]",,Ground Pass,,13.405969,,,,,Jordi Alba Ramos,5211.0,,,,,,,2,Regular Play,Clément Lenglet,6826.0,Left Center Back,112,Barcelona,217,['2e43c17a-e0f1-4920-981c-73114b3ad73c'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:02:15.207,Pass,,2018/2019
,,,,,,,,,,,,,,,1.342977,,,,,,,,,,,,,,1fe3e349-b375-4e83-bd9c-44a909701684,1854,,"[68.5, 17.7]",16056,47,,,,-0.7910478,,Left Foot,,,,"[77.3, 8.8]",,Ground Pass,,12.515989,,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,112,Barcelona,217,['e15c4582-8f5f-4a39-9875-03e7b498d56f'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:02:17.266,Pass,,2018/2019
,,,,,,,,,,,,,,,0.857539,,,,,,,,,,,,,,bf49e913-bb73-41b8-920e-3bd9712c7c0f,1857,,"[79.2, 13.3]",16056,47,,,,1.2838576,,Right Foot,,,,"[82.8, 25.5]",,Ground Pass,,12.720063,,,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,112,Barcelona,217,['a7355e0d-d388-4651-af1b-40bd88daf555'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:02:22.256,Pass,,2018/2019
,,,,,,,,,,,,,,,0.632292,,,,,,,,,,,,,,5d8d648a-c1f7-4e63-8de0-836717e01ae6,1861,,"[93.2, 20.6]",16056,47,,,,1.0329608,,Left Foot,,,,"[96.6, 26.3]",,Ground Pass,,6.6370173,,,,,Malcom Filipe Silva de Oliveira,3109.0,,,,,,,2,Regular Play,Arturo Erasmo Vidal Pardo,8206.0,Left Center Midfield,112,Barcelona,217,['eb58b7d4-074b-4192-9cc1-3f34f9f10982'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:02:25.573,Pass,,2018/2019
,,,,,,,,,,,,,,,1.420137,,,,,,,,,,,,,,4d4a73ed-61ad-4705-8f3d-b59805d5d08d,1865,,"[90.4, 28.8]",16056,47,,,,2.5093482,,Left Foot,,,,"[81.8, 35.1]",,Ground Pass,,10.660675,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Malcom Filipe Silva de Oliveira,3109.0,Left Wing,112,Barcelona,217,['2827876c-8464-481a-aba9-6143f4817a1b'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:02:28.297,Pass,,2018/2019
,,,,,,,,,,,,,,,1.061216,,,,,,,,,,,,,,c1005733-e561-41fb-8b0e-e020f81fd65f,1868,,"[81.8, 37.9]",16056,47,,,,0.80622846,436c9edd-b84b-4cb5-9661-d611535fc872,Right Foot,,,,"[91.2, 47.7]",,Ground Pass,,13.579396,,,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,112,Barcelona,217,['1c057c84-f635-4584-b034-3fb3f1b6b33d'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.936,Pass,,2018/2019
,,,,,,,,,,,,,,,1.357922,,,,,,,,,,,,,,aced995f-39c4-4e5b-ad0c-89247597e446,1874,,"[6.0, 44.0]",16056,47,True,,,0.9636656,,Right Foot,,,,"[15.1, 57.1]",,Ground Pass,,15.950548,,,,,Marc Bartra Aregall,7068.0,,,,,,Goal Kick,2,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,113,Real Betis,218,['0cdbf5aa-37eb-4e2b-af72-346082b9fe39'],52,,,,,,,,,,,,,,,,,Real Betis,218,00:02:52.515,Pass,,2018/2019
,,,,,,,,,,,,,,,0.857777,,,,,,,,,,,,,,cdc1922c-437b-4e5f-9e41-fd5177c85ea5,1876,,"[12.0, 58.5]",16056,47,True,,,-1.9994178,,Right Foot,,,,"[5.1, 43.4]",,Ground Pass,,16.601807,,,,,Pau López Sabata,6792.0,,,,,,,2,From Goal Kick,Marc Bartra Aregall,7068.0,Center Back,113,Real Betis,218,['0dfeb2b6-fcd4-4cb0-975f-16b223a89ad8'],55,,,,,,,,,,,,,,,,,Real Betis,218,00:02:55.185,Pass,,2018/2019
,,,,,,,,,,,,,,,1.09875,,,,,,,,,,,,,,5d309505-6052-449a-9cfc-752b901c2b5b,1879,,"[6.3, 43.0]",16056,47,,,,0.45592576,,Left Foot,,,,"[16.7, 48.1]",,Ground Pass,,11.583178,,,,,José Andrés Guardado Hernández,5563.0,,,,,,,2,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,113,Real Betis,218,"['c82fdaf9-035d-43ea-9e54-40bdd11e0675', 'e6c3a1ad-91c4-4bb9-bd76-69992db55f22']",56,,,,,,,,,,,,,,,,,Real Betis,218,00:02:56.712,Pass,True,2018/2019
,,,,,,,,,,,,,,,2.579642,,,,,,,,,,,,,,0489771a-443a-48f6-a9ad-9d03a316ef85,1881,,"[16.9, 48.1]",16056,47,,,,-1.5096482,,Left Foot,,,,"[18.7, 18.7]",,Low Pass,,29.455051,,,Incomplete,,,,,,,,,,2,From Goal Kick,José Andrés Guardado Hernández,5563.0,Right Defensive Midfield,113,Real Betis,218,['6f77a801-c954-44ff-8a5c-81bf4ea374f8'],57,,,,,,,,,,,,,,,,,Real Betis,218,00:02:57.810,Pass,,2018/2019
,,,,,,,,,,,,,,,3.343269,,,,,,,,,,,,,,718d4805-ccd9-49d6-b40a-8f8881f2634c,1887,,"[113.4, 79.1]",16056,48,,,,-1.472896,,Left Foot,True,,,"[120.0, 11.9]",,High Pass,,67.52333,,,Out,,,,,,True,,,Free Kick,2,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,114,Barcelona,217,,52,,,,,,,,,,,,,,,,,Barcelona,217,00:03:52.796,Pass,,2018/2019
,,,,,,,,,,,,,,,0.447357,,,,,,,,,,,,,,5d388945-a451-455e-8b21-eab2ff0762b6,1888,,"[6.0, 44.0]",16056,49,True,,,1.056345,,Right Foot,,,,"[11.2, 53.2]",,Ground Pass,,10.567876,,,,,Aïssa Mandi,6648.0,,,,,,Goal Kick,2,From Goal Kick,Pau López Sabata,6792.0,Goalkeeper,115,Real Betis,218,['d0bad954-d048-4f6d-8011-84958a949e76'],14,,,,,,,,,,,,,,,,,Real Betis,218,00:04:14.615,Pass,,2018/2019
,,,,,,,,,,,,,,,4.286258,,,,,,,,,,,,,,6c350c1f-73d7-47cc-a549-cb4d2dcb4f09,1890,,"[11.6, 59.3]",16056,49,,,,0.15853761,,Right Foot,,,,"[77.9, 69.9]",,Low Pass,,67.14201,,,,,Lorenzo Jesús Morón García,7910.0,,,,,,,2,From Goal Kick,Aïssa Mandi,6648.0,Right Center Back,115,Real Betis,218,['30d2e681-89f3-4472-8831-561c9dce7eee'],15,,,,,,,,,,,,,,,,,Real Betis,218,00:04:15.400,Pass,,2018/2019
,,,,,,,,,,,,,,,0.209628,,,,,,,,,,,,,,deb2af6d-5901-47ee-9f3b-451b35e62463,1895,,"[94.8, 60.9]",16056,49,,,,-1.5707964,,Right Foot,,,,"[94.8, 59.7]",,Ground Pass,,1.2,,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,From Goal Kick,Lorenzo Jesús Morón García,7910.0,Right Center Forward,115,Real Betis,218,"['0cb84166-d71d-4703-aa2e-a2da612f0115', '14d57ff8-feeb-46f0-84d5-80d91b01d048', '66a5eaa6-78be-409d-89cc-440295f3cc32']",23,,,,,,,,,,,,,,,,,Real Betis,218,00:04:23.214,Pass,True,2018/2019
,,,,,,,,,,,,,,,0.72217,,,,,,,,,,,,,,5d0ef389-c182-4298-b31d-70d0943f1570,1906,,"[112.9, 57.9]",16056,49,,,,-1.3635864,,Right Foot,True,,,"[116.6, 40.3]",,Ground Pass,,17.984716,,,Incomplete,,Joaquín Sánchez Rodríguez,6651.0,,,,,,,2,From Goal Kick,Cristian Tello Herrera,6658.0,Right Wing Back,115,Real Betis,218,"['a6d8fbb2-d0a8-4bec-a1a8-0d0cdafe72e9', 'ec13089c-e242-435e-97e0-b462e70f1cb0']",27,,,,,,,,,,,,,,,,,Real Betis,218,00:04:27.133,Pass,,2018/2019
,,,,,,,,,,,,,,,1.707145,,,,,,,,,,,,,,2b3f471f-2bbe-4225-a29d-1192154d3faf,1910,,"[5.6, 42.4]",16056,49,,,,0.648332,,Keeper Arm,,,,"[18.8, 52.4]",,Ground Pass,,16.560194,,,,,Ivan Rakitić,5470.0,,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,116,Barcelona,217,['ee9ece4d-8fae-43e7-a7e2-d690c89aa3ae'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:04:29.965,Pass,,2018/2019
,,,,,,,,,,,,,,,1.808813,,,,,,,,,,,,,,926d36eb-5d55-4587-b988-7a1bde1470b4,1913,,"[45.3, 58.6]",16056,49,,,,0.85371274,,Right Foot,,,,"[63.0, 78.9]",,Ground Pass,,26.93288,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,116,Barcelona,217,['8e2fa630-7225-4153-99eb-cd196c715229'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:04:36.358,Pass,,2018/2019
