bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.290245,,,,,,,,,,,,,,,4bb9ecb3-8a4b-42c0-99da-87ed4a551cf6,3314,,,"[93.1, 22.4]",3773372,74,,,,2.0242662,,Right Foot,,,"[85.4, 38.2]",Ground Pass,,17.576405,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,From Free Kick,Frenkie de Jong,8118.0,Right Center Midfield,191,Barcelona,217,['9634761a-0dfd-436b-b10f-bb9920f5f9d9'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:31.104,Pass,,2020/2021
,,,,,,,,,,,,,,,1.836189,,,,,,,,,,,,,,,2fee3b27-1cf5-4efb-b5fc-bc8769f8248c,3316,,,"[85.6, 38.2]",3773372,74,,,,-1.5238695,,Right Foot,,,"[87.3, 2.0]",Ground Pass,,36.239895,,Out,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,191,Barcelona,217,['de3315e4-b8b5-4ca8-9d1c-5a3b0735a185'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:29:32.394,Pass,,2020/2021
,,,,,,,,,,,,,,,2.628792,,,,,,,,,,,,,,,8a297bb4-1b04-4103-8ee3-c5ffac465379,3320,,,"[43.7, 80.0]",3773372,75,,,,-0.14959857,,,,,"[78.2, 74.8]",High Pass,,34.889683,,Incomplete,,João Félix Sequeira,12041.0,,,,,Throw-in,2,From Throw In,Kieran Trippier,3308.0,Right Wing Back,192,Atlético Madrid,212,"['7676042a-c8e9-4802-ba2f-ff87490e48cc', 'add1d013-0bf1-4f7b-a7fa-15849ebe3b2a']",17,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:30:17.153,Pass,,2020/2021
,,,,,,,,,,,,,,,0.455744,,,,,,,,,,,,,,,6fe0dc17-6e8c-48b3-a2e9-71c51286c977,3328,,,"[41.9, 18.4]",3773372,75,,,,-1.4986327,,Right Foot,,,"[43.1, 1.8]",Low Pass,,16.643316,,Out,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Center Back,192,Atlético Madrid,212,"['002a7a8f-9a9b-4505-b592-61b15ab6e276', 'b10073fa-14f9-40c9-b082-89e5a62a4cf1']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:30:21.981,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.665332,,,,,,,,,,,,,,,f2101924-85b9-4f02-a4a3-45c6ea64cfac,3329,,,"[84.5, 80.0]",3773372,75,,,,-0.5869717,,,,,"[106.9, 65.1]",High Pass,,26.902973,,,,Luis Alberto Suárez Díaz,5246.0,,,,,Throw-in,2,From Throw In,Kieran Trippier,3308.0,Right Wing Back,193,Atlético Madrid,212,['8e9ddc03-acb6-4a38-ad3b-9694e8b79e22'],53,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:30:53.883,Pass,,2020/2021
,,,,,,,,,,,,,,,0.935389,,,,,,,,,,,,,,,a223824f-f0ad-4394-8f10-1f79f1f7a68a,3333,,,"[104.8, 63.7]",3773372,75,,,,2.923942,,Right Foot,,,"[94.4, 66.0]",High Pass,,10.651291,,,,João Félix Sequeira,12041.0,,,,,,2,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,193,Atlético Madrid,212,['cd8f8932-054f-4e3f-afb2-31127e1992a1'],55,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:30:55.845,Pass,,2020/2021
,,,,,,,,,,,,,,,1.121302,,,,,,,,,,,,,,,cbe2d465-a1a1-40dc-8f74-4ea17e36a7e4,3336,,,"[95.5, 63.7]",3773372,75,,,,-2.087027,,Right Foot,,,"[89.2, 52.6]",Ground Pass,,12.763228,,,,Geoffrey Kondogbia,6589.0,,,,,,2,From Throw In,João Félix Sequeira,12041.0,Left Wing,193,Atlético Madrid,212,['7eade12c-8753-43fe-9263-0251e66c9397'],57,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:30:57.117,Pass,,2020/2021
,,,,,,,,,,,,,,,2.107813,,,,,,,,,,,,,,,c61f5945-f027-49ed-a9bb-b8be1728a410,3339,,,"[89.5, 43.8]",3773372,76,,,,-2.0665615,,Left Foot,,,"[78.9, 24.2]",Ground Pass,,22.282728,,,,Mario Hermoso Canseco,6790.0,,,,,,2,From Throw In,Geoffrey Kondogbia,6589.0,Right Wing,193,Atlético Madrid,212,['0fa0ae73-e355-4e90-be1e-c8d1f9633c77'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:00.617,Pass,,2020/2021
,,,,,,,,,,,,,,,1.467462,,,,,,,,,,,,,,,50b69dff-270f-4349-9a3c-356415d0609e,3342,,,"[74.4, 18.2]",3773372,76,,,,-0.64689666,,Left Foot,,,"[93.2, 4.0]",Ground Pass,,23.560135,,,,Yannick Ferreira Carrasco,5633.0,,,,,,2,From Throw In,Mario Hermoso Canseco,6790.0,Left Center Back,193,Atlético Madrid,212,['ad8f8ca4-93d2-4517-98e3-07f63a295b45'],3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:03.058,Pass,,2020/2021
,,,,,,,,,,,,,,,2.924024,,,,,,,,,,,,,,,624df989-6b70-4e2d-950e-2a434f5cdcda,3345,,,"[104.5, 3.8]",3773372,76,,,,2.461591,,Right Foot,,,"[76.8, 26.2]",Ground Pass,,35.62373,,,,Geoffrey Kondogbia,6589.0,,,,,,2,From Throw In,Yannick Ferreira Carrasco,5633.0,Left Wing Back,193,Atlético Madrid,212,['ec1d7cf0-a8eb-4d7f-98e6-0f9f98f2d5af'],8,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:08.505,Pass,,2020/2021
,,,,,,,,,,,,,,,0.513389,,,,,,,,,,,,,,,4ef3d459-410a-4571-8b3c-aa2c4040185b,3347,,,"[74.4, 27.2]",3773372,76,,,,1.8094057,,Left Foot,,,"[73.5, 30.9]",Ground Pass,,3.8078866,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,From Throw In,Geoffrey Kondogbia,6589.0,Right Wing,193,Atlético Madrid,212,['0516ea32-0bb0-4396-9887-ec3e029bcf07'],11,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:11.429,Pass,,2020/2021
,,,,,,,,,,,,,,,1.478657,,,,,,,,,,,,,,,df10d244-7ba1-479c-893b-0e6e95c05449,3350,,,"[73.5, 29.4]",3773372,76,,,,-2.3082607,,Right Foot,,,"[60.6, 15.2]",Ground Pass,,19.18463,,,,Mario Hermoso Canseco,6790.0,,,,,,2,From Throw In,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,193,Atlético Madrid,212,['e223ec17-a899-4305-ab5e-6fb4d770304e'],12,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:12.320,Pass,,2020/2021
,,,,,,,,,,,,,,,1.434813,,,,,,,,,,,,,,,a1967a53-df9c-4566-a9c1-b19a84bcfe3b,3353,,,"[60.4, 12.6]",3773372,76,,,,-0.47847354,,Left Foot,,,"[84.5, 0.1]",Ground Pass,,27.14885,,,,Yannick Ferreira Carrasco,5633.0,,,,,,2,From Throw In,Mario Hermoso Canseco,6790.0,Left Center Back,193,Atlético Madrid,212,['6a2ebb06-793a-43cb-877b-ac50df984895'],15,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:31:15.119,Pass,,2020/2021
,,,,,,,,,,,,,,,1.378452,,,,,,,,,,,,,,,c32e2e27-8999-46d1-8207-47408a6000af,3364,,,"[2.9, 71.2]",3773372,76,,,,-1.4732805,,Right Foot,,,"[5.6, 43.6]",Ground Pass,,27.73175,,,,Marc-André ter Stegen,20055.0,,,,,Free Kick,2,From Free Kick,Ronald Federico Araújo da Silva,32480.0,Right Back,195,Barcelona,217,['afd15737-a72e-4a38-adb9-5427b7eb689b'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:39.944,Pass,,2020/2021
,,,,,,,,,,,,,,,1.231016,,,,,,,,,,,,,,,04461eb7-cf69-4977-a194-422df539891a,3367,,,"[9.3, 42.7]",3773372,76,,,,-0.635453,,Right Foot,,,"[25.3, 30.9]",Ground Pass,,19.880644,,,,Frenkie de Jong,8118.0,,,,,,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,195,Barcelona,217,['5703a828-0280-4a0a-a8af-19bc100f57e3'],42,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:42.685,Pass,,2020/2021
,,,,,,,,,,,,,,,1.157991,,,,,,,,,,,,,,,095af2f7-195c-4f39-96c3-f496c314bf4c,3370,,,"[64.4, 26.6]",3773372,76,,,,-1.0330795,,Right Foot,,,"[77.4, 4.8]",Ground Pass,,25.381884,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,195,Barcelona,217,['32335451-12b9-488e-bbeb-7125e0a75868'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:52.650,Pass,,2020/2021
,,,,,,,,,,,,,,,0.462594,,,,,,,,,,,,,,,ebd07e4c-b1af-4b1c-8d58-0322b1803316,3373,,,"[78.9, 5.3]",3773372,76,,,,1.2245108,,Left Foot,,,"[82.4, 15.0]",Ground Pass,,10.312129,,,,Antoine Griezmann,5487.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,195,Barcelona,217,['d2f965fc-10ae-4145-87a1-1b70232c62fd'],53,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:53.876,Pass,,2020/2021
,,,,,,,,,,,,,,,0.47238,,,,,,,,,,,,,,,7edc2569-2e0d-421e-b9b0-d9e4f0b1c4da,3376,,,"[82.6, 15.2]",3773372,76,,,,-1.9809237,,Left Foot,,,"[80.6, 10.6]",Ground Pass,,5.0159745,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Wing,195,Barcelona,217,['b5102a7d-ef68-4d07-aeba-13971086e61b'],54,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:54.764,Pass,,2020/2021
,,,,,,,,,,,,,,,0.956489,,,,,,,,,,,,,,,a9de71ae-8da2-4842-98c7-63299f4cfc52,3380,,,"[80.8, 11.1]",3773372,76,,,,2.929861,,Left Foot,,,"[70.1, 13.4]",Ground Pass,,10.944405,,,,Frenkie de Jong,8118.0,,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,195,Barcelona,217,"['55e882ee-9444-4abe-99c6-e49951f80846', 'ca210b8d-875e-45e7-ab7c-3d92fb247c31']",55,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:55.811,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.0215,,,,,,,,,,,,,,,6c47fac9-9d44-4efc-b197-cd30f63783a6,3383,,,"[69.9, 18.0]",3773372,76,,,,1.4297636,,Right Foot,,,"[72.2, 34.2]",Ground Pass,,16.362457,,,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Frenkie de Jong,8118.0,Left Center Midfield,195,Barcelona,217,"['3acbfc89-4881-44be-be5b-440c312097d1', '55e882ee-9444-4abe-99c6-e49951f80846']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:31:58.610,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.643263,,,,,,,,,,,,,,,d21b55be-b784-42b2-850f-05acd9d47997,3386,,,"[71.6, 38.2]",3773372,77,,,,1.644257,,Left Foot,,,"[69.9, 61.3]",Ground Pass,,23.16247,,,,Ronald Federico Araújo da Silva,32480.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,195,Barcelona,217,['1ce4b166-cd43-4bac-8e16-eb0351e74d59'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:01.428,Pass,,2020/2021
,,,,,,,,,,,,,,,1.628379,,,,,,,,,,,,,,,8faf6e81-6a1f-4207-b19d-29ac32fcc99e,3389,,,"[72.2, 53.9]",3773372,77,,,,-1.773455,,Right Foot,,,"[66.2, 24.7]",Ground Pass,,29.810066,,,,Clément Lenglet,6826.0,,,,,,2,From Free Kick,Ronald Federico Araújo da Silva,32480.0,Right Back,195,Barcelona,217,['ac20948e-7ff4-4642-b15d-aebbd9f22864'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:06.305,Pass,,2020/2021
,,,,,,,,,,,,,,,1.395841,,,,,,,,,,,,,,,46ee92ed-f5a7-4e5b-94d9-c95c3a14941c,3392,,,"[68.1, 21.7]",3773372,77,,,,-0.85451865,,Left Foot,,,"[80.2, 7.8]",Ground Pass,,18.428782,,,,Jordi Alba Ramos,5211.0,,,,,,2,From Free Kick,Clément Lenglet,6826.0,Left Center Back,195,Barcelona,217,['7cfb4b9c-44b7-4cff-a3f1-17a170a9b063'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:08.733,Pass,,2020/2021
,,,,,,,,,,,,,,,1.480571,,,,,,,,,,,,,,,de3b61a8-3d82-4453-a9d1-07969daeecf8,3394,,,"[81.0, 7.2]",3773372,77,,,,1.8775667,d72232a8-2154-4386-ab28-45c047d66036,Left Foot,,,"[75.9, 23.3]",Ground Pass,,16.888458,,,,Moriba Kourouma Kourouma,39073.0,True,,,,,2,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,195,Barcelona,217,['a3816f0e-145d-44c8-b1f5-97d9bc88496e'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:10.129,Pass,,2020/2021
,,,,,,,,,,,,,,,0.854485,,,,,,,,,,,,,,,97c30a58-8709-4605-8e21-18cbf9cbefb6,3404,,,"[97.9, 42.7]",3773372,77,,,,-1.419781,,Left Foot,,,"[99.3, 33.5]",Ground Pass,,9.305912,,,,Antoine Griezmann,5487.0,,,,,,2,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Center Midfield,195,Barcelona,217,['2eccf80a-73ff-4c22-98ee-127e2e87ab49'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:17.683,Pass,,2020/2021
,,,,,,,,,,,,,,,1.481519,,,,,,,,,,,,,,,28a69658-92af-4775-804e-a9a191a30e3a,3408,,,"[94.9, 35.2]",3773372,77,,,,0.44684246,,Left Foot,,,"[109.3, 42.1]",High Pass,,15.96778,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,2,From Free Kick,Antoine Griezmann,5487.0,Left Wing,195,Barcelona,217,"['3ec47362-cebc-410f-b9f5-caa00bda2b0a', '7d5f893e-d0a5-4996-b9b0-9dca3dedc2e4', 'f7f0fc40-0ba8-4533-bb04-1cee0a121ca9']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:19.382,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.396386,,,,,,,,,,,,,,,38c1eec1-b1fc-4d08-a3f0-21344db43e43,3412,,,"[108.3, 30.3]",3773372,77,,,True,1.1205708,,,,,"[114.1, 42.3]",High Pass,,13.328166,,Incomplete,,,,,,,,Recovery,2,From Free Kick,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,195,Barcelona,217,"['5526a966-2421-4713-8fea-1640466795b0', '9878bde9-1166-466c-928b-edd2b5cb6349']",23,,,,,,,,,,,,,,,,,,Barcelona,217,00:32:23.410,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.083222,,,,,,,,,,,,,,,8a1f2a9c-4431-4671-9f80-2e4aa5644fa0,3415,,,"[14.3, 41.9]",3773372,77,,,,0.34407935,,Keeper Arm,,,"[26.3, 46.2]",Ground Pass,,12.747156,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Jan Oblak,6378.0,Goalkeeper,196,Atlético Madrid,212,['85479345-17bb-42d1-b663-b13713572ca5'],36,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:36.844,Pass,,2020/2021
,,,,,,,,,,,,,,,1.471906,,,,,,,,,,,,,,,c14a7a13-ba7c-4e26-95cf-ec05be8afd19,3418,,,"[29.8, 44.9]",3773372,77,,,,-0.35585806,,Right Foot,,,"[52.4, 36.5]",High Pass,,24.110579,,,,João Félix Sequeira,12041.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,196,Atlético Madrid,212,['3f841f14-5543-4b1b-87de-59354acc5d87'],40,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:40.107,Pass,,2020/2021
,,,,,,,,,,,,,,,1.685493,,,,,,,,,,,,,,,62a29b2e-4328-417b-aed1-b67a36e66fd9,3423,,,"[49.8, 49.4]",3773372,77,,,,1.5166621,,Right Foot,,,"[50.9, 69.7]",Ground Pass,,20.32978,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Wing,196,Atlético Madrid,212,"['54dce15a-422a-404e-8975-5634dabf5b80', 'a3565b4b-8f8e-4553-8a25-1b2ca0e4f728', 'c1fb61ec-3395-4eae-8bb5-ec407247e92c']",45,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:45.221,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.409437,,,,,,,,,,,,,,,5792efed-d22e-4958-a48c-2c25754acd4f,3427,,,"[52.4, 75.3]",3773372,77,,,,-1.9528412,,Right Foot,,,"[47.9, 64.1]",Ground Pass,,12.070211,,,,João Félix Sequeira,12041.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,196,Atlético Madrid,212,"['4c555516-f85c-4812-ab6d-babf0eac36e2', '969a5dbf-ac6a-4b7f-8b61-bbbf982cb4b0']",47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:47.422,Pass,True,2020/2021
,,,,,,,,,,,,,,,0.995478,,,,,,,,,,,,,,,b9ce1da3-8476-4df8-a526-b0b39658a450,3431,,,"[47.9, 68.8]",3773372,77,,,,1.3868529,,Right Foot,,,"[49.5, 77.4]",Ground Pass,,8.747571,,,,Kieran Trippier,3308.0,,,,,,2,Regular Play,João Félix Sequeira,12041.0,Left Wing,196,Atlético Madrid,212,"['a4f03d71-3c15-4a13-bce7-ae2ca670aa8d', 'fe8eb36b-b3b8-4495-ab07-5d03f982687a']",49,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:49.612,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.684026,,,,,,,,,,,,,,,ac855083-5cd0-4971-9ba4-613bf76c25ab,3433,,,"[48.8, 74.6]",3773372,77,,,,-2.5870895,,Right Foot,,,"[31.2, 63.7]",Ground Pass,,20.701933,,,,Stefan Savić,6376.0,,,,,,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,196,Atlético Madrid,212,"['90b6806e-cb48-4f66-86ee-899c1c4f5f56', 'fe8eb36b-b3b8-4495-ab07-5d03f982687a']",50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:50.607,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.070658,,,,,,,,,,,,,,,b3e568ce-abdc-4202-9fa1-7a13b62a00dd,3436,,,"[30.0, 61.9]",3773372,77,,,,-0.45215386,,Right Foot,,,"[40.5, 56.8]",Ground Pass,,11.673046,,,,Jorge Resurrección Merodio,5199.0,,,,,,2,Regular Play,Stefan Savić,6376.0,Right Center Back,196,Atlético Madrid,212,['0c21aacc-c0f8-49a7-a695-d722d5e2748e'],52,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:52.363,Pass,,2020/2021
,,,,,,,,,,,,,,,1.866486,,,,,,,,,,,,,,,78c2844e-dfc6-454c-8640-f7338a6e98c3,3439,,,"[44.6, 56.3]",3773372,77,,,,-1.473987,,Right Foot,,,"[48.3, 18.2]",High Pass,,38.279236,,,,Mario Hermoso Canseco,6790.0,,,,,,2,Regular Play,Jorge Resurrección Merodio,5199.0,Left Defensive Midfield,196,Atlético Madrid,212,['26c40da1-5b94-4810-8d0d-be7d50b28c86'],55,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:55.443,Pass,,2020/2021
,,,,,,,,,,,,,,,0.917225,,,,,,,,,,,,,,,6d855cf2-9c62-44c2-80aa-f232ae3bff58,3443,,,"[46.8, 21.2]",3773372,77,,,,1.6243166,,Right Foot,,,"[46.2, 32.4]",Ground Pass,,11.21606,,,,Geoffrey Kondogbia,6589.0,,,,,,2,Regular Play,Mario Hermoso Canseco,6790.0,Left Center Back,196,Atlético Madrid,212,"['8ff4906c-eea8-47b3-8790-7a8eb4d99415', 'b5e2fb54-85c9-4a81-8f80-991c560797ef']",59,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:32:59.848,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.811657,,,,,,,,,,,,,,,c80fcf96-584e-4c16-a132-a22b150e8f83,3446,,,"[44.0, 32.0]",3773372,78,,,,2.9952774,,Right Foot,,,"[25.0, 34.8]",Ground Pass,,19.205208,,,,Felipe Augusto de Almeida Monteiro,11167.0,,,,,,2,Regular Play,Geoffrey Kondogbia,6589.0,Right Wing,196,Atlético Madrid,212,['1740d664-af91-48ac-ab48-eee64f866452'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:00.978,Pass,,2020/2021
,,,,,,,,,,,,,,,1.456054,,,,,,,,,,,,,,,09489de3-fc74-4f35-b24b-f19f9dce1d5d,3450,,,"[20.3, 34.8]",3773372,78,,,,2.7138577,,Right Foot,,,"[6.7, 41.0]",Ground Pass,,14.946571,,,,Jan Oblak,6378.0,,,,,,2,Regular Play,Felipe Augusto de Almeida Monteiro,11167.0,Center Back,196,Atlético Madrid,212,"['57cd3012-a713-485e-8c24-f845a86b6f62', '9d6b0aa4-e164-46ff-92c1-aeba0b2cec2c']",3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:03.775,Pass,True,2020/2021
,,,,,,,,,,,,,,,4.97872,,,,,,,,,,,,,,,33cd8df0-fa0b-4a3a-b52f-c44a604a247e,3452,,,"[6.7, 41.0]",3773372,78,,,,0.51804274,,Right Foot,,,"[65.3, 74.4]",High Pass,,67.45013,,Incomplete,,Marcos Llorente Moreno,6840.0,,,,,,2,Regular Play,Jan Oblak,6378.0,Goalkeeper,196,Atlético Madrid,212,"['8252a8de-2180-41a9-b2f5-3ece7acd973f', '9d6b0aa4-e164-46ff-92c1-aeba0b2cec2c', 'f9c49ba0-0fbb-44b8-af80-b1870e16c54f']",5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:05.231,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.929362,,,,,,,,,,,,,,,f9c49ba0-0fbb-44b8-af80-b1870e16c54f,3454,,,"[54.8, 5.7]",3773372,78,,,,0.13111165,,Head,,,"[63.9, 6.9]",High Pass,,9.17878,,,,Clément Lenglet,6826.0,,,,,Recovery,2,Regular Play,Jordi Alba Ramos,5211.0,Left Back,196,Atlético Madrid,212,"['33cd8df0-fa0b-4a3a-b52f-c44a604a247e', 'a582621d-5965-45d2-9a9b-e442f12fbb60']",10,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:10.210,Pass,,2020/2021
,,,,,,,,,,,,,,,1.042179,,,,,,,,,,,,,,,fced8581-861f-4df9-90cb-1514a7c40033,3460,,,"[44.9, 74.8]",3773372,78,,,,-1.5350972,,Right Foot,,,"[45.5, 58.0]",Low Pass,,16.81071,,,,Geoffrey Kondogbia,6589.0,,,,,Recovery,2,Regular Play,Kieran Trippier,3308.0,Right Wing Back,196,Atlético Madrid,212,['aa747cbf-c8df-4aa7-b8eb-a18ba0a367b9'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:13.139,Pass,,2020/2021
,,,,,,,,,,,,,,,2.450417,,,,,,,,,,,,,,,e21a89e3-0b1f-4cd6-8640-dda99e87e8cf,3464,,,"[79.5, 48.4]",3773372,78,,,,0.2862325,,Right Foot,,,"[109.4, 57.2]",Ground Pass,,31.168093,,,,Marcos Llorente Moreno,6840.0,,,,,,2,Regular Play,Geoffrey Kondogbia,6589.0,Right Wing,196,Atlético Madrid,212,"['0d6960f6-103a-4987-a6bb-777b8d7ee844', '22b6afd0-8f81-4574-a01f-aadc97ee95ca']",19,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:19.886,Pass,True,2020/2021
,,,,,,,,,,,,,,,1.063472,,,,,,,,,,,,,,,f2b9ba64-8129-438c-b3ff-cbf5a7dcccf2,3467,,,"[108.9, 59.8]",3773372,78,,,,-1.323699,,Right Foot,True,,"[114.5, 37.6]",Low Pass,,22.895414,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Marcos Llorente Moreno,6840.0,Right Defensive Midfield,196,Atlético Madrid,212,"['1c6e6814-bb29-428c-a9e3-5a021441c7bb', 'c5dfb2c4-dfb0-475e-a660-845e69c2a943', 'cf182ebb-9342-4561-8971-cefb20e0b952']",22,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:33:22.337,Pass,True,2020/2021
,,,,,,,,,,,,,,,2.944047,,,,,,,,,,,,,,,12974b43-84cb-4b39-809f-aa6e347f782d,3471,,,"[8.2, 40.2]",3773372,78,,,,-0.38909724,,Keeper Arm,,,"[38.2, 27.9]",Ground Pass,,32.423603,,,,Moriba Kourouma Kourouma,39073.0,,,,,,2,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,197,Barcelona,217,['bfa45260-0457-4ade-8d1a-4c16c75c4fb2'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:24.973,Pass,,2020/2021
,,,,,,,,,,,,,,,0.994192,,,,,,,,,,,,,,,6e28a41e-7fd3-40fa-9135-c4abbb864f70,3474,,,"[57.8, 24.2]",3773372,78,,,,-1.2739516,,Right Foot,,,"[63.0, 7.2]",Ground Pass,,17.777514,,,,Clément Lenglet,6826.0,,,,,,2,From Keeper,Moriba Kourouma Kourouma,39073.0,Center Defensive Midfield,197,Barcelona,217,['9fb8fc26-ca83-4ea0-bf38-904fa2abb9e9'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:31.383,Pass,,2020/2021
,,,,,,,,,,,,,,,1.519393,,,,,,,,,,,,,,,86a265cd-e3bd-4a55-b7e1-9cd86bb7e232,3477,,,"[63.2, 4.4]",3773372,78,,,,2.8538096,,Left Foot,,,"[50.7, 8.1]",Ground Pass,,13.036103,,,,Frenkie de Jong,8118.0,,,,,,2,From Keeper,Clément Lenglet,6826.0,Left Center Back,197,Barcelona,217,['895a0f74-5dcb-47c1-bd8c-59e76bcc0b42'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:33:33.443,Pass,,2020/2021
