50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,cf74c4d3-a9dd-4aff-b017-cb47e6a14322,1,,,68316,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25863, 'name': 'Juliano Haus Belletti'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 25873, 'name': 'Oleguer Presas Renom'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 17797, 'name': 'Giovanni van Bronckhorst'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 12}, {'player': {'id': 5558, 'name': 'Rafael Márquez Álvarez'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 24}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 25878, 'name': 'Ludovic Giuly'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 8}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 19298, 'name': ""Samuel Eto''o Fils""}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2004/2005
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6d21bdfa-926d-4401-98d1-ace0af56c714,2,,,68316,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 451, 'lineup': [{'player': {'id': 25901, 'name': 'Raúl Valbuena Cano'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 25905, 'name': 'Santiago Denia Sánchez'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 8}, {'player': {'id': 25899, 'name': 'Gaspar Gálvez Burgos'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 24631, 'name': 'Agustín García Iñiguez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 28}, {'player': {'id': 25902, 'name': 'Carles Domingo Pladevall'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 25907, 'name': 'Francisco Javier Rodríguez Vílchez'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 7}, {'player': {'id': 25904, 'name': 'Antonio Pacheco D""Agosti'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 25903, 'name': 'Laurent Viaud'}, 'position': {'id': 14, 'name': 'Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 25906, 'name': 'Jaime Sánchez Fernández'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 25900, 'name': 'Francisco Peña Romero'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 19}, {'player': {'id': 25908, 'name': 'Mark Dennis González Hoffmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 11}]}",Albacete,608,00:00:00.000,Starting XI,,2004/2005
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b7967200-1686-424f-81c2-1261947f3627,3,,,68316,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['d517ddca-ddbd-4bde-8896-178cde1bfdf4'],0,,,,,,,,,,,,,,,,,,Albacete,608,00:00:00.000,Half Start,,2004/2005
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d517ddca-ddbd-4bde-8896-178cde1bfdf4,4,,,68316,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['b7967200-1686-424f-81c2-1261947f3627'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2004/2005
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,eb817ebd-74c3-4912-a852-e85a0a984c94,1804,,,68316,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Barcelona,217,['5e48535d-58ab-44fb-8a7e-39084b63d87e'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2004/2005
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5e48535d-58ab-44fb-8a7e-39084b63d87e,1805,,,68316,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,,,,107,Barcelona,217,['eb817ebd-74c3-4912-a852-e85a0a984c94'],0,,,,,,,,,,,,,,,,,,Albacete,608,00:00:00.000,Half Start,,2004/2005
,,,,,,,,,,,,,,,0.2418,,,,,,,,,,,,,,50d80e39-933c-4a2d-96b3-06e271c1a6dc,5,,"[61.0, 41.0]",68316,0,,,,,1.7894653,,Right Foot,,,"[60.4, 43.7]",,Ground Pass,,2.7658634,,,,Francisco Javier Rodríguez Vílchez,25907.0,,,,,Kick Off,1,From Kick Off,Mark Dennis González Hoffmann,25908.0,Center Forward,2,Albacete,608,['9759f69f-25cc-476d-b140-df088cdb0692'],1,,,,,,,,,,,,,,,,,,Albacete,608,00:00:01.317,Pass,,2004/2005
,,,,,,,,,,,,,,,0.986064,,,,,,,,,,,,,,b7ddfb04-1ba8-47be-b520-00a27885b6e4,8,,"[60.0, 43.4]",68316,0,,,,,-2.7712693,,Right Foot,,,"[51.5, 40.1]",,Ground Pass,,9.1181135,,,,Jaime Sánchez Fernández,25906.0,,,,,,1,From Kick Off,Francisco Javier Rodríguez Vílchez,25907.0,Right Midfield,2,Albacete,608,['f778cf4c-b098-4112-bd65-a119b61a85d8'],1,,,,,,,,,,,,,,,,,,Albacete,608,00:00:01.639,Pass,,2004/2005
,,,,,,,,,,,,,,,1.250214,,,,,,,,,,,,,,93728306-b19d-45fa-ae06-c382e8dd43b4,12,,"[49.4, 40.3]",68316,0,,,,,1.8079166,,Right Foot,,,"[43.6, 64.3]",,Ground Pass,,24.69089,,,,Santiago Denia Sánchez,25905.0,,,,,,1,From Kick Off,Jaime Sánchez Fernández,25906.0,Left Center Midfield,2,Albacete,608,['d522031e-eec3-4450-a882-fbbbc3cbed6c'],4,,,,,,,,,,,,,,,,,,Albacete,608,00:00:04.242,Pass,,2004/2005
,,,,,,,,,,,,,,,0.949082,,,,,,,,,,,,,,598518c2-78d6-4117-bde3-513eba902fd5,16,,"[43.6, 68.0]",68316,0,,,,,0.15204327,,Right Foot,,,"[56.0, 69.9]",,Ground Pass,,12.54472,,Incomplete,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,From Kick Off,Santiago Denia Sánchez,25905.0,Right Back,2,Albacete,608,"['3ffbf079-1452-4207-8120-c644f98c7111', 'a600dab3-2772-4afe-908f-dddce42e4a70', 'ce39f7f4-e0ac-4dd7-89a1-2fcc8b857f98']",6,,,,,,,,,,,,,,,,,,Albacete,608,00:00:06.214,Pass,True,2004/2005
,,,,,,,,,,,,,,,0.611866,,,,,,,,,,,,,,28bc2845-6016-4983-9442-42a2da07c521,29,,"[38.3, 64.9]",68316,0,,,,,-2.9441972,,Right Foot,,,"[31.8, 63.6]",,Ground Pass,,6.6287255,,,,Santiago Denia Sánchez,25905.0,,,,,Recovery,1,From Kick Off,"Antonio Pacheco D""Agosti",25904.0,Right Center Midfield,2,Albacete,608,['307cae1b-40e5-4c94-bab1-a4fcf0fa0a86'],12,,,,,,,,,,,,,,,,,,Albacete,608,00:00:12.956,Pass,,2004/2005
,,,,,,,,,,,,,,,0.590099,,,,,,,,,,,,,,14fea2b0-a164-47c6-82b1-e6d65b49badc,32,,"[31.2, 62.8]",68316,0,,,,,0.03173537,,Right Foot,,,"[43.8, 63.2]",,Ground Pass,,12.606348,,,,Francisco Javier Rodríguez Vílchez,25907.0,,,,,,1,From Kick Off,Santiago Denia Sánchez,25905.0,Right Back,2,Albacete,608,['a949e19d-bf76-4a89-8040-e59c414882dc'],13,,,,,,,,,,,,,,,,,,Albacete,608,00:00:13.608,Pass,,2004/2005
,,,,,,,,,,,,,,,1.584732,,,,,,,,,,,,,,ca9e4387-79a6-4736-94e9-40317e6ecaeb,38,,"[65.3, 13.2]",68316,0,,,,,2.7331567,,Left Foot,,,"[41.5, 23.5]",,Ground Pass,,25.933184,,,,Oleguer Presas Renom,25873.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,3,Barcelona,217,['cd57449d-1b6b-448a-9669-a399b78a930d'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.457,Pass,,2004/2005
