50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.53882,,,,,,,,,,,,,,573aefb6-9665-474c-8bb9-377182d9b093,41,,"[42.3, 25.2]",68316,0,,,,,1.0760232,,Right Foot,,,"[53.9, 46.7]",,Ground Pass,,24.429695,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Oleguer Presas Renom,25873.0,Right Center Back,3,Barcelona,217,['77797374-183c-4d92-911e-263f47d885a0'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:21.347,Pass,,2004/2005
,,,,,,,,,,,,,,,1.413862,,,,,,,,,,,,,,ceb6f85b-bb9b-4c26-8203-7f99be8b4839,44,,"[53.4, 52.9]",68316,0,,,,,1.6518152,,Right Foot,,,"[51.5, 76.3]",,Ground Pass,,23.47701,,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,3,Barcelona,217,['b54d2c9e-fb4f-43c6-82eb-77a8cd0d7e37'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.507,Pass,,2004/2005
,,,,,,,,,,,,,,,1.5366,,,,,,,,,,,,,,8432002d-8ad8-4ddb-854f-6e6d013ca1ce,49,,"[64.8, 80.0]",68316,0,,,,,-1.1161575,,,,,"[75.7, 57.7]",,High Pass,,24.821362,,,,Ronaldo de Assis Moreira,25879.0,,,,,Throw-in,1,From Throw In,Juliano Haus Belletti,25863.0,Right Back,4,Barcelona,217,['bd337253-8da7-4f80-8af9-02222aaba023'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.580,Pass,,2004/2005
,,,,,,,,,,,,,,,1.057348,,,,,,,,,,,,,,f71e0fdb-2413-47ba-9733-4b67d3c29914,52,,"[75.7, 57.7]",68316,0,,,,,2.974161,,Right Foot,,,"[68.6, 58.9]",,Low Pass,,7.2006946,,,,Anderson Luís de Souza,19757.0,,,,,,1,From Throw In,Ronaldo de Assis Moreira,25879.0,Left Wing,4,Barcelona,217,['063bd745-36ef-48ce-a419-1ae344f9b826'],40,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.149,Pass,,2004/2005
,,,,,,,,,,,,,,,1.056339,,,,,,,,,,,,,,8b27aa58-fcdf-4ed3-8d1c-e5b8300cc99f,56,,"[68.3, 57.5]",68316,0,,,,,-1.971037,,Right Foot,,,"[63.9, 47.1]",,Ground Pass,,11.292476,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,From Throw In,Anderson Luís de Souza,19757.0,Left Center Midfield,4,Barcelona,217,"['3ce68d70-01cc-45d4-a842-f7ddf862d730', '5aa0ece3-f392-4613-bb8a-182ed1a1033c']",41,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.632,Pass,True,2004/2005
,,,,,,,,,,,,,,,1.989466,,,,,,,,,,,,,,a2f23305-a1c8-408f-abd1-4ea3302c9a55,59,,"[65.3, 40.9]",68316,0,,,,,-0.9169863,,Right Foot,,,"[77.1, 25.5]",,Ground Pass,,19.401031,,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,4,Barcelona,217,['ec80947f-9d21-4351-b8b5-c354a3ea7afd'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.289,Pass,,2004/2005
,,,,,,,,,,,,,,,3.0131,,,,,,,,,,,,,,be8e6dcf-672b-41cb-97cb-9bb4fe8b24cf,66,,"[7.0, 45.0]",68316,2,,,,,0.30859342,,Right Foot,,,"[75.7, 66.9]",,High Pass,,72.10617,,Incomplete,,,,,,,,Goal Kick,1,From Goal Kick,Raúl Valbuena Cano,25901.0,Goalkeeper,6,Albacete,608,['5f7cde5a-ebf4-48ba-ae81-00f3830d213c'],8,,,,,,,,,,,,,,,,,,Albacete,608,00:02:08.178,Pass,,2004/2005
,,,,,,,,,,,,,,,2.327566,,,,,,,,,,,,,,5f7cde5a-ebf4-48ba-ae81-00f3830d213c,68,,"[45.3, 14.1]",68316,2,,,,True,-0.5800028,,,,,"[65.6, 0.8]",,Low Pass,,24.26891,,Out,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,From Goal Kick,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,6,Albacete,608,"['837085ab-f440-40ea-a985-db61e81c26b6', 'be8e6dcf-672b-41cb-97cb-9bb4fe8b24cf', 'd7902291-952f-4ed2-a082-43a5a8e53980']",11,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:11.191,Pass,True,2004/2005
,,,,,,,,,,,,,,,1.71,,,,,,,,,,,,,,073e53ca-186f-43a1-81d7-078eac8a6648,70,,"[58.4, 80.0]",68316,2,,,,,-0.14301687,,,,,"[83.4, 76.4]",,High Pass,,25.25787,,,,Mark Dennis González Hoffmann,25908.0,,,,,Throw-in,1,From Throw In,Santiago Denia Sánchez,25905.0,Right Back,7,Albacete,608,['80d15eb4-ed5c-4142-9d41-d7108098e5fb'],25,,,,,,,,,,,,,,,,,,Albacete,608,00:02:25.701,Pass,,2004/2005
,,,,,,,,,,,,,,,1.0197,,,,,,,,,,,,,,f85a29e9-288a-4c99-acc2-2e632e816051,72,,"[83.4, 76.4]",68316,2,,,,True,-0.13497674,,,,,"[91.5, 75.3]",,High Pass,,8.17435,,Incomplete,,,,,,,,,1,From Throw In,Mark Dennis González Hoffmann,25908.0,Center Forward,7,Albacete,608,"['277f4fe9-8a38-448c-8d69-9e4e122f8cc4', 'eab0b8de-0447-46d0-9695-f02b8a371c91']",27,,,,,,,,,,,,,,,,,,Albacete,608,00:02:27.451,Pass,True,2004/2005
,,,,,,,,,,,,,,,1.7088,,,,,,,,,,,,,,aa176fc5-5f36-4e38-82cb-d58d785a70a6,75,,"[35.2, 1.9]",68316,2,,,,,0.8891905,,Left Foot,,,"[52.4, 23.1]",,High Pass,,27.299816,,Incomplete,,,,,,,,Recovery,1,From Throw In,Giovanni van Bronckhorst,17797.0,Left Back,7,Albacete,608,['d5841e97-f7ae-4330-b5e4-b7de41e2a0b3'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:29.820,Pass,,2004/2005
,,,,,,,,,,,,,,,0.903887,,,,,,,,,,,,,,d5841e97-f7ae-4330-b5e4-b7de41e2a0b3,76,,"[68.6, 57.9]",68316,2,,,,,0.7143316,,Head,,,"[84.4, 71.6]",,High Pass,,20.912437,,,,Mark Dennis González Hoffmann,25908.0,,,,,Recovery,1,From Throw In,Laurent Viaud,25903.0,Center Midfield,7,Albacete,608,"['aa176fc5-5f36-4e38-82cb-d58d785a70a6', 'f7167de3-e14b-4005-bff4-55446d11df36']",31,,,,,,,,,,,,,,,,,,Albacete,608,00:02:31.528,Pass,,2004/2005
,,,,,,,,,,,,,,,1.097156,,,,,,,,,,,,,,27ecd476-2605-462a-bf22-8b25ffd3dcac,79,,"[84.4, 71.6]",68316,2,,,,,-2.6208642,,Left Foot,,,"[77.6, 67.7]",,Ground Pass,,7.839005,,,,"Antonio Pacheco D""Agosti",25904.0,,,,,,1,From Throw In,Mark Dennis González Hoffmann,25908.0,Center Forward,7,Albacete,608,['a8515ca1-1dba-4a1d-bfd4-a2efae43b4c7'],32,,,,,,,,,,,,,,,,,,Albacete,608,00:02:32.512,Pass,,2004/2005
,,,,,,,,,,,,,,,1.6164,,,,,,,,,,,,,,aab69334-4623-4c77-ad6d-1244d3b92f64,85,,"[75.1, 80.0]",68316,2,,,,,-0.65539354,,,,,"[91.1, 67.7]",,Low Pass,,20.181427,,,,Mark Dennis González Hoffmann,25908.0,,,,,Throw-in,1,From Throw In,Santiago Denia Sánchez,25905.0,Right Back,8,Albacete,608,['7aa2109e-becf-4dfc-9b62-d2e7fa2c2a80'],46,,,,,,,,,,,,,,,,,,Albacete,608,00:02:46.357,Pass,,2004/2005
,,,,,,,,,,,,,,,0.533016,,,,,,,,,,,,,,136b9294-4d30-42e0-bb97-cdfd5202afb6,90,,"[43.6, 15.5]",68316,2,,,,,-1.2658039,,Right Foot,,,"[45.3, 10.1]",,Low Pass,,5.661272,,,,Ronaldo de Assis Moreira,25879.0,,,,,Recovery,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,9,Barcelona,217,['16f8ca7e-1a12-44b9-b7cf-b3498a9743ad'],49,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:49.846,Pass,,2004/2005
,,,,,,,,,,,,,,,1.3612,,,,,,,,,,,,,,5542532d-fe26-4d06-aa52-b3a1a872b3b3,100,,"[46.1, 14.9]",68316,2,,,,,-0.28918064,,Right Foot,,,"[58.2, 11.3]",,Ground Pass,,12.624183,,,,Andrés Iniesta Luján,5216.0,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,9,Barcelona,217,['d784834a-df81-4708-964c-1aace7127943'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:52.974,Pass,,2004/2005
,,,,,,,,,,,,,,,4.377521,,,,,,,,,,,,,,1601feb4-0e0f-46bf-a99f-e4c20c2f6fdc,103,,"[69.2, 10.8]",68316,2,,,,,-0.10579817,,Right Foot,,,"[114.4, 6.0]",,Ground Pass,,45.45415,,,,Samuel Eto''o Fils,19298.0,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,9,Barcelona,217,['5725aec1-2164-49b4-af64-bc090bbeee88'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:55.396,Pass,,2004/2005
,,,,,,,,,,,,,,,2.5842,,,,,,,,,,,,,,6d12f6c8-a6d9-4708-b51c-6a2a4eac7fea,106,,"[116.6, 10.9]",68316,3,,,,,2.044036,,Right Foot,True,,"[99.6, 44.1]",,High Pass,,37.299328,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,9,Barcelona,217,['b32dc175-2ce5-477d-8552-a4e28134810f'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:02.154,Pass,,2004/2005
,,,,,,,,,,,,,,,3.04184,,,,,,,,,,,,,,c067d16e-1f57-4691-9b93-d0349baf9489,117,,"[53.8, 21.5]",68316,3,,,,,1.2901186,,Right Foot,,,"[69.8, 77.0]",,High Pass,,57.76028,,,,Santiago Denia Sánchez,25905.0,,True,,,Free Kick,1,From Free Kick,Jaime Sánchez Fernández,25906.0,Left Center Midfield,10,Albacete,608,['00e4c994-1be6-4e22-90b4-bf9a187f12bb'],30,,,,,,,,,,,,,,,,,,Albacete,608,00:03:30.492,Pass,,2004/2005
,,,,,,,,,,,,,,,0.184,,,,,,,,,,,,,,f81b0f80-b1fd-40a6-af27-79c78ad9f318,120,,"[83.8, 75.8]",68316,3,,,,,-0.56784403,,Right Foot,,,"[89.6, 72.1]",,High Pass,,6.87968,,Incomplete,,,,,,,,,1,From Free Kick,Santiago Denia Sánchez,25905.0,Right Back,10,Albacete,608,['e142c601-ef70-489b-805c-8b883c968212'],36,,,,,,,,,,,,,,,,,,Albacete,608,00:03:36.915,Pass,,2004/2005
,,,,,,,,,,,,,,,1.35054,,,,,,,,,,,,,,eb927c3f-3446-459c-b86b-681e1b9279ef,125,,"[3.8, 11.7]",68316,3,,,,,-0.5118999,,Left Foot,,,"[23.2, 0.8]",,Ground Pass,,22.252415,,Out,,Giovanni van Bronckhorst,17797.0,,,,,,1,From Free Kick,Oleguer Presas Renom,25873.0,Right Center Back,10,Albacete,608,['8fff71fc-82e6-40de-8b80-7a9a0f29c3d1'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:41.401,Pass,,2004/2005
,,,,,,,,,,,,,,,1.9715,,,,,,,,,,,,,,e8644a0d-1e24-4129-841d-dc662faf3736,127,,"[101.2, 80.0]",68316,4,,,,,-0.4706405,,,,,"[112.6, 74.2]",,Low Pass,,12.790622,,,,Francisco Javier Rodríguez Vílchez,25907.0,,,,,Throw-in,1,From Throw In,Santiago Denia Sánchez,25905.0,Right Back,11,Albacete,608,['1d6e24ec-0aba-4ea8-8eb5-684916084db1'],1,,,,,,,,,,,,,,,,,,Albacete,608,00:04:01.004,Pass,,2004/2005
,,,,,,,,,,,,,,,0.1691,,,,,,,,,,,,,,45c9255b-8142-4d3a-a7cf-3e73976fba48,130,,"[113.7, 73.7]",68316,4,,,,,-1.5707964,,Right Foot,,,"[113.7, 69.7]",,Low Pass,,4.0,,Incomplete,,,,,,,,,1,From Throw In,Francisco Javier Rodríguez Vílchez,25907.0,Right Midfield,11,Albacete,608,['117dc05a-e679-470b-bd12-a4d3bae37559'],3,,,,,,,,,,,,,,,,,,Albacete,608,00:04:03.016,Pass,,2004/2005
,,,,,,,,,,,,,,,3.235045,,,,,,,,,,,,,,12cb855e-c491-47d7-839f-23ac269648bc,133,,"[79.6, 62.8]",68316,4,,,,,-0.43871215,,Head,,,"[113.7, 46.8]",,High Pass,,37.667095,,Incomplete,,,,,,,,Recovery,1,From Throw In,Laurent Viaud,25903.0,Center Midfield,11,Albacete,608,['52915576-8d8e-4f82-a428-3355f11d97b4'],8,,,,,,,,,,,,,,,,,,Albacete,608,00:04:08.567,Pass,,2004/2005
,,,,,,,,,,,,,,,2.727543,,,,,,,,,,,,,,b9b1aad7-8c24-4bec-8329-d1e30a19e6e2,136,,"[8.8, 37.2]",68316,4,,,,,1.0147531,,Keeper Arm,,,"[28.5, 68.9]",,Low Pass,,37.322647,,,,Juliano Haus Belletti,25863.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,12,Barcelona,217,['f08007f3-ba51-45a7-b465-1d6817a09122'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:13.193,Pass,,2004/2005
,,,,,,,,,,,,,,,1.5181,,,,,,,,,,,,,,e33a28a9-d12f-4611-bdb2-8470f15314c5,139,,"[35.7, 67.6]",68316,4,,,,,-1.251839,,Right Foot,,,"[42.8, 46.1]",,Ground Pass,,22.641996,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Juliano Haus Belletti,25863.0,Right Back,12,Barcelona,217,['be4260c6-01f3-44af-bab6-094c377c98cf'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:17.759,Pass,,2004/2005
,,,,,,,,,,,,,,,1.081716,,,,,,,,,,,,,,5614932e-295f-4923-88f4-a39f59233bcf,142,,"[42.8, 46.1]",68316,4,,,,,-0.51820093,,Right Foot,,,"[54.2, 39.6]",,Ground Pass,,13.122881,,,,Anderson Luís de Souza,19757.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,12,Barcelona,217,['7b894bdb-09e2-4510-b708-5a1ffb053957'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:20.926,Pass,,2004/2005
,,,,,,,,,,,,,,,1.00607,,,,,,,,,,,,,,5e7897b2-52ba-42b6-a406-ea92f37bf7a3,145,,"[57.5, 43.7]",68316,4,,,,,-3.0488362,,Right Foot,,,"[53.2, 43.3]",,Ground Pass,,4.3185644,,,,Rafael Márquez Álvarez,5558.0,,,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,12,Barcelona,217,['1b2c8f24-8bd9-470d-a377-b596cbeb2255'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:23.614,Pass,,2004/2005
,,,,,,,,,,,,,,,0.799862,,,,,,,,,,,,,,79f22f66-47a3-4fe6-9000-b7c154a5aae7,148,,"[53.9, 40.6]",68316,4,,,,,-0.87276644,,Right Foot,,,"[66.4, 25.7]",,Ground Pass,,19.448908,,,,Ronaldo de Assis Moreira,25879.0,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Center Defensive Midfield,12,Barcelona,217,['760c2a1d-d32c-4f6c-849a-37b618d4fc90'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:04:25.944,Pass,,2004/2005
