ball_receipt_outcome,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,"[75.7, 77.1]",,,,,,,,,,,,1.113148,,,,,,,,,,,,,26168e09-32ab-4a81-9ba2-fce250054457,1711,,"[76.9, 77.0]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Right Midfield,87,Real Madrid,220,"['2f6eb904-359a-42d4-8ec3-997fcad32aaa', 'a07c6766-86f4-4d04-8e3e-bc7531ce5eb6', 'c796b698-af8f-49af-b5a1-e9ce5eab62e2']",4,,,,,,,,,,,,,,,,Real Madrid,220,00:42:04.172,Carry,True,2014/2015
,,"[61.0, 78.1]",,,,,,,,,,,,1.2447,,,,,,,,,,,,,6ef5376f-b53e-4132-9637-b66850c71b7a,1715,,"[66.3, 77.8]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,87,Real Madrid,220,"['743fc77f-86dc-4bf8-b370-4dd75bc0390b', 'ec99c006-e4d2-40ee-9b2d-87f7d109e9f7', 'ee520659-22de-4bec-8e91-9cb17131dbe5']",6,,,,,,,,,,,,,,,,Real Madrid,220,00:42:06.208,Carry,True,2014/2015
,,"[41.7, 49.8]",,,,,,,,,,,,1.143852,,,,,,,,,,,,,4b58d839-7159-4e03-b047-ecba97116c81,1718,,"[41.3, 52.3]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,87,Real Madrid,220,"['23ff5041-96c5-4ac1-89e2-73e4f6942ded', '9729bf58-b603-4a99-b6d3-e9696d723327']",8,,,,,,,,,,,,,,,,Real Madrid,220,00:42:08.869,Carry,,2014/2015
,,"[56.8, 27.2]",,,,,,,,,,,,2.23864,,,,,,,,,,,,,52ede54c-95b7-4262-b8bd-68df67cd2c2f,1721,,"[51.0, 31.6]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,87,Real Madrid,220,"['6051f953-44a9-4c0e-99d3-832e2819c532', '97c11d82-1d56-4d81-a1ef-23af9baacf19']",11,,,,,,,,,,,,,,,,Real Madrid,220,00:42:11.488,Carry,,2014/2015
,,"[56.7, 8.8]",,,,,,,,,,,,2.200051,,,,,,,,,,,,,b5310d86-9d47-49aa-b2c4-dfaccad26332,1724,,"[54.8, 7.7]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Ramos García,5201.0,Left Center Back,87,Real Madrid,220,"['521ba8d5-c6d4-4b3a-ab9e-21fc6a3462f0', 'eda1edc4-cb65-4251-8a8e-b6c54ccd6a6e']",14,,,,,,,,,,,,,,,,Real Madrid,220,00:42:14.833,Carry,,2014/2015
,,"[75.4, 2.3]",,,,,,,,,,,,3.960019,,,,,,,,,,,,,d59a9bb5-de20-4ddd-ac4e-a4204e54e5f4,1727,,"[71.3, 3.3]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,87,Real Madrid,220,"['7ff74367-176b-47c9-b10d-f6e6efafb5ca', '8d766da5-b4ec-4344-bacf-86cf5fe9f7b9', 'e432c24e-9285-4bff-a25f-db09a006a69a']",18,,,,,,,,,,,,,,,,Real Madrid,220,00:42:18.101,Carry,True,2014/2015
,,"[71.3, 8.8]",,,,,,,,,,,,0.681652,,,,,,,,,,,,,2c61065e-82fb-4123-a2e2-cac9bb9a1a83,1731,,"[69.2, 5.4]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,87,Real Madrid,220,"['9bb3edf0-06f5-4677-b89e-c9c95a032687', 'a552297b-9108-4448-8e67-8f24bd038257']",22,,,,,,,,,,,,,,,,Real Madrid,220,00:42:22.866,Carry,,2014/2015
,,"[64.2, 27.3]",,,,,,,,,,,,1.3553,,,,,,,,,,,,,2c35e20c-bd39-4de7-b036-07aa5cfb7a12,1734,,"[63.8, 24.2]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,87,Real Madrid,220,"['397ba295-9559-426c-9884-13594edd8bfd', '7488bf42-758d-4560-80ae-1e3744212d70']",24,,,,,,,,,,,,,,,,Real Madrid,220,00:42:24.602,Carry,,2014/2015
,,"[83.8, 75.6]",,,,,,,,,,,,0.1957,,,,,,,,,,,,,b09c6278-0f55-41d7-b001-f365c2df0730,1737,,"[83.8, 76.5]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Carvajal Ramos,5721.0,Right Back,87,Real Madrid,220,"['109a4e4f-8c2b-45a5-87af-337d307fff57', '858bddea-4fbe-4c81-afee-7cfe2f14987a']",28,,,,,,,,,,,,,,,,Real Madrid,220,00:42:28.935,Carry,,2014/2015
,,"[91.7, 46.1]",,,,,,,,,,,,4.985949,,,,,,,,,,,,,fa0432c2-34e2-4bdf-a9d0-fbf5ddc75fb7,1740,,"[87.7, 68.7]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Right Midfield,87,Real Madrid,220,"['0df3e552-b856-4401-9e3a-963f00d449f1', '5e748619-5452-4c07-9a29-16b33de96993', '8f275649-d92c-4635-a438-79ff0c420013']",30,,,,,,,,,,,,,,,,Real Madrid,220,00:42:30.188,Carry,True,2014/2015
,,"[43.8, 22.6]",,,,,,,,,,,,1.0788,,,,,,,,,,,,,3f7b57b3-c94f-46ad-9de7-5929e7775429,1748,,"[31.9, 32.1]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,87,Real Madrid,220,"['8b76378b-b1fe-42bd-9c63-389f1939e4f5', 'd688a1ae-a85b-44e7-834c-22912ad2d1e5']",38,,,,,,,,,,,,,,,,Barcelona,217,00:42:38.214,Carry,,2014/2015
,,"[84.9, 49.7]",,,,,,,,,,,,2.7708,,,,,,,,,,,,,bde0d22e-3613-413a-8446-8927ffd8cd9b,1754,,"[79.5, 53.8]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,James David Rodríguez Rubio,5695.0,Right Midfield,87,Real Madrid,220,"['29ab440c-e553-4075-a556-082dd4191d41', '5b6bd710-d7bc-4209-80c2-3c907fa1b679']",41,,,,,,,,,,,,,,,,Real Madrid,220,00:42:41.125,Carry,,2014/2015
,,"[102.5, 21.6]",,,,,,,,,,,,2.2113,,,,,,,,,,,,,1dbe4998-223c-4511-84f7-343c18dededf,1757,,"[92.9, 12.7]",267085,42,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,87,Real Madrid,220,"['0254de23-76ee-4a66-9348-9842b26ce502', '62528425-c115-40d5-9212-02f9baa18e65']",45,,,,,,,,,,,,,,,,Real Madrid,220,00:42:45.570,Carry,,2014/2015
,,"[8.4, 75.1]",,,,,,,,,,,,1.289187,,,,,,,,,,,,,dd41f493-357e-401a-8194-cdc078ee81bb,1768,,"[7.0, 75.1]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,89,Real Madrid,220,"['72068246-346d-4865-aab5-9cf58c574689', 'cb613842-4ada-4d66-a9c0-5ab309383d45']",29,,,,,,,,,,,,,,,,Real Madrid,220,00:43:29.704,Carry,,2014/2015
,,"[30.2, 4.5]",,,,,,,,,,,,1.328,,,,,,,,,,,,,bf5e0b6e-ff2b-4df0-8434-238046e5e00b,1775,,"[38.7, 5.1]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,90,Barcelona,217,"['11c6ef2b-a48a-418f-8121-251efbd29110', 'b4eb3dae-a8b3-4c61-8ed1-626ea6a20f58', 'ec9d482f-d08e-4e92-9bec-d093e2e2a1b3']",36,,,,,,,,,,,,,,,,Barcelona,217,00:43:36.947,Carry,True,2014/2015
,,"[13.3, 30.3]",,,,,,,,,,,,1.2045,,,,,,,,,,,,,3815dde8-194b-4436-95bd-fae14b172f22,1779,,"[13.3, 30.3]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,90,Barcelona,217,"['9709e6a6-bcfb-4085-bba3-4ab21316b374', 'ef7f8a36-3f84-4cdf-8963-62107c690d60']",40,,,,,,,,,,,,,,,,Barcelona,217,00:43:40.615,Carry,,2014/2015
,,"[34.4, 30.7]",,,,,,,,,,,,1.771,,,,,,,,,,,,,d6a6708e-ec7d-4445-aec8-42f192230f95,1782,,"[34.3, 31.5]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,90,Barcelona,217,"['51ec482f-b2f7-4ae5-9db7-a9f95c222a56', '5a8ece50-5c1d-48a1-9e24-a475f832761f']",43,,,,,,,,,,,,,,,,Barcelona,217,00:43:43.601,Carry,,2014/2015
,,"[63.3, 3.9]",,,,,,,,,,,,0.7047,,,,,,,,,,,,,6956dcfe-79f4-4c96-b8d3-4617632214af,1785,,"[55.9, 3.9]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,90,Barcelona,217,"['6f3242d0-3840-432b-8497-453c46bb24bd', 'e51aef1b-629f-4080-aa59-1214993e44c4']",47,,,,,,,,,,,,,,,,Barcelona,217,00:43:47.305,Carry,,2014/2015
,,"[84.8, 6.8]",,,,,,,,,,,,2.3175,,,,,,,,,,,,,0641585c-0628-4800-ae7f-6f524a6b6189,1793,,"[77.0, 3.9]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,90,Barcelona,217,"['2c6b11de-bffb-47e5-8350-10ca3b764b08', '75fbe88c-3ff1-497a-99b8-d75a93749cfa']",51,,,,,,,,,,,,,,,,Barcelona,217,00:43:51.055,Carry,,2014/2015
,,"[54.4, 53.8]",,,,,,,,,,,,0.5997,,,,,,,,,,,,,64c8a101-b7fc-4745-88b2-4c0444cdbff5,1799,,"[48.4, 52.9]",267085,43,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,91,Real Madrid,220,"['0a1f6763-49d0-485d-853d-f84b9fa5bec7', '20651c24-700b-458c-a3d9-9a44abfce8bd', 'e79b294d-8307-4169-87a0-adc0843ca28e', 'fe902187-002c-4d69-b7d2-a41cdfee1952']",55,,,,,,,,,,,,,,,,Real Madrid,220,00:43:55.919,Carry,True,2014/2015
,,"[14.3, 58.0]",,,,,,,,,,,,2.706699,,,,,,,,,,,,,023143ad-f848-43f9-ba87-242417342938,1806,,"[14.1, 59.1]",267085,44,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Kléper Laveran Lima Ferreira,20016.0,Right Center Back,92,Real Madrid,220,"['4da16f31-d888-4d8c-8173-3a932cdae4fd', '6cac620b-89f5-4b0e-8404-03640a7f92af']",8,,,,,,,,,,,,,,,,Real Madrid,220,00:44:08.328,Carry,,2014/2015
,,"[51.2, 43.2]",,,,,,,,,,,,1.3199,,,,,,,,,,,,,e1a53c02-6771-42ae-b048-874b497b97f0,1817,,"[48.4, 43.1]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Toni Kroos,5574.0,Left Defensive Midfield,93,Real Madrid,220,"['4dd456bd-35f1-4cf7-9d88-fd205c6cb204', 'd1c3acd1-4318-4c6b-b1cf-a8084d1c9871']",3,,,,,,,,,,,,,,,,Real Madrid,220,00:00:03.561,Carry,,2014/2015
,,"[75.7, 29.2]",,,,,,,,,,,,1.4268,,,,,,,,,,,,,2f124a5d-8342-4936-8d28-da9d4562364b,1822,,"[73.9, 31.3]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Luka Modrić,5463.0,Right Defensive Midfield,93,Real Madrid,220,"['3844cadf-45c5-4d72-a8ee-f71111bd987e', 'e1e997fa-82d6-4dde-bb18-80294a18eb7f']",9,,,,,,,,,,,,,,,,Real Madrid,220,00:00:09.248,Carry,,2014/2015
,,"[95.5, 9.0]",,,,,,,,,,,,1.3482,,,,,,,,,,,,,1bb6876b-1017-41be-82b9-b55551ba089b,1825,,"[84.1, 8.8]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Marcelo Vieira da Silva Júnior,5552.0,Left Back,93,Real Madrid,220,"['28a3269a-1c0f-4b93-a60a-9cce491bc5b7', 'd7c9304a-c3eb-474b-a45c-82faf68ebc7c']",12,,,,,,,,,,,,,,,,Real Madrid,220,00:00:12.210,Carry,,2014/2015
,,"[97.7, 45.7]",,,,,,,,,,,,0.9555,,,,,,,,,,,,,9fd748fb-7bce-4f02-a71f-d60959c4644b,1830,,"[96.1, 45.5]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,James David Rodríguez Rubio,5695.0,Right Midfield,93,Real Madrid,220,"['07b39df7-7301-41c1-9e43-b910d26d519d', '4e2d2374-bcc0-40a6-beb7-0f52cf66b816']",15,,,,,,,,,,,,,,,,Real Madrid,220,00:00:15.858,Carry,,2014/2015
,,"[106.1, 56.8]",,,,,,,,,,,,0.0282,,,,,,,,,,,,,81b46955-778b-4897-a9d1-8a03afb02a84,1833,,"[104.7, 53.9]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,Karim Benzema,19677.0,Right Center Forward,93,Real Madrid,220,"['edc64988-81f2-4507-8b17-c446f7f85574', 'f70705c8-602c-4844-935e-31eab05e65ff']",20,,,,,,,,,,,,,,,,Real Madrid,220,00:00:20.018,Carry,,2014/2015
,,"[100.0, 49.9]",,,,,,,,,,,,0.6232,,,,,,,,,,,,,3c27e4bb-819c-4ec3-84da-26269326cc14,1836,,"[98.6, 49.7]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,James David Rodríguez Rubio,5695.0,Right Midfield,93,Real Madrid,220,"['7792d807-f24f-43d9-a5b4-57189ebb2a11', 'a9e27f6f-76fd-48e6-9ebd-52d8009e1902', 'aa768b95-07fa-45d6-a8b5-c2aae1953fa3']",20,,,,,,,,,,,,,,,,Real Madrid,220,00:00:20.907,Carry,True,2014/2015
,,"[7.3, 32.6]",,,,,,,,,,,,7.0458,,,,,,,,,,,,,a91fb148-3a4b-4086-aabd-0c49451488b0,1842,,"[3.2, 32.9]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,94,Barcelona,217,"['07ba41ad-7498-400c-86db-f86fe8c30a59', '51d269e4-d1d0-43b9-b0cb-cb73b50e4893']",24,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.379,Carry,,2014/2015
,,"[67.5, 2.6]",,,,,,,,,,,,2.812574,,,,,,,,,,,,,3fd81f4e-1258-46c0-98d1-27f5cabe7660,1845,,"[36.3, 7.7]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Jérémy Mathieu,10609.0,Left Back,94,Barcelona,217,"['0375f793-95ee-4885-b8b0-5355d47a6dd3', '333e99b5-271f-4014-a6e7-12e556744fb7', 'e5f9a933-917e-4eef-b487-b1d99c0a8938']",32,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.599,Carry,True,2014/2015
,,"[71.0, 1.4]",,,,,,,,,,,,0.300862,,,,,,,,,,,,,b54accf5-e6dd-462f-aa94-02983d0e2316,1849,,"[71.0, 1.4]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Neymar da Silva Santos Junior,4320.0,Left Wing,94,Barcelona,217,"['9a840b62-2974-42ee-a95e-bcd4d64de280', 'd5a9c572-408b-4b02-85e0-50440a4f9857']",36,,,,,,,,,,,,,,,,Barcelona,217,00:00:36.183,Carry,,2014/2015
,,"[55.9, 6.2]",,,,,,,,,,,,1.2406,,,,,,,,,,,,,5b84ad58-6fa2-4ec5-b775-15ac204d0619,1852,,"[56.2, 4.9]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,94,Barcelona,217,"['0e138a30-9340-415c-948e-3eb577d42ab9', 'aeb3400b-a8be-4a87-9e79-4beb64d99e6b']",37,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.900,Carry,,2014/2015
,,"[70.3, 12.0]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,,252caf1c-8871-4b28-8af7-2e64180ad40b,1855,,"[70.3, 12.0]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Right Wing,94,Barcelona,217,"['16e3bb1c-4e4f-4c9e-a792-7e0f3c8ef865', '89b42734-f2d2-494d-9828-2da1db59b0af']",40,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.138,Carry,,2014/2015
,,"[57.3, 10.0]",,,,,,,,,,,,1.4912,,,,,,,,,,,,,b8608dcd-4613-4791-bdc3-70bae9e28f33,1858,,"[57.3, 10.0]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,94,Barcelona,217,"['6ae6585a-09c9-4857-878d-53b96e3bc3bd', 'eb44236e-785c-464a-9ea8-8d6933bd6c57']",41,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.300,Carry,,2014/2015
,,"[85.1, 76.2]",,,,,,,,,,,,4.645776,,,,,,,,,,,,,0f24f9c8-164e-4232-8fb4-5189718166d0,1861,,"[58.5, 75.4]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,94,Barcelona,217,"['1bda5cd9-f849-441c-97e5-6d4d88372247', '9f2ddc0d-4ff7-42c1-b1fb-217790432c94']",45,,,,,,,,,,,,,,,,Barcelona,217,00:00:45.517,Carry,,2014/2015
,,"[77.8, 72.2]",,,,,,,,,,,,0.6468,,,,,,,,,,,,,4df1c589-5bc7-4282-ac1a-324464bb2f04,1865,,"[77.5, 70.0]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,94,Barcelona,217,"['3f310895-d0de-49d2-9058-63b19941a077', '512ac36b-e1a6-4d7c-a12c-b61c54ac777d', '778fa5a6-9adb-48d4-b59e-5c0f84749af6']",51,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.270,Carry,True,2014/2015
,,"[78.6, 77.8]",,,,,,,,,,,,0.08,,,,,,,,,,,,,f663e8af-14a1-4da3-b85c-48c8b81f8d53,1869,,"[80.8, 76.5]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Daniel Alves da Silva,4324.0,Right Back,94,Barcelona,217,"['2cd6f689-2254-4681-9ae6-e413fbce4be7', '32064301-298f-4b45-ae0d-606afb1b1118', '39f56bc8-1417-4f92-80ba-406c8bae3874']",52,,,,,,,,,,,,,,,,Barcelona,217,00:00:52.650,Carry,True,2014/2015
,,"[88.5, 71.6]",,,,,,,,,,,,0.1344,,,,,,,,,,,,,c4569b3d-8809-4174-abb3-508cff4aa52d,1876,,"[88.5, 71.6]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,94,Barcelona,217,"['0fe44b15-2820-4d31-9703-bca980b56dd3', 'd85fc229-04ff-4e56-80bf-3a3847521014']",55,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.486,Carry,,2014/2015
,,"[96.6, 53.2]",,,,,,,,,,,,0.746,,,,,,,,,,,,,b11c6bd8-43b1-45f6-9f2f-dbfa0c4b1484,1880,,"[93.2, 56.8]",267085,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Right Wing,94,Barcelona,217,"['10088955-3941-4c57-adab-0a987990d948', '350eed82-b1e8-4dfe-8395-b06ed0c744ce', 'd6a5d545-832a-414f-84ca-263e63d05a04']",56,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.978,Carry,True,2014/2015
,,"[86.9, 51.1]",,,,,,,,,,,,0.710844,,,,,,,,,,,,,b103e97b-7c23-4669-bb95-645733bf4667,1888,,"[88.2, 51.4]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,95,Barcelona,217,"['7780c326-d340-4f0b-aff4-fe0936dacb7c', '77f64e40-768d-424a-b04b-0329ad80f584', 'da8b60a5-714d-4393-9a30-62e3427ab5a2']",3,,,,,,,,,,,,,,,,Barcelona,217,00:02:03.680,Carry,True,2014/2015
,,"[91.1, 21.6]",,,,,,,,,,,,1.624743,,,,,,,,,,,,,d3768785-ba15-4ba3-9b22-221a2dee73d4,1891,,"[90.2, 18.8]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,95,Barcelona,217,"['443f908a-5218-4a15-af7d-8ebe9ae37e5e', 'aadf9299-9def-49d6-a7a8-03921fb026e5', 'e954c778-3c01-49f4-a6d3-b795ed8c675f']",6,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.216,Carry,True,2014/2015
,,"[59.4, 9.0]",,,,,,,,,,,,2.8676,,,,,,,,,,,,,31633a66-b0e8-4a89-ad07-81714f67b1c6,1898,,"[34.3, 11.4]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Francisco Román Alarcón Suárez,4926.0,Left Midfield,96,Real Madrid,220,"['35e771e6-14a8-423b-ab32-76b0160dcb3a', 'bcf4c920-4806-4983-8814-881ffeb566a3']",12,,,,,,,,,,,,,,,,Real Madrid,220,00:02:12.886,Carry,,2014/2015
,,"[91.0, 17.3]",,,,,,,,,,,,2.5086,,,,,,,,,,,,,84e34548-40db-4972-96ab-b8684e3e065b,1901,,"[76.8, 4.4]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Karim Benzema,19677.0,Right Center Forward,96,Real Madrid,220,"['070b4a20-29fe-475e-8cba-2b87822ec11f', '9bb2de9c-5092-4b37-818f-5bd8a8bcc79e']",17,,,,,,,,,,,,,,,,Real Madrid,220,00:02:17.437,Carry,,2014/2015
,,"[87.2, 39.2]",,,,,,,,,,,,1.11,,,,,,,,,,,,,a7e6d850-c017-49af-b1b8-25e11887d42a,1904,,"[86.7, 34.3]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Cristiano Ronaldo dos Santos Aveiro,5207.0,Left Center Forward,96,Real Madrid,220,"['b6bcce84-324c-44a6-a98d-6a581b7fa89e', 'bc6e1a82-1673-4b70-8744-d8ce6404ece0', 'e9c2ed93-7598-4db2-81ec-c1b8977d01eb']",20,,,,,,,,,,,,,,,,Real Madrid,220,00:02:20.916,Carry,True,2014/2015
,,"[48.2, 46.1]",,,,,,,,,,,,6.882302,,,,,,,,,,,,,cbc6632f-83fa-406a-97c8-a1d8758298fe,1908,,"[28.2, 34.3]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,97,Barcelona,217,"['5bc30dc6-8778-457d-b949-8a1a899c9ccf', 'ac768854-d921-4fa7-a9b5-659e3bdd9e71']",23,,,,,,,,,,,,,,,,Barcelona,217,00:02:23.348,Carry,,2014/2015
,,"[55.6, 58.3]",,,,,,,,,,,,2.1376,,,,,,,,,,,,,36f0bda6-16b8-4ab9-a0ba-b2958c8e67b6,1911,,"[51.1, 58.5]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,97,Barcelona,217,"['3265e24d-1311-4901-9db1-839943d933e2', 'fe96c603-af52-445a-a024-af160a0f8b7e']",31,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.239,Carry,,2014/2015
,,"[70.4, 67.1]",,,,,,,,,,,,1.671064,,,,,,,,,,,,,bb04a74f-c278-49b4-8407-b51f820bc19a,1914,,"[63.9, 65.3]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,97,Barcelona,217,"['8d58b14f-058e-4417-a2f5-c4c2792fbdd8', 'a59243f3-b8ca-4184-9d3f-b70be2cad0b7']",34,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.216,Carry,,2014/2015
,,"[41.5, 14.4]",,,,,,,,,,,,1.3453,,,,,,,,,,,,,63a36a0d-b5a3-44f2-a11a-f2bc5bafb696,1918,,"[39.0, 14.8]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,98,Real Madrid,220,"['c29d792f-bc66-47ed-a208-d0bc1bc9c948', 'f740da2e-ff6b-436f-87c0-6ffb4c9edbde']",36,,,,,,,,,,,,,,,,Real Madrid,220,00:02:36.282,Carry,,2014/2015
,,"[40.1, 13.3]",,,,,,,,,,,,1.4009,,,,,,,,,,,,,cb885f20-9930-4eb3-8b3c-5749c31b09d3,1923,,"[40.1, 13.3]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Marcelo Vieira da Silva Júnior,5552.0,Left Back,98,Real Madrid,220,"['3c26f0cc-31d0-44e6-b6e2-119cf76835d9', 'ae1720d7-92a0-4176-9c6c-b387411f7ce4']",38,,,,,,,,,,,,,,,,Real Madrid,220,00:02:38.831,Carry,,2014/2015
,,"[43.5, 25.0]",,,,,,,,,,,,0.6043,,,,,,,,,,,,,ee4ae47d-405c-446b-9985-0e2a6455cabf,1926,,"[43.5, 24.4]",267085,47,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Toni Kroos,5574.0,Left Defensive Midfield,98,Real Madrid,220,"['7e623971-d7aa-4f4c-8a03-ff4772119278', 'e335ba68-d2e4-47f8-9efa-3a3f7f345e64']",41,,,,,,,,,,,,,,,,Real Madrid,220,00:02:41.132,Carry,,2014/2015
