bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,1.948952,,,,,,,,,,,,,ca69db5a-1fcc-4d93-87a4-983b728807af,1824,,"[58.0, 23.3]",9783,48,,,,,-2.5037625,,Right Foot,,,"[49.5, 17.0]",,Low Pass,,10.58017,,,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Philippe Coutinho Correia,3501.0,Left Wing,101,Barcelona,217,"['0509c16d-b823-475e-af8f-326ddec2eaec', '43888822-7ceb-4bf6-a970-be69f97736cb', '69ba91f3-f47c-4f48-b72b-44429755303f']",8,,,,,,,,,,,,,,,,Barcelona,217,00:03:08.210,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.657486,,,,,,,,,,,,,c65e980a-5b97-4f66-a33f-10d67a7b7531,1827,,"[55.9, 13.4]",9783,48,,,,,-0.06198944,,Left Foot,,,"[70.4, 12.5]",,Ground Pass,,14.5279045,,,,Francisco Alcácer García,6402.0,,,,,,2,From Throw In,Samuel Yves Umtiti,5492.0,Left Center Back,101,Barcelona,217,['5bb9b0ef-0139-4c3c-8454-ef4d15309f54'],13,,,,,,,,,,,,,,,,Barcelona,217,00:03:13.317,Pass,,2017/2018
,,,,,,,,,,,,,,,0.863113,,,,,,,,,,,,,e4083782-71eb-42cd-b356-8d612c2eedf5,1830,,"[70.4, 12.7]",9783,48,,,,,-2.824768,,Right Foot,,,"[64.3, 10.7]",,Ground Pass,,6.4195013,,Incomplete,,,,,,,,,2,From Throw In,Francisco Alcácer García,6402.0,Right Wing,101,Barcelona,217,['d8ca7365-7b33-47cf-9348-53c9b977e0b4'],14,,,,,,,,,,,,,,,,Barcelona,217,00:03:14.061,Pass,,2017/2018
,,,,,,,,,,,,,,,0.589474,,,,,,,,,,,,,4d793636-2545-472d-8d3a-def23361663b,1833,,"[55.4, 68.7]",9783,48,,,,,2.7270858,,Left Foot,,,"[50.4, 70.9]",,Ground Pass,,5.4626,,,,Sergi Darder Moll,3236.0,,,,,,2,Regular Play,José Manuel Jurado Marín,6870.0,Right Midfield,102,Espanyol,214,['9bb19d52-0aae-4d96-899b-13ae5190ef66'],15,,,,,,,,,,,,,,,,Espanyol,214,00:03:15.115,Pass,,2017/2018
,,,,,,,,,,,,,,,1.992773,,,,,,,,,,,,,f7a91358-5843-4f43-871b-f1a1e7d64fdd,1838,,"[52.3, 78.6]",9783,48,,,,,-0.6594025,,Right Foot,,,"[69.2, 65.5]",,Ground Pass,,21.382704,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,2,Regular Play,Sergi Darder Moll,3236.0,Right Defensive Midfield,102,Espanyol,214,"['647ef2ed-1ce2-4375-ad07-be4173a8d2cb', 'e535d210-83ab-40c6-96bd-34add9012a91']",18,,,,,,,,,,,,,,,,Espanyol,214,00:03:18.099,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.62395,,,,,,,,,,,,,7cfa73c4-87e7-4739-89ef-c7eadd7f199b,1848,,"[69.7, 20.9]",9783,48,,,,,-1.1824776,,Left Foot,,,"[76.0, 5.5]",,Ground Pass,,16.63881,,,,Lucas Digne,6849.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,103,Barcelona,217,"['b0ce3a97-8bfc-4f9d-bac7-0227554a8786', 'ddbe77d6-6e2d-49c4-87eb-32da9eaf488d']",30,,,,,,,,,,,,,,,,Barcelona,217,00:03:30.308,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.084648,,,,,,,,,,,,,973350a3-1d8b-4759-8a89-cbbf7a70ba18,1851,,"[75.9, 5.1]",9783,48,,,,,2.5691328,,Left Foot,,,"[66.9, 10.9]",,Ground Pass,,10.707007,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Back,103,Barcelona,217,['b9b9f07b-6fcb-46ff-bd42-5eb3e8cd59cb'],33,,,,,,,,,,,,,,,,Barcelona,217,00:03:33.234,Pass,,2017/2018
,,,,,,,,,,,,,,,2.634304,,,,,,,,,,,,,dd97dac8-2829-4a2c-8931-35ab9c480776,1854,,"[70.8, 11.4]",9783,48,,,,,0.7883051,,Right Foot,,,"[105.1, 45.9]",,High Pass,,48.64915,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,103,Barcelona,217,['d3606390-78e9-401b-bd08-9d3847ce6910'],36,,,,,,,,,,,,,,,,Barcelona,217,00:03:36.079,Pass,,2017/2018
,,,,,,,,,,,,,,,1.07474,,,,,,,,,,,,,48999c25-41f3-47f2-8d82-829fb3a99f48,1857,,"[105.1, 45.9]",9783,48,,,,,-2.9829373,,Right Foot,,,"[95.1, 44.3]",,Ground Pass,,10.127192,,,,Francisco Alcácer García,6402.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,103,Barcelona,217,['7c9ba268-5fc6-4700-b42c-c00ad5d8457a'],38,,,,,,,,,,,,,,,,Barcelona,217,00:03:38.833,Pass,,2017/2018
,,,,,,,,,,,,,,,2.64054,,,,,,,,,,,,,1fe559e5-acf3-40ac-a51f-7dfa0bce9600,1860,,"[95.1, 44.3]",9783,48,,,,,1.0148194,,Right Foot,,,"[107.9, 64.9]",,Ground Pass,,24.252834,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Right Wing,103,Barcelona,217,['0f3798ae-4cd0-4bf6-b87e-c2b3b73c408a'],39,,,,,,,,,,,,,,,,Barcelona,217,00:03:39.948,Pass,,2017/2018
,,,,,,,,,,,,,,,0.725643,,,,,,,,,,,,,b450d10f-77ab-41f3-9e45-b828a4cba3b3,1863,,"[105.4, 69.3]",9783,48,,,,,3.0928507,,Left Foot,,,"[97.2, 69.7]",,Ground Pass,,8.20975,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,103,Barcelona,217,['21ede3cb-fcf1-4153-a988-e7c064b5060b'],44,,,,,,,,,,,,,,,,Barcelona,217,00:03:44.126,Pass,,2017/2018
,,,,,,,,,,,,,,,1.534295,,,,,,,,,,,,,b5e9c7a3-5bcf-482e-b5b8-1cf2ef61a1c1,1866,,"[90.9, 66.3]",9783,48,,,,,-2.4756234,,Right Foot,,,"[82.5, 59.7]",,Ground Pass,,10.682696,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,103,Barcelona,217,['ebb7816f-bdb5-4ef9-a386-bfc72370fd27'],46,,,,,,,,,,,,,,,,Barcelona,217,00:03:46.452,Pass,,2017/2018
,,,,,,,,,,,,,,,1.259124,,,,,,,,,,,,,dd5e0ca0-ccac-43e6-be5f-47680ae7438d,1869,,"[82.5, 59.7]",9783,48,,,,,0.43383992,,Right Foot,,,"[100.2, 67.9]",,Ground Pass,,19.507177,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,103,Barcelona,217,['97ae4d43-b0d7-444f-aa74-31953ca06a9a'],48,,,,,,,,,,,,,,,,Barcelona,217,00:03:48.026,Pass,,2017/2018
,,,,,,,,,,,,,,,1.249946,,,,,,,,,,,,,240fea4b-7e79-40da-8005-02493caea133,1872,,"[96.1, 66.5]",9783,48,,,,,-2.9777212,,Right Foot,,,"[83.4, 64.4]",,Ground Pass,,12.872451,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,103,Barcelona,217,['a9c968fe-028d-4c29-baf1-7a1b233e7500'],50,,,,,,,,,,,,,,,,Barcelona,217,00:03:50.931,Pass,,2017/2018
,,,,,,,,,,,,,,,1.425027,,,,,,,,,,,,,94d6cb81-2989-42f1-a77c-9730f21adb8f,1875,,"[85.3, 64.4]",9783,48,,,,,0.2573237,,Right Foot,,,"[96.7, 67.4]",,Ground Pass,,11.78813,,,,Nélson Cabral Semedo,6374.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,103,Barcelona,217,['5b543fab-e85d-4b03-8a01-bc7d84e1216e'],53,,,,,,,,,,,,,,,,Barcelona,217,00:03:53.178,Pass,,2017/2018
,,,,,,,,,,,,,,,1.132692,,,,,,,,,,,,,370f573a-8f63-4312-91f6-dfd1610862b7,1878,,"[96.3, 67.4]",9783,48,,,,,-3.024484,,Right Foot,,,"[84.4, 66.0]",,Ground Pass,,11.98207,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Nélson Cabral Semedo,6374.0,Right Back,103,Barcelona,217,['97ff561d-1dbd-489d-a897-da1cc3ef6686'],55,,,,,,,,,,,,,,,,Barcelona,217,00:03:55.803,Pass,,2017/2018
,,,,,,,,,,,,,,,1.734572,,,,,,,,,,,,,e927a5f2-f872-433b-adf4-63592a0577ff,1881,,"[84.1, 62.8]",9783,48,,,,,-1.5707964,,Right Foot,,,"[84.1, 27.3]",,Ground Pass,,35.5,,,,Andrés Iniesta Luján,5216.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,103,Barcelona,217,['ada1fb45-eb17-4a18-b4ed-0b8e14564990'],58,,,,,,,,,,,,,,,,Barcelona,217,00:03:58.536,Pass,,2017/2018
,,,,,,,,,,,,,,,1.146571,,,,,,,,,,,,,d73d27c2-29e4-40e4-8b9a-5918a6491edf,1884,,"[85.8, 26.6]",9783,49,,,,,0.6206774,,Right Foot,,,"[107.9, 42.4]",,High Pass,,27.167076,,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,103,Barcelona,217,"['1bf16489-a658-42a4-82f8-04c3ea4a777f', 'e70d96db-edc8-484d-b4a6-a512dcb55e24']",1,,,,,,,,,,,,,,,,Barcelona,217,00:04:01.870,Pass,,2017/2018
,,,,,,,,,,,,,,,3.937552,,,,,,,,,,,,,2d9d5117-9f00-4d37-bbf8-3565ce66ec7a,1892,,"[22.2, 29.7]",9783,49,,True,,,-0.27758944,,Right Foot,,,"[78.0, 13.8]",,High Pass,,58.02112,,,,Gerard Moreno Balaguero,6766.0,,,,,Free Kick,2,From Free Kick,Diego López Rodríguez,6768.0,Goalkeeper,105,Espanyol,214,['320cef99-a9eb-4c9e-bc80-f464d2059fac'],33,,,,,,,,,,,,,,,,Espanyol,214,00:04:33.441,Pass,,2017/2018
,,,,,,,,,,,,,,,0.863366,,,,,,,,,,,,,3ac7e1b7-db0c-4a49-a0c2-a01306fc5c3d,1894,,"[78.0, 13.8]",9783,49,,,,,0.55241895,,Head,,,"[85.3, 18.3]",,Low Pass,,8.575546,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,2,From Free Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,105,Espanyol,214,['1a9374b3-ec2d-4ccf-be5e-d18e8f66cdda'],37,,,,,,,,,,,,,,,,Espanyol,214,00:04:37.466,Pass,,2017/2018
,,,,,,,,,,,,,,,2.69978,,,,,,,,,,,,,5f0d58b3-3c28-406b-a5e1-4412f7e34c63,1915,,"[93.7, 9.4]",9783,49,,,,,0.77658784,,Left Foot,True,,"[116.6, 31.9]",,Ground Pass,,32.103893,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,,2,From Free Kick,Gerard Moreno Balaguero,6766.0,Left Center Forward,105,Espanyol,214,"['27a39be2-6b6a-4510-b29b-078717081e0f', 'ebf8883b-aea2-4703-8795-f67624c69a05']",44,,,,,,,,,,,,,,,,Espanyol,214,00:04:44.132,Pass,,2017/2018
,,,,,,,,,,,,,,,5.186133,,,,,,,,,,,,,92af9d3c-cbdb-43c0-88fb-4bad6efe2ea4,1918,,"[9.2, 46.2]",9783,49,,True,,,-1.1258163,,Right Foot,,,"[25.7, 11.6]",,Ground Pass,,38.332886,,,,Samuel Yves Umtiti,5492.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,106,Barcelona,217,['81aeff64-dc9c-41cb-aa9e-d598bf725a5a'],57,,,,,,,,,,,,,,,,Barcelona,217,00:04:57.152,Pass,,2017/2018
,,,,,,,,,,,,,,,0.848469,,,,,,,,,,,,,f0fd26d4-28ba-4a23-a27f-8f28858fc040,1921,,"[50.7, 14.6]",9783,50,,,,,0.56386936,,Left Foot,,,"[64.3, 23.2]",,Ground Pass,,16.090992,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Samuel Yves Umtiti,5492.0,Left Center Back,106,Barcelona,217,"['baedf941-7e86-4a51-a216-ee4f31a141dc', 'c77db18c-e1c7-46b3-ab55-73fbc9618663']",5,,,,,,,,,,,,,,,,Barcelona,217,00:05:05.633,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.620612,,,,,,,,,,,,,69835658-e63d-4d8a-9da4-dc99083b1670,1924,,"[70.8, 25.1]",9783,50,,,,,0.015871683,,Right Foot,,,"[83.4, 25.3]",,Ground Pass,,12.601587,,Incomplete,,,,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,106,Barcelona,217,['9cfa1dfc-0d01-4e4e-b314-7e815b2c8b3b'],7,,,,,,,,,,,,,,,,Barcelona,217,00:05:07.891,Pass,,2017/2018
,,,,,,,,,,,,,,,0.58545,,,,,,,,,,,,,503664d1-eb04-470f-baa6-636b3826bae5,1927,,"[38.6, 51.9]",9783,50,,,,,-0.7853982,,Right Foot,,,"[44.9, 45.6]",,Ground Pass,,8.909546,,,,Sergi Darder Moll,3236.0,,,,,,2,Regular Play,David López Silva,6754.0,Right Center Back,106,Barcelona,217,['c50f3cea-2ece-4746-b60f-d4df22924bb9'],10,,,,,,,,,,,,,,,,Espanyol,214,00:05:10.551,Pass,,2017/2018
,,,,,,,,,,,,,,,1.125657,,,,,,,,,,,,,9a5ca31c-3b01-471a-a7b2-20683e61e2e0,1931,,"[49.1, 33.9]",9783,50,,,,,1.6068168,,Right Foot,,,"[48.3, 56.1]",,Low Pass,,22.214409,,Incomplete,,Marc Navarro Ceciliano,6756.0,,,,,,2,Regular Play,Sergi Darder Moll,3236.0,Right Defensive Midfield,106,Barcelona,217,"['a18fb19d-546a-49e8-84b0-a430c97c46a8', 'de227223-fb12-4907-b70e-e7a783f2ca81']",15,,,,,,,,,,,,,,,,Espanyol,214,00:05:15.593,Pass,,2017/2018
,,,,,,,,,,,,,,,0.669341,,,,,,,,,,,,,c4c392ee-e0c7-41c8-b32e-ddfb592e267b,1936,,"[69.7, 31.4]",9783,50,,,,,0.2939799,,Right Foot,,,"[80.6, 34.7]",,Ground Pass,,11.388591,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,2,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,106,Barcelona,217,['8251f3ff-3fb1-401a-92d7-6fbf86729951'],19,,,,,,,,,,,,,,,,Barcelona,217,00:05:19.415,Pass,,2017/2018
,,,,,,,,,,,,,,,1.625233,,,,,,,,,,,,,fd20be97-80f6-4e7b-b4aa-3221d5331553,1939,,"[80.4, 34.7]",9783,50,,,,,1.8653427,,Right Foot,,,"[75.0, 52.5]",,Ground Pass,,18.601076,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,106,Barcelona,217,['b9eeb99f-9f70-4667-a4bb-0970ddc49816'],20,,,,,,,,,,,,,,,,Barcelona,217,00:05:20.125,Pass,,2017/2018
,,,,,,,,,,,,,,,0.449504,,,,,,,,,,,,,65232440-4988-4136-819f-84e47c9cd1ac,1942,,"[84.4, 61.8]",9783,50,,,,,-1.4097044,,Right Foot,,,"[85.7, 53.8]",,Ground Pass,,8.104937,,,,Philippe Coutinho Correia,3501.0,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,106,Barcelona,217,['e9e945c3-7d77-4708-9cf1-95efe89d0be3'],24,,,,,,,,,,,,,,,,Barcelona,217,00:05:24.950,Pass,,2017/2018
,,,,,,,,,,,,,,,0.570263,,,,,,,,,,,,,fd7a28cd-65d8-44b2-a418-2754e08da08f,1946,,"[82.2, 54.6]",9783,50,,,,,1.6520126,,Right Foot,,,"[81.5, 63.2]",,Ground Pass,,8.628442,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,Regular Play,Philippe Coutinho Correia,3501.0,Left Wing,106,Barcelona,217,['bda29cf5-48be-4bad-aaad-5c03c50d12ad'],26,,,,,,,,,,,,,,,,Barcelona,217,00:05:26.494,Pass,,2017/2018
,,,,,,,,,,,,,,,1.394966,,,,,,,,,,,,,c5bbb61b-bc32-46ca-bd8e-0b4b7102a850,1949,,"[77.1, 62.7]",9783,50,,,,,-1.7880898,,Right Foot,,,"[72.0, 39.6]",,Ground Pass,,23.656288,,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,106,Barcelona,217,['026c21d4-64ec-4de0-a89c-0346ccb6341a'],28,,,,,,,,,,,,,,,,Barcelona,217,00:05:28.264,Pass,,2017/2018
,,,,,,,,,,,,,,,2.892236,,,,,,,,,,,,,637d827b-56b2-45e9-a730-85fcea31e8ec,1952,,"[72.0, 39.6]",9783,50,,,,,-0.99042714,,Right Foot,,,"[97.9, 0.1]",,Ground Pass,,47.234097,,Out,,Lucas Digne,6849.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,106,Barcelona,217,['8f55ead2-5b4c-4ebb-bf58-fa7d07908ffd'],30,,,,,,,,,,,,,,,,Barcelona,217,00:05:30.392,Pass,,2017/2018
,,,,,,,,,,,,,,,3.015583,,,,,,,,,,,,,ffb6d52b-5255-4b82-949c-235888ca88c8,1954,,"[22.4, 80.0]",9783,50,,True,,,-0.08550529,,,,,"[50.4, 77.6]",,High Pass,,28.102669,,,,Leonardo Carrilho Baptistão,6761.0,,,,,Throw-in,2,From Throw In,Marc Navarro Ceciliano,6756.0,Right Back,107,Espanyol,214,['ce8c06c1-039d-436f-a98b-f1dc01503d30'],43,,,,,,,,,,,,,,,,Espanyol,214,00:05:43.927,Pass,,2017/2018
,,,,,,,,,,,,,,,0.3,,,,,,,,,,,,,03075fb7-84bd-488f-a0a4-684e968f1fbb,1957,,"[52.1, 79.2]",9783,50,,,,,-2.2612429,,Right Foot,,,"[50.2, 76.9]",,Ground Pass,,2.9832869,,,,José Manuel Jurado Marín,6870.0,,,,,,2,From Throw In,Leonardo Carrilho Baptistão,6761.0,Right Center Forward,107,Espanyol,214,['c866ea8b-77a8-452f-bd2e-7815a296507e'],48,,,,,,,,,,,,,,,,Espanyol,214,00:05:48.066,Pass,,2017/2018
,,,,,,,,,,,,,,,1.146173,,,,,,,,,,,,,f48fe04a-46af-4ba2-ade1-2f3d22d77178,1963,,"[84.6, 80.0]",9783,51,,,,,-0.60199857,,,,,"[99.3, 69.9]",,High Pass,,17.835358,,Incomplete,,Leonardo Carrilho Baptistão,6761.0,,,,,Throw-in,2,From Throw In,Marc Navarro Ceciliano,6756.0,Right Back,108,Espanyol,214,"['271f9faa-ce61-4057-adb4-b990cec46fe5', 'f37b2e3c-8fe8-44d1-8552-a5d08f8adb9f']",18,,,,,,,,,,,,,,,,Espanyol,214,00:06:18.163,Pass,,2017/2018
,,,,,,,,,,,,,,,1.250187,,,,,,,,,,,,,f37b2e3c-8fe8-44d1-8552-a5d08f8adb9f,1966,,"[20.8, 10.2]",9783,51,,,,True,0.028161567,,,,,"[35.0, 10.6]",,Low Pass,,14.205632,,,,Philippe Coutinho Correia,3501.0,,,,,Recovery,2,From Throw In,Lucas Digne,6849.0,Left Back,108,Espanyol,214,"['ba5e69a7-f267-4505-bccf-43b1f3c1e4fa', 'c7d35e35-d072-4443-a1fa-06d39d296acf', 'f48fe04a-46af-4ba2-ade1-2f3d22d77178']",19,,,,,,,,,,,,,,,,Barcelona,217,00:06:19.309,Pass,True,2017/2018
,,,,,,,,,,,,,,,0.731669,,,,,,,,,,,,,958e0a0f-a806-4c59-a1e9-5109275928db,1972,,"[26.9, 8.6]",9783,51,,,,,1.4429264,,Left Foot,,,"[27.8, 15.6]",,Ground Pass,,7.05762,,,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,2,From Throw In,Lucas Digne,6849.0,Left Back,108,Espanyol,214,['46681355-d372-4dd7-beac-c2072b7a0e36'],22,,,,,,,,,,,,,,,,Barcelona,217,00:06:22.084,Pass,,2017/2018
,,,,,,,,,,,,,,,0.055496,,,,,,,,,,,,,d5602427-d62f-482b-b0dd-4b7a877710a3,1975,,"[23.4, 16.2]",9783,51,,,,,3.1415927,,Left Foot,,,"[20.8, 16.2]",,Ground Pass,,2.6,,Incomplete,,Samuel Yves Umtiti,5492.0,,,,,,2,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,108,Espanyol,214,"['5c028d28-c1de-461d-bcef-12cfbc71e331', 'd7121955-9547-439a-bb81-7483a0962391']",23,,,,,,,,,,,,,,,,Barcelona,217,00:06:23.654,Pass,,2017/2018
,,,,,,,,,,,,,,,1.974668,,,,,,,,,,,,,24f71264-6294-463a-b1a1-6dded5f69d46,1981,,"[97.6, 55.5]",9783,51,,,,,0.013985102,,Right Foot,,,"[111.9, 55.7]",,Ground Pass,,14.301398,,Incomplete,,Gerard Moreno Balaguero,6766.0,,,,,,2,From Throw In,José Manuel Jurado Marín,6870.0,Right Midfield,108,Espanyol,214,"['132b0a26-4c09-4f1e-a7c8-b4597f2acf3b', '6802762c-a2c2-4cc2-b132-bd4112c9963c', 'a81ffdb4-267d-4698-854e-7a0ceb1c4401']",25,,,,,,,,,,,,,,,,Espanyol,214,00:06:25.323,Pass,True,2017/2018
,,,,,,,,,,,,,,,1.289431,,,,,,,,,,,,,2162976e-e9fc-4981-bbaa-f3ae384ebf69,1986,,"[110.0, 80.0]",9783,52,,,,,-1.1949584,,,,,"[117.3, 61.5]",,Low Pass,,19.888187,,,,Gerard Moreno Balaguero,6766.0,,,,,Throw-in,2,From Throw In,Marc Navarro Ceciliano,6756.0,Right Back,109,Espanyol,214,['7b5b6f24-69e4-4ae6-bac9-a3a48609b03e'],7,,,,,,,,,,,,,,,,Espanyol,214,00:07:07.146,Pass,,2017/2018
,,,,,,,,,,,,,,,0.723204,,,,,,,,,,,,,7959186f-75c1-4500-8042-c7d1345a245e,1990,,"[117.8, 66.6]",9783,52,,,,,2.4149504,,Left Foot,,,"[113.3, 70.6]",,Ground Pass,,6.0207973,,,,Marc Navarro Ceciliano,6756.0,,,,,,2,From Throw In,Gerard Moreno Balaguero,6766.0,Left Center Forward,109,Espanyol,214,['80fba5ae-6449-4b70-96db-629438c6a8cf'],10,,,,,,,,,,,,,,,,Espanyol,214,00:07:10.028,Pass,,2017/2018
,,,,,,,,,,,,,,,1.0917,,,,,,,,,,,,,5c39eb1e-6faa-4368-979c-67cefd1596b9,1993,,"[113.3, 70.6]",9783,52,,,,,-1.4617074,,Right Foot,True,,"[115.6, 49.6]",,Low Pass,,21.125576,,Incomplete,,,,,,,,,2,From Throw In,Marc Navarro Ceciliano,6756.0,Right Back,109,Espanyol,214,['4201a51b-c091-495b-a7e2-e5dc980b4ee9'],10,,,,,,,,,,,,,,,,Espanyol,214,00:07:10.871,Pass,,2017/2018
,,,,,,,,,,,,,,,3.450006,,,,,,,,,,,,,62f84044-37db-400c-83e9-780f9f423a44,1999,,"[4.9, 25.3]",9783,52,,True,,,0.6673061,,Right Foot,,,"[37.9, 51.3]",,Ground Pass,,42.0119,,,,Gerard Piqué Bernabéu,5213.0,,,,,Free Kick,2,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,111,Barcelona,217,['a361302b-b5c4-4b8e-a057-cff6075817f6'],34,,,,,,,,,,,,,,,,Barcelona,217,00:07:34.481,Pass,,2017/2018
,,,,,,,,,,,,,,,2.538882,,,,,,,,,,,,,21872a34-82e0-409e-ae25-791bd240b953,2001,,"[39.7, 54.6]",9783,52,,True,,,0.66404617,,Right Foot,,,"[55.8, 67.2]",,Ground Pass,,20.444315,,,,Nélson Cabral Semedo,6374.0,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,111,Barcelona,217,['66fa44a2-18e1-4940-8925-241311bfa4da'],38,,,,,,,,,,,,,,,,Barcelona,217,00:07:38.265,Pass,,2017/2018
,,,,,,,,,,,,,,,0.958975,,,,,,,,,,,,,0707ea35-c87d-46f8-bbf3-b551f75c6a01,2004,,"[51.9, 66.5]",9783,52,,,,,-1.3026855,,Left Foot,,,"[54.4, 57.4]",,Ground Pass,,9.4371605,,,,José Paulo Bezzera Maciel Júnior,5542.0,,,,,,2,From Free Kick,Nélson Cabral Semedo,6374.0,Right Back,111,Barcelona,217,"['34a43735-fd51-40ce-bc98-c8874f1ba10d', 'befb45be-ec8f-4066-97ac-e716decc503c']",43,,,,,,,,,,,,,,,,Barcelona,217,00:07:43.061,Pass,True,2017/2018
,,,,,,,,,,,,,,,2.140006,,,,,,,,,,,,,58f0da9d-80b5-42e5-8222-209751f78550,2008,,"[54.0, 50.6]",9783,52,,,,,-1.7264501,,Right Foot,,,"[48.9, 18.1]",,Ground Pass,,32.89772,,,,Lucas Digne,6849.0,,,,,,2,From Free Kick,José Paulo Bezzera Maciel Júnior,5542.0,Right Center Midfield,111,Barcelona,217,['0ce0a4c6-7e1a-472c-ad88-dce9bd514e0c'],45,,,,,,,,,,,,,,,,Barcelona,217,00:07:45.498,Pass,,2017/2018
,,,,,,,,,,,,,,,0.856582,,,,,,,,,,,,,1ca8a479-b9fb-42e5-bcb1-359a59aeb9a4,2011,,"[51.7, 18.1]",9783,52,,,,,1.1213658,,Left Foot,,,"[55.8, 26.6]",,Ground Pass,,9.4371605,,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Free Kick,Lucas Digne,6849.0,Left Back,111,Barcelona,217,['3ed693f8-7f2a-4920-94f5-3508bd60b7b6'],49,,,,,,,,,,,,,,,,Barcelona,217,00:07:49.106,Pass,,2017/2018
