bad_behaviour_card,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.245031,,,,,,,,,,,,34897076-5589-443a-b8fe-33c6666627c9,3515,,"[18.6, 54.9]",68319,87,,,,0.96431535,,Right Foot,,,"[34.0, 77.1]",,Ground Pass,,27.018513,,,Oleguer Presas Renom,25873.0,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Center Back,192,Barcelona,217,['a45c6602-5a16-4916-a1fd-7c8153263136'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:42:50.182,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.306117,,,,,,,,,,,,7d261976-872f-43f9-891f-34d7b47377dc,3519,,"[41.1, 75.0]",68319,87,,,,-0.22899424,,Right Foot,,,"[54.4, 71.9]",,Ground Pass,,13.6565,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Oleguer Presas Renom,25873.0,Right Back,192,Barcelona,217,['8e2f44e5-857d-4ba3-b741-396a79ea2b16'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:42:54.079,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.782587,,,,,,,,,,,,d8f33579-bcc3-4df2-a59d-ff295ce25db8,3523,,"[52.8, 70.5]",68319,87,,,,-2.471621,,Right Foot,,,"[37.4, 58.3]",,Ground Pass,,19.646883,,,Carles Puyol i Saforcada,20125.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,192,Barcelona,217,"['0cfccfc5-7b96-434a-9a12-498ea95980fe', 'f752a92d-1b4e-4eb7-ae00-c53341ca1ae6']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:42:56.183,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.726095,,,,,,,,,,,,eeeca494-72f7-4b51-adae-b90726c7833d,3529,,"[50.5, 80.0]",68319,88,,,,-0.38176423,,,,,"[64.2, 74.5]",,Low Pass,,14.762791,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,193,Barcelona,217,['af993149-42bc-4b59-8294-ff6c6576b820'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:43:19.916,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.247763,,,,,,,,,,,,c74604e8-5c63-4787-b8a0-f3f3b1eb0993,3532,,"[62.6, 75.7]",68319,88,,,,-3.048116,,Right Foot,,,"[56.2, 75.1]",,Low Pass,,6.4280634,Incomplete,,Oleguer Presas Renom,25873.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,193,Barcelona,217,"['1625befa-1915-4c04-af4e-0fb6c9d717be', 'b046ee4d-aa22-4dad-965d-7ca2d4f3aa0e', 'f88db90f-4e7d-47fa-8e3a-eb815f111f75']",21,,,,,,,,,,,,,,,,,Barcelona,217,00:43:21.642,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.801128,,,,,,,,,,,,29eca3ff-b33c-4ae7-ab80-d9719f4efb57,3535,,"[68.6, 80.0]",68319,88,,,,-1.4302202,,,,,"[70.1, 69.4]",,Low Pass,,10.705606,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,194,Barcelona,217,['fc7a7712-b8b8-42c9-b88b-8548e4f0af8b'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.017,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.703442,,,,,,,,,,,,fa0fcf31-ec78-4c0f-9e86-f01bf93bbcdc,3539,,"[70.9, 70.7]",68319,88,,,,2.125792,,Right Foot,,,"[67.8, 75.7]",,Ground Pass,,5.8830266,,,Oleguer Presas Renom,25873.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,194,Barcelona,217,"['4d494d31-4261-40f7-85e1-e61eca46b809', 'cb33a784-83e7-4de2-b2d8-eaf469cf4217']",39,,,,,,,,,,,,,,,,,Barcelona,217,00:43:39.859,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.819042,,,,,,,,,,,,8285e6b3-f293-4549-a4bc-355220b9b69a,3545,,"[61.8, 80.0]",68319,88,,,,-0.6283684,,,,,"[75.7, 69.9]",,Low Pass,,17.181967,,,Xavier Hernández Creus,20131.0,,,,,Throw-in,2,From Throw In,Oleguer Presas Renom,25873.0,Right Back,195,Barcelona,217,['b074fc1b-619e-4ecf-a3f4-9a5af9424a33'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:43:52.469,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.916057,,,,,,,,,,,,58cfbe16-eccc-4e27-aa1b-0b8176df8d6f,3549,,"[77.2, 68.7]",68319,88,,,,0.9579761,,Right Foot,,,"[81.7, 75.1]",,Ground Pass,,7.823682,,,Oleguer Presas Renom,25873.0,,,,,,2,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,195,Barcelona,217,"['26a3ecb3-7cb4-4c82-bb17-c58d0d22b67a', '9dffb9a8-270f-4624-abe2-8795db6ab7e5']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:43:54.685,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.757449,,,,,,,,,,,,fb189a43-45bf-4b16-941a-821f77dc4506,3555,,"[83.7, 73.9]",68319,89,,,,-1.6771892,,Right Foot,,,"[82.6, 63.6]",,Ground Pass,,10.358571,,,Andrés Iniesta Luján,5216.0,,,,,Free Kick,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,196,Barcelona,217,['c1a5e3a1-579b-45ee-bc25-1285a7fdd66d'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.033,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.85444,,,,,,,,,,,,ca875202-31eb-4e7c-9bac-bc3d1b27ea95,3559,,"[82.5, 65.4]",68319,89,,,,1.7082225,,Right Foot,,,"[81.2, 74.8]",,Ground Pass,,9.489468,,,Xavier Hernández Creus,20131.0,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,196,Barcelona,217,"['ca9a681a-c7d3-498b-8120-fd48922b00fc', 'fab4ecde-95df-4fd7-9622-686f4e3bfe89']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:44:14.870,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.373359,,,,,,,,,,,,55f4fa46-9f13-45ee-a7f8-a22907b100e7,3562,,"[81.2, 74.8]",68319,89,,,,-2.5844064,,Right Foot,,,"[62.1, 62.9]",,Ground Pass,,22.503777,,,José Edmílson Gomes de Moraes,25910.0,,,,,,2,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,196,Barcelona,217,"['8dafbc21-6e88-4f67-9cdf-493f10554081', 'fab4ecde-95df-4fd7-9622-686f4e3bfe89']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:44:15.776,Pass,True,2005/2006
,,,,,,,,,,,,,,,,2.286988,,,,,,,,,,,,a7ad3f05-4338-426e-bfc1-760ad13eab61,3566,,"[64.6, 59.6]",68319,89,,,,-0.9242832,,Right Foot,,,"[92.6, 22.5]",,High Pass,,46.48021,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Free Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,196,Barcelona,217,"['388c2e59-c7fb-45ae-938f-3c4c932c1f2c', '8d625837-6aab-4fbb-966b-202cda6d5aa0', '9bc8706e-86b1-4306-9276-213db9a68d88']",18,,,,,,,,,,,,,,,,,Barcelona,217,00:44:18.215,Pass,True,2005/2006
,,,,,,,,,,,,,,,,1.7739,,,,,,,,,,,,c98e5503-0a38-4dc7-ace2-77bcc7d476fb,3574,,"[56.4, 47.8]",68319,89,,,,0.7955501,,Right Foot,,,"[75.9, 67.7]",,Ground Pass,,27.861443,Incomplete,,Róbson de Souza,25930.0,,,,,,2,Regular Play,Miguel Ángel Salgado Fernández,15601.0,Right Back,197,Real Madrid,220,"['4ab09e0b-d6b5-4c84-a07a-b70c212ba757', 'd5101204-1cdd-4699-948c-f01250e0bba2']",27,,,,,,,,,,,,,,,,,Real Madrid,220,00:44:27.572,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.8,,,,,,,,,,,,a1455f0d-27d4-46ee-a006-e41f5e9ae175,3587,,"[39.0, 80.0]",68319,89,True,,,-2.0952663,,,,,"[25.0, 55.8]",,Low Pass,,27.957825,,,Sergio Ramos García,5201.0,,,,,Throw-in,2,From Throw In,Miguel Ángel Salgado Fernández,15601.0,Right Back,198,Real Madrid,220,['110befb9-517d-4be9-b08b-6b0d510754d0'],52,,,,,,,,,,,,,,,,,Real Madrid,220,00:44:52.019,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.8843,,,,,,,,,,,,70bbf51c-4e0d-44ee-a4fd-64d0a6129e07,3589,,"[25.0, 55.8]",68319,89,True,,,-1.0271256,,Right Foot,,,"[44.1, 24.2]",,Ground Pass,,36.92384,,,Roberto Carlos da Silva,25926.0,,,,,,2,From Throw In,Sergio Ramos García,5201.0,Right Center Back,198,Real Madrid,220,['8331d7e9-9094-40cc-9d60-a4187bb24f92'],52,,,,,,,,,,,,,,,,,Real Madrid,220,00:44:52.819,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.448819,,,,,,,,,,,,47ff49e5-933b-40cd-9c32-bf0175cac33e,3591,,"[45.8, 23.9]",68319,89,,,,1.1113681,,Left Foot,,,"[55.2, 42.9]",,Ground Pass,,21.198112,,,José Maria Gutiérrez Hernández,25924.0,,,,,,2,From Throw In,Roberto Carlos da Silva,25926.0,Left Back,198,Real Madrid,220,['f8fbfd8f-b763-4b4b-8e81-d21dbb60f213'],55,,,,,,,,,,,,,,,,,Real Madrid,220,00:44:55.253,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.432345,,,,,,,,,,,,3ec081cd-5c0b-4670-903d-94cc09dd947a,3595,,"[63.1, 48.7]",68319,89,,,,1.1000314,,Left Foot,,,"[74.5, 71.1]",,Low Pass,,25.13404,,,Róbson de Souza,25930.0,,,,,,2,From Throw In,José Maria Gutiérrez Hernández,25924.0,Left Defensive Midfield,198,Real Madrid,220,"['8bdcb9e9-d1dc-4a06-895e-5e899e217715', 'fd704701-de03-4437-927d-923489ec61d3']",57,,,,,,,,,,,,,,,,,Real Madrid,220,00:44:57.977,Pass,True,2005/2006
,,,,,,,,,,,,,,,,2.6854,,,,,,,,,,,,a5d5148c-3b42-4eb6-9a00-89e42a423380,3598,,"[86.1, 72.5]",68319,90,,,,-0.93283534,,Right Foot,True,,"[120.5, 26.1]",,High Pass,,57.760887,Out,,Ronaldo Luíz Nazário de Lima,25928.0,,True,,,,2,From Throw In,Róbson de Souza,25930.0,Right Wing,198,Real Madrid,220,['56c45e20-a462-4835-9a98-363544e8b442'],2,,,,,,,,,,,,,,,,,Real Madrid,220,00:45:02.335,Pass,,2005/2006
,,,,,,,,,,,,,,,,2.790587,,,,,,,,,,,,79a1e898-9c74-47e7-8bb2-72ea4ba47d50,3600,,"[6.0, 44.0]",68319,90,,,,-0.47776577,,Right Foot,,,"[70.7, 10.5]",,High Pass,,72.85835,Incomplete,,Ronaldo de Assis Moreira,25879.0,,,,,Goal Kick,2,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,199,Barcelona,217,"['1db0500a-f298-4a33-b9d4-fd4b15a594fc', '9b9776eb-797d-42bc-bb28-40620f6b6232']",28,,,,,,,,,,,,,,,,,Barcelona,217,00:45:28.297,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.393197,,,,,,,,,,,,80e3f1d1-1b5f-4566-9aa2-1749eeca955d,3604,,"[61.5, 58.5]",68319,90,,,,0.02418883,,Head,,,"[73.9, 58.8]",,High Pass,,12.403628,Incomplete,,Róbson de Souza,25930.0,,,,,Recovery,2,From Goal Kick,David Beckham,15661.0,Right Defensive Midfield,199,Barcelona,217,"['b4f0ff15-e0e3-4160-b2ab-033d3251972f', 'e030a065-601a-4de9-aa69-cb2648d3908a']",36,,,,,,,,,,,,,,,,,Real Madrid,220,00:45:36.761,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.497309,,,,,,,,,,,,bfbe7199-1584-4c60-8906-dd18b5b52e44,3611,,"[56.6, 72.5]",68319,90,,,,-1.8335437,,Left Foot,,,"[52.7, 58.0]",,Ground Pass,,15.015326,Incomplete,,José Maria Gutiérrez Hernández,25924.0,,,,,,2,From Goal Kick,David Beckham,15661.0,Right Defensive Midfield,199,Barcelona,217,"['017c902a-4efe-4d39-8146-0dbcc6df5315', '33c66b47-2772-4c00-999b-f1279a0f8803']",44,,,,,,,,,,,,,,,,,Real Madrid,220,00:45:44.233,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.617739,,,,,,,,,,,,f4827742-40b6-42c1-bcc9-d83c37d1acad,3615,,"[70.1, 19.0]",68319,90,,,,-2.6620734,,Right Foot,,,"[62.6, 15.1]",,Ground Pass,,8.453402,,,Anderson Luís de Souza,19757.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,199,Barcelona,217,['64e0e785-6e10-4706-a626-861fdde94f43'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:45:45.231,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.084578,,,,,,,,,,,,4a6cfe5a-edce-40d2-b089-ce3b8dadd8d0,3618,,"[62.6, 15.1]",68319,90,,,,-0.9703565,,Right Foot,,,"[68.9, 5.9]",,Ground Pass,,11.150336,,,Ronaldo de Assis Moreira,25879.0,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,199,Barcelona,217,['72ece9a9-7730-4f20-ba82-6cc0fd030c85'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:45:49.323,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.907318,,,,,,,,,,,,3a5a912a-6d30-4cd4-a934-6c4d0f97d10e,3622,,"[69.0, 2.9]",68319,90,,,,2.178241,,Right Foot,,,"[63.3, 11.1]",,Ground Pass,,9.986491,,,Anderson Luís de Souza,19757.0,,,,,,2,From Goal Kick,Ronaldo de Assis Moreira,25879.0,Left Wing,199,Barcelona,217,['9ddead3d-dbbd-4101-90b0-b2bf2edba1ec'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:45:50.753,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.361072,,,,,,,,,,,,efb4e079-e712-408a-a43d-3ef7cda25584,3629,,"[64.2, 12.7]",68319,90,,,,1.5555303,,Right Foot,,,"[64.4, 25.8]",,Ground Pass,,13.101526,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,199,Barcelona,217,['8d6bfe6f-6f37-4579-b90d-768159dbc3a0'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:45:53.418,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.211428,,,,,,,,,,,,60499331-e304-4495-9061-82e474603872,3632,,"[66.4, 26.5]",68319,90,,,,-1.0137756,,Right Foot,,,"[73.5, 15.1]",,Ground Pass,,13.43019,,,Anderson Luís de Souza,19757.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,199,Barcelona,217,['5c1c3fb1-77c8-4b06-87b1-ecfe10d3b197'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:45:53.859,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.440039,,,,,,,,,,,,f8d9ebcc-72d8-4fc1-bc64-82470ad92387,3635,,"[74.1, 17.8]",68319,90,,,,2.3561945,,Right Foot,,,"[66.4, 25.5]",,Ground Pass,,10.889444,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,199,Barcelona,217,['3a0895a2-63f5-475a-ad28-53dd96fd5120'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:45:55.532,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.797211,,,,,,,,,,,,c742d1ec-5b10-4426-af27-4f72c7f5752b,3639,,"[64.6, 28.7]",68319,90,,,,1.2176242,,Right Foot,,,"[74.0, 54.2]",,Ground Pass,,27.17738,,,Andrés Iniesta Luján,5216.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,199,Barcelona,217,"['1514710f-159e-4b77-897e-5a01034a9e9c', 'de5d8996-4cbd-41de-bcb6-a5c6c4bea770']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:45:57.156,Pass,True,2005/2006
,,,,,,,,,,,,,,,,0.941238,,,,,,,,,,,,40fa34f6-2a4c-4f17-9e42-634984802776,3642,,"[74.6, 54.2]",68319,91,,,,-0.9453113,,Right Foot,,,"[81.1, 45.2]",,Ground Pass,,11.101802,,,Xavier Hernández Creus,20131.0,,,,,,2,From Goal Kick,Andrés Iniesta Luján,5216.0,Right Wing,199,Barcelona,217,['6d91e8cd-bda3-4727-896a-2f84a7cd290a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:46:00.834,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.748254,,,,,,,,,,,,a706d053-c3da-4083-b5ec-b8aaf835a2fc,3645,,"[81.1, 45.2]",68319,91,,,,2.8253064,,Right Foot,,,"[64.6, 50.6]",,Ground Pass,,17.361164,,,José Edmílson Gomes de Moraes,25910.0,,,,,,2,From Goal Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,199,Barcelona,217,['687ceafd-7108-43a0-a41a-9a06db948bad'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:46:01.832,Pass,,2005/2006
,,,,,,,,,,,,,,,,0.714323,,,,,,,,,,,,7eeb76d4-7bb2-4c7e-b620-eb39cc2a7e35,3648,,"[64.2, 46.1]",68319,91,,,,-1.4857308,,Right Foot,,,"[65.3, 33.2]",,Ground Pass,,12.946815,,,Anderson Luís de Souza,19757.0,,,,,,2,From Goal Kick,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,199,Barcelona,217,['3d259e32-2f57-45ae-8a67-5ab03e04375d'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:46:02.997,Pass,,2005/2006
,,,,,,,,,,,,,,,,1.892343,,,,,,,,,,,,1b4b09f6-8b7e-4cad-a465-4c2a435a3615,3651,,"[65.6, 33.3]",68319,91,,,,1.1427449,,Right Foot,,,"[84.9, 75.6]",,High Pass,,46.494946,Unknown,,,,,True,,,,2,From Goal Kick,Anderson Luís de Souza,19757.0,Left Center Midfield,199,Barcelona,217,,3,,,,,,,,,,,,,,,,,Barcelona,217,00:46:03.791,Pass,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,df20d4ec-4a17-43d3-80de-4f26917ef998,6,,"[60.6, 43.2]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Samuel Eto''o Fils,19298.0,Center Forward,2,Barcelona,217,['a30b2459-21df-40bf-bac4-89fd63016ea5'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.705,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,a620b9d9-947c-46e7-9529-7467ecce98ce,9,,"[43.5, 37.8]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,2,Barcelona,217,['d098180f-ff12-4d40-9d66-604891bb904d'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.945,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c1ba274d-1e85-4e50-b7d3-045de9bdc326,12,,"[45.6, 46.0]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['b7934404-ddb5-4c00-9467-2bcecd8b6f32'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:00:04.079,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,ce4c5fff-ab31-41e2-b7d3-96271c6a8f1f,15,,"[40.4, 34.4]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,José Edmílson Gomes de Moraes,25910.0,Center Defensive Midfield,2,Barcelona,217,['d1b168fe-4cf0-43f0-91d7-aafe9a92070c'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.448,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,d6036dd8-90d9-4175-bcae-22a43f78264e,19,,"[32.7, 50.3]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Center Back,2,Barcelona,217,['34bad3d9-a565-4cd8-b3fb-739df9ade7da'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.068,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,cfd2f386-ca01-45aa-bae5-de63be45835b,22,,"[65.1, 62.9]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,2,Barcelona,217,['d5e0676d-59f5-426e-8f3a-f24d77e1c137'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.335,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,3b7a0ef1-a741-46e0-8426-c3e38ccbd543,27,,"[57.7, 57.7]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['01825c21-f84e-43fc-a42f-315a7bcded89'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.258,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,bdb8298f-c807-46bc-967b-8b9a10d51957,34,,"[57.6, 35.5]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,David Beckham,15661.0,Left Defensive Midfield,3,Real Madrid,220,['a2f09b89-1243-4981-88ae-8466aeb9d6f8'],17,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:17.658,Ball Receipt*,,2005/2006
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,078cec7d-735b-4941-81e5-2f9eb7c14244,40,,"[92.3, 36.1]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Róbson de Souza,25930.0,Left Wing,3,Real Madrid,220,['e7e6f8d6-ec26-4f0e-97fc-4ac5b4e18ecb'],22,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:22.005,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,4ff45833-5cea-46c8-b0a2-ce7813d1caa0,43,,"[35.9, 11.3]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,4,Barcelona,217,['8e441138-b877-48c8-bd00-4905b1866664'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.937,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8960d46-d68c-41fa-b37c-b0e1312a7435,45,,"[22.5, 20.4]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,4,Barcelona,217,['fce838ec-90df-4322-99e9-1eb0378cec55'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.456,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,0b968812-9bcb-4b9e-ace8-a5918f681e26,48,,"[38.2, 5.6]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Giovanni van Bronckhorst,17797.0,Left Back,4,Barcelona,217,['b12447a8-be81-4b11-b8f7-752d451d91ab'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.558,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,87c323b3-6c51-40f1-973c-598265a7725c,51,,"[62.9, 8.2]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Ronaldo de Assis Moreira,25879.0,Left Wing,4,Barcelona,217,['06a2fb7e-c8fd-454a-aa79-a9d141898499'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:00:34.479,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,c5fb29a6-8547-4f28-acb1-2fe658e793db,59,,"[27.2, 63.6]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Sergio Ramos García,5201.0,Right Center Back,5,Real Madrid,220,['436030d3-3da1-4bc8-b619-66699479368e'],45,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:45.019,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2f2a7831-1695-499d-9d04-ee9f595c51f8,61,,"[23.4, 45.5]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Iván Helguera Bujía,15584.0,Left Center Back,5,Real Madrid,220,['e2d6f808-cceb-4d9e-8c51-71777c5de112'],46,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:46.410,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,2ac1dd6f-b59e-4b84-acec-c131827258fa,66,,"[72.4, 31.8]",68319,0,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Ronaldo Luíz Nazário de Lima,25928.0,Center Forward,5,Real Madrid,220,"['7f22dbd3-413d-4223-a165-0b004adf903c', '843b70cc-f444-498b-9003-6e760b336ca1']",52,,,,,,,,,,,,,,,,,Real Madrid,220,00:00:52.364,Ball Receipt*,True,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3e2b4e5-44af-484a-b697-8e0f29e82ed1,71,,"[70.1, 12.7]",68319,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Zinédine Zidane,15074.0,Center Attacking Midfield,6,Real Madrid,220,['ba458c42-2a96-471a-bd61-75854b55d424'],15,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:15.168,Ball Receipt*,,2005/2006
,,,,,,,,,,,,,,,,,,,,,,,,,,,,24977f73-106c-47d9-8cda-281b6295c829,75,,"[81.7, 2.9]",68319,1,,,,,,,,,,,,,,,,,,,,,,,1,From Free Kick,Roberto Carlos da Silva,25926.0,Left Back,6,Real Madrid,220,"['98ba27d9-bcf5-4e98-ae0c-d1152af4a600', 'b67e57ba-2ff3-411b-96a7-8700d5f3fab3']",16,,,,,,,,,,,,,,,,,Real Madrid,220,00:01:16.946,Ball Receipt*,True,2005/2006
