bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.3211,,,,,,,,,,,,,,4ee8435f-74dd-4487-91c1-870bf0787f53,1151,,"[55.9, 40.0]",69304,25,,,,,0.45990232,,Left Foot,,,"[66.6, 45.3]",Ground Pass,,11.940687,,,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Free Kick,Mateo Pablo Musacchio,7034.0,Left Center Back,49,Villarreal,222,['2be38f00-aa2f-4ee9-8f6d-88215988f11c'],37,,,,,,,,,,,,,,,,,Villarreal,222,00:25:37.492,Pass,,2010/2011
,,,,,,,,,,,,,,,,4.4613,,,,,,,,,,,,,,403f5343-6259-4ec1-8069-96e7f1227635,1154,,"[66.6, 45.3]",69304,25,,,,,-2.1006734,,Left Foot,,,"[44.4, 7.4]",Low Pass,,43.92323,,,,,José Manuel Catalá Mazuecos,26765.0,,,,,,,1,From Free Kick,Borja Valero Iglesias,6997.0,Right Midfield,49,Villarreal,222,['a2f1a728-8023-4149-92ee-741cac8d8bf1'],38,,,,,,,,,,,,,,,,,Villarreal,222,00:25:38.852,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.0859,,,,,,,,,,,,,,30e6faf1-4d79-40a0-a704-efe2c20b21dc,1156,,"[41.2, 4.3]",69304,25,,,,,1.130171,,Right Foot,,,"[47.0, 16.6]",Ground Pass,,13.598897,,,,,Carlos Marchena López,20127.0,,,,,,,1,From Free Kick,José Manuel Catalá Mazuecos,26765.0,Left Back,49,Villarreal,222,['8d00ae70-0ddd-4958-9827-a9e72c3612c5'],43,,,,,,,,,,,,,,,,,Villarreal,222,00:25:43.313,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1029,,,,,,,,,,,,,,502d15e8-1696-42c4-9a1b-dcc4cf8dc938,1159,,"[44.6, 19.3]",69304,25,,,,,-0.80485094,,Left Foot,,,"[57.2, 6.2]",Ground Pass,,18.176083,,,,,José Manuel Catalá Mazuecos,26765.0,,,,,,,1,From Free Kick,Carlos Marchena López,20127.0,Left Defensive Midfield,49,Villarreal,222,['c5009bab-0511-4de2-8cdb-381bfb449325'],45,,,,,,,,,,,,,,,,,Villarreal,222,00:25:45.430,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.59845,,,,,,,,,,,,,,f4c1bbfa-28df-45d0-aa46-55d5c35c1df9,1161,,"[57.6, 6.2]",69304,25,,,,,1.3734008,,Left Foot,,,"[59.3, 14.7]",Ground Pass,,8.668333,,,,,Santiago Cazorla González,11386.0,,,,,,,1,From Free Kick,José Manuel Catalá Mazuecos,26765.0,Left Back,49,Villarreal,222,['397a4697-8973-485c-accf-39ae3e2b828d'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:25:46.533,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.9818,,,,,,,,,,,,,,7ccb9b28-0765-42b2-a702-f6ea298ad7b8,1166,,"[63.4, 12.0]",69304,26,,True,,,0.9578979,,Left Foot,,,"[91.6, 52.1]",High Pass,,49.022953,,,Incomplete,,,,,,True,,,Free Kick,1,From Free Kick,Bruno Soriano Llido,22819.0,Right Defensive Midfield,50,Villarreal,222,['631eec2c-0d63-4e84-a922-96dd4ea1f1aa'],3,,,,,,,,,,,,,,,,,Villarreal,222,00:26:03.357,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1879,,,,,,,,,,,,,,631eec2c-0d63-4e84-a922-96dd4ea1f1aa,1167,,"[29.4, 28.9]",69304,26,,,,,-1.0349851,,Left Foot,,,"[35.1, 19.3]",High Pass,,11.164677,,,,,Ibrahim Afellay,4891.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,51,Barcelona,217,"['6b9ef9a8-c645-45a1-a65a-376be2209f60', '7ccb9b28-0765-42b2-a702-f6ea298ad7b8']",5,,,,,,,,,,,,,,,,,Barcelona,217,00:26:05.339,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.028612,,,,,,,,,,,,,,2606dfd1-b35e-49dd-a293-0dc28d54bce0,1170,,"[35.1, 19.3]",69304,26,,,,,1.0510017,,Right Foot,,,"[44.6, 35.9]",Ground Pass,,19.12616,,,,,Seydou Kéita,20169.0,,,,,,,1,Regular Play,Ibrahim Afellay,4891.0,Left Wing,51,Barcelona,217,['778cf875-3c5c-4a07-9a00-b88fc87629a6'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:26:06.675,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.3714,,,,,,,,,,,,,,88da9b09-8c93-4fe2-aab8-9b812936cb63,1175,,"[46.7, 37.1]",69304,26,,True,,,0.9588939,,Right Foot,,,"[74.7, 77.0]",Ground Pass,,48.74433,,,,,Daniel Alves da Silva,4324.0,,,,,,Free Kick,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,52,Barcelona,217,['e704c6f6-e777-4d9d-8241-d0158372a6e3'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:26:28.394,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.789017,,,,,,,,,,,,,,4fdc1011-678c-41e2-a538-b4e59e80ddd8,1177,,"[71.6, 72.4]",69304,26,,,,,-3.1082716,,Right Foot,,,"[62.6, 72.1]",Ground Pass,,9.004998,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,52,Barcelona,217,['1fa67e0a-cf6e-4abb-a745-16daf3d63689'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:26:29.086,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.9549,,,,,,,,,,,,,,1af1d03c-5d3b-45d3-9186-af4931cf2125,1180,,"[62.6, 72.1]",69304,26,,,,,-1.1891923,,Right Foot,,,"[68.9, 56.4]",Ground Pass,,16.916855,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,52,Barcelona,217,['9980b263-48a8-4ed9-80a9-34fdba06a920'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:26:31.027,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.9228,,,,,,,,,,,,,,94f42c04-2a0b-4aeb-8938-05be305fb3b5,1183,,"[68.9, 56.4]",69304,26,,,,,1.7398976,,Right Foot,,,"[66.8, 68.7]",Ground Pass,,12.477981,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,52,Barcelona,217,['410fba9f-3d7f-4409-adbf-3f95ae02421f'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:26:32.344,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.4429,,,,,,,,,,,,,,2436d4b6-c1fc-4644-8316-3744abcedd2b,1186,,"[66.8, 65.8]",69304,26,,,,,-2.861293,,Right Foot,,,"[47.0, 60.1]",Ground Pass,,20.604126,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,52,Barcelona,217,['57a4e1e2-f512-4236-9dab-34a31562fe6e'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:26:36.556,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.7833,,,,,,,,,,,,,,991a24df-98a7-4e81-85e5-c3539bfab05e,1189,,"[47.0, 60.1]",69304,26,,,,,-1.4019644,,Right Foot,,,"[53.0, 24.9]",Low Pass,,35.707703,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Center Back,52,Barcelona,217,['aae35fd3-f897-467a-8819-5106413f6d96'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:26:38.079,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.0082,,,,,,,,,,,,,,a6f9e90d-348b-4515-82ea-424b5628a2fc,1192,,"[50.9, 22.2]",69304,26,,,,,1.4128864,,Right Foot,,,"[55.9, 53.6]",Ground Pass,,31.795597,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,52,Barcelona,217,['8487ec70-5d6a-4df6-bd6f-d4562789af03'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:26:45.608,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.738789,,,,,,,,,,,,,,2df6c6c2-b639-41b0-8623-57fa53aafe65,1196,,"[55.2, 57.0]",69304,26,,,,,0.16859694,,Right Foot,,,"[64.6, 58.6]",Ground Pass,,9.535198,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Right Center Back,52,Barcelona,217,"['607566d2-402d-44f0-9647-6b86768a39bf', 'e6742668-04ab-4e99-b457-fe7c01edb113']",49,,,,,,,,,,,,,,,,,Barcelona,217,00:26:49.546,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.7843,,,,,,,,,,,,,,1f11f108-d53c-495e-a529-c1f5f3aae18e,1199,,"[64.3, 61.1]",69304,26,,,,,-1.5140392,,Right Foot,,,"[64.8, 52.3]",Ground Pass,,8.814193,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,52,Barcelona,217,['ca89c2c7-8a22-4fcc-8cdd-bc2445252751'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:26:50.863,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.7601,,,,,,,,,,,,,,5944ca10-948a-4db6-8fea-e46a91558fe0,1202,,"[69.6, 47.8]",69304,26,,,,,-1.3613842,,Right Foot,,,"[79.1, 3.1]",Ground Pass,,45.69836,,,,,Adriano Correia Claro,22102.0,,,True,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,52,Barcelona,217,['2a33ba0a-39d6-44ea-a278-65bdf315620c'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:26:54.162,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.7221,,,,,,,,,,,,,,f529c5f7-aebe-4e37-833f-f04f79385d65,1206,,"[95.5, 19.6]",69304,27,,,,,2.087027,,Right Foot,,,"[89.2, 30.7]",Ground Pass,,12.763228,,,,,Seydou Kéita,20169.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,52,Barcelona,217,['a5affac0-b542-45fb-8535-b0f21a77197c'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:27:00.133,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.9396,,,,,,,,,,,,,,c41103c3-2bea-4109-84bd-05295a377c14,1209,,"[92.5, 27.5]",69304,27,,,,,1.5355996,,Left Foot,,,"[93.0, 41.7]",Ground Pass,,14.2088,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Free Kick,Seydou Kéita,20169.0,Left Center Midfield,52,Barcelona,217,['f26dee43-8dbe-443a-a30b-9ea0bd78f227'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:27:01.735,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.5718,,,,,,,,,,,,,,36da9c08-f368-495b-b349-22a665a29db4,1213,,"[89.0, 43.2]",69304,27,,,,,-0.8911963,,Right Foot,,,"[99.1, 30.7]",Ground Pass,,16.070469,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Free Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,52,Barcelona,217,"['0362410f-52fa-4f77-be76-625f522f23d2', 'dca24d27-fdd9-4ef1-a921-834216ebc5c6']",3,,,,,,,,,,,,,,,,,Barcelona,217,00:27:03.297,Pass,True,2010/2011
,,,,,,,,,,,,,,,,2.6062,,,,,,,,,,,,,,a6133c81-8a14-4b10-9441-250012cc9df1,1216,,"[97.9, 31.4]",69304,27,,,,,0.8433044,,Left Foot,,,"[117.4, 53.3]",High Pass,,29.32337,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Adriano Correia Claro,22102.0,Left Back,52,Barcelona,217,['9dbeb509-6f70-42a6-aea2-408a3f44b8ee'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:27:04.015,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.8156,,,,,,,,,,,,,,2144e31d-d6c1-4324-b67f-a095d440c3d4,1221,,"[120.0, 80.0]",69304,27,,,,,-1.8531407,,Right Foot,,,"[107.7, 37.6]",High Pass,,44.148045,,,,True,Sergio Busquets i Burgos,5203.0,,,True,Outswinging,,Corner,1,From Corner,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,53,Barcelona,217,['19d3d0cb-5e43-495d-8a50-c2c520ad02f4'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:27:50.168,Pass,,2010/2011
,,,,,,,,,,,,,,,,4.409,,,,,,,,,,,,,,788252f5-cde9-45f1-83d1-721b85e5f2bd,1223,,"[107.7, 37.6]",69304,27,,,,,-1.43492,,Head,,,"[111.2, 12.0]",High Pass,,25.83815,,,Incomplete,,,,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Right Center Back,53,Barcelona,217,['2c8d5b74-5419-4a70-9531-d80c64846bb9'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:27:52.024,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.990606,,,,,,,,,,,,,,675d732b-2d28-46d6-b1d3-54e35fff0d82,1226,,"[39.0, 80.0]",69304,28,,,,,-2.7000003,,,,,"[28.0, 74.8]",Low Pass,,12.167169,,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,Throw-in,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,54,Villarreal,222,['c4b75f44-b235-4390-be16-7a8dc0e5b721'],11,,,,,,,,,,,,,,,,,Villarreal,222,00:28:11.176,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.648271,,,,,,,,,,,,,,ae93d435-0c84-4a98-9b9b-3016ddd0a318,1229,,"[28.0, 74.8]",69304,28,,,,,-2.2736087,,Right Foot,,,"[7.5, 50.6]",Ground Pass,,31.715769,,,,,Diego López Rodríguez,6768.0,,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,54,Villarreal,222,['0e3fdd72-5a73-4e19-9457-6a47e76d79d3'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:28:14.090,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.918662,,,,,,,,,,,,,,a10b3416-a2d5-4b3c-912a-e4a594b6d140,1232,,"[10.6, 49.1]",69304,28,,,,,-1.142964,,Right Foot,,,"[16.3, 36.6]",Ground Pass,,13.738268,,,,,Mateo Pablo Musacchio,7034.0,,,,,,,1,From Throw In,Diego López Rodríguez,6768.0,Goalkeeper,54,Villarreal,222,['070d4b4f-f769-4e28-960f-88e183e68d0b'],16,,,,,,,,,,,,,,,,,Villarreal,222,00:28:16.919,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.070372,,,,,,,,,,,,,,bc6563f5-c4ce-4d64-9dba-f898d66c6b95,1235,,"[16.4, 31.5]",69304,28,,,,,-0.9174916,,Right Foot,,,"[35.0, 7.2]",Ground Pass,,30.60147,,,,,José Manuel Catalá Mazuecos,26765.0,,,,,,,1,From Throw In,Mateo Pablo Musacchio,7034.0,Left Center Back,54,Villarreal,222,['3e6045b9-0814-489b-ba6b-c749b893e2cf'],19,,,,,,,,,,,,,,,,,Villarreal,222,00:28:19.596,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1385,,,,,,,,,,,,,,eba2a1cf-3dce-4ee2-b02a-5b28378b367d,1238,,"[43.6, 5.0]",69304,28,,,,,0.9009855,,Left Foot,,,"[55.4, 19.9]",Ground Pass,,19.006578,,,,,Santiago Cazorla González,11386.0,,,,,,,1,From Throw In,José Manuel Catalá Mazuecos,26765.0,Left Back,54,Villarreal,222,['f58b6073-1e40-4ff3-866c-152438dfc246'],26,,,,,,,,,,,,,,,,,Villarreal,222,00:28:26.008,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.5295,,,,,,,,,,,,,,96339d35-196f-440e-b796-c5761ac23e84,1240,,"[55.4, 19.9]",69304,28,,,,,2.7807558,,Left Foot,,,"[50.1, 21.9]",Low Pass,,5.6648035,,,Incomplete,,,,,,,,,,1,From Throw In,Santiago Cazorla González,11386.0,Left Midfield,54,Villarreal,222,['075d829b-10e8-4809-8387-28214aa798cd'],27,,,,,,,,,,,,,,,,,Villarreal,222,00:28:27.146,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7361,,,,,,,,,,,,,,a3673482-dc27-4fb9-9920-0a6cd12bd47a,1245,,"[27.0, 20.4]",69304,28,,,,,1.3904079,,Right Foot,,,"[33.0, 53.3]",Ground Pass,,33.44264,,,,,Gonzalo Javier Rodríguez,25931.0,,,,,,,1,From Throw In,Mateo Pablo Musacchio,7034.0,Left Center Back,54,Villarreal,222,['5946b16d-e46a-48f7-9c52-6d74a8c10931'],31,,,,,,,,,,,,,,,,,Villarreal,222,00:28:31.733,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.789903,,,,,,,,,,,,,,61fea831-a077-4ade-90f7-59ab7e44f01e,1248,,"[33.8, 56.2]",69304,28,,,,,1.0146301,,Left Foot,,,"[45.3, 74.7]",Ground Pass,,21.78302,,,,,Mario Gaspar Pérez Martínez,6772.0,,,,,,,1,From Throw In,Gonzalo Javier Rodríguez,25931.0,Right Center Back,54,Villarreal,222,['83a42140-3133-4baa-8242-1cf72d74ec4e'],34,,,,,,,,,,,,,,,,,Villarreal,222,00:28:34.685,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.4769,,,,,,,,,,,,,,b85e15ea-e213-4823-a4e7-aee91b5e02f5,1251,,"[42.4, 73.7]",69304,28,,,,,0.30499235,,Right Foot,,,"[58.6, 78.8]",Ground Pass,,16.983816,,,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Throw In,Mario Gaspar Pérez Martínez,6772.0,Right Back,54,Villarreal,222,['adb34cb8-b7ba-4c20-9812-661982e4dde1'],37,,,,,,,,,,,,,,,,,Villarreal,222,00:28:37.139,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.066843,,,,,,,,,,,,,,98ebc6b4-6be5-4a54-a547-c26d5dbb46b4,1255,,"[51.4, 78.9]",69304,28,,,,,-2.6271412,,Left Foot,,,"[42.2, 73.7]",Ground Pass,,10.567876,,,,,Carlos Marchena López,20127.0,,,,,,,1,From Throw In,Borja Valero Iglesias,6997.0,Right Midfield,54,Villarreal,222,['bda17f75-6b1d-42d7-8a94-d7df556355cd'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:28:40.995,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.9847,,,,,,,,,,,,,,7bd49090-7d7e-4d4f-8872-e2ff6b4a22a4,1258,,"[38.1, 73.8]",69304,28,,,,,-0.8519663,,Right Foot,,,"[47.2, 63.4]",Ground Pass,,13.81919,,,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Throw In,Carlos Marchena López,20127.0,Left Defensive Midfield,54,Villarreal,222,['5856e095-2f80-42f1-84a9-a4b1bd8a2277'],44,,,,,,,,,,,,,,,,,Villarreal,222,00:28:44.113,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6273,,,,,,,,,,,,,,1a71d494-883a-448c-8f85-82acfe10bb67,1261,,"[48.5, 62.5]",69304,28,,,,,-2.2027705,,Right Foot,,,"[40.3, 51.3]",Ground Pass,,13.880922,,,,,Bruno Soriano Llido,22819.0,,,,,,,1,From Throw In,Borja Valero Iglesias,6997.0,Right Midfield,54,Villarreal,222,"['1c7dff12-7a74-47ef-ac45-6c6776a6c4fa', 'e77733db-d6bd-44db-a5b8-94e2ad5832f1']",45,,,,,,,,,,,,,,,,,Villarreal,222,00:28:45.097,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.871314,,,,,,,,,,,,,,328d3f1c-39df-4c1b-af37-53ac8a3e0f51,1264,,"[41.2, 51.3]",69304,28,,,,,-0.29849893,,Right Foot,,,"[49.0, 48.9]",Ground Pass,,8.160882,,,,,Borja Valero Iglesias,6997.0,,,,,,,1,From Throw In,Bruno Soriano Llido,22819.0,Right Defensive Midfield,54,Villarreal,222,['b9dcaf3f-8abf-460c-a12f-2f43f488e665'],45,,,,,,,,,,,,,,,,,Villarreal,222,00:28:45.819,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.331648,,,,,,,,,,,,,,c7fbee8a-fe66-426a-8930-b2bc3a50ffc7,1275,,"[41.0, 35.6]",69304,28,,,,,-1.7082225,,Left Foot,,,"[37.1, 7.4]",Ground Pass,,28.468403,,,,,José Manuel Catalá Mazuecos,26765.0,,,,,,Recovery,1,Regular Play,Carlos Marchena López,20127.0,Left Defensive Midfield,56,Villarreal,222,['320cef41-5cbd-4879-acf9-95a3c107e6b0'],51,,,,,,,,,,,,,,,,,Villarreal,222,00:28:51.949,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6731,,,,,,,,,,,,,,af800dd0-6e36-4585-b46a-d2d19b0aa68b,1278,,"[42.9, 8.4]",69304,28,,,,,-0.029991005,,Left Foot,,,"[82.9, 7.2]",High Pass,,40.017998,,,Incomplete,,Giuseppe Rossi,7141.0,,,,,,,1,Regular Play,José Manuel Catalá Mazuecos,26765.0,Left Back,56,Villarreal,222,"['b64cae0d-17a6-4bbd-b6c5-ceeeef72ef21', 'd6fbd94d-afb7-40de-beeb-41fcbb7728a2']",55,,,,,,,,,,,,,,,,,Villarreal,222,00:28:55.787,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.4358,,,,,,,,,,,,,,b1529e14-4097-4257-b7f4-bb5990937662,1281,,"[91.7, 1.0]",69304,29,,,,,1.3218336,,,,,"[93.2, 6.9]",Low Pass,,6.0876927,,,,,Giuseppe Rossi,7141.0,,,,,,Throw-in,1,From Throw In,José Manuel Catalá Mazuecos,26765.0,Left Back,57,Villarreal,222,['48373c06-bd8b-4137-abbf-eb41d4bbfb59'],14,,,,,,,,,,,,,,,,,Villarreal,222,00:29:14.354,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.7969,,,,,,,,,,,,,,ede26db7-387d-4ecc-a5d4-84418bc4fa35,1289,,"[25.3, 63.4]",69304,29,,,,,1.646737,,Right Foot,,,"[24.6, 72.6]",Ground Pass,,9.226592,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Right Center Back,57,Villarreal,222,['f206c282-80fd-45dd-b1f0-d85f2ef01673'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:29:19.045,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.107,,,,,,,,,,,,,,36ff6507-2244-4648-bbdd-50438fbea1f0,1302,,"[120.0, 1.0]",69304,29,,,,,2.3267913,,Right Foot,,,"[116.7, 4.5]",Ground Pass,,4.8104053,,,,,Borja Valero Iglesias,6997.0,,,,,,Corner,1,From Corner,Santiago Cazorla González,11386.0,Left Midfield,58,Villarreal,222,['e8035d65-f215-4a21-bb41-f4da4050b877'],40,,,,,,,,,,,,,,,,,Villarreal,222,00:29:40.650,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6762,,,,,,,,,,,,,,cf831b76-744e-4022-bf82-1b2517e73575,1305,,"[115.0, 12.5]",69304,29,,,,,2.9915102,,Right Foot,,,"[94.5, 15.6]",Ground Pass,,20.733065,,,,,José Manuel Catalá Mazuecos,26765.0,,,,,,,1,From Corner,Borja Valero Iglesias,6997.0,Right Midfield,58,Villarreal,222,['07e5f1e3-096c-4fa0-bb8b-0055290d1f69'],45,,,,,,,,,,,,,,,,,Villarreal,222,00:29:45.093,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.51815,,,,,,,,,,,,,,02cc3b41-75a4-4f43-8e5b-8214d129e283,1307,,"[94.5, 15.6]",69304,29,,,,,-0.5862389,,Left Foot,,,"[107.6, 6.9]",Ground Pass,,15.725775,,,,,Santiago Cazorla González,11386.0,,,,,,,1,From Corner,José Manuel Catalá Mazuecos,26765.0,Left Back,58,Villarreal,222,['86e5af6e-3911-4aae-9c1a-0890297e027b'],46,,,,,,,,,,,,,,,,,Villarreal,222,00:29:46.769,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.829201,,,,,,,,,,,,,,bef1eb97-902f-4aab-be2e-a531c3724a32,1310,,"[110.2, 6.9]",69304,29,,,,,1.602822,41e31614-c207-4ef7-b0f5-97ff717b3eb2,Left Foot,True,,"[108.8, 50.6]",High Pass,,43.72242,,,,,Giuseppe Rossi,7141.0,True,,True,,,,1,From Corner,Santiago Cazorla González,11386.0,Left Midfield,58,Villarreal,222,['d78b8cff-b5a2-45fd-829c-13b4da5a364b'],49,,,,,,,,,,,,,,,,,Villarreal,222,00:29:49.415,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.429423,,,,,,,,,,,,,,92dea853-c17e-41f8-abc0-fe357c439f7b,1314,,"[6.0, 44.0]",69304,30,,True,,,0.3105002,,Right Foot,,,"[51.5, 58.6]",High Pass,,47.785038,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,Goal Kick,1,From Goal Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,59,Barcelona,217,['ea31ac42-c793-48da-a0ee-8ca6b70feb49'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:30:13.700,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.3776,,,,,,,,,,,,,,cdc749e7-6a97-41b4-8203-11b31835bbd3,1316,,"[56.2, 60.1]",69304,30,,,,,-1.152572,,Right Foot,,,"[64.6, 41.2]",Ground Pass,,20.682602,,,Incomplete,,Seydou Kéita,20169.0,,,,,,,1,From Goal Kick,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,59,Barcelona,217,"['25a4f3b9-c5bc-4c56-97a2-448d3761e2e0', 'b5be5d4c-ed68-47ba-aab3-8d31e62f11aa']",15,,,,,,,,,,,,,,,,,Barcelona,217,00:30:15.917,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.5394,,,,,,,,,,,,,,daaebc68-3323-4dbc-ae11-4cec90bf859d,1324,,"[56.2, 37.8]",69304,30,,,,,-0.066568166,,Right Foot,,,"[63.7, 37.3]",Ground Pass,,7.5166483,,,,,Giuseppe Rossi,7141.0,,,,,,Recovery,1,Regular Play,Borja Valero Iglesias,6997.0,Right Midfield,60,Villarreal,222,"['663db487-c5db-41a4-bc15-4d759ba8311b', '88c3b043-e67a-493e-a688-95739406a7d6']",19,,,,,,,,,,,,,,,,,Villarreal,222,00:30:19.555,Pass,True,2010/2011
