bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.6384,,,,,,,,,,,,,,48b8d6c2-5c11-4c2d-9299-259e7c7a1c0f,17,,"[28.9, 54.0]",69304,0,,,,,-1.5776455,,Right Foot,,,"[28.7, 24.8]",Ground Pass,,29.200686,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['cf0fd447-7681-4b56-ae67-dea1e4231b85'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.751,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7375,,,,,,,,,,,,,,5bfe8792-379c-4949-9579-ca07ed6709f3,23,,"[28.6, 25.3]",69304,0,,,,,1.4977558,,Right Foot,,,"[31.0, 58.1]",Ground Pass,,32.887688,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['6e5d6f36-db26-493e-a36a-dfa0e408a88e'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.426,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.9957,,,,,,,,,,,,,,f41a7464-341a-4c36-9463-65116cf02435,26,,"[44.3, 60.3]",69304,0,,,,,-2.5628102,,Right Foot,,,"[16.6, 42.2]",Ground Pass,,33.08927,,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['ac3ba76f-b3ff-42fe-bf13-056d346383fc'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.654,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5864,,,,,,,,,,,,,,cc081e79-8a12-41e4-aea1-7a21175b9369,29,,"[20.2, 42.9]",69304,0,,,,,1.1071488,,Right Foot,,,"[29.4, 61.3]",Ground Pass,,20.571825,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Víctor Valdés Arribas,20176.0,Goalkeeper,2,Barcelona,217,['28eadc47-1f6d-4d67-806b-ed4140e5d5d3'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.182,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6175,,,,,,,,,,,,,,b73815db-a7e9-4615-9d69-e2e7fd35dff8,32,,"[29.4, 61.3]",69304,0,,,,,-0.48740125,,Right Foot,,,"[47.7, 51.6]",Ground Pass,,20.711832,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['27f43ae5-857d-4543-ba46-33413f3822be'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:00:28.679,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.6031,,,,,,,,,,,,,,21984299-a9d0-4a7c-89e7-adb89be4368f,38,,"[55.2, 39.8]",69304,0,,,,,-2.228685,,Right Foot,,,"[45.0, 26.6]",Ground Pass,,16.681726,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,"['0e6b8940-68f1-4c5c-9425-23ac9ca7d7f3', '8db81c96-76cf-4c62-a25e-e9796b5d8831']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.836,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.8248,,,,,,,,,,,,,,8522bc60-23e2-41ac-a9cf-3e1e7b47ed62,41,,"[44.8, 26.6]",69304,0,,,,,-0.44698247,,Right Foot,,,"[56.9, 20.8]",Ground Pass,,13.418271,,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['1a247005-3d8f-4512-a401-a167ec61ef96'],35,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.559,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1541,,,,,,,,,,,,,,670a7e54-8785-425b-a25b-01bf584f4d6a,44,,"[67.2, 14.2]",69304,0,,,,,-0.65900373,,Left Foot,,,"[77.4, 6.3]",Ground Pass,,12.90155,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['46db080c-6bb4-4b54-9250-9cbaffa8f9d5'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:00:38.413,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8959,,,,,,,,,,,,,,6d7f839d-7c80-48b6-9703-ab7957ad5eab,47,,"[77.4, 6.3]",69304,0,,,,,-0.25777113,,Right Foot,,,"[88.4, 3.4]",Ground Pass,,11.375852,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['fcfd0af1-d016-4ad1-83cd-0ef09099c62e'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.156,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.999961,,,,,,,,,,,,,,30febecf-7cab-4143-aa80-2191efedd083,50,,"[88.4, 3.4]",69304,0,,,,,2.8119683,,Right Foot,,,"[80.8, 6.0]",Ground Pass,,8.032434,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['8d8072ce-ff4b-4215-8692-dedee652527b'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:00:41.615,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8672,,,,,,,,,,,,,,adbcf551-5dbe-4ba9-be17-e7d000cb7922,53,,"[80.8, 6.0]",69304,0,,,,,2.951979,,Right Foot,,,"[70.9, 7.9]",Ground Pass,,10.080674,,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['ab0d77d7-c53c-4d50-9e6b-0d283841a1ce'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:00:43.021,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.6516,,,,,,,,,,,,,,4db12b6a-9d69-4880-b709-7bf4e639d635,56,,"[75.9, 18.5]",69304,0,,,,,3.0020103,,Left Foot,,,"[63.8, 20.2]",Ground Pass,,12.218838,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['449e546e-efa5-4e67-b43b-2f63fdd9dc84'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.120,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1808,,,,,,,,,,,,,,ce099bfc-2c46-4a46-bdb5-8345cb9e89e3,59,,"[63.8, 20.2]",69304,0,,,,,-0.9668991,,Right Foot,,,"[74.7, 4.4]",Ground Pass,,19.195051,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['176c596b-ee66-4332-81e9-d8458269b1a6'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.886,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.973,,,,,,,,,,,,,,d833b824-11db-4b0d-8b83-333224ea91db,62,,"[70.2, 7.0]",69304,0,,,,,2.586485,,Left Foot,,,"[57.3, 15.0]",Ground Pass,,15.179262,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['61ec351f-b85b-46ed-8010-72d599b730a9'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.406,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.5239,,,,,,,,,,,,,,7483cc3c-cb20-437f-b692-266b07828fe6,66,,"[55.0, 14.7]",69304,0,,,,,2.025897,,Right Foot,,,"[45.8, 33.5]",Ground Pass,,20.93036,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,"['18a70dc7-72db-4783-80fc-e767b1905347', '881f5be6-f2bc-43a8-a450-f7cdda4e3ee8']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.153,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.691009,,,,,,,,,,,,,,7a6a285f-164f-4cb3-859d-fe51096f0b15,69,,"[49.8, 33.8]",69304,0,,,,,1.5475447,,Right Foot,,,"[50.4, 59.6]",Ground Pass,,25.806976,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,['e1e4a0df-1a5e-400f-8df0-ac5e844446ad'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:00:53.821,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.9342,,,,,,,,,,,,,,74600d17-777f-43a3-b502-f9bc7fb4ec4b,72,,"[55.9, 60.8]",69304,0,,,,,-0.9791105,,Right Foot,,,"[64.3, 48.3]",Ground Pass,,15.060212,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['fe8a4fe8-7317-420a-9731-1b613a02b43c'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.654,Pass,,2010/2011
,,,,,,,,,,,,,,,,2.8665,,,,,,,,,,,,,,e70626d0-12cf-4f4b-9276-36b0733a1676,75,,"[66.2, 45.8]",69304,0,,,,,-1.1840737,,Right Foot,,,"[83.1, 4.3]",High Pass,,44.80915,,,,,Ibrahim Afellay,4891.0,,,True,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['13cde8e7-3351-4b44-8f81-b99fc2783436'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.923,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7756,,,,,,,,,,,,,,94b254d5-70d6-44eb-8939-3f55c58810ca,78,,"[87.2, 3.8]",69304,1,,,,,3.051476,,Right Foot,,,"[70.6, 5.3]",Ground Pass,,16.667633,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['31f77f13-f8a9-4500-848b-5cb9ee63498e'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:01:02.347,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.1356,,,,,,,,,,,,,,5f2e05ab-ebcb-4b58-b48b-98672a4b9309,81,,"[77.8, 3.8]",69304,1,,,,,1.5232133,,Right Foot,,,"[78.8, 24.8]",Ground Pass,,21.023796,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['e2dfc1b4-9a89-4cd6-8556-23f692e4a911'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:01:05.223,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.8652,,,,,,,,,,,,,,bbd2069a-b352-4f0a-a955-9b76ecb000d3,85,,"[76.6, 22.4]",69304,1,,,,,-0.6655564,,Right Foot,,,"[87.3, 14.0]",Ground Pass,,13.603309,,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['d274963d-d410-49d5-a451-57c9187e29a9'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:01:07.618,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.217782,,,,,,,,,,,,,,fc53b245-a2b9-4036-ae52-edc792f9ea5a,88,,"[87.3, 14.0]",69304,1,,,,,-0.87605804,,Left Foot,,,"[94.8, 5.0]",Ground Pass,,11.715375,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,['e9fa7946-88d0-4c67-a5f0-ea90b90afc0c'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.028,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.018811,,,,,,,,,,,,,,ac816f59-6320-4390-9f48-16347a6ac27a,91,,"[94.8, 5.0]",69304,1,,,,,3.1415927,,Right Foot,,,"[86.3, 5.0]",Ground Pass,,8.5,,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['61110d0a-be0c-441c-8243-16af07f5d150'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:01:10.978,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.563798,,,,,,,,,,,,,,33a6cb97-435f-4db2-af9a-462f5dca4630,98,,"[84.3, 17.8]",69304,1,,,,,2.275624,,Left Foot,,,"[76.9, 26.5]",Ground Pass,,11.421471,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,"['065bd739-8772-4c03-abf0-cc71d9264784', '765e3d9c-bffb-4d3b-9be2-00b74ca4716e']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.497,Pass,True,2010/2011
,,,,,,,,,,,,,,,,1.4232,,,,,,,,,,,,,,8554ebcf-a9ad-44d4-a73a-3185dbe2e3bf,101,,"[76.9, 26.5]",69304,1,,,,,-1.9043807,,Right Foot,,,"[69.9, 6.3]",Ground Pass,,21.378494,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['1debdc78-2362-4b98-9681-15c88afb44da'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:01:17.141,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7461,,,,,,,,,,,,,,7f7b00b0-942e-4780-aa46-a40cd3bea233,104,,"[70.2, 11.6]",69304,1,,,,,-0.45320413,,Right Foot,,,"[85.6, 4.1]",Ground Pass,,17.129215,,,,,Ibrahim Afellay,4891.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['46910a9c-2421-466f-ac0c-21591cf6711f'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.471,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.0525,,,,,,,,,,,,,,e71b91f0-baea-4dee-82db-ca6dd4c2741d,107,,"[86.3, 3.9]",69304,1,,,,,3.099245,,Right Foot,,,"[74.5, 4.4]",Ground Pass,,11.810589,,,,,Adriano Correia Claro,22102.0,,,,,,,1,From Kick Off,Ibrahim Afellay,4891.0,Left Wing,2,Barcelona,217,['69de9ea0-144f-4011-b48b-bb5bd47cc516'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.297,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.590485,,,,,,,,,,,,,,a2f45d5d-22d5-4788-86f5-e91f01d632f1,111,,"[76.1, 3.9]",69304,1,,,,,2.7724638,,Right Foot,,,"[62.4, 9.2]",Low Pass,,14.689452,,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Adriano Correia Claro,22102.0,Left Back,2,Barcelona,217,['e4b1b0b5-003f-4347-9a77-e62dfc64707b'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:01:24.426,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.565181,,,,,,,,,,,,,,b92bacba-6390-4633-ab3e-5f9e73fc867c,115,,"[57.4, 8.4]",69304,1,,,,,2.237143,,Right Foot,,,"[39.0, 31.8]",Ground Pass,,29.767767,,,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Right Center Back,2,Barcelona,217,"['44a752e1-06ba-4dc5-92fe-a8588b3a3c10', 'f71c0f11-8b2e-4fdb-90c9-39c81f0131fd']",27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.568,Pass,True,2010/2011
,,,,,,,,,,,,,,,,0.4017,,,,,,,,,,,,,,aa18bc33-e91e-45de-85f2-88855e09d526,119,,"[39.7, 35.0]",69304,1,,True,,,1.2017274,,Right Foot,,,"[47.9, 56.2]",Ground Pass,,22.730597,,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Javier Alejandro Mascherano,5506.0,Center Defensive Midfield,2,Barcelona,217,['25b44a85-88a1-4e34-b041-58571a489e90'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.549,Pass,,2010/2011
,,,,,,,,,,,,,,,,0.7715,,,,,,,,,,,,,,38c223a7-eac6-42ac-b6b6-306af57ed083,121,,"[47.0, 58.8]",69304,1,,,,,-1.0413413,,Right Foot,,,"[54.9, 45.3]",Ground Pass,,15.641611,,,,,Thiago Alcântara do Nascimento,5208.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['ea840750-71de-4e7d-bea1-f7a4b43d5d7b'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:01:32.106,Pass,,2010/2011
,,,,,,,,,,,,,,,,1.7662,,,,,,,,,,,,,,98cd3dfd-7929-4173-b919-a5360a6b31e7,124,,"[54.9, 45.3]",69304,1,,,,,1.285839,,Right Foot,,,"[63.6, 75.0]",Ground Pass,,30.94802,,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Kick Off,Thiago Alcântara do Nascimento,5208.0,Right Center Midfield,2,Barcelona,217,['62c547fa-b627-475c-ba87-b3cc28267edf'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.036,Pass,,2010/2011
