50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7b301987-e8f1-42c7-80c0-ffe8f2e8eafb,1,,,303473,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 11532, 'name': 'Jean-Clair Todibo'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 6}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6374, 'name': 'Nélson Cabral Semedo'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 2}, {'player': {'id': 8118, 'name': 'Frenkie de Jong'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 8206, 'name': 'Arturo Erasmo Vidal Pardo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 22}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 5477, 'name': 'Ousmane Dembélé'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 11}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c8ab6406-f4b1-4882-86ee-d2a7076055eb,2,,,303473,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 11541, 'name': 'Tomáš Vaclík'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6821, 'name': 'Jesús Navas González'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 16}, {'player': {'id': 3366, 'name': 'Diego Carlos Santos Silva'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 20}, {'player': {'id': 6825, 'name': 'Daniel Filipe Martins Carriço'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 18620, 'name': 'Sergio Reguilón Rodríguez'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 23}, {'player': {'id': 16003, 'name': 'Fernando Francisco Reges'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 25}, {'player': {'id': 5504, 'name': 'Éver Maximiliano David Banega'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 10}, {'player': {'id': 12021, 'name': 'Óliver Torres Muñoz'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 4345, 'name': 'Lucas Ariel Ocampos'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 5}, {'player': {'id': 6724, 'name': 'Manuel Agudo Durán'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 20033, 'name': 'Luuk de Jong'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 19}]}",Sevilla,213,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c685923f-9075-4360-907a-f24378d5d7e1,3,,,303473,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['ab5254fd-3c8d-4727-b2c7-bf1d782d1bbd'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,ab5254fd-3c8d-4727-b2c7-bf1d782d1bbd,4,,,303473,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['c685923f-9075-4360-907a-f24378d5d7e1'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,c3439aa3-1b2f-4da8-8f90-1ed466b769a6,1896,,,303473,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,Barcelona,217,['7c74c1cd-83a9-4b3e-884b-ed2ea5e0ae04'],0,,,,,,,,,,,,,,,,,Sevilla,213,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,7c74c1cd-83a9-4b3e-884b-ed2ea5e0ae04,1897,,,303473,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,89,Barcelona,217,['c3439aa3-1b2f-4da8-8f90-1ed466b769a6'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,1.222479,,,,,,,,,,,,49a8907a-af36-4748-a114-63ae5b32db52,5,,"[61.0, 40.1]",303473,0,,,,3.0297024,,Right Foot,,,,"[43.2, 42.1]",,Ground Pass,,17.912006,,,Fernando Francisco Reges,16003.0,,,,,Kick Off,1,From Kick Off,Luuk de Jong,20033.0,Center Forward,2,Sevilla,213,['3b7a4d0a-172a-4df0-b7e8-843467bb3fd0'],1,,,,,,,,,,,,,,,,,Sevilla,213,00:00:01.024,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.267634,,,,,,,,,,,,a9e2b1e6-4ef0-4568-b5b2-05b2e9739324,8,,"[45.3, 41.9]",303473,0,,,,1.5936495,,Left Foot,,,,"[44.9, 59.4]",,Ground Pass,,17.50457,,,Éver Maximiliano David Banega,5504.0,,,,,,1,From Kick Off,Fernando Francisco Reges,16003.0,Center Defensive Midfield,2,Sevilla,213,['a3abfe8f-f99f-49a7-b4d9-aaa5bb6697da'],3,,,,,,,,,,,,,,,,,Sevilla,213,00:00:03.015,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.526134,,,,,,,,,,,,5e67872b-b953-42d7-8478-9c3403c00c81,11,,"[44.9, 59.4]",303473,0,,,,-2.6658974,,Right Foot,,,,"[28.4, 50.9]",,Ground Pass,,18.56071,,,Diego Carlos Santos Silva,3366.0,,,,,,1,From Kick Off,Éver Maximiliano David Banega,5504.0,Right Center Midfield,2,Sevilla,213,['00d73183-f5fc-4dd4-bfde-3e5fa18bbbfd'],6,,,,,,,,,,,,,,,,,Sevilla,213,00:00:06.596,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.564731,,,,,,,,,,,,d0e688af-e8b6-4c81-a09c-171f749c5d1b,14,,"[29.1, 49.4]",303473,0,,,,-1.6221346,,Right Foot,,,,"[27.8, 24.1]",,Ground Pass,,25.333378,,,Daniel Filipe Martins Carriço,6825.0,,,,,,1,From Kick Off,Diego Carlos Santos Silva,3366.0,Right Center Back,2,Sevilla,213,['bdb3a3a8-5402-48f2-b20f-84c246886b3b'],9,,,,,,,,,,,,,,,,,Sevilla,213,00:00:09.257,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.525735,,,,,,,,,,,,7f54bfd7-ecec-4628-ba3f-741b9828485f,17,,"[29.9, 22.2]",303473,0,,,,-1.1294775,,Right Foot,,,,"[37.6, 5.9]",,Ground Pass,,18.027203,,,Sergio Reguilón Rodríguez,18620.0,,,,,,1,From Kick Off,Daniel Filipe Martins Carriço,6825.0,Left Center Back,2,Sevilla,213,['9b85f4de-02bc-410e-8fac-ba13f82972bd'],11,,,,,,,,,,,,,,,,,Sevilla,213,00:00:11.822,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.487829,,,,,,,,,,,,a55ee7ee-08ab-4432-bc39-db8509204589,20,,"[37.6, 5.9]",303473,0,,,,2.6145728,,Left Foot,,,,"[19.9, 16.2]",,Ground Pass,,20.47877,,,Daniel Filipe Martins Carriço,6825.0,,,,,,1,From Kick Off,Sergio Reguilón Rodríguez,18620.0,Left Back,2,Sevilla,213,['75b21722-9f67-4ccf-bcb8-b2d6e002140d'],15,,,,,,,,,,,,,,,,,Sevilla,213,00:00:15.325,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.354421,,,,,,,,,,,,9455a06a-95a9-4c93-a738-a1e55a6dc49b,23,,"[18.2, 23.3]",303473,0,,,,0.25209597,,Right Foot,,,,"[31.4, 26.7]",,Ground Pass,,13.630847,,,Fernando Francisco Reges,16003.0,,,,,,1,From Kick Off,Daniel Filipe Martins Carriço,6825.0,Left Center Back,2,Sevilla,213,['dbac5e0e-58c9-49b2-bfbc-db0a58b3c849'],18,,,,,,,,,,,,,,,,,Sevilla,213,00:00:18.544,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.744726,,,,,,,,,,,,d93359d4-27bb-4808-a66c-35df8615e4af,26,,"[27.1, 30.1]",303473,0,,,,1.9415363,,Right Foot,,,,"[14.7, 62.0]",,Ground Pass,,34.225285,,,Diego Carlos Santos Silva,3366.0,,,,,,1,From Kick Off,Fernando Francisco Reges,16003.0,Center Defensive Midfield,2,Sevilla,213,['5821b0bb-4481-4943-8852-02f4a851f0fa'],21,,,,,,,,,,,,,,,,,Sevilla,213,00:00:21.469,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.814558,,,,,,,,,,,,f2db9782-061d-4127-be1f-380d2f44b859,29,,"[16.9, 66.5]",303473,0,,,,-0.22427318,,Right Foot,,,,"[60.3, 56.6]",,High Pass,,44.514828,Incomplete,,Luuk de Jong,20033.0,,,,,,1,From Kick Off,Diego Carlos Santos Silva,3366.0,Right Center Back,2,Sevilla,213,"['25ae1bf5-3821-47bd-93f6-bec433a68f4a', 'd465f7c9-708e-44d4-b91e-ac488b9e8d4d']",25,,,,,,,,,,,,,,,,,Sevilla,213,00:00:25.014,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.047658,,,,,,,,,,,,d465f7c9-708e-44d4-b91e-ac488b9e8d4d,31,,"[59.8, 23.5]",303473,0,,,,-0.26396373,,Other,,,,"[70.9, 20.5]",,Low Pass,,11.4982605,,,Frenkie de Jong,8118.0,,,,,Recovery,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Sevilla,213,"['1e903e23-baf5-49fc-af6a-e58acf1eeedc', 'f2db9782-061d-4127-be1f-380d2f44b859']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.829,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.855509,,,,,,,,,,,,f1d3f580-2c17-43db-9582-98c8d0f42bc6,40,,"[50.0, 62.0]",303473,0,,,,-1.0733452,,Right Foot,,,,"[72.1, 21.3]",,High Pass,,46.313065,,,Sergio Reguilón Rodríguez,18620.0,,True,,,Free Kick,1,From Free Kick,Fernando Francisco Reges,16003.0,Center Defensive Midfield,3,Sevilla,213,['ea05200d-710a-4533-97fb-8edcacea9b27'],41,,,,,,,,,,,,,,,,,Sevilla,213,00:00:41.268,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.392681,,,,,,,,,,,,9193cd87-5252-47a3-bf8a-26d57dd8aa0c,43,,"[72.1, 21.3]",303473,0,,,True,-0.77633494,,,,,,"[88.8, 4.9]",,Low Pass,,23.406197,Pass Offside,,Manuel Agudo Durán,6724.0,,,,,,1,From Free Kick,Sergio Reguilón Rodríguez,18620.0,Left Back,3,Sevilla,213,"['5eb52777-386b-40d1-bb89-5d46074a039d', '7537b9ee-37a7-4508-a4a7-22022e923d3a']",44,,,,,,,,,,,,,,,,,Sevilla,213,00:00:44.138,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,2.067231,,,,,,,,,,,,92f29fa6-b700-4ca0-a387-fdb4b63e2eeb,45,,"[38.2, 74.4]",303473,0,,,,-2.646041,,Right Foot,,,,"[27.1, 68.4]",,Ground Pass,,12.617845,,,Jean-Clair Todibo,11532.0,,,,,Free Kick,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['1e031be2-ca8e-459e-bab7-e77fa1221f2a'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:00:56.007,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.278284,,,,,,,,,,,,19cd4375-a7d7-46e2-b9ea-9d84155cef87,48,,"[26.4, 67.1]",303473,0,,,,-2.233916,,Right Foot,,,,"[8.2, 43.8]",,Ground Pass,,29.56569,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Jean-Clair Todibo,11532.0,Right Center Back,4,Barcelona,217,['363e58e3-6669-469d-ab1a-2f86e1fc968b'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:00:59.016,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.310484,,,,,,,,,,,,8b8a53bd-f7b3-44b6-b82a-007c00b31ff0,51,,"[7.4, 41.9]",303473,1,,,,-1.4720619,,Right Foot,,,,"[9.5, 20.7]",,Ground Pass,,21.303755,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['0565572a-459d-4e58-897c-079ae450952b'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.666,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.268724,,,,,,,,,,,,fdee2cb0-22f9-4ad4-a475-e5b78ccea945,54,,"[9.3, 18.8]",303473,1,,,,-0.9985292,,Right Foot,,,,"[19.8, 2.5]",,Ground Pass,,19.389172,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['72dc44ed-31ef-4b56-99b9-62868a48452e'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:01:03.843,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.055054,,,,,,,,,,,,d35e8c04-9f44-45fc-ae39-d684d5fbf593,58,,"[38.0, 2.7]",303473,1,,,,1.7715197,,Right Foot,,,,"[28.6, 48.9]",,Low Pass,,47.14658,,,Jean-Clair Todibo,11532.0,,True,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Left Back,4,Barcelona,217,['1aacf577-06e7-43f7-891d-24ae8f4130d6'],12,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.116,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.379336,,,,,,,,,,,,11e0cfda-39dd-4eff-ac95-14eac7125555,61,,"[34.6, 59.0]",303473,1,,,,0.9539093,,Right Foot,,,,"[44.6, 73.1]",,Ground Pass,,17.286121,,,Sergi Roberto Carnicer,6379.0,,,,,,1,From Free Kick,Jean-Clair Todibo,11532.0,Right Center Back,4,Barcelona,217,['c5cf584b-e94d-42da-bd17-c61271fc9f43'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.891,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.045719,,,,,,,,,,,,4cf4c70a-a87b-4b73-90cc-e5e3056077f3,64,,"[45.3, 70.5]",303473,1,,,,-1.1091408,,Right Foot,,,,"[55.3, 50.4]",,Ground Pass,,22.450167,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['9ca082d1-02be-4144-9ae2-0b809a416a41'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.351,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.872655,,,,,,,,,,,,a62811ce-f108-4a9f-98e9-7f71e6cbd902,67,,"[55.3, 50.4]",303473,1,,,,2.9027615,,Right Foot,,,,"[43.8, 53.2]",,Ground Pass,,11.835962,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['ad7a14b4-de0f-4998-8fb9-ac54e65a75e3'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:01:20.695,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.752037,,,,,,,,,,,,5d441ea3-8885-466f-8655-dc5b0c52ed0c,70,,"[43.8, 53.2]",303473,1,,,,-1.7431434,,Right Foot,,,,"[39.1, 26.2]",,Ground Pass,,27.406021,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Defensive Midfield,4,Barcelona,217,['2e83aed7-544d-4389-a5f0-8d9853c4bfb3'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.487,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.482147,,,,,,,,,,,,cee7ed97-d152-415e-b773-357ff568ad53,73,,"[44.8, 22.2]",303473,1,,,,-0.6697689,,Right Foot,,,,"[64.5, 6.6]",,Ground Pass,,25.12867,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,4,Barcelona,217,['a295627c-1a53-40bb-ac95-8d7c44dbf23c'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.879,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.673359,,,,,,,,,,,,7d7f60d6-4afb-42a9-9797-9f78face0cb9,76,,"[57.7, 12.8]",303473,1,,,,1.1378558,,Right Foot,,,,"[63.2, 24.7]",,Ground Pass,,13.109538,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,4,Barcelona,217,['e73bf564-f3dc-4e79-8f8c-29d6db5663f2'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:01:28.696,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.819019,,,,,,,,,,,,c744c178-23c8-4b0b-ba30-1a99377d3ca8,79,,"[63.2, 24.7]",303473,1,,,,-1.9138203,,Left Foot,,,,"[60.7, 17.7]",,Ground Pass,,7.4330344,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,4,Barcelona,217,['d8a54f06-494d-4b48-b013-c93c9e8bdc42'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.615,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.808546,,,,,,,,,,,,e823db22-b272-47c1-a4d7-fec251c17026,82,,"[61.1, 16.0]",303473,1,,,,-1.141034,,Right Foot,,,,"[66.6, 4.0]",,Ground Pass,,13.200378,,,Nélson Cabral Semedo,6374.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,4,Barcelona,217,['26b27e79-d15d-458e-8e73-4b2934b3b964'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.715,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.667978,,,,,,,,,,,,6093f7bd-edc9-4ade-b88d-f054e560a08d,85,,"[73.1, 1.6]",303473,1,,,,2.7381737,,Left Foot,,,,"[64.9, 5.1]",,Ground Pass,,8.915716,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Nélson Cabral Semedo,6374.0,Left Back,4,Barcelona,217,['17ed8f13-01a7-42b1-8468-8bdf5c85f723'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.516,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.208575,,,,,,,,,,,,7cd6ec4a-a952-489f-af31-a550c50ddb2c,88,,"[58.7, 5.9]",303473,1,,,,1.7992929,,Right Foot,,,,"[49.7, 44.6]",,Low Pass,,39.73273,,,Jean-Clair Todibo,11532.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Left Wing,4,Barcelona,217,['713665d5-a0c2-4d48-9af4-9d81a730b485'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:01:36.835,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.41797,,,,,,,,,,,,03e620b6-7ce6-498c-a9be-ac2adc5b8f13,91,,"[57.9, 57.9]",303473,1,,,,2.7135031,,Right Foot,,,,"[47.6, 62.6]",,Ground Pass,,11.321661,,,Arturo Erasmo Vidal Pardo,8206.0,,,,,,1,From Free Kick,Jean-Clair Todibo,11532.0,Right Center Back,4,Barcelona,217,['3185d60b-bbe7-493c-b864-01d63e66250a'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.435,Pass,,2019/2020
,,,,,,,,,,,,,,,,,2.283357,,,,,,,,,,,,e2e9adda-68d9-435c-b151-2b7c14d613a5,95,,"[47.4, 63.2]",303473,1,,,,-2.4737928,,Right Foot,,,,"[20.9, 42.3]",,Ground Pass,,33.74996,,,Marc-André ter Stegen,20055.0,,,,,,1,From Free Kick,Arturo Erasmo Vidal Pardo,8206.0,Right Center Midfield,4,Barcelona,217,"['79de0dde-0aef-4dd0-a253-e2d9f494aada', 'eae57900-9062-4d1c-b798-b1f0b2aeda6f']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:01:43.893,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,0.767513,,,,,,,,,,,,16b875ed-66f5-4cbd-9985-b5a31b678f48,98,,"[24.1, 42.9]",303473,1,,,,-0.13982236,,Right Foot,,,,"[37.6, 41.0]",,Ground Pass,,13.633048,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['d6826025-90ec-4f92-b2b0-f1c7338d98cd'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:01:47.877,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.640844,,,,,,,,,,,,b6bd5dc7-d758-471a-af44-e9033684531d,101,,"[55.7, 56.4]",303473,1,,,,0.19118446,,Right Foot,,,,"[68.1, 58.8]",,Ground Pass,,12.630123,,,Luis Alberto Suárez Díaz,5246.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Center Defensive Midfield,4,Barcelona,217,['da6bab36-b8d4-4735-8459-9fd967ee8800'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.029,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.618131,,,,,,,,,,,,93005796-929a-43e6-8486-c9e9708bad99,103,,"[68.1, 58.8]",303473,1,,,,-0.8242136,,Right Foot,,,,"[78.0, 48.1]",,Low Pass,,14.57738,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Luis Alberto Suárez Díaz,5246.0,Center Forward,4,Barcelona,217,"['176a8b66-1c7b-4931-8ea8-b67a6be25974', 'fed9e687-cdf8-44a9-b149-28f595a7efa8']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:01:54.670,Pass,,2019/2020
,,,,,,,,,,,,,,,,,0.717765,,,,,,,,,,,,176a8b66-1c7b-4931-8ea8-b67a6be25974,105,,"[42.1, 32.0]",303473,1,,,,-1.9800422,,Right Foot,,,,"[38.5, 23.7]",,Low Pass,,9.047099,,,Daniel Filipe Martins Carriço,6825.0,,,,,Recovery,1,Regular Play,Diego Carlos Santos Silva,3366.0,Right Center Back,5,Sevilla,213,"['93005796-929a-43e6-8486-c9e9708bad99', 'bdcd1b48-4c4a-4015-a5a0-e21727eeef30']",56,,,,,,,,,,,,,,,,,Sevilla,213,00:01:56.288,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.5465,,,,,,,,,,,,6cb3938c-d5c4-4603-9c18-a535105caaad,109,,"[40.2, 22.4]",303473,1,,,,-2.008306,,Right Foot,,,,"[34.4, 10.0]",,Ground Pass,,13.689412,,,Sergio Reguilón Rodríguez,18620.0,,,,,,1,Regular Play,Daniel Filipe Martins Carriço,6825.0,Left Center Back,5,Sevilla,213,['5ff52b94-53b1-4540-86a9-4d3b358cc3e7'],58,,,,,,,,,,,,,,,,,Sevilla,213,00:01:58.298,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.158539,,,,,,,,,,,,0411c550-b22c-4323-be79-beafeef52b20,112,,"[34.6, 10.4]",303473,1,,,,0.7200707,,Left Foot,,,,"[51.7, 25.4]",,Ground Pass,,22.746649,,,Óliver Torres Muñoz,12021.0,,,,,,1,Regular Play,Sergio Reguilón Rodríguez,18620.0,Left Back,5,Sevilla,213,['9bbd4b6c-6f1e-472a-aeef-00a1b4751bdf'],59,,,,,,,,,,,,,,,,,Sevilla,213,00:01:59.884,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.514339,,,,,,,,,,,,7f2be845-c633-4f01-bd83-516d048b6d18,115,,"[48.8, 31.2]",303473,2,,,,1.9040406,,Right Foot,,,,"[44.3, 44.2]",,Ground Pass,,13.756817,,,Éver Maximiliano David Banega,5504.0,,,,,,1,Regular Play,Óliver Torres Muñoz,12021.0,Left Center Midfield,5,Sevilla,213,['ba9adb08-801e-42a2-91eb-4ff3fc90c3ed'],2,,,,,,,,,,,,,,,,,Sevilla,213,00:02:02.342,Pass,,2019/2020
,,,,,,,,,,,,,,,,,1.920359,,,,,,,,,,,,67a950c3-f9a9-45f3-a1fd-67abbfcf83f7,119,,"[44.0, 50.4]",303473,2,,,,0.9382105,,Right Foot,,,,"[63.5, 77.0]",,Ground Pass,,32.981964,,,Jesús Navas González,6821.0,,,,,,1,Regular Play,Éver Maximiliano David Banega,5504.0,Right Center Midfield,5,Sevilla,213,"['2cf18e65-5e05-45dc-9a87-5b4c89e64b7b', 'c243de00-9510-41c9-8477-83a5cfb82fad']",4,,,,,,,,,,,,,,,,,Sevilla,213,00:02:04.566,Pass,True,2019/2020
,,,,,,,,,,,,,,,,,1.970282,,,,,,,,,,,,8b20a8fd-4044-4473-8a0d-a0461d12a06a,122,,"[70.8, 78.0]",303473,2,,,,-0.32073325,,Right Foot,,,,"[100.3, 68.2]",,Ground Pass,,31.085205,,,Lucas Ariel Ocampos,4345.0,,,,,,1,Regular Play,Jesús Navas González,6821.0,Right Back,5,Sevilla,213,['d1569149-582b-4347-94be-e10dafc78efb'],7,,,,,,,,,,,,,,,,,Sevilla,213,00:02:07.473,Pass,,2019/2020
