bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,2.610878,,,,,,,,,,,,,fc1da58b-cd9a-4417-b5bc-0b7c1f378178,358,,"[11.5, 45.8]",3764661,8,,,,-0.8664527,,Right Foot,,,"[44.3, 7.2]",,High Pass,,50.653725,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Free Kick,Unai Simón Mendibil,11748.0,Goalkeeper,15,Athletic Club,215,['77ffc90d-4ab3-410e-9213-1707a19c7a1d'],36,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:36.371,Pass,,2020/2021
,,,,,,,,,,,,,,1.481541,,,,,,,,,,,,,bd60df4c-bfa0-42a7-9a06-bb900caff7a1,361,,"[44.1, 7.8]",3764661,8,,,,0.91313916,,Right Foot,,,"[53.6, 20.1]",,Low Pass,,15.541557,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,15,Athletic Club,215,['c9b4a72a-9c7d-46d2-aa01-faf8462522ba'],38,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:38.989,Pass,,2020/2021
,,,,,,,,,,,,,,0.683321,,,,,,,,,,,,,3d6f9db8-145b-4bbe-9910-8f91de5497cf,364,,"[50.6, 12.4]",3764661,8,,,,1.9040406,,Right Foot,,,"[47.0, 22.8]",,Ground Pass,,11.005453,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Midfield,15,Athletic Club,215,['bbe748a3-19e5-4854-b983-f375a226ddc8'],41,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:41.800,Pass,,2020/2021
,,,,,,,,,,,,,,1.379878,,,,,,,,,,,,,4cdcfa13-db5d-4c88-b3e5-c7c165df9437,367,,"[45.4, 20.7]",3764661,8,,,,-1.1687989,,Left Foot,,,"[52.5, 4.0]",,Ground Pass,,18.146626,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Free Kick,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,15,Athletic Club,215,['fd337d6e-99c4-4123-b1b7-ce031cf0a33a'],46,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:46.403,Pass,,2020/2021
,,,,,,,,,,,,,,0.868527,,,,,,,,,,,,,7d68dd38-cf10-4021-bcaf-31e8cf3b0cbf,370,,"[52.5, 4.0]",3764661,8,,,,0.8960554,,Left Foot,,,"[62.5, 16.5]",,Ground Pass,,16.00781,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,15,Athletic Club,215,['ad916e86-6885-4ad4-95ad-c9c1e53e3bb1'],48,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:48.901,Pass,,2020/2021
,,,,,,,,,,,,,,1.389157,,,,,,,,,,,,,7f8256d4-023f-4d00-a041-ed41567bd072,373,,"[62.5, 16.5]",3764661,8,,,,-1.4963075,,Right Foot,,,"[63.5, 3.1]",,Ground Pass,,13.437262,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Midfield,15,Athletic Club,215,['6381a170-f7fd-4358-9134-2e193c53cc71'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:50.661,Pass,,2020/2021
,,,,,,,,,,,,,,0.804614,,,,,,,,,,,,,7f317ce7-3e73-4e24-aa80-6cabd045ea20,376,,"[69.8, 3.4]",3764661,8,,,,-0.19739556,,Left Foot,,,"[77.8, 1.8]",,Ground Pass,,8.158431,,,,Iñaki Williams Arthuer,6393.0,,,,,,1,From Free Kick,Yuri Berchiche Izeta,3023.0,Left Back,15,Athletic Club,215,['a8d980ef-f212-469f-848f-6ad952459145'],52,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:52.170,Pass,,2020/2021
,,,,,,,,,,,,,,2.19003,,,,,,,,,,,,,d4374cf9-1c82-431b-9364-e2be45fd554a,380,,"[74.2, 2.2]",3764661,8,,,,3.0656931,,Right Foot,,,"[47.9, 4.2]",,Ground Pass,,26.375937,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Free Kick,Iñaki Williams Arthuer,6393.0,Right Center Forward,15,Athletic Club,215,['3f7d91ac-2ec7-4425-a11b-aba1f5803630'],55,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:55.969,Pass,,2020/2021
,,,,,,,,,,,,,,1.821913,,,,,,,,,,,,,71828baf-39d5-4d43-a799-cea3d74203d5,383,,"[47.0, 8.9]",3764661,8,,,,2.0493479,,Left Foot,,,"[31.8, 38.2]",,Ground Pass,,33.00803,,,,Unai Núñez Gestoso,6397.0,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,15,Athletic Club,215,['cc3e41c2-afec-44dd-9ea7-3d2525cd6d5c'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:08:59.692,Pass,,2020/2021
,,,,,,,,,,,,,,0.954761,,,,,,,,,,,,,def138d5-1be7-4267-8c27-781675e25423,386,,"[35.8, 48.3]",3764661,9,,,,1.1720227,,Right Foot,,,"[43.3, 66.1]",,Ground Pass,,19.315538,,,,Unai Vencedor Paris,35473.0,,,,,,1,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,15,Athletic Club,215,['b96c85c5-7ae7-41e4-b6a5-92b3c9d954ff'],3,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:03.469,Pass,,2020/2021
,,,,,,,,,,,,,,1.109109,,,,,,,,,,,,,5f665a5f-04ed-4922-a017-8ebfbc2082ef,393,,"[50.6, 53.6]",3764661,9,,,,-2.9605,,Right Foot,,,"[36.4, 51.0]",,Ground Pass,,14.436066,,,,Unai Núñez Gestoso,6397.0,,,,,,1,From Free Kick,Unai Vencedor Paris,35473.0,Right Defensive Midfield,15,Athletic Club,215,['0a84468a-6122-46f0-b33e-cf486f267052'],8,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:08.829,Pass,,2020/2021
,,,,,,,,,,,,,,1.0372,,,,,,,,,,,,,2548d136-0ae9-48f8-8eae-ad92956ee90f,396,,"[36.4, 51.0]",3764661,9,,,,-1.5955591,,Right Foot,,,"[35.6, 18.7]",,Ground Pass,,32.309906,,,,Íñigo Martínez Berridi,6665.0,,,,,,1,From Free Kick,Unai Núñez Gestoso,6397.0,Right Center Back,15,Athletic Club,215,['2cc2f32e-dc0a-4374-8b33-961614ea12e8'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:10.607,Pass,,2020/2021
,,,,,,,,,,,,,,1.01936,,,,,,,,,,,,,27477b07-15bc-4045-82e0-be0a03d7219f,399,,"[35.6, 18.7]",3764661,9,,,,-0.02238432,,Left Foot,,,"[49.0, 18.4]",,Ground Pass,,13.4033575,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Free Kick,Íñigo Martínez Berridi,6665.0,Left Center Back,15,Athletic Club,215,['a2e02c03-b53d-43e7-bf70-0a13d5260f3e'],13,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:13.299,Pass,,2020/2021
,,,,,,,,,,,,,,0.852396,,,,,,,,,,,,,088c07f1-ee64-4f96-88f1-1b0632fc0fa3,402,,"[49.2, 17.7]",3764661,9,,,,-0.104876935,,Left Foot,,,"[62.5, 16.3]",,Ground Pass,,13.373481,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Free Kick,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,15,Athletic Club,215,['2526ae96-fe1d-4126-821c-55f7b3722f74'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:16.116,Pass,,2020/2021
,,,,,,,,,,,,,,1.14015,,,,,,,,,,,,,c243c078-4a18-48d8-8e74-ea2bb57fe922,404,,"[62.5, 16.3]",3764661,9,,,,2.27441,,Right Foot,,,"[56.9, 22.9]",,Ground Pass,,8.655634,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Free Kick,Iker Muniain Goñi,6842.0,Left Midfield,15,Athletic Club,215,['4632157b-877b-4351-bbb2-05f392422640'],16,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:16.968,Pass,,2020/2021
,,,,,,,,,,,,,,1.268494,,,,,,,,,,,,,8c7a20ae-cd66-439a-b8a5-7e25277b681c,408,,"[68.5, 23.1]",3764661,9,,,,-0.100166164,,Right Foot,,,"[88.4, 21.1]",,Ground Pass,,20.00025,,Incomplete,,Óscar de Marcos Arana,6649.0,,,,,,1,From Free Kick,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,15,Athletic Club,215,"['5971a73e-dc11-4bf5-8129-98b409355537', '9badfc68-299e-4ec6-823c-f9ec570bc064', 'd7cfaa3e-2565-4d90-bc47-4e8beb537fbb']",19,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:19.762,Pass,True,2020/2021
,,,,,,,,,,,,,,1.914252,,,,,,,,,,,,,09962c20-417c-40c7-bb4e-c4f1dcebf2bc,416,,"[45.4, 48.5]",3764661,9,,,,1.6592743,,Left Foot,,,"[44.3, 60.9]",,Ground Pass,,12.448695,,,,Ronald Federico Araújo da Silva,32480.0,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,17,Barcelona,217,['10dc4c22-8e70-4451-a467-4a0bd87f7b3d'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:09:33.935,Pass,,2020/2021
,,,,,,,,,,,,,,1.599999,,,,,,,,,,,,,5ac85a13-bccb-4a4d-8ba3-40f24d216f7e,419,,"[44.3, 60.9]",3764661,9,,,,0.9617294,,Right Foot,,,"[55.6, 77.1]",,Ground Pass,,19.751709,,,,Sergino Dest,21881.0,,,,,,1,From Free Kick,Ronald Federico Araújo da Silva,32480.0,Right Center Back,17,Barcelona,217,['cbfe658a-0a76-4cbe-aa82-1045462d8a0a'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:09:37.287,Pass,,2020/2021
,,,,,,,,,,,,,,1.114585,,,,,,,,,,,,,63536a49-0558-4c0a-bb02-38811e2f4688,422,,"[55.6, 77.1]",3764661,9,,,,0.0,,Right Foot,,,"[70.6, 77.1]",,Ground Pass,,15.0,,,,Frenkie de Jong,8118.0,,,,,,1,From Free Kick,Sergino Dest,21881.0,Right Back,17,Barcelona,217,['ea590361-1f60-485b-80a0-038058acb054'],39,,,,,,,,,,,,,,,,,Barcelona,217,00:09:39.687,Pass,,2020/2021
,,,,,,,,,,,,,,1.146714,,,,,,,,,,,,,11d26b14-3ece-4ae7-bdc8-8b0547695cd2,425,,"[77.6, 77.5]",3764661,9,,,,-2.2812364,,Right Foot,,,"[65.9, 63.9]",,Ground Pass,,17.940178,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Frenkie de Jong,8118.0,Right Center Midfield,17,Barcelona,217,['3cd82a04-2714-4212-8913-50a389bb5622'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:09:43.670,Pass,,2020/2021
,,,,,,,,,,,,,,1.059085,,,,,,,,,,,,,16fce36d-4379-4584-8fb0-04fa908df66d,428,,"[76.3, 73.4]",3764661,9,,,,-0.6435011,,Left Foot,,,"[85.1, 66.8]",,Ground Pass,,11.0,,,,Ousmane Dembélé,5477.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,17,Barcelona,217,['c42d43ed-0a80-4dc4-8542-602934bf6857'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:09:47.253,Pass,,2020/2021
,,,,,,,,,,,,,,0.939431,,,,,,,,,,,,,a637e1f2-48a0-4e7f-9edd-3a67b9a3b986,431,,"[96.1, 63.8]",3764661,9,,,,-1.3948567,,Right Foot,,,"[97.7, 54.8]",,Ground Pass,,9.141116,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Ousmane Dembélé,5477.0,Right Wing,17,Barcelona,217,['4a7c9065-f52c-434f-9266-c7e9f81e7d16'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:09:50.473,Pass,,2020/2021
,,,,,,,,,,,,,,0.865177,,,,,,,,,,,,,cb65248c-2cb2-44ab-9bde-f7de1de71e93,438,,"[86.4, 52.4]",3764661,9,,,True,-1.1181675,,,,,"[93.5, 37.8]",,High Pass,,16.234838,,Incomplete,,Pedro González López,30486.0,,,,,Recovery,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,17,Barcelona,217,"['2859841d-0f71-4371-b061-f694c70d8511', '56429630-bad9-488b-a0cb-a0a1bbdd0cc1', '83f5dff1-7e1b-4d23-a2ee-94fcd21c3c64']",54,,,,,,,,,,,,,,,,,Barcelona,217,00:09:54.705,Pass,True,2020/2021
,,,,,,,,,,,,,,1.254336,,,,,,,,,,,,,2859841d-0f71-4371-b061-f694c70d8511,441,,"[26.6, 42.3]",3764661,9,,,,-0.7384528,,Head,,,"[42.2, 28.1]",,Low Pass,,21.095022,,,,Iñaki Williams Arthuer,6393.0,,,,,Recovery,1,Regular Play,Óscar de Marcos Arana,6649.0,Right Midfield,18,Athletic Club,215,"['8560f45a-5353-4b27-b5b5-79ca197b55d2', 'cb65248c-2cb2-44ab-9bde-f7de1de71e93']",55,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:55.570,Pass,,2020/2021
,,,,,,,,,,,,,,1.140912,,,,,,,,,,,,,f8241c6e-97b8-4e59-80fd-daedd1329059,448,,"[28.8, 30.5]",3764661,9,,,,0.86661446,,Head,,,"[36.7, 39.8]",,Low Pass,,12.202458,,,,Unai Vencedor Paris,35473.0,,,,,Recovery,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,18,Athletic Club,215,['ee201bb4-09c0-4369-a34f-e6948781215c'],59,,,,,,,,,,,,,,,,,Athletic Club,215,00:09:59.917,Pass,,2020/2021
,,,,,,,,,,,,,,2.443178,,,,,,,,,,,,,2460080a-57ee-407c-a7a8-999230be2f6a,452,,"[38.0, 39.0]",3764661,10,,,,1.4261819,,Right Foot,,,"[42.5, 69.9]",,Low Pass,,31.22595,,,,Ander Capa Rodríguez,6699.0,,,,,,1,Regular Play,Unai Vencedor Paris,35473.0,Right Defensive Midfield,18,Athletic Club,215,"['2bc42760-6d74-4de8-b8f3-a1a63a9905c4', 'f5c9e5fd-d467-4c6b-a93d-d8bc90dccc6a']",1,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:01.351,Pass,True,2020/2021
,,,,,,,,,,,,,,1.382785,,,,,,,,,,,,,67615a06-8a98-4bd8-bbb8-a5589df199a2,455,,"[62.3, 63.9]",3764661,10,,,,-0.63245183,,Right Foot,,,"[76.9, 53.2]",,Ground Pass,,18.101105,,,,Raúl García Escudero,6391.0,,,,,,1,Regular Play,Ander Capa Rodríguez,6699.0,Right Back,18,Athletic Club,215,['ec0a0f2a-5ac6-4e86-8e43-64590fe02367'],6,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:06.245,Pass,,2020/2021
,,,,,,,,,,,,,,2.361421,,,,,,,,,,,,,d4535c1e-8dee-434c-beb3-5fcba0eae0e9,458,,"[94.2, 56.8]",3764661,10,,,,-1.3163702,3f673426-4e8c-4fdd-9bbb-1e3f1f27b2f6,Right Foot,,,"[102.6, 24.5]",,High Pass,,33.37439,,,,Iker Muniain Goñi,6842.0,True,,,,,1,Regular Play,Raúl García Escudero,6391.0,Left Center Forward,18,Athletic Club,215,['1a69daf8-5cc3-4ecf-9d3a-b9db79d30d5b'],10,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:10.754,Pass,,2020/2021
,,,,,,,,,,,,,,1.532678,,,,,,,,,,,,,fd74fc46-d3da-460b-bdeb-1ca30a672e79,469,,"[4.6, 54.8]",3764661,10,,,,1.0636978,,Right Foot,,,"[8.1, 61.1]",,High Pass,,7.206941,,,,Frenkie de Jong,8118.0,,,,,Recovery,1,Regular Play,Ronald Federico Araújo da Silva,32480.0,Right Center Back,19,Barcelona,217,['cfae0678-a5c9-4f21-b1a2-c2ee3c6c7d5b'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:10:21.299,Pass,,2020/2021
,,,,,,,,,,,,,,1.113787,,,,,,,,,,,,,24490b45-a957-4fa5-9c07-e932dcef9eed,472,,"[34.5, 78.3]",3764661,10,,,,-2.6940727,,Right Foot,,,"[24.5, 73.5]",,Ground Pass,,11.0923395,,,,Sergino Dest,21881.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,19,Barcelona,217,['06400b48-51de-4a01-9b50-85c8df85cf2c'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:10:29.530,Pass,,2020/2021
,,,,,,,,,,,,,,0.862954,,,,,,,,,,,,,1a578b0d-93c6-45d7-97f5-0054c4dfe263,475,,"[25.3, 73.5]",3764661,10,,,,0.49394137,,Right Foot,,,"[35.7, 79.1]",,Ground Pass,,11.811858,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,19,Barcelona,217,['f19de8d2-8c47-4f31-af2f-2a3511326f31'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:10:31.077,Pass,,2020/2021
,,,,,,,,,,,,,,0.804988,,,,,,,,,,,,,5b63553a-687e-42aa-a89d-7de6927bc52a,480,,"[80.7, 0.1]",3764661,10,True,,,2.487306,,,,,"[70.4, 8.0]",,Low Pass,,12.980755,,,,Mikel Vesga Arruti,6667.0,,,,,Throw-in,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,20,Athletic Club,215,['4b6cf5a8-d1e7-442e-9882-d52e74222b44'],50,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:50.937,Pass,,2020/2021
,,,,,,,,,,,,,,0.570153,,,,,,,,,,,,,146c6aca-cd27-4dc8-a026-8738bbd80385,482,,"[70.4, 8.0]",3764661,10,,,,-0.5543075,,Left Foot,,,"[78.8, 2.8]",,Ground Pass,,9.8792715,,,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,20,Athletic Club,215,['0bcb14ae-0213-42a6-856b-f791cfa3ebde'],52,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:52.213,Pass,,2020/2021
,,,,,,,,,,,,,,2.203943,,,,,,,,,,,,,e02a126f-b112-425d-827c-c3340a3bd07b,485,,"[75.0, 4.4]",3764661,10,,,,2.468305,,Left Foot,,,"[49.8, 24.5]",,Ground Pass,,32.2343,,,,Unai Núñez Gestoso,6397.0,,,,,,1,From Throw In,Yuri Berchiche Izeta,3023.0,Left Back,20,Athletic Club,215,['cb06a501-f96a-40a8-8977-aa01bffba5d2'],54,,,,,,,,,,,,,,,,,Athletic Club,215,00:10:54.858,Pass,,2020/2021
,,,,,,,,,,,,,,1.143373,,,,,,,,,,,,,f77c9d63-0ee9-4292-8ee0-20189652dde5,488,,"[54.3, 40.6]",3764661,11,,,,-0.5293963,,Right Foot,,,"[63.7, 35.1]",,Ground Pass,,10.890821,,,,Mikel Vesga Arruti,6667.0,,,,,,1,From Throw In,Unai Núñez Gestoso,6397.0,Right Center Back,20,Athletic Club,215,['904160d1-a3ed-43b2-91f3-ab2f6719a5f5'],0,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:00.601,Pass,,2020/2021
,,,,,,,,,,,,,,1.663485,,,,,,,,,,,,,f81e6ac0-4d26-4dd8-99ed-80e2cd4956d1,491,,"[58.0, 39.8]",3764661,11,,,,1.8315896,,Right Foot,,,"[49.3, 72.4]",,Ground Pass,,33.740925,,,,Ander Capa Rodríguez,6699.0,,,,,,1,From Throw In,Mikel Vesga Arruti,6667.0,Left Defensive Midfield,20,Athletic Club,215,['0c619207-030d-4395-968c-0cb3428291dd'],3,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:03.213,Pass,,2020/2021
,,,,,,,,,,,,,,1.256384,,,,,,,,,,,,,6a4634c5-0b73-47e8-811c-a4b98f516ade,498,,"[53.9, 70.2]",3764661,11,,,,-2.378025,,Right Foot,,,"[42.2, 59.0]",,Ground Pass,,16.196604,,,,Unai Núñez Gestoso,6397.0,,,,,Recovery,1,From Throw In,Ander Capa Rodríguez,6699.0,Right Back,20,Athletic Club,215,"['3181ad27-f0ba-4b76-a855-7b6047dc06c6', '9a50b9e8-52a7-4228-a995-f089731e69ee']",8,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:08.264,Pass,True,2020/2021
,,,,,,,,,,,,,,1.726106,,,,,,,,,,,,,ac7d9805-de03-406a-9206-09acc6b325ac,501,,"[53.7, 41.7]",3764661,11,,,,-1.170821,,Right Foot,,,"[64.1, 17.1]",,Ground Pass,,26.708052,,Incomplete,,Yuri Berchiche Izeta,3023.0,,,,,,1,From Throw In,Unai Núñez Gestoso,6397.0,Right Center Back,20,Athletic Club,215,"['6185d896-8736-4a2e-8e15-368a9d862976', '7334fbac-4555-456b-a934-7f5123a77197']",14,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:14.647,Pass,,2020/2021
,,,,,,,,,,,,,,1.090566,,,,,,,,,,,,,8b6717dd-6af8-4388-9038-3f0bc2d2f571,505,,"[97.1, 60.6]",3764661,11,,,,-2.6078844,,Right Foot,,,"[88.3, 55.4]",,Ground Pass,,10.221546,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Throw In,Ousmane Dembélé,5477.0,Right Wing,20,Athletic Club,215,"['90d64c7e-be99-41c5-94a3-3cddaa6739f5', '945abd6b-bb04-4960-8516-b4699d443378']",20,,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.510,Pass,,2020/2021
,,,,,,,,,,,,,,4.832095,,,,,,,,,,,,,f8825a4f-7435-420b-9d1b-b8e051fcef5a,509,,"[36.6, 27.7]",3764661,11,,,,0.88230044,,Right Foot,,,"[77.0, 76.8]",,High Pass,,63.584354,,,,Óscar de Marcos Arana,6649.0,,True,,,,1,From Throw In,Unai Vencedor Paris,35473.0,Right Defensive Midfield,20,Athletic Club,215,['6f997185-7fc4-43a3-ae74-64b1c5f0ed3d'],26,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:26.900,Pass,,2020/2021
,,,,,,,,,,,,,,1.02524,,,,,,,,,,,,,b8d148f8-ed5d-43a1-bea5-9a83b20cb07a,512,,"[76.4, 70.5]",3764661,11,,,,-1.0098141,,Right Foot,,,"[83.5, 59.2]",,Ground Pass,,13.345411,,,,Iker Muniain Goñi,6842.0,,,,,,1,From Throw In,Óscar de Marcos Arana,6649.0,Right Midfield,20,Athletic Club,215,['cbc5e830-3b21-4430-bfb4-692a6b4c85d2'],34,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:34.950,Pass,,2020/2021
,,,,,,,,,,,,,,1.82333,,,,,,,,,,,,,99742c31-20d2-483e-90c7-68a952a08b7e,515,,"[90.8, 58.2]",3764661,11,,,,-0.1935271,5155fc31-5d45-48cd-9002-d88310123eee,Right Foot,,,"[110.7, 54.3]",,Ground Pass,,20.27856,,,,Iñaki Williams Arthuer,6393.0,True,,,,,1,From Throw In,Iker Muniain Goñi,6842.0,Left Midfield,20,Athletic Club,215,['90e1f183-204f-4e4b-8d1a-53744c5f24f3'],37,,,,,,,,,,,,,,,,,Athletic Club,215,00:11:37.007,Pass,,2020/2021
,,,,,,,,,,,,,,2.01638,,,,,,,,,,,,,9cea8e16-67ad-461e-bce0-0048944d0855,520,,"[10.6, 38.6]",3764661,11,True,,,0.852536,,Keeper Arm,,,"[43.2, 75.9]",,Ground Pass,,49.53837,,,,Sergino Dest,21881.0,,,,,,1,From Keeper,Marc-André ter Stegen,20055.0,Goalkeeper,22,Barcelona,217,['6fbc4fec-3760-4eaa-97aa-49487534b091'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:11:49.897,Pass,,2020/2021
,,,,,,,,,,,,,,0.870091,,,,,,,,,,,,,c9b47e29-6ee0-49fc-a7e8-ee6866d5c35d,522,,"[53.8, 71.9]",3764661,11,True,,,-2.5079596,,Right Foot,,,"[44.0, 64.7]",,Ground Pass,,12.160592,,,,Frenkie de Jong,8118.0,,,,,,1,Regular Play,Sergino Dest,21881.0,Right Back,23,Barcelona,217,['8bffdf6d-b71b-41d6-9622-acfcdc1861b8'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:11:53.074,Pass,,2020/2021
,,,,,,,,,,,,,,1.502407,,,,,,,,,,,,,ca540291-7593-43fc-8f65-7bcdeb5026c9,524,,"[44.8, 60.3]",3764661,11,,,,-1.9201896,,Right Foot,,,"[40.1, 47.4]",,Ground Pass,,13.72953,,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Frenkie de Jong,8118.0,Right Center Midfield,24,Barcelona,217,['4a1eb720-66a3-4f6c-8582-5734221c8160'],54,,,,,,,,,,,,,,,,,Barcelona,217,00:11:54.172,Pass,,2020/2021
,,,,,,,,,,,,,,1.6,,,,,,,,,,,,,d3193ad0-96e7-43ac-924c-08027fffeffd,527,,"[46.4, 48.8]",3764661,11,,,,-1.5193397,,Right Foot,,,"[47.6, 25.5]",,Ground Pass,,23.330881,,,,Clément Lenglet,6826.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,25,Barcelona,217,['956dc6aa-ad41-4d06-b710-4ad9091f0434'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:11:57.674,Pass,,2020/2021
,,,,,,,,,,,,,,0.751789,,,,,,,,,,,,,8281b1e9-e8ee-4668-8910-81db4e3d5e6c,530,,"[57.8, 22.7]",3764661,12,,,,0.6913369,,Left Foot,,,"[66.5, 29.9]",,Ground Pass,,11.292918,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,Regular Play,Clément Lenglet,6826.0,Left Center Back,26,Barcelona,217,['81c25e2a-958b-40bc-b532-b69984bb8197'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:12:01.697,Pass,,2020/2021
,,,,,,,,,,,,,,0.849919,,,,,,,,,,,,,b0e80cdd-af83-4f51-8cbd-7317c6d5013f,532,,"[66.5, 29.9]",3764661,12,,,,-1.6295521,,Left Foot,,,"[65.9, 19.7]",,Ground Pass,,10.217632,,,,Pedro González López,30486.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,27,Barcelona,217,['fbddc755-f74f-40a0-ac0c-eec4415ecccf'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:12:02.448,Pass,,2020/2021
