ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_out,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,dd80139a-1072-468f-9491-d96b07af342a,1,,,267373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5492, 'name': 'Samuel Yves Umtiti'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 23}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 10802, 'name': 'André Filipe Tavares Gomes'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 21}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 5246, 'name': 'Luis Alberto Suárez Díaz'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 9}, {'player': {'id': 6402, 'name': 'Francisco Alcácer García'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,1418a464-af00-4a82-9f03-c54987cb5bc7,2,,,267373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 6694, 'name': 'Gerónimo Rulli'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6605, 'name': 'Joseba Zaldúa Bengoetxea'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 6693, 'name': 'Raúl Rodríguez Navas'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 6665, 'name': 'Íñigo Martínez Berridi'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 6}, {'player': {'id': 3023, 'name': 'Yuri Berchiche Izeta'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 6671, 'name': 'Asier Illarramendi Andonegi'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 6669, 'name': 'David Zurutuza Veillet'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 17}, {'player': {'id': 5560, 'name': 'Carlos Alberto Vela Garrido'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 11}, {'player': {'id': 6690, 'name': 'Xabier Prieto Argarate'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 6685, 'name': 'Mikel Oyarzabal Ugarte'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 18}, {'player': {'id': 6721, 'name': 'Willian José da Silva'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 12}]}",Real Sociedad,210,00:00:00.000,Starting XI,,2016/2017
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,60df93e0-f53d-4ab0-a3eb-ddab459eda26,3,,,267373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5570da13-e565-4ea8-b0fa-19ac41c0d858'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5570da13-e565-4ea8-b0fa-19ac41c0d858,4,,,267373,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['60df93e0-f53d-4ab0-a3eb-ddab459eda26'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6e372383-8b74-4f25-aa82-ddfb0752dd5e,1977,,,267373,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Real Sociedad,210,['8ddc3b01-bf97-4fd4-9c76-0338f565c25a'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8ddc3b01-bf97-4fd4-9c76-0338f565c25a,1978,,,267373,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,77,Real Sociedad,210,['6e372383-8b74-4f25-aa82-ddfb0752dd5e'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2016/2017
,,,,,,,,,,,,,,,,0.299615,,,,,,,,,,,,,,de7819e0-9464-4528-9fce-2c9814f73493,5,,"[61.0, 40.1]",267373,0,,True,,,-1.0636978,,Right Foot,,,,"[62.0, 38.3]",,Ground Pass,,2.0591261,,,,Carlos Alberto Vela Garrido,5560.0,,,,,,Kick Off,1,From Kick Off,Willian José da Silva,6721.0,Center Forward,2,Real Sociedad,210,['a61c1ebf-1682-412e-bfaa-f46c7ab69eef'],0,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:00.872,Pass,,2016/2017
,,,,,,,,,,,,,,,,4.0319,,,,,,,,,,,,,,17295994-ed6f-45d9-9436-8bc1f97f944c,7,,"[64.7, 37.1]",267373,0,,,,,-0.3458009,,Left Foot,,,,"[108.0, 21.5]",,High Pass,,46.02445,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,From Kick Off,Carlos Alberto Vela Garrido,5560.0,Right Wing,2,Real Sociedad,210,"['c7fdbf84-710d-4236-a0fb-15044f744d4f', 'd2047282-7761-4c30-a121-59b91e5c9142']",1,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:01.819,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.944537,,,,,,,,,,,,,,c7fdbf84-710d-4236-a0fb-15044f744d4f,10,,"[12.1, 58.6]",267373,0,,,,,-2.1401095,,Right Foot,,,,"[8.9, 53.6]",,Low Pass,,5.936329,,,,Marc-André ter Stegen,20055.0,,,,,,Recovery,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,"['17295994-ed6f-45d9-9436-8bc1f97f944c', '1a56b52e-2d76-4fc1-b6b7-2f9423b8f6f7', 'fcc6565f-7726-4f7a-88ae-eec1bd54f3e6']",5,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.851,Pass,True,2016/2017
,,,,,,,,,,,,,,,,2.2523,,,,,,,,,,,,,,9285c5df-1d5a-40b2-baf2-27002b4d1046,14,,"[8.5, 53.8]",267373,0,,,,,0.08293889,,Right Foot,,,,"[49.4, 57.2]",,High Pass,,41.041077,,Incomplete,,,,,,,,,,1,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,3,Barcelona,217,"['07b5fd80-7243-4bb2-a566-d56387d8b9c3', '2f4715d8-249a-4298-a54a-a5cf5bd184b2']",6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.916,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.1192,,,,,,,,,,,,,,2f4715d8-249a-4298-a54a-a5cf5bd184b2,15,,"[70.7, 22.9]",267373,0,,,,,-0.5849996,,Other,,,,"[78.4, 17.8]",,Low Pass,,9.2358,,Incomplete,,David Zurutuza Veillet,6669.0,,,,,,Recovery,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,3,Barcelona,217,"['8aba82c7-0797-452c-9070-cdb86d716d8a', '9285c5df-1d5a-40b2-baf2-27002b4d1046', 'c7203b93-aca0-4c43-b0b3-c215f6abe5ce']",9,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:00:09.168,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.230755,,,,,,,,,,,,,,c7203b93-aca0-4c43-b0b3-c215f6abe5ce,17,,"[41.7, 62.3]",267373,0,,,,,-1.5707964,,Right Foot,,,,"[41.7, 55.9]",,Low Pass,,6.4,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['2f4715d8-249a-4298-a54a-a5cf5bd184b2', '31743810-ab40-4352-8ce6-9f86a32f94cd', '4eb6646d-f862-4893-9a74-65809dd08cc7']",10,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:10.287,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.30306,,,,,,,,,,,,,,8cf7450e-b92b-451f-a55f-96abfe72757c,22,,"[36.7, 52.8]",267373,0,,,,,1.7607846,,Right Foot,,,,"[34.7, 63.2]",,Ground Pass,,10.590562,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Barcelona,217,['d8581d64-f2c0-4854-93ed-db2a90f2d8e8'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.905,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.740177,,,,,,,,,,,,,,7118e356-a211-4478-b69d-dd0defc0b028,26,,"[36.5, 68.8]",267373,0,,,,,1.0683751,,Right Foot,,,,"[41.5, 77.9]",,Ground Pass,,10.38316,,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergi Roberto Carnicer,6379.0,Right Back,3,Barcelona,217,['4112fc96-3e2c-4ef3-a63e-6fbaa4f08f2c'],15,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.928,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.974865,,,,,,,,,,,,,,281158d2-7b0d-401a-bd11-1561fda89390,30,,"[41.7, 77.1]",267373,0,,,,,-0.3511031,,Right Foot,,,,"[58.9, 70.8]",,Ground Pass,,18.317478,,Incomplete,,Sergi Roberto Carnicer,6379.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Left Center Midfield,3,Barcelona,217,"['1ec568e9-4088-4c7e-a91a-4ed62eb1450c', '310f4739-317c-49ec-9e30-63b4ed358645', 'bcdbe31b-45cf-4946-b0e4-a152f2ba9b8f']",17,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.246,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.585085,,,,,,,,,,,,,,aa747653-5973-4630-98bc-fade0e9a3422,33,,"[6.0, 36.0]",267373,0,,,,,-1.6373645,,Right Foot,,,,"[4.5, 13.5]",,Ground Pass,,22.549944,,,,Samuel Yves Umtiti,5492.0,,,,,,Goal Kick,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,['f4fa27b1-ea4b-48f7-881a-c387a3dc6bbf'],39,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:39.162,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.454378,,,,,,,,,,,,,,421b53c8-1d8f-498b-a9a6-0acb51d3da09,36,,"[5.6, 15.2]",267373,0,,,,,1.8714727,,Left Foot,,,,"[1.6, 28.1]",,Ground Pass,,13.505924,,,,Marc-André ter Stegen,20055.0,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['d19892d6-0799-4fb9-9f7e-92b045e983e1'],40,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:40.889,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.192478,,,,,,,,,,,,,,a63199a1-7084-488e-a4c1-c8a7be9361ac,40,,"[4.1, 35.3]",267373,0,,,,,0.9607068,,Left Foot,,,,"[33.6, 77.5]",,High Pass,,51.488735,,,,Sergi Roberto Carnicer,6379.0,,,True,,,,1,From Goal Kick,Marc-André ter Stegen,20055.0,Goalkeeper,4,Barcelona,217,"['431122f8-3af9-4cd7-b799-71b1069e2a74', '58ad0898-e923-4b9a-b059-5070d59716c2']",46,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.392,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.884529,,,,,,,,,,,,,,0d9b22b8-fb10-44be-be0e-eb16aba8e777,42,,"[34.9, 77.1]",267373,0,,,,,-1.2924967,,Head,,,,"[41.9, 52.6]",,High Pass,,25.480385,,,,Ivan Rakitić,5470.0,,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['c76f6201-e5d5-4399-a8c0-41d08b8c694f'],48,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:48.705,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.125779,,,,,,,,,,,,,,a4e9e07b-b5af-4bce-bfcb-521069851929,46,,"[40.7, 53.8]",267373,0,,,,,-2.60927,,Right Foot,,,,"[33.4, 49.5]",,Ground Pass,,8.472308,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Goal Kick,Ivan Rakitić,5470.0,Left Center Midfield,4,Barcelona,217,"['020b869f-c7de-4592-b03c-931d7f2657b2', '6144c234-77a3-4fb9-b32c-ccbb7a8b78f3']",51,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.444,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.941844,,,,,,,,,,,,,,3ea468ba-537f-4af6-aa95-b47ed45811d2,49,,"[48.2, 45.7]",267373,0,,,,,1.5062311,,Right Foot,,,,"[49.7, 68.9]",,Ground Pass,,23.248442,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Goal Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['6190e81c-c4cd-4cfb-bc3e-05f6de53f607'],57,,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:57.480,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.94845,,,,,,,,,,,,,,8789ebb2-66fe-49ef-bd6b-d8b866885ab1,52,,"[50.3, 67.2]",267373,1,,,,,0.68489754,,Right Foot,,,,"[63.4, 77.9]",,Ground Pass,,16.914492,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['a89e3c3c-66a8-4eab-aec6-4901ab486445'],0,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.775,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.272109,,,,,,,,,,,,,,0e7bbd04-c447-4fca-a85a-c8de2be9d0c8,55,,"[63.4, 77.9]",267373,1,,,,,-2.759914,,Left Foot,,,,"[48.7, 72.0]",,Ground Pass,,15.839823,,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Goal Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Attacking Midfield,4,Barcelona,217,['890b1d75-2503-4bb7-ad21-b92d3ca2ee23'],1,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:01.878,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.939803,,,,,,,,,,,,,,65bd05cd-7ca3-4ad3-8bf1-cf7f605ac296,58,,"[47.4, 65.7]",267373,1,,,,,-1.8755513,,Right Foot,,,,"[34.0, 23.1]",,Low Pass,,44.65781,,,,Samuel Yves Umtiti,5492.0,,,True,,,,1,From Goal Kick,Sergi Roberto Carnicer,6379.0,Right Back,4,Barcelona,217,['e69fabf7-04f3-4210-b38b-fe1a7add9134'],4,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.301,Pass,,2016/2017
,,,,,,,,,,,,,,,,3.052,,,,,,,,,,,,,,14a9f500-a466-40e2-b119-37afef2ff903,61,,"[37.6, 11.4]",267373,1,,,,,-0.08407103,,Left Foot,,,,"[91.0, 6.9]",,High Pass,,53.58927,,,,Francisco Alcácer García,6402.0,,,,,,,1,From Goal Kick,Samuel Yves Umtiti,5492.0,Left Center Back,4,Barcelona,217,['671fde80-0257-4cef-93b9-8815e0028dd0'],9,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:09.550,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.223897,,,,,,,,,,,,,,4d2c3758-ae40-4d94-ad39-cfd94ad9b359,63,,"[89.7, 6.7]",267373,1,,,,,2.6704264,,Head,,,,"[79.1, 12.1]",,Low Pass,,11.896218,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Goal Kick,Francisco Alcácer García,6402.0,Left Center Forward,4,Barcelona,217,['90c04d36-e995-481d-b902-6d1c199423c7'],12,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:12.682,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.876906,,,,,,,,,,,,,,1624df3a-e482-46bc-877d-40f22c6a0e14,66,,"[79.1, 10.8]",267373,1,,,,,-2.6437702,,Right Foot,,,,"[74.5, 8.3]",,Ground Pass,,5.235456,,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Goal Kick,Luis Alberto Suárez Díaz,5246.0,Right Center Forward,4,Barcelona,217,['2da45bc5-94f0-4a58-9634-3b352ce99b3e'],14,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:14.501,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.849829,,,,,,,,,,,,,,60dcddfc-42de-4f7a-a33b-a412a87b0f17,69,,"[77.2, 6.9]",267373,1,,,,,0.40158054,,Left Foot,,,,"[84.5, 10.0]",,Ground Pass,,7.930952,,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Goal Kick,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['bf5f4c02-54a8-4566-8fa3-63332a3db457'],16,,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:16.341,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.575744,,,,,,,,,,,,,,6f38a3b8-0a02-4445-926f-12c78b9c819c,77,,"[25.4, 12.9]",267373,1,,,,,-0.026749471,,Left Foot,,,,"[55.3, 12.1]",,Ground Pass,,29.9107,,,,Willian José da Silva,6721.0,,,,,,,1,Regular Play,Yuri Berchiche Izeta,3023.0,Left Back,5,Real Sociedad,210,['15e2075e-7d5f-4490-9df2-7ef50bc7138b'],24,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:24.772,Pass,,2016/2017
,,,,,,,,,,,,,,,,4.189498,,,,,,,,,,,,,,a389b032-d065-410b-8bf3-915621fbf3bf,81,,"[48.5, 18.2]",267373,1,,,,,0.9040304,,Right Foot,,,,"[92.1, 73.6]",,High Pass,,70.49908,,,,Carlos Alberto Vela Garrido,5560.0,,,True,,,,1,Regular Play,Willian José da Silva,6721.0,Center Forward,5,Real Sociedad,210,['7de4998a-c17d-4de6-b219-16ebb38cc74d'],28,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:28.654,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.282619,,,,,,,,,,,,,,84c95191-7894-4975-8031-45acc69c3f0d,85,,"[91.9, 62.0]",267373,1,,,,,-2.631824,,Left Foot,,,,"[79.2, 54.9]",,Ground Pass,,14.549914,,,,Asier Illarramendi Andonegi,6671.0,,,,,,,1,Regular Play,Carlos Alberto Vela Garrido,5560.0,Right Wing,5,Real Sociedad,210,"['68553cfd-50c9-45d3-a9a1-beb42a5d8e5a', '95e03281-65ba-4eaf-a5e6-855c5be36b2f']",40,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:40.730,Pass,True,2016/2017
,,,,,,,,,,,,,,,,1.085197,,,,,,,,,,,,,,2951da5c-86d7-473d-baa5-56e795de4592,88,,"[78.6, 54.1]",267373,1,,,,,-1.3530287,,Right Foot,,,,"[83.8, 30.6]",,Ground Pass,,24.068443,,,,David Zurutuza Veillet,6669.0,,,,,,,1,Regular Play,Asier Illarramendi Andonegi,6671.0,Right Center Midfield,5,Real Sociedad,210,['8dca4eba-9f27-4e5d-a6b0-fd2f6b6de227'],42,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:42.053,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.582704,,,,,,,,,,,,,,9488a66c-0928-401f-8ef1-3fbb87111e86,91,,"[78.6, 36.9]",267373,1,,,,,-2.9662685,,Left Foot,,,,"[61.1, 33.8]",,Ground Pass,,17.772451,,,,Íñigo Martínez Berridi,6665.0,,,,,,,1,Regular Play,David Zurutuza Veillet,6669.0,Left Center Midfield,5,Real Sociedad,210,['7c1e11a3-dc2f-461d-8f77-dc1dc66fcc74'],44,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:44.155,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.634756,,,,,,,,,,,,,,a088b152-c0bb-4d81-903a-5168daa40f21,94,,"[49.9, 28.8]",267373,1,,,,,2.7095504,,Left Foot,,,,"[15.2, 44.8]",,Ground Pass,,38.211124,,,,Gerónimo Rulli,6694.0,,,,,,,1,Regular Play,Íñigo Martínez Berridi,6665.0,Left Center Back,5,Real Sociedad,210,['46509ab4-6721-46bf-a074-96973049733c'],52,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:52.761,Pass,,2016/2017
,,,,,,,,,,,,,,,,1.859105,,,,,,,,,,,,,,0a4a6dcf-9b15-43b2-9c8d-0eaae2f6269a,97,,"[14.4, 45.8]",267373,1,,,,,0.7979288,,Right Foot,,,,"[34.1, 66.0]",,Ground Pass,,28.215776,,,,Raúl Rodríguez Navas,6693.0,,,,,,,1,Regular Play,Gerónimo Rulli,6694.0,Goalkeeper,5,Real Sociedad,210,['9101163f-2fb0-493f-8231-7b541ba8f96d'],56,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:56.144,Pass,,2016/2017
,,,,,,,,,,,,,,,,2.751517,,,,,,,,,,,,,,e7e08e72-bbce-45c6-8aaa-c4dbb4c53cec,100,,"[41.2, 68.6]",267373,1,,,,,-0.21986368,,Right Foot,,,,"[85.5, 58.7]",,High Pass,,45.39273,,Incomplete,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,Regular Play,Raúl Rodríguez Navas,6693.0,Right Center Back,5,Real Sociedad,210,"['55f052b8-716f-4e61-8efe-c40122bf3d02', 'c709a8fc-dfea-413e-85e5-5bf11e6a7ab0']",59,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:01:59.900,Pass,,2016/2017
,,,,,,,,,,True,,,,,,0.693811,,,,,,,,,,,,,,55f052b8-716f-4e61-8efe-c40122bf3d02,103,,"[34.6, 21.4]",267373,2,,,,True,-1.2024474,,,,,,"[39.0, 10.0]",,High Pass,,12.219656,,,,Jordi Alba Ramos,5211.0,,,,,,Interception,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,6,Barcelona,217,"['52316a5b-5ea3-4b9a-94f6-5273a09da38f', 'ad047d15-e1b9-4bc0-93a4-80dd9ec4bc7e', 'e7e08e72-bbce-45c6-8aaa-c4dbb4c53cec']",2,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:02.652,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.984474,,,,,,,,,,,,,,90eb5702-47b9-4900-a520-f3c49a6aea13,106,,"[26.6, 2.7]",267373,2,,,,,0.23374318,,Left Foot,,,,"[43.4, 6.7]",,Low Pass,,17.269627,,,,André Filipe Tavares Gomes,10802.0,,,,,,,1,Regular Play,Jordi Alba Ramos,5211.0,Left Back,6,Barcelona,217,['14148045-01c2-451d-a8b4-a33c06b02860'],6,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:06.982,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.634031,,,,,,,,,,,,,,c132e774-c5a4-496b-b899-a6d357ff5c5a,109,,"[41.9, 4.0]",267373,2,,,,,1.009633,,Left Foot,,,,"[46.3, 11.0]",,Low Pass,,8.268011,,Incomplete,,Francisco Alcácer García,6402.0,,,,,,,1,Regular Play,André Filipe Tavares Gomes,10802.0,Right Center Midfield,6,Barcelona,217,"['d130296b-ad15-42a6-95a7-7fd966fca22d', 'f096fc22-2c55-4299-9715-04d19922b4d8']",8,,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:08.933,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.804853,,,,,,,,,,,,,,843b7a40-f2c8-453b-8a3b-9359a315e3d1,114,,"[78.0, 69.7]",267373,2,,,,,-0.7467434,,Right Foot,,,,"[87.4, 61.0]",,Ground Pass,,12.808201,,,,Mikel Oyarzabal Ugarte,6685.0,,,,,,,1,Regular Play,David Zurutuza Veillet,6669.0,Left Center Midfield,7,Real Sociedad,210,"['373f6987-50a2-4599-8ccd-251993783cf2', '92f432bc-d11d-4077-b6cb-bbf0b795e18b']",11,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:11.354,Pass,True,2016/2017
,,,,,,,,,,,,,,,,0.793408,,,,,,,,,,,,,,a63b7dbe-ff84-4a5a-8b7f-3cd74dc8e628,118,,"[87.8, 61.3]",267373,2,,,,,-3.1096885,,Right Foot,,,,"[78.4, 61.0]",,Ground Pass,,9.404786,,,,Xabier Prieto Argarate,6690.0,,,,,,,1,Regular Play,Mikel Oyarzabal Ugarte,6685.0,Left Wing,7,Real Sociedad,210,['86292667-2fb5-456e-a641-aeb609ebab27'],12,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:12.199,Pass,,2016/2017
,,,,,,,,,,,,,,,,0.828065,,,,,,,,,,,,,,6667df2c-6653-46f1-b17c-f126f821c276,121,,"[78.2, 61.5]",267373,2,,,,,-1.0326599,,Right Foot,,,,"[85.9, 48.6]",,Ground Pass,,15.023315,,,,Willian José da Silva,6721.0,,,,,,,1,Regular Play,Xabier Prieto Argarate,6690.0,Center Attacking Midfield,7,Real Sociedad,210,['50f0a8b8-3e37-40b7-ac60-0296414f29a7'],13,,,,,,,,,,,,,,,,,,,Real Sociedad,210,00:02:13.072,Pass,,2016/2017
