bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_lost_in_play,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.0392,,,,,,,,,,,,,,a27d052c-76cb-4bf0-9118-573390b5c7ac,1338,,"[97.0, 9.0]",266670,38,,,,,-0.45430207,,Right Foot,,,,"[105.6, 4.8]",Ground Pass,,9.570789,,,Marco Asensio Willemsen,5719.0,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Wing,75,Espanyol,214,['c6b9ae64-1619-4dac-b64d-59b72bd283ad'],55,,,,,,,,,,,,,,,,Espanyol,214,00:38:55.381,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8117,,,,,,,,,,,,,,59079dfb-51ef-4bb6-a244-87e0c72e6527,1341,,"[105.8, 6.4]",266670,38,,,,,2.648397,,Left Foot,,,,"[97.8, 10.7]",Ground Pass,,9.0824,,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,75,Espanyol,214,['4cda848a-4fee-4e30-a381-70711b487c01'],57,,,,,,,,,,,,,,,,Espanyol,214,00:38:57.003,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8161,,,,,,,,,,,,,,2ef9f721-e669-46bb-9953-984ed6f2da6e,1344,,"[97.8, 10.7]",266670,38,,,,,-1.062307,,Right Foot,,,,"[101.2, 4.6]",Ground Pass,,6.983552,,,Marco Asensio Willemsen,5719.0,,,,,,,1,Regular Play,Jorge Franco Alviz,6624.0,Left Wing,75,Espanyol,214,['462d184f-7553-4364-98df-33c06c412960'],58,,,,,,,,,,,,,,,,Espanyol,214,00:38:58.119,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.289,,,,,,,,,,,,,,aeab65dc-f3e8-4b6f-b7cc-5ffe297c4593,1351,,"[109.6, 5.6]",266670,39,,,,,1.6110431,,Left Foot,,,,"[109.0, 20.5]",Ground Pass,,14.912076,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Marco Asensio Willemsen,5719.0,Center Attacking Midfield,75,Espanyol,214,"['6d718c14-1ca3-4a46-a0f3-1fe3ef076dbb', 'f6be3bea-6d8b-4c5d-9769-c8b4ba73ccf9']",3,,,,,,,,,,,,,,,,Espanyol,214,00:39:03.441,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9839,,,,,,,,,,,,,,f6be3bea-6d8b-4c5d-9769-c8b4ba73ccf9,1353,,"[11.1, 59.6]",266670,39,,,,,-2.4578834,,Right Foot,,,,"[5.7, 55.2]",Ground Pass,,6.96563,,,Gerard Piqué Bernabéu,5213.0,,,,,,Interception,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,76,Barcelona,217,"['19d9d274-83e8-42e3-8563-c042f6337233', 'aeab65dc-f3e8-4b6f-b7cc-5ffe297c4593']",4,,,,,,,,,,,,,,,,Barcelona,217,00:39:04.730,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.5375,,,,,,,,,,,,,,e2b1eced-6ef6-429c-a09a-67c0e77e407b,1356,,"[5.7, 55.2]",266670,39,,,,,0.22018105,,Right Foot,,,,"[47.7, 64.6]",High Pass,,43.03905,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,76,Barcelona,217,['a1878041-908b-4271-8478-9e5318ac962e'],5,,,,,,,,,,,,,,,,Barcelona,217,00:39:05.752,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8351,,,,,,,,,,,,,,89008d10-c2a0-4dd2-a933-f9d4dff216b5,1360,,"[34.9, 73.2]",266670,39,,,,,0.4578337,,Right Foot,,,,"[41.8, 76.6]",Ground Pass,,7.692204,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,76,Barcelona,217,['12198750-6d65-40d1-baaf-9193e03cb36e'],10,,,,,,,,,,,,,,,,Barcelona,217,00:39:10.809,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.817,,,,,,,,,,,,,,b40e0894-674c-4b8e-a12c-5eed657853a4,1363,,"[42.0, 76.6]",266670,39,,,,,-1.2021004,,Left Foot,,,,"[45.4, 67.8]",Ground Pass,,9.433981,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,76,Barcelona,217,"['d77ae1c5-7781-48b1-8842-c3e7dcaa5335', 'ea58e5f6-8617-4637-992b-2dbedaefdf2d']",11,,,,,,,,,,,,,,,,Barcelona,217,00:39:11.864,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.1488,,,,,,,,,,,,,,ea58e5f6-8617-4637-992b-2dbedaefdf2d,1365,,"[74.7, 12.3]",266670,39,,,,,0.0,,Right Foot,,,,"[81.0, 12.3]",Ground Pass,,6.3,Incomplete,,,,,,,,,Interception,1,Regular Play,Joan Jordán Moreno,6701.0,Right Defensive Midfield,76,Barcelona,217,"['86db0d54-216f-4bb8-a93c-17f83d80ad8c', 'b40e0894-674c-4b8e-a12c-5eed657853a4']",12,,,,,,,,,,,,,,,,Espanyol,214,00:39:12.681,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.0489,,,,,,,,,,,,,,86db0d54-216f-4bb8-a93c-17f83d80ad8c,1366,,"[39.1, 67.8]",266670,39,,,,,-0.43662715,,Right Foot,,,,"[48.1, 63.6]",Ground Pass,,9.931767,,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,76,Barcelona,217,"['ce6e174d-bf09-4a36-a71c-4a6ab584f16f', 'ea58e5f6-8617-4637-992b-2dbedaefdf2d']",13,,,,,,,,,,,,,,,,Barcelona,217,00:39:13.830,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.8882,,,,,,,,,,,,,,456b24c1-e878-47e3-a12e-a6b3fa103700,1373,,"[67.2, 64.8]",266670,39,,,,,-0.95316124,,Right Foot,,,,"[77.5, 50.3]",Low Pass,,17.78595,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,76,Barcelona,217,['645b13fb-cac6-4d7c-9048-bb73a0c1403f'],20,,,,,,,,,,,,,,,,Barcelona,217,00:39:20.044,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8557,,,,,,,,,,,,,,8ec86843-c1f0-4996-afde-307010e6298f,1380,,"[46.8, 55.0]",266670,39,,,,,0.5413801,,Right Foot,,,,"[62.1, 64.2]",Ground Pass,,17.85301,,,Felipe Salvador Caicedo Corozo,7781.0,,,,,,,1,Regular Play,Hernán Arsenio Pérez González,6838.0,Right Wing,76,Barcelona,217,['c198e627-39c5-4314-97c1-2179fbca4411'],26,,,,,,,,,,,,,,,,Espanyol,214,00:39:26.383,Pass,,2015/2016
,,,,,,,,,,,,,,,,4.0122,,,,,,,,,,,,,,218667da-1886-409e-8cd0-ccf77ba28658,1383,,"[65.9, 67.4]",266670,39,,,,,-0.30795833,,Right Foot,,,,"[109.6, 53.5]",Low Pass,,45.857388,Incomplete,,Papa Kouly Diop,6867.0,,,,,,,1,Regular Play,Felipe Salvador Caicedo Corozo,7781.0,Center Forward,76,Barcelona,217,"['3c36a408-820e-47e9-9bc9-6119171c6e87', 'a23f3dbf-2140-4b77-9ead-0fa7194705ea']",29,,,,,,,,,,,,,,,,Espanyol,214,00:39:29.049,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.591665,,,,,,,,,,,,,,bebcc3c7-33e5-4486-bfca-40fc957d9b4f,1387,,"[12.8, 27.6]",266670,39,,,,,0.44829372,,Right Foot,,,,"[33.8, 37.7]",Ground Pass,,23.302574,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,76,Barcelona,217,['bce67053-18c7-4a32-b219-2068bd67bb22'],34,,,,,,,,,,,,,,,,Barcelona,217,00:39:34.240,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.450812,,,,,,,,,,,,,,529e2538-0e73-40b3-a990-d7f779511bc6,1390,,"[53.8, 43.6]",266670,39,,,,,1.3848506,,Left Foot,,,,"[55.7, 53.7]",Ground Pass,,10.277159,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,['ca8b5de9-0894-4dee-94ad-d20f3e14cd40'],42,,,,,,,,,,,,,,,,Barcelona,217,00:39:42.606,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.007,,,,,,,,,,,,,,7174849b-0864-4547-90a5-177866ecc03a,1393,,"[71.9, 62.1]",266670,39,,,,,-0.44610554,,Right Foot,,,,"[83.4, 56.6]",Ground Pass,,12.747549,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,76,Barcelona,217,['ff68f84f-23ac-4f0d-bd26-435595347ee8'],47,,,,,,,,,,,,,,,,Barcelona,217,00:39:47.763,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.1069,,,,,,,,,,,,,,631385c0-71f6-4825-8244-8d582093a479,1397,,"[87.4, 55.6]",266670,39,,,,,-0.24497867,,Right Foot,,,,"[90.2, 54.9]",Ground Pass,,2.886174,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Luis Alberto Suárez Díaz,5246.0,Center Forward,76,Barcelona,217,"['01eca643-bdb9-4a33-b5d6-47e08503fc7b', '10baf5ac-e484-40a9-aa33-0ba012b02806']",49,,,,,,,,,,,,,,,,Barcelona,217,00:39:49.439,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.5423,,,,,,,,,,,,,,4fd15e0d-f8b7-46f6-a3ef-ea8bad7bd622,1402,,"[25.3, 17.0]",266670,39,,,,,-0.25080383,,Left Foot,,,,"[73.7, 4.6]",High Pass,,49.96319,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,,1,Regular Play,Víctor Guillermo Álvarez Delgado,27241.0,Left Back,76,Barcelona,217,"['824df2de-0952-4e1c-802b-246a48bc89ab', 'a20cbd7a-459e-4e02-b788-63db140489d9']",52,,,,,,,,,,,,,,,,Espanyol,214,00:39:52.140,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6932,,,,,,,,,,,,,,a20cbd7a-459e-4e02-b788-63db140489d9,1404,,"[46.4, 75.5]",266670,39,,,,,-1.1946441,,Head,,,,"[51.1, 63.6]",High Pass,,12.79453,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,76,Barcelona,217,"['4fd15e0d-f8b7-46f6-a3ef-ea8bad7bd622', 'c08aa599-ad4b-4bb9-8f7b-45f51d128b5f']",54,,,,,,,,,,,,,,,,Barcelona,217,00:39:54.683,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5949,,,,,,,,,,,,,,777d2ff1-b735-40b7-bde0-cb4a2e792b1d,1407,,"[57.6, 66.3]",266670,39,,,,,-2.041743,,Right Foot,,,,"[43.7, 39.0]",Low Pass,,30.634947,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,76,Barcelona,217,['528e6d59-dac5-456e-890e-a2a0dce3dddf'],59,,,,,,,,,,,,,,,,Barcelona,217,00:39:59.524,Pass,,2015/2016
,,,,,,,,,,,,,,,,3.8513,,,,,,,,,,,,,,b5d5405b-0432-4253-a9c4-20cd197ea7c3,1410,,"[63.0, 36.5]",266670,40,,,,,0.47432336,,Right Foot,,,,"[118.9, 65.2]",High Pass,,62.83709,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Javier Alejandro Mascherano,5506.0,Left Center Back,76,Barcelona,217,['a601c9c2-83fc-43d6-b35f-64ff7bcf646d'],6,,,,,,,,,,,,,,,,Barcelona,217,00:40:06.395,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.2234,,,,,,,,,,,,,,146ddde6-529c-4794-bcff-d36217b41305,1413,,"[117.5, 60.2]",266670,40,,,,,-1.5707964,,Right Foot,,,,"[117.5, 56.6]",High Pass,,3.6,Incomplete,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,76,Barcelona,217,['9005f767-200f-408c-b619-f1951e1ae673'],12,,,,,,,,,,,,,,,,Barcelona,217,00:40:12.036,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.3823,,,,,,,,,,,,,,d06b961e-72e8-4a84-a747-88ec408523a5,1415,,"[120.0, 80.0]",266670,40,,,,,-1.6882473,,Right Foot,,,,"[116.0, 46.1]",High Pass,,34.135174,Incomplete,,,,,True,,Straight,,Corner,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,77,Barcelona,217,['111a16ef-3ad9-40ab-820d-51c2cea17be8'],35,,,,,,,,,,,,,,,,Barcelona,217,00:40:35.226,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.4778,,,,,,,,,,,,,,d1543538-23b3-4077-9039-a2074cc5517b,1417,,"[120.0, 80.0]",266670,40,,,,,-1.8843429,,Right Foot,,,,"[109.3, 47.0]",High Pass,,34.691353,Incomplete,,Gerard Piqué Bernabéu,5213.0,,True,,Straight,,Corner,1,From Corner,Neymar da Silva Santos Junior,4320.0,Left Wing,78,Barcelona,217,"['92234efd-5451-4759-a39d-0e2ce5ef55c8', 'ac4ccc61-8358-410e-ba10-c0b6830a41c1']",55,,,,,,,,,,,,,,,,Barcelona,217,00:40:55.425,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.4256,,,,,,,,,,,,,,87864910-d47f-4bb7-a9c7-1ea7b5df052e,1422,,"[58.2, 29.3]",266670,41,,,,,2.4735565,,Right Foot,,,,"[32.6, 49.5]",Ground Pass,,32.609814,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,78,Barcelona,217,['1720164f-9ccf-4dac-a8dd-32f715928f87'],5,,,,,,,,,,,,,,,,Barcelona,217,00:41:05.316,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.2101,,,,,,,,,,,,,,767bebb8-b6d0-4e83-90bc-0a70692eb747,1425,,"[32.6, 49.1]",266670,41,,,,,-1.0784092,,Right Foot,,,,"[42.9, 29.9]",Ground Pass,,21.7883,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Corner,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,78,Barcelona,217,['d3da0d2a-4f32-4603-b9ca-7f9664b45017'],8,,,,,,,,,,,,,,,,Barcelona,217,00:41:08.837,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8091,,,,,,,,,,,,,,c50cd553-5c8e-41f8-b191-fec80be408de,1428,,"[42.9, 29.9]",266670,41,,,,,2.4846694,,Right Foot,,,,"[31.1, 39.0]",Ground Pass,,14.901342,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,,1,From Corner,Javier Alejandro Mascherano,5506.0,Left Center Back,78,Barcelona,217,['3b572b42-82d0-4edc-ba4d-9e601f91b47f'],10,,,,,,,,,,,,,,,,Barcelona,217,00:41:10.285,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.6811,,,,,,,,,,,,,,a2839d9a-1125-4d39-a224-5db496ec5984,1432,,"[29.4, 40.0]",266670,41,,,,,-1.1917729,,Right Foot,,,True,"[43.3, 5.1]",High Pass,,37.566208,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Corner,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,78,Barcelona,217,"['da697a23-be0c-4481-803d-c9198c2cac25', 'e007b171-2a38-4028-9105-9700edb5f8ec']",12,,,,,,,,,,,,,,,,Barcelona,217,00:41:12.174,Pass,True,2015/2016
,,,,,,,,,,,,,,,,1.616519,,,,,,,,,,,,,,5c7c1c25-8ac9-4420-b828-9d71f70a94bd,1438,,"[53.8, 0.1]",266670,41,,True,,,2.2503643,,,,,,"[41.6, 15.2]",Low Pass,,19.412624,,,Javier Alejandro Mascherano,5506.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,79,Barcelona,217,['fc19052e-871a-4006-89d8-2e421b3c07c8'],21,,,,,,,,,,,,,,,,Barcelona,217,00:41:21.725,Pass,,2015/2016
,,,,,,,,,,,,,,,,2.071537,,,,,,,,,,,,,,b0cdfbfb-8b5e-4949-8d13-0128095a5a25,1440,,"[38.0, 20.7]",266670,41,,,,,1.7025927,,Right Foot,,,,"[33.4, 55.4]",Ground Pass,,35.00357,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,79,Barcelona,217,['7c039427-54af-4fa2-9d0d-a29c654301ec'],24,,,,,,,,,,,,,,,,Barcelona,217,00:41:24.172,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0643,,,,,,,,,,,,,,bffc3251-465b-4015-b20a-addab233f076,1443,,"[41.8, 57.0]",266670,41,,,,,0.858581,,Left Foot,,,,"[57.6, 75.3]",Ground Pass,,24.177055,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,79,Barcelona,217,['abec0cfe-7eea-4d28-b409-837b06b3fa21'],28,,,,,,,,,,,,,,,,Barcelona,217,00:41:28.446,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.726221,,,,,,,,,,,,,,cd1abd69-a595-4685-8537-df9c92e4b386,1446,,"[62.8, 75.3]",266670,41,,,,,-1.351665,,Right Foot,,,,"[67.9, 52.4]",Low Pass,,23.461031,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,79,Barcelona,217,"['2dba0202-8aa2-490c-a878-29fc2740da89', '87c4a141-329c-4617-93df-0f90ce74e684']",31,,,,,,,,,,,,,,,,Barcelona,217,00:41:31.918,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.5952,,,,,,,,,,,,,,113a89df-dec0-4098-8321-66d547f9ea29,1458,,"[77.3, 43.2]",266670,42,,True,,,-1.2838576,,Right Foot,,,,"[88.1, 6.6]",High Pass,,38.16019,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,80,Barcelona,217,['b6d1e28d-e2bb-4755-b92a-96346a8c6f4f'],9,,,,,,,,,,,,,,,,Barcelona,217,00:42:09.220,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.6875,,,,,,,,,,,,,,e5ff6d59-fda8-4cf5-8e65-3f51be9c265d,1460,,"[88.5, 7.2]",266670,42,,,,,2.6992185,,Left Foot,,,,"[79.0, 11.7]",Ground Pass,,10.511898,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,80,Barcelona,217,['82ed9b9b-0920-4103-9a89-381e209dd92d'],13,,,,,,,,,,,,,,,,Barcelona,217,00:42:13.122,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.55573,,,,,,,,,,,,,,c18c7925-c0b2-47c9-8102-3544856a0045,1463,,"[78.4, 13.5]",266670,42,,,,,2.367867,,Right Foot,,,,"[65.4, 26.2]",Ground Pass,,18.173882,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,80,Barcelona,217,['86ef0991-865d-44fb-bcf7-27114743e1a5'],14,,,,,,,,,,,,,,,,Barcelona,217,00:42:14.791,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.208458,,,,,,,,,,,,,,e8363437-daa9-4fef-84a7-20bd2ea37ca2,1466,,"[63.7, 29.5]",266670,42,,,,,1.5921835,,Right Foot,,,,"[63.3, 48.2]",Ground Pass,,18.704277,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,80,Barcelona,217,['96cbd9f7-f582-4cde-a010-50c556129253'],17,,,,,,,,,,,,,,,,Barcelona,217,00:42:17.331,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.0778,,,,,,,,,,,,,,2c3fe9f9-df57-4845-a924-d3f92e0dc87b,1469,,"[78.4, 56.8]",266670,42,,,,,2.2116692,,Right Foot,,,,"[69.3, 69.0]",Ground Pass,,15.220053,,,Ivan Rakitić,5470.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,80,Barcelona,217,['e9e23c1c-f015-4e91-837b-dfa5b0fce1fb'],25,,,,,,,,,,,,,,,,Barcelona,217,00:42:25.186,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.9079,,,,,,,,,,,,,,9ff389e8-37bc-492c-bc46-abbe657ff431,1472,,"[69.1, 69.0]",266670,42,,,,,0.45830005,,Right Foot,,,,"[84.1, 76.4]",Ground Pass,,16.726028,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Free Kick,Ivan Rakitić,5470.0,Right Center Midfield,80,Barcelona,217,['78cbdb5a-ecf7-4891-9b4e-a2dfdfdc7e8f'],27,,,,,,,,,,,,,,,,Barcelona,217,00:42:27.230,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.1626,,,,,,,,,,,,,,9a730d55-b00c-4e19-89b7-1a156cb4a022,1475,,"[85.9, 75.8]",266670,42,,,,,-0.36520144,,Left Foot,,,,"[89.3, 74.5]",Ground Pass,,3.640055,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,80,Barcelona,217,"['7dbb969a-262b-4986-bf7d-4832be7a6c04', 'ed1fc711-09eb-443f-8970-83f10c01d139']",29,,,,,,,,,,,,,,,,Barcelona,217,00:42:29.805,Pass,,2015/2016
,,,,,,,,,,,,,,,,0.097,,,,,,,,,,,,,,ea147f6f-da1b-4d05-85c2-98fa12f1e26b,1478,,"[34.4, 4.3]",266670,42,,,,,-0.23783593,,Left Foot,,,,"[37.7, 3.5]",Ground Pass,,3.3955853,Incomplete,,Jorge Franco Alviz,6624.0,,,,,,Recovery,1,From Free Kick,Víctor Guillermo Álvarez Delgado,27241.0,Left Back,80,Barcelona,217,"['649757dd-f92a-487c-a0c9-a745ecf63f5f', 'dde2dbc5-d01a-4542-b10d-007ade43ab89']",31,,,,,,,,,,,,,,,,Espanyol,214,00:42:31.291,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.7774,,,,,,,,,,,,,,63005889-9680-470f-b5d9-ef7d3ff01455,1484,,"[82.2, 80.0]",266670,42,,,,,-2.6296554,,,,,,"[71.7, 74.1]",High Pass,,12.0440855,,,Ivan Rakitić,5470.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,81,Barcelona,217,['2dbee69c-224c-4864-bafa-885eb513e6dc'],40,,,,,,,,,,,,,,,,Barcelona,217,00:42:40.080,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.8781,,,,,,,,,,,,,,2418b8f6-b158-4492-aa7a-1e19079a7e21,1487,,"[71.0, 69.0]",266670,42,,,,,-2.0320458,,Right Foot,,,,"[54.4, 35.6]",Ground Pass,,37.29772,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,81,Barcelona,217,['3fd2ef68-cdf0-4e72-89a0-ba054dbf03a0'],44,,,,,,,,,,,,,,,,Barcelona,217,00:42:44.307,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.634921,,,,,,,,,,,,,,a7a629c1-34ea-4979-8c72-283126081421,1490,,"[56.9, 32.0]",266670,42,,,,,-1.1357604,,Right Foot,,,,"[68.1, 7.9]",Ground Pass,,26.575365,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,81,Barcelona,217,['5abb9e89-aa5e-44c7-88d8-18afb92f1cce'],49,,,,,,,,,,,,,,,,Barcelona,217,00:42:49.417,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.056,,,,,,,,,,,,,,0cbfb316-1bbf-4e2c-8d36-a4a364a5c707,1493,,"[69.3, 8.3]",266670,42,,,,,1.19029,,Left Foot,,,,"[77.3, 28.3]",Ground Pass,,21.540659,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,81,Barcelona,217,['b8e18fca-6f88-4d58-9eb3-b94e5e2d39e6'],52,,,,,,,,,,,,,,,,Barcelona,217,00:42:52.755,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.025774,,,,,,,,,,,,,,3886cdcb-0101-4109-96cd-2d7b0a4cb7b8,1496,,"[78.0, 27.8]",266670,42,,,,,0.9038881,,Right Foot,,,,"[89.1, 41.9]",Ground Pass,,17.944916,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,81,Barcelona,217,['a5923469-b843-42d0-b92e-98cf992ed2cc'],55,,,,,,,,,,,,,,,,Barcelona,217,00:42:55.630,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.458885,,,,,,,,,,,,,,6f4217c5-59ea-4a9f-9d19-c279ecf9a090,1499,,"[91.8, 37.9]",266670,42,,,,,-0.14517036,,Left Foot,,,,"[108.9, 35.4]",Ground Pass,,17.281782,Incomplete,,Andrés Iniesta Luján,5216.0,,,,Through Ball,True,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,81,Barcelona,217,"['1af1a1cb-b0de-4c4e-b22f-d27e106a0164', 'ee556919-8db3-4acc-b3f5-a29d556d0be4']",57,,,,,,,,,,,,,,,,Barcelona,217,00:42:57.537,Pass,,2015/2016
,,,,,,,,,,,,,,,,1.4461,,,,,,,,,,,,,,ef2308a4-2323-43b8-95c1-94cf419f5db0,1504,,"[102.1, 0.1]",266670,43,,True,,,2.6622121,,,,,,"[79.4, 11.9]",Low Pass,,25.583784,,,Neymar da Silva Santos Junior,4320.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,82,Barcelona,217,['be4ed673-e88d-494b-908a-1773959b6c63'],9,,,,,,,,,,,,,,,,Barcelona,217,00:43:09.962,Pass,,2015/2016
