50_50,ball_receipt_outcome,ball_recovery_recovery_failure,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.710691,,,,,,,,,,,,,,a5ccbc25-5cf0-499f-a8c7-65f9ba9bd40c,1403,,,"[81.0, 61.9]",69213,39,,,,,-0.826311,,Left Foot,,,"[89.2, 53.0]",Ground Pass,,12.101653,Incomplete,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,84,Barcelona,217,"['0db3b8ec-b9da-443b-ad3d-3a60da16cfb0', '78d81d8a-c82f-4ad9-bbb9-ffd130307496']",21,,,,,,,,,,,,,,,,Barcelona,217,00:39:21.165,Pass,,2009/2010
,,,,,,,,,,,,,,,0.145637,,,,,,,,,,,,,,61baf51f-7b04-4783-9886-0d5ef004d385,1407,,,"[37.1, 20.3]",69213,39,,,,,-0.14601226,,Right Foot,,,"[40.5, 19.8]",High Pass,,3.436568,Incomplete,,,,,,,,,1,Regular Play,Nicolás Martín Pareja,7909.0,Right Center Back,85,Espanyol,214,['994184d1-7d2b-4c13-be68-6c49548b6810'],24,,,,,,,,,,,,,,,,Espanyol,214,00:39:24.474,Pass,,2009/2010
,,,,,,,,,,,,,,,1.852861,,,,,,,,,,,,,,c7bd8ce0-78a9-4055-b082-d5d99da2467c,1409,,,"[32.8, 1.0]",69213,39,,,,,0.14638133,,,,,"[48.4, 3.3]",High Pass,,15.76864,,,José María Callejón Bueno,7029.0,,,,,Throw-in,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,86,Espanyol,214,['d8640038-e5bd-4227-a30d-267b33a3d4ce'],45,,,,,,,,,,,,,,,,Espanyol,214,00:39:45.796,Pass,,2009/2010
,,,,,,,,,,,,,,,2.2524,,,,,,,,,,,,,,65a0c21f-82e4-4f21-99e9-b818f006b47e,1411,,,"[48.4, 3.3]",69213,39,,,,,0.55616623,,Head,,,"[63.2, 12.5]",Low Pass,,17.426416,Incomplete,,,,,,,,,1,From Throw In,José María Callejón Bueno,7029.0,Left Wing,86,Espanyol,214,['407959f0-96df-41f7-aa3e-d5bb3a60d0f8'],47,,,,,,,,,,,,,,,,Espanyol,214,00:39:47.689,Pass,,2009/2010
,,,,,,,,,,,,,,,0.765174,,,,,,,,,,,,,,407959f0-96df-41f7-aa3e-d5bb3a60d0f8,1412,,,"[57.8, 68.5]",69213,39,,,,,0.0,,Left Foot,,,"[66.0, 68.5]",Ground Pass,,8.2,,,Gnégnéri Yaya Touré,3087.0,,,,,Recovery,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,87,Barcelona,217,"['65a0c21f-82e4-4f21-99e9-b818f006b47e', '869bb89d-55d6-4238-adbd-99499650f1e8']",49,,,,,,,,,,,,,,,,Barcelona,217,00:39:49.941,Pass,,2009/2010
,,,,,,,,,,,,,,,0.569565,,,,,,,,,,,,,,aa06bf13-1d04-4e9e-9bf4-3daf60e5b27b,1416,,,"[64.6, 72.6]",69213,39,,,,,0.8081215,,Right Foot,,,"[68.9, 77.1]",Ground Pass,,6.2241464,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,87,Barcelona,217,"['568332d7-dd5d-4d49-a035-80a592bdec94', 'c09ccec5-7d70-43ce-ad04-02dc08877b12']",51,,,,,,,,,,,,,,,,Barcelona,217,00:39:51.987,Pass,True,2009/2010
,,,,,,,,,,,,,,,0.619621,,,,,,,,,,,,,,87761aea-5060-4d2a-bf70-745dbcdc6ee6,1419,,,"[68.9, 77.1]",69213,39,,,,,-1.2120256,,Right Foot,,,"[71.6, 69.9]",Ground Pass,,7.6896033,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,87,Barcelona,217,['42e4617e-7481-4e44-8279-53d30fabdc61'],52,,,,,,,,,,,,,,,,Barcelona,217,00:39:52.681,Pass,,2009/2010
,,,,,,,,,,,,,,,0.734449,,,,,,,,,,,,,,bd341045-d51c-48dd-9cd8-58399ff95dbd,1422,,,"[71.6, 69.9]",69213,39,,,,,2.2004416,,Right Foot,,,"[66.5, 76.9]",Ground Pass,,8.660831,,,Daniel Alves da Silva,4324.0,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,87,Barcelona,217,['a970abda-b4ed-4893-8315-1c1dcc0ef809'],53,,,,,,,,,,,,,,,,Barcelona,217,00:39:53.418,Pass,,2009/2010
,,,,,,,,,,,,,,,0.998392,,,,,,,,,,,,,,135a15f7-a903-4f8e-9129-5d19d6e6bb21,1425,,,"[66.5, 76.9]",69213,39,,,,,-1.1405351,,Right Foot,,,"[76.0, 56.2]",Ground Pass,,22.775864,,,Xavier Hernández Creus,20131.0,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,87,Barcelona,217,['9a09b3a1-85af-4772-9ed7-700f33f62ec9'],54,,,,,,,,,,,,,,,,Barcelona,217,00:39:54.226,Pass,,2009/2010
,,,,,,,,,,,,,,,1.732791,,,,,,,,,,,,,,a4873303-8fbd-487a-a1fc-944dd3cefa17,1428,,,"[85.1, 49.4]",69213,39,,,,,-0.95054686,8f61eac4-c34e-45e4-b9b0-580327073608,Right Foot,,,"[101.6, 26.3]",Ground Pass,,28.387674,,,Maxwell Scherrer Cabelino Andrade,26613.0,True,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,87,Barcelona,217,['187cea47-dee0-4a90-99c1-7b479c58fd45'],58,,,,,,,,,,,,,,,,Barcelona,217,00:39:58.821,Pass,,2009/2010
,,,,,,,,,,,,,,,1.509637,,,,,,,,,,,,,,50b876a9-7d91-4abc-902e-43fd384f6e30,1434,,,"[10.1, 48.2]",69213,40,,,,,0.8045529,,Keeper Arm,,,"[35.7, 74.8]",High Pass,,36.917747,,,Francisco Javier Chica Torres,26170.0,,,,,,1,From Keeper,Idriss Carlos Kameni,26103.0,Goalkeeper,89,Espanyol,214,['46d029eb-3158-4f9d-a034-a8b9b63deb11'],6,,,,,,,,,,,,,,,,Espanyol,214,00:40:06.449,Pass,,2009/2010
,,,,,,,,,,,,,,,2.484342,,,,,,,,,,,,,,c4a1929a-38ab-4bbb-9d4a-481547f8f084,1437,,,"[62.6, 68.3]",69213,40,,,,,-1.1794173,,Right Foot,,,"[84.1, 16.2]",High Pass,,56.361866,,,Pablo Daniel Osvaldo,26609.0,,True,,,,1,Regular Play,Francisco Javier Chica Torres,26170.0,Right Back,90,Espanyol,214,['628c3053-0432-41ce-8270-5b6d1e30429f'],11,,,,,,,,,,,,,,,,Espanyol,214,00:40:11.742,Pass,,2009/2010
,,,,,,,,,,,,,,,1.5837,,,,,,,,,,,,,,c69418bf-9bfc-4de1-adb8-8c5440464810,1441,,,"[83.6, 23.2]",69213,40,,,,,-0.7410922,,Right Foot,,,"[94.2, 13.5]",Ground Pass,,14.368368,,,José María Callejón Bueno,7029.0,,,,,,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Center Forward,91,Espanyol,214,['2b2e0b40-3ea1-4066-bd3e-4dd976af8390'],17,,,,,,,,,,,,,,,,Espanyol,214,00:40:17.554,Pass,,2009/2010
,,,,,,,,,,,,,,,2.3753,,,,,,,,,,,,,,e7f188c1-dd3a-436b-a3c5-c9c7576e8bdd,1446,,,"[120.0, 1.0]",69213,40,,,,,1.7438447,,Right Foot,,,"[111.4, 50.2]",High Pass,True,49.945972,Unknown,,Nicolás Martín Pareja,7909.0,,True,Inswinging,,Corner,1,From Corner,Luis García Fernández,23916.0,Right Wing,92,Espanyol,214,['12f62332-1725-4e9b-b148-8f097ed722eb'],57,,,,,,,,,,,,,,,,Espanyol,214,00:40:57.908,Pass,,2009/2010
,,,,,,,,,,,,,,,2.103022,,,,,,,,,,,,,,40e6199f-7303-429e-99f6-0bb6e61e845d,1450,,,"[9.6, 30.8]",69213,41,,True,,,-0.47475827,,Right Foot,,,"[27.5, 21.6]",Ground Pass,,20.125854,,,Gabriel Alejandro Milito,25919.0,,,,,Free Kick,1,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,93,Barcelona,217,['d242f2ac-8d1e-473d-8bea-67f247a4d86e'],15,,,,,,,,,,,,,,,,Barcelona,217,00:41:15.453,Pass,,2009/2010
,,,,,,,,,,,,,,,0.677989,,,,,,,,,,,,,,cec04a93-0b5f-4978-be9c-5fd49eae5e9e,1452,,,"[34.9, 20.7]",69213,41,,,,,0.5554937,,Left Foot,,,"[46.5, 27.9]",Ground Pass,,13.652839,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gabriel Alejandro Milito,25919.0,Left Center Back,93,Barcelona,217,['35f5dab7-31c3-4aa2-a8fe-9956159cc39c'],18,,,,,,,,,,,,,,,,Barcelona,217,00:41:18.716,Pass,,2009/2010
,,,,,,,,,,,,,,,0.866878,,,,,,,,,,,,,,b1b2e81e-77f6-4f28-a79b-0d233ba2d264,1455,,,"[42.4, 32.5]",69213,41,,,,,2.2625465,,Left Foot,,,"[34.2, 42.4]",Ground Pass,,12.85496,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,93,Barcelona,217,['26630fe8-dccb-488e-b43e-5f74b7ad6529'],21,,,,,,,,,,,,,,,,Barcelona,217,00:41:21.460,Pass,,2009/2010
,,,,,,,,,,,,,,,0.632442,,,,,,,,,,,,,,b4c12819-fe64-457e-a510-7ca43c45b68d,1458,,,"[34.2, 42.4]",69213,41,,,,,0.6825594,,Right Foot,,,"[49.7, 55.0]",Ground Pass,,19.975235,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,93,Barcelona,217,['9c713d7a-8246-464c-b05b-dfe8b65af867'],23,,,,,,,,,,,,,,,,Barcelona,217,00:41:23.824,Pass,,2009/2010
,,,,,,,,,,,,,,,0.873951,,,,,,,,,,,,,,e19b62d9-9824-4825-9923-1172473b77d7,1461,,,"[49.7, 55.0]",69213,41,,,,,-2.263295,,Right Foot,,,"[42.4, 46.2]",Ground Pass,,11.4337225,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,93,Barcelona,217,['3d82503c-9c84-42b1-b36d-b762585734cc'],24,,,,,,,,,,,,,,,,Barcelona,217,00:41:24.496,Pass,,2009/2010
,,,,,,,,,,,,,,,0.684929,,,,,,,,,,,,,,19e5dd05-a641-4e10-ab65-ebff206c2abb,1464,,,"[42.4, 46.2]",69213,41,,,,,-0.940993,,Right Foot,,,"[46.7, 40.3]",Ground Pass,,7.300685,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,93,Barcelona,217,['d4ffd840-f894-48e0-bf7b-fbc53ee595d2'],26,,,,,,,,,,,,,,,,Barcelona,217,00:41:26.870,Pass,,2009/2010
,,,,,,,,,,,,,,,0.988397,,,,,,,,,,,,,,4a17186d-f998-4df6-92e2-1aab873969ce,1468,,,"[46.1, 39.0]",69213,41,,,,,1.5707964,,Left Foot,,,"[46.1, 60.3]",Ground Pass,,21.3,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,93,Barcelona,217,"['22d64054-6bf6-4296-9776-6ea3ba7196fd', '9399bcc8-4745-4587-be7e-52037ca1a0ce']",27,,,,,,,,,,,,,,,,Barcelona,217,00:41:27.595,Pass,True,2009/2010
,,,,,,,,,,,,,,,1.777915,,,,,,,,,,,,,,a1563178-8793-423d-be96-5d98ce12b381,1471,,,"[81.2, 61.5]",69213,41,,,,,1.8925469,,Left Foot,,,"[76.7, 75.0]",Ground Pass,,14.230249,,,Daniel Alves da Silva,4324.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,93,Barcelona,217,['e3ac8baf-956d-42df-a7ec-6d7d05296346'],38,,,,,,,,,,,,,,,,Barcelona,217,00:41:38.106,Pass,,2009/2010
,,,,,,,,,,,,,,,1.179186,,,,,,,,,,,,,,c508563e-dbdd-42d5-b7ca-1571d18578a4,1474,,,"[80.5, 74.2]",69213,41,,,,,-0.51703197,,Right Foot,,,"[95.8, 65.5]",Ground Pass,,17.600569,,,Gnégnéri Yaya Touré,3087.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,93,Barcelona,217,['3c074826-f518-444b-80b0-1c5e23637ae0'],40,,,,,,,,,,,,,,,,Barcelona,217,00:41:40.337,Pass,,2009/2010
,,,,,,,,,,,,,,,1.080053,,,,,,,,,,,,,,1500f787-3a66-4ee5-b117-5295556181a6,1477,,,"[95.8, 65.5]",69213,41,,,,,1.3608228,,Right Foot,,,"[98.4, 77.7]",Ground Pass,,12.473973,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Free Kick,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,93,Barcelona,217,['8be5162b-4c34-4a45-a97d-d463eb5b4db7'],41,,,,,,,,,,,,,,,,Barcelona,217,00:41:41.556,Pass,,2009/2010
,,,,,,,,,,,,,,,1.536518,,,,,,,,,,,,,,3b179971-9a79-4450-af41-b042f9c86fc3,1480,,,"[98.6, 78.9]",69213,41,,,,,-1.2785095,,Right Foot,True,,"[111.9, 34.7]",High Pass,,46.157665,Incomplete,,,,,True,,,,1,From Free Kick,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,93,Barcelona,217,['42335e6a-7624-4d82-bf37-262346a9144e'],44,,,,,,,,,,,,,,,,Barcelona,217,00:41:44.159,Pass,,2009/2010
,,,,,,,,,,,,,,,2.01726,,,,,,,,,,,,,,2544a00e-85c6-4328-bc2d-b547a3c08712,1482,,,"[92.4, 27.7]",69213,41,,,,,1.9121522,,Other,,,"[87.0, 42.9]",Low Pass,,16.130716,,,Daniel Alves da Silva,4324.0,,,,,Recovery,1,From Free Kick,Carles Puyol i Saforcada,20125.0,Left Back,93,Barcelona,217,['4fcbeab0-436f-4407-8f78-e6bd14e4b4c8'],48,,,,,,,,,,,,,,,,Barcelona,217,00:41:48.949,Pass,,2009/2010
,,,,,,,,,,,,,,,1.103947,,,,,,,,,,,,,,e2d18205-71e7-49fb-86ae-484297a0833a,1485,,,"[86.6, 46.5]",69213,41,,,,,1.1393956,,Right Foot,,,"[92.4, 59.1]",Ground Pass,,13.870832,,,Xavier Hernández Creus,20131.0,,,,,,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,93,Barcelona,217,['9ea0e735-da98-4f6b-8b25-ee2892fd8d35'],51,,,,,,,,,,,,,,,,Barcelona,217,00:41:51.877,Pass,,2009/2010
,,,,,,,,,,,,,,,1.197817,,,,,,,,,,,,,,9120b9ca-60c6-48c1-ab16-1a851bc74657,1488,,,"[93.6, 59.1]",69213,41,,,,,-0.9758854,,Right Foot,,,"[111.6, 32.5]",High Pass,,32.11791,Pass Offside,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Right Center Midfield,93,Barcelona,217,['6950ea08-425f-4344-8c0f-a7fb310a6487'],53,,,,,,,,,,,,,,,,Barcelona,217,00:41:53.833,Pass,,2009/2010
,,,,,,,,,,,,,,,0.7376,,,,,,,,,,,,,,8ea83ea0-0a8f-4f74-8a03-5e5a46bb6ad3,1490,,,"[12.9, 48.2]",69213,42,,,,,-0.48534703,,Right Foot,,,"[36.6, 35.7]",Ground Pass,,26.794403,,,Joan Verdú Fernández,26211.0,,,,,Free Kick,1,From Free Kick,Idriss Carlos Kameni,26103.0,Goalkeeper,94,Espanyol,214,['d44ea997-54dd-40f4-bb9e-2d5b31525ffb'],1,,,,,,,,,,,,,,,,Espanyol,214,00:42:01.212,Pass,,2009/2010
,,,,,,,,,,,,,,,1.509865,,,,,,,,,,,,,,95aac213-5710-466c-a0d7-2c5c709dfe2a,1493,,,"[36.6, 35.7]",69213,42,,,,,-1.3439975,,Right Foot,,,"[42.9, 8.4]",Ground Pass,,28.017494,,,José Raúl Baena Urdiales,26607.0,,,,,,1,From Free Kick,Joan Verdú Fernández,26211.0,Center Attacking Midfield,94,Espanyol,214,['46c7b07e-601b-4aaa-b20a-909c1dadeff8'],2,,,,,,,,,,,,,,,,Espanyol,214,00:42:02.267,Pass,,2009/2010
,,,,,,,,,,,,,,,1.082022,,,,,,,,,,,,,,8ccdcfd6-0ed3-49c2-8448-4b6a621041e7,1499,,,"[64.6, 1.0]",69213,42,,,,,0.12891077,,,,,"[80.8, 3.1]",Low Pass,,16.335545,,,José María Callejón Bueno,7029.0,,,,,Throw-in,1,From Throw In,Dídac Vilá Rosselló,6886.0,Left Back,95,Espanyol,214,['b59feaff-d6b6-4fa2-be25-9c233c0bb764'],12,,,,,,,,,,,,,,,,Espanyol,214,00:42:12.403,Pass,,2009/2010
,,,,,,,,,,,,,,,1.675251,,,,,,,,,,,,,,01ba7919-21d9-4a19-8db5-cc084a64563a,1502,,,"[88.9, 6.8]",69213,42,,,,,0.91329503,,Right Foot,True,,"[111.6, 36.2]",High Pass,,37.14364,Incomplete,,Pablo Daniel Osvaldo,26609.0,,,,,,1,From Throw In,José María Callejón Bueno,7029.0,Left Wing,95,Espanyol,214,"['3c25e38c-f54f-4516-a113-1b0f4e6845e0', 'df00e2e1-6ecd-4d4d-8f32-c8a7e2c3f00a']",15,,,,,,,,,,,,,,,,Espanyol,214,00:42:15.567,Pass,,2009/2010
,,,,,,,,,,,,,,,1.233113,,,,,,,,,,,,,,05e82ab6-5824-456a-86e4-427ab09f314f,1506,,,"[14.4, 44.3]",69213,42,,,,,-0.013985102,,Keeper Arm,,,"[28.7, 44.1]",Ground Pass,,14.301398,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,96,Barcelona,217,['a56c3076-5061-464b-a2b8-40273a73b232'],18,,,,,,,,,,,,,,,,Barcelona,217,00:42:18.463,Pass,,2009/2010
,,,,,,,,,,,,,,,1.214301,,,,,,,,,,,,,,94ca5db7-2005-4823-94e3-733fd3fb3af5,1509,,,"[46.0, 40.0]",69213,42,,,,,-1.5051016,,Left Foot,,,"[48.0, 9.6]",Ground Pass,,30.46572,,,Carles Puyol i Saforcada,20125.0,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,96,Barcelona,217,['918249c9-f1e8-416e-987b-a534c036c932'],24,,,,,,,,,,,,,,,,Barcelona,217,00:42:24.669,Pass,,2009/2010
,,,,,,,,,,,,,,,2.814694,,,,,,,,,,,,,,88cba5cb-79dc-444e-8b4d-f7ade3efe03c,1512,,,"[46.5, 10.3]",69213,42,,,,,2.3603961,,Right Foot,,,"[22.6, 34.0]",Ground Pass,,33.65858,,,Víctor Valdés Arribas,20176.0,,,,,,1,Regular Play,Carles Puyol i Saforcada,20125.0,Left Back,96,Barcelona,217,['eb2634da-5ba1-43c7-8d3f-e3ca24adf83a'],28,,,,,,,,,,,,,,,,Barcelona,217,00:42:28.800,Pass,,2009/2010
,,,,,,,,,,,,,,,2.324146,,,,,,,,,,,,,,f0628fef-d8b7-47d2-8a10-a4f217041daa,1515,,,"[21.9, 41.9]",69213,42,,,,,0.9295109,,Right Foot,,,"[38.1, 63.6]",Ground Pass,,27.080067,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,Regular Play,Víctor Valdés Arribas,20176.0,Goalkeeper,96,Barcelona,217,['3f9a5c48-0627-4beb-bc3e-9d51abf52307'],33,,,,,,,,,,,,,,,,Barcelona,217,00:42:33.084,Pass,,2009/2010
,,,,,,,,,,,,,,,1.397979,,,,,,,,,,,,,,3dc28b64-6d42-417d-839e-2b66f3b75a8c,1518,,,"[40.2, 62.9]",69213,42,,,,,-0.6897315,,Right Foot,,,"[61.9, 45.0]",Ground Pass,,28.130054,,,Sergio Busquets i Burgos,5203.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,96,Barcelona,217,['4eea4b0d-e39d-4554-94f0-6fa4350f2dc9'],37,,,,,,,,,,,,,,,,Barcelona,217,00:42:37.131,Pass,,2009/2010
,,,,,,,,,,,,,,,0.629607,,,,,,,,,,,,,,d5e5e3ee-ce09-4080-8536-3c6cb004b0a6,1522,,,"[65.6, 29.0]",69213,42,,,,,1.6436598,,Right Foot,,,"[64.6, 42.7]",Ground Pass,,13.736448,,,Juan Daniel Forlín,24744.0,,,,,Recovery,1,Regular Play,José Raúl Baena Urdiales,26607.0,Left Center Midfield,96,Barcelona,217,['6f7e5090-2023-44db-a562-3a9da2297bf2'],40,,,,,,,,,,,,,,,,Espanyol,214,00:42:40.110,Pass,,2009/2010
,,,,,,,,,,,,,,,0.740615,,,,,,,,,,,,,,35be1e1a-e851-4858-b831-c8e8c6ea97d6,1525,,,"[64.6, 42.7]",69213,42,,,,,-0.7853982,,Left Foot,,,"[70.4, 36.9]",Low Pass,,8.202438,Incomplete,,,,,,,,,1,Regular Play,Juan Daniel Forlín,24744.0,Right Center Midfield,96,Barcelona,217,['c62888f8-6ded-4b17-b08c-687d93474e03'],40,,,,,,,,,,,,,,,,Espanyol,214,00:42:40.852,Pass,,2009/2010
,,,,,,,,,,,,,,,0.963055,,,,,,,,,,,,,,10c307fd-036a-47b7-bfcd-3340112e1e02,1528,,,"[49.0, 40.3]",69213,42,,,,,-2.4855137,,Right Foot,,,"[36.4, 30.6]",Ground Pass,,15.9012575,,,Gabriel Alejandro Milito,25919.0,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Left Center Midfield,96,Barcelona,217,['d6a04cbc-9bfd-40e8-8cf9-5a01d9e0c92d'],42,,,,,,,,,,,,,,,,Barcelona,217,00:42:42.750,Pass,,2009/2010
,,,,,,,,,,,,,,,3.320104,,,,,,,,,,,,,,7e56e6dd-406a-4bfe-a644-51bdea99e52a,1531,,,"[39.8, 33.0]",69213,42,,,,,0.6496528,,Left Foot,,,"[86.4, 68.4]",High Pass,,58.521107,Incomplete,,,,,,,,,1,Regular Play,Gabriel Alejandro Milito,25919.0,Left Center Back,96,Barcelona,217,['68bd7f5d-68fc-42cd-b394-5059613a1c4f'],45,,,,,,,,,,,,,,,,Barcelona,217,00:42:45.102,Pass,,2009/2010
,,,,,,,,,,,,,,,2.32601,,,,,,,,,,,,,,68bd7f5d-68fc-42cd-b394-5059613a1c4f,1532,,,"[34.6, 12.6]",69213,42,,,,,2.7702236,,Head,,,"[4.3, 24.4]",Low Pass,,32.516613,,,Idriss Carlos Kameni,26103.0,,,,,Recovery,1,Regular Play,Dídac Vilá Rosselló,6886.0,Left Back,97,Espanyol,214,"['51360a4e-9c55-417d-ab17-48ec14e64b78', '7e56e6dd-406a-4bfe-a644-51bdea99e52a']",48,,,,,,,,,,,,,,,,Espanyol,214,00:42:48.423,Pass,,2009/2010
,,,,,,,,,,,,,,,0.987659,,,,,,,,,,,,,,8a2d2e36-5dc0-4a78-aae9-1186c7285d52,1535,,,"[5.3, 25.8]",69213,43,,,,,-0.28683025,,Right Foot,,,"[19.2, 21.7]",Ground Pass,,14.492066,,,Víctor Ruíz Torre,6752.0,,,,,,1,Regular Play,Idriss Carlos Kameni,26103.0,Goalkeeper,97,Espanyol,214,['a0547d88-ad13-4533-b213-2a3c653b894e'],0,,,,,,,,,,,,,,,,Espanyol,214,00:43:00.719,Pass,,2009/2010
,,,,,,,,,,,,,,,1.839891,,,,,,,,,,,,,,82362768-c37b-45a9-8de0-34226dc49f06,1538,,,"[29.3, 26.5]",69213,43,,,,,1.6440243,,Left Foot,,,"[27.4, 52.4]",Ground Pass,,25.969597,,,Nicolás Martín Pareja,7909.0,,,,,,1,Regular Play,Víctor Ruíz Torre,6752.0,Left Center Back,97,Espanyol,214,['88989464-296b-4ecd-8725-87351f64ef61'],4,,,,,,,,,,,,,,,,Espanyol,214,00:43:04.264,Pass,,2009/2010
,,,,,,,,,,,,,,,3.222203,,,,,,,,,,,,,,f5c1d0cf-b634-4229-b588-9cfff11585ff,1541,,,"[28.4, 56.0]",69213,43,,,,,-0.028611718,,Right Foot,,,"[87.8, 54.3]",High Pass,,59.42432,Incomplete,,,,,,,,,1,Regular Play,Nicolás Martín Pareja,7909.0,Right Center Back,97,Espanyol,214,['1a954008-8f62-440b-81c6-4116ef02a6be'],8,,,,,,,,,,,,,,,,Espanyol,214,00:43:08.447,Pass,,2009/2010
,,,,,,,,,,,,,,,2.0965,,,,,,,,,,,,,,587f3a0c-f77b-4457-a6ed-621c4b585f97,1544,,,"[75.7, 58.8]",69213,43,,,,,1.5935197,,Right Foot,,,"[75.5, 67.6]",High Pass,,8.802273,Incomplete,,Francisco Javier Chica Torres,26170.0,,,,,Recovery,1,Regular Play,Pablo Daniel Osvaldo,26609.0,Center Forward,97,Espanyol,214,"['8b59fd2f-22d4-440d-9cf7-26a4c35ed512', 'adcfbef0-9a8a-4d62-b07b-2adefd2e3257', 'd415309a-9bc9-4d5b-8e37-a626179d2b00']",13,,,,,,,,,,,,,,,,Espanyol,214,00:43:13.749,Pass,True,2009/2010
,,,,,,,,,,,,,,,3.097046,,,,,,,,,,,,,,f591cb31-6011-4ce9-bb26-e255b0df2c5d,1551,,,"[81.7, 45.1]",69213,43,,,,,-1.9911565,,Right Foot,,,"[72.0, 23.4]",Low Pass,,23.769308,Incomplete,,,,,,,,,1,Regular Play,Juan Daniel Forlín,24744.0,Right Center Midfield,97,Espanyol,214,"['2a05fee6-8d38-4215-8463-291accd6921c', '7151782f-1919-4cf0-bc16-98772448504c']",17,,,,,,,,,,,,,,,,Espanyol,214,00:43:17.778,Pass,True,2009/2010
,,,,,,,,,,,,,,,2.851854,,,,,,,,,,,,,,05a8d1f1-a891-4954-bf8b-657e352c0e2a,1554,,,"[50.2, 58.6]",69213,43,,,,,-0.967047,,Right Foot,,,"[84.2, 9.3]",High Pass,,59.88731,,,Lionel Andrés Messi Cuccittini,5503.0,,True,,,,1,Regular Play,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,98,Barcelona,217,['91ceffbe-1ff9-4577-93c2-447dc3eca858'],22,,,,,,,,,,,,,,,,Barcelona,217,00:43:22.909,Pass,,2009/2010
