50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5e00abe7-df8b-4d51-9417-9cafb18cf9d5,1,,,69292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 4324, 'name': 'Daniel Alves da Silva'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 18608, 'name': 'Dmytro Chygrynskiy'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 21}, {'player': {'id': 26613, 'name': 'Maxwell Scherrer Cabelino Andrade'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 19}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 14}, {'player': {'id': 3672, 'name': 'Zlatan Ibrahimović'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 9}]}",Barcelona,217,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3644f97b-f4b2-4e63-a946-57bac3dfbb76,2,,,69292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 41212, 'lineup': [{'player': {'id': 6571, 'name': 'Roberto Jiménez Gago'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 26120, 'name': 'Luis Amaranto Perea Mosquera'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 26117, 'name': 'Pablo Ibáñez Tébar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 19731, 'name': 'Tomáš Ujfaluši'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 17}, {'player': {'id': 26118, 'name': 'Antonio López Guerrero'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 26502, 'name': 'Paulo Assunção da Silva'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 12}, {'player': {'id': 26124, 'name': 'Maximiliano Rubén Rodríguez'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 19765, 'name': 'Simão Pedro Fonseca Sabrosa'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 6870, 'name': 'José Manuel Jurado Marín'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 9}, {'player': {'id': 26199, 'name': 'Diego Forlán Corazo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,05cfdb08-c355-445b-b43f-a2ca53b320b1,3,,,69292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['6a190b3e-1801-4237-af37-9fbc75d65f1a'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6a190b3e-1801-4237-af37-9fbc75d65f1a,4,,,69292,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['05cfdb08-c355-445b-b43f-a2ca53b320b1'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,6acea6b8-4afd-4425-af6a-37147d37fa2a,1654,,,69292,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Barcelona,217,['f763d087-5f84-4a04-964e-c750cd7352f0'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,f763d087-5f84-4a04-964e-c750cd7352f0,1655,,,69292,45,,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Kick Off,,,,96,Barcelona,217,['6acea6b8-4afd-4425-af6a-37147d37fa2a'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2009/2010
,,,,,,,,,,,,,,,,1.555592,,,,,,,,,,,,,e8652138-ce9d-4c0e-857e-9f9fc9f9d0aa,5,,"[60.0, 40.0]",69292,0,,,,,-3.0761127,,Right Foot,,,,"[47.8, 39.2]",,Ground Pass,,12.226201,,,,Sergio Busquets i Burgos,5203.0,,,,,,Kick Off,1,From Kick Off,Zlatan Ibrahimović,3672.0,Center Forward,2,Barcelona,217,['b2ba8ee5-bec5-45c2-8dbf-5d19a650f934'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.499,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.42577,,,,,,,,,,,,,0d1040c5-6900-4008-a930-1f4d259a5ecb,8,,"[45.3, 39.7]",69292,0,,,,,2.7610862,,Left Foot,,,,"[32.3, 44.9]",,Ground Pass,,14.001429,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['abafdde0-9d43-40a1-829a-e4fd4ffe299b'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.979,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.886412,,,,,,,,,,,,,d50d7524-47c2-4344-b5a5-3fa308ec2ade,11,,"[32.3, 44.9]",69292,0,,,,,-1.7725587,,Right Foot,,,,"[28.7, 27.3]",,Ground Pass,,17.964409,,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['cd512dbd-0bd2-4137-bb3f-b0000b3286a8'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.166,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.620891,,,,,,,,,,,,,a7ee1a89-09d2-4e1a-bd84-add66c6e7a3b,14,,"[35.4, 22.6]",69292,0,,,,,-0.8924789,,Right Foot,,,,"[49.1, 5.6]",,Ground Pass,,21.833231,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['7eb3f043-1f2e-40ad-803a-5a4d47fd77a5'],9,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.631,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.799481,,,,,,,,,,,,,3a81f2c2-47c2-48d9-afbc-c888a2c66262,17,,"[51.8, 5.8]",69292,0,,,,,1.7184737,,Left Foot,,,,"[48.2, 30.0]",,Ground Pass,,24.466303,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['753bb8c9-87fa-4b24-b8ce-a4e7d623bdb2'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:00:13.872,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.714668,,,,,,,,,,,,,16781c3b-c0c4-4614-b0bf-2a23138a30dd,20,,"[48.2, 30.8]",69292,0,,,,,1.5210036,,Right Foot,,,,"[49.7, 60.9]",,Ground Pass,,30.137352,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c5f4fcb6-c94b-49b3-aae9-94c6a86d7558'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:00:16.919,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.683008,,,,,,,,,,,,,d2e8d8b5-efd0-4f5b-9480-407edf0c6ee3,23,,"[52.9, 62.1]",69292,0,,,,,-1.8317245,,Right Foot,,,,"[47.8, 43.0]",,Ground Pass,,19.769169,,,,Dmytro Chygrynskiy,18608.0,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['c8cf9249-4d37-41df-9adc-7cb019657a5e'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.823,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0641,,,,,,,,,,,,,469a3ee8-b5b2-4ec6-916a-f78d9659b019,26,,"[50.8, 39.4]",69292,0,,,,,-1.5206816,,Right Foot,,,,"[52.4, 7.5]",,Ground Pass,,31.9401,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Kick Off,Dmytro Chygrynskiy,18608.0,Left Center Back,2,Barcelona,217,['e9fbe081-7147-4b21-a895-dee774d08ede'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.906,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.704873,,,,,,,,,,,,,9045a827-f9c3-481c-8d62-995f73bea15f,29,,"[52.6, 6.0]",69292,0,,,,,1.0580553,,Left Foot,,,,"[60.2, 19.5]",,Ground Pass,,15.492256,,,,Seydou Kéita,20169.0,,,,,,,1,From Kick Off,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,2,Barcelona,217,['c5a9cb0c-f2c5-48b9-af76-1f7a7e665a55'],30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.073,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.9351,,,,,,,,,,,,,0764b771-5ce9-4531-9153-3cbe5283c13c,32,,"[62.1, 19.3]",69292,0,,,,,-0.06885649,,Left Foot,,,,"[105.6, 16.3]",,High Pass,,43.603325,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,From Kick Off,Seydou Kéita,20169.0,Left Center Midfield,2,Barcelona,217,"['30c28537-a16f-457f-bb7c-9e173f263678', '55453f92-7c60-4437-bff8-943fc4d9b74d']",33,,,,,,,,,,,,,,,,,Barcelona,217,00:00:33.077,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.773507,,,,,,,,,,,,,5b2ee289-0a7d-43da-8c19-053ea125fd30,37,,"[3.8, 74.3]",69292,0,,,,,0.2814266,,Right Foot,,,,"[24.9, 80.4]",,High Pass,,21.964062,,Out,,,,,,,,,,1,From Kick Off,Tomáš Ujfaluši,19731.0,Left Center Back,2,Barcelona,217,['8a831109-2eb3-4d04-bcb3-0ec5a2b20f8b'],38,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:38.234,Pass,True,2009/2010
,,,,,,,,,,,,,,,,2.73143,,,,,,,,,,,,,27a47e11-2764-40f2-815e-6172362622ee,38,,"[96.4, 1.0]",69292,0,,,,,0.65084493,,,,,,"[109.4, 10.9]",,Low Pass,,16.34044,,,,Thierry Henry,15516.0,,,,,,Throw-in,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,['eb351fa1-65fd-4621-b101-54bdd1cad0e3'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:00:46.835,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.787316,,,,,,,,,,,,,4386827b-f302-4c23-bddf-8166e38d47ac,41,,"[108.2, 9.6]",69292,0,,,,,-2.151067,,Right Foot,,,,"[102.3, 0.6]",,Low Pass,,10.761505,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,3,Barcelona,217,['bb8e6661-053d-452b-b42f-009079e59f8f'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:00:49.767,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.342939,,,,,,,,,,,,,8bad8e2b-9386-4a94-8484-7fad2c7ca486,45,,"[101.8, 0.9]",69292,0,,,,,1.6686424,a9f6297a-bb12-42aa-8f05-6388d377ff47,Left Foot,,,,"[100.2, 17.2]",,Ground Pass,,16.37834,,,,Thierry Henry,15516.0,True,,,,,,1,From Throw In,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,3,Barcelona,217,"['cf0db10f-9f0d-4a84-bb30-89a26d12ce0e', 'e93bc73e-66ac-432d-bbca-f6b67460dfdd']",51,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.397,Pass,True,2009/2010
,,,,,,,,,,,,,,,,2.813723,,,,,,,,,,,,,18fd5c85-51b9-4c81-b230-7b02948a72f2,51,,"[120.0, 80.0]",69292,1,,,,,-2.0822577,,Right Foot,,,,"[88.4, 23.7]",,High Pass,,64.56199,,,True,Sergio Busquets i Burgos,5203.0,,,True,Outswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['bfa86436-cc72-4f35-bb35-abad68907b6a'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:01:21.405,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.3215,,,,,,,,,,,,,1c84e632-02cc-4c01-be6e-370844745c56,55,,"[88.4, 23.8]",69292,1,,,,,1.0022718,,Right Foot,,,,"[90.7, 27.4]",,Low Pass,,4.2720017,,Incomplete,,Thierry Henry,15516.0,,,,,,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,"['42d32230-3696-41d0-862e-af21ba2ac1a8', 'a04857fa-5066-439e-b6cf-92d8ee803990']",25,,,,,,,,,,,,,,,,,Barcelona,217,00:01:25.414,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.662473,,,,,,,,,,,,,fe952df2-bb41-4987-977e-1b835a4d635a,58,,"[84.8, 21.8]",69292,1,,,,,2.8958576,,Right Foot,,,,"[53.7, 29.6]",,Low Pass,,32.063217,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,Recovery,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['3220c7b1-1992-4c9e-828b-8df0cbe9247d'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.634,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.981667,,,,,,,,,,,,,5199b42c-27fe-469c-a4f9-84fdfab0ef6e,61,,"[50.5, 30.2]",69292,1,,,,,2.8440309,,Left Foot,,,,"[20.5, 39.4]",,Ground Pass,,31.378973,,,,Víctor Valdés Arribas,20176.0,,,,,,,1,From Corner,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['21ff7a2c-cd6f-4010-bca0-1c3b5e0f2ab1'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.330,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.014596,,,,,,,,,,,,,87b85664-3c69-4b9d-b6d5-779e90c0d074,64,,"[20.5, 35.5]",69292,1,,,,,-0.9431669,,Right Foot,,,,"[42.7, 4.9]",,Ground Pass,,37.80476,,,,Maxwell Scherrer Cabelino Andrade,26613.0,,,,,,,1,From Corner,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['2a8e1c2b-3b2f-4442-aefc-a392465e1d70'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:01:34.943,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.023826,,,,,,,,,,,,,01237f02-3d33-4bf5-bbe5-cf029e916cf2,67,,"[49.6, 5.8]",69292,1,,,,,-0.18697926,,Left Foot,,,,"[68.1, 2.3]",,Ground Pass,,18.82817,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Corner,Maxwell Scherrer Cabelino Andrade,26613.0,Left Back,4,Barcelona,217,['b2303ae1-a6dc-4de5-a316-42a0e4d3c379'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:01:38.560,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.0672,,,,,,,,,,,,,9e42c241-d69f-4828-844d-a1f8e4c2b0ea,71,,"[76.3, 8.0]",69292,1,,,,,0.61247844,bc5e64ee-1db0-49b1-bc0b-78a55f2648b5,Right Foot,,,,"[106.9, 29.5]",True,Ground Pass,,37.397995,,,,Zlatan Ibrahimović,3672.0,,,,Through Ball,True,,1,From Corner,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,4,Barcelona,217,['64f7f3c2-1f57-47d9-81a1-70699f2e8592'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:01:42.288,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.254684,,,,,,,,,,,,,cf0c8263-eeb3-4a21-9454-02eb8fdd43c5,76,,"[61.0, 41.0]",69292,2,,True,,,-3.0887008,,Right Foot,,,,"[44.0, 40.1]",,Ground Pass,,17.023808,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,Kick Off,1,From Kick Off,Diego Forlán Corazo,26199.0,Right Center Forward,5,Atlético Madrid,212,['ced65f9b-6664-408a-9cd9-cd7fcac2bc8f'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:37.219,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.382984,,,,,,,,,,,,,d1680fd4-93f2-45f5-8f65-3b135fa7c8a8,81,,"[120.0, 1.0]",69292,3,,,,,1.6622565,,Right Foot,,,,"[116.9, 34.8]",,High Pass,True,33.94186,,Incomplete,,,,,,,Inswinging,,Corner,1,From Corner,Simão Pedro Fonseca Sabrosa,19765.0,Left Center Midfield,6,Atlético Madrid,212,['28da061f-230e-4ea3-847c-edba7e045090'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:06.163,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.475932,,,,,,,,,,,,,5b71df30-8b3c-4a45-bdc1-199b53f67bfb,84,,"[82.6, 57.9]",69292,3,,,,,-0.79399395,,Right Foot,,,,"[99.9, 40.3]",,High Pass,,24.678938,,Incomplete,,,,,,,,,Recovery,1,From Corner,Paulo Assunção da Silva,26502.0,Center Defensive Midfield,6,Atlético Madrid,212,['b7380521-4983-4873-9a6b-92fefa31f57c'],11,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:11.950,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.256,,,,,,,,,,,,,3357c846-a273-4880-8002-a627038e6ef4,88,,"[78.4, 40.3]",69292,3,,,,,-1.41923,,Right Foot,,,,"[83.7, 5.6]",,Low Pass,,35.10242,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Corner,Diego Forlán Corazo,26199.0,Right Center Forward,6,Atlético Madrid,212,['701514a8-7a62-4a83-9578-ce986d490ed9'],15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:15.510,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.877372,,,,,,,,,,,,,0f703037-4433-45aa-8c1e-e620c055aa07,92,,"[84.3, 6.0]",69292,3,,,,,1.897623,,Right Foot,,,,"[80.3, 17.8]",,Ground Pass,,12.459535,,,,José Manuel Jurado Marín,6870.0,,,,,,,1,From Corner,Simão Pedro Fonseca Sabrosa,19765.0,Left Center Midfield,6,Atlético Madrid,212,"['892ddeb5-b2ba-464c-b3dd-9f0a4212e3fb', '8a55e826-483e-4312-ab9b-f49bd031d14c']",19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:19.664,Pass,True,2009/2010
,,,,,,,,,,,,,,,,0.755762,,,,,,,,,,,,,3e3d3e6e-69b6-4d28-aedc-616f826f6e1c,94,,"[79.9, 18.0]",69292,3,,,,,-0.76526666,,Left Foot,,,,"[87.5, 10.7]",,Ground Pass,,10.538027,,Incomplete,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Corner,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,6,Atlético Madrid,212,"['2980e4b0-bdea-4c3e-9a66-3b284f03bff4', '5dee8411-d1d7-4b39-a27e-c17e6cb2103c']",20,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:20.541,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.649735,,,,,,,,,,,,,f7dda809-2fc1-404b-b6c5-e49afd376fd8,98,,"[34.8, 69.7]",69292,3,,,,,-1.3625904,,Right Foot,,,,"[36.3, 62.6]",,Ground Pass,,7.256721,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,7,Barcelona,217,['64195255-243a-417f-b706-feb7a5b00fff'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.103,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.892437,,,,,,,,,,,,,96b9c730-5edf-463c-9984-2c862f6ed174,101,,"[36.3, 62.6]",69292,3,,,,,1.9044985,,Right Foot,,,,"[33.7, 70.1]",,Ground Pass,,7.937884,,,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['3567bfbe-5cab-4a38-a5b8-ca9ddae52192'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:03:22.825,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.906829,,,,,,,,,,,,,5dc01015-7611-4d82-ad7a-f9a64411bd72,105,,"[33.9, 69.3]",69292,3,,,,,-2.8899026,,Right Foot,,,,"[23.4, 66.6]",,Ground Pass,,10.841587,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Zlatan Ibrahimović,3672.0,Center Forward,7,Barcelona,217,['cf51bf3f-ef32-4932-9bb0-ed1dfccfc781'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:03:25.029,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.864917,,,,,,,,,,,,,222e17fa-e7f3-46b6-8ff0-88b1019c6261,109,,"[23.6, 64.9]",69292,3,,,,,-0.8231161,,Right Foot,,,,"[28.7, 59.4]",,Ground Pass,,7.5006666,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,7,Barcelona,217,"['76ee2b14-6405-4473-9489-f35a25bc663a', 'cfe56f39-686b-4869-a508-73631a68b509']",26,,,,,,,,,,,,,,,,,Barcelona,217,00:03:26.262,Pass,True,2009/2010
,,,,,,,,,,,,,,,,1.405712,,,,,,,,,,,,,4355ac02-8728-492a-9496-99df47bf2755,112,,"[30.4, 59.0]",69292,3,,,,,1.1149459,,Right Foot,,,,"[40.5, 79.6]",,Low Pass,,22.942755,,Out,,Zlatan Ibrahimović,3672.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,7,Barcelona,217,['6216b235-0032-4a35-9a0e-ef1e6e66b528'],27,,,,,,,,,,,,,,,,,Barcelona,217,00:03:27.202,Pass,,2009/2010
,,,,,,,,,,,,,,,,1.410178,,,,,,,,,,,,,867603ea-9cad-434f-98e7-a32e71dcf5e4,114,,"[82.0, 1.0]",69292,3,,True,,,1.7970154,,,,,,"[79.1, 13.6]",,Low Pass,,12.929423,,,,Antonio López Guerrero,26118.0,,,,,,Throw-in,1,From Throw In,Simão Pedro Fonseca Sabrosa,19765.0,Left Center Midfield,8,Atlético Madrid,212,['e6129580-bdd1-4d4d-9c4b-9dc2371ea566'],40,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:40.517,Pass,,2009/2010
,,,,,,,,,,,,,,,,2.054714,,,,,,,,,,,,,ce4c2a91-515b-4587-909d-1fa8b6afc24c,116,,"[72.1, 16.1]",69292,3,,,,,-0.6454735,,Left Foot,,,,"[88.3, 3.9]",,Ground Pass,,20.280039,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Throw In,Antonio López Guerrero,26118.0,Left Back,8,Atlético Madrid,212,['4269be53-f3b1-4bb6-8035-07e7fa79d259'],42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:42.496,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.054,,,,,,,,,,,,,e32e696b-9757-414d-806a-a1d9166bbff2,120,,"[108.1, 10.2]",69292,3,,,,,1.5707964,,Left Foot,,,,"[108.1, 12.8]",,Low Pass,,2.6,,Incomplete,,,,,,,,,,1,From Throw In,Simão Pedro Fonseca Sabrosa,19765.0,Left Center Midfield,8,Atlético Madrid,212,['a7b1a1c1-e162-473b-9227-41176e128708'],48,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:48.574,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.847676,,,,,,,,,,,,,3daaee7b-cbbe-4381-bd69-d93a4a8aa095,122,,"[107.0, 1.0]",69292,3,,,,,1.9093521,,,,,,"[104.5, 8.1]",,High Pass,,7.5272837,,,,José Manuel Jurado Marín,6870.0,,,,,,Throw-in,1,From Throw In,Antonio López Guerrero,26118.0,Left Back,9,Atlético Madrid,212,['6aa033e8-07fc-490b-a2ed-e41bafd37d3d'],57,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:57.902,Pass,,2009/2010
,,,,,,,,,,,,,,,,0.780294,,,,,,,,,,,,,49018fc3-ed98-49a0-91e7-90ccec74445f,124,,"[104.5, 8.1]",69292,3,,,,,-1.1425322,,Right Foot,,,,"[106.6, 3.5]",,Ground Pass,,5.056679,,,,Antonio López Guerrero,26118.0,,,,,,,1,From Throw In,José Manuel Jurado Marín,6870.0,Center Attacking Midfield,9,Atlético Madrid,212,['a32ed02c-2811-4893-bd07-ce67d6910dd8'],58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:58.750,Pass,,2009/2010
