50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,1.41173,,,,,,,,,,,,,0e64dd72-eae4-4037-8c53-b7b8081ddabd,17,,,"[43.4, 38.2]",70296,0,,,,,-1.0151399,,Right Foot,,,,"[52.9, 22.9]",,Ground Pass,,18.009441,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['e941a3ac-9310-4b53-a01c-b2ebbbd51a13'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.582,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.439946,,,,,,,,,,,,,85a170d2-c268-4828-a699-faeecb93f1bb,20,,,"[50.4, 21.2]",70296,0,,,,,-0.95702624,,Left Foot,,,,"[62.8, 3.6]",,Ground Pass,,21.529514,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,['68783561-4cee-4775-b7ce-6a981783d879'],7,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:07.951,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.084344,,,,,,,,,,,,,ae0641f6-7fff-46b6-899f-e9df5ad5b6a6,23,,,"[62.8, 3.6]",70296,0,,,,,2.5269296,,Left Foot,,,,"[54.3, 9.6]",,Ground Pass,,10.404326,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['61e885b9-66d3-4f71-b926-a903e8736f3c'],9,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:09.629,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.346121,,,,,,,,,,,,,90b44baf-f08b-465a-9a14-9daf5b06d4ee,27,,,"[56.7, 17.1]",70296,0,,,,,2.1975393,,Right Foot,,,,"[48.3, 28.7]",,Ground Pass,,14.322011,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['176e288a-0eaf-408c-9f5d-601ab6bd5d2b', '47c68e64-577f-4492-bdbf-afb8bd345d91']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:12.672,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.707832,,,,,,,,,,,,,2d04e9eb-3570-4a51-a8a0-7d478b417d55,30,,,"[48.3, 28.7]",70296,0,,,,,-1.0204761,,Right Foot,,,,"[63.7, 3.6]",,Ground Pass,,29.44775,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['44cf1b10-380c-4d71-9ce7-12a415b07266'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:14.299,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.150149,,,,,,,,,,,,,8ca02b14-98c6-4b1f-9554-46ed877b96bd,33,,,"[64.5, 6.2]",70296,0,,,,,1.7242203,,Left Foot,,,,"[63.0, 15.9]",,Ground Pass,,9.815294,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['e91a81e2-7b1c-49e9-9c13-4bcf03a656fb'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:17.985,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.024605,,,,,,,,,,,,,2dda4181-22a9-4894-b220-031ec2687f24,37,,,"[62.8, 14.4]",70296,0,,,,,-1.7189564,,Left Foot,,,,"[61.8, 7.7]",,Ground Pass,,6.7742157,,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['636733d1-5291-4866-907c-980c84f33743', '7b85c9cc-988b-4135-bb37-f4301563d365']",19,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:19.175,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,0.787305,,,,,,,,,,,,,75fe9d4d-e5ab-4123-843d-1c19d7af3b22,40,,,"[61.3, 7.7]",70296,0,,,,,2.69461,,Left Foot,,,,"[49.2, 13.5]",,Ground Pass,,13.418271,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Kick Off,Jordi Alba Ramos,5211.0,Left Back,2,Barcelona,217,['3065cb8e-62b1-4359-b2ef-f1aa9e229265'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:20.239,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.475739,,,,,,,,,,,,,c0fdad99-453f-4e9d-b941-06fdbdf9ccbf,43,,,"[47.5, 16.4]",70296,0,,,,,1.8796519,,Right Foot,,,,"[39.3, 42.1]",,Ground Pass,,26.97647,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['1138371a-7f71-40c3-9ae8-14dd29c7007a'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.620,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.479591,,,,,,,,,,,,,8edf4e33-b6ff-4c12-984b-8e7ac0c8164c,46,,,"[50.4, 49.6]",70296,0,,,,,-1.1745312,,Right Foot,,,,"[64.5, 15.9]",,Low Pass,,36.530807,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Right Center Back,2,Barcelona,217,['94d4b574-94ee-47bc-b436-c9af83b8917a'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:27.143,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.874971,,,,,,,,,,,,,70c7e4ff-4add-4755-801d-0d6d8658233b,50,,,"[72.0, 14.0]",70296,0,,,,,0.056190785,,Right Foot,,,,"[88.0, 14.9]",,Ground Pass,,16.025293,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['2ed9afb3-9ac0-4922-a45c-db0b88e5e81d', '688c8f8b-c765-44a1-b575-ba1c8075bfd1']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.239,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,2.151316,,,,,,,,,,,,,8cdd8e8a-2e8a-4898-8b18-601babcf771a,54,,,"[84.1, 14.4]",70296,0,,,,,-2.02863,,Right Foot,,,,"[77.3, 0.6]",,Ground Pass,,15.384408,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,2,Barcelona,217,"['bf270be7-2e9a-4381-9611-1a9442e7bc0f', 'e3da2763-04e0-4061-9a04-1837facc0670']",32,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.722,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,0.835406,,,,,,,,,,,,,a51b0bc1-80f7-48df-8d86-65b46bcc9ce6,58,,,"[77.3, 0.9]",70296,0,,,,,1.6172744,,Left Foot,,,,"[77.1, 5.2]",,Ground Pass,,4.304649,,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Center Midfield,2,Barcelona,217,"['0790b45e-749c-4b25-ae51-9da36ba4f3b0', '2d295884-d325-43cc-99ca-75492ac414fc']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:35.881,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.970981,,,,,,,,,,,,,b4fe6f0b-ea03-481b-b93e-af8d9907f681,61,,,"[77.1, 5.2]",70296,0,,,,,0.24069603,,Right Foot,,,,"[99.1, 10.6]",,Ground Pass,,22.653034,Incomplete,,Jordi Alba Ramos,5211.0,,,,,,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,2,Barcelona,217,"['5697bc93-66ac-40f9-8f2c-04e3581f6202', '5a931da8-4010-4b55-ba41-bdf680a1421e']",37,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:37.064,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.5325,,,,,,,,,,,,,900a3d53-9882-4809-b517-7bae3d7f0732,67,,,"[57.0, 1.6]",70296,0,,,,,0.13197182,,Left Foot,,,,"[68.3, 3.1]",,Low Pass,,11.399123,Incomplete,,,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Left Center Back,2,Barcelona,217,['6a64f831-d71a-4fb2-bf3b-dd623b8a0d20'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:44.489,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.329,,,,,,,,,,,,,6d5e7251-415d-46ff-94f7-24d324dbbcfc,69,,,"[37.4, 62.9]",70296,0,,,,,0.0,,Head,,,,"[49.0, 62.9]",,High Pass,,11.6,,,Mario Suárez Mata,23488.0,,,,,Recovery,1,Regular Play,João Miranda de Souza Filho,5551.0,Right Center Back,3,Atlético Madrid,212,['64a19a11-6309-4662-a483-4977d0f74d08'],47,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:47.566,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.4906,,,,,,,,,,,,,05725ab4-5479-42da-983f-a2c475d08dfa,71,,,"[49.0, 62.9]",70296,0,,,,,-0.23451206,,Right Foot,,,,"[78.3, 55.9]",,High Pass,,30.124575,Incomplete,,Diego da Silva Costa,5198.0,,,,,,1,Regular Play,Mario Suárez Mata,23488.0,Left Defensive Midfield,3,Atlético Madrid,212,"['31af7cd8-24eb-4306-80f7-d4f5bc7f5692', '77794936-9a00-485f-8587-f25b6c9557c4']",48,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:48.895,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.0515,,,,,,,,,,,,,77794936-9a00-485f-8587-f25b6c9557c4,73,,,"[42.7, 25.1]",70296,0,,,,,-0.2044212,,Head,,,,"[50.9, 23.4]",,High Pass,,8.374366,Incomplete,,Sergio Busquets i Burgos,5203.0,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Atlético Madrid,212,"['05725ab4-5479-42da-983f-a2c475d08dfa', '5b843b94-36e2-4732-9110-d944262091b9', 'cc78c358-1659-43cf-9052-573c13230e14']",51,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:51.385,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,18a7b777-f8c9-406d-bf92-bdbde8b7fdd8,80,,,"[32.5, 27.8]",70296,0,,,,,2.946012,,Right Foot,,,,"[21.9, 29.9]",,Ground Pass,,10.806017,,,Gerard Piqué Bernabéu,5213.0,,,,,Recovery,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,3,Atlético Madrid,212,['1116cc3c-130f-4c85-b875-18193235618c'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:55.820,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.7219,,,,,,,,,,,,,9ef8f659-bc3d-40b3-9839-782b5acc285a,84,,,"[22.8, 26.8]",70296,0,,,,,-0.73000556,,Right Foot,,,,"[50.4, 2.1]",,Low Pass,,37.038494,Incomplete,,Alexis Alejandro Sánchez Sánchez,3385.0,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,3,Atlético Madrid,212,"['431de9f6-1169-48ec-acfb-75eabf1d1d5e', '5e760b0a-0bec-4244-9857-bfebf0823f86', 'c9a08e15-5b37-411a-908a-d2f083e4a6b4']",58,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:58.626,Pass,True,2012/2013
,,,,,,,,,,,,,,,,,,1.079649,,,,,,,,,,,,,3ba07274-b66c-4e97-9050-b6d2ab363ed8,91,,,"[49.9, 1.0]",70296,1,,,,,2.6206129,,,,,,"[32.3, 11.1]",,Low Pass,,20.292116,,,Carles Puyol i Saforcada,20125.0,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['756850a4-fd78-44be-96a4-1611ce1399d1'],13,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:13.179,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.517238,,,,,,,,,,,,,8b34d1a3-970f-4480-abe8-f24f839a4302,94,,,"[32.3, 11.1]",70296,1,,,,,1.6398109,,Left Foot,,,,"[30.8, 32.8]",,Ground Pass,,21.751781,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['194123cd-4106-427d-8938-b92ff7d65789'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:15.586,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.351141,,,,,,,,,,,,,3148b07a-0442-4fa3-89c4-b531e80c6db4,97,,,"[35.9, 36.5]",70296,1,,,,,0.8817283,,Right Foot,,,,"[56.0, 60.9]",,Ground Pass,,31.612814,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['a0abf054-f8ac-4227-8598-f9a30b4f1c65'],19,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:19.203,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.101,,,,,,,,,,,,,d88572c6-3dc2-4cd4-9ee1-74c1baf59ff3,100,,,"[56.7, 60.7]",70296,1,,,,,1.0966779,,Right Foot,,,,"[64.5, 75.9]",,Ground Pass,,17.084496,,,Pedro Eliezer Rodríguez Ledesma,3958.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['a88e8ba1-c3fd-484c-8753-f912f0d418a0'],22,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:22.015,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.800774,,,,,,,,,,,,,1bbc1f05-c3e8-4bd4-98e5-7e0039839e93,103,,,"[64.5, 75.9]",70296,1,,,,,-2.4536293,,Right Foot,,,,"[57.2, 69.9]",,Ground Pass,,9.449339,,,Xavier Hernández Creus,20131.0,,,,,,1,From Throw In,Pedro Eliezer Rodríguez Ledesma,3958.0,Right Wing,4,Barcelona,217,['a2b55b00-ef92-412d-bec9-5e9950a41c9a'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:23.687,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.2513,,,,,,,,,,,,,e9678ebd-db9f-44d7-9d79-580df1b7e170,106,,,"[62.1, 62.9]",70296,1,,,,,-2.021866,,Right Foot,,,,"[46.6, 30.9]",,Ground Pass,,35.556293,,,Carles Puyol i Saforcada,20125.0,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,4,Barcelona,217,['e099b429-dbc7-4536-a41d-f56dd285029e'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:27.034,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.742816,,,,,,,,,,,,,59988536-d7f3-465a-9504-d9ac0d23448a,109,,,"[46.6, 30.9]",70296,1,,,,,1.1583859,,Left Foot,,,,"[48.0, 34.1]",,Ground Pass,,3.4928498,,,Gerard Piqué Bernabéu,5213.0,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Center Back,4,Barcelona,217,['9cfe0423-a287-4fc7-9d65-a07a98cbfc98'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:29.539,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,2.048968,,,,,,,,,,,,,bcaaf703-452f-49ff-a448-b3e0b6206754,112,,,"[48.5, 32.6]",70296,1,,,,,-1.0023991,,Right Foot,,,,"[68.3, 1.6]",,Ground Pass,,36.78369,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,4,Barcelona,217,['0820cb1c-de69-4d9a-bc00-ba6370326d14'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:31.120,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.5127,,,,,,,,,,,,,e06f1c4c-3878-425c-89fe-f1ada645da70,115,,,"[68.3, 1.1]",70296,1,,,,,2.2519228,,Left Foot,,,,"[60.6, 10.6]",,Ground Pass,,12.228655,,,Andrés Iniesta Luján,5216.0,,,,,,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,4,Barcelona,217,['fec680fe-eeac-49f2-9a14-562cc841ce22'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:33.202,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.5939,,,,,,,,,,,,,2479cd90-d3fe-4d50-8d33-4357cb6d1fde,118,,,"[62.3, 19.0]",70296,1,,,,,-0.6644445,,Right Foot,,,,"[82.6, 3.1]",,Ground Pass,,25.785654,,,Jordi Alba Ramos,5211.0,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,4,Barcelona,217,['760a8e1f-df8e-4261-be4e-83e808bd5687'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:37.943,Pass,,2012/2013
