50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,928469f5-4b56-4ac0-a737-d9b19843813f,1,,,,70296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 21}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 5}, {'player': {'id': 5211, 'name': 'Jordi Alba Ramos'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 18}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 3385, 'name': 'Alexis Alejandro Sánchez Sánchez'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 9}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,9c41fc7f-1f70-46b8-90e1-d783b65cd7eb,2,,,,70296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 3509, 'name': 'Thibaut Courtois'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6375, 'name': 'Juan Francisco Torres Belén'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5551, 'name': 'João Miranda de Souza Filho'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 23}, {'player': {'id': 5249, 'name': 'Diego Roberto Godín Leal'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 2}, {'player': {'id': 6320, 'name': 'Filipe Luís Kasmirski'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 3}, {'player': {'id': 6384, 'name': 'Gabriel Fernández Arenas'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 14}, {'player': {'id': 23488, 'name': 'Mario Suárez Mata'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 4}, {'player': {'id': 5199, 'name': 'Jorge Resurrección Merodio'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 6}, {'player': {'id': 11094, 'name': 'Arda Turan'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 10}, {'player': {'id': 5198, 'name': 'Diego da Silva Costa'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 19}, {'player': {'id': 3445, 'name': 'Radamel Falcao García Zárate'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,5fe81946-6026-4af8-b9f0-c103c2d9587a,3,,,,70296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['3e5de784-b449-4a26-a6ff-becfb6da2e6e'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,3e5de784-b449-4a26-a6ff-becfb6da2e6e,4,,,,70296,0,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5fe81946-6026-4af8-b9f0-c103c2d9587a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,74336e70-42f3-42a2-9054-f371dc6648a3,1940,,,,70296,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,85,Barcelona,217,['87fd43dc-23a2-4a63-9c01-5e6e5932d466'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,87fd43dc-23a2-4a63-9c01-5e6e5932d466,1941,,,,70296,45,,,,,,,,,,,,,,,,,,,,,,,,,2,Other,,,,85,Barcelona,217,['74336e70-42f3-42a2-9054-f371dc6648a3'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2012/2013
,,,,,,,,,,,,,,,,,,0.118864,,,,,,,,,,,,,6b651776-ad08-45aa-995c-6c7d3cc14c9e,5,,,"[60.0, 40.0]",70296,0,,,,,-1.3258177,,Right Foot,,,,"[60.4, 38.4]",,Ground Pass,,1.6492423,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,Kick Off,1,From Kick Off,Alexis Alejandro Sánchez Sánchez,3385.0,Left Wing,2,Barcelona,217,['2193f646-9228-44f7-95dc-48227f8560a3'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.642,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,1.485463,,,,,,,,,,,,,d327ecc7-17a5-407b-875b-66f60866541a,8,,,"[59.9, 37.9]",70296,0,,,,,2.9597986,,Right Foot,,,,"[46.3, 40.4]",,Ground Pass,,13.82787,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,2,Barcelona,217,['3bb83be5-4014-40e4-a4ef-ee12422e2a60'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:01.082,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.8298,,,,,,,,,,,,,59339770-0531-448d-bca9-e713ffc63c78,11,,,"[46.3, 40.4]",70296,0,,,,,1.2924967,,Right Foot,,,,"[48.5, 48.1]",,Ground Pass,,8.008121,,,Xavier Hernández Creus,20131.0,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['c407cd11-d048-48df-b0f1-f8db8dc8cd22'],2,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:02.665,Pass,,2012/2013
,,,,,,,,,,,,,,,,,,0.763855,,,,,,,,,,,,,2d4587b7-71b7-43dc-a376-9c0b6c71c61c,14,,,"[48.5, 48.1]",70296,0,,,,,-2.0464916,,Right Foot,,,,"[43.4, 38.2]",,Ground Pass,,11.136427,,,Sergio Busquets i Burgos,5203.0,,,,,,1,From Kick Off,Xavier Hernández Creus,20131.0,Right Center Midfield,2,Barcelona,217,['1af1eee1-a5b7-4f35-89f9-c4ab2dcd5d29'],3,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:03.574,Pass,,2012/2013
