bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_follows_dribble,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,3.1787,,,,,,,,,,,,,626878b8-4412-4bb2-9c68-7ffef65a1828,975,,,"[7.3, 43.3]",267561,24,,,,,0.25080383,,Drop Kick,,,"[79.9, 61.9]",,High Pass,,74.94478,,Incomplete,,Gaël Kakuta,3130.0,,,,,,,1,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,56,Rayo Vallecano,360,"['6dfe647b-80b2-412f-9944-5b78795564e7', 'a5ac3b65-a7ec-4ca1-b3de-b74e00e59e27']",46,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:46.620,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.976501,,,,,,,,,,,,,a5ac3b65-a7ec-4ca1-b3de-b74e00e59e27,977,,,"[41.1, 19.1]",267561,24,,,,,0.18468438,,Head,,,"[50.2, 20.8]",,Low Pass,,9.257429,,Incomplete,,Andrés Iniesta Luján,5216.0,,,,,,Recovery,1,Regular Play,Jérémy Mathieu,10609.0,Left Back,56,Rayo Vallecano,360,"['626878b8-4412-4bb2-9c68-7ffef65a1828', 'd0774941-4225-4445-9783-7e6caf0a7e75', 'f2d00492-e3d9-4a54-abc1-650da89b9800']",49,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:49.799,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.307728,,,,,,,,,,,,,722ad700-b3d6-4174-ae4f-93001a8650cf,982,,,"[82.6, 74.4]",267561,24,,,,,-1.9084185,,Right Foot,,,"[79.3, 65.0]",,Ground Pass,,9.962429,,,,Gaël Kakuta,3130.0,,,,,,,1,Regular Play,Alberto Bueno Calvo,6879.0,Center Attacking Midfield,56,Rayo Vallecano,360,"['6566862c-a2e4-4374-a5ad-87b0a43c1577', '73a556e8-4a70-47a6-a695-5684aae28243']",52,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:52.996,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.1983,,,,,,,,,,,,,8c046e0c-2545-4271-9c20-b6368651f3e2,985,,,"[83.4, 62.4]",267561,24,,,,,-0.9017533,,Left Foot,,,"[97.0, 45.2]",,Ground Pass,,21.927153,,,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Gaël Kakuta,3130.0,Left Wing,56,Rayo Vallecano,360,['bd0c48bc-cf89-48b8-bb9f-6108e02cf0eb'],55,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:24:55.425,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0705,,,,,,,,,,,,,97b9eed7-e159-4cce-95b8-21a1d83486e7,992,,,"[22.3, 36.6]",267561,24,,,,,-0.12090276,,Right Foot,,,"[33.0, 35.3]",,Ground Pass,,10.778683,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,57,Barcelona,217,['6891f86e-976c-45ad-9a29-5b384b6feb8f'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:58.050,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.23747,,,,,,,,,,,,,27937553-f9c3-4e14-9d27-9074ec5d66cb,995,,,"[33.6, 34.7]",267561,24,,,,,-1.2031012,,Right Foot,,,"[43.5, 9.0]",,Ground Pass,,27.540878,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,57,Barcelona,217,['68bc022c-62b6-4984-a130-c62b984a3280'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:59.935,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.735041,,,,,,,,,,,,,3e6e4f74-2291-44aa-996a-de19d022e4d3,998,,,"[50.7, 11.7]",267561,25,,,,,0.7756897,,Right Foot,,,"[76.7, 37.2]",,High Pass,,36.417717,,Incomplete,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,"['16c08850-892e-454e-bccd-98b3ce1f4423', '51316907-7c4f-49d1-b426-7622f27650ad']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:03.996,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7633,,,,,,,,,,,,,9092af9d-3f43-4c20-9be9-a928c5b7d1c4,1005,,,"[74.1, 5.2]",267561,25,,,,,1.3859392,,Right Foot,,,"[76.4, 17.5]",,Ground Pass,,12.513193,,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,['b4855ad7-e879-4a7e-b38c-b1edb86238f2'],14,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:14.238,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.502464,,,,,,,,,,,,,1988c409-ade7-4613-a824-89d6a9f78bf5,1013,,,"[30.2, 28.8]",267561,25,,,,,-0.11065722,,Right Foot,,,"[40.1, 27.7]",,Ground Pass,,9.960923,,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,57,Barcelona,217,['13e93f05-713b-4ad4-8065-d635be981ace'],21,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:21.982,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.2406,,,,,,,,,,,,,c8ef65d3-9e0c-4edb-a802-37f1fd03959e,1016,,,"[43.3, 27.8]",267561,25,,,,,0.24098668,,Right Foot,,,"[55.1, 30.7]",,Ground Pass,,12.151132,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,57,Barcelona,217,['983298d7-1f01-4c64-9f24-4c25e955eff2'],24,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:24.213,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0125,,,,,,,,,,,,,914ecfac-17e2-4dad-9056-d0f1b9040775,1019,,,"[56.7, 32.5]",267561,25,,,,,-1.0643613,,Right Foot,,,"[63.8, 19.7]",,Ground Pass,,14.637281,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,57,Barcelona,217,['59d02846-c554-4f3b-899a-401b2bbcc1a9'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:25.943,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.225103,,,,,,,,,,,,,cfe99a51-ac41-466b-9387-b84766d47b81,1022,,,"[63.8, 19.7]",267561,25,,,,,2.7626476,,Right Foot,,,"[41.7, 28.5]",,Ground Pass,,23.787601,,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,['0c14dcb4-163e-4a90-9106-38ead806341c'],27,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:27.075,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.118492,,,,,,,,,,,,,ac1c4edc-49e2-4f8b-af5a-ba859c14690b,1025,,,"[42.2, 32.1]",267561,25,,,,,1.8329998,,Right Foot,,,"[34.9, 59.3]",,Ground Pass,,28.162563,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,57,Barcelona,217,['1d55090e-2037-4a9f-b2ec-23354d6c9a9d'],30,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:30.310,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.879894,,,,,,,,,,,,,f7aa957c-adbc-48b8-ba5d-253105240dd4,1028,,,"[32.2, 59.1]",267561,25,,,,,-2.328124,,Right Foot,,,"[9.7, 35.3]",,Ground Pass,,32.751945,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,57,Barcelona,217,['8c6cef51-fd8e-4ff1-a517-e09faf12c406'],32,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:32.933,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.484399,,,,,,,,,,,,,a90a1165-0b7d-40f5-ac29-3511c171a2df,1032,,,"[12.8, 43.3]",267561,25,,,,,-1.1431442,,Right Foot,,,"[19.5, 28.6]",,Ground Pass,,16.154875,,,,Marc Bartra Aregall,7068.0,,,,,,,1,Regular Play,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,57,Barcelona,217,"['2446877d-6074-4ea5-ba96-c9e3af8e4834', '27cc4a90-72fb-45b2-a8a4-439963d843a6']",39,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:39.556,Pass,True,2014/2015
,,,,,,,,,,,,,,,,4.623961,,,,,,,,,,,,,88db2b16-370f-430a-a0f3-5d09dacdb2d1,1035,,,"[58.2, 24.0]",267561,25,,,,,0.09082089,,Right Foot,,,"[114.2, 29.1]",,Ground Pass,,56.231754,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,Regular Play,Marc Bartra Aregall,7068.0,Left Center Back,57,Barcelona,217,"['43c36b1e-6cad-4437-b4bc-663973f6d5e0', 'b94852d3-3dea-427d-806a-6c4496dae749']",46,,,,,,,,,,,,,,,,,,Barcelona,217,00:25:46.642,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.508237,,,,,,,,,,,,,f7dddb4b-f713-4636-870d-4fe4523539dc,1038,,,"[10.0, 48.9]",267561,25,,True,,,-0.020573229,,Right Foot,,,"[34.3, 48.4]",,Ground Pass,,24.305143,,,,Roberto Trashorras Gayoso,26848.0,,,,,,,1,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,58,Rayo Vallecano,360,['5ed27df2-4143-440f-8bc2-8bbf555c94ad'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:25:58.200,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.521631,,,,,,,,,,,,,3982c4e8-cf52-499c-a6a7-fc5cc1306efe,1041,,,"[36.8, 49.3]",267561,26,,,,,1.8964379,,Right Foot,,,"[31.6, 64.7]",,Ground Pass,,16.25423,,,,Abdoulaye Ba,11536.0,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,58,Rayo Vallecano,360,"['64f1c3f1-8047-453c-9d77-c7a8a65d28b7', 'de09e771-c30e-4c3a-8fb5-41cd915fcf8e']",0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:00.426,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.431389,,,,,,,,,,,,,e79c1c05-1fe5-49cf-afea-5836c8e03607,1044,,,"[31.6, 64.7]",267561,26,,,,,-2.4369898,,Right Foot,,,"[4.9, 42.0]",,Ground Pass,,35.0454,,,,Antonio Rodríguez Martínez,26070.0,,,,,,,1,Regular Play,Abdoulaye Ba,11536.0,Right Center Back,58,Rayo Vallecano,360,['51d2cd53-e62c-49b2-b162-c70d00665834'],1,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:01.982,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.265872,,,,,,,,,,,,,00ad99ba-f844-4b46-97e5-e7791ad9551c,1047,,,"[4.9, 42.0]",267561,26,,,,,-0.038076825,,Right Foot,,,"[67.9, 39.6]",,High Pass,,63.045696,,Incomplete,,,,,,,,,,1,Regular Play,Antonio Rodríguez Martínez,26070.0,Goalkeeper,58,Rayo Vallecano,360,['9df1c498-321c-481d-b148-4dff76914e5d'],3,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:03.840,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.048533,,,,,,,,,,,,,bcdf29bc-f3a4-4fd2-bb86-48a8cd096d46,1052,,,"[50.1, 54.9]",267561,26,,,,,1.5707964,,Right Foot,,,"[50.1, 67.2]",,Ground Pass,,12.3,,,,Roberto Román Triguero,6914.0,,,,,,,1,Regular Play,Roberto Trashorras Gayoso,26848.0,Left Center Midfield,58,Rayo Vallecano,360,['c79f7e67-7c3a-4f4e-921e-dbd96cb45d51'],9,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:09.789,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.460073,,,,,,,,,,,,,1eb87372-66bf-41d2-a6f9-adadaf0646a2,1056,,,"[51.3, 67.9]",267561,26,,,,,-0.18182589,,Right Foot,,,"[95.9, 59.7]",,Low Pass,,45.347546,,Unknown,,Leonardo Carrilho Baptistão,6761.0,,,,,,,1,Regular Play,Roberto Román Triguero,6914.0,Right Back,58,Rayo Vallecano,360,['958c355f-0ecf-4b8a-9d46-11775a393cb3'],11,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:11.980,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.1213,,,,,,,,,,,,,d1ceb827-46bb-4cfa-95ac-02115790537e,1060,,,"[25.6, 21.4]",267561,26,,,,,0.77081585,,Right Foot,,,"[74.3, 68.7]",,High Pass,,67.889465,,Incomplete,,,,,,True,,,Free Kick,1,From Free Kick,Marc Bartra Aregall,7068.0,Left Center Back,59,Barcelona,217,['4973c8e2-bf30-4a3a-95cb-52bec56a79f7'],44,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:44.476,Pass,,2014/2015
,,,,,,,,,,,,,,,,2.029132,,,,,,,,,,,,,4973c8e2-bf30-4a3a-95cb-52bec56a79f7,1062,,,"[46.7, 12.3]",267561,26,,,,True,-0.6937636,,,,,"[56.8, 3.9]",,Low Pass,,13.13659,,,,Luis Carlos Pereira Carneiro,10851.0,,,,,,Recovery,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,60,Rayo Vallecano,360,"['c4500d62-b592-44f7-ac6c-679b080cf2f0', 'd1ceb827-46bb-4cfa-95ac-02115790537e', 'f142aa8a-4512-44af-90a2-dcc9a67f5fe9']",47,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:47.597,Pass,True,2014/2015
,,,,,,,,,,,,,,,,1.6515,,,,,,,,,,,,,56c305f9-797e-4b44-8e65-73298595e735,1066,,,"[58.2, 3.7]",267561,26,,,,,0.07677189,,Left Foot,,,"[60.8, 3.9]",,Ground Pass,,2.607681,,Incomplete,,,,,,,,,,1,Regular Play,Luis Carlos Pereira Carneiro,10851.0,Right Wing,60,Rayo Vallecano,360,"['8d3925dd-cab0-4373-a482-a0af75fc9104', '9710fa54-5326-4797-bdc0-ba80e17ec013']",50,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:50.852,Pass,True,2014/2015
,,,,,,,,,,,,,,,,3.343941,,,,,,,,,,,,,8d3925dd-cab0-4373-a482-a0af75fc9104,1067,,,"[60.2, 77.1]",267561,26,,,,,-0.3525891,,Right Foot,,,"[106.4, 60.1]",,Low Pass,,49.228447,,Incomplete,,Munir El Haddadi Mohamed,6616.0,,,,,,Recovery,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,60,Rayo Vallecano,360,"['01412249-5b6c-4cd5-b5fa-a70479be47f0', '3685dad7-753f-417e-8991-b4959a3d8ffe', '56c305f9-797e-4b44-8e65-73298595e735']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:26:52.504,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.34598,,,,,,,,,,,,,06cde1d5-087b-4866-beee-be335724aa10,1071,,,"[13.2, 17.1]",267561,26,,,,,-0.71883,,Left Foot,,,"[19.6, 11.5]",,Ground Pass,,8.504117,,,,Emiliano Adrián Insúa Zapata,12626.0,,,,,,,1,Regular Play,Jorge García Morcillo,27396.0,Left Center Back,60,Rayo Vallecano,360,['80f5e075-1d08-486c-8ccd-0247e4645b54'],57,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:57.152,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.291031,,,,,,,,,,,,,54a0635d-cd34-419d-897c-2e6b9cd862d8,1073,,,"[19.6, 11.5]",267561,26,,,,,1.7793959,,Left Foot,,,"[16.7, 25.2]",,Ground Pass,,14.003571,,,,José Raúl Baena Urdiales,26607.0,,,,,,,1,Regular Play,Emiliano Adrián Insúa Zapata,12626.0,Left Back,60,Rayo Vallecano,360,['2d00e437-1cc2-4ff9-83e6-f435c62c6a2f'],58,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:26:58.498,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.814449,,,,,,,,,,,,,d0910408-391b-41a4-a6eb-2a171fd76ad6,1077,,,"[16.1, 26.5]",267561,27,,,,,-0.3437296,,Right Foot,,,"[87.9, 0.8]",,High Pass,,76.26093,,Out,,,,,,,,,,1,Regular Play,José Raúl Baena Urdiales,26607.0,Right Center Midfield,60,Rayo Vallecano,360,['0f289663-b739-4558-b496-ed4168d6e4c4'],0,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:00.196,Pass,True,2014/2015
,,,,,,,,,,,,,,,,2.778789,,,,,,,,,,,,,e44ce97e-283d-4e39-9463-fe33229a9a27,1078,,,"[39.0, 80.0]",267561,27,,,,,-2.485897,,,,,"[14.3, 61.0]",,Low Pass,,31.162317,,,,Claudio Andrés Bravo Muñoz,4691.0,,,,,,Throw-in,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['da44c46c-8949-4d5e-9f6b-612d73ae8dd1'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:08.164,Pass,,2014/2015
,,,,,,,,,,,,,,,,3.0071,,,,,,,,,,,,,7cc71147-7e0e-44a9-a90a-63e334aaf14b,1081,,,"[14.3, 61.0]",267561,27,,,,,0.14392544,,Right Foot,,,"[69.5, 69.0]",,High Pass,,55.7767,,Incomplete,,,,,,,,,,1,From Throw In,Claudio Andrés Bravo Muñoz,4691.0,Goalkeeper,61,Barcelona,217,['ec1ce89a-16c4-48b3-ab23-db87b5d91387'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:17.245,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.012,,,,,,,,,,,,,8d851938-15c9-43f7-a5d3-68affc1e2ad5,1085,,,"[56.8, 19.2]",267561,27,,,,,0.5473929,,Head,,,"[67.3, 25.6]",,High Pass,,12.296747,,Incomplete,,,,,,,,,Recovery,1,From Throw In,José Raúl Baena Urdiales,26607.0,Right Center Midfield,61,Barcelona,217,['9a28a1ea-fd9b-4622-9652-7604f3157e28'],20,,,,,,,,,,,,,,,,,,Rayo Vallecano,360,00:27:20.837,Pass,,2014/2015
,,,,,,,,,,,,,,,,0.7673,,,,,,,,,,,,,9a28a1ea-fd9b-4622-9652-7604f3157e28,1086,,,"[53.7, 55.4]",267561,27,,,,,0.95054686,,Head,,,"[57.7, 61.0]",,Low Pass,,6.8818603,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,"['8d851938-15c9-43f7-a5d3-68affc1e2ad5', 'c12f20b3-e1d1-41b4-9969-5c9a707a1354']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:21.849,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.175005,,,,,,,,,,,,,fddc0588-0af2-4210-a4fd-16e051853895,1101,,,"[17.0, 72.8]",267561,27,,,,,-1.1747149,,Right Foot,,,"[21.6, 61.8]",,Ground Pass,,11.923087,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,"['840403f9-2645-4b03-8aee-eee5eda7cb9d', 'da748570-77c1-4122-bdd5-4a4bb188857c']",30,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:30.437,Pass,True,2014/2015
,,,,,,,,,,,,,,,,0.661886,,,,,,,,,,,,,82d9a19e-c96f-445d-992b-9baa93cb1a45,1104,,,"[21.1, 60.1]",267561,27,,,,,1.896157,,Right Foot,,,"[18.3, 68.4]",,Ground Pass,,8.759566,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,['0b2155f9-ed9c-4b2f-9c9f-35b525a1b480'],33,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:33.722,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.446395,,,,,,,,,,,,,d82ba0be-2e07-411d-994e-b98371797126,1107,,,"[18.3, 68.4]",267561,27,,,,,0.0036100927,,Right Foot,,,"[46.0, 68.5]",,Low Pass,,27.70018,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['68103c21-10b0-44ab-954d-d4a4f24e8841'],35,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:35.447,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.169005,,,,,,,,,,,,,84c655da-7633-4a7c-b93b-53851e0339c5,1110,,,"[46.0, 68.5]",267561,27,,,,,-2.6590793,,Left Foot,,,"[37.6, 64.1]",,Ground Pass,,9.482615,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,61,Barcelona,217,['e4279ccd-1e2e-4067-a177-6339d684f313'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:37.265,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.486473,,,,,,,,,,,,,c82309ce-fba7-48af-909b-4e62515e7c2a,1113,,,"[37.6, 64.1]",267561,27,,,,,-2.0281744,,Right Foot,,,"[25.0, 38.5]",,Ground Pass,,28.532787,,,,Marc Bartra Aregall,7068.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Right Center Midfield,61,Barcelona,217,['fdc4f4e6-3b9d-4909-a388-197f8904dcd4'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:39.081,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.4392,,,,,,,,,,,,,f99592bf-eaab-4cb4-8dc7-2a7cd33d163a,1116,,,"[41.7, 31.2]",267561,27,,,,,-0.49287903,,Right Foot,,,"[75.4, 13.1]",,High Pass,,38.253105,,,,Jérémy Mathieu,10609.0,,,,,,,1,From Throw In,Marc Bartra Aregall,7068.0,Left Center Back,61,Barcelona,217,['e6a45077-1f34-4249-abb7-336cc65a8e82'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:43.839,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.4569,,,,,,,,,,,,,5fcd3abe-3ce8-4b4b-8429-484b05a7bee9,1118,,,"[75.4, 13.1]",267561,27,,,,,1.8313987,,Head,,,"[72.2, 25.1]",,Low Pass,,12.41934,,Incomplete,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Throw In,Jérémy Mathieu,10609.0,Left Back,61,Barcelona,217,"['88512ba0-eb42-4514-90f7-fa5fab7a79d3', 'f0f9c114-d76f-4491-8c5e-0be4f447a3c6']",45,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:45.318,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.524126,,,,,,,,,,,,,d8a25764-262a-49c0-965d-74a723ecb08a,1124,,,"[58.5, 13.1]",267561,27,,,,,1.9186572,,Right Foot,,,"[45.7, 48.4]",,Ground Pass,,37.549034,,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Andrés Iniesta Luján,5216.0,Left Center Midfield,61,Barcelona,217,['77a3a573-886b-491f-866e-8c8adae7ac52'],52,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:52.762,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.1877,,,,,,,,,,,,,5e69cad4-bb2f-41c0-917a-bd940edd2d94,1127,,,"[43.8, 57.4]",267561,27,,,,,-0.39852244,,Right Foot,,,"[62.8, 49.4]",,Ground Pass,,20.615528,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,61,Barcelona,217,['a2f1d6ea-156f-45b3-b0f6-7385d9b32b8b'],55,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:55.935,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.038249,,,,,,,,,,,,,8762d7d7-b936-4219-a62f-c8f869e6a3d3,1131,,,"[57.1, 48.4]",267561,27,,,,,-2.0928879,,Left Foot,,,"[52.9, 41.1]",,Ground Pass,,8.421995,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,61,Barcelona,217,['38d7a43f-8305-4692-8aee-43c2d7f1b08e'],58,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:58.219,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.0406,,,,,,,,,,,,,4d1524f5-a124-437f-969b-28afebd22f5d,1134,,,"[52.9, 40.8]",267561,27,,,,,-0.13131544,,Right Foot,,,"[58.2, 40.1]",,Ground Pass,,5.3460264,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,['47163859-76b8-4050-8d14-38a342042706'],59,,,,,,,,,,,,,,,,,,Barcelona,217,00:27:59.337,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.042,,,,,,,,,,,,,ef4a4cd3-74fe-47aa-aa33-2784d104d0f7,1138,,,"[65.0, 33.9]",267561,28,,,,,1.8962922,,Left Foot,,,"[62.3, 41.9]",,Ground Pass,,8.44334,,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Center Forward,61,Barcelona,217,['24709c5c-9c6f-4136-8efd-00232068b6ea'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:04.001,Pass,,2014/2015
,,,,,,,,,,,,,,,,1.021414,,,,,,,,,,,,,36366e26-b9b4-48fe-985a-2630fde453c0,1141,,,"[62.3, 41.9]",267561,28,,,,,1.2508874,,Right Foot,,,"[67.7, 58.2]",,Ground Pass,,17.171196,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,61,Barcelona,217,['72290523-cffe-49ba-9fea-da0cb0392355'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:28:05.944,Pass,,2014/2015
