ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,"[39.9, 48.7]",,,,,,,,,,,,0.17267,,,,,,,,,,,,,c0dba4be-a949-4498-a113-c75658addff6,486,,"[39.9, 48.7]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,29,Barcelona,217,"['14fc8ee1-6b9d-4629-b54e-58c834ce1817', 'a66244df-468f-487e-ba4c-7c69035f0a6e']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:20.536,Carry,,2008/2009
,,,"[83.2, 32.8]",,,,,,,,,,,,5.1715,,,,,,,,,,,,,e3de8f7a-6aa2-4e3e-aef1-8009aa4ec393,489,,"[56.5, 38.0]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,29,Barcelona,217,"['d284eb61-80f5-4863-966c-366d0fa1e2fc', 'e3abe0c1-1aa5-4553-80ff-ba4491fd3824']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:22.049,Carry,,2008/2009
,,,"[82.7, 45.6]",,,,,,,,,,,,3.7582,,,,,,,,,,,,,5a4e787d-ffff-4221-994a-e0970d3c20c6,493,,"[82.9, 47.0]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,29,Barcelona,217,"['a1cd814b-e803-4b1c-ab0a-e825e0487aab', 'c15e62b3-5f1e-42f3-b791-7b802ded759b', 'd7b5672c-02ee-4211-b94c-00d190155ac4']",28,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:28.317,Carry,True,2008/2009
,,,"[41.2, 37.3]",,,,,,,,,,,,0.900247,,,,,,,,,,,,,3ce8ea49-f27d-43d4-88c1-898edba51ef3,498,,"[41.2, 37.3]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Frédéric Oumar Kanouté,25960.0,Center Attacking Midfield,30,Sevilla,213,"['b3eee106-8335-499e-8748-ab2735294758', 'e376a868-1cb9-4d79-ab37-5492f927ba2d']",34,,,,,,,,,,,,,,,,,,Sevilla,213,00:11:34.777,Carry,,2008/2009
,,,"[56.3, 41.4]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,,b29c52a8-422a-444c-897b-66a9d6411caf,501,,"[56.3, 41.4]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Center Forward,30,Sevilla,213,"['babd50d7-d460-494e-a22f-b8d86e098cc4', 'e8b420a8-1909-44ca-8e6e-a05c9b3a7364']",36,,,,,,,,,,,,,,,,,,Sevilla,213,00:11:36.526,Carry,,2008/2009
,,,"[86.4, 50.3]",,,,,,,,,,,,3.006862,,,,,,,,,,,,,1917f646-ae1f-4e14-9cb1-6e548e48e4fd,506,,"[82.8, 44.5]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Luís Fabiano Clemente,25943.0,Center Forward,30,Sevilla,213,"['0d3c8557-df56-47b4-b15d-3d590c743ba8', '25989c83-649b-4e53-a6d3-07b27d8aba60']",39,,,,,,,,,,,,,,,,,,Sevilla,213,00:11:39.972,Carry,,2008/2009
,,,"[52.7, 34.9]",,,,,,,,,,,,3.146038,,,,,,,,,,,,,db8335ab-a169-427e-8a7f-723a3e287041,509,,"[34.6, 30.7]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,31,Barcelona,217,"['0a720618-85b5-4ded-b489-a62c457e09fc', 'bd8848c2-37f4-46e9-b5df-8fc8d2e34a73']",42,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:42.979,Carry,,2008/2009
,,,"[80.8, 17.8]",,,,,,,,,,,,4.9649,,,,,,,,,,,,,7138255d-27fd-40e4-8f48-531614a96150,512,,"[55.6, 42.7]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,31,Barcelona,217,"['0f6bb646-058a-4f3b-be0e-7620447ca356', '682f4898-5500-489b-8053-745051455854']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:47.151,Carry,,2008/2009
,,,"[100.2, 8.8]",,,,,,,,,,,,4.1923,,,,,,,,,,,,,0314a0ec-a55e-4d3b-9dd6-da679c8127a3,515,,"[90.9, 4.0]",69171,11,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,31,Barcelona,217,"['324dcd37-a780-4258-a803-2cf702f227c2', 'ac69c1e3-5910-43fe-a2be-56d30c501067']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:11:54.287,Carry,,2008/2009
,,,"[99.1, 28.9]",,,,,,,,,,,,0.3127,,,,,,,,,,,,,fe1e5af4-5315-4d0b-8eb6-2c5c6e4bbd6b,518,,"[95.1, 21.8]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,31,Barcelona,217,"['38aac1a7-1fb5-402f-841d-549108a59237', 'c12a26bf-cc18-4faf-91e4-6befe09d5a0d']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:00.075,Carry,,2008/2009
,,,"[20.4, 41.1]",,,,,,,,,,,,0.04,,,,,,,,,,,,,e0e8cf6e-e3a9-4de1-bade-f2530a34d810,525,,"[20.6, 40.7]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Federico Julián Fazio,6349.0,Right Defensive Midfield,32,Sevilla,213,"['5557e969-0a43-4b94-bcbd-66683f10a45a', 'd652ae91-696e-4f52-a1ef-537d4cd3a875', 'f6df6411-91a3-4a18-a8c8-d87185203ed9']",3,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:03.147,Carry,True,2008/2009
,,,"[47.5, 6.7]",,,,,,,,,,,,1.1855,,,,,,,,,,,,,8a607dc7-f626-4cb5-ac93-6055990d7008,530,,"[41.0, 8.1]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Wing,32,Sevilla,213,"['1b6641a0-1a11-4546-85a0-9e34ebd6a657', '4c807702-acd9-46bc-97a6-47ac066ad3d8', '6260a225-b3f7-4105-842f-52be9201700e']",8,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:08.226,Carry,True,2008/2009
,,,"[67.5, 11.4]",,,,,,,,,,,,5.4903,,,,,,,,,,,,,f85dbe14-8f2e-44f8-bfa4-2efe39cc903f,533,,"[47.5, 6.7]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Adriano Correia Claro,22102.0,Left Wing,32,Sevilla,213,"['4c807702-acd9-46bc-97a6-47ac066ad3d8', '6260a225-b3f7-4105-842f-52be9201700e', 'd56ee921-eacb-45a4-b24b-c2717092cf11']",9,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:09.411,Carry,True,2008/2009
,,,"[86.8, 67.1]",,,,,,,,,,,,3.611171,,,,,,,,,,,,,61927b2b-266a-44a0-a03f-95d68d93a810,536,,"[77.4, 73.1]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Tom De Mul,26483.0,Right Wing,32,Sevilla,213,"['b75bc899-f597-4b3c-970f-cb727eec9801', 'bde798e1-f5c2-4cf6-b718-fb0f8213d43b']",18,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:18.092,Carry,,2008/2009
,,,"[29.8, 19.9]",,,,,,,,,,,,1.1282,,,,,,,,,,,,,b4f542a8-6673-4a58-a0ea-96855584462e,540,,"[23.7, 21.0]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Left Center Back,33,Barcelona,217,"['33f37ba9-50ab-49a3-9ff9-5bd0c9d6ca88', 'b162fb87-3bf6-400a-9776-8727e8703eab']",22,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:22.482,Carry,,2008/2009
,,,"[43.4, 32.5]",,,,,,,,,,,,4.273073,,,,,,,,,,,,,8cd71883-e17d-4e4f-8f3c-90605dfdc294,545,,"[26.9, 26.5]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,33,Barcelona,217,"['7d82b342-4952-45d7-a24d-c9c7222838f2', '8584e561-4314-4f17-9591-92f710d113cf']",25,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:25.862,Carry,,2008/2009
,,,"[78.3, 20.6]",,,,,,,,,,,,3.031124,,,,,,,,,,,,,2d71e044-b1c6-4e5d-b089-d63baccf6d6f,548,,"[57.7, 26.5]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,33,Barcelona,217,"['22ba2ff9-1365-4362-9fd7-f7edeab31662', '633307aa-e705-478e-902f-1df3e1f8effb']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:31.020,Carry,,2008/2009
,,,"[100.7, 26.6]",,,,,,,,,,,,4.78436,,,,,,,,,,,,,50b2540c-339d-4707-9f7c-8c6b3784a9d1,551,,"[100.4, 14.5]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,33,Barcelona,217,"['3dc8a565-10c5-4a6c-bc7c-167b97095f0b', '9d96ff59-eddd-427a-9d3b-65dee3083f45']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:12:35.431,Carry,,2008/2009
,,,"[44.7, 51.0]",,,,,,,,,,,,1.7157,,,,,,,,,,,,,bb2f0b5f-bec4-4fc6-b4a0-23d7e3642103,558,,"[41.4, 53.5]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,34,Sevilla,213,"['3093b79f-27ec-4e4e-8b11-289aa823a2dd', 'b421dcbd-f629-43b6-ab3f-b74a67894529', 'e3913077-e38a-4453-b8f7-b8b5121f56e2']",56,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:56.837,Carry,True,2008/2009
,,,"[33.9, 35.4]",,,,,,,,,,,,1.589472,,,,,,,,,,,,,248a3749-969b-4d6c-bd5f-7eb3ffaba92c,562,,"[33.9, 37.3]",69171,12,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Julien Escudé,26018.0,Left Center Back,34,Sevilla,213,"['553001a3-a7df-4bbc-a560-74e1a0dd1b58', '90e8fc1b-887f-4c67-a3a2-2393ca73d4fc', '9986b404-7021-4b34-be3c-ed4f46e73785']",59,,,,,,,,,,,,,,,,,,Sevilla,213,00:12:59.562,Carry,True,2008/2009
,,,"[41.8, 8.3]",,,,,,,,,,,,1.6905,,,,,,,,,,,,,11e7c102-d5c3-4ae8-b06d-590fa28b85fa,566,,"[38.7, 8.5]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Fernando Navarro i Corbacho,6913.0,Left Back,34,Sevilla,213,"['03b8b831-7314-41c2-80b9-151414911bb2', '4e3b5320-c77f-4c2e-8342-7f8e58b148c3', 'c9af4a42-6afd-4f29-a0a4-be44e0df6038']",2,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:02.695,Carry,True,2008/2009
,,,"[62.7, 10.2]",,,,,,,,,,,,2.2939,,,,,,,,,,,,,0a2609f8-3b09-4dcf-8e1c-f466e9bf6787,570,,"[62.0, 14.5]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Adriano Correia Claro,22102.0,Left Wing,34,Sevilla,213,"['07ec3df3-874f-4688-b05c-df1c2055e769', 'b24f3144-8597-4f0d-9244-b1bbb29f1a27', 'c49137f9-cb79-4c18-a164-455917898a82']",5,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:05.685,Carry,True,2008/2009
,,,"[50.0, 20.5]",,,,,,,,,,,,1.2417,,,,,,,,,,,,,d5cdd742-ee94-4dbc-8fdb-935d345205c3,574,,"[48.6, 19.5]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Enzo Maresca,25954.0,Left Defensive Midfield,34,Sevilla,213,"['07ec3df3-874f-4688-b05c-df1c2055e769', '38b9b894-0cf3-4eb3-ab50-44f32fc56ad6', 'b5e66b8b-5f49-4ed4-b4fb-4ca73e8af306']",8,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:08.934,Carry,True,2008/2009
,,,"[105.9, 67.3]",,,,,,,,,,,,3.26909,,,,,,,,,,,,,d4cb22f2-8391-4653-b87e-6e5dead9f254,577,,"[93.5, 77.6]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Tom De Mul,26483.0,Right Wing,34,Sevilla,213,"['134e3ca9-550f-40e8-a11a-42797576bfdd', '1e8a131c-c001-46b1-ad8d-78624b47ee99', '487f9d2a-3247-4c64-b856-52463ae7988b']",14,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:14.572,Carry,True,2008/2009
,,,"[111.2, 68.4]",,,,,,,,,,,,1.1021,,,,,,,,,,,,,ed77bec0-2805-4d35-a102-7a9efc9244a7,580,,"[105.9, 67.3]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Tom De Mul,26483.0,Right Wing,34,Sevilla,213,"['134e3ca9-550f-40e8-a11a-42797576bfdd', '1e8a131c-c001-46b1-ad8d-78624b47ee99', 'd07c7eb2-483a-4d87-8c7f-baab2c72bfca']",17,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:17.841,Carry,True,2008/2009
,,,"[10.7, 74.8]",,,,,,,,,,,,4.943386,,,,,,,,,,,,,045a2f50-fc83-42b1-b039-2a081a412ede,584,,"[9.0, 52.5]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Daniel Alves da Silva,4324.0,Right Back,34,Sevilla,213,"['09a5a754-9bbf-4c28-a309-dac1e5e6496e', 'cdb02065-f93a-4497-99a7-b4bb8bf4b4fe']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:13:20.960,Carry,,2008/2009
,,,"[87.7, 36.0]",,,,,,,,,,,,1.6333,,,,,,,,,,,,,98c9dca3-0932-42db-b46d-da899de5d365,588,,"[82.4, 36.7]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,34,Sevilla,213,"['3d4c5568-c2b6-4ee9-b67b-6b9b49058d37', '5069f591-46ca-4e30-885c-ad602802ab04', 'dfa99c1f-0a64-484c-91ff-f8591c66af03']",28,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:28.127,Carry,True,2008/2009
,,,"[92.7, 33.8]",,,,,,,,,,,,0.988,,,,,,,,,,,,,c689d268-88c8-4864-a502-4bc059725eb8,591,,"[87.7, 36.0]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,34,Sevilla,213,"['219bf7f9-2792-45bb-937b-ee07369ce4cd', '459009e6-e270-47ea-b81d-46a53984cc2f', '5069f591-46ca-4e30-885c-ad602802ab04', 'dfa99c1f-0a64-484c-91ff-f8591c66af03']",29,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:29.761,Carry,True,2008/2009
,,,"[92.9, 33.8]",,,,,,,,,,,,0.8385,,,,,,,,,,,,,fc9ad17c-1eb6-453c-9acb-13b11817b8dd,594,,"[92.7, 33.8]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,34,Sevilla,213,"['219bf7f9-2792-45bb-937b-ee07369ce4cd', '459009e6-e270-47ea-b81d-46a53984cc2f', '8b3262a3-b2bf-4fff-9307-352392e4612a', 'e14c17f5-d1c0-45a1-907a-f28f58af7948']",30,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:30.749,Carry,True,2008/2009
,,,"[91.9, 33.1]",,,,,,,,,,,,1.0483,,,,,,,,,,,,,6c0509da-9c5b-4c03-b6b3-cd433baa9ea1,597,,"[92.9, 33.8]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Federico Julián Fazio,6349.0,Right Defensive Midfield,34,Sevilla,213,"['8b3262a3-b2bf-4fff-9307-352392e4612a', '8c24118f-026b-4e60-99b8-533c7b66179c', 'e14c17f5-d1c0-45a1-907a-f28f58af7948']",31,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:31.587,Carry,True,2008/2009
,,,"[94.6, 36.8]",,,,,,,,,,,,0.396918,,,,,,,,,,,,,77dde7d7-326b-4219-91b5-2ab4755f7155,600,,"[95.8, 37.1]",69171,13,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Luís Fabiano Clemente,25943.0,Center Forward,34,Sevilla,213,"['293fb392-3bf8-4e64-a581-e5fb309fdd5d', '53849d28-d3e3-419f-a070-7ac654a684f0', '6a01b156-1e14-486e-8b79-dfd7bf1fb3a8']",33,,,,,,,,,,,,,,,,,,Sevilla,213,00:13:33.636,Carry,True,2008/2009
,,,"[75.2, 13.5]",,,,,,,,,,,,1.832,,,,,,,,,,,,,6f5f7dd7-8ace-4df0-8715-53bae0544429,610,,"[75.2, 22.3]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Samuel Eto''o Fils,19298.0,Center Forward,36,Barcelona,217,"['116c9cfa-10fd-4068-82ea-da4183f1cd43', 'ec308170-ee2f-4892-9df0-611349a8f331']",0,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:00.548,Carry,,2008/2009
,,,"[70.1, 19.7]",,,,,,,,,,,,0.848603,,,,,,,,,,,,,81f7b433-fc39-4402-a99d-cc12094712dd,613,,"[70.8, 20.5]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Seydou Kéita,20169.0,Left Center Midfield,36,Barcelona,217,"['14ffe879-a587-487c-a926-e4fb081b99bd', 'b7ae43c6-6100-49c3-81ea-67fad7f8353a']",3,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:03.228,Carry,,2008/2009
,,,"[66.1, 35.9]",,,,,,,,,,,,0.377225,,,,,,,,,,,,,904d0841-715f-4462-9338-b546a0041436,616,,"[66.1, 35.9]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gnégnéri Yaya Touré,3087.0,Center Defensive Midfield,36,Barcelona,217,"['2ca4bd56-4a33-4e58-81ee-6afd2273300a', '5c7d2d20-b243-4346-bebb-425a2927bef8']",5,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:05.354,Carry,,2008/2009
,,,"[70.3, 49.5]",,,,,,,,,,,,3.4695,,,,,,,,,,,,,d7d76eaa-5b61-41ac-ada4-91a20da99602,620,,"[75.5, 46.4]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Xavier Hernández Creus,20131.0,Right Center Midfield,36,Barcelona,217,"['576d2f2f-43bb-4f02-ace7-da5bdc832624', 'ab156238-9652-43fe-a1fc-5eee54db4216', 'c86e7172-df03-44dd-bf9a-1f176bcaa223']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:06.632,Carry,True,2008/2009
,,,"[63.9, 60.3]",,,,,,,,,,,,1.3412,,,,,,,,,,,,,1df588c6-5c2b-48f0-bfcc-f3f20298efd9,626,,"[55.8, 59.9]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Keeper,Gerard Piqué Bernabéu,5213.0,Right Center Back,36,Barcelona,217,"['08384801-e912-4d93-b8c6-7ea84f1823da', '75570ead-83e5-4a60-a2af-64d2501fd0e0']",12,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:12.687,Carry,,2008/2009
,,,"[56.5, 79.3]",,,,,,,,,,,,2.49223,,,,,,,,,,,,,8abee7c1-1265-4c0f-86b2-3226f94ee3aa,636,,"[44.8, 76.4]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Tom De Mul,26483.0,Right Wing,37,Sevilla,213,"['35601542-a5ab-46cf-b152-f9f3cd8ed108', '695b192e-fed4-40ca-b8ed-2c9e131faa9d']",37,,,,,,,,,,,,,,,,,,Sevilla,213,00:14:37.725,Carry,,2008/2009
,,,"[42.0, 14.3]",,,,,,,,,,,,1.802012,,,,,,,,,,,,,cdeea644-4857-40e5-9171-98740717f54d,640,,"[41.5, 12.5]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Left Center Back,38,Barcelona,217,"['38d930f1-333c-482b-8ebc-90bd50b34ced', 'fa5d5fc2-150f-4326-9268-fddb29db4ab5']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:47.214,Carry,,2008/2009
,,,"[51.0, 47.0]",,,,,,,,,,,,1.975186,,,,,,,,,,,,,3e825c09-7e7c-4c11-bd25-7486a5ffb390,643,,"[46.6, 46.8]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,38,Barcelona,217,"['828fab8a-f0f6-4415-8e1e-d137a342f1fc', 'f1a22722-c560-4be1-aabc-83559afeb0d9']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:50.952,Carry,,2008/2009
,,,"[53.1, 46.8]",,,,,,,,,,,,3.6462,,,,,,,,,,,,,31badce4-e67f-45ad-b7e2-3975565a8234,648,,"[49.1, 48.1]",69171,14,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,38,Barcelona,217,"['b0374d25-38ac-4b09-9253-35230a612f99', 'b846e840-af33-47df-95a5-fbe4bf0643b5']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:14:56.266,Carry,,2008/2009
,,,"[44.3, 26.5]",,,,,,,,,,,,3.0768,,,,,,,,,,,,,21e27e00-df4d-4ea5-9366-351866268827,651,,"[44.3, 26.5]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Left Center Back,38,Barcelona,217,"['0a06ffe6-2a03-4383-84a5-2b04179e56ac', 'bc4560ea-bd70-4dcf-a638-576e817e0a33']",1,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:01.486,Carry,,2008/2009
,,,"[50.2, 56.3]",,,,,,,,,,,,1.565532,,,,,,,,,,,,,696b52ab-4a18-444a-b0ed-2912dde890af,654,,"[44.3, 52.7]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,38,Barcelona,217,"['99e97456-cf56-4c1a-b34f-81fc2bb72b51', 'b20f51f9-56a5-4e8a-b865-5501e168c9d3']",6,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:06.525,Carry,,2008/2009
,,,"[75.3, 5.7]",,,,,,,,,,,,1.8024,,,,,,,,,,,,,2831fc7e-3d4d-434d-b8f4-df5aeb336f43,659,,"[75.1, 5.9]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Back,38,Barcelona,217,"['3ce52ee0-3c26-42b0-be44-d504796be3ef', '945991cc-8309-4b3e-996c-22d9adbf04a1']",13,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:13.397,Carry,,2008/2009
,,,"[86.1, 7.5]",,,,,,,,,,,,2.73805,,,,,,,,,,,,,2e0562d7-c655-44d8-9d37-3db0dec1e265,662,,"[86.7, 3.1]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Thierry Henry,15516.0,Left Wing,38,Barcelona,217,"['d597ff35-0759-4140-bcb1-ef7508fa224a', 'f9b30e07-22d1-47d2-82e3-7eec145a9ec6']",16,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:16.567,Carry,,2008/2009
,,,"[79.6, 16.4]",,,,,,,,,,,,0.0382,,,,,,,,,,,,,548930b2-2569-421e-9ecd-271b18a4b749,665,,"[79.6, 16.4]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Carles Puyol i Saforcada,20125.0,Left Back,38,Barcelona,217,"['4153140f-0967-43ff-8b58-cb5f7132d528', '425ea612-e0dd-4ddd-a5cf-41743c38072e']",20,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:20.640,Carry,,2008/2009
,,,"[42.7, 19.0]",,,,,,,,,,,,0.040000003,,,,,,,,,,,,,afab20e9-eb2a-47f8-bd99-0901f22668f5,675,,"[42.5, 17.2]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Goal Kick,Enzo Maresca,25954.0,Left Defensive Midfield,39,Sevilla,213,"['7ebaa23d-5e04-4d73-92bc-447a0bd466ac', '892550bf-d111-4c4c-b287-f432b0f06b70', 'd9d38964-964f-4e82-b75b-6173044837d7']",37,,,,,,,,,,,,,,,,,,Sevilla,213,00:15:37.405,Carry,True,2008/2009
,,,"[86.7, 65.5]",,,,,,,,,,,,1.008662,,,,,,,,,,,,,1d7afba1-9aaf-4765-ae85-048f08b2fb81,679,,"[86.7, 65.5]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,40,Barcelona,217,"['a563bbb5-dc5c-4456-9f4a-19b65dd31c6d', 'acebe7f6-ec0d-4260-bfc5-a771506adba8']",47,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:47.312,Carry,,2008/2009
,,,"[106.9, 67.9]",,,,,,,,,,,,0.08,,,,,,,,,,,,,27763297-76ec-4bb8-888c-dc198e52b27c,687,,"[106.9, 67.9]",69171,15,,,,,,,,,,,,,,,,,,,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,41,Barcelona,217,"['9777fc58-b171-4ed2-8797-3623b260134a', 'eebc7588-31f6-4b2e-aa3f-9573eb656470']",59,,,,,,,,,,,,,,,,,,Barcelona,217,00:15:59.068,Carry,,2008/2009
