bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,fe92709e-cd4c-45a8-87fa-95c620c0333b,1,,,69320,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 26005, 'name': 'José Manuel Pinto Colorado'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 6593, 'name': 'Martín Montoya Torralbo'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 35}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 5506, 'name': 'Javier Alejandro Mascherano'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 22102, 'name': 'Adriano Correia Claro'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 21}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 16}, {'player': {'id': 5208, 'name': 'Thiago Alcântara do Nascimento'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 11}, {'player': {'id': 20169, 'name': 'Seydou Kéita'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 15}, {'player': {'id': 3958, 'name': 'Pedro Eliezer Rodríguez Ledesma'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 17}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 10}]}",Barcelona,217,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,303eb250-e685-49b1-99f5-7cbf394e6342,2,,,69320,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 4231, 'lineup': [{'player': {'id': 24040, 'name': 'Cristian Darío Álvarez'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 25}, {'player': {'id': 24744, 'name': 'Juan Daniel Forlín'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 18}, {'player': {'id': 26667, 'name': 'Raúl Rodríguez Navarro'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 5573, 'name': 'Héctor Alfredo Moreno Herrera'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 6886, 'name': 'Dídac Vilá Rosselló'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 6758, 'name': 'Víctor Sánchez Mata'}, 'position': {'id': 9, 'name': 'Right Defensive Midfield'}, 'jersey_number': 19}, {'player': {'id': 26607, 'name': 'José Raúl Baena Urdiales'}, 'position': {'id': 11, 'name': 'Left Defensive Midfield'}, 'jersey_number': 7}, {'player': {'id': 6791, 'name': 'Javier López Rodríguez'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 16}, {'player': {'id': 26211, 'name': 'Joan Verdú Fernández'}, 'position': {'id': 19, 'name': 'Center Attacking Midfield'}, 'jersey_number': 10}, {'player': {'id': 10922, 'name': 'Vladimír Weiss'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 17}, {'player': {'id': 24035, 'name': 'Álvaro Vázquez García'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 8}]}",Espanyol,214,00:00:00.000,Starting XI,,2011/2012
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5df0c69f-6040-4732-a2f7-984de9c39ef9,3,,,69320,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5970c808-9353-412e-9950-37876bc3e89f'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,5970c808-9353-412e-9950-37876bc3e89f,4,,,69320,0,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['5df0c69f-6040-4732-a2f7-984de9c39ef9'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,097372c5-c122-412c-a330-64d715f55135,1882,,,69320,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Barcelona,217,['3f24a91b-5181-476c-b115-0563fd972fec'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,3f24a91b-5181-476c-b115-0563fd972fec,1883,,,69320,45,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,,,,108,Barcelona,217,['097372c5-c122-412c-a330-64d715f55135'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2011/2012
,,,,,,,,,,,,,,,,1.250197,,,,,,,,,,,,,,3422f958-1fad-4459-9a17-ec83fbf565ac,5,,"[61.0, 41.0]",69320,0,,True,,,-1.3521274,,Right Foot,,"[61.4, 39.2]",,Ground Pass,,1.8439089,,,,Joan Verdú Fernández,26211.0,,,,,Kick Off,1,From Kick Off,Álvaro Vázquez García,24035.0,Center Forward,2,Espanyol,214,['1514dca0-62da-4422-9757-53abbc08bd78'],0,,,,,,,,,,,,,,,,,Espanyol,214,00:00:00.009,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.213952,,,,,,,,,,,,,,f61febd0-91e5-4ebe-8854-09859c2f9734,7,,"[60.7, 39.2]",69320,0,,,,,1.8600674,,Right Foot,,"[55.7, 56.0]",,Ground Pass,,17.528263,,,,Javier López Rodríguez,6791.0,,,,,,1,From Kick Off,Joan Verdú Fernández,26211.0,Center Attacking Midfield,2,Espanyol,214,['32491ad9-beb4-4143-aca6-e14559ef6fb4'],2,,,,,,,,,,,,,,,,,Espanyol,214,00:00:02.584,Pass,,2011/2012
,,,,,,,,,,,,,,,,1.847994,,,,,,,,,,,,,,742f6545-c098-4dbd-a223-547c0dcf6930,10,,"[55.7, 56.6]",69320,0,,,,,-2.6337562,,Right Foot,,"[32.7, 43.8]",,Ground Pass,,26.321854,,,,Raúl Rodríguez Navarro,26667.0,,,,,,1,From Kick Off,Javier López Rodríguez,6791.0,Right Wing,2,Espanyol,214,['b663ebdd-6d0d-43ca-9337-c35c97a50747'],4,,,,,,,,,,,,,,,,,Espanyol,214,00:00:04.245,Pass,,2011/2012
,,,,,,,,,,,,,,,,2.086805,,,,,,,,,,,,,,dfc514f3-a647-49e8-9fb3-1e4afa3ade7a,13,,"[35.9, 40.6]",69320,0,,,,,-1.8754412,,Right Foot,,"[29.8, 21.2]",,Ground Pass,,20.33642,,,,Héctor Alfredo Moreno Herrera,5573.0,,,,,,1,From Kick Off,Raúl Rodríguez Navarro,26667.0,Right Center Back,2,Espanyol,214,['9812dcde-4ed7-4cf6-b831-94e6f6025447'],7,,,,,,,,,,,,,,,,,Espanyol,214,00:00:07.082,Pass,,2011/2012
