50_50,ball_receipt_outcome,ball_recovery_offensive,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_no_touch,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_offensive,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_off_target,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_saved_off_target,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.864545,,,,,,,,,,,,,,5aa71a54-676a-42bf-8619-274978ba8093,2793,,"[42.6, 46.1]",267101,67,True,,,0.44228333,,Right Foot,,,,"[89.9, 68.5]",,High Pass,,52.335934,Incomplete,,,,,,,,,2,From Kick Off,Fausto Antonio Tienza Nuñez,23821.0,Center Defensive Midfield,120,Osasuna,422,['9da71ffa-903f-4567-abe2-4e905bfd6e61'],34,,,,,,,,,,,,,,,,,,Osasuna,422,00:22:34.393,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.0124,,,,,,,,,,,,,,9da71ffa-903f-4567-abe2-4e905bfd6e61,2794,,"[30.2, 11.6]",267101,67,,,,0.0,,Left Foot,,,,"[42.0, 11.6]",,Low Pass,,11.8,,,Lucas Digne,6849.0,,,,,Recovery,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,121,Barcelona,217,"['5aa71a54-676a-42bf-8619-274978ba8093', 'a9777b3d-5675-484b-bb92-db9094b0d584']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:35.257,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.988925,,,,,,,,,,,,,,b5401efe-1e0f-4248-b630-f4c00761f5dc,2797,,"[42.1, 11.9]",267101,67,,,,1.7404048,,Left Foot,,,,"[36.5, 44.6]",,High Pass,,33.176044,,,Javier Alejandro Mascherano,5506.0,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Center Back,121,Barcelona,217,['fdbb5670-0d66-4d1f-b11d-26cb2b9ddc57'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:37.310,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.458418,,,,,,,,,,,,,,2cb710f9-4ebc-4faa-9245-eb691824c3df,2800,,"[35.7, 45.8]",267101,67,,,,-2.0039966,,Right Foot,,,,"[28.3, 29.8]",,Ground Pass,,17.628386,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Javier Alejandro Mascherano,5506.0,Right Center Back,121,Barcelona,217,['7dc04add-743b-48ce-9c53-a531f93b7c41'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:41.072,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.126558,,,,,,,,,,,,,,c50cf87d-2aa9-4ad4-a39d-f0b9076f2da1,2803,,"[35.1, 36.6]",267101,67,,,,-0.33725318,,Right Foot,,,,"[50.5, 31.2]",,Ground Pass,,16.319313,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,121,Barcelona,217,['a4f9af0a-afec-4fc4-9676-8a7e3cef8fa1'],47,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:47.341,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.193619,,,,,,,,,,,,,,c35978cf-46be-442f-b965-0861592ba2cd,2806,,"[50.3, 31.4]",267101,67,,,,-0.8695364,,Right Foot,,,,"[73.1, 4.4]",,Low Pass,,35.338932,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,121,Barcelona,217,['bf820985-e699-4caf-a281-0a75d87c6d91'],50,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:50.009,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.43395,,,,,,,,,,,,,,9036ca7c-ff68-4b2f-b47e-61600ee61134,2810,,"[70.6, 3.6]",267101,67,,,,0.25168997,,Right Foot,,,,"[84.6, 7.2]",,Low Pass,,14.455449,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing Back,121,Barcelona,217,"['9089fabe-5dbf-478e-a307-6be87791587f', 'c89dc690-8b86-4eb6-b339-1094e0e6c4c9']",52,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:52.595,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.04933,,,,,,,,,,,,,,d3ac1805-1aa6-4a2d-802a-c3c3078e2853,2812,,"[85.6, 7.2]",267101,67,,,,-2.8928826,,Head,,,,"[79.3, 5.6]",,High Pass,,6.5,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,121,Barcelona,217,"['70167ab7-5e08-4ce4-b0ca-edaaea27a857', 'bab48785-6ba1-46c6-bcc9-367975ba03f3']",54,,,,,,,,,,,,,,,,,,Barcelona,217,00:22:54.069,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.6378,,,,,,,,,,,,,,2235a41a-c75e-44d6-bafe-7f6e13859f81,2816,,"[39.6, 76.3]",267101,67,,,,-1.1948354,,Right Foot,,,,"[42.6, 68.7]",,Low Pass,,8.170679,,,Francisco Mérida Pérez,23931.0,,,,,,2,Regular Play,Jaime Romero Gómez,23995.0,Right Midfield,122,Osasuna,422,['6b413eac-8da5-4b4f-988c-d009e4de9f58'],56,,,,,,,,,,,,,,,,,,Osasuna,422,00:22:56.069,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.514667,,,,,,,,,,,,,,29d581ee-79d2-4fc2-a503-d9e2e2de62c3,2820,,"[41.8, 67.9]",267101,67,,,,0.5476883,,Left Foot,,,,"[55.9, 76.5]",,Ground Pass,,16.51575,,,Aitor Buñuel Redrado,27563.0,,,,,,2,Regular Play,Francisco Mérida Pérez,23931.0,Right Center Midfield,122,Osasuna,422,"['608cb4fd-bcc0-4405-98e7-22217fa86125', 'd581f056-e077-443f-8101-79e4fc1cabcd']",56,,,,,,,,,,,,,,,,,,Osasuna,422,00:22:56.787,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.4356,,,,,,,,,,,,,,1f697c19-bb22-4ee2-a5be-909decfc07ba,2824,,"[55.2, 75.9]",267101,67,,,,-1.132127,,Right Foot,,,,"[84.1, 14.3]",,Low Pass,,68.04241,,,Roberto Torres Morales,23947.0,,True,,,,2,Regular Play,Aitor Buñuel Redrado,27563.0,Right Back,122,Osasuna,422,['0c5a0a46-bd99-4267-8364-d83387685cd1'],59,,,,,,,,,,,,,,,,,,Osasuna,422,00:22:59.428,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.854565,,,,,,,,,,,,,,76739f4e-f080-4e47-a011-5ced9d03d7b7,2828,,"[97.2, 7.5]",267101,68,,,,-3.1031501,,Right Foot,,,,"[76.4, 6.7]",,Ground Pass,,20.815378,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,2,Regular Play,Roberto Torres Morales,23947.0,Left Midfield,122,Osasuna,422,"['1cd26af2-71e9-4f0f-a630-cfd53a05f302', '2e7e92d7-884d-415f-b8bc-34f4f9ac503d']",5,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:05.225,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.170714,,,,,,,,,,,,,,1acd558e-e59d-41c6-b43b-103717996f23,2831,,"[76.4, 6.7]",267101,68,,,,1.1071488,,Left Foot,,,,"[80.0, 13.9]",,Ground Pass,,8.049845,,,Miguel Ángel De las Cuevas Barberá,23991.0,,,,,,2,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,122,Osasuna,422,['15754649-b442-4a08-8dc8-f9a95b537411'],7,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:07.120,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.52354,,,,,,,,,,,,,,01eb744d-8bc0-445e-8b24-5be0b629160a,2834,,"[80.0, 13.9]",267101,68,,,,-1.1347915,,Right Foot,,,,"[84.1, 5.1]",,Ground Pass,,9.708244,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Left Center Midfield,122,Osasuna,422,['a4e7f0d1-8cd1-4746-955c-2686c23cca1c'],8,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:08.370,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9212,,,,,,,,,,,,,,50e4c61a-1bab-4da9-a25b-60396b8989b7,2837,,"[84.1, 5.5]",267101,68,,,,2.500022,,Left Foot,,,,"[75.8, 11.7]",,Ground Pass,,10.36002,,,Miguel Ángel De las Cuevas Barberá,23991.0,,,,,,2,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,122,Osasuna,422,['b981c6ec-6d1e-4fcc-a5b7-5989b998ce94'],9,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:09.934,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9936,,,,,,,,,,,,,,32e99185-b8dc-4851-a87c-6c550a1da511,2841,,"[77.0, 12.7]",267101,68,,,,-0.7123576,,Right Foot,,,,"[85.8, 5.1]",,Ground Pass,,11.627554,,,Juan Rafael Fuentes Hernández,4741.0,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Left Center Midfield,122,Osasuna,422,['9ef8cf2a-032e-4078-b996-c60b35129c76'],11,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:11.621,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.273107,,,,,,,,,,,,,,bc24092f-5fdc-47f3-83be-fff216b9fe7e,2845,,"[83.8, 4.0]",267101,68,,,,0.30667633,,Left Foot,,,,"[89.8, 5.9]",,Ground Pass,,6.293648,Incomplete,,Francisco Mérida Pérez,23931.0,,,,,,2,Regular Play,Juan Rafael Fuentes Hernández,4741.0,Left Back,122,Osasuna,422,"['1a573904-0601-4324-ae17-225ede6acb5d', 'fb5bd91b-cf23-4181-9b9f-a0874e28ae29']",13,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:13.629,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.031693,,,,,,,,,,,,,,9bdd81d6-24a3-47eb-8277-6005c27d2ebf,2848,,"[92.6, 0.1]",267101,68,,,,0.7140907,,,,,,"[98.6, 5.3]",,Low Pass,,7.939773,,,Roberto Torres Morales,23947.0,,,,,Throw-in,2,From Throw In,Juan Rafael Fuentes Hernández,4741.0,Left Back,123,Osasuna,422,['2a0a5293-9311-41de-8e9c-af73a371d79b'],26,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:26.202,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.6319,,,,,,,,,,,,,,e7d8f1d2-4787-4a72-9a62-92d9940193ba,2853,,"[97.2, 5.3]",267101,68,,,,2.4393358,,Right Foot,,,,"[92.0, 9.7]",,Ground Pass,,6.8117547,,,Francisco Mérida Pérez,23931.0,,,,,,2,From Throw In,Roberto Torres Morales,23947.0,Left Midfield,123,Osasuna,422,"['8a560a18-32ac-4c35-8c8a-d3ed203b8cee', 'a9ba3672-0321-42fa-b340-26328b4c8472']",27,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:27.795,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.396623,,,,,,,,,,,,,,9996dca9-4359-4264-807f-b37e7ff409db,2860,,"[14.9, 59.2]",267101,68,,,,-2.3169134,,Right Foot,,,,"[3.9, 47.3]",,Ground Pass,,16.205246,,,Marc-André ter Stegen,20055.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,124,Barcelona,217,['55c2cc81-b2bb-43bd-8b70-faf7dbbdf64d'],31,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:31.208,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.073387,,,,,,,,,,,,,,7bde5d49-64b8-47fe-9fa5-e48401945f4e,2864,,"[3.0, 60.0]",267101,68,,,,1.0565966,,Right Foot,,,,"[10.4, 73.1]",,Ground Pass,,15.045597,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Marc-André ter Stegen,20055.0,Goalkeeper,124,Barcelona,217,"['09e372fe-654a-430a-a5d2-9c261208173b', 'ab646199-7210-4eba-b72c-b1aefdc2b072']",35,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:35.032,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.390463,,,,,,,,,,,,,,f700aa5f-68ca-4fa7-8b77-d5a4f00d6aaa,2868,,"[9.6, 75.4]",267101,68,,,,0.24497867,,Right Foot,,,,"[19.2, 77.8]",,Low Pass,,9.895453,,,Carles Aleña Castillo,13599.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,124,Barcelona,217,"['59561f39-442b-4580-8655-84b2c00b7d47', '8861fc39-9977-46ae-b0a1-2a3a7f2709ee']",36,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:36.813,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.877489,,,,,,,,,,,,,,edf12fea-a7db-4d6b-8cd3-c9c486af1ef2,2875,,"[19.2, 77.0]",267101,68,,,,-1.4497691,,Left Foot,,,,"[20.1, 69.6]",,Low Pass,,7.454529,,,Gerard Piqué Bernabéu,5213.0,,,,,,2,Regular Play,Carles Aleña Castillo,13599.0,Right Wing Back,124,Barcelona,217,"['4b7ca828-dfcc-4d4f-bb1a-3e75b44ac956', 'aec7f432-fec2-46a0-b578-1d383bfcca66']",38,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:38.443,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.233411,,,,,,,,,,,,,,07619940-c69f-448f-a318-5d98975ab92d,2878,,"[21.1, 69.6]",267101,68,,,,-0.8086498,,Right Foot,,,,"[31.6, 58.6]",,Ground Pass,,15.206906,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Center Back,124,Barcelona,217,['17ff973b-01f2-492b-aa9c-7dcea1e7a4c3'],39,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:39.899,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.455407,,,,,,,,,,,,,,3181bbb6-89e9-4580-939c-16b51c70561f,2881,,"[32.7, 55.6]",267101,68,,,,-0.9773193,,Right Foot,,,,"[49.7, 30.4]",,Ground Pass,,30.398026,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,['c95c3f4d-0cd3-4825-8bac-e7a8ac056c40'],41,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:41.821,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.016429,,,,,,,,,,,,,,91ec8fb2-0652-494b-9d77-dda06570e3ee,2884,,"[52.5, 28.9]",267101,68,,,,-0.3953249,,Right Foot,,,,"[79.1, 17.8]",,Ground Pass,,28.823082,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,124,Barcelona,217,['bbf5513a-2bb5-44d5-960c-dcc0c6a02403'],43,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:43.969,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.365,,,,,,,,,,,,,,6ea008d5-599d-4ca8-9bf7-111b6dc92c82,2887,,"[99.7, 28.6]",267101,68,,,,-0.23655781,,Right Foot,,,,"[110.9, 25.9]",,Ground Pass,,11.520851,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing Back,124,Barcelona,217,['c5a7bb03-d431-49b9-bd82-d81198c392d5'],48,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:48.933,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9236,,,,,,,,,,,,,,38d6bf8c-d551-4a74-84b0-81a56381b002,2891,,"[111.2, 25.6]",267101,68,,,,1.7156088,,Left Foot,,,,"[109.8, 35.2]",,Ground Pass,,9.701547,Incomplete,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,124,Barcelona,217,"['220bd9fa-6cdb-4d35-8a6e-fcff48523332', 'a11f0e71-63f6-4093-a9d3-992c804697d3', 'ec032319-9367-4794-a7cd-77601f976108']",50,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:50.338,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,0.720028,,,,,,,,,,,,,,a25c7284-0759-41df-b61e-409dc1ce9076,2895,,"[4.5, 46.7]",267101,68,,,,1.3146449,,Right Foot,,,,"[6.7, 55.1]",,Low Pass,,8.683317,,,Aitor Buñuel Redrado,27563.0,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Left Center Midfield,124,Barcelona,217,['fb9f5bec-50bf-4056-a0cd-734857736879'],52,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:52.283,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.2899,,,,,,,,,,,,,,b5949241-f9f3-49e7-a905-4533e2fb280d,2899,,"[3.4, 58.9]",267101,68,,,,0.16045828,,Right Foot,,,,"[38.0, 64.5]",,High Pass,,35.05025,Incomplete,,Jaime Romero Gómez,23995.0,,,,,,2,Regular Play,Aitor Buñuel Redrado,27563.0,Right Back,124,Barcelona,217,"['298bc462-bca0-470c-8d15-9a57cc16f78a', '85ade7cb-1cc6-4f6b-96fa-b92953a2df21', 'b3f60ecd-f056-4859-8273-df8ae3700e58']",54,,,,,,,,,,,,,,,,,,Osasuna,422,00:23:54.578,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.57515,,,,,,,,,,,,,,b3f60ecd-f056-4859-8273-df8ae3700e58,2901,,"[82.1, 15.6]",267101,68,,,,-0.49066806,,Head,,,,"[96.7, 7.8]",,Low Pass,,16.552946,,,Denis Suárez Fernández,6609.0,,,,,Recovery,2,Regular Play,Lucas Digne,6849.0,Left Center Back,124,Barcelona,217,"['b5949241-f9f3-49e7-a905-4533e2fb280d', 'dbd05b42-9216-4892-95e2-357421703476']",56,,,,,,,,,,,,,,,,,,Barcelona,217,00:23:56.868,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.375784,,,,,,,,,,,,,,186f567a-6e56-42c3-825e-c088b16e33d3,2904,,"[106.8, 11.4]",267101,69,,,,-2.6143055,,Right Foot,,,,"[98.9, 6.8]",,Ground Pass,,9.141663,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,124,Barcelona,217,['5a1db61c-d5c7-4165-80f1-fa901a0dd180'],1,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:01.965,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.285768,,,,,,,,,,,,,,ac68b2d6-d6e2-4d32-887a-f1935d5e9739,2907,,"[99.1, 9.2]",267101,69,,,,2.5449324,,Right Foot,,,,"[83.2, 20.0]",,Ground Pass,,19.221083,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing Back,124,Barcelona,217,['3a16d152-600b-4741-97d4-b52d3978bf80'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:04.522,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.9051,,,,,,,,,,,,,,3c2a7dc3-3e2b-4985-840c-11952ca6b837,2910,,"[82.9, 20.0]",267101,69,,,,-2.0158126,,Right Foot,,,,"[76.7, 7.0]",,Ground Pass,,14.402778,,,Lucas Digne,6849.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,['78b5497a-af3b-432a-9960-9b24ae9b3777'],5,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:05.847,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.496302,,,,,,,,,,,,,,8d1fc266-0d1f-47e0-9a56-f07462e97522,2913,,"[76.9, 7.2]",267101,69,,,,1.6832235,,Left Foot,,,,"[75.5, 19.6]",,Ground Pass,,12.478782,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Center Back,124,Barcelona,217,['5bf438b1-b5e5-4396-ac75-3e6ebc7a42b6'],8,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:08.246,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.902893,,,,,,,,,,,,,,5665150a-e94a-4765-8356-d5ad57729a2c,2916,,"[72.3, 22.8]",267101,69,,,,1.3412209,,Right Foot,,,,"[76.6, 41.2]",,Ground Pass,,18.895767,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,['40ad92d4-9ac8-433f-b9d1-2af827b569c1'],10,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:10.970,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.466524,,,,,,,,,,,,,,7c957b2e-3144-420b-a91c-2eba461ffdf1,2919,,"[78.5, 48.0]",267101,69,,,,1.4441198,,Right Foot,,,,"[81.2, 69.2]",,Ground Pass,,21.371243,,,Carles Aleña Castillo,13599.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,124,Barcelona,217,['5dd2d817-cd5e-4529-bed6-2549c9acde68'],15,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:15.490,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.778462,,,,,,,,,,,,,,1e845bab-b643-483b-bcdf-23e10e9b5526,2922,,"[82.1, 68.8]",267101,69,,,,-0.98279375,,Left Foot,,,,"[87.3, 61.0]",,Ground Pass,,9.3744335,,,Francisco Alcácer García,6402.0,,,,,,2,Regular Play,Carles Aleña Castillo,13599.0,Right Wing Back,124,Barcelona,217,['2eb4ae64-9cc6-4a02-b1ba-3423fdcadcba'],17,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:17.913,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.981573,,,,,,,,,,,,,,2ed09bb1-327e-4c6f-9b1a-6ec3c1bfb6d9,2925,,"[87.3, 61.0]",267101,69,,,,-3.0150006,,Right Foot,,,,"[76.3, 59.6]",,Ground Pass,,11.088733,,,Ivan Rakitić,5470.0,,,,,,2,Regular Play,Francisco Alcácer García,6402.0,Left Center Forward,124,Barcelona,217,['78af1bee-1926-43eb-91eb-7d273675ddad'],18,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:18.731,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.55128,,,,,,,,,,,,,,1e3ee5c5-ae21-4dbf-9b4f-652abb409bc2,2928,,"[76.7, 57.8]",267101,69,,,,-1.7425565,,Right Foot,,,,"[71.6, 28.4]",,Ground Pass,,29.839067,,,Sergio Busquets i Burgos,5203.0,,,,,,2,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,124,Barcelona,217,['5dfa4737-1646-46c1-866d-7b778cba8ef1'],20,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:20.299,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.524007,,,,,,,,,,,,,,bb0b5d9d-e7bc-4d1e-aeaf-271ed6e45759,2932,,"[71.7, 27.4]",267101,69,,,,-1.7818897,,Left Foot,,,,"[68.4, 12.0]",,Ground Pass,,15.749603,,,Lucas Digne,6849.0,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,124,Barcelona,217,"['c6192f8d-0d8e-4c96-bda8-9e7c39e5e96d', 'f7afdcdf-2619-4af1-8271-5dab19b1aa2c']",21,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:21.970,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.274969,,,,,,,,,,,,,,fe2f35b0-8fde-49ad-8cbc-98babb52544b,2935,,"[68.7, 11.0]",267101,69,,,,0.5667292,,Left Foot,,,,"[84.1, 20.8]",,Ground Pass,,18.253767,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,Lucas Digne,6849.0,Left Center Back,124,Barcelona,217,['27f4565b-66c0-4ea8-8e46-f1a1fd4cb05a'],23,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:23.967,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.209721,,,,,,,,,,,,,,c6e3ce36-fa62-4662-b970-69323e217f2d,2938,,"[84.9, 20.6]",267101,69,,,,-0.7335927,,Left Foot,,,,"[106.2, 1.4]",,Low Pass,,28.676296,,,André Filipe Tavares Gomes,10802.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,124,Barcelona,217,['f9745c5d-842a-4626-954e-47ae5f40a72d'],25,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:25.282,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.024357,,,,,,,,,,,,,,3be7c719-4858-4517-8b40-6d4ff81c2059,2941,,"[110.4, 4.8]",267101,69,,,,1.9004208,,Left Foot,,,,"[106.5, 16.2]",,Ground Pass,,12.048652,,,Denis Suárez Fernández,6609.0,,,,,,2,Regular Play,André Filipe Tavares Gomes,10802.0,Left Wing Back,124,Barcelona,217,['e187d13c-4c84-4fd4-879e-8d054603eee7'],29,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:29.876,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8251,,,,,,,,,,,,,,23556954-5121-4623-954a-065f404c84d6,2945,,"[112.1, 25.0]",267101,69,,,,2.9051366,,Right Foot,,,,"[103.8, 27.0]",,Ground Pass,,8.537564,Incomplete,,Arda Turan,11094.0,,,,,,2,Regular Play,Denis Suárez Fernández,6609.0,Left Center Midfield,124,Barcelona,217,"['38961934-189b-42c1-8138-01d76b04850f', 'f0264983-3d86-4a79-8f4a-0f7d4663935b']",34,,,,,,,,,,,,,,,,,,Barcelona,217,00:24:34.624,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.214324,,,,,,,,,,,,,,09e8f9c5-f224-4f3d-ae50-c2ca932ddd0d,2955,,"[9.7, 65.5]",267101,69,,,,0.65943116,,Right Foot,,,,"[22.6, 75.5]",,Ground Pass,,16.322071,,,Jaime Romero Gómez,23995.0,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Left Center Midfield,125,Osasuna,422,"['1b717bbb-aae7-46b2-a4c4-62b13c391817', '7b69c0fd-2a60-4887-b226-02a5d0f0b1b4']",40,,,,,,,,,,,,,,,,,,Osasuna,422,00:24:40.306,Pass,True,2016/2017
