50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_deflected,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,0.8096,,,,,,,,,,,,a93b18d8-4f76-491f-a22f-192818ce3997,1147,,"[104.3, 75.0]",267220,22,,,,,-1.4716461,,Right Foot,,,"[106.2, 55.9]",,Ground Pass,,19.19427,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,50,Barcelona,217,"['a6bcfb1e-ac36-41ee-9646-2b8f9ec345bf', 'bd8f515b-bb9c-4e61-a303-18ed464a5f19', 'bdfab3c6-b36b-4400-a0e4-de96764ed877']",42,,,,,,,,,,,,,,,,,Barcelona,217,00:22:42.201,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,1.996974,,,,,,,,,,,,875e91c2-4af8-48d0-a935-a94382d6867e,1150,,"[92.8, 65.3]",267220,22,,,,,-1.2652024,,Head,,,"[98.1, 48.5]",,High Pass,,17.616186,Incomplete,,Luis Alberto Suárez Díaz,5246.0,,,,,,Recovery,1,From Throw In,Ivan Rakitić,5470.0,Right Center Midfield,50,Barcelona,217,"['1a799b03-de0e-43a7-acb7-365749413776', '3a5f46ef-e0bc-4f73-9718-0388d9fc99d7']",45,,,,,,,,,,,,,,,,,Barcelona,217,00:22:45.947,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.290959,,,,,,,,,,,,063fcc95-5d87-4dcc-9df0-10c9b1bba853,1153,,"[69.5, 55.1]",267220,22,,,,,0.30564654,,Right Foot,,,"[90.1, 61.6]",,High Pass,,21.601158,Incomplete,,,,,,,,,Recovery,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,50,Barcelona,217,['f5681a53-dccc-42b1-a19d-e1ed38ae0d0d'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:22:50.211,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.671599,,,,,,,,,,,,48638d16-dcd0-4cd4-9235-8cabef1d3073,1157,,"[29.3, 20.4]",267220,22,,,,,-1.6872878,,Right Foot,,,"[28.2, 11.0]",,Ground Pass,,9.464143,,,Filipe Luís Kasmirski,6320.0,,,,,,,1,Regular Play,Yannick Ferreira Carrasco,5633.0,Left Wing,51,Atlético Madrid,212,['e2d95478-795f-4765-b220-3fce8b45bdd1'],53,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:53.650,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.1355,,,,,,,,,,,,b0673790-bead-40ec-8b75-8660d77d6bff,1165,,"[27.9, 3.6]",267220,22,,,,,0.0,,Left Foot,,,"[30.5, 3.6]",,Ground Pass,,2.6,Incomplete,,,,,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,51,Atlético Madrid,212,['9cbc4a0d-751e-4503-a1c6-37925864ed22'],59,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:22:59.735,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.586398,,,,,,,,,,,,6cc157a7-1128-4f01-8d69-f737d4b96aec,1167,,"[30.1, 0.1]",267220,23,,True,,,1.8396368,,,,,"[27.4, 9.9]",,Low Pass,,10.165136,,,Diego Roberto Godín Leal,5249.0,,,,,,Throw-in,1,From Throw In,Filipe Luís Kasmirski,6320.0,Left Back,52,Atlético Madrid,212,['296ac3d8-fa79-4d36-b156-f709ad0b67c0'],8,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:08.696,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.9561,,,,,,,,,,,,63ee329e-0f2e-464b-8733-af84715258f7,1169,,"[28.9, 9.5]",267220,23,,,,,-0.0556127,,Left Foot,,,"[77.4, 6.8]",,High Pass,,48.575096,Incomplete,,Kevin Gameiro,6401.0,,,,,,,1,From Throw In,Diego Roberto Godín Leal,5249.0,Left Center Back,52,Atlético Madrid,212,"['2c11e52d-0a80-4f0b-9367-c0a2eddaaa60', '46e92064-1c9f-4e94-a455-91283368e4e6']",15,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:15.726,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.2295,,,,,,,,,,,,46e92064-1c9f-4e94-a455-91283368e4e6,1171,,"[42.7, 73.3]",267220,23,,,,,-0.05363977,,Head,,,"[57.6, 72.5]",,High Pass,,14.921461,,,Sergio Busquets i Burgos,5203.0,,,,,,Recovery,1,Regular Play,Gerard Piqué Bernabéu,5213.0,Right Center Back,53,Barcelona,217,"['51c07339-7cb7-407f-8f7f-76512047c734', '63ee329e-0f2e-464b-8733-af84715258f7']",17,,,,,,,,,,,,,,,,,Barcelona,217,00:23:17.682,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.52,,,,,,,,,,,,386eb9ac-2902-47d1-ba5d-723024ffb22b,1173,,"[57.6, 72.5]",267220,23,,,,,0.25422055,,Right Foot,,,"[70.3, 75.8]",,High Pass,,13.1217375,,,Ivan Rakitić,5470.0,,,,,,,1,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,53,Barcelona,217,['2ceacca4-0440-4070-a32a-3a7b24283e85'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:23:18.912,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1324,,,,,,,,,,,,0cf64704-f25a-4846-86ef-9d755551be95,1176,,"[69.4, 67.2]",267220,23,,,,,-1.9356413,,Right Foot,,,"[63.9, 52.8]",,High Pass,,15.414603,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Ivan Rakitić,5470.0,Right Center Midfield,53,Barcelona,217,['200deb52-3e1b-4305-adad-a9bc8aa8b6b7'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:23:22.292,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.023767,,,,,,,,,,,,fe907aff-0e82-4c4e-8488-fd36fa2ad542,1184,,"[48.7, 28.4]",267220,23,,,,,1.1027628,,Right Foot,,,"[53.3, 37.5]",,Ground Pass,,10.1965685,,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Wing,54,Atlético Madrid,212,['7f5fbb73-cb61-4d7f-bab1-ab7c68895fb0'],26,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:26.068,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.587095,,,,,,,,,,,,6a4f4830-1e45-4c83-b834-162522a62433,1187,,"[53.3, 37.5]",267220,23,,,,,-0.18534794,,Left Foot,,,"[62.9, 35.7]",,Ground Pass,,9.767292,,,Gabriel Fernández Arenas,6384.0,,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Right Center Midfield,54,Atlético Madrid,212,['5681901e-babd-43a9-b9ca-9099b3f5e349'],27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:27.164,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.526789,,,,,,,,,,,,3f4b7bfc-902f-48fa-87b2-2e6896bf6c45,1190,,"[62.9, 35.7]",267220,23,,,,,1.5111656,,Right Foot,,,"[63.3, 42.4]",,Ground Pass,,6.71193,,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Left Center Midfield,54,Atlético Madrid,212,['7240d439-1236-4a3c-89db-2f92b265ce43'],27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:27.831,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.724516,,,,,,,,,,,,4d3567f3-104b-4c1a-aec2-fb0a16e08b20,1193,,"[73.5, 49.1]",267220,23,,,,,0.9045226,,Left Foot,,,"[84.9, 63.6]",,Ground Pass,,18.444782,,,Kevin Gameiro,6401.0,,,,,,,1,Regular Play,Saúl Ñíguez Esclapez,6381.0,Right Center Midfield,54,Atlético Madrid,212,['eddc20c8-e70a-4242-b327-d290f5b19951'],30,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:30.021,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.45549,,,,,,,,,,,,6172e1c6-af4a-4746-8259-c64c6342d760,1197,,"[76.3, 63.5]",267220,23,,,,,2.2477777,,Right Foot,,,"[63.2, 79.8]",,Ground Pass,,20.911718,Out,,Juan Francisco Torres Belén,6375.0,,,,,,,1,Regular Play,Kevin Gameiro,6401.0,Center Forward,54,Atlético Madrid,212,['5c85fb46-f7a4-4beb-b6c9-3a41b8c70b7d'],33,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:23:33.462,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.9585,,,,,,,,,,,,1d33b458-b596-4bad-9620-1fe7efae126c,1199,,"[61.4, 0.1]",267220,23,,True,,,2.55359,,,,,"[44.0, 11.7]",,Low Pass,,20.912197,,,Javier Alejandro Mascherano,5506.0,,,,,,Throw-in,1,From Throw In,Jordi Alba Ramos,5211.0,Left Back,55,Barcelona,217,['25659773-549d-4c0c-b28e-277503aaf5dd'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:23:42.843,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.3093,,,,,,,,,,,,810a8613-9039-47fe-bba1-e25182eb771d,1201,,"[44.0, 11.7]",267220,23,,,,,1.5038041,,Right Foot,,,"[46.1, 43.0]",,Ground Pass,,31.370369,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Throw In,Javier Alejandro Mascherano,5506.0,Left Center Back,55,Barcelona,217,['f2cb59d1-6faa-45fb-85cb-3bb9707b2585'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:23:46.280,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.2747,,,,,,,,,,,,179cb936-a598-42e6-88f1-1f16aa44e40c,1204,,"[48.8, 46.9]",267220,23,,,,,0.87465453,,Right Foot,,,"[72.2, 74.9]",,Ground Pass,,36.490547,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Gerard Piqué Bernabéu,5213.0,Right Center Back,55,Barcelona,217,['f3aa7c1a-0311-4f5f-a7bd-2372b0344378'],49,,,,,,,,,,,,,,,,,Barcelona,217,00:23:49.147,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1533,,,,,,,,,,,,58050f3b-e348-4c1c-a091-80991601ad18,1206,,"[72.2, 74.9]",267220,23,,,,,-1.9338458,,Right Foot,,,"[65.4, 57.0]",,Ground Pass,,19.148108,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,55,Barcelona,217,['52ae8c51-88ec-4e83-ac97-df9541b7992e'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:23:51.422,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.5426,,,,,,,,,,,,d98529fe-6d0e-42c5-97b0-3a8cf06fa6ef,1210,,"[74.3, 59.6]",267220,23,,,,,0.01041629,,Left Foot,,,"[83.9, 59.7]",,Ground Pass,,9.600521,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,55,Barcelona,217,['561d3fc1-9516-4441-80cc-b9cabec04f67'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:23:56.741,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.7723,,,,,,,,,,,,5395e64b-dcd7-4d0c-b19d-25f7e04734b5,1217,,"[81.2, 61.1]",267220,23,,,,,0.72597814,,Right Foot,,,"[99.9, 77.7]",,Ground Pass,,25.005,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Throw In,Luis Alberto Suárez Díaz,5246.0,Center Forward,55,Barcelona,217,['5f527562-c9a4-4e54-ba2f-1b36d4ea9d6c'],58,,,,,,,,,,,,,,,,,Barcelona,217,00:23:58.859,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.7735,,,,,,,,,,,,2f1ab9eb-97a0-46bf-8264-1871bd1b7f2a,1220,,"[98.9, 77.6]",267220,24,,,,,-1.4950793,910b7d22-f1ab-497b-8e58-0d8b8691619b,Right Foot,,,"[100.0, 63.1]",,Ground Pass,,14.541664,,,Lionel Andrés Messi Cuccittini,5503.0,True,,,,,,1,From Throw In,Sergi Roberto Carnicer,6379.0,Right Back,55,Barcelona,217,"['092e51a9-1fa2-4ffc-878d-7d06bd59bb3e', '9461e177-3c34-4210-97b7-951e81e9760f']",1,,,,,,,,,,,,,,,,,Barcelona,217,00:24:01.631,Pass,True,2016/2017
,,,,,,,,,,,,,,,,,3.389729,,,,,,,,,,,,e19f92aa-009e-4ded-a8dd-c6a09254e2a1,1229,,"[17.4, 45.9]",267220,24,,,,,0.25225824,,Drop Kick,,,"[78.7, 61.7]",,High Pass,,63.303474,Incomplete,,Saúl Ñíguez Esclapez,6381.0,,,,,,,1,From Throw In,Jan Oblak,6378.0,Goalkeeper,55,Barcelona,217,"['cdda1fc3-188e-4ba1-a38d-b19e72f4b80a', 'e7fd3c2e-a3cd-4196-9347-74623f0ac6bf']",21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:24:21.252,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.32914,,,,,,,,,,,,2931d56b-2aff-4d67-adef-24c1864da3c7,1233,,"[92.5, 80.0]",267220,24,,,,,-1.0274211,,,,,"[101.5, 65.1]",,Low Pass,,17.407183,Unknown,,Kevin Gameiro,6401.0,,,,,,Throw-in,1,From Throw In,Juan Francisco Torres Belén,6375.0,Right Back,56,Atlético Madrid,212,['296859fb-6ea9-4dbd-8266-5e095f7f4347'],44,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:24:44.813,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.50829,,,,,,,,,,,,e164d914-9817-4bd0-ba47-59a0ee0375f0,1237,,"[18.6, 15.0]",267220,24,,,,,-0.887978,,Right Foot,,,"[24.7, 7.5]",,Ground Pass,,9.667471,,,Jordi Alba Ramos,5211.0,,,,,,Free Kick,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,57,Barcelona,217,['97dc9226-98e2-4172-b1d9-5064b20c4f0e'],57,,,,,,,,,,,,,,,,,Barcelona,217,00:24:57.942,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8266,,,,,,,,,,,,e61a3e98-3dfb-4583-a266-f433beebc9a5,1240,,"[34.9, 13.0]",267220,25,,,,,2.557614,,Left Foot,,,"[23.4, 20.6]",,Ground Pass,,13.784411,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,57,Barcelona,217,['77a53112-6e96-4fbc-9d4d-3805a07b5242'],3,,,,,,,,,,,,,,,,,Barcelona,217,00:25:03.656,Pass,,2016/2017
,,,,,,,,,,,,,,,,,3.4444,,,,,,,,,,,,d49828f4-d14d-4934-a653-45f42293229f,1243,,"[22.9, 20.6]",267220,25,,,,,1.2683873,,Right Foot,,,"[34.1, 56.5]",,Ground Pass,,37.606514,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,57,Barcelona,217,['8ec788ca-98fd-44e2-9b53-09948df0e29d'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:25:07.206,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.3359,,,,,,,,,,,,69ca3572-cc08-4ad2-b863-da7e4ac7938a,1246,,"[43.4, 61.3]",267220,25,,,,,-1.6786563,,Right Foot,,,"[40.0, 29.9]",,Ground Pass,,31.58354,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,57,Barcelona,217,['a327d087-7456-4315-b5d8-470ee25bdb94'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:25:16.250,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0182,,,,,,,,,,,,8f6a4671-399d-42ef-890c-600b365d79d4,1249,,"[59.3, 20.3]",267220,25,,,,,2.0591302,,Right Foot,,,"[54.2, 29.9]",,Ground Pass,,10.870603,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,57,Barcelona,217,['bda16022-cb89-4db4-b182-904c8281a6b5'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:25:23.499,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.4872,,,,,,,,,,,,f74ed91e-48a7-4047-8629-61c5bdb8e4ae,1252,,"[54.2, 29.9]",267220,25,,,,,1.2528968,,Right Foot,,,"[61.9, 53.3]",,Ground Pass,,24.634325,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,57,Barcelona,217,['66d77bea-3b68-46fa-be81-bb74ca042531'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:25:25.809,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8854,,,,,,,,,,,,45f212b0-2c7d-48f7-98b4-48cc02300681,1255,,"[75.6, 57.0]",267220,25,,,,,0.91123575,,Right Foot,,,"[90.1, 75.7]",,Ground Pass,,23.663052,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,57,Barcelona,217,['db29fee1-0de4-47e9-a8d5-991949bbe373'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:25:31.770,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.959726,,,,,,,,,,,,46a610bb-fe22-48d6-ab87-e29ca0e3fe77,1258,,"[90.3, 77.7]",267220,25,,,,,-2.9101818,,Right Foot,,,"[72.9, 73.6]",,Ground Pass,,17.87652,,,Gerard Piqué Bernabéu,5213.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,57,Barcelona,217,['402d3bce-fc1b-4636-983c-dc611360cc8f'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:25:34.951,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.1799,,,,,,,,,,,,a5cc0f02-ee56-45f4-8c1f-7c86065585c2,1261,,"[76.7, 72.6]",267220,25,,,,,-2.5172424,,Right Foot,,,"[60.6, 61.0]",,Ground Pass,,19.84364,,,Sergio Busquets i Burgos,5203.0,,,,,,,1,From Free Kick,Gerard Piqué Bernabéu,5213.0,Right Center Back,57,Barcelona,217,['2bb1101e-e5e5-4d76-b3ce-1ed3c2a187b7'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:25:40.533,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.9121,,,,,,,,,,,,af3e19b4-bc9a-4ba7-aa96-1aa922e18693,1264,,"[60.1, 54.6]",267220,25,,,,,-1.531809,,Right Foot,,,"[61.2, 26.4]",,Ground Pass,,28.221445,,,Javier Alejandro Mascherano,5506.0,,,,,,,1,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,57,Barcelona,217,['aac74d93-7242-4849-98df-2779e5ec0f88'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:25:42.631,Pass,,2016/2017
,,,,,,,,,,,,,,,,,2.1184,,,,,,,,,,,,f44786cd-73b8-4a4d-a49d-e53cd2957774,1267,,"[76.7, 24.3]",267220,25,,,,,-0.79255795,,Right Foot,,,"[97.5, 3.2]",,Ground Pass,,29.628534,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Javier Alejandro Mascherano,5506.0,Left Center Back,57,Barcelona,217,['e4312e69-e415-494a-9556-39c3ea20c1da'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:25:47.354,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.6316,,,,,,,,,,,,1f9281fa-d93a-4247-824c-75a9e87a2797,1270,,"[99.5, 2.9]",267220,25,,,,,2.0005586,,Left Foot,,,"[97.3, 7.7]",,Ground Pass,,5.2801514,,,Neymar da Silva Santos Junior,4320.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,57,Barcelona,217,['4f2a7674-98ff-494e-b2b9-79d03f1b02de'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:25:50.648,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8567,,,,,,,,,,,,a846548b-3213-43ae-b39b-ea8829edcc92,1272,,"[97.3, 7.7]",267220,25,,,,,-1.8105395,,Right Foot,,,"[96.2, 3.2]",,Ground Pass,,4.632494,,,Jordi Alba Ramos,5211.0,,,,,,,1,From Free Kick,Neymar da Silva Santos Junior,4320.0,Left Wing,57,Barcelona,217,['9491e3b3-80ba-419b-8925-14914f20433a'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:25:51.280,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.254,,,,,,,,,,,,b02c65d9-0a34-4262-b163-47972b2e75c7,1274,,"[96.2, 3.2]",267220,25,,,,,2.4967253,,Right Foot,,,"[84.5, 12.0]",,Ground Pass,,14.640014,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Jordi Alba Ramos,5211.0,Left Back,57,Barcelona,217,['2a8e3ae0-2b24-4d3d-bf44-4519d78613bf'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:25:52.137,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.8873,,,,,,,,,,,,ba750010-d58c-40ae-99ff-88929ecf88ce,1277,,"[84.5, 12.0]",267220,25,,,,,1.467561,,Right Foot,,,"[86.8, 34.2]",,Ground Pass,,22.318827,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Left Center Midfield,57,Barcelona,217,['1530cc12-e0eb-48c7-b7e6-06b7e8a8fb16'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:25:55.871,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.8302,,,,,,,,,,,,2d31b908-2494-4c8e-affa-f6efe373b1ee,1280,,"[86.3, 49.2]",267220,26,,,,,1.4347131,,Left Foot,,,"[89.6, 73.3]",,Ground Pass,,24.324884,,,Sergi Roberto Carnicer,6379.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,57,Barcelona,217,['c568e8d0-b1f1-43e3-a3d1-f891cc92b835'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:26:00.076,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.0076,,,,,,,,,,,,741de76b-ca35-4327-a608-ad8f3a57cb9c,1284,,"[84.5, 64.0]",267220,26,,,,,-0.8814869,,Left Foot,,,"[92.0, 54.9]",,Ground Pass,,11.792371,,,Luis Alberto Suárez Díaz,5246.0,,,,,,,1,From Free Kick,Sergi Roberto Carnicer,6379.0,Right Back,57,Barcelona,217,['09a54d53-bc75-4378-98f5-bbcc75fd1645'],4,,,,,,,,,,,,,,,,,Barcelona,217,00:26:04.263,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.548124,,,,,,,,,,,,5cceb7d8-5de7-4189-bff1-25a2b7f18087,1292,,"[30.1, 24.9]",267220,26,,,,,0.42976227,,Left Foot,,,"[37.3, 28.2]",,Ground Pass,,7.920227,,,Antoine Griezmann,5487.0,,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,58,Atlético Madrid,212,['10adc87a-03eb-483d-94ab-e3863efc2217'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:06.983,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.2138,,,,,,,,,,,,50af277a-380f-4841-9cdf-78d43043f364,1295,,"[37.3, 28.2]",267220,26,,,,,-1.3684747,,Right Foot,,,"[38.9, 20.4]",,Ground Pass,,7.962412,,,Yannick Ferreira Carrasco,5633.0,,,,,,,1,Regular Play,Antoine Griezmann,5487.0,Right Wing,58,Atlético Madrid,212,['1d8c65ae-8cbc-4df9-a01e-0a8d96c755f4'],7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:07.571,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.82218,,,,,,,,,,,,a5265be0-847a-473e-b34d-e9152f0b53a0,1308,,"[18.8, 7.6]",267220,26,,,,,1.0691923,,Left Foot,,,"[22.2, 13.8]",,Ground Pass,,7.071068,,,Jorge Resurrección Merodio,5199.0,,,,,,,1,Regular Play,Filipe Luís Kasmirski,6320.0,Left Back,58,Atlético Madrid,212,['8a5972da-cce0-46f7-9f19-5df0632ed53c'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:19.867,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.091479,,,,,,,,,,,,6b693709-1a70-432c-b38c-101763e9e3df,1312,,"[25.5, 13.0]",267220,26,,,,,1.4206738,,Right Foot,,,"[27.3, 24.9]",,Ground Pass,,12.035364,,,Gabriel Fernández Arenas,6384.0,,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Center Attacking Midfield,58,Atlético Madrid,212,['a5523e5f-9669-4fc2-9219-76f42b14ff12'],21,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:21.742,Pass,,2016/2017
,,,,,,,,,,,,,,,,,0.936739,,,,,,,,,,,,3051d73a-1537-4e0f-852d-c950b947c851,1315,,"[30.8, 24.2]",267220,26,,,,,-0.67474097,,Right Foot,,,"[36.8, 19.4]",,Ground Pass,,7.683749,,,Jorge Resurrección Merodio,5199.0,,,,,,,1,Regular Play,Gabriel Fernández Arenas,6384.0,Left Center Midfield,58,Atlético Madrid,212,['b542868c-1ee7-42ec-aba1-481f77517200'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:23.075,Pass,,2016/2017
,,,,,,,,,,,,,,,,,1.2426,,,,,,,,,,,,99d44776-3875-46f0-857f-fd4987b89e48,1319,,"[44.2, 18.3]",267220,26,,,,,-0.19820006,,Right Foot,,,"[68.1, 13.5]",,High Pass,,24.377243,Incomplete,,Yannick Ferreira Carrasco,5633.0,,,,,,,1,Regular Play,Jorge Resurrección Merodio,5199.0,Center Attacking Midfield,58,Atlético Madrid,212,"['06280b92-6267-4b96-9297-e42fef1eb502', '2a1a47ed-974f-4f67-a41f-428de5cc50cc', '2f66bac9-e7de-4433-bbcd-32f88ad860ca']",25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:26:25.284,Pass,True,2016/2017
