bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.269017,,,,,,,,,,,,,349441bc-565f-40a4-a208-5244e10c22df,472,,"[45.9, 4.8]",69142,8,,,,0.080229424,,Left Foot,,"[65.8, 6.4]",,Ground Pass,,19.964218,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,18,Barcelona,217,['d9d5244c-8be2-49f0-889c-c1be7e57ff12'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:08:41.882,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.087781,,,,,,,,,,,,,a8bb55af-665e-49da-b88e-ed3c9da97594,478,,"[46.3, 80.0]",69142,9,,,,-0.5500744,,,,"[56.9, 73.5]",,Low Pass,,12.434227,,,,Antonio Galdeano Benítez,26234.0,,,,,,Throw-in,1,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,19,Málaga,223,['0481a47d-e4b1-4396-917a-d675a77ea20f'],0,,,,,,,,,,,,,,,,,Málaga,223,00:09:00.914,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.573711,,,,,,,,,,,,,1bd65b6c-1d76-4c7b-a12c-978c7a7f627a,482,,"[56.4, 76.9]",69142,9,,,,3.1415927,,Right Foot,,"[46.3, 76.9]",,Ground Pass,,10.1,,,,Jesús Gámez Duarte,4788.0,,,,,,,1,From Throw In,Antonio Galdeano Benítez,26234.0,Right Defensive Midfield,19,Málaga,223,['df7a14af-8cd9-4dd9-b63f-cb6a5e11f1b0'],2,,,,,,,,,,,,,,,,,Málaga,223,00:09:02.767,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.916242,,,,,,,,,,,,,e18cb849-8cb0-418d-8bbf-1d44f029605e,485,,"[46.3, 76.9]",69142,9,,,,-0.6996362,,Right Foot,,"[58.3, 66.8]",,Ground Pass,,15.684706,,,,Antonio Galdeano Benítez,26234.0,,,,,,,1,From Throw In,Jesús Gámez Duarte,4788.0,Right Back,19,Málaga,223,['dc35fc2c-b482-4d01-b1ae-5c737e843086'],3,,,,,,,,,,,,,,,,,Málaga,223,00:09:03.420,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.412721,,,,,,,,,,,,,48ba6bf3-1fd0-4590-8816-054d01bf32f0,488,,"[58.3, 66.8]",69142,9,,,,-2.3255918,,Left Foot,,"[48.8, 56.7]",,Low Pass,,13.865786,,,,Ibán Javier Cuadrado Alonso,26232.0,,,,,,,1,From Throw In,Antonio Galdeano Benítez,26234.0,Right Defensive Midfield,19,Málaga,223,['867dc978-f7d6-4e94-98e8-40e57c1ed664'],4,,,,,,,,,,,,,,,,,Málaga,223,00:09:04.416,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.205874,,,,,,,,,,,,,cf92e30b-4226-4426-bc84-0f562ec10d86,491,,"[48.4, 57.1]",69142,9,,,,-1.8970312,,Right Foot,,"[37.1, 23.7]",,Low Pass,,35.25975,,,,Hélder Miguel Do Rosario Data,26224.0,,,,,,,1,From Throw In,Ibán Javier Cuadrado Alonso,26232.0,Right Center Back,19,Málaga,223,['903e97fb-207e-41fb-9339-ff5070ac9eef'],5,,,,,,,,,,,,,,,,,Málaga,223,00:09:05.949,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.398946,,,,,,,,,,,,,b800fa75-a666-4d11-97e1-61b627cc35c4,494,,"[41.0, 17.8]",69142,9,,,,-0.9174379,,Right Foot,,"[52.1, 3.3]",,Ground Pass,,18.260887,,,,Ignacio Pérez Santamaría,25892.0,,,,,,,1,From Throw In,Hélder Miguel Do Rosario Data,26224.0,Left Center Back,19,Málaga,223,['bf4d279b-69eb-4b32-b666-fa7ec58632de'],8,,,,,,,,,,,,,,,,,Málaga,223,00:09:08.858,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.375236,,,,,,,,,,,,,f64cd296-8578-422a-9a06-583f7edb24c8,497,,"[52.1, 4.2]",69142,9,,,,0.11341087,,Left Foot,,"[103.9, 10.1]",,High Pass,,52.134922,,,,Salvador Ballesta Vialcho,26246.0,,,,,,,1,From Throw In,Ignacio Pérez Santamaría,25892.0,Left Back,19,Málaga,223,['6f5c4624-8653-4fb8-93e7-ed68c5aa88a0'],11,,,,,,,,,,,,,,,,,Málaga,223,00:09:11.606,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.485344,,,,,,,,,,,,,1d5336f5-3911-4918-a473-d501fb3978a7,501,,"[104.3, 8.8]",69142,9,,,,-2.70175,,Left Foot,,"[100.9, 7.2]",,Low Pass,,3.757659,,Incomplete,,,,,,,,,,1,From Throw In,Salvador Ballesta Vialcho,26246.0,Center Forward,19,Málaga,223,"['160e505c-d9ef-45e0-975d-41f767f50079', 'e6315e8b-5238-4770-a2d4-172532f25eab']",15,,,,,,,,,,,,,,,,,Málaga,223,00:09:15.978,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.476743,,,,,,,,,,,,,160e505c-d9ef-45e0-975d-41f767f50079,502,,"[19.2, 72.9]",69142,9,,,,-2.7307925,,Head,,"[2.9, 65.8]",,Low Pass,,17.779202,,,,Rafael Márquez Álvarez,5558.0,,,,,,Recovery,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,19,Málaga,223,"['1d5336f5-3911-4918-a473-d501fb3978a7', 'ec59c3c1-0ba7-4426-bbea-845c7e932b76']",16,,,,,,,,,,,,,,,,,Barcelona,217,00:09:16.463,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.349322,,,,,,,,,,,,,684aaf76-1fc0-4fd5-afca-069f9b1cd186,506,,"[3.1, 65.4]",69142,9,,,,0.90675014,,Right Foot,,"[13.9, 79.2]",,Ground Pass,,17.523699,,Out,,,,,,,,,,1,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,19,Málaga,223,['40a42f2d-5f85-4bcd-9c72-73faf04b5e6a'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:09:19.513,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.315254,,,,,,,,,,,,,81e847bb-65fe-473b-80d0-3dbb7dc9f01d,507,,"[107.1, 0.1]",69142,9,,,,0.61577326,,,,"[117.7, 7.6]",,High Pass,,12.984991,,,,Eliseu Pereira dos Santos,10798.0,,,,,,Throw-in,1,From Throw In,Ignacio Pérez Santamaría,25892.0,Left Back,20,Málaga,223,['38a2a6a2-8374-4c8c-9061-2d50e85bcd07'],36,,,,,,,,,,,,,,,,,Málaga,223,00:09:36.667,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.9644,,,,,,,,,,,,,7b952adb-535d-41b0-a487-d5e1fbf74f90,510,,"[117.7, 7.6]",69142,9,,,,2.4827867,,Right Foot,,"[96.0, 24.4]",,High Pass,,27.443214,,Incomplete,,Manuel Jesús Ortiz Toribio,26254.0,,,,,,,1,From Throw In,Eliseu Pereira dos Santos,10798.0,Left Wing,20,Málaga,223,"['0354b152-c62a-4c44-acc9-2b25ef801d63', 'a9f6f62e-6217-4b31-8eb4-5959ab4738cc']",38,,,,,,,,,,,,,,,,,Málaga,223,00:09:38.599,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.9564,,,,,,,,,,,,,0354b152-c62a-4c44-acc9-2b25ef801d63,512,,"[24.1, 55.7]",69142,9,,,,0.91572326,,Right Foot,,"[42.0, 79.0]",,High Pass,,29.381968,,Out,,,,,,,,,Recovery,1,From Throw In,Andrés Iniesta Luján,5216.0,Right Center Midfield,20,Málaga,223,['7b952adb-535d-41b0-a487-d5e1fbf74f90'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:09:41.564,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.792184,,,,,,,,,,,,,003071e3-6f6d-46e1-b0a1-a429a7cf6393,513,,"[78.1, 0.1]",69142,9,,,,1.1256651,,,,"[83.3, 11.0]",,High Pass,,12.076838,,,,Manuel Jesús Ortiz Toribio,26254.0,,,,,,Throw-in,1,From Throw In,Ignacio Pérez Santamaría,25892.0,Left Back,21,Málaga,223,['e98e2acf-fa29-4046-8daa-6e212400afe2'],50,,,,,,,,,,,,,,,,,Málaga,223,00:09:50.319,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.8842,,,,,,,,,,,,,f0be9082-9467-458f-89e4-6da4d079b86b,516,,"[82.9, 11.0]",69142,9,,,,-0.30367187,,Left Foot,,"[104.6, 4.2]",,High Pass,,22.740492,,Incomplete,,Albert Luque Martos,20518.0,,,,,,,1,From Throw In,Manuel Jesús Ortiz Toribio,26254.0,Left Defensive Midfield,21,Málaga,223,"['e301cf8e-59e4-48b3-9808-1f5f4465fba4', 'ecb38cdb-da00-4a76-98c1-29b1903fe2ec']",53,,,,,,,,,,,,,,,,,Málaga,223,00:09:53.448,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.5563,,,,,,,,,,,,,ecb38cdb-da00-4a76-98c1-29b1903fe2ec,518,,"[15.5, 75.9]",69142,9,,,,0.075127155,,Right Foot,,"[43.4, 78.0]",,High Pass,,27.97892,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Recovery,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,22,Barcelona,217,"['72f763b9-cc54-488b-a017-9e17f1d446af', 'f0be9082-9467-458f-89e4-6da4d079b86b']",56,,,,,,,,,,,,,,,,,Barcelona,217,00:09:56.332,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3809,,,,,,,,,,,,,3e236fc5-9f95-46e0-abd2-4d85d48572ff,521,,"[44.4, 76.8]",69142,9,,,,-0.98681784,,Head,,"[52.0, 65.3]",,High Pass,,13.784411,,,,Samuel Eto''o Fils,19298.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,22,Barcelona,217,"['429b3e53-c1c5-4fdb-8bc9-185f0a3c4179', '7158bb5b-8410-45cb-9bdb-2a66df7f3275']",57,,,,,,,,,,,,,,,,,Barcelona,217,00:09:57.889,Pass,True,2008/2009
,,,,,,,,,,,,,,,,2.0487,,,,,,,,,,,,,1ea61b9b-a3e1-45f5-9ac1-6e48c10bbe9f,523,,"[52.0, 65.3]",69142,9,,,,-1.7234457,,Right Foot,,"[50.6, 56.2]",,Low Pass,,9.207063,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Samuel Eto''o Fils,19298.0,Center Forward,22,Barcelona,217,['bffff893-596e-4e3b-b349-144f91e2b8f6'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:09:59.269,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.8388,,,,,,,,,,,,,969571c6-6c43-4c7f-83be-b9accce84bc4,526,,"[55.2, 50.2]",69142,10,,,,-1.662735,,Right Foot,,"[52.6, 22.0]",,Low Pass,,28.319605,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,22,Barcelona,217,['de47664c-e4f6-4c6f-8038-073a94dcc59b'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:10:02.291,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7026,,,,,,,,,,,,,3ae4fcfa-327b-4fc6-ad4b-1a2b7a4a5645,529,,"[54.2, 20.7]",69142,10,,,,-0.64454603,,Left Foot,,"[69.5, 9.2]",,Ground Pass,,19.14001,,,,Thierry Henry,15516.0,,,,,,,1,Regular Play,Sylvio Mendes Campos Junior,25854.0,Left Back,22,Barcelona,217,['7f712879-381a-47b6-859d-aa36cf04d5dd'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:10:05.539,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.33,,,,,,,,,,,,,5bf4cf61-fb52-4acc-98da-f7fa482ea7ba,532,,"[76.6, 22.0]",69142,10,,,,2.1617143,,Right Foot,,"[71.3, 29.9]",,Ground Pass,,9.513149,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,Regular Play,Thierry Henry,15516.0,Left Wing,22,Barcelona,217,['ba21b50f-e86a-4171-b709-ff4e124f6be0'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:10:10.966,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.438,,,,,,,,,,,,,90538f9e-08da-49a0-96c7-57479a495703,535,,"[72.4, 31.0]",69142,10,,,,1.5352783,,Right Foot,,"[73.8, 70.4]",,Ground Pass,,39.424866,,,,Daniel Alves da Silva,4324.0,,,,,,,1,Regular Play,Andrés Iniesta Luján,5216.0,Right Center Midfield,22,Barcelona,217,['7e3f77c2-c445-4f36-998b-46138aaf28a5'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:10:14.943,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.0123,,,,,,,,,,,,,e92b173d-0bfd-45d4-9616-f6b5840babb7,538,,"[72.2, 74.7]",69142,10,,,,-1.3915335,,Right Foot,,"[74.9, 59.8]",,Ground Pass,,15.142655,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Daniel Alves da Silva,4324.0,Right Back,22,Barcelona,217,['7735d02e-6544-47a2-a326-85e4c3e87e4d'],17,,,,,,,,,,,,,,,,,Barcelona,217,00:10:17.345,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.0279,,,,,,,,,,,,,63c0b0b5-159f-476c-830e-11a80db715fa,542,,"[65.0, 76.6]",69142,10,,,,-2.0458071,,Left Foot,,"[54.2, 55.6]",,Ground Pass,,23.614403,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,22,Barcelona,217,['58ac6d61-2eea-43c0-9425-36c88076a955'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:10:22.525,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7568,,,,,,,,,,,,,c119f1ab-94c6-4fc2-9f79-46bf5b561239,545,,"[54.7, 56.4]",69142,10,,,,-1.686223,,Right Foot,,"[51.5, 28.8]",,Ground Pass,,27.784887,,,,José Martín Cáceres Silva,5248.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,22,Barcelona,217,['b3aaefc8-50a1-4b89-8a3a-18239208668e'],25,,,,,,,,,,,,,,,,,Barcelona,217,00:10:25.240,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.6768,,,,,,,,,,,,,84d8c8e1-f817-4783-804f-9260c1e18c09,548,,"[49.9, 29.1]",69142,10,,,,1.4668558,,Right Foot,,"[52.8, 56.9]",,Ground Pass,,27.95085,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,Regular Play,José Martín Cáceres Silva,5248.0,Left Center Back,22,Barcelona,217,['3411cb6a-0093-4a36-8832-0ca6f07cb259'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:10:29.681,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2873,,,,,,,,,,,,,c824b2da-cc83-48b9-a88b-7555eb1f74d9,551,,"[53.9, 59.8]",69142,10,,,,0.32426944,,Right Foot,,"[65.8, 63.8]",,Ground Pass,,12.554282,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,22,Barcelona,217,['6fb8bfac-3fdf-4050-ae72-4d46b58fbf58'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:10:32.590,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3697,,,,,,,,,,,,,78b368aa-8972-4921-a38e-59f0ff2fc4ae,554,,"[65.8, 63.8]",69142,10,,,,0.7544004,,Right Foot,,"[79.1, 76.3]",,Ground Pass,,18.252123,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Left Center Midfield,22,Barcelona,217,['2faae479-5723-406a-8956-8ed6d6ea6728'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:10:33.949,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3954,,,,,,,,,,,,,9f00afc5-e7b1-4a59-be87-c11d55d26ea7,562,,"[85.5, 80.0]",69142,10,,,,-2.7738698,,,,"[73.3, 75.3]",,Low Pass,,13.07402,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,['fdfc63a5-ecfb-4f76-8cb1-4c44df668367'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:10:41.098,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.5719,,,,,,,,,,,,,23765965-127e-47e4-8244-bb9cc405bdd3,565,,"[73.6, 73.6]",69142,10,,,,0.26791042,,Right Foot,,"[83.8, 76.4]",,Low Pass,,10.577334,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,23,Barcelona,217,['9d976b2a-3ae3-4b71-83e6-3cf200f1d4e7'],42,,,,,,,,,,,,,,,,,Barcelona,217,00:10:42.614,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.354,,,,,,,,,,,,,2099b2af-06d1-4fd8-8169-89fbd5b79139,567,,"[83.1, 74.8]",69142,10,,,,-2.0863454,,Left Foot,,"[81.4, 71.8]",,Low Pass,,3.4481878,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['5c21cf1e-2a94-4ac7-bb27-1e07240e2cd0', '8a6a28be-dc42-4022-866e-3949b6ffc71b']",43,,,,,,,,,,,,,,,,,Barcelona,217,00:10:43.186,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.095,,,,,,,,,,,,,d26c8282-ef95-48a4-be32-8771e7fb7ac3,572,,"[78.0, 70.1]",69142,10,,,,-1.1659045,,Left Foot,,"[79.5, 66.6]",,Ground Pass,,3.8078866,,Incomplete,,Xavier Hernández Creus,20131.0,,,,,,,1,From Throw In,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,23,Barcelona,217,"['314399c6-70eb-416b-8a0a-f16e0614599f', 'd80c1854-970a-4b2e-b7b5-a45008ce7312']",44,,,,,,,,,,,,,,,,,Barcelona,217,00:10:44.951,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1256,,,,,,,,,,,,,83325837-2040-4ec4-b5ce-12ea07125bcc,575,,"[79.1, 80.0]",69142,10,,,,-1.8538921,,,,"[75.9, 69.0]",,Low Pass,,11.456003,,,,Xavier Hernández Creus,20131.0,,,,,,Throw-in,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,24,Barcelona,217,['46cb6590-1da2-4f86-90ad-972e67fb81f8'],51,,,,,,,,,,,,,,,,,Barcelona,217,00:10:51.421,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.1694,,,,,,,,,,,,,25eec23d-3d2e-4a1b-8afb-ca57547a5e1b,578,,"[75.0, 70.0]",69142,10,,,,1.1574659,,Right Foot,,"[77.5, 75.7]",,Ground Pass,,6.2241464,,,,Daniel Alves da Silva,4324.0,,,,,,,1,From Throw In,Xavier Hernández Creus,20131.0,Left Center Midfield,24,Barcelona,217,['0e585156-b919-4674-89fe-dad5fbcad299'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:10:52.546,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9056,,,,,,,,,,,,,e07c731d-8a18-4ea6-95e6-10b90d5e698e,582,,"[76.1, 76.8]",69142,10,,,,-1.1110398,,Right Foot,,"[81.2, 66.5]",,Ground Pass,,11.493477,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,From Throw In,Daniel Alves da Silva,4324.0,Right Back,24,Barcelona,217,"['064250d7-0a7d-45dd-ba08-c17ba970a4c0', '09c56ec7-30f0-4a93-8f64-80cfcf637522']",53,,,,,,,,,,,,,,,,,Barcelona,217,00:10:53.966,Pass,True,2008/2009
,,,,,,,,,,,,,,,,1.1682,,,,,,,,,,,,,babbbe5e-4fff-4063-a29d-7dbb8ec49ff6,587,,"[78.2, 64.4]",69142,11,True,,,-0.14981246,,Right Foot,,"[88.8, 62.8]",,Ground Pass,,10.720075,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,Free Kick,1,From Free Kick,Daniel Alves da Silva,4324.0,Right Back,25,Barcelona,217,['c012bdb3-df55-4894-aacf-49d3998c793d'],11,,,,,,,,,,,,,,,,,Barcelona,217,00:11:11.674,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.2713,,,,,,,,,,,,,2bc37dca-5b5f-4ac8-99e2-be577cf526ce,589,,"[90.2, 64.2]",69142,11,,,,-2.043848,,Left Foot,,"[83.7, 51.5]",,Ground Pass,,14.266745,,,,Xavier Hernández Creus,20131.0,,,,,,,1,From Free Kick,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,25,Barcelona,217,['2ec66c85-a1d4-4c01-9a02-69f4fdc3c61d'],13,,,,,,,,,,,,,,,,,Barcelona,217,00:11:13.271,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.560888,,,,,,,,,,,,,5edca5ad-7740-420e-b7f1-2e83bcf9859c,592,,"[83.7, 51.5]",69142,11,,,,-1.8249644,,Right Foot,,"[76.4, 23.4]",,Ground Pass,,29.03274,,,,Andrés Iniesta Luján,5216.0,,,,,,,1,From Free Kick,Xavier Hernández Creus,20131.0,Left Center Midfield,25,Barcelona,217,['e18eea9b-a084-4217-9e13-316e36121a03'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:11:15.621,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.3553,,,,,,,,,,,,,1d1c56b3-ef94-49c1-bebb-7a9ed65e1469,595,,"[76.4, 23.4]",69142,11,,,,-0.97550344,,Right Foot,,"[89.2, 4.5]",,Ground Pass,,22.826519,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,,1,From Free Kick,Andrés Iniesta Luján,5216.0,Right Center Midfield,25,Barcelona,217,['3c3e150a-2bab-48ac-a08e-ce8571387f01'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:11:18.227,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.461343,,,,,,,,,,,,,07846156-9942-49c0-9027-74909d9f34fe,598,,"[89.2, 5.7]",69142,11,,,,0.94200003,,Left Foot,True,"[110.0, 34.3]",,High Pass,,35.363823,,Incomplete,,,,,,,,,,1,From Free Kick,Sylvio Mendes Campos Junior,25854.0,Left Back,25,Barcelona,217,['bd6055cc-aca6-47f9-a525-411307c16a67'],21,,,,,,,,,,,,,,,,,Barcelona,217,00:11:21.298,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.77461,,,,,,,,,,,,,457dd2d0-eddf-4614-a1ca-fdb2f6e32948,600,,"[120.0, 0.1]",69142,11,True,,,2.8031769,,Right Foot,,"[102.1, 6.4]",,Ground Pass,,18.976301,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,Corner,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,26,Barcelona,217,['21d48448-1b49-45ec-aa63-c6ee8c0a3d4a'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:11:37.145,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.4829,,,,,,,,,,,,,aafa7626-1d0b-4d28-9e4e-8d9434750fa4,602,,"[95.2, 10.8]",69142,11,True,,,1.1421953,,Left Foot,True,"[107.4, 37.5]",,High Pass,,29.355238,,Incomplete,,,,,,,,,,1,From Corner,Sylvio Mendes Campos Junior,25854.0,Left Back,26,Barcelona,217,['8f5a6969-6240-418f-b75b-7954457568a1'],38,,,,,,,,,,,,,,,,,Barcelona,217,00:11:38.610,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.1666,,,,,,,,,,,,,6b8eb40f-8279-43d8-b7d6-fa958007ebb6,604,,"[120.0, 80.0]",69142,11,,,,-2.311855,,Left Foot,,"[92.0, 49.4]",,Low Pass,True,41.477222,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,Inswinging,,Corner,1,From Corner,Xavier Hernández Creus,20131.0,Left Center Midfield,27,Barcelona,217,['f063ac16-a091-4548-afb8-ab1b850c7aed'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:11:56.520,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.614596,,,,,,,,,,,,,ef10dc30-3458-49b8-ab96-26fb00e36d29,607,,"[92.0, 49.4]",69142,11,,,,-0.39644128,,Right Foot,,"[104.9, 44.0]",,Ground Pass,,13.984634,,Incomplete,,Samuel Eto''o Fils,19298.0,,,,,,,1,From Corner,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,27,Barcelona,217,"['312e4c97-c7b4-4105-bb22-38aacb6839e4', '4e9339b5-ed39-4383-8456-58d83774e7fe']",58,,,,,,,,,,,,,,,,,Barcelona,217,00:11:58.800,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.0804,,,,,,,,,,,,,a11229c8-dfa0-486d-82fe-af8771a33ad2,614,,"[71.7, 27.3]",69142,12,,,,2.3589647,,Left Foot,,"[53.6, 45.3]",,Ground Pass,,25.526653,,,,Sylvio Mendes Campos Junior,25854.0,,,,,,Recovery,1,From Corner,José Martín Cáceres Silva,5248.0,Left Center Back,27,Barcelona,217,['ca7f32bc-6edc-4524-aace-e8896dd4e166'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:12:05.364,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.7767,,,,,,,,,,,,,a6f058de-fd32-4a67-8351-bac2c9d1283a,617,,"[49.0, 32.6]",69142,12,,,,1.3425225,,Left Foot,,"[53.6, 52.4]",,Ground Pass,,20.327322,,,,Rafael Márquez Álvarez,5558.0,,,,,,,1,From Corner,Sylvio Mendes Campos Junior,25854.0,Left Back,27,Barcelona,217,['dd464376-d42a-4a43-8c51-9af8e7b2345f'],14,,,,,,,,,,,,,,,,,Barcelona,217,00:12:14.466,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.0338,,,,,,,,,,,,,61f6eac0-b156-4be0-9048-c0fa4097c003,620,,"[57.5, 53.8]",69142,12,,,,-2.0378568,,Right Foot,,"[45.7, 30.4]",,Ground Pass,,26.20687,,,,José Martín Cáceres Silva,5248.0,,,,,,,1,From Corner,Rafael Márquez Álvarez,5558.0,Right Center Back,27,Barcelona,217,['1fa37d38-139b-4b38-98fe-3b7d0ae63308'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:12:19.445,Pass,,2008/2009
