bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,1.36746,,,,,,,,,,,,,,,b31bd4af-b4c9-4021-933c-934c73620bbe,3521,,"[49.9, 19.2]",69212,88,,,,,1.1205708,,Left Foot,,,,"[55.7, 31.2]",,Ground Pass,,13.328166,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,191,Barcelona,217,['8513a3ba-7bc2-4795-9851-7b56e6a1f1e7'],40,,,,,,,,,,,,,,,,,Barcelona,217,00:43:40.388,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.322776,,,,,,,,,,,,,,,98d61e81-ade5-49b6-8747-b6272d78c4b0,3524,,"[55.7, 30.3]",69212,88,,,,,-2.79165,,Right Foot,,,,"[42.0, 25.3]",,Ground Pass,,14.583896,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,191,Barcelona,217,['cd1c5266-c19e-4ea3-9c48-42f5ee50dff4'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:43:41.836,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.254451,,,,,,,,,,,,,,,620f7ede-b4c3-4022-9405-9c241402a601,3527,,"[42.0, 25.3]",69212,88,,,,,1.5012224,,Right Foot,,,,"[44.0, 54.0]",,Ground Pass,,28.769602,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,191,Barcelona,217,['88cf3d8e-a304-4c33-be04-eb39b6778206'],44,,,,,,,,,,,,,,,,,Barcelona,217,00:43:44.225,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.132468,,,,,,,,,,,,,,,99515df5-3660-4280-a563-2911508b30b2,3530,,"[51.8, 62.9]",69212,88,,,,,0.8872666,,Right Foot,,,,"[61.9, 75.3]",,Ground Pass,,15.992811,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,191,Barcelona,217,['cfb90a0b-be3e-4833-b5f0-8068392aa455'],48,,,,,,,,,,,,,,,,,Barcelona,217,00:43:48.831,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.136494,,,,,,,,,,,,,,,0edf584f-8f17-419e-82e0-15b1c25be1a5,3533,,"[65.5, 73.8]",69212,88,,,,,-2.426501,,Right Foot,,,,"[50.3, 60.6]",,Ground Pass,,20.131567,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,191,Barcelona,217,['1666b047-946a-45a2-b1f8-5f2361d17d87'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:43:50.098,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.901226,,,,,,,,,,,,,,,a24b6278-ab20-4adc-b295-9ead45d58d0f,3536,,"[55.7, 63.8]",69212,88,,,,,0.069253236,,Right Foot,,,,"[73.0, 65.0]",,Ground Pass,,17.341568,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,191,Barcelona,217,['9d5b7a43-4bca-4c1f-badf-efd08fe7e492'],52,,,,,,,,,,,,,,,,,Barcelona,217,00:43:52.915,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.295695,,,,,,,,,,,,,,,1d671006-6901-4833-a639-f3956d2261a7,3539,,"[71.8, 63.4]",69212,88,,,,,1.811783,,Right Foot,,,,"[68.9, 75.2]",,Ground Pass,,12.151132,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,191,Barcelona,217,['ee96b41c-3e60-45da-9d83-be698b5f1d4d'],53,,,,,,,,,,,,,,,,,Barcelona,217,00:43:53.976,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.120139,,,,,,,,,,,,,,,ea1672ae-ee4f-4263-a797-103c8cb0dc9d,3542,,"[69.8, 76.4]",69212,88,,,,,-2.3481946,,Right Foot,,,,"[57.4, 63.8]",,Ground Pass,,17.678236,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,191,Barcelona,217,['b194fc14-e24f-4eb5-b139-0a1b4a0ffee9'],55,,,,,,,,,,,,,,,,,Barcelona,217,00:43:55.432,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.010805,,,,,,,,,,,,,,,b4afdc79-3ca5-4586-b3f3-54ee4e705236,3545,,"[55.5, 62.1]",69212,88,,,,,0.5312734,,Right Foot,,,,"[65.2, 67.8]",,Ground Pass,,11.250778,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,191,Barcelona,217,['ff2afc13-77dc-46e4-ba5e-3dc4795d752b'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:43:56.672,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.481439,,,,,,,,,,,,,,,2d94b7ab-1cf5-400c-b765-eb4ceef9bb02,3548,,"[63.3, 63.5]",69212,88,,,,,-1.8076451,,Left Foot,,,,"[57.0, 37.4]",,Ground Pass,,26.84958,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,191,Barcelona,217,['d569b17e-e951-4fe1-a4e4-43de4fc98a7e'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:43:59.018,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.828031,,,,,,,,,,,,,,,2ad474af-7613-4ec5-90a9-5d8f2785edaa,3551,,"[68.1, 36.4]",69212,89,,,,,-1.0989071,,Right Foot,,,,"[82.9, 7.4]",,Low Pass,,32.558254,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,191,Barcelona,217,['d1f10333-9dfd-4602-8f9f-ae7d834b78f9'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:44:02.555,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.814923,,,,,,,,,,,,,,,74521244-9671-4df4-b7a7-9738187c7a47,3554,,"[82.1, 8.3]",69212,89,,,,,-0.14358339,,Right Foot,,,,"[90.4, 7.1]",,Ground Pass,,8.386298,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,191,Barcelona,217,['09dea3cd-e562-4788-a998-fc3bdefa64a0'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:44:06.530,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.143457,,,,,,,,,,,,,,,4aaa228b-30b3-4c90-94d7-456148bfe669,3557,,"[89.6, 7.1]",69212,89,,,,,3.0648208,,Left Foot,,,,"[76.6, 8.1]",,Ground Pass,,13.038404,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,191,Barcelona,217,['efdd0b8a-7dd6-41e3-a5ef-c27214d0c8c4'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:44:08.145,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.404772,,,,,,,,,,,,,,,ed92a0ee-ed5d-4c7a-9435-e635afa16670,3560,,"[76.4, 8.3]",69212,89,,,,,2.6194038,,Right Foot,,,,"[55.2, 20.5]",,Ground Pass,,24.459763,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,191,Barcelona,217,['584e2111-e829-404c-a90c-127df59f99af'],10,,,,,,,,,,,,,,,,,Barcelona,217,00:44:10.540,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.586489,,,,,,,,,,,,,,,7e5a39d9-2084-44f0-9751-dd1d32c788bf,3563,,"[68.4, 23.3]",69212,89,,,,,-1.1015308,,Right Foot,,,,"[75.6, 9.1]",,Ground Pass,,15.921055,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,191,Barcelona,217,['1775254c-719d-4769-ac1b-2c2633e78525'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:44:16.076,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.734631,,,,,,,,,,,,,,,8ebbbed1-61ee-4812-a068-bb634640a63e,3566,,"[78.3, 8.1]",69212,89,,,,,0.3379349,,Right Foot,,,,"[120.7, 23.0]",,Low Pass,,44.941853,,Out,Thierry Henry,15516.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,191,Barcelona,217,['84ce44de-efb2-4ab5-9c55-27e2927a2aa3'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:44:20.305,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.493249,,,,,,,,,,,,,,,509aa3d6-91cb-4c6c-8368-9e42d97e57ab,3568,,"[6.0, 36.0]",69212,89,,True,,,-0.3385557,,Right Foot,,,,"[84.1, 8.5]",,High Pass,,82.80012,,Incomplete,Antonio López Guerrero,26118.0,,,,,,Goal Kick,2,From Goal Kick,Grégory Coupet,20256.0,Goalkeeper,192,Atlético Madrid,212,"['35a2846f-ae84-4b77-8ef5-c378871e88f5', '6446db1a-7945-4cbd-be79-9b38309ddc19']",47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:44:47.208,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.23019,,,,,,,,,,,,,,,32f316aa-d98b-446d-aac6-4ddcd02381d7,3575,,"[38.5, 63.8]",69212,89,,,,,0.88817376,,Right Foot,,,,"[48.5, 76.1]",,Ground Pass,,15.852129,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,193,Barcelona,217,['1241130b-2fd6-4126-b943-bd10f2cbaecd'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:44:56.778,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.030217,,,,,,,,,,,,,,,10286a4d-fe63-4748-8051-ec616410cc8b,3578,,"[48.6, 76.1]",69212,89,,,,,-1.8271013,,Right Foot,,,,"[44.8, 61.6]",,Ground Pass,,14.989663,,,Sergio Busquets i Burgos,5203.0,,,,,,,2,Regular Play,Carles Puyol i Saforcada,20125.0,Right Back,193,Barcelona,217,['9a4fef3d-c75f-4b13-a380-46558518b142'],59,,,,,,,,,,,,,,,,,Barcelona,217,00:44:59.021,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.825635,,,,,,,,,,,,,,,fee9042d-f388-4b78-b45a-8ed68a5afb76,3582,,"[49.9, 59.2]",69212,90,,,,,-1.8071693,,Right Foot,,,,"[46.6, 45.5]",,Ground Pass,,14.091842,,,Eiður Smári Guðjohnsen,11270.0,,,,,,,2,Regular Play,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,193,Barcelona,217,['1c64f0a1-3439-4aa5-a0df-046e449258fa'],1,,,,,,,,,,,,,,,,,Barcelona,217,00:45:01.768,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.289331,,,,,,,,,,,,,,,52138aad-d26e-4eab-951d-21db68d05be2,3585,,"[46.7, 45.5]",69212,90,,,,,-1.989656,,Right Foot,,,,"[40.2, 30.9]",,Low Pass,,15.981552,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,Regular Play,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,193,Barcelona,217,['4005df15-dac1-4d63-9a79-0b659de389a3'],2,,,,,,,,,,,,,,,,,Barcelona,217,00:45:02.754,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.334639,,,,,,,,,,,,,,,0397ab3b-9af9-4fa0-b3c5-0cfb9da3afce,3588,,"[65.6, 23.0]",69212,90,,,,,-0.6218879,,Right Foot,,,,"[82.9, 10.6]",,Ground Pass,,21.284971,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,193,Barcelona,217,['6d7804ca-89c1-4ec1-bbfc-af82f168af79'],7,,,,,,,,,,,,,,,,,Barcelona,217,00:45:07.135,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.3664,,,,,,,,,,,,,,,c67789f4-c6d5-4925-984c-9f9fd938f08f,3595,,"[35.5, 56.9]",69212,90,,,,,-2.896614,,Left Foot,,,,"[26.7, 54.7]",,Ground Pass,,9.070832,,,Johnny Heitinga,19728.0,,,,,,Recovery,2,Regular Play,Raúl García Escudero,6391.0,Left Center Midfield,194,Atlético Madrid,212,['682e964f-e478-4c75-909f-d577c625d7a8'],10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:45:10.696,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.9862,,,,,,,,,,,,,,,ecdf2f9d-7154-4de3-9369-3cbdc17bb0d4,3597,,"[26.7, 54.7]",69212,90,,,,,1.3636211,,Right Foot,,,,"[30.0, 70.4]",,Ground Pass,,16.043068,,,Luis Amaranto Perea Mosquera,26120.0,,,,,,,2,Regular Play,Johnny Heitinga,19728.0,Right Center Back,194,Atlético Madrid,212,['3dce6753-219e-47a0-b3e4-f818e2a46018'],12,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:45:12.062,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.329,,,,,,,,,,,,,,,bac0074d-98d9-49ca-aca4-37df9ee1f1e7,3600,,"[27.0, 65.4]",69212,90,,,,,-0.02887284,,Right Foot,,,,"[82.4, 63.8]",,High Pass,,55.4231,,Pass Offside,Florent Sinama-Pongolle,26083.0,,,,,,,2,Regular Play,Luis Amaranto Perea Mosquera,26120.0,Right Back,194,Atlético Madrid,212,['13885327-042d-49d2-95b3-a53f649873ee'],14,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:45:14.496,Pass,,2008/2009
,,,,,,,,,,,,,,,,3.272861,,,,,,,,,,,,,,,b8204ac3-25bd-4b8b-8278-e139a77f98ac,3602,,"[40.5, 22.3]",69212,90,,True,,,0.4748516,,Left Foot,,,,"[54.7, 29.6]",,Ground Pass,,15.966528,,,Sergio Busquets i Burgos,5203.0,,,,,,Free Kick,2,From Free Kick,Víctor Valdés Arribas,20176.0,Goalkeeper,195,Barcelona,217,['01943627-8555-43c7-aa9c-99a742518654'],19,,,,,,,,,,,,,,,,,Barcelona,217,00:45:19.229,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.121527,,,,,,,,,,,,,,,f23791a4-bb95-4b5f-934a-7e7428c01b57,3604,,"[57.5, 33.1]",69212,90,,,,,1.0530145,,Right Foot,,,,"[66.5, 48.9]",,Ground Pass,,18.18351,,,Seydou Kéita,20169.0,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,195,Barcelona,217,['18a4d552-81f4-4d4b-99f3-ad06dbd51825'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:45:23.203,Pass,,2008/2009
,,,,,,,,,,,,,,,,0.726608,,,,,,,,,,,,,,,26e91aec-9cfd-4e3e-a0f3-203a91119856,3607,,"[69.8, 51.5]",69212,90,,,,,1.308049,,Left Foot,,,,"[73.7, 66.0]",,Ground Pass,,15.015326,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Seydou Kéita,20169.0,Right Center Midfield,195,Barcelona,217,['853c44bd-8c6b-456d-99b9-0628f4c01f6e'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:45:26.368,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.32839,,,,,,,,,,,,,,,8388399c-7088-4426-90aa-069d2900bc48,3610,,"[78.9, 64.4]",69212,90,,,,,1.5327195,,Right Foot,,,,"[79.3, 74.9]",,Ground Pass,,10.507616,,,Carles Puyol i Saforcada,20125.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,195,Barcelona,217,['eeae5d4e-0902-4f1b-81a9-22e32aa6715a'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:45:28.020,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.417039,,,,,,,,,,,,,,,2ce69daf-28fd-4668-ae7d-48680c534c82,3613,,"[83.4, 75.6]",69212,90,,,,,-2.2259023,,Right Foot,,,,"[70.8, 59.2]",,Ground Pass,,20.681393,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Carles Puyol i Saforcada,20125.0,Right Back,195,Barcelona,217,['2fdfcf10-08b7-48a2-bd0d-a1a93ef4e482'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:45:29.483,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.653512,,,,,,,,,,,,,,,8722ea63-22f2-47fb-9e1e-71cecfbe32b2,3616,,"[67.1, 62.6]",69212,90,,,,,-2.673019,,Left Foot,,,,"[50.9, 54.4]",,Ground Pass,,18.157093,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,195,Barcelona,217,['3d8976f7-261d-4fd5-afb6-a742f83c1f36'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:45:31.585,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.012337,,,,,,,,,,,,,,,7f04085a-d737-4519-a254-00ea3f3502b3,3619,,"[52.8, 54.0]",69212,90,,,,,1.1109655,,Left Foot,,,,"[58.0, 64.5]",,Ground Pass,,11.717082,,,Andrés Iniesta Luján,5216.0,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,195,Barcelona,217,['309212fa-08cf-4d4a-8fae-9615bfb69545'],33,,,,,,,,,,,,,,,,,Barcelona,217,00:45:33.625,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.864542,,,,,,,,,,,,,,,e37dfa73-b0ef-496c-b2e6-23bd9a19b50e,3622,,"[57.5, 57.7]",69212,90,,,,,-1.7916833,,Right Foot,,,,"[50.0, 24.3]",,Ground Pass,,34.231712,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Andrés Iniesta Luján,5216.0,Right Wing,195,Barcelona,217,['72689b43-12ee-4ba4-9b01-01637428ff43'],36,,,,,,,,,,,,,,,,,Barcelona,217,00:45:36.352,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.490658,,,,,,,,,,,,,,,9c55d4fd-77bb-4e72-8b2f-88fc25aa02df,3625,,"[49.5, 23.4]",69212,90,,,,,-1.2090671,,Right Foot,,,,"[55.1, 8.6]",,Ground Pass,,15.824033,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,195,Barcelona,217,['1991285d-d090-45ad-bf33-b317d1db87ac'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:45:41.045,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.121075,,,,,,,,,,,,,,,29fc9553-9eda-43ec-853a-8364ab959614,3628,,"[59.6, 7.1]",69212,90,,,,,-0.18409847,,Left Foot,,,,"[74.1, 4.4]",,Ground Pass,,14.749237,,,Thierry Henry,15516.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,195,Barcelona,217,['15f964f5-d2cf-45c1-afd8-30deed6e0010'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:45:43.766,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.070908,,,,,,,,,,,,,,,6111096a-10e9-4f21-a3cc-463ae1bdb18c,3631,,"[74.6, 4.1]",69212,90,,,,,-3.0358434,,Right Foot,,,,"[56.7, 2.2]",,Ground Pass,,18.000555,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,2,From Free Kick,Thierry Henry,15516.0,Left Wing,195,Barcelona,217,['de759390-312d-4be0-8c3a-8c897d116ce9'],45,,,,,,,,,,,,,,,,,Barcelona,217,00:45:45.059,Pass,,2008/2009
,,,,,,,,,,,,,,,,1.469422,,,,,,,,,,,,,,,40e769ca-dffc-417f-830c-3ebae641d312,3634,,"[59.4, 2.9]",69212,90,,,,,2.6039178,,Left Foot,,,,"[43.3, 12.5]",,Ground Pass,,18.744865,,,Gerard Piqué Bernabéu,5213.0,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,195,Barcelona,217,['9e2017ec-d324-4df2-ae86-bbea390b162c'],47,,,,,,,,,,,,,,,,,Barcelona,217,00:45:47.304,Pass,,2008/2009
,,,,,,,,,,,,,,,,2.036239,,,,,,,,,,,,,,,1762ba15-fe44-48eb-a37e-4c943fc8b6d9,3637,,"[46.7, 14.5]",69212,90,,,,,1.5928314,,Right Foot,,,,"[45.9, 50.8]",,Ground Pass,,36.308815,,,Rafael Márquez Álvarez,5558.0,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,195,Barcelona,217,['25e32f46-45b8-494c-a4cb-8a005c61a36d'],50,,,,,,,,,,,,,,,,,Barcelona,217,00:45:50.953,Pass,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8bc3f05c-bbbb-43f2-8d77-0a2f6e7458ff,6,,"[45.4, 43.2]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,2,Barcelona,217,['ec5c278f-0e80-4c42-8bc5-24cc3d86e573'],5,,,,,,,,,,,,,,,,,Barcelona,217,00:00:05.374,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,164124ca-9566-494a-bb1a-a406f72fc7a4,8,,"[34.0, 49.1]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['3c75d7c9-8072-4836-bcba-a7873983c9da'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:00:06.698,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1c5ec888-fd03-4bbf-830e-9a3aa076eb7b,11,,"[37.6, 35.4]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['eaae1147-14d3-489a-bb47-7e68a034edd6'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:00:08.088,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fc856b3b-97b5-4102-aeec-643139fc5439,14,,"[49.7, 76.9]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Carles Puyol i Saforcada,20125.0,Right Back,2,Barcelona,217,['6f5fb51d-aff1-4a51-b0b3-1be31cb17ed4'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:00:15.245,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,bc857b45-c58c-4e9c-b2ab-f76ec8c156bf,17,,"[38.8, 60.6]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Rafael Márquez Álvarez,5558.0,Right Center Back,2,Barcelona,217,['d7aabafa-7311-4c63-b473-2613c89c6dde'],18,,,,,,,,,,,,,,,,,Barcelona,217,00:00:18.704,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36ad842f-9a6c-4d6d-a7b7-9cf4041b143e,20,,"[39.8, 29.7]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Gerard Piqué Bernabéu,5213.0,Left Center Back,2,Barcelona,217,['e80547ff-d4ec-4e97-908c-6fe05b9d26d9'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:00:22.811,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b99ebe6f-26ee-4aa3-918e-de6d5ee7c818,23,,"[47.0, 6.2]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['c2210c58-1724-41d5-b601-e89cb9b086fc'],24,,,,,,,,,,,,,,,,,Barcelona,217,00:00:24.553,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d644f42e-f700-42ba-9115-cab5305434b5,27,,"[53.2, 15.6]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,2,Barcelona,217,['f8f680ec-d7d6-416f-9c73-d2cb10088188'],26,,,,,,,,,,,,,,,,,Barcelona,217,00:00:26.874,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8e014736-105b-40f5-9cad-a59944b6b0d4,30,,"[63.0, 5.2]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['0a08e711-b785-406a-a2ec-bf62516975ed'],29,,,,,,,,,,,,,,,,,Barcelona,217,00:00:29.107,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4dce9b9d-7447-4c97-810a-f2debd672430,34,,"[75.9, 17.6]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Andrés Iniesta Luján,5216.0,Left Wing,2,Barcelona,217,"['2dacd8ed-122a-4e1e-a9ce-a84cd8205f69', '426bec23-acca-4f8a-aa02-cdbc66bcedbe']",30,,,,,,,,,,,,,,,,,Barcelona,217,00:00:30.568,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,01283fc3-23e4-45a0-a17d-044143ac255a,38,,"[67.8, 21.2]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,2,Barcelona,217,"['9aa57e5d-1f1a-436b-bd1d-d44ab0f6976b', 'd2c03ab4-75c7-4e00-a871-0e0b988215e0']",31,,,,,,,,,,,,,,,,,Barcelona,217,00:00:31.551,Ball Receipt*,True,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2b1be5c4-0ef4-47ae-8baf-6df5714b5290,41,,"[90.9, 5.4]",69212,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,From Kick Off,Eric-Sylvain Bilal Abidal,20177.0,Left Back,2,Barcelona,217,['f0c1f1ec-0901-4d5e-872a-132cb2995eb1'],32,,,,,,,,,,,,,,,,,Barcelona,217,00:00:32.815,Ball Receipt*,,2008/2009
