bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_offensive,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_no_touch,pass_outcome,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ddeaa1a3-f2bc-4621-9700-e745e90c95bb,3333,,"[13.7, 66.0]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Rafael Márquez Álvarez,5558.0,Right Center Back,182,Barcelona,217,['f7591013-6386-41e1-bb00-db86d31a1aed'],20,,,,,,,,,,,,,,,,,Barcelona,217,00:39:20.138,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09f3372b-63ed-4413-9691-912cd22c241f,3336,,"[77.9, 61.9]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,182,Barcelona,217,['f48af573-fe89-420a-beb0-caed83746120'],23,,,,,,,,,,,,,,,,,Barcelona,217,00:39:23.983,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71ddf275-42d3-4803-a78c-2721c4f3ff6b,3338,,"[58.4, 16.6]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Antonio López Guerrero,26118.0,Left Midfield,183,Atlético Madrid,212,['df55589b-4760-4c1c-b08e-6cb61cc5ad69'],25,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:39:25.595,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87b93c37-7636-4f43-857f-98730ee69282,3340,,"[14.4, 36.8]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Grégory Coupet,20256.0,Goalkeeper,183,Atlético Madrid,212,['8fe78d61-7063-44a7-8fb5-9b00bb3982d3'],31,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:39:31.071,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c39df6f4-7e46-41aa-9e7d-6679ffd9c549,3343,,"[56.5, 75.2]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Right Midfield,183,Atlético Madrid,212,['1a92c1d2-1031-4ffd-b4cf-d5509953e2a0'],36,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:39:36.528,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e89d628d-dc30-42f3-8831-e9555616abc3,3345,,"[43.8, 10.6]",69212,84,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Gerard Piqué Bernabéu,5213.0,Left Center Back,184,Barcelona,217,['dce7cf93-7e72-44a9-8e93-b40d02379788'],56,,,,,,,,,,,,,,,,,Barcelona,217,00:39:56.885,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e7c4073f-5b43-41bf-a7df-fed58f13f285,3347,,"[43.7, 55.6]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Rafael Márquez Álvarez,5558.0,Right Center Back,184,Barcelona,217,['d844ee3e-9155-4e76-8b13-e209bc0e5d85'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:40:00.682,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b3f68d49-dd50-4ce5-8c2a-2c9a80fc843f,3350,,"[103.8, 36.5]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Eiður Smári Guðjohnsen,11270.0,Left Center Midfield,184,Barcelona,217,['3c84ab20-3cc7-4728-a3e8-8bb502034b23'],6,,,,,,,,,,,,,,,,,Barcelona,217,00:40:06.762,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a77168cb-4e05-4cb0-af68-fa282be48ff0,3353,,"[23.7, 54.7]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Johnny Heitinga,19728.0,Right Center Back,185,Atlético Madrid,212,['874d2a9b-8a55-4e65-8a6e-498fbe8e0703'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:13.337,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89a706d2-433b-4161-bc5e-1423ec0ed23e,3356,,"[52.2, 70.4]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Miguel Ángel De las Cuevas Barberá,23991.0,Right Midfield,185,Atlético Madrid,212,['90ef9011-fccf-46ce-9630-d8e97e5c6a90'],16,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:16.809,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,585e96e1-bd23-4c45-8fd1-028a4a8e937a,3360,,"[66.9, 60.6]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Raúl García Escudero,6391.0,Left Center Midfield,185,Atlético Madrid,212,['c37488fe-7906-4f1e-bc0f-319844bb38b4'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:19.273,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ae5d389f-2fb5-4233-8540-51de3fd5b38d,3363,,"[78.6, 44.3]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florent Sinama-Pongolle,26083.0,Left Center Forward,185,Atlético Madrid,212,['7e28fd79-27c7-4ee4-a051-6ba22871d666'],22,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:22.570,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,03726867-83c2-4af3-9f74-c6fd76bab34a,3372,,"[75.4, 47.5]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,185,Atlético Madrid,212,['44c31d60-f144-4378-af13-38ba73e05b04'],28,,,,,,,,,,,,,,,,,Barcelona,217,00:40:28.730,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,057a6ff3-3169-45fa-94bb-04a42ca3de8b,3376,,"[87.2, 77.5]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,185,Atlético Madrid,212,['e4ffa34f-788b-4784-becd-7408cac4a0f6'],31,,,,,,,,,,,,,,,,,Barcelona,217,00:40:31.520,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ec4a8bf4-0770-4f94-a1da-d7e16f21c041,3378,,"[43.1, 30.6]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,186,Atlético Madrid,212,['bb051c66-b404-4336-be1e-78d76ac137d2'],44,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:44.827,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f0caed64-64d3-4263-991f-8330a12e1462,3382,,"[33.3, 53.8]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Johnny Heitinga,19728.0,Right Center Back,186,Atlético Madrid,212,"['3fa46cb3-a87c-4c7e-82db-6652276817f9', 'ea63c8fd-07e9-4493-9fec-aef05ff4eb67']",47,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:47.850,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b1a8c6c5-1d3b-4d8b-bd7c-3c04712aca03,3386,,"[44.4, 55.4]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,186,Atlético Madrid,212,"['045664df-487f-469f-8bc1-e9c17a87f1dd', '87f18e6f-faaf-4f08-97e7-8166145c1f2c']",49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:49.599,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dfa6a16f-75d4-44c8-9775-57d7f993e3e9,3392,,"[63.0, 71.3]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Miguel Ángel De las Cuevas Barberá,23991.0,Right Midfield,186,Atlético Madrid,212,['071383ff-c915-4efb-b73f-d71aa59da424'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:56.505,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a2aab719-cda8-48f0-9b89-435c9ec21158,3394,,"[47.9, 67.0]",69212,85,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Amaranto Perea Mosquera,26120.0,Right Back,186,Atlético Madrid,212,['89a179b0-421f-488a-8b4b-a0a624deb072'],57,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:40:57.608,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ab5d5425-405e-49bf-9fc5-77e3a36fe9df,3397,,"[52.2, 53.0]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Johnny Heitinga,19728.0,Right Center Back,186,Atlético Madrid,212,['a6962358-930d-4b58-bd22-249024d27467'],0,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:00.095,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3389a5ab-d172-46a0-a941-be6859f2c0bd,3404,,"[54.5, 49.1]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,186,Atlético Madrid,212,['6c3a7d0f-4abe-4f2e-8114-c70f16e65145'],7,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:07.481,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3b5401d9-9f1f-4378-b2f7-537949675bbe,3408,,"[62.5, 26.1]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Éver Maximiliano David Banega,5504.0,Right Center Forward,186,Atlético Madrid,212,"['028e7f85-d947-460c-8f23-3d7adc1b2f14', '1136eff0-7499-48f8-9be1-9d0500e8e67a']",10,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:10.181,Ball Receipt*,True,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d99f0e66-4351-47e6-8159-50739f10c955,3412,,"[63.9, 6.2]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mariano Andrés Pernía,26057.0,Left Back,186,Atlético Madrid,212,['9f706168-2da8-410a-90da-7a2740cec80d'],13,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:13.838,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85b17cc3-8c77-42bb-a54c-8068f1a1d0c4,3416,,"[92.0, 47.5]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Bojan Krkíc Pérez,4913.0,Center Forward,186,Atlético Madrid,212,['1773a34e-4729-423a-8536-8cecedcae247'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:41:16.934,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8c542750-e7d6-440f-9355-4db6785c8830,3418,,"[34.3, 21.8]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Éver Maximiliano David Banega,5504.0,Right Center Forward,187,Atlético Madrid,212,['661aed52-cca4-4155-b098-39e29e641b38'],27,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:27.035,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5a1ac072-b335-4654-9e91-315d04bd7a3a,3420,,"[52.6, 6.4]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mariano Andrés Pernía,26057.0,Left Back,187,Atlético Madrid,212,['d1e45b5f-6c6c-4850-b16b-14113c72902b'],28,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:28.972,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43640f39-4b02-4369-9f80-6de6c335e72e,3423,,"[56.3, 16.2]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antonio López Guerrero,26118.0,Left Midfield,187,Atlético Madrid,212,['759416f9-04fb-410a-b9e1-0d72a8d4922f'],31,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:31.155,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,d8f4b789-712d-4a53-bfc0-f10562939484,3427,,"[57.0, 36.5]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,187,Atlético Madrid,212,['0c5b4353-b679-422b-b8cb-42c6f4ac8691'],34,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:34.250,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,c293dac5-134c-4996-a3bb-a805360fd3c6,3431,,"[71.0, 70.3]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Miguel Ángel De las Cuevas Barberá,23991.0,Right Midfield,187,Atlético Madrid,212,['3e565399-b272-4a6e-8201-ba4eb5af277a'],37,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:37.322,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46a7e4c2-0bbe-494b-a248-82db23e08b20,3434,,"[59.6, 66.2]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Luis Amaranto Perea Mosquera,26120.0,Right Back,187,Atlético Madrid,212,['13befda4-8061-49e4-a1f5-de2d63c07334'],42,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:42.244,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22e6e820-1680-4c11-a246-970cf926d9cc,3437,,"[57.3, 58.3]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Raúl García Escudero,6391.0,Left Center Midfield,187,Atlético Madrid,212,['cf6f0b70-3aa9-42db-9cde-ba2075be17cf'],44,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:44.013,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e8b25c75-3583-4479-9dda-e777951992b3,3440,,"[63.5, 51.4]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,187,Atlético Madrid,212,['072a7a16-67b2-4513-80fd-efe8749b59c8'],45,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:45.405,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,e2a354e4-04bd-4f2e-8402-4805b0efead4,3443,,"[91.2, 4.6]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mariano Andrés Pernía,26057.0,Left Back,187,Atlético Madrid,212,['b844a187-581e-49f3-923d-336a6cf78666'],51,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:51.044,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0a05d647-df07-4766-a02d-5311e4c960af,3445,,"[82.5, 11.0]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antonio López Guerrero,26118.0,Left Midfield,187,Atlético Madrid,212,['3f286128-fa01-4a63-acfc-a3908e737683'],52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:52.628,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27c055ae-a92b-41e5-8cb1-0399a801e6af,3448,,"[106.9, 4.6]",69212,86,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Mariano Andrés Pernía,26057.0,Left Back,187,Atlético Madrid,212,['2bede732-e339-4458-a4db-a9222d0a1f92'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:41:56.958,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,974b2c1f-b3b8-49d2-b2fe-3b31ae3aef66,3451,,"[99.4, 6.4]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Antonio López Guerrero,26118.0,Left Midfield,187,Atlético Madrid,212,['26d65a17-d67a-4949-b0aa-67821e424f8a'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:01.938,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0130a708-113b-4ab3-bc35-c1db3fa64976,3454,,"[108.3, 48.3]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Florent Sinama-Pongolle,26083.0,Left Center Forward,187,Atlético Madrid,212,['fe881c21-66af-4fd1-9311-9aab40a72b8e'],6,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:06.248,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8558e178-dc04-41c5-8ac0-5009035f9dc2,3463,,"[81.5, 26.0]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Bojan Krkíc Pérez,4913.0,Center Forward,187,Atlético Madrid,212,['dee16f6c-bcfa-477f-88fc-532fc729dc85'],15,,,,,,,,,,,,,,,,,Barcelona,217,00:42:15.629,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,316846b0-4adb-4e62-822d-95245061f0e8,3465,,"[52.2, 41.7]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Paulo Assunção da Silva,26502.0,Right Center Midfield,188,Atlético Madrid,212,['659d3cae-cd7a-4351-acf5-f0ca0fae1ec9'],23,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:23.905,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15dfc6a5-0ba8-461a-85ba-16deadfeb239,3467,,"[96.9, 23.8]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Florent Sinama-Pongolle,26083.0,Left Center Forward,188,Atlético Madrid,212,['22f90a87-8554-4085-9020-46e823dc5d2a'],28,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:28.698,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,f89e1fde-9a75-4d48-987a-00c35015667b,3470,,"[79.2, 12.3]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Paulo Assunção da Silva,26502.0,Right Center Midfield,189,Atlético Madrid,212,['fbd668cb-4dfc-457d-a600-c668accda8da'],49,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:49.499,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,473bb19e-8b23-4331-a880-7c01a0527c64,3474,,"[77.0, 26.9]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Raúl García Escudero,6391.0,Left Center Midfield,189,Atlético Madrid,212,"['bf03dc32-ef6c-4e30-a238-1c5d4a123660', 'e11ce612-ae7c-4f39-bfb9-e1b80b84dabc']",52,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:52.513,Ball Receipt*,True,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,555d6959-24e4-4f22-bdb6-6f043329423d,3477,,"[96.3, 7.1]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Éver Maximiliano David Banega,5504.0,Right Center Forward,189,Atlético Madrid,212,['a94c616a-1bac-4a5e-b669-0cd44fdbfc59'],56,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:56.607,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163abd39-d754-49c3-bd9a-7f6565ecd946,3480,,"[106.3, 23.1]",69212,87,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Florent Sinama-Pongolle,26083.0,Left Center Forward,189,Atlético Madrid,212,['f77a4f2a-7106-412e-8ace-2ae64b5b0cb9'],58,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:42:58.591,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786f5bc3-a559-4ca6-a54b-2be1a6f4f32f,3484,,"[106.0, 3.5]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Antonio López Guerrero,26118.0,Left Midfield,189,Atlético Madrid,212,['dc7813fd-cf4c-4c99-bcfe-be5bd729daac'],1,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:43:01.818,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9ce6b688-b1ee-4e0c-8aa2-f953c8f319b9,3487,,"[111.6, 40.3]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Throw In,Johnny Heitinga,19728.0,Right Center Back,189,Atlético Madrid,212,['9eb49d48-447b-4be5-adc6-61a12f4e7f50'],4,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:43:04.361,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139fe390-3da5-40f9-996c-55ca3164baea,3491,,"[31.4, 32.7]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Bojan Krkíc Pérez,4913.0,Center Forward,190,Barcelona,217,['14584ee5-0feb-4050-85ad-7a871f7108ba'],8,,,,,,,,,,,,,,,,,Barcelona,217,00:43:08.163,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,a433c81e-3d84-45f0-a6bb-e7b6d85690a3,3500,,"[27.0, 31.2]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Gerard Piqué Bernabéu,5213.0,Left Center Back,190,Barcelona,217,"['73e09cf7-fdb2-4950-90d1-5783cb3844d0', 'e2b02f60-2f76-4071-93d1-9279b8c3d95f']",14,,,,,,,,,,,,,,,,,Barcelona,217,00:43:14.062,Ball Receipt*,True,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0f9d47d7-97b3-48d5-910e-860bba2b5633,3503,,"[34.5, 50.1]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Seydou Kéita,20169.0,Right Center Midfield,190,Barcelona,217,['45f689e0-b294-4225-ab5c-7f096fcc9bc7'],16,,,,,,,,,,,,,,,,,Barcelona,217,00:43:16.223,Ball Receipt*,,2008/2009
,Incomplete,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71233c03-fbc7-4520-95cb-e6022adcfaee,3507,,"[94.6, 27.4]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Florent Sinama-Pongolle,26083.0,Left Center Forward,190,Barcelona,217,['8eee6aaf-6469-4116-b218-cefd57fe94dc'],19,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:43:19.255,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8df825f1-dc1a-45fb-b35f-5f2a1898c452,3511,,"[53.4, 64.5]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,Thierry Henry,15516.0,Left Wing,190,Barcelona,217,['eca28298-4ed0-4c52-ae4b-3c2d2c2bdfeb'],22,,,,,,,,,,,,,,,,,Barcelona,217,00:43:22.129,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,b89f971c-789b-43af-8dcc-5bdb48adb7bf,3516,,"[48.0, 47.1]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,191,Barcelona,217,['f79984c6-d78d-474f-aeb2-195f371c439f'],34,,,,,,,,,,,,,,,,,Barcelona,217,00:43:34.699,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3e08fa85-8910-4f13-a31c-0d61b434df4e,3519,,"[49.5, 22.8]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Eric-Sylvain Bilal Abidal,20177.0,Left Back,191,Barcelona,217,['3dc648db-048a-4b05-89ea-2907f01f5c70'],37,,,,,,,,,,,,,,,,,Barcelona,217,00:43:37.715,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8513a3ba-7bc2-4795-9851-7b56e6a1f1e7,3522,,"[55.7, 31.2]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Sergio Busquets i Burgos,5203.0,Center Defensive Midfield,191,Barcelona,217,['b31bd4af-b4c9-4021-933c-934c73620bbe'],41,,,,,,,,,,,,,,,,,Barcelona,217,00:43:41.756,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,cd1c5266-c19e-4ea3-9c48-42f5ee50dff4,3525,,"[42.0, 25.3]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Gerard Piqué Bernabéu,5213.0,Left Center Back,191,Barcelona,217,['98d61e81-ade5-49b6-8747-b6272d78c4b0'],43,,,,,,,,,,,,,,,,,Barcelona,217,00:43:43.159,Ball Receipt*,,2008/2009
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88cf3d8e-a304-4c33-be04-eb39b6778206,3528,,"[44.0, 54.0]",69212,88,,,,,,,,,,,,,,,,,,,,,,,,,,2,From Free Kick,Rafael Márquez Álvarez,5558.0,Right Center Back,191,Barcelona,217,['620f7ede-b4c3-4022-9405-9c241402a601'],46,,,,,,,,,,,,,,,,,Barcelona,217,00:43:46.480,Ball Receipt*,,2008/2009
