ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,2.079516,,,,,,,,,,,,,,99fed4c7-f26d-4f51-8607-efb2a2c4614c,60,,"[82.1, 28.1]",69144,2,,,,,-0.88187194,,Right Foot,,,,"[98.9, 7.7]",,Ground Pass,,26.42726,,,,,Mariano Andrés Pernía,26057.0,,,,,,,1,From Free Kick,Raúl García Escudero,6391.0,Left Center Midfield,6,Atlético Madrid,212,['f112b6b4-2694-4a8f-8737-e53303433d22'],16,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:16.195,Pass,,2007/2008
,,,,,,,,,,,,,,,0.9752,,,,,,,,,,,,,,239e89cc-0f81-4a32-b50c-38ee42534ec3,63,,"[103.8, 7.3]",69144,2,,,,,1.2570823,,Left Foot,True,,,"[112.3, 33.5]",,High Pass,,27.544329,,,Incomplete,,Diego Forlán Corazo,26199.0,,,,,,,1,From Free Kick,Mariano Andrés Pernía,26057.0,Left Back,6,Atlético Madrid,212,"['16eec83c-f82b-4d8c-b977-5fb72ee8a084', 'fff5c88c-e017-4f80-89c8-a11b05fbac30']",19,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:19.656,Pass,,2007/2008
,,,,,,,,,,,,,,,1.1189,,,,,,,,,,,,,,dd6c3aad-315f-403b-b93c-cb88122ea526,66,,"[83.2, 24.9]",69144,2,,,,,0.473126,,Head,,,,"[91.6, 29.2]",,Low Pass,,9.436631,,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,Recovery,1,From Free Kick,Raúl García Escudero,6391.0,Left Center Midfield,6,Atlético Madrid,212,['9a7cebc2-8820-41ae-a2eb-2d54a949b2a3'],22,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:22.555,Pass,,2007/2008
,,,,,,,,,,,,,,,1.931444,,,,,,,,,,,,,,15f34bcc-8569-401d-b696-16e038a75929,69,,"[91.6, 29.2]",69144,2,,,,,2.6663177,,Left Foot,,,,"[74.5, 38.0]",,High Pass,,19.231485,,,,,Nuno Ricardo de Oliveira Ribeiro,19760.0,,,,,,,1,From Free Kick,Simão Pedro Fonseca Sabrosa,19765.0,Left Midfield,6,Atlético Madrid,212,['5f4ebc90-d64a-4ff8-bc78-604de1d818b8'],23,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:23.729,Pass,,2007/2008
,,,,,,,,,,,,,,,1.6303,,,,,,,,,,,,,,c8e957d0-1159-481d-b687-67258b3f757a,72,,"[74.5, 38.0]",69144,2,,,,,0.4095921,,Right Foot,,,,"[95.0, 46.9]",,High Pass,,22.348602,,,Incomplete,,,,,,,,,,1,From Free Kick,Nuno Ricardo de Oliveira Ribeiro,19760.0,Right Center Midfield,6,Atlético Madrid,212,['55bbba8c-0183-455a-8460-4fc332917587'],25,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:25.682,Pass,,2007/2008
,,,,,,,,,,,,,,,2.3577,,,,,,,,,,,,,,ae76de6a-ac04-4dc0-96be-2b9b988e9b99,74,,"[75.7, 63.0]",69144,2,,,,,-0.20612134,,Head,,,,"[86.7, 60.7]",,High Pass,,11.237883,,,Unknown,,Sergio Leonel Agüero del Castillo,3237.0,,,,,,Recovery,1,From Free Kick,Giorgios Seitaridis,19767.0,Right Back,6,Atlético Madrid,212,['76559f50-b102-465e-8ab4-0881a5cb1fdc'],29,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:29.212,Pass,,2007/2008
,,,,,,,,,,,,,,,0.788711,,,,,,,,,,,,,,83b290ae-a7a0-4c22-802b-bed11b69ef93,80,,"[34.8, 13.9]",69144,2,,,,True,1.4903253,,,,,,"[35.3, 20.1]",,Low Pass,,6.2201285,,,,,Anderson Luís de Souza,19757.0,,,,,,Recovery,1,Regular Play,Eric-Sylvain Bilal Abidal,20177.0,Left Back,7,Barcelona,217,"['1e373796-0248-4271-b176-d94472ffe883', '8b4fee32-6edb-4011-83c9-ba5392d16843']",31,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:31.674,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.369281,,,,,,,,,,,,,,3eca01fc-718c-46e2-bfae-92156f5a4b37,83,,"[35.3, 20.1]",69144,2,,,,,1.3192666,,Right Foot,,,,"[48.2, 70.3]",,Low Pass,,51.830975,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,True,,,,1,Regular Play,Anderson Luís de Souza,19757.0,Left Center Midfield,7,Barcelona,217,['7862dd4a-7409-4969-9121-7907245f7cd2'],34,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:34.057,Pass,,2007/2008
,,,,,,,,,,,,,,,1.270842,,,,,,,,,,,,,,71d0ae67-7978-44cd-a178-c386ce0ecaf0,90,,"[49.9, 53.9]",69144,2,,,,,0.07677189,,Left Foot,,,,"[56.4, 54.4]",,Ground Pass,,6.519202,,,,,Xavier Hernández Creus,20131.0,,,,,,,1,Regular Play,Lionel Andrés Messi Cuccittini,5503.0,Right Wing,7,Barcelona,217,['9d75571d-5249-4477-9e03-34e675c82a87'],37,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:37.224,Pass,,2007/2008
,,,,,,,,,,,,,,,0.6978,,,,,,,,,,,,,,ab543308-8eac-401b-8ddb-a4e9f0871b7f,93,,"[56.4, 54.4]",69144,2,,,,,-0.7354398,,Right Foot,,,,"[60.6, 50.6]",,Ground Pass,,5.663921,,,,,Lionel Andrés Messi Cuccittini,5503.0,,,,,,,1,Regular Play,Xavier Hernández Creus,20131.0,Right Center Midfield,7,Barcelona,217,['cb4ad427-b481-40a1-9fb4-2d86623de60d'],38,,,,,,,,,,,,,,,,,,Barcelona,217,00:02:38.553,Pass,,2007/2008
,,,,,,,,,,,,,,,1.4,,,,,,,,,,,,,,39c1228f-2461-46e9-b9a9-ce382b5ac08e,98,,"[54.8, 27.8]",69144,2,,,,,2.827554,,Left Foot,,,,"[43.1, 31.6]",,Ground Pass,,12.301626,,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,Recovery,1,Regular Play,Mariano Andrés Pernía,26057.0,Left Back,8,Atlético Madrid,212,['58500616-541e-4f75-bc0e-1c3bbeadc3b9'],39,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:39.763,Pass,,2007/2008
,,,,,,,,,,,,,,,0.7698,,,,,,,,,,,,,,a1d542f4-b174-4710-b5a5-56d0c43884fe,101,,"[38.5, 36.2]",69144,2,,,,,-0.18247129,,Right Foot,,,,"[55.3, 33.1]",,Ground Pass,,17.083618,,,,,Raúl García Escudero,6391.0,,,,,,,1,Regular Play,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,8,Atlético Madrid,212,['5cf6f4d3-5d07-4925-a1b9-765931ed7f78'],41,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:41.890,Pass,,2007/2008
,,,,,,,,,,,,,,,1.597017,,,,,,,,,,,,,,7f0c52e8-6e3d-41e9-9cca-5cc5770fa020,103,,"[55.7, 33.3]",69144,2,,,,,-2.1695802,,Right Foot,,,,"[44.1, 16.3]",,Ground Pass,,20.580574,,,,,Mariano Andrés Pernía,26057.0,,,,,,,1,Regular Play,Raúl García Escudero,6391.0,Left Center Midfield,8,Atlético Madrid,212,['2a892850-b819-43e2-925e-db5d13a2cb39'],42,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:42.660,Pass,,2007/2008
,,,,,,,,,,,,,,,0.924,,,,,,,,,,,,,,632d5f5f-2d9e-4738-9a37-69b86336522f,106,,"[44.0, 15.6]",69144,2,,,,,-0.115045294,,Left Foot,,,,"[66.5, 13.0]",,Ground Pass,,22.649725,,,,,Diego Forlán Corazo,26199.0,,,,,,,1,Regular Play,Mariano Andrés Pernía,26057.0,Left Back,8,Atlético Madrid,212,['be7a8684-22ac-4cd1-b963-5c6b9bc1a6e5'],44,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:44.536,Pass,,2007/2008
,,,,,,,,,,,,,,,0.247457,,,,,,,,,,,,,,535ec2b3-9d92-4e7e-96c0-5763a82fca97,110,,"[66.2, 11.1]",69144,2,,,,,-3.0237205,,Right Foot,,,,"[58.6, 10.2]",,Ground Pass,,7.653104,,,Incomplete,,Mariano Andrés Pernía,26057.0,,,,,,,1,Regular Play,Diego Forlán Corazo,26199.0,Right Center Forward,8,Atlético Madrid,212,"['1de409e0-c10e-4e66-a09d-8873d1bebaa8', '89b1eee7-7f62-4447-ad37-d86e8a032003']",46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:46.702,Pass,,2007/2008
,,,,,,,,,,,,,,,1.8317,,,,,,,,,,,,,,7482a948-c80c-48b2-b17a-15fefc5eb523,113,,"[52.3, 0.1]",69144,2,,True,,,0.72178984,,,,,,"[69.0, 14.8]",,High Pass,,22.248146,,,,,Diego Forlán Corazo,26199.0,,,,,,Throw-in,1,From Throw In,Mariano Andrés Pernía,26057.0,Left Back,9,Atlético Madrid,212,['04267604-c339-46ea-bac0-4cc095a8e56f'],57,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:57.721,Pass,,2007/2008
,,,,,,,,,,,,,,,1.1271,,,,,,,,,,,,,,a7ac8a32-c989-469f-aaea-d4a73c7ded40,115,,"[67.9, 10.7]",69144,2,,,,,0.17623469,,Left Foot,,,,"[82.5, 13.3]",,High Pass,,14.8296995,,,Incomplete,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,,1,From Throw In,Diego Forlán Corazo,26199.0,Right Center Forward,9,Atlético Madrid,212,"['4dad9222-b7e1-4ccb-a54a-b0990b68a448', 'c5d8a254-1de8-480e-b7d1-f9461e5276b6']",59,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:59.555,Pass,,2007/2008
,,,,,,,,,,,,,,,0.988,,,,,,,,,,,,,,60d7b539-a4a6-40d7-bdc5-8cf4b2f87a6b,118,,"[44.5, 64.0]",69144,3,,,,,-0.9513699,,Head,,,,"[52.7, 52.5]",,Low Pass,,14.124093,,,Incomplete,,Anderson Luís de Souza,19757.0,,,,,,Recovery,1,From Throw In,Andrés Iniesta Luján,5216.0,Center Defensive Midfield,9,Atlético Madrid,212,"['0a1394cf-ed08-49c3-a3b8-8703382d1f80', '53d2432e-761e-4c6b-851e-67c67ecdb5c7']",2,,,,,,,,,,,,,,,,,,Barcelona,217,00:03:02.609,Pass,,2007/2008
,,,,,,,,,,,,,,,0.8324,,,,,,,,,,,,,,53d2432e-761e-4c6b-851e-67c67ecdb5c7,120,,"[67.4, 27.6]",69144,3,,,,,-0.22024873,,Left Foot,,,,"[80.8, 24.6]",,Low Pass,,13.731715,,,,,Simão Pedro Fonseca Sabrosa,19765.0,,,,,,Recovery,1,From Throw In,Raúl García Escudero,6391.0,Left Center Midfield,9,Atlético Madrid,212,"['053f4cc1-7f8d-4b18-91a5-2c0b7b4a2e6b', '60d7b539-a4a6-40d7-bdc5-8cf4b2f87a6b']",3,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:03.597,Pass,,2007/2008
,,,,,,,,,,,,,,,0.979648,,,,,,,,,,,,,,80d89ac1-f903-41b1-96b0-226d4e6aab25,127,,"[81.3, 19.9]",69144,3,,,,,1.9089389,,Right Foot,,,,"[78.1, 29.0]",,Ground Pass,,9.646243,,,,,Nuno Ricardo de Oliveira Ribeiro,19760.0,,,,,,,1,From Throw In,Simão Pedro Fonseca Sabrosa,19765.0,Left Midfield,9,Atlético Madrid,212,"['8dd614fc-f0a2-4ab4-8ccd-1ca1ab49e6ce', 'f50f41fc-2277-4786-9380-9e64d3a50880']",5,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:03:05.829,Pass,True,2007/2008
