ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_offensive,foul_committed_type,foul_won_advantage,foul_won_defensive,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_shot_saved_to_post,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_deflected,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_miscommunication,pass_no_touch,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_straight,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_open_goal,shot_outcome,shot_saved_to_post,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e0df3ff7-99a4-493a-8ba0-298ad03f9d3b,1,,,69144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20176, 'name': 'Víctor Valdés Arribas'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 25873, 'name': 'Oleguer Presas Renom'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 23}, {'player': {'id': 20125, 'name': 'Carles Puyol i Saforcada'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 5}, {'player': {'id': 25919, 'name': 'Gabriel Alejandro Milito'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 20177, 'name': 'Eric-Sylvain Bilal Abidal'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 22}, {'player': {'id': 5216, 'name': 'Andrés Iniesta Luján'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 8}, {'player': {'id': 20131, 'name': 'Xavier Hernández Creus'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 19757, 'name': 'Anderson Luís de Souza'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 20}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 19}, {'player': {'id': 25879, 'name': 'Ronaldo de Assis Moreira'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 10}, {'player': {'id': 15516, 'name': 'Thierry Henry'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 14}]}",Barcelona,217,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6ef9ee91-1a67-4e37-a056-120c3218c2bf,2,,,69144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,,"{'formation': 442, 'lineup': [{'player': {'id': 26197, 'name': 'Christian Abbiati'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 13}, {'player': {'id': 19767, 'name': 'Giorgios Seitaridis'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 2}, {'player': {'id': 26117, 'name': 'Pablo Ibáñez Tébar'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 22}, {'player': {'id': 26222, 'name': 'José Eduardo Rosa Vale de Castro'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 14}, {'player': {'id': 26057, 'name': 'Mariano Andrés Pernía'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 4}, {'player': {'id': 23816, 'name': 'José Antonio Reyes Calderón'}, 'position': {'id': 12, 'name': 'Right Midfield'}, 'jersey_number': 17}, {'player': {'id': 19760, 'name': 'Nuno Ricardo de Oliveira Ribeiro'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 18}, {'player': {'id': 6391, 'name': 'Raúl García Escudero'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 19765, 'name': 'Simão Pedro Fonseca Sabrosa'}, 'position': {'id': 16, 'name': 'Left Midfield'}, 'jersey_number': 24}, {'player': {'id': 26199, 'name': 'Diego Forlán Corazo'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 7}, {'player': {'id': 3237, 'name': 'Sergio Leonel Agüero del Castillo'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 10}]}",Atlético Madrid,212,00:00:00.000,Starting XI,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,37b17cf1-c4be-4105-a071-d9cc8ea7157a,3,,,69144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['d715d558-fc7e-4060-9250-e89493681056'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,d715d558-fc7e-4060-9250-e89493681056,4,,,69144,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['37b17cf1-c4be-4105-a071-d9cc8ea7157a'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,b49523a1-d5b1-4f5e-bd1a-25ea08a63285,1707,,,69144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Atlético Madrid,212,['514d6379-5488-43ec-9b17-036ecc9cfbe6'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,514d6379-5488-43ec-9b17-036ecc9cfbe6,1708,,,69144,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,94,Atlético Madrid,212,['b49523a1-d5b1-4f5e-bd1a-25ea08a63285'],0,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:00.000,Half Start,,2007/2008
,,,,,,,,,,,,,,,2.2309,,,,,,,,,,,,,,128bf0ff-e30e-4e55-b17f-21ab4928dd35,5,,"[61.0, 40.1]",69144,0,,,,,2.762847,,Right Foot,,,,"[51.2, 44.0]",,Ground Pass,,10.547511,,,,,Nuno Ricardo de Oliveira Ribeiro,19760.0,,,,,,Kick Off,1,From Kick Off,Diego Forlán Corazo,26199.0,Right Center Forward,2,Atlético Madrid,212,['6c5c3bb9-a8e0-4017-86f5-ecccbc050805'],1,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:01.705,Pass,,2007/2008
,,,,,,,,,,,,,,,1.206312,,,,,,,,,,,,,,1c9106de-a37e-464b-bacf-0212be28b1cc,8,,"[50.9, 43.2]",69144,0,,,,,-2.812543,,Right Foot,,,,"[42.7, 40.4]",,Ground Pass,,8.664871,,,,,Raúl García Escudero,6391.0,,,,,,,1,From Kick Off,Nuno Ricardo de Oliveira Ribeiro,19760.0,Right Center Midfield,2,Atlético Madrid,212,['0fe206cc-7832-419f-b19f-d53858a891b5'],4,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:04.446,Pass,,2007/2008
,,,,,,,,,,,,,,,1.439453,,,,,,,,,,,,,,d0202413-1189-4ecf-b68b-784a58609edf,11,,"[42.9, 40.6]",69144,0,,,,,-2.2713783,,Right Foot,,,,"[31.6, 27.2]",,Ground Pass,,17.528547,,,,,José Eduardo Rosa Vale de Castro,26222.0,,,,,,,1,From Kick Off,Raúl García Escudero,6391.0,Left Center Midfield,2,Atlético Madrid,212,['c5c3d9af-5299-4c3b-9c30-75195406edcf'],6,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:06.197,Pass,,2007/2008
,,,,,,,,,,,,,,,0.769823,,,,,,,,,,,,,,aad6c630-7648-4ef1-b8ab-89286b4f94fa,14,,"[31.6, 27.2]",69144,0,,,,,0.56098217,,Right Foot,,,,"[42.9, 34.3]",,Ground Pass,,13.345411,,,,,Nuno Ricardo de Oliveira Ribeiro,19760.0,,,,,,,1,From Kick Off,José Eduardo Rosa Vale de Castro,26222.0,Left Center Back,2,Atlético Madrid,212,['051f8fe5-3bee-44df-b80c-57509099cfa4'],9,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:09.619,Pass,,2007/2008
,,,,,,,,,,,,,,,3.406152,,,,,,,,,,,,,,becdcdbd-738c-450f-a7ff-493951499f45,17,,"[36.7, 16.7]",69144,0,,,,,1.1392806,,Right Foot,,,,"[62.9, 73.6]",,High Pass,,62.64224,,,,,Giorgios Seitaridis,19767.0,,,True,,,,1,From Kick Off,Nuno Ricardo de Oliveira Ribeiro,19760.0,Right Center Midfield,2,Atlético Madrid,212,['8691abcf-a632-42d7-a096-eb1b4c288ea6'],15,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:15.081,Pass,,2007/2008
,,,,,,,,,,,,,,,0.154,,,,,,,,,,,,,,b0083655-da43-4c39-b9d1-c76fe4a40f47,29,,"[120.0, 57.6]",69144,0,,,,,-1.9195673,,Right Foot,,,,"[119.2, 55.4]",,Ground Pass,,2.34094,,,Incomplete,,,,,,,,,,1,From Kick Off,Giorgios Seitaridis,19767.0,Right Back,2,Atlético Madrid,212,"['04d20cf7-de06-44fa-ac86-26d907a6d074', 'cf7bca13-af43-4af9-84ae-3c2fc1579b78']",26,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:26.443,Pass,True,2007/2008
,,,,,,,,,,,,,,,1.2301,,,,,,,,,,,,,,c9b0cec9-1968-49de-9b2b-092513848502,31,,"[120.0, 80.0]",69144,0,,,,,-1.8220396,,Left Foot,,,,"[112.3, 50.0]",,High Pass,True,30.972406,,,,,José Antonio Reyes Calderón,23816.0,,,,Inswinging,,Corner,1,From Corner,Mariano Andrés Pernía,26057.0,Left Back,3,Atlético Madrid,212,['c4da56db-a1a6-4bfd-95e8-525d614c45d3'],50,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:50.558,Pass,,2007/2008
,,,,,,,,,,,,,,,2.538607,,,,,,,,,,,,,,79be2ee1-c945-4427-bf8f-cc64cd5859ee,33,,"[112.3, 50.0]",69144,0,,,,,-0.7626748,,Right Foot,,,,"[116.8, 45.7]",,High Pass,,6.2241464,,,Incomplete,,,,,,,,,,1,From Corner,José Antonio Reyes Calderón,23816.0,Right Midfield,3,Atlético Madrid,212,['b076b218-3c39-4b54-a29a-9e61d7e5aaa6'],51,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:00:51.788,Pass,,2007/2008
,,,,,,,,,,,,,,,3.055937,,,,,,,,,,,,,,422dff3a-d3f3-45c3-a3e6-ae3b076f96bb,36,,"[5.2, 32.9]",69144,1,,,,,-0.6530702,,Keeper Arm,,,,"[21.8, 20.2]",,Ground Pass,,20.900957,,,,,Gabriel Alejandro Milito,25919.0,,,,,,,1,From Counter,Víctor Valdés Arribas,20176.0,Goalkeeper,4,Barcelona,217,['3e8f6e48-2f2f-43fb-a1cc-01e0b2a316a5'],0,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:00.830,Pass,,2007/2008
,,,,,,,,,,,,,,,1.1359,,,,,,,,,,,,,,c8862cc3-67e1-4eac-a217-ba40549c615c,39,,"[20.0, 24.8]",69144,1,,,,,-0.94166976,,Left Foot,,,,"[33.1, 6.8]",,Ground Pass,,22.2623,,,,,Eric-Sylvain Bilal Abidal,20177.0,,,,,,,1,From Counter,Gabriel Alejandro Milito,25919.0,Left Center Back,4,Barcelona,217,['10dec2bd-fb70-4e65-b55b-33ffa9f21087'],4,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:04.339,Pass,,2007/2008
,,,,,,,,,,,,,,,1.64821,,,,,,,,,,,,,,bde076c2-de0d-4b4c-a2cb-17ae1da60e20,42,,"[33.7, 7.1]",69144,1,,,,,-0.036274403,,Left Foot,,,,"[58.5, 6.2]",,Ground Pass,,24.816326,,,,,Thierry Henry,15516.0,,,,,,,1,From Counter,Eric-Sylvain Bilal Abidal,20177.0,Left Back,4,Barcelona,217,['bf7b5e61-daaa-49ac-bc17-35ca55e954ee'],6,,,,,,,,,,,,,,,,,,Barcelona,217,00:01:06.726,Pass,,2007/2008
,,,,,,,,,,,,,,,2.7263,,,,,,,,,,,,,,cf7a29f9-cc9e-45b4-a675-4b646829c21b,52,,"[7.0, 44.1]",69144,1,,,,,0.026749471,,Right Foot,,,,"[66.8, 45.7]",,High Pass,,59.8214,,,,,Diego Forlán Corazo,26199.0,,,,,,Goal Kick,1,From Goal Kick,Christian Abbiati,26197.0,Goalkeeper,5,Atlético Madrid,212,['25225676-40bb-404f-b109-dd1ed209f614'],46,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:46.205,Pass,,2007/2008
,,,,,,,,,,,,,,,2.463,,,,,,,,,,,,,,8be06aa0-78a9-4cf1-ada1-f0e3df27fef3,55,,"[66.8, 45.7]",69144,1,,,,True,-0.32055008,,,,,,"[91.8, 37.4]",,High Pass,,26.341791,,,Incomplete,,,,,,,,,,1,From Goal Kick,Diego Forlán Corazo,26199.0,Right Center Forward,5,Atlético Madrid,212,"['3288367d-2c0b-452a-8cfe-7fc3dcfbe6bb', '8e9b9856-abdc-4499-8d14-38d428322391']",48,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:01:48.931,Pass,True,2007/2008
,,,,,,,,,,,,,,,2.49,,,,,,,,,,,,,,eed47b38-a503-432c-b189-e86328c52e9b,58,,"[50.9, 28.1]",69144,2,,,,,-0.096049055,,Right Foot,,,,"[81.0, 25.2]",,Ground Pass,,30.239378,,,,,Raúl García Escudero,6391.0,,,,,,Free Kick,1,From Free Kick,Nuno Ricardo de Oliveira Ribeiro,19760.0,Right Center Midfield,6,Atlético Madrid,212,['3e45786c-c114-4060-a214-69a6ce7f727a'],13,,,,,,,,,,,,,,,,,,Atlético Madrid,212,00:02:13.705,Pass,,2007/2008
