50_50,bad_behaviour_card,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,block_offensive,block_save_block,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,duel_outcome,duel_type,duration,foul_committed_advantage,foul_committed_card,foul_committed_penalty,foul_won_advantage,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_punched_out,goalkeeper_technique,goalkeeper_type,id,index,interception_outcome,location,match_id,minute,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_cut_back,pass_end_location,pass_goal_assist,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,season_name
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,05754365-5e2f-44ba-b9fd-59eae635db02,1,,,303532,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 433, 'lineup': [{'player': {'id': 20055, 'name': 'Marc-André ter Stegen'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 6379, 'name': 'Sergi Roberto Carnicer'}, 'position': {'id': 2, 'name': 'Right Back'}, 'jersey_number': 20}, {'player': {'id': 5213, 'name': 'Gerard Piqué Bernabéu'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 3}, {'player': {'id': 6826, 'name': 'Clément Lenglet'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 15}, {'player': {'id': 17304, 'name': 'Héctor Junior Firpo Adames'}, 'position': {'id': 6, 'name': 'Left Back'}, 'jersey_number': 24}, {'player': {'id': 5203, 'name': 'Sergio Busquets i Burgos'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 5}, {'player': {'id': 5470, 'name': 'Ivan Rakitić'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 4}, {'player': {'id': 11392, 'name': 'Arthur Henrique Ramos de Oliveira Melo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 5503, 'name': 'Lionel Andrés Messi Cuccittini'}, 'position': {'id': 17, 'name': 'Right Wing'}, 'jersey_number': 10}, {'player': {'id': 30756, 'name': 'Anssumane Fati'}, 'position': {'id': 21, 'name': 'Left Wing'}, 'jersey_number': 31}, {'player': {'id': 5487, 'name': 'Antoine Griezmann'}, 'position': {'id': 23, 'name': 'Center Forward'}, 'jersey_number': 17}]}",Barcelona,217,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,628b0483-0e4d-4044-b405-b5bcdcf283e0,2,,,303532,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,,0,,,,,,,,,,,,,,,,"{'formation': 352, 'lineup': [{'player': {'id': 6610, 'name': 'Iván Cuéllar Sacristán'}, 'position': {'id': 1, 'name': 'Goalkeeper'}, 'jersey_number': 1}, {'player': {'id': 3139, 'name': 'Chidozie Collins Awaziem'}, 'position': {'id': 3, 'name': 'Right Center Back'}, 'jersey_number': 12}, {'player': {'id': 17818, 'name': 'Rodrigo Tarín Higón'}, 'position': {'id': 4, 'name': 'Center Back'}, 'jersey_number': 15}, {'player': {'id': 6598, 'name': 'Unai Bustinza Martínez'}, 'position': {'id': 5, 'name': 'Left Center Back'}, 'jersey_number': 3}, {'player': {'id': 6851, 'name': 'Aitor Ruibal García'}, 'position': {'id': 7, 'name': 'Right Wing Back'}, 'jersey_number': 19}, {'player': {'id': 11730, 'name': 'Jonathan Cristian Silva'}, 'position': {'id': 8, 'name': 'Left Wing Back'}, 'jersey_number': 5}, {'player': {'id': 6599, 'name': 'Rubén Salvador Pérez Del Mármol'}, 'position': {'id': 10, 'name': 'Center Defensive Midfield'}, 'jersey_number': 21}, {'player': {'id': 3610, 'name': 'Roque Mesa Quevedo'}, 'position': {'id': 13, 'name': 'Right Center Midfield'}, 'jersey_number': 6}, {'player': {'id': 6580, 'name': 'José Luis García del Pozo'}, 'position': {'id': 15, 'name': 'Left Center Midfield'}, 'jersey_number': 8}, {'player': {'id': 6606, 'name': 'Javier Eraso Goñi'}, 'position': {'id': 22, 'name': 'Right Center Forward'}, 'jersey_number': 17}, {'player': {'id': 6602, 'name': 'Miguel Ángel Guerrero Martín'}, 'position': {'id': 24, 'name': 'Left Center Forward'}, 'jersey_number': 9}]}",Leganés,205,00:00:00.000,Starting XI,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,6df6319c-b980-4061-a566-84f723ef360f,3,,,303532,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['004485f3-d883-41fe-9316-50823e9bba35'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,004485f3-d883-41fe-9316-50823e9bba35,4,,,303532,0,,,,,,,,,,,,,,,,,,,,,,,1,Regular Play,,,,1,Barcelona,217,['6df6319c-b980-4061-a566-84f723ef360f'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,e36f1094-ae6b-4227-b882-81ae42f11b48,2198,,,303532,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Barcelona,217,['8ba4a00e-0ca6-4986-a39b-57a150a85a5b'],0,,,,,,,,,,,,,,,,,Barcelona,217,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,8ba4a00e-0ca6-4986-a39b-57a150a85a5b,2199,,,303532,45,,,,,,,,,,,,,,,,,,,,,,,2,Regular Play,,,,84,Barcelona,217,['e36f1094-ae6b-4227-b882-81ae42f11b48'],0,,,,,,,,,,,,,,,,,Leganés,205,00:00:00.000,Half Start,,2019/2020
,,,,,,,,,,,,,,,,,,0.73089,,,,,,,,,,,,,,d89f33d5-65f7-4386-b3d4-0aaad2061203,5,,"[61.0, 40.1]",303532,0,,,,2.3561945,,Right Foot,,,"[53.3, 47.8]",,Ground Pass,,10.889444,,,Roque Mesa Quevedo,3610.0,,,,,Kick Off,1,From Kick Off,Miguel Ángel Guerrero Martín,6602.0,Left Center Forward,2,Leganés,205,['c5f86180-fec6-46c6-b853-19fb9211dba6'],1,,,,,,,,,,,,,,,,,Leganés,205,00:00:01.506,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,0.713337,,,,,,,,,,,,,,eadd8606-3c66-4237-acdb-2a6ab7afd82e,8,,"[56.0, 47.4]",303532,0,,,,0.9367736,,Right Foot,,,"[63.5, 57.6]",,Ground Pass,,12.660568,,,Javier Eraso Goñi,6606.0,,,,,,1,From Kick Off,Roque Mesa Quevedo,3610.0,Right Center Midfield,2,Leganés,205,['7c3cd799-9f73-4e5c-936e-efbd2884c669'],3,,,,,,,,,,,,,,,,,Leganés,205,00:00:03.575,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.497834,,,,,,,,,,,,,,bc0c70ff-261d-4db9-b3a0-ad0e7852e54d,11,,"[63.6, 56.6]",303532,0,,,,3.078613,,Right Foot,,,"[41.4, 58.0]",,Ground Pass,,22.2441,,,Chidozie Collins Awaziem,3139.0,,,,,,1,From Kick Off,Javier Eraso Goñi,6606.0,Right Center Forward,2,Leganés,205,['3fc753a0-5bf9-40cf-b172-3ed74aa58881'],5,,,,,,,,,,,,,,,,,Leganés,205,00:00:05.007,Pass,,2019/2020
,,,,,,,,,,,,,,,,,,1.029914,,,,,,,,,,,,,,c55b5ce6-d799-4936-ba4d-7d35a4ca8460,14,,"[45.1, 59.8]",303532,0,,,,1.1163863,,Right Foot,,,"[53.6, 77.2]",,Ground Pass,,19.365175,,,Aitor Ruibal García,6851.0,,,,,,1,From Kick Off,Chidozie Collins Awaziem,3139.0,Right Center Back,2,Leganés,205,['9acfc678-1742-4680-b8b9-d679b07aeef1'],7,,,,,,,,,,,,,,,,,Leganés,205,00:00:07.294,Pass,,2019/2020
